"安厚庆","220615197506086234","牤牛营子乡","大董村路口西北100米","带病回乡退伍军人","0615","三类","优抚中","J096304264598","因公一级"
"毕轮翰","220806197707112545","罗波镇","甘露园南里一区","在乡西路军红军老战士","0806","一类","优抚中","L060013610682","因战六级"
"韦冠","230312199204084341","漷县镇","崔各庄马泉营一区","60周岁以上农村籍退役士兵","0312","一类","优抚中","S098175220057","因公二级"
"邹琼勤","230514199101252093","阿都乡","北土城东路与樱花东街交口东120米路南","残疾军人","0514","三类","待优抚","A025846991157","因战十级"
"柏翔旭","230708198904024721","漷县镇","体育馆路1号幸福大街南口天坛饭店一层","带病回乡退伍军人","0708","一类","待优抚","I089053162085","因病五级"
"时生龙","231507197909149416","堎底下镇","国美第一城2号院6号楼","烈士遗属","1507","三类","待优抚","D024645787328","因病五级"
"金华","231617198806287081","阿得博乡","火沙路香蜜湾小区一号楼101室","红军失散人员","1617","三类","待优抚","H056368779750","因公一级"
"成泰盛","310224199008059901","浛洸镇","德胜门内大街羊房胡同23号","因公牺牲军人遗属","0224","二类","待优抚","M097197156304","因公四级"
"姜飘育","310416198308256738","琯头镇","天通苑太平庄二街中富大厦","带病回乡退伍军人","0416","二类","优抚中","G022460163184","因病六级"
"雷和","310909199612158474","百济乡","顺源街牛王庙2号","老复员军人","0909","二类","待优抚","A067941887333","因公七级"
"邵学祥","311017197604058546","太平镇","管庄镇旺角","部分年满60周岁烈士子女","1017","二类","优抚中","E062820872729","因病七级"
"凤浩亮","311205198610187456","洑口乡","上地华联4层","伤残民兵民工","1205","三类","待优抚","H004582074280","因病六级"
"成炎德","311311198211144524","堎底下镇","后沙峪镇（速8酒店西）裕民大街32号","伤残民兵民工","1311","三类","优抚中","F004339934295","因战五级"
"李雄琛","311411197908198655","岞山镇","东四北大街343号银地宾馆2楼","伤残民兵民工","1411","二类","优抚中","P001592444793","因病三级"
"皮德","311503198109275866","阿并洛古乡","望京旺角购物广场负一层","烈士遗属","1503","一类","待优抚","Q049869068746","因病十级"
"柳亨奇","311702199712137039","勍香镇","水碓子东路14号4号一楼","部分年满60周岁烈士子女","1702","三类","待优抚","C083842646360","因公八级"
"喻涛","311708198303271481","新江镇","化工路建工双合家园D区4号楼","残疾军人","1708","一类","优抚中","N008246078914","因病五级"
"奚叶","320328199807175181","罗波镇","东四五条139号","带病回乡退伍军人","0328","三类","待优抚","A088712190109","因公七级"
"周胜","320402199507198206","蒲庙镇","新中街13号","参战及参加核试验部队退役人员","0402","三类","优抚中","O027129494988","因战六级"
"鲍英华","321119197006109685","两江镇","建国路91号金地广场3层","伤残人民警察","1119","三类","优抚中","K038980503158","因战四级"
"熊树","321505198506098814","洺口镇","方庄芳古园一区24号楼底商","带病回乡退伍军人","1505","一类","待优抚","E038546137071","因病五级"
"水艺","330716198109144326","琯头镇","东华门大街11号","病故军人遗属","0716","一类","优抚中","A052180216597","因战二级"
"戴宏言","330919197405084647","洈水镇","阜石路300号喜隆多新国际购物中心403号","烈士遗属","0919","二类","优抚中","I085173106558","因战五级"
"姚霄","331007197202225183","漹城镇","新天地31号楼底商","伤残国家机关工作人员","1007","二类","优抚中","O043803411401","因公七级"
"安强军","331612197205201447","布泉乡","水碓子东路14号4号一楼","因公牺牲军人遗属","1612","一类","待优抚","E097695174957","因战三级"
"华瑞凡","331817198812179503","阿得博乡","西便门西里3号楼","烈士遗属","1817","二类","优抚中","M055358034361","因战八级"
"金刚","340505197309075583","蒲庙镇","百子湾西里403号楼负一层","在乡西路军红军老战士","0505","三类","优抚中","F077312681707","因公二级"
"乐旭","340624199002105512","屏山乡","信息路15号金融科贸大厦510","老复员军人","0624","一类","待优抚","H081129772616","因病三级"
"鲍翠雅","340826199310085303","漹城镇","后海鸦儿胡同19号","伤残人民警察","0826","二类","待优抚","S050810999294","因病四级"
"庞和","341204199610068156","阿北乡","芳星路芳星园二区19号楼1号平台","参战及参加核试验部队退役人员","1204","二类","优抚中","L009110055246","因公二级"
"邹丹","341702197606162424","宁武镇","黄松峪乡刁窝村36号","因公牺牲军人遗属","1702","一类","待优抚","J024569983862","因战四级"
"任震","350117198910162139","瀼渡镇","团结湖中路南三条南门对面","残疾军人","0117","二类","待优抚","J015310331380","因战四级"
"毕利清","350205197311153656","琯头镇","冯村华润置地puls365二楼207室","病故军人遗属","0205","二类","待优抚","I061047703438","因公一级"
"李巧","350315198610219782","那桐镇","CBD东三环中7号财富中心4号楼E203","红军失散人员","0315","二类","待优抚","Q095933011960","因公二级"
"马生龙","350503197007185530","峛屿镇","新东路甲5号","残疾军人","0503","二类","待优抚","N008239606510","因战六级"
"邬俊峰","350710198809053463","椑木镇","京加路怀北庄村国科大学北门北行200米路东","60周岁以上农村籍退役士兵","0710","二类","待优抚","A088749347950","因病七级"
"皮毅","350728199107168348","南圩镇","顺沙路电信局往北200米","病故军人遗属","0728","一类","优抚中","F098503961780","因公二级"
"魏宁","350807198312048989","新江镇","百子湾巴音食坊旁边","病故军人遗属","0807","三类","待优抚","I016152208471","因公八级"
"邹友裕","350828199006115202","浬浦镇","人大西门小南庄","在乡退伍红军老战士","0828","二类","优抚中","H013853371072","因战五级"
"汤园艺","351016197401269581","仙湖镇","太平桥路44号中青旅山水酒店1楼","老复员军人","1016","二类","优抚中","Q041089340635","因病十级"
"水东文","351209199408055523","洺州镇","和平里七区三十号楼1号底商","老复员军人","1209","三类","待优抚","B004867429519","因公二级"
"卞浩亮","360304197605145961","马头镇","北土城西路（瑞洁加油站西侧）和木TheHome私厨","病故军人遗属","0304","二类","待优抚","Q009256359353","因公七级"
"沈维启","360323199508048126","屏山乡","星火西路17号泛海国际底商","在乡西路军红军老战士","0323","一类","待优抚","A081782117747","因病八级"
"严宁","361310199012297348","乔建镇","芙蓉东路京客隆对面","带病回乡退伍军人","1310","一类","优抚中","Q084207682416","因病五级"
"杨琳素","361524198502239187","丁当镇","大慧寺路18号","烈士遗属","1524","二类","待优抚","H076462869334","因病十级"
"岑海","361824197604133324","汫洲镇","田村路43号京粮广场南3层","在乡西路军红军老战士","1824","二类","待优抚","R085233891970","因战九级"
"张杰涛","370422197908254025","栟茶镇","南口镇大石坡红石山谷度假酒店","60周岁以上农村籍退役士兵","0422","二类","优抚中","P015685483623","因公十级"
"孟彪博","370806199111188552","阿得博乡","芙蓉东路京客隆对面","60周岁以上农村籍退役士兵","0806","一类","优抚中","F083367946624","因病七级"
"蓝红","371008198505056728","宁武镇","酒仙桥北路2号","在乡西路军红军老战士","1008","一类","待优抚","F007306168660","因病八级"
"任利清","371416198012307021","瀼河乡","十八里店横街子村阳光金港建材城对面","烈士遗属","1416","二类","待优抚","E048465832682","因战一级"
"廉乐","371511197902229659","蒲庙镇","朝内南小街139号","伤残国家机关工作人员","1511","二类","优抚中","J099202091779","因公六级"
"安欣","410209199412203402","洑口乡","建外街道SOHO现代城A座1楼","部分年满60周岁烈士子女","0209","二类","优抚中","L002347496218","因战二级"
"奚芳","410228198910209380","中和乡","角门北路3号首座绿洲2号楼","参战及参加核试验部队退役人员","0228","二类","待优抚","R041196566281","因战六级"
"郝超","410409198908276170","屏山乡","南锣鼓巷小菊儿胡同63号胡同里的北京味儿老北京请您回家吃饭~","伤残国家机关工作人员","0409","三类","待优抚","P028730537251","因病三级"
"齐鹏泽","410413197101212279","雁江镇","青年路西里2号院6号楼1层商业B106","因公牺牲军人遗属","0413","二类","待优抚","A019099978437","因公八级"
"方松善","410602198408054661","滍阳镇","草市街与徐尹路交口东北角徐辛庄电子工业技术学校西侧","红军失散人员","0602","一类","优抚中","S077164519393","因公六级"
"薛嘉","410915199104129719","牤牛营子乡","北苑路108号","伤残民兵民工","0915","二类","待优抚","M017240953204","因战五级"
"曹有","410917197802088384","瀼渡镇","大有庄大街18号大有庄社区","部分年满60周岁烈士子女","0917","二类","待优抚","I066685926097","因病二级"
"施芬芳","411614199004014624","百济乡","万达广场","因公牺牲军人遗属","1614","二类","优抚中","N099377672470","因病二级"
"齐全","420115199103279226","椑南乡","顺三条与横六条交叉口西南角","60周岁以上农村籍退役士兵","0115","二类","优抚中","E001159925765","因战十级"
"姜坚和","420205197201066840","垟溪乡","丰台北路20号","因公牺牲军人遗属","0205","二类","待优抚","S077593686388","因公二级"
"彭军","420424198407094204","弶港镇","城铁龙泽站后侧","红军失散人员","0424","一类","优抚中","N035671461092","因公一级"
"顾行时","420816199104265406","洈水镇","喇叭沟门孙栅子村西李营7号","伤残人民警察","0816","三类","优抚中","D079881154092","因战一级"
"成俊峰","420928199605039203","锣圩镇","四合路1号","老复员军人","0928","一类","优抚中","L038893990231","因病九级"
"成宜可","421222199802158048","垵口乡","古北口镇沙岭村44-1","在乡西路军红军老战士","1222","三类","待优抚","O078612795124","因病五级"
"姚群豪","421322198504193685","榃滨镇","阜石路300号喜隆多新国际购物中心403号","在乡西路军红军老战士","1322","一类","待优抚","F086101910512","因公十级"
"孔菊","421824199901184031","仙湖镇","宜兴路四条1号","伤残国家机关工作人员","1824","三类","待优抚","N081674108175","因病十级"
"臧瑶","430607199312233135","那楼镇","赵公口桥南光彩路慧时欣园10号楼如家酒店一层","伤残民兵民工","0607","一类","优抚中","I094178573581","因病七级"
"尤乐","430812198310169815","垟溪乡","大白楼南路甲1号","60周岁以上农村籍退役士兵","0812","二类","待优抚","N030620930504","因病二级"
"宋融","430813197412082632","浬浦镇","望京街道广顺北大街望京西园4区熊家城烤肉旁边","60周岁以上农村籍退役士兵","0813","三类","优抚中","C008505480504","因公五级"
"苏顺","431811198705245555","崁顶乡","花乡奥莱村07301号","参战及参加核试验部队退役人员","1811","三类","优抚中","R096671870624","因病四级"
"唐榕","441026197812041149","甪直镇","百子湾南二路百子园后现代城D区16号楼底商","病故军人遗属","1026","一类","优抚中","Q062616690396","因病七级"
"奚勤","441313198010241964","浬浦镇","西河沿149号","烈士遗属","1313","二类","待优抚","G079165204115","因公九级"
"金芸","441721197505056014","都结乡","西河沿149号","红军失散人员","1721","一类","优抚中","L037581825228","因战十级"
"阮永","450104197612311147","丁当镇","东坝和敬路福润四季小区A6底商","伤残国家机关工作人员","0104","一类","优抚中","K051666778788","因病十级"
"滕茜秋","450304199606264327","阿并洛古乡","金宝街50号-1号","病故军人遗属","0304","三类","优抚中","I079681762592","因病十级"
"史冠","450619197011184628","丁当镇","王府井大街255号北京市百货大楼6楼","因公牺牲军人遗属","0619","三类","待优抚","C078614284837","因公一级"
"成泰盛","450725197805243868","仙湖镇","三里屯北路19号三里屯太古里北区3层","残疾军人","0725","三类","待优抚","J065885613662","因病九级"
"马政谦","451702198704157042","乔建镇","垡头西里13号院7号工场自如寓A121室","60周岁以上农村籍退役士兵","1702","二类","优抚中","C060402143313","因病二级"
"滕生龙","451805199001193745","汫洲镇","清河中街68号华润五彩城购物中心东区5层L558A","部分年满60周岁烈士子女","1805","二类","优抚中","C021950327409","因病三级"
"杨豪","460221197503163483","丁当镇","朝阳南三里屯路16号一层","病故军人遗属","0221","一类","优抚中","R099389020478","因公九级"
"韩艺","460308198507152805","蒲庙镇","大屯路慧忠里小区201号楼1层","伤残国家机关工作人员","0308","二类","待优抚","C094042994654","因公一级"
"华安","460823197901302707","洈水镇","七圣路光熙门北里20号","伤残人民警察","0823","一类","待优抚","E082759600625","因病一级"
"谢振壮","461001197606149521","中和乡","小营路5号","老复员军人","1001","三类","待优抚","S073746701903","因战三级"
"尹勤","461715197002183926","马头镇","双龙南里","在乡西路军红军老战士","1715","一类","待优抚","S026889020049","因病一级"
"柏颖","500115197608205498","垵口乡","东四五条139号","60周岁以上农村籍退役士兵","0115","三类","优抚中","F034786144587","因战六级"
"汪巧","500919198301215519","雁江镇","花家地小区水源五厂40号","部分年满60周岁烈士子女","0919","二类","优抚中","F029168156585","因战十级"
"章林有","501724197510161228","府城镇","后沙峪镇裕民大街3号院一幢一层1163室","参战及参加核试验部队退役人员","1724","三类","优抚中","A081403720292","因病八级"
"尹洁梅","510106198904214934","榃滨镇","良乡西潞北大街28号","在乡退伍红军老战士","0106","二类","待优抚","G098433722782","因战二级"
"孟宁","510304197412079126","瀼渡镇","丰台北路20号","带病回乡退伍军人","0304","三类","待优抚","L028145624171","因病一级"
"戚洁梅","510509197409063966","丁当镇","小关西街7号牡丹园西里","带病回乡退伍军人","0509","一类","待优抚","B073524097593","因公九级"
"康苑","510521198612065336","蒲庙镇","东直门内大街189号","红军失散人员","0521","一类","待优抚","C062438056147","因战二级"
"韩澜","510906199003231422","南圩镇","宣武门外大街甲1号环球财讯中心A座B1楼","部分年满60周岁烈士子女","0906","三类","优抚中","A034514426223","因公三级"
"贺广志","511516199805139324","汫洲镇","东三环长虹桥东南","伤残人民警察","1516","一类","待优抚","Q072693074643","因公四级"
"施良海","511727199206141597","锣圩镇","温都水城商业街北京银行对面与食聚进地下一层煮公面圣","残疾军人","1727","二类","优抚中","H047424538565","因战四级"
"袁勤","520105199606144849","丁当镇","恒惠路建外SOHO西区11号楼1109室","60周岁以上农村籍退役士兵","0105","三类","优抚中","D066101241310","因公七级"
"任楠榕","520512198601083753","南圩镇","七星路","残疾军人","0512","三类","优抚中","O050794877807","因公一级"
"费河哲","520603199301204406","瀼河乡","西关大街30号","残疾军人","0603","二类","待优抚","C014739614633","因病六级"
"邵朗伯","520621199711093225","槚山乡","甘露园南里25号尚街购物中心3层","伤残国家机关工作人员","0621","三类","优抚中","A005732515492","因病二级"
"庞茗","520720197710153204","马头镇","三里河路41号，甘家口大厦南侧200米路西","参战及参加核试验部队退役人员","0720","三类","待优抚","A065474336716","因公一级"
"殷竹霭","520728197904059524","浬浦镇","杨镇汉石桥湿地停车场向北800米","红军失散人员","0728","三类","待优抚","L088618909125","因战二级"
"穆彪博","521026199803149225","罗波镇","广外大街马连道胡同内","残疾军人","1026","二类","优抚中","Q021005373826","因病三级"
"闵江超","521104198607295889","濛江乡","增光路55号紫玉饭店1-2楼","60周岁以上农村籍退役士兵","1104","二类","待优抚","F047314167715","因公四级"
"宋龙","521228197712314740","弶港镇","南辛路153号","病故军人遗属","1228","二类","优抚中","F054282859171","因病四级"
"邬敬震","521321198312147793","瀼河乡","东华门大街11号","伤残民兵民工","1321","二类","待优抚","R065972088438","因战二级"
"祝若鸣","521417199401301033","榃滨镇","台湖镇外郎营村103号","60周岁以上农村籍退役士兵","1417","二类","待优抚","J005178500070","因公八级"
"平翔旭","521805198905272326","府城镇","青塔西路5号、7号","带病回乡退伍军人","1805","三类","优抚中","B036314391386","因战十级"
"苗豪","530112198305106589","阿坝镇","东安门大街53号","参战及参加核试验部队退役人员","0112","一类","待优抚","R072742095236","因公四级"
"吕薇","530407198712304612","双桥镇","北京站3号","参战及参加核试验部队退役人员","0407","二类","优抚中","R087555495396","因病二级"
"苏志","530422198704271829","罗波镇","杨庄路70号院内（公社1958创意园内）杨庄医院丁字路口东南角","在乡退伍红军老战士","0422","三类","待优抚","B061089927834","因病六级"
"舒婉娴","530909197912164848","洺州镇","万达广场","伤残民兵民工","0909","二类","待优抚","B086953116397","因病四级"
"屈咏卿","531301198609023130","南圩镇","府前街19号","伤残人民警察","1301","三类","待优抚","M024485873703","因战三级"
"顾广志","531710197605025950","洣江乡","八角东街12号京成商厦2层203号","老复员军人","1710","二类","待优抚","P066475051357","因病八级"
"余菁梦","540325198805061123","那楼镇","东大街20号","红军失散人员","0325","二类","优抚中","P070968256571","因公三级"
"梁健世","540428197104156253","漹城镇","梨园镇砖厂南里40号楼华远好天地商业区2楼","烈士遗属","0428","二类","优抚中","I032159679061","因病六级"
"庞姣","540705198707051122","雁江镇","地安门西大街49号","老复员军人","0705","三类","优抚中","I027413526002","因病六级"
"蒋德","540724196912101868","中和乡","亮马桥东方东路官舍南区二层F206","伤残人民警察","0724","一类","优抚中","N045907222337","因病四级"
"孟建家","540811197107183343","牤牛营子乡","工体北路13号世茂广场·工三4层","因公牺牲军人遗属","0811","一类","优抚中","B097650835686","因病九级"
"齐斌","540914198510243053","罗波镇","回龙观西大街107号昆泰嘉禾酒店一层","在乡西路军红军老战士","0914","二类","优抚中","N019187234646","因公十级"
"水淑","541110197102212499","罗波镇","北七家镇定泗路88号888幢，东方普罗旺斯商业街","伤残民兵民工","1110","一类","待优抚","B004457780359","因战一级"
"凤伟刚","541127197406212961","双桥镇","阳坊镇西贯市村北街路南临106号","病故军人遗属","1127","三类","优抚中","R059776058193","因战九级"
"顾伯","541306198111052091","中和乡","石门路1号","带病回乡退伍军人","1306","三类","优抚中","O001609072562","因公六级"
"舒波宁","541411198101082244","涴市镇","湖光北街南湖中园一区211号楼","在乡退伍红军老战士","1411","二类","待优抚","N045786498316","因公四级"
"华奇","541503198705272282","岞山镇","增光路11号","伤残国家机关工作人员","1503","一类","优抚中","H075139472780","因战四级"
"朱琦","541608198501287397","洑水湾乡","蒲方路18号","残疾军人","1608","二类","优抚中","J065477223389","因病六级"
"奚启","541610199604053565","剅河镇","天通东苑一区50号楼","伤残国家机关工作人员","1610","一类","优抚中","N072408880726","因公七级"
"舒希","541723197403206415","堎底下镇","梨园南路与九棵树东路交口东北角","部分年满60周岁烈士子女","1723","二类","待优抚","E044983735772","因公九级"
"吕宁欣","610402198807101343","古潭乡","青东商务区青竹宾馆一楼","带病回乡退伍军人","0402","三类","待优抚","B035747043009","因战五级"
"毕婵","610818197607181828","汭丰乡","古北水镇沙岭81-2","因公牺牲军人遗属","0818","三类","优抚中","E053279301258","因公六级"
"彭荔","620207198609223723","阿都乡","五棵松西翠路","伤残国家机关工作人员","0207","一类","优抚中","K032387144487","因病九级"
"屈竹霭","620314199302278787","洑水镇","慧忠路亚运村安慧里2区4号楼","红军失散人员","0314","二类","待优抚","K018432569009","因战四级"
"成芝玉","620603198801261259","剅河镇","管庄西里21号楼","红军失散人员","0603","三类","待优抚","N074718010976","因病七级"
"舒河哲","620615198507128645","牤牛营子乡","望京soho塔1B1楼底商","因公牺牲军人遗属","0615","三类","优抚中","N099538506650","因战二级"
"祝波宁","620827198704195611","陆斡镇","三里屯北路19号三里屯太古里南区3层S9","伤残人民警察","0827","三类","优抚中","K090878712416","因公四级"
"许善","621714198202267008","阿北乡","中心一路神龙餐饮街神龙潼关底商","伤残人民警察","1714","一类","优抚中","K026766636580","因公十级"
"薛伦","630207197304273170","漹城镇","雁栖镇北台上路边牌楼下","参战及参加核试验部队退役人员","0207","三类","优抚中","S065097698470","因公三级"
"邹真环","630407199009288991","崁顶乡","三里屯北路19号三里屯太古里南区3层S9","伤残人民警察","0407","二类","优抚中","P006445286197","因病八级"
"葛克伦","630703197605083913","阿坝镇","良乡长虹小区南门内100米","60周岁以上农村籍退役士兵","0703","三类","优抚中","Q094765884385","因病三级"
"吴先","630715198508017716","罗波镇","丰管路西国贸大酒店内","60周岁以上农村籍退役士兵","0715","三类","待优抚","D050630438816","因战七级"
"纪林有","631601199902251196","栟茶镇","沿河景观路84-1号","带病回乡退伍军人","1601","二类","待优抚","A010532831267","因战五级"
"米菲寒","631721198403169005","仙湖镇","管庄镇旺角","部分年满60周岁烈士子女","1721","三类","待优抚","R079387762846","因病五级"
"柏芳","640225197111128636","阿都乡","东直门内大街144号","病故军人遗属","0225","二类","待优抚","O065764857443","因战七级"
"吴诚先","640625197110085060","南圩镇","李桥镇右堤路东方太阳城南门南70米","部分年满60周岁烈士子女","0625","二类","优抚中","M071124394610","因战五级"
"计泰盛","640810199802063498","牤牛营子乡","水闸路12号三家店西口车站","伤残民兵民工","0810","一类","优抚中","B010538534379","因病十级"
"史强军","641215198206244919","丁当镇","西大望路北工大附近","残疾军人","1215","一类","待优抚","F050081490040","因公十级"
"孟可","641217197412043860","垵口乡","黄徐路12号","带病回乡退伍军人","1217","一类","待优抚","M007410506146","因战二级"
"舒策腾","641426199609107233","阿北乡","安翔路长空院内","因公牺牲军人遗属","1426","二类","优抚中","D012044128834","因战六级"
"柳宁","641427198807133541","澥浦镇","西翠路11号","烈士遗属","1427","三类","待优抚","H069668069038","因战八级"
"苏莉桂","650209197603292847","洺口镇","建国路华贸中心东区四层","因公牺牲军人遗属","0209","三类","待优抚","S074835341423","因战十级"
"韦玲","650406197401226241","马头镇","崇文门外大街3-5号新世界百货青春馆3楼","伤残民兵民工","0406","一类","待优抚","H050725771743","因公九级"
"臧家","650619198801309647","锣圩镇","牌坊胡同甲7号银河SOHOB座B1层","因公牺牲军人遗属","0619","二类","待优抚","G067733895090","因病十级"
"邹茂进","650708198903168987","弶港镇","南锣鼓巷小菊儿胡同63号胡同里的北京味儿老北京请您回家吃饭~","病故军人遗属","0708","一类","待优抚","I047571828441","因病一级"
"秦珍贞","650911198004136843","那楼镇","回南北路28号","老复员军人","0911","三类","优抚中","H073609165326","因战八级"
"姜政谦","651002198110141545","丁当镇","山湖路青龙湖公园","在乡西路军红军老战士","1002","三类","优抚中","K010164076697","因战十级"
"舒勇毅","651404199011177374","漹城镇","楼梓庄路87号附近","病故军人遗属","1404","一类","待优抚","H052260266139","因公五级"
"陶波宁","710515199808011173","滍阳镇","西关大街30号","伤残民兵民工","0515","二类","优抚中","B009466289234","因病九级"
"邹旭","711118197002218053","阿都乡","看丹桥建国路7号","在乡西路军红军老战士","1118","一类","优抚中","H054697044995","因公二级"
"顾元全","711218197710169742","中和乡","厂洼东一街3号","病故军人遗属","1218","二类","待优抚","R034215525905","因病一级"
"金竹霭","711424198106119734","布泉乡","岭南路36号广东大厦1-3楼","残疾军人","1424","三类","待优抚","G076248017205","因战八级"
"章艺","711508199407234162","椑南乡","沿河景观路76-1号","老复员军人","1508","二类","待优抚","I043852517581","因公五级"
"贺明永","711818199412311115","南圩镇","东直门内大街189号","伤残国家机关工作人员","1818","三类","优抚中","P086551948705","因战六级"
"岑珠","810207198207309827","滍阳镇","青塔小区秀园2号楼","伤残人民警察","0207","一类","优抚中","L013554670071","因公三级"
"奚富顺","810423199409032178","南圩镇","东兴隆街56号北京商界2楼西侧","红军失散人员","0423","三类","待优抚","D007372851995","因病八级"
"周政谦","810510197503225881","堎底下镇","次渠家和新天地商贸中心","在乡西路军红军老战士","0510","三类","优抚中","A044220793404","因公六级"
"梁青倩","810722198808115737","中和乡","东长安街33号北京饭店C座7楼","烈士遗属","0722","二类","待优抚","Q014360309013","因战六级"
"蓝和","811026199311017814","椑南乡","和平里东街12号","因公牺牲军人遗属","1026","三类","待优抚","G050911225983","因病四级"
"孟康星","811726198807209502","漷县镇","德胜门内大街羊房胡同11号","在乡西路军红军老战士","1726","二类","待优抚","M066461508519","因病一级"
"穆言","811814198407235422","罗波镇","苏州街15号","参战及参加核试验部队退役人员","1814","三类","优抚中","G029563398458","因战二级"
