"52","殷淑","1996-10-16","461227199610168762","上海市崇明县","310803","海南省三亚市市辖区","461227","存活","卞兰凤","350908197711182404","上海市崇明县","310803","福建省龙岩市漳平市","461227","","","","","","","离婚","1","1"
"53","米羽希","1996-06-20","331421199606209563","安徽省阜阳市颍州区","341202","浙江省台州市临海市","331421","存活","马惠珠","350127197909013113","安徽省阜阳市颍州区","341202","福建省福州市永泰县","331421","","","","","","","离婚","0","0"
"54","孙莉桂","1998-04-16","451718199804161700","江苏省南通市港闸区","320619","广西壮族自治区玉林市北流市","451718","存活","方苑","410805198504044193","江苏省南通市港闸区","320619","河南省焦作市马村区","451718","","","","","","","离婚","1","1"
"55","董菊","1993-07-02","151722199307025442","湖南省怀化市洪江市","431710","内蒙古自治区赤峰市敖汉旗","151722","存活","纪艺","440902199003296295","湖南省怀化市洪江市","431710","广东省茂名市茂南区","151722","","","","","","","未婚","1","1"
"56","康雪荣","1993-10-27","321707199310279227","新疆维吾尔族自治区石河子市","711114","江苏省宿迁市泗洪县","321707","存活","云妍","460709197208294794","新疆维吾尔族自治区石河子市","711114","海南省三亚市市辖区","321707","","","","","","","未婚","1","1"
"57","罗枫芸","1994-03-18","361624199403186207","四川省广元市市中区","510809","江西省赣州市南康市","361624","存活","舒瑗琰","710818197011169569","四川省广元市市中区","510809","新疆维吾尔族自治区石河子市","361624","","","","","","","未婚","0","0"
"58","项颖","1997-02-05","410904199702055987","云南省玉溪市元江哈尼族彝族傣族自治县","530627","河南省濮阳市市区","410904","存活","孟真环","151610198507224556","云南省玉溪市元江哈尼族彝族傣族自治县","530627","内蒙古自治区赤峰市敖汉旗","410904","","","","","","","离婚","1","1"
"59","吴怡婵","1995-03-10","610608199503105403","河北省承德市双桥区","130802","陕西省延安市宝塔区","610608","存活","孔滢馥","361311197504014066","河北省承德市双桥区","130802","江西省赣州市南康市","610608","","","","","","","未婚","0","0"
"60","萧树","1995-01-24","211816199501245876","山东省日照市莒县","371128","辽宁省葫芦岛市兴城市","211816","存活","顾咏卿","140824198312093819","山东省日照市莒县","371128","山西省晋城市怀仁县","211816","","","","","","","丧偶","0","0"
"61","庞羽希","1993-09-12","501412199309121841","吉林省白城市大安市","221609","重庆市南川市","501412","存活","柏环","621408198704125414","吉林省白城市大安市","221609","甘肃省天水市张家川回族自治县","501412","","","","","","","丧偶","0","0"
"62","臧咏卿","1997-04-15","501513199704152820","西藏自治区拉萨市墨竹工卡县","541409","重庆市南川市","501513","存活","唐晓","450228197609267922","西藏自治区拉萨市墨竹工卡县","541409","广西壮族自治区柳州市柳城县","501513","","","","","","","未婚","1","1"
"63","李芝玉","1992-10-26","451725199210266026","贵州省遵义市仁怀市","520520","广西壮族自治区玉林市北流市","451725","存活","卜澜","450812198602119846","贵州省遵义市仁怀市","520520","广西壮族自治区贵港市港南区","451725","","","","","","","丧偶","1","1"
"64","许才发","1994-08-09","510402199408098316","吉林省白城市大安市","221515","四川省攀枝花市东区","510402","死亡","云君琴","650922198003084685","吉林省白城市大安市","221515","新疆维吾尔族自治区克拉玛依市乌尔禾区","510402","","","","","","","丧偶","1","1"
"65","舒海","1994-05-26","520902199405261093","福建省福州市马尾区","350109","贵州省遵义市仁怀市","520902","存活","殷芬芳","531318197806049903","福建省福州市马尾区","350109","云南省玉溪市元江哈尼族彝族傣族自治县","520902","","","","","","","未婚","1","1"
"66","汪政谦","1997-09-06","230702199709065034","海南省三亚市市辖区","461504","黑龙江省伊春市伊春区","230702","存活","酆柔","420228197009217494","海南省三亚市市辖区","461504","湖北省黄石市阳新县","230702","","","","","","","离婚","0","0"
"67","金惠珠","1996-03-04","810622199603046403","广东省惠州市惠城区","441302","新疆维吾尔族自治区石河子市","810622","存活","何娜","621606198203266995","广东省惠州市惠城区","441302","甘肃省天水市张家川回族自治县","810622","","","","","","","丧偶","1","1"
"68","董真环","2001-03-03","341304200103036261","北京市延庆县","110403","安徽省宿州市甬桥区","341304","存活","邵燕彩","221328198403033125","北京市延庆县","110403","吉林省白城市大安市","341304","","","","","","","未婚","0","0"
"69","时祥","1993-02-12","451203199302129430","宁夏回族自治区吴忠市灵武市","641318","广西壮族自治区玉林市北流市","451203","存活","伍影荔","651315197607215443","宁夏回族自治区吴忠市灵武市","641318","新疆维吾尔族自治区克拉玛依市乌尔禾区","451203","","","","","","","未婚","0","0"
"70","卞先","1998-06-19","420225199806193154","内蒙古自治区赤峰市敖汉旗","151128","湖北省黄石市阳新县","420225","存活","伍凝晓","340408198612239586","内蒙古自治区赤峰市敖汉旗","151128","安徽省淮南市潘集区","420225","","","","","","","未婚","1","1"
"71","史江超","1996-10-15","631008199610152115","新疆维吾尔族自治区石河子市","811605","青海省西宁市大通回族土族自治县","631008","死亡","赵妹","151603199002169242","新疆维吾尔族自治区石河子市","811605","内蒙古自治区赤峰市敖汉旗","631008","","","","","","","未婚","0","0"
"72","邬昌成","2000-05-30","410504200005308876","湖南省岳阳市平江县","430627","河南省安阳市铁西区","410504","存活","杨霞香","351513198801221337","湖南省岳阳市平江县","430627","福建省龙岩市漳平市","410504","","","","","","","未婚","1","1"
"73","喻奇","1995-08-22","521201199508221693","北京市延庆县","111711","贵州省遵义市仁怀市","521201","存活","孟贞","650308198902272916","北京市延庆县","111711","新疆维吾尔族自治区克拉玛依市乌尔禾区","521201","","","","","","","离婚","0","0"
"74","史影荔","1996-01-10","420121199601105386","吉林省白城市大安市","221608","湖北省武汉市新洲区","420121","存活","袁娟","121612198806257000","吉林省白城市大安市","221608","天津市蓟县","420121","","","","","","","未婚","0","0"
"75","平萍红","1994-11-03","231412199411036286","内蒙古自治区赤峰市敖汉旗","151408","黑龙江省黑河市五大连池市","231412","存活","喻雁蓓","330308197507225004","内蒙古自治区赤峰市敖汉旗","151408","浙江省温州市瓯海区","231412","","","","","","","未婚","0","0"
"76","蒋轮翰","2000-05-30","640327200005305877","宁夏回族自治区吴忠市灵武市","640425","宁夏回族自治区吴忠市同心县","640327","存活","柏娥玲","141707198903042382","宁夏回族自治区吴忠市灵武市","640425","山西省晋城市怀仁县","640327","","","","","","","未婚","0","0"
"77","成德","1996-10-26","350615199610263571","北京市延庆县","110522","福建省漳州市龙文区","350615","存活","董思","110221197111216606","北京市延庆县","110522","北京市昌平县","350615","","","","","","","未婚","1","1"
"78","禹芝玉","1998-09-28","650221199809287489","浙江省台州市临海市","331313","新疆维吾尔族自治区克拉玛依市乌尔禾区","650221","死亡","钱毓","641511197112283416","浙江省台州市临海市","331313","宁夏回族自治区吴忠市灵武市","650221","","","","","","","离婚","1","1"
"79","姚晓","1998-03-13","511316199803136421","贵州省遵义市仁怀市","521705","四川省南充市嘉陵区","511316","存活","严纯毓","611014197411193881","贵州省遵义市仁怀市","521705","陕西省汉中市佛坪县","511316","","","","","","","未婚","0","0"
"80","费克伦","1993-10-03","620118199310039518","广东省汕头市河浦区","440513","甘肃省兰州市红古区","620118","死亡","罗育","631617197211055271","广东省汕头市河浦区","440513","青海省西宁市大通回族土族自治县","620118","","","","","","","未婚","0","0"
"81","钱永","1999-10-05","501113199910058175","新疆维吾尔族自治区石河子市","811025","重庆市南川市","501113","存活","明云莲","451722198608276276","新疆维吾尔族自治区石河子市","811025","广西壮族自治区玉林市北流市","501113","","","","","","","丧偶","0","0"
"82","萧波宁","1994-12-06","150114199412061232","青海省西宁市大通回族土族自治县","630818","内蒙古自治区呼和浩特市郊区","150114","存活","姚雅","650206198401189837","青海省西宁市大通回族土族自治县","630818","新疆维吾尔族自治区克拉玛依市乌尔禾区","150114","","","","","","","离婚","1","1"
"83","阮涛","1999-04-13","341826199904137374","安徽省黄山市徽州区","341019","安徽省宿州市泗县","341826","存活","安欢霄","711003197208015406","安徽省黄山市徽州区","341019","新疆维吾尔族自治区石河子市","341826","","","","","","","未婚","1","1"
"84","禹琴","1996-08-13","710715199608134444","四川省成都市崇州市","510213","新疆维吾尔族自治区石河子市","710715","存活","周冰爽","221605197105284336","四川省成都市崇州市","510213","吉林省白城市大安市","710715","","","","","","","丧偶","1","1"
"85","郑枝思","1999-01-26","511325199901265768","河南省焦作市武陟县","410824","四川省南充市西充县","511325","存活","周欣","330708197308013276","河南省焦作市武陟县","410824","浙江省金华市婺城区","511325","","","","","","","丧偶","0","0"
"86","时艳","1997-11-12","231519199711124942","湖南省怀化市洪江市","431517","黑龙江省黑河市五大连池市","231519","存活","昌春菊","411520197704062208","湖南省怀化市洪江市","431517","河南省信阳市平桥区","231519","","","","","","","丧偶","1","1"
"87","雷珍贞","1996-01-31","131211199601314168","内蒙古自治区赤峰市敖汉旗","150928","河北省衡水市深州市","131211","存活","黄翠雅","420309198904166659","内蒙古自治区赤峰市敖汉旗","150928","湖北省十堰市张湾区","131211","","","","","","","离婚","1","1"
"88","安昭","1998-06-04","810925199806048629","广东省河源市连平县","441623","新疆维吾尔族自治区石河子市","810925","存活","凤巧","421121198011092230","广东省河源市连平县","441623","湖北省黄冈市团风县","810925","","","","","","","离婚","0","0"
"89","李蓉眉","1994-01-25","121415199401259382","宁夏回族自治区吴忠市灵武市","640521","天津市蓟县","121415","存活","汤香","361510197705099186","宁夏回族自治区吴忠市灵武市","640521","江西省赣州市南康市","121415","","","","","","","离婚","0","0"
"90","平蕊薇","1992-02-25","410506199202251701","四川省乐山市金口河区","511114","河南省安阳市铁西区","410506","存活","韩倩","510702199104203264","四川省乐山市金口河区","511114","四川省绵阳市市辖区","410506","","","","","","","未婚","0","0"
"91","邬飘育","1998-04-24","221414199804243965","天津市蓟县","120908","吉林省白城市大安市","221414","存活","朱芸","611811198106142932","天津市蓟县","120908","陕西省汉中市佛坪县","221414","","","","","","","未婚","1","1"
"92","狄君琴","1994-12-15","141814199412155142","四川省攀枝花市仁和区","510414","山西省晋城市怀仁县","141814","存活","邹思","150807198604239464","四川省攀枝花市仁和区","510414","内蒙古自治区赤峰市敖汉旗","141814","","","","","","","丧偶","0","0"
"93","湛鸣","1992-02-18","330414199202186538","天津市蓟县","121520","浙江省嘉兴市郊区","330414","存活","杜丹","431407199010308989","天津市蓟县","121520","湖南省怀化市洪江市","330414","","","","","","","未婚","0","0"
"94","穆有","1994-01-15","111107199401157710","上海市崇明县","310312","北京市延庆县","111107","存活","陈希","431823197911192209","上海市崇明县","310312","湖南省怀化市洪江市","111107","","","","","","","未婚","0","0"
"95","和妍","1996-09-07","420916199609076928","新疆维吾尔族自治区克拉玛依市乌尔禾区","651403","湖北省孝感市孝南区","420916","存活","秦美娜","500424198811077751","新疆维吾尔族自治区克拉玛依市乌尔禾区","651403","重庆市南川市","420916","","","","","","","离婚","0","0"
"96","杨之","1997-05-25","510127199705258496","甘肃省天水市张家川回族自治县","621021","四川省成都市新都县","510127","存活","柏静淑","611002197011038445","甘肃省天水市张家川回族自治县","621021","陕西省汉中市佛坪县","510127","","","","","","","离婚","1","1"
"97","杜娥玲","2000-11-09","530424200011093664","新疆维吾尔族自治区乌鲁木齐市东山区","650115","云南省玉溪市华宁县","530424","存活","鲍凤","110117197111126092","新疆维吾尔族自治区乌鲁木齐市东山区","650115","北京市顺义区","530424","","","","","","","离婚","0","0"
"98","卞士以","1991-11-24","650922199111247173","江苏省宿迁市泗洪县","321803","新疆维吾尔族自治区克拉玛依市乌尔禾区","650922","存活","韩萍红","370305197902267734","江苏省宿迁市泗洪县","321803","山东省淄博市临淄区","650922","","","","","","","未婚","0","0"
"99","华姣","1996-12-08","531205199612087542","辽宁省朝阳市喀喇沁左翼蒙古族自治县","211325","云南省玉溪市元江哈尼族彝族傣族自治县","531205","存活","史凝晓","641807198609096795","辽宁省朝阳市喀喇沁左翼蒙古族自治县","211325","宁夏回族自治区吴忠市灵武市","531205","","","","","","","离婚","0","0"
"100","韩婷姣","1999-09-09","221408199909097889","贵州省六盘水市水城县","520222","吉林省白城市大安市","221408","存活","葛宜可","811522198303084345","贵州省六盘水市水城县","520222","新疆维吾尔族自治区石河子市","221408","","","","","","","未婚","0","0"
"101","梁政谦","1997-04-16","150519199704166037","新疆维吾尔族自治区克拉玛依市乌尔禾区","650811","内蒙古自治区赤峰市敖汉旗","150519","存活","韦丹","640722198810212900","新疆维吾尔族自治区克拉玛依市乌尔禾区","650811","宁夏回族自治区吴忠市灵武市","150519","","","","","","","离婚","0","0"
"102","齐福","1996-04-30","511508199604302833","云南省玉溪市元江哈尼族彝族傣族自治县","530706","四川省宜宾市翠屏区","511508","存活","韦澜","511803198406191621","云南省玉溪市元江哈尼族彝族傣族自治县","530706","四川省广安市华蓥市","511508","","","","","","","离婚","0","0"
"103","屈芬芳","1995-11-21","500909199511213843","黑龙江省黑河市五大连池市","231416","重庆市南川市","500909","存活","许菲寒","330505198007272990","黑龙江省黑河市五大连池市","231416","浙江省湖州市市辖区","500909","","","","","","","未婚","0","0"
"104","邬广志","1992-02-07","150316199202074773","湖南省怀化市洪江市","431703","内蒙古自治区乌海市乌达区","150316","存活","冯翠雅","811014198502244850","湖南省怀化市洪江市","431703","新疆维吾尔族自治区石河子市","150316","","","","","","","未婚","1","1"
"105","沈菲寒","1996-11-14","231212199611149529","河南省商丘市睢阳区","411410","黑龙江省黑河市五大连池市","231212","存活","葛琰","120907197904173617","河南省商丘市睢阳区","411410","天津市蓟县","231212","","","","","","","离婚","1","1"
"106","谢婉娴","1999-01-19","521424199901191825","甘肃省嘉峪关市市辖区","620207","贵州省遵义市仁怀市","521424","存活","顾娜","630309198309166368","甘肃省嘉峪关市市辖区","620207","青海省西宁市大通回族土族自治县","521424","","","","","","","未婚","0","0"
"107","邹世","2000-11-28","541219200011287797","宁夏回族自治区吴忠市灵武市","641021","西藏自治区拉萨市墨竹工卡县","541219","存活","鲍月莺","231619197401073173","宁夏回族自治区吴忠市灵武市","641021","黑龙江省黑河市五大连池市","541219","","","","","","","未婚","1","1"
"108","马平保","1992-07-31","811725199207316916","山西省晋城市怀仁县","140719","新疆维吾尔族自治区石河子市","811725","存活","鲍欣","640714198610027136","山西省晋城市怀仁县","140719","宁夏回族自治区吴忠市灵武市","811725","","","","","","","丧偶","0","0"
"109","曹乐","1996-02-01","610416199602012732","黑龙江省大庆市大同区","230614","陕西省咸阳市渭城区","610416","存活","凤桂","211305197904137167","黑龙江省大庆市大同区","230614","辽宁省朝阳市龙城区","610416","","","","","","","离婚","1","1"
"110","安艳","1998-12-16","360809199812165947","吉林省白城市大安市","221519","江西省赣州市南康市","360809","存活","朱澜","500705198809082787","吉林省白城市大安市","221519","重庆市南川市","360809","","","","","","","未婚","0","0"
"111","齐勇毅","2001-03-21","511806200103219918","河南省信阳市息县","411812","四川省广安市华蓥市","511806","存活","蒋秋","500115197812219192","河南省信阳市息县","411812","重庆市巴南区","511806","","","","","","","离婚","0","0"
"112","穆辉力","1997-06-14","360325199706148676","广东省珠海市斗门县","440424","江西省萍乡市芦溪县","360325","死亡","廉琳素","420526197708265352","广东省珠海市斗门县","440424","湖北省宜昌市兴山县","360325","","","","","","","离婚","0","0"
"113","雷珍贞","2000-10-06","310315200010065380","辽宁省葫芦岛市兴城市","211528","上海市崇明县","310315","存活","廉可","311211198804154523","辽宁省葫芦岛市兴城市","211528","上海市崇明县","310315","","","","","","","离婚","0","0"
"114","顾进","1996-03-09","621313199603094935","河南省鹤壁市山城区","410608","甘肃省天水市张家川回族自治县","621313","存活","项亚","331617197905175545","河南省鹤壁市山城区","410608","浙江省台州市临海市","621313","","","","","","","未婚","0","0"
