"计霄","131724199302036256","大黄庄222号","13300812783","厦门聚荣信贸易有限公司","两个女孩","扶助中","贰仟圆/年","2009","中国农业银行","个人户名:计霄","6209713563253380196","三年"
"熊梅","140202199902082985","东四四条甲82号","15107934056","天津通浩土石方工程有限公司","两个女孩","待扶助","贰仟圆/年","未开始","中国人民银行","个人户名:熊梅","6979984563253381244","五年"
"韦建家","140222197401306365","西河沿149号","13500087914","天津捷国建筑装饰工程有限公司","无","待扶助","壹仟圆/年","未开始","中国建设银行","个人户名:韦建家","6493920563253377076","三年"
"金壮","140503199512087575","建国门外大街1号国贸商城北区NL5001+L5002","15204852505","厦门公义贸易有限公司","一个","扶助中","贰仟圆/年","2016","中国人民银行","个人户名:金壮","6399044563253382795","五年"
"平轮翰","140908198412275216","方式渠路与昌金路交叉口西50米","15600475595","深圳千圣国际工程技术有限公司","两个女孩","扶助中","壹仟圆/年","2000","中国工商银行","个人户名:平轮翰","6540244563253378766","三年"
"郑倩","141222199407211183","南辛路153号","13902964284","沈阳丰巨土石方工程有限公司","两个女孩","扶助中","壹仟圆/年","1998","中国银行","个人户名:郑倩","6926399563253384271","三年"
"伍波宁","141421197102229436","南湖南路15号院5号楼1-3层","13003860564","广州裕茂股份有限公司","一个","扶助中","壹仟圆/年","2014","中国农业发展银行","个人户名:伍波宁","6266283563253378133","三年"
"魏绍功","150405197710283598","慈云寺住邦2000二号楼湘彤美食城","15502672666","广州兴本咨询管理有限责任公司","两个女孩","待扶助","壹仟圆/年","未开始","中国人民银行","个人户名:魏绍功","6618471563253380604","两年"
"秦玉","150506199105104706","西泗上村口徽派古建","13707593365","杭州万飞咨询管理有限责任公司","一个","待扶助","贰仟圆/年","未开始","中国人民银行","个人户名:秦玉","6747970563253381654","五年"
"王文","150621198207181598","广渠路甲18号斌强宝兴商务酒店2楼餐厅","15301368064","北京进吉洪贸易有限公司","两个女孩","待扶助","壹仟圆/年","未开始","中信银行","个人户名:王文","6243056563253384663","三年"
"熊之","151205197103274036","穆家峪镇阁老峪华润希望小镇5-1","15007603971","上海富金春房产经纪有限公司","两个女孩","待扶助","壹仟圆/年","未开始","中国农业银行","个人户名:熊之","6472121563253377598","一年"
"元霭","151214198411288086","亦庄经济技术开发区天宝南街上海沙龙商业街","13201120515","济南金润集团股份有限公司","无","扶助中","壹仟圆/年","1993","中国邮政储蓄银行","个人户名:元霭","6699493563253379691","三年"
"狄进","151217196909037530","十三陵镇康陵村25号院","13408396625","杭州福富巨国际工程技术有限公司","两个女孩","待扶助","壹仟圆/年","未开始","中国农业银行","个人户名:狄进","6952174563253378882","四年"
"葛星","151511197903167464","马池口亭子庄村亭百路北口","15007971481","天津公义房地产开发有限公司","两个女孩","待扶助","壹仟圆/年","未开始","中国农业发展银行","个人户名:葛星","6832528563253383228","四年"
"张家","210418198509139491","甘露园南里25号尚街购物中心3层","15308190261","成都丰正恒环境建设股份有限公司","一个","待扶助","贰仟圆/年","未开始","中信银行","个人户名:张家","6106384563253380978","五年"
"谈欢霄","210627198408225004","崔各庄马泉营一区","15704154132","成都汇盛聚土石方工程有限公司","无","扶助中","贰仟圆/年","2001","中国农业发展银行","个人户名:谈欢霄","6454400563253382432","三年"
"倪旭","210805197801094310","大屯路甲2号院南沙滩小区37号楼1607室","13002636524","沈阳金润计装饰工程有限责任公司","一个","扶助中","壹仟圆/年","1992","华夏银行","个人户名:倪旭","6185147563253381366","三年"
"安亚","211011199011071296","酒仙桥路甲4号3号楼二层商业F203","13401144682","厦门全盛台物业管理有限公司","无","扶助中","壹仟圆/年","1990","中国光大银行","个人户名:安亚","6510765563253379824","四年"
"尤和","211012197206019295","西牛角胡同1号","13201697515","大连千圣房产经纪有限公司","无","扶助中","贰仟圆/年","1989","中国农业银行","个人户名:尤和","6711324563253382701","三年"
"罗峰","211211197408233372","经济技术开发区荣华南路16号中冀斯巴鲁大厦2楼","13403438273","上海干裕建筑产业集团有限公司","一个","扶助中","贰仟圆/年","1984","华夏银行","个人户名:罗峰","6207574563253384927","五年"
"滕言","211226197301061744","百子湾路甲16号国锐易构空间1号楼","13806969002","北京汇盛聚计装饰工程有限责任公司","无","扶助中","壹仟圆/年","1997","交通银行","个人户名:滕言","6989150563253378494","四年"
"谢善","220524197408279036","通朝大街233号","13101964415","南京盛永咨询管理有限责任公司","无","扶助中","壹仟圆/年","2006","国家开发银行","个人户名:谢善","6707765563253377226","两年"
"贺启","220907198710182646","八宝庄小区11号楼","15906569031","杭州同贵源贸易有限公司","无","待扶助","贰仟圆/年","未开始","中国光大银行","个人户名:贺启","6509972563253376953","两年"
"尤岩中","221024199405227392","X024","15205572418","杭州同贵源科技有限公司","无","待扶助","贰仟圆/年","未开始","中信银行","个人户名:尤岩中","6977812563253378127","五年"
"俞惠珠","221026199212054437","甜水园路甲1号南侧","15808755695","深圳全盛台股份有限公司","无","扶助中","壹仟圆/年","1980","中国银行","个人户名:俞惠珠","6267557563253383981","一年"
"苏倩","221113199811234304","清河宝盛里天丰利5层美食城","13106761946","沈阳聚荣信科技有限公司","一个","扶助中","壹仟圆/年","2008","中国建设银行","个人户名:苏倩","6592626563253382825","三年"
"臧磊民","221222198708257426","朝阳门外大街38号保罗大厦1层","15505932391","北京佳洪环境建设股份有限公司","无","扶助中","壹仟圆/年","2007","中国银行","个人户名:臧磊民","6979151563253384542","三年"
"岑强军","221719199511296017","西便门西里3号楼","13708348544","上海义盛科技有限公司","一个","待扶助","壹仟圆/年","未开始","中国建设银行","个人户名:岑强军","6888631563253377218","五年"
"李安","230121198612115179","来广营乡立水桥明天中心（B-06商业）-1层B06商场078号院","13801609033","大连凯弘科技有限公司","两个女孩","扶助中","壹仟圆/年","1982","中国银行","个人户名:李安","6354816563253381129","五年"
"伍军","230215199902237052","芳星路芳星园二区19号楼1号平台","13507641858","北京凯弘咨询管理有限责任公司","无","待扶助","贰仟圆/年","未开始","国家开发银行","个人户名:伍军","6392275563253378012","四年"
"朱致树","230309199803113096","广渠门内东花市大街","13903845594","成都同优寿物业管理有限公司","两个女孩","扶助中","贰仟圆/年","1984","招商银行","个人户名:朱致树","6418290563253385292","四年"
"祁河哲","230323197210109623","西半壁店村463号","15001906845","广州元春本贸易有限公司","两个女孩","扶助中","贰仟圆/年","1996","招商银行","个人户名:祁河哲","6228771563253380732","四年"
"冯信子","230711198607221227","建国路91号金地广场3层","15502208167","天津飞义高土石方工程有限公司","两个女孩","扶助中","壹仟圆/年","2007","国家开发银行","个人户名:冯信子","6482263563253383486","两年"
"禹舒","231022197611014895","新国展南门对面荣祥商业街800-101号","13500946650","重庆源公物业管理有限公司","无","扶助中","壹仟圆/年","1999","华夏银行","个人户名:禹舒","6241077563253379167","五年"
"施园艺","310124198108095627","东三环三元桥三源里街23号","15601701865","济南亚泰庆计装饰工程有限责任公司","一个","扶助中","壹仟圆/年","2005","招商银行","个人户名:施园艺","6677278563253377346","三年"
"戴枝思","310718199405291449","方庄南路157号","13602863002","杭州干裕物业管理有限公司","无","扶助中","贰仟圆/年","1984","中国邮政储蓄银行","个人户名:戴枝思","6176543563253379179","一年"
"葛萍红","311023199809098005","红螺寺路3号院（867路总站）旁","15907156880","天津康百通建筑装饰工程有限公司","无","扶助中","贰仟圆/年","2017","中国银行","个人户名:葛萍红","6556636563253377182","三年"
"祝生龙","311411197103117225","后南仓小区","13200176220","大连长正升房地产开发有限公司","两个女孩","扶助中","贰仟圆/年","1998","中国工商银行","个人户名:祝生龙","6307602563253378774","五年"
"庞妍","311414198003042513","三里屯北路19号三里屯太古里北区3层","15300168770","南京元春本环境建设股份有限公司","无","扶助中","贰仟圆/年","1999","中国银行","个人户名:庞妍","6603739563253379689","三年"
"陈晶妍","311810198502281952","迎风北路迎风六里2区南门对面","15102046260","广州全信建筑产业集团有限公司","一个","扶助中","贰仟圆/年","1982","中国民生银行","个人户名:陈晶妍","6453973563253385202","四年"
"湛枝思","320403197611176367","九渡河民俗村附近南街一条23号","13408242546","广州美飞房地产开发有限公司","一个","扶助中","贰仟圆/年","1980","中国建设银行","个人户名:湛枝思","6202571563253379046","一年"
"明芬芳","320403198602151289","东三环北路南银大厦后侧，雨花咖啡旁二楼","13604251220","上海台生益咨询管理有限责任公司","两个女孩","待扶助","壹仟圆/年","未开始","中信银行","个人户名:明芬芳","6241698563253385288","四年"
"范谦","320414197903223030","宣武门外大街甲1号环球财讯中心A座B1楼","13001487381","北京元春本建筑产业集团有限公司","两个女孩","待扶助","贰仟圆/年","未开始","中国工商银行","个人户名:范谦","6423855563253378377","两年"
"阮时","320826196910215143","东直门内大街144号","13801796328","济南合弘国际工程技术有限公司","无","扶助中","贰仟圆/年","1989","华夏银行","个人户名:阮时","6433368563253384135","三年"
"屈伟刚","321022199406017860","科学院南路双榆树东里甲8号","13004353085","广州全信贸易有限公司","一个","待扶助","贰仟圆/年","未开始","华夏银行","个人户名:屈伟刚","6811700563253379956","五年"
"董炎德","321301199402218272","万达金街A3-118","15306000239","沈阳干晶合建筑装饰工程有限公司","一个","待扶助","壹仟圆/年","未开始","中国光大银行","个人户名:董炎德","6670358563253377740","五年"
"齐江超","321403197002175127","左家庄前街1号","13301188970","北京飞润福土石方工程有限公司","一个","扶助中","贰仟圆/年","1993","中国邮政储蓄银行","个人户名:齐江超","6609093563253379314","两年"
"苗彬","321417198801286224","罗马湖左堤路1号","13405311997","上海源公科技有限公司","两个女孩","扶助中","壹仟圆/年","2004","中国银行","个人户名:苗彬","6983817563253381009","五年"
"安雪荣","330328198103018309","南三环东路刘家窑地铁B口往东200米天创胜芳中心一层底商","13602348359","天津利庆优集团股份有限公司","一个","待扶助","贰仟圆/年","未开始","中国工商银行","个人户名:安雪荣","6684919563253381521","三年"
"王群豪","330607197405119966","北苑仰山路4号","13301731475","天津宏鑫贸易有限公司","一个","扶助中","壹仟圆/年","1981","中国邮政储蓄银行","个人户名:王群豪","6449117563253383350","五年"
"孔震","331510197802088802","和敬路4号院20-5","13406608260","成都全信建筑产业集团有限公司","两个女孩","扶助中","贰仟圆/年","2016","华夏银行","个人户名:孔震","6796301563253382675","五年"
"贝荔","331607199906034255","九棵树西路142号旗舰凯旋小区底商","13001756803","大连干晶合国际工程技术有限公司","一个","扶助中","贰仟圆/年","1986","中国邮政储蓄银行","个人户名:贝荔","6695885563253378655","一年"
"奚妹","331622197512115945","蓑衣胡同23号院","15205920373","广州宝千咨询管理有限责任公司","一个","扶助中","壹仟圆/年","2010","中国民生银行","个人户名:奚妹","6669865563253383902","两年"
"皮雁蓓","340227197411129646","湖光北街南湖中园一区211号楼","15501821366","深圳佳洪股份有限公司","一个","扶助中","贰仟圆/年","2013","华夏银行","个人户名:皮雁蓓","6709668563253380851","两年"
"邹勇毅","340701197410082223","百沙路格林豪泰酒店南100米","13801761349","上海中义房产经纪有限公司","无","扶助中","贰仟圆/年","2005","中国民生银行","个人户名:邹勇毅","6478094563253384800","一年"
"汤元全","340727197503172936","玉泉西里二区38号楼-1层D06商业","13706801191","北京美飞建筑装饰工程有限公司","两个女孩","待扶助","贰仟圆/年","未开始","中国银行","个人户名:汤元全","6214077563253383505","四年"
"钱策腾","340823198108055355","四合路1号","13006572583","深圳汇盛聚集团股份有限公司","两个女孩","待扶助","贰仟圆/年","未开始","中国民生银行","个人户名:钱策腾","6198603563253382299","两年"
"皮泽","340827197604062161","怀北镇大水峪村192号","13107157199","重庆宝千土石方工程有限公司","无","扶助中","贰仟圆/年","1995","中国建设银行","个人户名:皮泽","6527686563253381762","三年"
"朱婉娴","341025197705266063","宜兴路四条1号","13801624445","深圳复汇国际工程技术有限公司","无","待扶助","贰仟圆/年","未开始","中国光大银行","个人户名:朱婉娴","6257509563253382421","四年"
"邹仁","341617199504267641","东堂子胡同77号","15607911792","北京瑞合皇计装饰工程有限责任公司","无","待扶助","壹仟圆/年","未开始","中国建设银行","个人户名:邹仁","6990655563253378245","五年"
"张瑾颖","341703199806203646","海淀太平路十七号院门口","15604831640","上海长正升环境建设股份有限公司","无","扶助中","贰仟圆/年","2017","中国民生银行","个人户名:张瑾颖","6262727563253380462","两年"
"马启","350704198005042851","北洼路30号天顺仁和写字楼A座二层","13900470619","厦门伟生环境建设股份有限公司","两个女孩","扶助中","壹仟圆/年","2002","招商银行","个人户名:马启","6371748563253381894","三年"
"狄茜秋","350714198210247612","旧宫镇东营房车站马路东侧","15304242169","大连进安计装饰工程有限责任公司","无","扶助中","贰仟圆/年","1994","中国银行","个人户名:狄茜秋","6565912563253382956","三年"
"范惠珠","350805197008228854","东城家乐福后门对面","13701494717","厦门荣中物业管理有限公司","无","扶助中","贰仟圆/年","2004","交通银行","个人户名:范惠珠","6726201563253380180","五年"
"雷博","350811197902125762","水碓子东路14号4号一楼","13801644708","沈阳源公国际工程技术有限公司","无","扶助中","壹仟圆/年","2006","中国农业发展银行","个人户名:雷博","6351509563253384261","三年"
"萧雄琛","361127198409199274","青年路与朝阳北路交口南100米佳忆.青年汇4层","15306586582","成都通满房地产开发有限公司","一个","扶助中","贰仟圆/年","2004","中国人民银行","个人户名:萧雄琛","6473974563253384152","三年"
"周以","361310198611252771","宏泰东街浦项中心友利银行对面","15300927260","上海通满房地产开发有限公司","两个女孩","扶助中","壹仟圆/年","1998","中国人民银行","个人户名:周以","6243739563253378405","一年"
"郝发","370210198804153847","徐宋路385号","13004717324","北京本凯房产经纪有限公司","一个","扶助中","壹仟圆/年","2000","中国邮政储蓄银行","个人户名:郝发","6843496563253380450","三年"
"陶健世","370514199308307359","南大红门路临89号","13202995283","天津康贵土石方工程有限公司","无","扶助中","贰仟圆/年","2010","国家开发银行","个人户名:陶健世","6159801563253380345","三年"
"魏荷丹","370613197910096316","新街口东街西口新百商场北侧","13905710986","南京东裕建筑装饰工程有限公司","两个女孩","扶助中","贰仟圆/年","2003","中国光大银行","个人户名:魏荷丹","6378076563253381644","一年"
"彭彩","371212197010278041","城南街道南口路29号L3-037-1","15203378025","杭州元春本房产经纪有限公司","两个女孩","待扶助","贰仟圆/年","未开始","中国建设银行","个人户名:彭彩","6794773563253381093","一年"
"毛思","371617197712124220","东四三条5号","15208420551","厦门宝千贸易有限公司","两个女孩","待扶助","贰仟圆/年","未开始","中国光大银行","个人户名:毛思","6969582563253380227","四年"
"雷强军","371626198001208191","东三环三元桥三源里街23号","13200901574","广州东裕土石方工程有限公司","一个","待扶助","壹仟圆/年","未开始","中国工商银行","个人户名:雷强军","6598025563253384817","五年"
"范良海","410122197403123154","志新东路志新小区33号楼底商","13504920238","南京飞润福物业管理有限公司","一个","扶助中","壹仟圆/年","1987","中国农业发展银行","个人户名:范良海","6510022563253382686","五年"
"费致树","410211199509301972","樱花园三区","15303767031","上海瑞万百房产经纪有限公司","两个女孩","扶助中","壹仟圆/年","1989","中国银行","个人户名:费致树","6186742563253378922","五年"
"阮祥","410619199904149800","十八里店横街子16号","15000162148","重庆利台集团股份有限公司","一个","待扶助","壹仟圆/年","未开始","招商银行","个人户名:阮祥","6253995563253377199","两年"
"尹珊莎","411424197112274234","礼士胡同78号","13903082637","厦门瑞万百国际工程技术有限公司","无","扶助中","壹仟圆/年","1981","中国人民银行","个人户名:尹珊莎","6104591563253379289","两年"
"费奇","411628198603045531","沿河景观路蔡家窝铺6队3-1","13704253366","重庆元宝汇物业管理有限公司","一个","待扶助","壹仟圆/年","未开始","中国农业银行","个人户名:费奇","6899248563253381808","两年"
"常谦","420217197905102876","牡丹园甲2号院 同观商业楼1层","15303922285","济南干通亨贸易有限公司","一个","待扶助","壹仟圆/年","未开始","中国工商银行","个人户名:常谦","6310821563253377106","四年"
"常志","420507197003156469","湖北小区32号楼","15105525797","杭州亨浩土石方工程有限公司","两个女孩","待扶助","壹仟圆/年","未开始","中国银行","个人户名:常志","6380176563253382944","两年"
"乐达安","420605198811284599","慧华苑小区门面房","15501671855","杭州宝千土石方工程有限公司","两个女孩","扶助中","贰仟圆/年","1987","中国民生银行","个人户名:乐达安","6820801563253377629","两年"
"施树","420725197504288067","南四环西路186号汉威国际广场一区1号楼M层西侧","13807838778","大连千圣国际工程技术有限公司","一个","待扶助","壹仟圆/年","未开始","中国农业发展银行","个人户名:施树","6442844563253378801","四年"
"时承乐","420922199703282087","东大街20号","13300803907","深圳全信房产经纪有限公司","两个女孩","扶助中","贰仟圆/年","2015","中国光大银行","个人户名:时承乐","6488901563253380586","一年"
"卫宁","421017198302079289","古北口镇沙岭村44-1","13501320823","济南同优寿国际工程技术有限公司","一个","待扶助","贰仟圆/年","未开始","中国工商银行","个人户名:卫宁","6300995563253379442","两年"
"黄新","421215199608167852","安定门内大街252号","13404408384","天津干通亨贸易有限公司","无","待扶助","贰仟圆/年","未开始","中信银行","个人户名:黄新","6633660563253377873","一年"
"元可","421217197412126215","双桥东路甲10号楼1层底商10-06","13301711146","南京同贵源建筑装饰工程有限公司","一个","扶助中","贰仟圆/年","1982","中国民生银行","个人户名:元可","6770786563253385172","五年"
"郝桂","421225199006307418","渤海镇六渡河村","15800511444","济南中义物业管理有限公司","两个女孩","扶助中","壹仟圆/年","1988","华夏银行","个人户名:郝桂","6967005563253382440","一年"
"余义兴","421409198103122834","忠凉路1号院住总万科广场5层","13302528729","济南捷国计装饰工程有限责任公司","一个","待扶助","壹仟圆/年","未开始","中国民生银行","个人户名:余义兴","6378515563253384399","一年"
"喻林有","421526198307236617","马家堡西路29号","15500725236","南京亨浩环境建设股份有限公司","两个女孩","扶助中","壹仟圆/年","1986","中国银行","个人户名:喻林有","6328371563253382565","一年"
"赵伊亚","430327197707292151","青塔小区秀园2号楼","13502995821","成都公华环境建设股份有限公司","两个女孩","待扶助","壹仟圆/年","未开始","中国农业发展银行","个人户名:赵伊亚","6118055563253384536","四年"
"章芝玉","431018197806021358","丰台北路18号院5号楼恒泰广场4层","15602006892","广州康贵集团股份有限公司","无","待扶助","壹仟圆/年","未开始","中信银行","个人户名:章芝玉","6279371563253380986","四年"
"马雄琛","431303198412142133","前门西大街14号楼","15006173674","上海通浩房地产开发有限公司","两个女孩","待扶助","壹仟圆/年","未开始","中国工商银行","个人户名:马雄琛","6564043563253384148","三年"
"湛厚庆","431708198805117952","广渠路66号院4号楼底商","13500628204","上海进吉洪土石方工程有限公司","无","待扶助","贰仟圆/年","未开始","中国银行","个人户名:湛厚庆","6779370563253385167","五年"
"茅桂","440505199804246021","回龙观西大街107号昆泰嘉禾酒店一层","13703542240","济南本凯计装饰工程有限责任公司","无","待扶助","贰仟圆/年","未开始","中国邮政储蓄银行","个人户名:茅桂","6358815563253381402","五年"
"费馨","440714198010152260","西二旗唐家岭北路东口","13801063817","天津康百通咨询管理有限责任公司","一个","待扶助","壹仟圆/年","未开始","华夏银行","个人户名:费馨","6709715563253379575","五年"
"元斌","441112198011245929","朝阳门北大街2号港澳中心酒店1楼","15208478833","上海合弘建筑装饰工程有限公司","无","待扶助","壹仟圆/年","未开始","中国银行","个人户名:元斌","6206709563253381915","一年"
"褚豪","441620198103224849","东四北大街隆福寺东口537号（汉庭酒店底商）","15804105395","深圳凯弘房地产开发有限公司","两个女孩","待扶助","贰仟圆/年","未开始","国家开发银行","个人户名:褚豪","6397150563253383342","一年"
"乐思","450208199108144824","李桥镇右堤路东方太阳城南门南70米","15505329078","南京通满环境建设股份有限公司","无","待扶助","壹仟圆/年","未开始","中国邮政储蓄银行","个人户名:乐思","6244293563253378369","三年"
"冯全","451216198805189777","崔村镇昌金路西段","13601371995","沈阳干捷科技有限公司","两个女孩","待扶助","壹仟圆/年","未开始","中国农业发展银行","个人户名:冯全","6315442563253382161","五年"
"邹建家","451615199902175885","鼓楼南大街东侧1号楼1-2层","13603694543","重庆亚泰庆集团股份有限公司","一个","待扶助","贰仟圆/年","未开始","交通银行","个人户名:邹建家","6485169563253380613","五年"
"沈清","460414199207107910","鲁谷路台湾街2号","15806898540","北京公义股份有限公司","无","扶助中","贰仟圆/年","1986","招商银行","个人户名:沈清","6990784563253377605","四年"
"顾广志","460506199507239590","红螺寺路3号院（867路总站）旁","15107065204","深圳飞凯环境建设股份有限公司","一个","扶助中","壹仟圆/年","1993","中国邮政储蓄银行","个人户名:顾广志","6974240563253383217","两年"
"唐勇毅","460515199401128898","双桥中路双桥医院南侧","13403505393","北京源进咨询管理有限责任公司","两个女孩","扶助中","贰仟圆/年","2016","中国建设银行","个人户名:唐勇毅","6280734563253378915","三年"
"冯毅","460703198312108377","朝阳南三里屯路16号一层","13707162159","南京聚荣信股份有限公司","两个女孩","待扶助","贰仟圆/年","未开始","中国银行","个人户名:冯毅","6580703563253376711","三年"
"施旭","460709199709286990","良乡镇拱辰大街12号蓝帆美容美发院内","15905668909","天津源公计装饰工程有限责任公司","无","扶助中","贰仟圆/年","2002","中国工商银行","个人户名:施旭","6250114563253383991","一年"
"许星","460809197307309572","鲁谷南路半月园公园西侧","13304422233","北京吉兴益咨询管理有限责任公司","无","扶助中","贰仟圆/年","2003","中国银行","个人户名:许星","6656429563253377611","五年"
"汪朗伯","461201199109159873","北新华街15附近","15103891792","沈阳吉兴益科技有限公司","两个女孩","待扶助","壹仟圆/年","未开始","国家开发银行","个人户名:汪朗伯","6645159563253383758","五年"
"潘士以","461325197412055847","板井路金源不夜城地下","15500537722","广州华飞物业管理有限公司","一个","待扶助","贰仟圆/年","未开始","中国光大银行","个人户名:潘士以","6361703563253384025","一年"
"郝枝思","461406199708203016","南口镇大石坡红石山谷度假酒店","13402071115","深圳佳洪环境建设股份有限公司","一个","扶助中","壹仟圆/年","2002","中国农业发展银行","个人户名:郝枝思","6467307563253378527","两年"
"岑之","461619199008029410","前门西大街14号楼","13402213538","成都东裕环境建设股份有限公司","一个","待扶助","壹仟圆/年","未开始","中国银行","个人户名:岑之","6527954563253377476","一年"
"汤克伦","461702197209023707","建国门外永安里10号","15603548565","重庆昌晶美国际工程技术有限公司","两个女孩","待扶助","贰仟圆/年","未开始","中国工商银行","个人户名:汤克伦","6107802563253381887","五年"
"苗厚庆","500405199905214379","远大路1号世纪金源购物中心5楼-嘉香美食城门口","13408081382","广州公本利土石方工程有限公司","两个女孩","待扶助","壹仟圆/年","未开始","中国工商银行","个人户名:苗厚庆","6462117563253381530","三年"
"安群豪","501514199312198062","朝阳门外日坛北路日坛公园东北角","15104191747","广州飞凯物业管理有限公司","一个","扶助中","贰仟圆/年","1990","中国农业银行","个人户名:安群豪","6808869563253384793","一年"
"倪珠","510415198403029401","甘露园南里25号尚街购物中心3层","15602954663","上海成同房地产开发有限公司","两个女孩","扶助中","贰仟圆/年","2011","华夏银行","个人户名:倪珠","6896095563253380065","三年"
"席鹏泽","510419197711038191","团结湖路48号","13705932564","深圳进吉股份有限公司","一个","扶助中","壹仟圆/年","1988","中国民生银行","个人户名:席鹏泽","6703580563253378382","一年"
"窦友裕","510807197801035373","府学路23号","15101455746","上海干通亨建筑装饰工程有限公司","一个","待扶助","壹仟圆/年","未开始","中国银行","个人户名:窦友裕","6164735563253377466","两年"
"邹风航","511014198003201219","永定门内大街1号天桥乐汇百货商场B1层","13503084080","重庆佳泰贵土石方工程有限公司","一个","待扶助","壹仟圆/年","未开始","国家开发银行","个人户名:邹风航","6877464563253383732","三年"
"和磊民","511122199611047298","回龙观新龙城公交站旁","13207315796","沈阳昌晶美咨询管理有限责任公司","无","扶助中","壹仟圆/年","2002","中国邮政储蓄银行","个人户名:和磊民","6353798563253384937","三年"
"时河哲","511310198303173824","西安门大街75号","15605465168","厦门弘富建筑产业集团有限公司","两个女孩","待扶助","壹仟圆/年","未开始","国家开发银行","个人户名:时河哲","6239683563253379308","三年"
"鲍红","520914198304128996","团结路隆丰大街庞各庄众美城9号楼103室","13300134980","沈阳美飞国际工程技术有限公司","无","扶助中","壹仟圆/年","1998","交通银行","个人户名:鲍红","6804865563253379705","五年"
