"祝珊莎","131013200908293675","潘家园东路华威西里55号","亲属供养","父母事故双亡","舒馨","伯母","良好","三级伤残","呼吸系统疾病","C023418879549","一类","2019-04-29"
"姚山仁","131016200601253676","青年路与朝阳北路交口南100米佳忆.青年汇4层","亲属供养","父母事故双亡","伏平保","姐夫","良好","三级伤残","消化系统疾病","F084896706843","三类","2019-04-04"
"谈巧","131210200509128086","天通苑北三区1号万合广场3楼","亲属供养","父母事故双亡","皮固之","舅舅","良好","九级伤残","消化系统疾病","C008758185833","二类","2019-05-26"
"滕斌","131719200403148121","康健胡同2号","亲属供养","父母事故双亡","孔民","哥哥","良好","九级伤残","其他疾病","R054633881713","二类","2019-05-16"
"戚亨奇","140305200902285891","西红门嘉悦广场3号楼810室","亲属供养","父母事故双亡","水国胜","舅舅","良好","十级伤残","神经系统疾病","R073843556694","三类","2019-05-31"
"皮璧璐","140316200510129904","城关街道农林路4号院8号楼底商良工佳苑附近","亲属供养","父母事故双亡","朱政谦","叔叔","良好","八级伤残","循环系统疾病","Q036507644830","三类","2019-04-04"
"吴慧巧","140605200108268725","和平街11区3号楼","亲属供养","父母事故双亡","方建家","舅舅","良好","三级伤残","运动系统疾病","G035937246809","二类","2019-04-04"
"岑厚庆","140802201308023502","绿地缤纷城2期3层","亲属供养","父母事故双亡","倪信子","叔叔","良好","九级伤残","消化系统疾病","K032778623423","一类","2019-04-13"
"戴炎德","140810201008033415","朝阳北路14号楼","亲属供养","父母事故双亡","李浩亮","哥哥","良好","二级伤残","循环系统疾病","D033342809645","三类","2019-06-22"
"元树","140826201402047843","交道口南大街49号","亲属供养","父母事故双亡","费冠","舅舅","良好","十级伤残","运动系统疾病","B040635788538","三类","2019-06-08"
"潘琼勤","141321200801198602","芍药居北里101号世奥国际中心A座B101北4","亲属供养","父母事故双亡","茅中","哥哥","良好","九级伤残","消化系统疾病","B069383121385","三类","2019-03-08"
"花兰凤","141324201311282041","渤海镇苇店村","亲属供养","父母事故双亡","苏福","姨父","良好","八级伤残","神经系统疾病","L023618187701","一类","2019-04-28"
"章成","141508200208266842","机场北街8号院2幢航港国际大厦","亲属供养","父母事故双亡","傅浩亮","舅舅","良好","一级伤残","消化系统疾病","K041328642210","一类","2019-06-04"
"严奇","141808200302211320","湖景东路新奥购物中心东A口","亲属供养","父母事故双亡","窦发","姐夫","良好","三级伤残","神经系统疾病","K039477110830","三类","2019-05-20"
"赵泽","150409201105068784","复兴路69号五棵松华熙LIVE商区东区B1层","亲属供养","父母事故双亡","祁秀娟","舅母","良好","四级伤残","内分泌系统疾病","H028694708197","二类","2019-05-03"
"雷林有","150510200604123670","新中街","亲属供养","父母事故双亡","董婉娴","姨母","良好","六级伤残","泌尿系统疾病","A051846171916","二类","2019-03-07"
"米邦","150702201512263026","青年路与朝阳北路交口南100米佳忆.青年汇4层","亲属供养","父母事故双亡","姜保","姐夫","良好","二级伤残","泌尿系统疾病","N056650220758","二类","2019-03-19"
"伏东文","150809201505274251","黄徐路12号","亲属供养","父母事故双亡","俞时","叔叔","良好","十级伤残","运动系统疾病","D098969362539","一类","2019-04-06"
"禹红","150916201404183043","京原路7号","亲属供养","父母事故双亡","祁林有","哥哥","良好","四级伤残","呼吸系统疾病","H066935815296","二类","2019-03-15"
"俞琰","151101200612192121","朝凤路243号","亲属供养","父母事故双亡","周清","姨父","良好","六级伤残","循环系统疾病","F049029399134","三类","2019-03-29"
"谈茗","151427201403217383","北四环西路甲二号辽宁大厦三层","亲属供养","父母事故双亡","舒奇","伯父","良好","四级伤残","神经系统疾病","A065189961004","三类","2019-06-18"
"郝咏卿","210115201806253077","北房镇南房村西100米","亲属供养","父母事故双亡","秦岩中","叔叔","良好","七级伤残","循环系统疾病","C097722256739","一类","2019-04-13"
"时之","211208200408017720","望京地铁站a口","亲属供养","父母事故双亡","范元全","叔叔","良好","五级伤残","呼吸系统疾病","M001334128499","一类","2019-06-01"
"章兰凤","211211200603151311","金宝街88号金宝汇购物中心5楼","亲属供养","父母事故双亡","戴荣","婶婶","良好","二级伤残","消化系统疾病","R008099393054","二类","2019-04-05"
"蓝峰","211710200612033851","酒仙桥北路2号","亲属供养","父母事故双亡","赵毅","哥哥","良好","七级伤残","其他疾病","G064875106274","二类","2019-06-12"
"和希","220516201701011084","中关村南大街28号","亲属供养","父母事故双亡","施以","哥哥","良好","二级伤残","其他疾病","A012280384768","一类","2019-03-13"
"成祥","220816200209297514","朝阳路八里庄东里1号A区112A","亲属供养","父母事故双亡","费昌成","哥哥","良好","二级伤残","神经系统疾病","R024735786823","一类","2019-03-11"
"乐辉力","221105201508185287","府学路23号","亲属供养","父母事故双亡","鲁馥","伯母","良好","五级伤残","循环系统疾病","F060336058207","二类","2019-03-21"
"邬壮","221302201211018020","东升镇西三旗昌临801号院18-17、18-18、18-19、18-20、18-21、18-22、18-23、18-24室","亲属供养","父母事故双亡","纪致树","哥哥","良好","七级伤残","内分泌系统疾病","K097567634791","一类","2019-06-21"
"滕山仁","231302200411276360","德胜门西大街甲56号","亲属供养","父母事故双亡","鲁文","姐夫","良好","八级伤残","运动系统疾病","A058909265164","一类","2019-03-04"
"花韵融","231304200302065833","天通东苑一区50号楼","亲属供养","父母事故双亡","滕和","叔叔","良好","九级伤残","泌尿系统疾病","B068213110196","一类","2019-06-08"
"姚永","310116201401261459","乔健里2号","亲属供养","父母事故双亡","祁晓","舅母","良好","三级伤残","消化系统疾病","L025293941885","一类","2019-04-14"
"王芸","310221200307162997","金盏路京客隆对面","亲属供养","父母事故双亡","伏良海","姨父","良好","九级伤残","其他疾病","B059193676885","一类","2019-05-30"
"韦斌","310423201310224289","苹果园二区西门","亲属供养","父母事故双亡","葛彪博","伯父","良好","六级伤残","运动系统疾病","L057382858707","一类","2019-03-20"
"费哲","310714200304025515","广顺北大街16号望京华彩商业中心4层","亲属供养","父母事故双亡","米星","姨父","良好","二级伤残","消化系统疾病","M066075178762","一类","2019-05-20"
"阮伟刚","310922201602248590","百子湾巴音食坊旁边","亲属供养","父母事故双亡","平平保","哥哥","良好","九级伤残","泌尿系统疾病","M053880812125","一类","2019-04-02"
"任成","320105201205213329","万博苑7号楼王府井购物中心4层","亲属供养","父母事故双亡","常姬舒","舅母","良好","二级伤残","内分泌系统疾病","O022358863200","三类","2019-03-29"
"滕涛","320111201110157247","门城湖河堤路爱玛裕装饰城后门","亲属供养","父母事故双亡","伍泰盛","姐夫","良好","一级伤残","运动系统疾病","A083651871573","一类","2019-03-04"
"谢明永","321323200804152215","新源西里中街18号临1号","亲属供养","父母事故双亡","倪义兴","伯父","良好","四级伤残","其他疾病","E006328380305","三类","2019-04-17"
"伍会思","321704201308182727","地安门西大街57号什刹海体校内","亲属供养","父母事故双亡","俞时","姨父","良好","十级伤残","泌尿系统疾病","P073902232843","三类","2019-06-09"
"陶之","321801200210133104","玉桥街道潞阳桥西路花石匠东区旁","亲属供养","父母事故双亡","董岩中","伯父","良好","四级伤残","运动系统疾病","A019150296670","三类","2019-03-06"
"卜乐","331123200502283329","复兴门内大街51号民族饭店2层","亲属供养","父母事故双亡","花先","哥哥","良好","四级伤残","泌尿系统疾病","P091643820469","二类","2019-03-26"
"安澜","331304200410248583","北苑南路京通罗斯福广场地下一层","亲属供养","父母事故双亡","华士以","伯父","良好","三级伤残","神经系统疾病","L035071287869","一类","2019-05-01"
"萧博","331622200307234692","京良路10号乐家购物中心3层","亲属供养","父母事故双亡","茅中","哥哥","良好","九级伤残","运动系统疾病","B088893333150","三类","2019-04-24"
"狄裕","331805201207087618","赵公口桥南光彩路慧时欣园10号楼如家酒店一层","亲属供养","父母事故双亡","华泽","叔叔","良好","七级伤残","神经系统疾病","E003586815776","二类","2019-06-11"
"水旭","340113200406194227","建国路熏皮厂村12号","亲属供养","父母事故双亡","庞群豪","伯父","良好","四级伤残","内分泌系统疾病","A042548817440","三类","2019-04-25"
"吕朗伯","340212201105274234","安定门西大街3号","亲属供养","父母事故双亡","金保","叔叔","良好","三级伤残","泌尿系统疾病","K039750383380","二类","2019-06-17"
"金昌成","340509201402194852","高丽营镇","亲属供养","父母事故双亡","纪磊民","舅舅","良好","四级伤残","其他疾病","J008728923769","一类","2019-04-16"
"伍清","341316200505098735","昌平十三陵镇长陵园村南门天香百味小砂锅","亲属供养","父母事故双亡","纪家","姐夫","良好","六级伤残","其他疾病","S028549342381","三类","2019-04-14"
"郎盛","341427200207192298","霄云路18号","亲属供养","父母事故双亡","周亮","姨父","良好","一级伤残","泌尿系统疾病","S090324173923","三类","2019-06-13"
"袁园艺","341525201603027573","旧宫镇树桥村酒厂路","亲属供养","父母事故双亡","窦怡婵","嫂嫂","良好","一级伤残","循环系统疾病","I064345929896","一类","2019-06-17"
"苗有","341602200406249532","闵庄路樱桃园内","亲属供养","父母事故双亡","狄霞香","婶婶","良好","七级伤残","内分泌系统疾病","L058308875933","一类","2019-05-20"
"汤彪博","341824201510014103","通胡大街48号","亲属供养","父母事故双亡","湛婕馨","伯母","良好","十级伤残","泌尿系统疾病","E016290241484","二类","2019-03-17"
"傅晓","350315201109131344","万泉河路小南庄400号龙都宾馆院内","亲属供养","父母事故双亡","张克伦","伯父","良好","十级伤残","呼吸系统疾病","Q069406321465","一类","2019-06-04"
"伍雄琛","350720200312293824","南辛路153号","亲属供养","父母事故双亡","薛萍红","嫂嫂","良好","十级伤残","循环系统疾病","K055619635028","三类","2019-03-06"
"梁真环","360225200404298313","广渠路c号","亲属供养","父母事故双亡","安之","叔叔","良好","六级伤残","呼吸系统疾病","F083067095659","二类","2019-04-06"
"韩茜秋","360314201404123046","神路街39号","亲属供养","父母事故双亡","常志","舅舅","良好","八级伤残","呼吸系统疾病","Q016659657178","一类","2019-04-06"
"纪影荔","360401201002273107","王府井小吃街西口","亲属供养","父母事故双亡","祁苑","姐姐","良好","二级伤残","消化系统疾病","Q063715318794","二类","2019-03-07"
"孙静淑","361303201806232875","鼓楼东大街311号","亲属供养","父母事故双亡","岑筠柔","伯母","良好","八级伤残","内分泌系统疾病","R086861772429","三类","2019-05-20"
"屈桂","361416201112014765","工体北路13号世茂广场·工三4层","亲属供养","父母事故双亡","鲍保","叔叔","良好","九级伤残","消化系统疾病","F047958152611","一类","2019-03-17"
"谢中","361425201007205475","珠江罗马嘉园57号楼702室","亲属供养","父母事故双亡","云发","姐夫","良好","九级伤残","呼吸系统疾病","M001119070541","一类","2019-05-02"
"凤炎德","361625201412151085","中关村北一街二条西口","亲属供养","父母事故双亡","熊士以","姨父","良好","三级伤残","神经系统疾病","F090900591208","一类","2019-06-17"
"邬和","361720200401205200","东四环泛海国际","亲属供养","父母事故双亡","皮艺","嫂嫂","良好","五级伤残","呼吸系统疾病","N047849375007","三类","2019-05-05"
"昌鸣","370120200608256240","汽配城东门","亲属供养","父母事故双亡","于兴","叔叔","良好","八级伤残","循环系统疾病","D036717074582","二类","2019-03-22"
"孟旭","370321200408151941","马家堡东路味多美旁","亲属供养","父母事故双亡","尹刚","哥哥","良好","八级伤残","循环系统疾病","A008534677225","一类","2019-04-20"
"戴伟刚","370524201312095707","朝阳北路101号大悦城6楼","亲属供养","父母事故双亡","顾芝玉","嫂嫂","良好","七级伤残","神经系统疾病","I026750023870","二类","2019-04-23"
"禹国胜","370612200704254742","古北水镇小岭村10-2号","亲属供养","父母事故双亡","米凝晓","伯母","良好","十级伤残","运动系统疾病","A040106145716","一类","2019-04-03"
"乐琛","370818201511054034","怀北镇河防口村青龙峡路口南200米路西","亲属供养","父母事故双亡","酆福","姐夫","良好","四级伤残","泌尿系统疾病","D092223697341","三类","2019-05-30"
"戴娜","371024201106293956","永外果园8号欣雅汇生活广场5层","亲属供养","父母事故双亡","费世","姐夫","良好","九级伤残","循环系统疾病","M040419952766","三类","2019-04-03"
"舒怡婵","371804201010148927","顺于路西马各庄路口西侧","亲属供养","父母事故双亡","赵建家","哥哥","良好","三级伤残","泌尿系统疾病","S016394469593","三类","2019-03-05"
"廉民","410812200804259350","太师屯镇光明村一号","亲属供养","父母事故双亡","凤娣叶","姨母","良好","十级伤残","循环系统疾病","E091727183621","三类","2019-04-12"
"贺永","411016200311191512","中关村南大街28号","亲属供养","父母事故双亡","廉爽","姐姐","良好","十级伤残","其他疾病","H022882183533","二类","2019-03-28"
"张会思","420103200702057041","怀北镇大水峪村192号","亲属供养","父母事故双亡","康进","伯父","良好","四级伤残","泌尿系统疾病","L028680894961","二类","2019-03-25"
"郎明永","420224200911165798","知春路城铁站对面","亲属供养","父母事故双亡","孟宁欣","伯母","良好","八级伤残","循环系统疾病","N030914773635","三类","2019-06-18"
"葛彩","420610200909027145","东大桥宫霄国际一层","亲属供养","父母事故双亡","水树","舅舅","良好","五级伤残","内分泌系统疾病","F073722041876","三类","2019-06-07"
"奚善","420613201606134256","卢庄村63号","亲属供养","父母事故双亡","卞俊峰","叔叔","良好","四级伤残","呼吸系统疾病","I023869745669","二类","2019-04-15"
"于珠","420614200808255220","东四十条甲22号南新仓商务大厦1-2楼","亲属供养","父母事故双亡","鲁蕊薇","舅母","良好","十级伤残","泌尿系统疾病","G003291484964","三类","2019-04-11"
"米磊民","420913200311068467","前山所前山岱山路74号工业区6幢1楼","亲属供养","父母事故双亡","梁义兴","伯父","良好","七级伤残","循环系统疾病","G052949717146","一类","2019-04-10"
"杜欣","430115200505165689","十里堡北区18号楼南侧炫特区西门对面","亲属供养","父母事故双亡","吴宁","嫂嫂","良好","九级伤残","泌尿系统疾病","D010624482558","一类","2019-05-08"
"卫瑞凡","430207201602126449","十里堡地铁站D西南口西150米","亲属供养","父母事故双亡","李茂进","哥哥","良好","八级伤残","呼吸系统疾病","F003461211925","三类","2019-04-01"
"狄亮","431127201307117720","西翠路9号瑞成酒店二楼","亲属供养","父母事故双亡","吕毓","姐姐","良好","二级伤残","神经系统疾病","L094225733175","二类","2019-04-18"
"项谦","431210200707154585","新国展中粮祥云小镇六号院九号楼203室","亲属供养","父母事故双亡","邹风航","姐夫","良好","五级伤残","运动系统疾病","N003269059649","二类","2019-04-14"
"常清","431403201006202231","乐园大街北京金运通大型轮胎翻修有限公司对面","亲属供养","父母事故双亡","熊翰","伯父","良好","八级伤残","泌尿系统疾病","M075797971026","三类","2019-05-24"
"严坚和","431523200210067207","行宫街59号","亲属供养","父母事故双亡","汪艳","姐姐","良好","十级伤残","呼吸系统疾病","K086762887157","二类","2019-04-23"
"熊力","431811201108083394","欣宁街15号荟聚购物中心3楼","亲属供养","父母事故双亡","禹融","姐姐","良好","一级伤残","循环系统疾病","H044473117447","二类","2019-05-22"
"严璧璐","440305200801243203","东四北大街隆福寺东口537号（汉庭酒店底商）","亲属供养","父母事故双亡","谈仁","伯父","良好","七级伤残","其他疾病","B000946639194","一类","2019-05-04"
"闵清","440615200112094297","信息路15号金融科贸大厦510","亲属供养","父母事故双亡","傅素","姨母","良好","二级伤残","循环系统疾病","I077189223533","二类","2019-05-29"
"黄裕","441809201801304452","宣武门内大街23号","亲属供养","父母事故双亡","倪慧巧","伯母","良好","四级伤残","运动系统疾病","G084322226324","三类","2019-03-16"
"湛腾","450304200202176465","育知东路回龙观龙腾苑六区10号楼","亲属供养","父母事故双亡","滕泽","姐夫","良好","十级伤残","内分泌系统疾病","P004152037907","一类","2019-06-14"
"廉叶","450324201306253845","酒仙桥路18号颐堤港1楼50号","亲属供养","父母事故双亡","安苑","姐姐","良好","三级伤残","内分泌系统疾病","P097634079921","二类","2019-05-25"
"罗绍功","450622201604219085","鲁谷路台湾街2号","亲属供养","父母事故双亡","鲁昌成","姨父","良好","二级伤残","循环系统疾病","N019053665143","二类","2019-06-17"
"汤菊","450820200412252915","建国路91号金地广场3层","亲属供养","父母事故双亡","成生龙","伯父","良好","九级伤残","循环系统疾病","G001124555786","二类","2019-03-20"
"秦河哲","451510201306077452","山湖路青龙湖公园","亲属供养","父母事故双亡","傅民","叔叔","良好","十级伤残","泌尿系统疾病","S047384437719","一类","2019-05-07"
"褚雪荣","451520201011042405","西什库大街31-42号","亲属供养","父母事故双亡","俞山仁","姐夫","良好","六级伤残","其他疾病","A083190545327","三类","2019-06-22"
"柏娴","460609201703137684","沿河景观路蔡家窝铺6队3-1","亲属供养","父母事故双亡","平朋斌","哥哥","良好","三级伤残","运动系统疾病","K008874755842","三类","2019-03-18"
"姚风航","460703201410287314","百子湾沿海赛洛城二条下沉街3-32号","亲属供养","父母事故双亡","金纨仪","姨母","良好","二级伤残","泌尿系统疾病","E097812963774","一类","2019-03-22"
"郑致树","461711200403197339","CBD东三环中7号财富中心4号楼E203","亲属供养","父母事故双亡","董星","舅舅","良好","八级伤残","泌尿系统疾病","F044006691635","三类","2019-03-05"
"孟勇毅","500212201504252750","团结湖路48号","亲属供养","父母事故双亡","尹君琴","嫂嫂","良好","六级伤残","神经系统疾病","M035697520767","一类","2019-06-17"
"齐昌成","500411200808274299","安定门内大街252号","亲属供养","父母事故双亡","顾豪","哥哥","良好","一级伤残","循环系统疾病","J063957692953","三类","2019-06-12"
"萧康星","500414200701081892","花园路甲2号院4号楼","亲属供养","父母事故双亡","阮建家","叔叔","良好","三级伤残","泌尿系统疾病","D073535417695","一类","2019-05-21"
"元荣","500518200310087181","首经贸中街附近","亲属供养","父母事故双亡","蒋树","伯父","良好","八级伤残","消化系统疾病","D002322176268","二类","2019-06-17"
"柏奇","500610201303315145","青年路西里国美餐饮街2号f9-2","亲属供养","父母事故双亡","孙园艺","婶婶","良好","八级伤残","内分泌系统疾病","M074905488694","三类","2019-04-26"
"彭毓","500625201612035457","王府井大街255号北京市百货大楼6楼","亲属供养","父母事故双亡","钱政谦","姨父","良好","九级伤残","其他疾病","H084902048796","二类","2019-04-07"
"谈韵融","500915201604176737","万寿路西街61号","亲属供养","父母事故双亡","邹钧冠","伯父","良好","四级伤残","运动系统疾病","B096092971596","三类","2019-05-02"
"孔娥玲","501414200503128698","望京旺角购物广场负一层","亲属供养","父母事故双亡","奚永","叔叔","良好","八级伤残","神经系统疾病","H076824648115","三类","2019-04-07"
"和艺","510222200304034271","京良路10号乐家购物中心3层","亲属供养","父母事故双亡","殷琼勤","伯母","良好","二级伤残","内分泌系统疾病","B036342655739","二类","2019-05-26"
"茅玉","510705200506018889","松曹路","亲属供养","父母事故双亡","褚园艺","舅母","良好","九级伤残","泌尿系统疾病","E073099870406","二类","2019-04-26"
"韦诚先","510815201508106732","首都机场路89号5-13","亲属供养","父母事故双亡","褚龙","姐夫","良好","四级伤残","其他疾病","I069170073776","一类","2019-04-11"
"平策腾","510901201003089807","月坛南街30号万方西单商场3楼","亲属供养","父母事故双亡","贝梁栋","伯父","良好","八级伤残","消化系统疾病","I019286058377","一类","2019-03-26"
"华昭","511018201704036368","地安门西大街49号","亲属供养","父母事故双亡","顾巧","伯母","良好","一级伤残","消化系统疾病","L092207393373","二类","2019-03-04"
"于姬舒","511822200404019363","土桥站锦武私房菜","亲属供养","父母事故双亡","王平保","伯父","良好","一级伤残","神经系统疾病","G002469220699","二类","2019-05-18"
"熊茗","520208201212073635","长陵镇康陵村26号院","亲属供养","父母事故双亡","邵行时","姨父","良好","二级伤残","神经系统疾病","O097298683770","一类","2019-05-17"
"岑群豪","520321200902175172","和敬路4号院20-5","亲属供养","父母事故双亡","华娥玲","姐姐","良好","九级伤残","神经系统疾病","E087614074051","一类","2019-05-31"
"蓝素","520524200703194650","京加路怀北庄村国科大学北门北行200米路东","亲属供养","父母事故双亡","邵媛艳","婶婶","良好","六级伤残","其他疾病","M027753786803","二类","2019-03-14"
"袁信子","520909200310023513","光彩路彩虹城四区门口","亲属供养","父母事故双亡","纪彪博","伯父","良好","四级伤残","消化系统疾病","B022370402354","一类","2019-05-19"
"杨富顺","521013201001277740","密三路8号","亲属供养","父母事故双亡","孟霄","婶婶","良好","八级伤残","循环系统疾病","K013445443379","二类","2019-04-01"
"米民","521027200109257384","紫竹院路车道沟10号院","亲属供养","父母事故双亡","黄盛","叔叔","良好","一级伤残","泌尿系统疾病","C026289231924","一类","2019-03-05"
"凤娴","521623201210298999","国美第一城2号院6号楼","亲属供养","父母事故双亡","贺思","舅母","良好","四级伤残","神经系统疾病","F012999202974","一类","2019-03-12"
"汪豪","521703200303134681","金宝街88号金宝汇购物中心5层","亲属供养","父母事故双亡","郑韵融","婶婶","良好","七级伤残","呼吸系统疾病","G004510511352","三类","2019-03-20"
"曹惠珠","521713201702263461","水闸路12号三家店西口车站","亲属供养","父母事故双亡","董羽希","姨母","良好","二级伤残","神经系统疾病","S019415430168","二类","2019-05-20"
"奚琛","521808201010258876","金盏乡金盏嘉园B区3号楼020-6号","亲属供养","父母事故双亡","闵永","叔叔","良好","五级伤残","内分泌系统疾病","P069530718436","二类","2019-06-25"
"袁昌成","530226201510083110","京西古道景区内","亲属供养","父母事故双亡","赵胜","伯父","良好","七级伤残","运动系统疾病","B026953542374","三类","2019-05-18"
"伏建家","530803200307133165","鼓楼东大街311号","亲属供养","父母事故双亡","汪哲","舅舅","良好","三级伤残","其他疾病","A016461105370","三类","2019-03-12"
"章菁梦","530805201402027251","长兴路12号中体奥园一区","亲属供养","父母事故双亡","韩杰涛","伯父","良好","七级伤残","循环系统疾病","G001428696398","二类","2019-06-20"
"成峰","531415201408216187","岭南路36号广东大厦1-3楼","亲属供养","父母事故双亡","平琴","舅母","良好","九级伤残","运动系统疾病","K047137113009","一类","2019-03-28"
"齐诚先","531624200111207558","中关村大街15-3号","亲属供养","父母事故双亡","吴言","哥哥","良好","三级伤残","运动系统疾病","N062682527794","三类","2019-04-25"
"苏信子","540107200803215048","新光天地北侧华贸公寓19号会所二层","亲属供养","父母事故双亡","范瑞凡","姐姐","良好","八级伤残","消化系统疾病","M077680388738","一类","2019-04-20"
"宋可","540220200308134276","西三环南路201号","亲属供养","父母事故双亡","俞健世","姨父","良好","二级伤残","呼吸系统疾病","M087066358180","二类","2019-05-09"
"纪雄琛","540506201211151422","富力又一城黄厂南里3号院8号楼1至2层08室","亲属供养","父母事故双亡","成信子","叔叔","良好","四级伤残","运动系统疾病","H094306655621","一类","2019-04-23"
"邬凝晓","540507201306077841","北七家镇蓬莱苑1号楼","亲属供养","父母事故双亡","岑凡","伯母","良好","四级伤残","泌尿系统疾病","M057495305041","二类","2019-06-03"
"狄荣","540622201606225347","百子湾路16号百子园4号楼底商","亲属供养","父母事故双亡","窦胜","哥哥","良好","九级伤残","内分泌系统疾病","L034635255815","二类","2019-05-15"
"谢盛","540917200307085110","木北路腾龙双语幼儿园斜对面","亲属供养","父母事故双亡","褚风航","姨父","良好","一级伤残","其他疾病","D029028679701","一类","2019-04-16"
"沈香","541211200802069583","四合路1号","亲属供养","父母事故双亡","何欣","嫂嫂","良好","九级伤残","运动系统疾病","C011801197001","二类","2019-06-03"
"平茂进","541425201105188363","管庄西里21号楼","亲属供养","父母事故双亡","张珠","姐姐","良好","四级伤残","泌尿系统疾病","D053414892893","二类","2019-05-26"
"卫发","541822200603282728","东四环中路78号2层2-B","亲属供养","父母事故双亡","戴维启","叔叔","良好","三级伤残","泌尿系统疾病","D005115354515","一类","2019-04-23"
"倪爽","610210200602195262","黄亦路如家莫菜酒店旁","亲属供养","父母事故双亡","熊和","姨父","良好","八级伤残","循环系统疾病","D063367588741","三类","2019-04-19"
"张苑","610222200202206221","金地格林格林","亲属供养","父母事故双亡","蒋琦","姐姐","良好","七级伤残","其他疾病","D071872343751","二类","2019-05-11"
"米保","610316201402187311","松曹路","亲属供养","父母事故双亡","许磊民","姐夫","良好","六级伤残","循环系统疾病","A037804745009","三类","2019-06-05"
"舒瑾颖","610605201802199679","府前街19号","亲属供养","父母事故双亡","滕诚先","姐夫","良好","六级伤残","消化系统疾病","D061796554142","二类","2019-03-29"
"张凤","610616201807118569","梨园葛布店东里47号楼底商","亲属供养","父母事故双亡","汪河哲","哥哥","良好","八级伤残","循环系统疾病","G055707150411","三类","2019-06-30"
"米之","610923201111307913","苹果园二区西门","亲属供养","父母事故双亡","邹民","姐夫","良好","九级伤残","泌尿系统疾病","L062612240159","一类","2019-05-03"
"和平保","611217200510191767","十渡镇九渡村","亲属供养","父母事故双亡","项民","伯父","良好","九级伤残","泌尿系统疾病","B062256749981","二类","2019-05-17"
"邵龙","611726201306128840","垡头翠城馨园224号楼","亲属供养","父母事故双亡","史乐","姨父","良好","十级伤残","其他疾病","J022245871689","一类","2019-04-26"
"齐思","611809201109031125","北新华街96号","亲属供养","父母事故双亡","窦生龙","舅舅","良好","四级伤残","运动系统疾病","R024740881278","一类","2019-05-04"
"苗伟刚","620524200610112081","东直门外大街胡家园小区23号","亲属供养","父母事故双亡","汤力","叔叔","良好","三级伤残","其他疾病","G047610630638","二类","2019-04-02"
