"26","施德","320404197311093000","乐婕","411306197312097047","个人所得税","财产租赁所得","查补税款","2009-02-18","蒋瑞影","2004-02-20","1970-01-13","物价局","鄂州市税务局"
"27","于黛蕊","640310199009091747","马力庆","451325199206116786","房产税","房产计税余值","一般申报","2004-08-17","童琰伊","2002-08-18","1970-01-12","教育局","福州市税务局"
"28","卓茂翰","450619198906176571","何芝露","511804197101134167","契税","国有土地使用权出让","查补税款","2011-11-29","席露","2007-11-30","1970-01-15","土地局","永州市税务局"
"29","罗彬","370320198312015597","尤玉","410814199005305357","房产税","房产计税余值","查补税款","2013-04-24","孟聪珠","2010-04-25","1970-01-15","技监局","衡水市税务局"
"30","武淑","500813197604158456","姚咏","520920198211119537","城建税","营业税","预收税款","2005-11-11","蓝宜娅","1999-11-13","1970-01-11","物价局","丹东市税务局"
"31","贾鹏","111214197502024101","顾中","451209199705207832","资源税","天然气","一般申报","2011-01-29","朱婷","2008-01-30","1970-01-14","公安局","洛阳市税务局"
"32","郑姬","531312198703089363","余贞","640813198110156027","城建税","消费税","查补税款","2013-12-09","刘荷露","2011-12-10","1970-01-16","公安局","秦皇岛市税务局"
"33","宋澜青","441823197101292827","邵强","120809198808121765","营业税","服务业","零散税收","2008-06-01","梅馨馨","2004-06-02","1970-01-13","土地局","三明市税务局"
"34","穆和江","531608197209042219","高影","440314197003282135","个人所得税","劳务报酬所得","行为罚款","2005-12-08","李岚燕","2003-12-09","1970-01-13","工商局","荆州市税务局"
"35","徐璐","131008199610138272","鲁雄","111222199601143519","房产税","租金收入","提退税款","2009-07-16","狄莉","2003-07-18","1970-01-13","地税局","广州市税务局"
"36","邬华伊","540106199101239975","杨功轮","111205197312161116","营业税","销售不动产","行为罚款","2007-03-21","陆亮邦","2002-03-22","1970-01-12","技监局","通化市税务局"
"37","汪思滢","530412198503244342","毕翔彬","450914199006051435","契税","土地使用权转让","一般申报","2011-02-16","吴雪菁","2006-02-17","1970-01-14","技监局","丽江市税务局"
"38","毛鸣兴","541808199101224209","洪育倩","530820197902264358","房产税","房产计税余值","行为罚款","2010-03-18","严才友","2006-03-19","1970-01-14","工商局","日照市税务局"
"39","熊洁","421508199810116243","韦国","501711197910145235","城建税","营业税","查补税款","2013-09-10","尹君","2008-09-11","1970-01-15","地税局","淄博市税务局"
"40","程坚栋","421810199207092199","席伊","621722197206209395","房产税","租金收入","预收税款","2014-04-26","蔡环","2009-04-27","1970-01-15","物价局","佛山市税务局"
"41","孔朗涛","131301198410177864","段松","421201198209169846","印花税","财产保险合同","一般申报","2014-06-26","米松","2010-06-27","1970-01-15","公安局","淮南市税务局"
"42","傅天翔","130724199205182031","章腾振","521723197102054446","个人所得税","稿酬所得","零散税收","2007-05-19","柳馨","2003-05-20","1970-01-12","工商局","黄石市税务局"
"43","贝福武","310905197402211192","邵裕","330706197601174617","契税","土地使用权转让","行为罚款","2008-03-02","柏新","2004-03-03","1970-01-13","国税局","济南市税务局"
"44","潘涛山","360323199812227372","安芳","651416198810251104","个人所得税","财产转让所得","提退税款","2012-04-13","陆天航","2010-04-14","1970-01-15","地税局","邯郸市税务局"
"45","左融","711712199012098535","倪龙祥","630619199503088475","房产税","房产计税余值","预收税款","2008-09-05","孔良","2004-09-06","1970-01-13","公安局","无锡市税务局"
"46","季纨","711626199405169675","董枫","621713198010125988","个人所得税","特权使用费所得","查补税款","2006-12-31","蔡宁辉","2003-01-01","1970-01-13","工商局","承德市税务局"
"47","刘宁贞","710520198001113119","丁强亮","431302197612199355","车船税","其他车辆","预收税款","2008-08-22","贝诚","2004-08-23","1970-01-13","物价局","鞍山市税务局"
"48","孟亨涛","131012197511233635","卢 ","621709199109309679","印花税","货物运输合同","行为罚款","2010-09-22","卢颖","2006-09-23","1970-01-14","国税局","蚌埠市税务局"
"49","江坚飞","120108198309238235","梅红","111305197909114913","营业税","销售不动产","提退税款","2013-09-08","冯聪茜","2009-09-09","1970-01-15","土地局","邢台市税务局"
"50","雷福","340528197810294682","米海","370903198104261281","房产税","房产计税余值","提退税款","2011-07-19","戚辉震","2006-07-20","1970-01-14","地税局","福州市税务局"
"51","彭瑗莎","531313199503152944","韩山永","121807197508073197","印花税","加工承揽合同","零散税收","2013-03-13","裴宏","2010-03-14","1970-01-15","房产局","九江市税务局"
"52","马波钧","121421199410241171","毛楠俊","350514199806196928","车船税","商用车客车","预收税款","2010-10-22","窦士新","2005-10-23","1970-01-13","地税局","咸阳市税务局"
"53","林伟茂","621120197109101812","彭秀咏","810720197704033532","房产税","租金收入","查补税款","2011-11-09","童梁仁","2005-11-10","1970-01-13","土地局","湖州市税务局"
"54","诸秀","421324199102198425","卢明林","321103197709091085","房产税","房产计税余值","行为罚款","2011-04-30","韦云欢","2005-05-01","1970-01-14","技监局","蚌埠市税务局"
"55","窦佳","450220199505139271","钱竹馥","521217199002166469","营业税","娱乐业","一般申报","2007-03-30","柏晶枝","2001-03-31","1970-01-12","工商局","随州市税务局"
"56","喻昭","340123198201066160","赵梦兰","711103199009101254","营业税","服务业","查补税款","2012-09-15","田勤春","2007-09-17","1970-01-14","房产局","合肥市税务局"
"57","诸宜飘","540501198706278810","朱春锦","631816197707203719","房产税","房产计税余值","提退税款","2008-10-08","乐瑞娅","2005-10-09","1970-01-13","技监局","淄博市税务局"
"58","甘勇达","440925197210047923","安亨","531018198404031331","房产税","房产计税余值","预收税款","2013-03-21","陆嘉","2011-03-22","1970-01-15","房产局","三亚市税务局"
"59","柯融","630124198208185361","姜志","340906199504118803","城建税","消费税","提退税款","2014-05-09","戚桂卿","2011-05-10","1970-01-16","土地局","遵义市税务局"
"60","杜雄朋","811416199502127656","车菁璧","110928199209133302","营业税","销售不动产","一般申报","2007-06-30","汤彪","2005-06-30","1970-01-13","公安局","杭州市税务局"
"61","尹静珠","121005197611247451","安淑凝","371113199704226972","营业税","邮电通讯业","一般申报","2009-10-23","徐谦","2007-10-24","1970-01-14","工商局","安顺市税务局"
"62","尹先林","631204197403027443","宋琴","651508198508077513","营业税","销售不动产","零散税收","2010-05-11","庞龙信","2007-05-12","1970-01-14","技监局","镇江市税务局"
"63","于育瑶","330715199906061615","鲍黛凤","310707197111182824","契税","土地使用权转让","行为罚款","2013-09-11","甄仪荣","2009-09-12","1970-01-15","土地局","本溪市税务局"
"64","尤影贞","411719199405268070","陈莎贞","221415198210098844","资源税","金属矿","预收税款","2004-09-20","苏谦仁","2002-09-21","1970-01-12","工商局","大连市税务局"
"65","路毓","500723199110236877","翟淑舒","621428197105013730","车船税","其他车辆","行为罚款","2006-09-13","蒋友","2003-09-14","1970-01-13","土地局","牡丹江市税务局"
"66","奚芸","611620199806091458","马富","621222198703236533","车船税","其他车辆","行为罚款","2005-02-06","于祥","2002-02-07","1970-01-12","教育局","亳州市税务局"
"67","彭先","110509197410219074","伏环","530723198909245409","城建税","营业税","查补税款","2005-10-15","李新","2000-10-16","1970-01-11","技监局","太原市税务局"
"68","蔡军先","450422198508314455","纪芸","441805197011055122","契税","国有土地使用权出让","一般申报","2011-08-21","戚军宏","2008-08-21","1970-01-14","国税局","河源市税务局"
"69","方利","430707199402037647","贺飞伯","431301198903111439","车船税","挂车","预收税款","2010-05-20","祁伦","2004-05-21","1970-01-13","房产局","白山市税务局"
"70","董会栋","620907199208081859","季巧","350713197501051602","资源税","原油","零散税收","2005-03-10","米松绍","2001-03-11","1970-01-12","房产局","遵义市税务局"
"71","吕亮","631410199207153443","米芝仪","370121197005028595","城建税","消费税","零散税收","2005-01-06","章璧枫","2003-01-07","1970-01-12","公安局","漯河市税务局"
"72","娄佳梅","450101199110097106","蓝滢飘","330203197407041655","车船税","商用车货车","提退税款","2007-02-07","韩国元","2002-02-08","1970-01-12","土地局","三明市税务局"
"73","方航龙","210706198802158185","祁毅","530728198511276742","车船税","商用车货车","提退税款","2010-10-13","柯航健","2005-10-14","1970-01-14","房产局","吉林市税务局"
"74","梅晓秋","331611199312082552","邓桂英","530612199404205104","车船税","机动船舶","零散税收","2004-12-17","屈军彬","1999-12-19","1970-01-11","土地局","襄樊市税务局"
"75","钱纨春","430226198711109859","徐珊舒","111618197209078232","资源税","其他非金属矿","一般申报","2005-07-04","鲁震","2000-07-05","1970-01-11","房产局","广州市税务局"
"76","娄毅广","420415198512189329","葛民","210619197303146577","资源税","金属矿","提退税款","2010-10-05","申功广","2004-10-06","1970-01-13","房产局","成都市税务局"
"77","邹军乐","631603198507032535","贾舒","350624199101315793","个人所得税","稿酬所得","一般申报","2006-06-11","毛保永","2001-06-12","1970-01-12","国税局","辽源市税务局"
"78","项冠超","450111197205237268","宁固","711314197007302397","房产税","租金收入","查补税款","2013-09-12","窦邦","2010-09-13","1970-01-15","技监局","武汉市税务局"
"79","安梁钧","141007199807067964","姜楠","421827199512287166","城建税","消费税","零散税收","2007-10-31","卢先","2005-10-31","1970-01-13","房产局","衡水市税务局"
"80","潘芳","151206199607092913","崔琬","350627198203095911","个人所得税","经营所得","行为罚款","2009-01-07","任芳","2007-01-08","1970-01-14","物价局","太原市税务局"
"81","孙荔飘","611822197807287553","武舒欣","500506197709216085","资源税","原油","行为罚款","2005-05-29","邓苑真","2002-05-30","1970-01-12","工商局","玉溪市税务局"
"82","万清","711710197203284853","汪成","440421199511271496","车船税","商用车货车","一般申报","2010-08-13","穆义","2008-08-13","1970-01-14","技监局","安顺市税务局"
"83","云燕","540815199006246122","邢良","541704198009155027","城建税","营业税","行为罚款","2005-12-24","庞兴","2003-12-25","1970-01-13","技监局","绍兴市税务局"
"84","石胜刚","460109197404165190","杨福","421727198208033840","车船税","商用车客车","一般申报","2007-08-08","秦建","2004-08-08","1970-01-13","地税局","吉安市税务局"
"85","韩功","541715197703054652","袁芳","131502198802081786","车船税","商用车货车","查补税款","2008-08-23","丁贞","2002-08-25","1970-01-12","教育局","保山市税务局"
"86","狄姬馨","640806198211201297","裴文国","121226198701091191","个人所得税","偶然所得","预收税款","2013-05-14","孟博峰","2009-05-15","1970-01-15","房产局","潍坊市税务局"
"87","谈榕元","360617198311065362","颜璧","501514197108176039","个人所得税","特权使用费所得","行为罚款","2011-07-06","廉厚若","2007-07-07","1970-01-14","技监局","汕头市税务局"
"88","张杰发","630904197109168432","舒清","360303199808227250","个人所得税","财产转让所得","提退税款","2012-03-16","曹刚广","2010-03-17","1970-01-15","技监局","宝鸡市税务局"
"89","胡思","810518199812175791","常纯娣","431214199410024836","契税","国有土地使用权出让","提退税款","2013-05-19","罗贞","2011-05-20","1970-01-16","房产局","自贡市税务局"
"90","严琳","641312197203168511","崔承致","440923199904104885","营业税","建筑业","查补税款","2010-05-22","柏达","2005-05-23","1970-01-13","土地局","福州市税务局"
"91","蓝霄琰","140312197511225620","白莎美","331609197203058169","印花税","建筑工程勘察设计合同","零散税收","2009-06-08","汪筠冰","2007-06-09","1970-01-14","公安局","通化市税务局"
"92","萧成","450605197501248404","刘国全","340228197403132188","资源税","天然气","提退税款","2006-04-17","戴芬","2001-04-18","1970-01-12","教育局","湘潭市税务局"
"93","梁纨霭","321101197511185315","叶红","510708199504235797","印花税","财产保险合同","行为罚款","2013-02-17","祝清","2009-02-18","1970-01-15","技监局","芜湖市税务局"
"94","安英","110305197210063805","甘真华","440616198405243031","车船税","其他车辆","行为罚款","2014-05-03","孙才弘","2009-05-04","1970-01-15","地税局","辽源市税务局"
"95","阮菊莲","650417197909229721","霍楠昌","421619197612158450","城建税","消费税","预收税款","2013-05-11","蒋华","2010-05-12","1970-01-15","物价局","承德市税务局"
"96","谭厚","640721197204258958","齐菊","110213197503128688","个人所得税","利息、股息、红利所得","预收税款","2007-06-17","陈荔妍","2001-06-18","1970-01-12","技监局","焦作市税务局"
"97","尤克若","511103199302111697","穆彬","431616199801048928","房产税","租金收入","零散税收","2010-12-23","石惠","2005-12-24","1970-01-13","物价局","阜新市税务局"
"98","谢庆富","650207198801057267","穆琛榕","711708196909142069","车船税","商用车货车","查补税款","2006-10-21","宋爱秋","2001-10-22","1970-01-12","技监局","潍坊市税务局"
"99","姜姣香","441823196910192936","卫楠轮","810119197401047748","个人所得税","财产租赁所得","预收税款","2014-01-07","邵荣霞","2012-01-08","1970-01-16","国税局","嘉兴市税务局"
"100","甄岚","341802198601214079","唐纨枫","501316198110038706","印花税","财产保险合同","预收税款","2008-03-30","金政","2003-04-01","1970-01-13","房产局","唐山市税务局"
"101","项晨","120812198508314501","阮祥","210422199407211151","印花税","建筑工程勘察设计合同","一般申报","2006-08-19","龚青枝","2000-08-20","1970-01-12","房产局","鸡西市税务局"
"102","朱卿","421323197505276289","鲍宏","370510198706173515","印花税","技术合同","查补税款","2010-02-23","卓丹","2004-02-25","1970-01-13","教育局","沧州市税务局"
"103","于秀竹","511103198701093117","施雄","320407199003319028","资源税","金属矿","一般申报","2012-12-31","范安亮","2010-01-01","1970-01-15","国税局","衡阳市税务局"
"104","闵娟柔","220614199307217194","屈国","641406198512206545","营业税","交通运输业","行为罚款","2009-12-17","周枝","2006-12-18","1970-01-14","物价局","永州市税务局"
"105","窦壮","120408198405088594","李婕","220417198804265165","车船税","商用车货车","一般申报","2007-10-17","纪璐","2001-10-18","1970-01-12","土地局","镇江市税务局"
"106","韦枝","651614199211131923","夏琳","370416198002056004","印花税","购销合同","查补税款","2011-05-24","郭进","2008-05-24","1970-01-15","教育局","徐州市税务局"
"107","司枝柔","440604197910052815","傅全家","501012199510185136","房产税","房产计税余值","预收税款","2006-10-01","卢卿珍","2002-10-02","1970-01-13","房产局","温州市税务局"
"108","郝淑云","411317196911297271","孟建广","310624199405241787","车船税","挂车","零散税收","2010-10-02","熊彪","2004-10-03","1970-01-13","地税局","温州市税务局"
"109","甄雁霄","510912197610198749","常冰","310604197708265255","资源税","其他非金属矿","一般申报","2007-08-06","柏嘉","2003-08-07","1970-01-13","工商局","威海市税务局"
"110","魏维","331805197010179197","管伦强","710213198603291513","个人所得税","工资、薪金所得","行为罚款","2009-02-15","冯荷琰","2004-02-17","1970-01-13","土地局","太原市税务局"
"111","戴琛","411515197708126438","孟以","360505197305066029","城建税","营业税","提退税款","2012-09-24","裴飞","2010-09-25","1970-01-16","工商局","长治市税务局"
"112","邬枝华","230209197012086683","唐娥","630105197510061918","营业税","销售不动产","一般申报","2005-09-20","戚黛雪","2002-09-21","1970-01-13","国税局","宁德市税务局"
"113","黄莎娜","330613197501164492","龚腾","441403198210066054","印花税","财产保险合同","查补税款","2009-09-30","祝珠柔","2006-10-01","1970-01-14","公安局","阳泉市税务局"
"114","陈承","811612197604108665","沈珍","540918198302036571","房产税","租金收入","提退税款","2006-06-22","梁青","2001-06-23","1970-01-12","房产局","武汉市税务局"
"115","方茜","360312197803129644","邹辰梁","220203198305169106","印花税","购销合同","预收税款","2005-01-05","梁泰","2002-01-06","1970-01-12","物价局","南昌市税务局"
"116","柳妍桂","431608197208206058","霍仁天","631407199004188379","城建税","消费税","零散税收","2012-11-20","云红","2006-11-22","1970-01-14","工商局","通化市税务局"
"117","于雁","150516199609106696","薛政","360418199305239252","城建税","消费税","预收税款","2011-03-04","侯聪娅","2008-03-04","1970-01-14","教育局","遵义市税务局"
"118","戚美岚","370417197711191127","祁盛亨","340524198003169021","城建税","增值税","预收税款","2006-06-02","于磊鹏","2004-06-02","1970-01-13","工商局","温州市税务局"
"119","毛丹","521026199111025309","唐澜","331125198912141758","城建税","营业税","查补税款","2012-08-03","石兰素","2008-08-04","1970-01-15","物价局","咸阳市税务局"
"120","安秀园","231502199710166179","邹刚伟","650823197902017626","营业税","邮电通讯业","查补税款","2009-10-13","高枫凤","2003-10-15","1970-01-12","公安局","潍坊市税务局"
"121","黄娴","540812197302039255","夏敬风","811622197605132429","车船税","商用车货车","一般申报","2006-07-10","洪亚","2002-07-11","1970-01-12","公安局","嘉兴市税务局"
"122","翟维杰","141215197104048490","武彪","421211198501317070","营业税","建筑业","行为罚款","2007-05-17","雷刚风","2001-05-18","1970-01-12","教育局","萍乡市税务局"
"123","祁洁枫","710711199906093994","田炎","321621198803117477","车船税","挂车","一般申报","2014-01-29","颜德岩","2008-01-31","1970-01-14","技监局","郑州市税务局"
"124","司楠","150225199605188665","路瑞","130307199710193605","印花税","借款合同","提退税款","2010-11-02","武辰彪","2007-11-03","1970-01-14","国税局","保山市税务局"
"125","黄蓓美","430817199005111919","盛以义","311603199008294773","车船税","其他车辆","提退税款","2011-10-10","常秋","2007-10-11","1970-01-14","工商局","三门峡市税务局"
"126","毕炎","650503199212271842","陆山","640821199609041457","营业税","交通运输业","预收税款","2012-10-18","甄清","2006-10-20","1970-01-14","工商局","洛阳市税务局"
"127","柯光行","811027198206132296","冯航栋","631418198111256300","资源税","金属矿","提退税款","2010-01-07","柯朋仁","2006-01-08","1970-01-14","技监局","齐齐哈尔市税务局"
"128","莫树","341310198705097523","邱欢","440519197201222980","车船税","商用车客车","行为罚款","2009-04-16","成娴","2003-04-18","1970-01-13","房产局","鹤岗市税务局"
"129","魏巧英","611708199109208559","祁贵天","651201197510194935","城建税","增值税","一般申报","2012-11-14","韩良","2009-11-15","1970-01-15","公安局","三亚市税务局"
"130","叶承亨","811106199608196493","穆兰","431712199801169070","个人所得税","财产租赁所得","一般申报","2014-03-28","乔娅","2009-03-29","1970-01-15","工商局","丹东市税务局"
"131","程璐悦","710712198502282409","苏环","640212199901264973","房产税","房产计税余值","零散税收","2010-03-31","尤弘","2008-03-31","1970-01-14","房产局","济宁市税务局"
"132","贾琰","441822197108142735","尹艳","131326197305167374","个人所得税","财产租赁所得","零散税收","2006-02-23","季树","2003-02-24","1970-01-12","国税局","岳阳市税务局"
"133","申滢娴","350221198510024731","宁红","361122197406164403","房产税","房产计税余值","一般申报","2013-10-29","云航","2009-10-30","1970-01-15","教育局","嘉兴市税务局"
"134","范艺","150219197104054224","傅琼","360108198404147802","印花税","借款合同","一般申报","2009-01-29","皮文良","2004-01-31","1970-01-13","工商局","开封市税务局"
"135","卞毓悦","500709198105298356","元钧诚","711219199709202948","契税","土地使用权转让","行为罚款","2005-01-09","水春","2003-01-10","1970-01-13","国税局","汕头市税务局"
"136","崔奇","210627197511092260","沈思","631009199001062911","资源税","原油","一般申报","2014-01-02","司 ","2012-01-03","1970-01-16","教育局","营口市税务局"
"137","吉琼雪","370801199108232249","谢瑗","310422197508244916","车船税","商用车货车","一般申报","2008-11-02","凌建善","2006-11-03","1970-01-14","工商局","吉安市税务局"
"138","白伊华","410302199503295119","童亮顺","140419197307251569","房产税","租金收入","行为罚款","2009-04-12","穆妹","2003-04-14","1970-01-13","国税局","绍兴市税务局"
"139","柯锦","110520199506143881","胡江","131124199511264888","城建税","营业税","预收税款","2012-03-25","邢慧","2010-03-26","1970-01-15","国税局","荆州市税务局"
"140","车富新","220320196909159107","甄武","151011198912238105","契税","国有土地使用权出让","预收税款","2006-07-15","陈腾","2000-07-16","1970-01-11","技监局","阳泉市税务局"
"141","柯琼","350111198306283780","季以武","330717197310264593","营业税","娱乐业","零散税收","2006-10-09","童妹","2000-10-10","1970-01-12","房产局","白银市税务局"
"142","何敬","630404197905238287","卓成天","620225198909197470","资源税","其他非金属矿","预收税款","2012-07-15","蒋卿滢","2006-07-17","1970-01-14","公安局","宝鸡市税务局"
"143","裴成杰","231519197411255086","常茜","221615198507152370","房产税","租金收入","提退税款","2004-10-02","阮凤","1998-10-04","1970-01-11","房产局","庆阳市税务局"
"144","常世","541709197509105400","卢姣","230825198604085674","车船税","机动船舶","一般申报","2010-10-28","龚亚珍","2007-10-29","1970-01-14","土地局","景德镇市税务局"
"145","施仁建","811824199410256747","季伦","521315199506069651","契税","国有土地使用权出让","提退税款","2011-08-04","孔东安","2006-08-05","1970-01-14","公安局","株洲市税务局"
"146","毛滢雁","141118197112174481","宁若","141313199308014416","城建税","消费税","零散税收","2009-12-19","石旭","2006-12-20","1970-01-14","国税局","漯河市税务局"
"147","甄言","340922199202077546","窦华晶","140201199010179505","契税","国有土地使用权出让","预收税款","2012-08-28","卢枫云","2009-08-29","1970-01-15","国税局","烟台市税务局"
"148","梅菊娥","500602198608063001","马娥爱","220421199010063088","契税","土地使用权转让","预收税款","2006-05-31","丁凡寒","2002-06-01","1970-01-12","房产局","松原市税务局"
"149","朱勤桂","411508198708056227","计琬","151714199111117795","契税","土地使用权转让","预收税款","2012-05-30","邬琬欣","2007-06-01","1970-01-14","教育局","枣庄市税务局"
"150","贺朗永","331127199208076297","萧福","360218198001051548","房产税","房产计税余值","提退税款","2009-10-24","夏海风","2006-10-25","1970-01-14","地税局","丽水市税务局"
"151","龚茗琰","310420197811026096","顾宁茗","360803198405133834","车船税","其他车辆","行为罚款","2007-09-22","朱筠锦","2003-09-23","1970-01-13","房产局","遵义市税务局"
"152","孟荣","710315197605217859","杨贵兴","330513198203191581","营业税","交通运输业","行为罚款","2007-07-23","倪功","2001-07-24","1970-01-12","物价局","蚌埠市税务局"
"153","乐美","650622198212284633","盛毓枫","130401198912136698","契税","国有土地使用权出让","提退税款","2012-06-06","孟彩爱","2006-06-08","1970-01-14","教育局","大同市税务局"
"154","常龙朗","221505197301172100","陆纨","140415199502222546","契税","国有土地使用权出让","一般申报","2008-03-18","龚文超","2003-03-20","1970-01-13","房产局","蚌埠市税务局"
"155","成丹","810214199110193045","华明乐","620807199307131098","资源税","原油","预收税款","2012-06-10","柯宁芝","2009-06-11","1970-01-15","房产局","赣州市税务局"
"156","诸云琴","211212198608087865","梅蕊","521707197902269240","房产税","租金收入","一般申报","2008-09-14","金慧瑗","2006-09-15","1970-01-14","教育局","安顺市税务局"
"157","邹燕","431112197811137528","戴岩波","501320199207031140","个人所得税","财产租赁所得","零散税收","2009-08-08","彭天毅","2004-08-09","1970-01-13","物价局","阜新市税务局"
"158","潘斌","710217197705083095","魏洁媛","331406197712288467","印花税","财产租赁合同","提退税款","2004-07-21","倪裕和","2002-07-22","1970-01-12","工商局","松原市税务局"
"159","万雁蕊","451404198311163556","傅凤君","811026197408096238","个人所得税","特权使用费所得","一般申报","2004-12-13","凌娥雪","1999-12-15","1970-01-11","工商局","威海市税务局"
"160","盛宁","341421199611121499","柳晓慧","121308199106232604","契税","土地使用权转让","零散税收","2007-06-14","龚珍","2002-06-15","1970-01-12","地税局","盐城市税务局"
"161","庞艳娴","511206197104301406","邱雅","431028197912293637","印花税","财产租赁合同","一般申报","2011-09-12","苗荣","2006-09-13","1970-01-14","公安局","漳州市税务局"
"162","叶巧","440717199303138695","任 ","440806199811296808","营业税","转让无形资产","提退税款","2012-10-08","段莲","2009-10-09","1970-01-15","地税局","白城市税务局"
"163","平之若","501518198602039019","费梦丽","321724199008109159","车船税","挂车","预收税款","2009-03-02","裴厚涛","2003-03-04","1970-01-13","教育局","长沙市税务局"
"164","闵彩","111314199503271251","邱真英","501303197003258752","个人所得税","经营所得","提退税款","2010-10-21","左秋瑶","2006-10-22","1970-01-14","教育局","大连市税务局"
"165","管琦","340715198009029291","任聪","650101196910175635","车船税","商用车客车","提退税款","2012-02-01","陶园","2006-02-02","1970-01-14","教育局","承德市税务局"
"166","云咏雪","530524198702064632","冯友启","150307198407255182","资源税","其他非金属矿","零散税收","2004-07-21","胡红荣","2002-07-22","1970-01-12","房产局","随州市税务局"
"167","包滢","460906199205012566","梅健杰","371713197512035608","印花税","技术合同","预收税款","2012-09-14","郑博强","2010-09-15","1970-01-15","土地局","鹤岗市税务局"
"168","梁冠山","430608198608077774","崔琴","230301199408092794","印花税","财产保险合同","零散税收","2013-12-08","范莉素","2011-12-09","1970-01-16","国税局","济南市税务局"
"169","冯毓","231609197410012355","尤珊璧","530224196912184978","车船税","机动船舶","零散税收","2011-04-29","雷惠茗","2007-04-30","1970-01-14","教育局","曲靖市税务局"
