"72","钟彪梁","441020199106296264","广东省河源市回龙观镇北清路1号院8号楼底商","15100276937","香港之星","YKT311201363898","船舶电气","一级无线电电子员","","2010-04-04 00:00:00","YKT311201363898"
"73","李鸣朗","521026199501082456","贵州省六盘水市东直门内大街15-7号","15204506605","福满桥","DBE233201047676","轮机管理","二管轮","","2009-03-19 00:00:00","DBE233201047676"
"74","廉竹珍","810105199110238202","香港市良乡镇北潞园小区","15003555328","蕙兰泉","JRN115201496231","船舶驾驶","水手","","2009-08-24 00:00:00","JRN115201496231"
"75","王云艳","440608199711141482","广东省佛山市砖厂南里33号楼3层","13904095608","烈城","BQK133200690175","船舶驾驶","二副","","2007-12-09 00:00:00","BQK133200690175"
"76","傅坚","221807197901108477","吉林省松原市望京商业中心中庭广场F座109","13801495076","芝兰泉","JOD212200354217","轮机管理","大管轮","","2013-08-06 00:00:00","JOD212200354217"
"77","程咏","531306197309171296","云南省丽江市魏公村路近北京理工大学中央民族大学国家图书馆","15804136577","丽河","BVC235201186090","轮机管理","机工","","2006-07-31 00:00:00","BVC235201186090"
"78","许朋言","440514198210136447","广东省珠海市东直门内大街5号楼（6）","13403643944","海丰联信","YRQ231200440130","轮机管理","轮机长","","2012-08-12 00:00:00","YRQ231200440130"
"79","薛力康","371025197101191820","山东省潍坊市百子湾路29号","15205313339","高丽基隆","BOI314201282963","船舶电气","GMDSS限用操作员","","2010-08-17 00:00:00","BOI314201282963"
"80","凌娣","810905197407251168","香港市南环路53号悦荟万科广场B1","13300261853","香港之星","DSV223200292123","轮机管理","二管轮","","2010-11-15 00:00:00","DSV223200292123"
"81","程可","811209199509139802","香港市复兴路五棵松乐视体育生态中心内华熙live097商铺","15604110025","芝兰泉","YVO211200241662","轮机管理","轮机长","","2009-02-27 00:00:00","YVO211200241662"
"82","费晨顺","130425197111266560","河北省衡水市亚运村北苑路安慧里四区15号楼","15104117157","烈城","BDJ221200163246","轮机管理","轮机长","","2006-02-14 00:00:00","BDJ221200163246"
"83","汪新","631313197007156332","青海市东四北大街甲82-1号","13000781978","高丽水手","DCB212200045203","轮机管理","大管轮","","2010-08-06 00:00:00","DCB212200045203"
"84","卜馥艺","351206199404222647","福建省厦门市盘营沟路首城国际22号楼","13506845865","威娜星","YHG221201495793","轮机管理","轮机长","","2013-07-08 00:00:00","YHG221201495793"
"85","伏永克","360901197412155638","江西省鹰潭市十八里店周庄嘉园C区4号院西门北200米","13301112823","国富","YGQ134200355253","船舶驾驶","三副","","2012-10-13 00:00:00","YGQ134200355253"
"86","萧芝","310608198405138133","上海市双榆树北里榆苑公寓","15204070110","宇宙","DYH131200485036","船舶驾驶","船长","","2006-12-19 00:00:00","DYH131200485036"
"87","贝蓉","641805197509186580","宁夏市十八里店周庄嘉园C区4号院西门北200米","15806346134","宏扬","YRN313200121805","船舶电气","GMDSS通用操作员","","2011-05-19 00:00:00","YRN313200121805"
"88","安士","520503198009053859","贵州省遵义市文慧园西路内100米","13700541793","宏智","DYH213200990572","轮机管理","二管轮","","2004-09-01 00:00:00","DYH213200990572"
"89","奚泽宁","501611198206284464","重庆市垂杨柳中街6号楼西侧平房","13906174129","威兰德大连","BAS214200922330","轮机管理","三管轮","","2005-11-17 00:00:00","BAS214200922330"
"90","范纯","611307199612017218","陕西省西安市北七家镇燕城苑南区","15001406273","宏勇","DRV313200857198","船舶电气","GMDSS通用操作员","","2004-11-28 00:00:00","DRV313200857198"
"91","颜飘嘉","321615198009276644","江苏省常州市东三环富力广场北天之骄子1-2-1002","15708838838","烟海黄河","DVN211201428237","轮机管理","轮机长","","2009-05-06 00:00:00","DVN211201428237"
"92","卓惠滢","330526197910314886","浙江省杭州市朝阳路八里庄东里1号莱锦a区3号楼03a","13607015458","东明","YES211201248241","轮机管理","轮机长","","2009-03-16 00:00:00","YES211201248241"
"93","石翠","440818199807222114","广东省广州市北京朝阳区光华路soho219","15600952078","宏明","YTO313200622121","船舶电气","GMDSS通用操作员","","2004-11-26 00:00:00","YTO313200622121"
"94","包山","541102198104199702","西藏市农业大学西校区","13603712719","宏明","YJJ232200311941","轮机管理","大管轮","","2007-10-12 00:00:00","YJJ232200311941"
"95","赵乐","500222197809285885","重庆市石景山路2号北京台湾街C01区3号楼首层","15706781049","威娜星","BGN311200329740","船舶电气","一级无线电电子员","","2011-03-24 00:00:00","BGN311200329740"
"96","郭莉","371804197708302724","山东省济南市复兴路五棵松乐视体育生态中心内华熙live097商铺","13803864604","威兰德WIN","DLB133200998282","船舶驾驶","二副","","2005-07-10 00:00:00","DLB133200998282"
"97","邱雄敬","501326198504281647","重庆市百子湾路易构空间对面","13906351963","向津","DXD322200182030","船舶电气","二级无线电电子员","","2008-12-01 00:00:00","DXD322200182030"
"98","李乐","150722197211309957","内蒙古市民旺北胡同民旺园","15805276889","高丽水手","JLO323200344844","船舶电气","GMDSS通用操作员","","2004-09-18 00:00:00","JLO323200344844"
"99","季顺","110416197002116652","北京市回龙观龙禧三街东亚上北北侧底商14-19","13905763137","高丽上海","YBC225201269960","轮机管理","机工","","2009-03-26 00:00:00","YBC225201269960"
"100","熊榕","650309199303019210","新疆市回龙观新龙城北街北区15号龙虾33私房菜","15001426364","高丽基隆","BSH314201194551","船舶电气","GMDSS限用操作员","","2013-09-14 00:00:00","BSH314201194551"
"101","皮士","131714199304075549","河北省承德市民旺北胡同民旺园","15500930700","国芳","DRL121200925323","船舶驾驶","船长","","2007-04-26 00:00:00","DRL121200925323"
"102","朱荷月","511609198708202358","四川省德阳市回龙观西大街9号 东亚上北 北侧底商16-10","15806025220","福满桥","YZX124201123291","船舶驾驶","三副","","2011-09-09 00:00:00","YZX124201123291"
"103","姜冰","230426198411292209","黑龙江省大庆市百子湾后现代城门口环岛北50米","13404205290","印尼之星","JAU225200962621","轮机管理","机工","","2014-03-12 00:00:00","JAU225200962621"
"104","韦芳","421119197209049597","湖北省鄂州市广顺北大街六佰本商业街","15504125757","永毅","YZY321200244542","船舶电气","一级无线电电子员","","2005-12-24 00:00:00","YZY321200244542"
"105","乐眉","420120197101181248","湖北省随州市王府井大街277号平房30,31,32栋","15802535708","现代和谐","JJW311200745969","船舶电气","一级无线电电子员","","2012-08-25 00:00:00","JJW311200745969"
"106","裴绍","521301198803109539","贵州省六盘水市万寿路君安写字楼","13505721658","芝兰泉","BDX223200691149","轮机管理","二管轮","","2006-08-21 00:00:00","BDX223200691149"
"107","陆炎","541401197702172178","西藏市文华西路赵记蜜制烤翅旁","13605341248","易春","YNE313200034010","船舶电气","GMDSS通用操作员","","2006-04-06 00:00:00","YNE313200034010"
"108","彭义","451726199404139016","广西市回龙观新龙城北街北区15号龙虾33私房菜","13907781761","永毅","YZH113200011412","船舶驾驶","二副","","2007-01-22 00:00:00","YZH113200011412"
"109","乐元清","460921199301158744","海南省三亚市北七家镇燕城苑南区","13603092716","宏光","JOA324200712635","船舶电气","GMDSS限用操作员","","2014-02-02 00:00:00","JOA324200712635"
"110","乔勤淑","461611197812125235","海南省海口市毛纺西小区旁","15201888656","烈城","YPA312200711746","船舶电气","二级无线电电子员","","2009-02-27 00:00:00","YPA312200711746"
"111","姜伟","211801197001047323","辽宁省鞍山市陈家林2号盈实大厦向西150米","13100950286","维春","JHG231200330984","轮机管理","轮机长","","2014-03-24 00:00:00","JHG231200330984"
"112","柯婉","211806197710243948","辽宁省鞍山市魏公村路近北京理工大学中央民族大学国家图书馆","15201747205","谨草","YNP131201126514","船舶驾驶","船长","","2007-11-27 00:00:00","YNP131201126514"
"113","万若全","611411199401207369","陕西省延安市机场生活区西平街一号","13906073843","香港之星","DUQ212201476434","轮机管理","大管轮","","2007-11-10 00:00:00","DUQ212201476434"
"114","贺冰","631111198309051929","青海市来广营乡红军营村53号","13206930502","威兰德芝曼娜","BPL131200415779","船舶驾驶","船长","","2007-09-10 00:00:00","BPL131200415779"
"115","刘坚","651706198003072257","新疆市田村路京粮广场2楼","13000270713","威兰德WIN","BUV121200329525","船舶驾驶","船长","","2009-06-22 00:00:00","BUV121200329525"
"116","平鹏辉","621707198301239465","甘肃省嘉峪关市机场生活区西平街一号","13600561722","维春","YQX235201361658","轮机管理","机工","","2010-05-21 00:00:00","YQX235201361658"
"117","卞超顺","541622197609272483","西藏市亦庄荣昌东街地铁站旁","15202331416","印尼之星","YKT134200755407","船舶驾驶","三副","","2006-12-10 00:00:00","YKT134200755407"
"118","柯永","451727199712166964","广西市双花园南里三区23号楼103室","13602142360","谨草","DDX113201388219","船舶驾驶","二副","","2008-12-14 00:00:00","DDX113201388219"
"119","方强德","221702199406208876","吉林省四平市盘营沟路首城国际22号楼","13902692658","兴亚蔚山","JNI314201118265","船舶电气","GMDSS限用操作员","","2009-05-31 00:00:00","JNI314201118265"
"120","齐莺","441324197511219394","广东省揭阳市万寿路君安写字楼","15207852258","谨草","DMO322200537447","船舶电气","二级无线电电子员","","2012-06-05 00:00:00","DMO322200537447"
"121","薛雄","130209199206206871","河北省唐山市北京朝阳区光华路soho219","13300411739","烟海黄河","JXC113200556990","船舶驾驶","二副","","2009-06-27 00:00:00","JXC113200556990"
"122","华钧","220915198002114280","吉林省白城市百子湾路16号","13205795662","威兰德大连","DDP122201485149","船舶驾驶","大副","","2014-06-23 00:00:00","DDP122201485149"
"123","谢生力","441828197412065226","广东省广州市北京丰台区临泓路1号","15206132341","宇宙","BQW132201225151","船舶驾驶","大副","","2012-03-21 00:00:00","BQW132201225151"
"124","叶飘","410602197004207269","河南省新乡市东三环富力广场北天之骄子1-2-1002","13303970224","宏智","DKF112201095521","船舶驾驶","大副","","2011-06-02 00:00:00","DKF112201095521"
"125","赵莎","410407197407047589","河南省漯河市万寿路君安写字楼","13103786397","丽河","DPZ135200442886","船舶驾驶","水手","","2005-05-09 00:00:00","DPZ135200442886"
"126","尤元","350902198505246166","福建省厦门市二拨子工业园区中路102号","13608175476","烟海黄河","BTX233201230859","轮机管理","二管轮","","2004-09-21 00:00:00","BTX233201230859"
"127","雷翠筠","111827199304296112","北京市田村路京粮广场2楼","15805517909","国裕","DCW112200846016","船舶驾驶","大副","","2012-01-17 00:00:00","DCW112200846016"
"128","车博","530916197005146214","云南省玉溪市百子湾路29号","13603998140","巴哈马","YNV322200047060","船舶电气","二级无线电电子员","","2011-09-30 00:00:00","YNV322200047060"
"129","余素婷","521622198007155318","贵州省六盘水市亮甲店桥头亮甲店路美怡汽车服务有限公司亮甲店分公司隔壁","13304668998","亚洲和风","JIV311201170039","船舶电气","一级无线电电子员","","2011-09-26 00:00:00","JIV311201170039"
"130","金泰元","130310199511185792","河北省沧州市机场生活区西平街一号","13201774391","马来之星","YVJ215201139022","轮机管理","机工","","2011-05-26 00:00:00","YVJ215201139022"
"131","鲁静婷","450920198810135926","广西市垂杨柳中街6号楼西侧平房","15106456567","香港之星","DYJ134201343740","船舶驾驶","三副","","2007-12-02 00:00:00","DYJ134201343740"
"132","卞林","411718199211142999","河南省漯河市亚运村北苑路安慧里四区15号楼","15503911797","文兰泉","DAW122201470639","船舶驾驶","大副","","2007-12-27 00:00:00","DAW122201470639"
"133","卜豪泽","651009197902087797","新疆市西六环路永安社区东门旁","13004325578","威娜星","JSY231201224094","轮机管理","轮机长","","2005-09-08 00:00:00","JSY231201224094"
"134","司妍","540205198612196006","西藏市朝阳北路青年汇104号楼底商102","15203992171","高丽上海","YXL232200771389","轮机管理","大管轮","","2004-10-09 00:00:00","YXL232200771389"
"135","成伦","620126198902285382","甘肃省嘉峪关市文华西路赵记蜜制烤翅旁","13302927489","宏扬","BQE131201377183","船舶驾驶","船长","","2008-09-10 00:00:00","BQE131201377183"
"136","柯瑞露","451717197508135270","广西市青年路27号院华纺新天地底商3-3","13504241172","向津","BJL112201261216","船舶驾驶","大副","","2012-06-28 00:00:00","BJL112201261216"
"137","郑生","411625197201194229","河南省焦作市立汤路与立军路交汇处西南角","13105310967","晓洋","BGA311201034726","船舶电气","一级无线电电子员","","2013-11-12 00:00:00","BGA311201034726"
"138","成震","231713197108275630","黑龙江省哈尔滨市北洼西里48号宝联体育公园院内手抓龙虾","13400598919","向洲","BMC125200922942","船舶驾驶","水手","","2012-08-26 00:00:00","BMC125200922942"
"139","许莎艺","450323198610261944","广西市百子湾路易构空间对面","13007323987","宇宙","DOO224200157481","轮机管理","三管轮","","2007-03-04 00:00:00","DOO224200157481"
"140","谢馥娥","331018198809107816","浙江省宁波市广顺北大街六佰本商业街","15802296140","宏扬","BRA231200311295","轮机管理","轮机长","","2009-07-15 00:00:00","BRA231200311295"
"141","平伯坚","371119198210146663","山东省威海市百子湾路16号","15301282361","威兰德大连","DDR234201276618","轮机管理","三管轮","","2011-03-12 00:00:00","DDR234201276618"
"142","田蓉卿","540826198501118455","西藏市神路街39号","15606430999","宏扬","JUB223200280497","轮机管理","二管轮","","2011-01-17 00:00:00","JUB223200280497"
"143","祁淑","441202197409307567","广东省广州市甜水园东街道家园甲6号","15103391108","国裕","YAV111200882127","船舶驾驶","船长","","2007-12-25 00:00:00","YAV111200882127"
"144","田世","231415198709235220","黑龙江省牡丹江市东北旺苗圃厂部一区平房23号","13708540855","维春","JZU314200352366","船舶电气","GMDSS限用操作员","","2011-01-15 00:00:00","JZU314200352366"
"145","狄莺昭","321511198612123704","江苏省南京市红霞中路北京荣源兴业水站旁","15600804394","威兰德WIN","BDY225201050106","轮机管理","机工","","2014-05-27 00:00:00","BDY225201050106"
"146","梅厚林","450106198104044114","广西市田村路京粮广场2楼","13702378993","威娜星","BFF131201180618","船舶驾驶","船长","","2009-03-31 00:00:00","BFF131201180618"
"147","黄琰","370101198005243145","山东省泰安市北七家镇燕城苑南区","13105125381","福满桥","YEN314200585053","船舶电气","GMDSS限用操作员","","2005-06-06 00:00:00","YEN314200585053"
"148","水枝姣","450728199506259340","广西市长辛店东三坡三里58号","15604633183","罗兰泉","JLE323200251774","船舶电气","GMDSS通用操作员","","2009-01-27 00:00:00","JLE323200251774"
"149","陶淑梅","460411199512297880","海南省海口市回龙观龙禧三街东亚上北北侧底商14-19","13304123259","正利香港","DCT235200166988","轮机管理","机工","","2006-11-15 00:00:00","DCT235200166988"
"150","邱勇翰","141409198905029451","山西省太原市北京丰台区临泓路1号","15600052868","向济","DQC123201165084","船舶驾驶","二副","","2010-03-06 00:00:00","DQC123201165084"
"151","席功","311706197411247637","上海市盘营沟路首城国际22号楼","15202046887","宏扬","YBJ115201398505","船舶驾驶","水手","","2009-05-04 00:00:00","YBJ115201398505"
"152","祝泽","440312198812109458","广东省广州市立汤路186号龙德广场5层","15200126406","威兰德WIN","JOL234201334854","轮机管理","三管轮","","2013-09-28 00:00:00","JOL234201334854"
