"34","锡山区","莲花街道办事处","大盈支路","无锡市锡山区莲花街道大盈支路","潘纯","居民身份证","321828197110124377","13507304723","经营用房","621204234","236","2012-12-25","无锡市房产管理局"
"35","翼城县","七贤街道办事处","茶陵北路","临汾市翼城县七贤街道茶陵北路","倪玲勤","居民身份证","411116197607313997","15607173367","商业用房","113819068","720","2015-02-28","临汾市房产管理局"
"36","桥东区","七里街道办事处","殿前路","张家口市桥东区七里街道殿前路","翟浩国","居民身份证","510907199504182728","15805254603","商业用房","914641228","223","2016-09-06","张家口市房产管理局"
"37","历城区","相南街道办事处","淀浦路","济南市历城区相南街道淀浦路","魏信","居民身份证","501702199101271179","15101566245","商业用房","720352536","627","2012-09-07","济南市房产管理局"
"38","桥西区","六里山街道办事处","大中路","张家口市桥西区六里山街道大中路","宋珠娟","居民身份证","110610197804163962","13204206847","经营用房","102246505","1192","2016-02-12","张家口市房产管理局"
"39","建华区","曲阳街道办事处","白杨路","齐齐哈尔市建华区曲阳街道白杨路","莫琦真","居民身份证","351103197901024721","15006695261","政府和公用设施","111645876","505","2016-05-19","齐齐哈尔市房产管理局"
"40","静海县","北下关街道办事处","长乐路","天津市静海县北下关街道长乐路","施香","居民身份证","340715197504129337","15102114056","商业用房","623409086","1105","2015-10-13","天津市房产管理局"
"41","天宁区","人民路街道办事处","枫泾北大街","常州市天宁区人民路街道枫泾北大街","蓝颖娣","居民身份证","351620198612262871","13807074030","商业用房","000612406","278","2012-08-25","常州市房产管理局"
"42","虹口区"," 东大街街道办事处","长清路","上海市虹口区 东大街街道长清路","邹奇","居民身份证","121612198808309149","15105561646","商业用房","404741527","391","2014-05-10","上海市房产管理局"
"43","鹰手营子矿区","紫柏街道办事处","滇池路","承德市鹰手营子矿区紫柏街道滇池路","安山","居民身份证","501627196912218178","13005562299","政府和公用设施","312927593","1004","2017-04-20","承德市房产管理局"
"44","珠山区","清河街道办事处","百熙路","景德镇市珠山区清河街道百熙路","何飘姣","居民身份证","461021199604102311","15307685395","工业用途","014750243","302","2015-12-13","景德镇市房产管理局"
"45","丰满区","漆园街道办事处","大场西街","吉林市丰满区漆园街道大场西街","金舒","居民身份证","120119198205113532","15306387674","商业用房","115228852","643","2014-06-10","吉林市房产管理局"
"46","下城区","永定门外街道办事处","重庆南路","杭州市下城区永定门外街道重庆南路","米馥","居民身份证","501113198706195652","15605052979","商业用房","304235076","1184","2011-11-18","杭州市房产管理局"
"47","乐亭县","天坛街道办事处","重庆南路","唐山市乐亭县天坛街道重庆南路","魏榕","居民身份证","330509198708161044","13200065673","商业用房","005839368","620","2016-08-06","唐山市房产管理局"
"48","滨江区","鑫源街道办事处","百色路","杭州市滨江区鑫源街道百色路","蓝艳","居民身份证","440512197603237498","15602624958","政府和公用设施","021233334","372","2014-06-04","杭州市房产管理局"
"49","东光县","八里庄街道 紫竹院街道办事处","朝阳门路","沧州市东光县八里庄街道 紫竹院街道朝阳门路","诸心","居民身份证","420616198406201328","13106696810","经营用房","602641480","1149","2011-10-31","沧州市房产管理局"
"50","丰台区","勉阳街道办事处","碧云路","北京市丰台区勉阳街道碧云路","尹学","居民身份证","370726197811308305","13003921950","住宅","800989305","243","2015-03-08","北京市房产管理局"
"51","永嘉县","汉山街道办事处","潮晖路","温州市永嘉县汉山街道潮晖路","姜俊","居民身份证","231007197801139526","15605907949","政府和公用设施","412528173","1099","2012-05-09","温州市房产管理局"
"52","藁城区","鼓楼街道办事处","碧江路","石家庄市藁城区鼓楼街道碧江路","丁保","居民身份证","220926198503246136","15108110544","商业用房","514468356","709","2015-05-09","石家庄市房产管理局"
"53","宽城区","紫柏街道办事处","昌里东路","长春市宽城区紫柏街道昌里东路","何策","居民身份证","370216199809037764","13308450130","工业用途","113451653","734","2012-10-08","长春市房产管理局"
"54","内丘县","汉山街道办事处","定边路","邢台市内丘县汉山街道定边路","韩祥顺","居民身份证","131813197911085381","15104421658","商业用房","625935909","540","2016-05-15","邢台市房产管理局"
"55","文水县","城南街道办事处","百色路","吕梁市文水县城南街道百色路","武爱妹","居民身份证","211109198605032024","15305308368","经营用房","214917415","922","2015-10-25","吕梁市房产管理局"
"56","海曙区","颍西街道办事处","亭林大通路","宁波市海曙区颍西街道亭林大通路","俞琦玲","居民身份证","411821198709023153","15707394530","商业用房","103347735","903","2017-02-25","宁波市房产管理局"
"57","安平县","北下关街道办事处","丹阳路","衡水市安平县北下关街道丹阳路","翟叶","居民身份证","371605198606276887","15102911810","文体娱乐设施","312219609","380","2017-03-16","衡水市房产管理局"
"58","东光县","白马山街道办事处","百色路","沧州市东光县白马山街道百色路","万萍","居民身份证","420309197812044522","13408588976","文体娱乐设施","803115964","1186","2015-01-14","沧州市房产管理局"
"59","开福区","龙江街道办事处","坝基桥后街","长沙市开福区龙江街道坝基桥后街","梁梦梦","居民身份证","441215197204095138","13508221609","工业用途","500149013","1178","2017-04-30","长沙市房产管理局"
"60","岳麓区","曲阳街道办事处","荡湾路","长沙市岳麓区曲阳街道荡湾路","穆婵欢","居民身份证","320805199503056572","13501623252","工业用途","001923261","999","2013-08-11","长沙市房产管理局"
"61","昌江区","京九街道办事处","安顺路","景德镇市昌江区京九街道安顺路","曹盛","居民身份证","371202197608137773","15903792195","住宅","821290719","130","2012-11-15","景德镇市房产管理局"
"62","鼓楼区","永定门外街道办事处","晨阳路","福州市鼓楼区永定门外街道晨阳路","樊榕","居民身份证","361028199410174191","15800334426","政府和公用设施","521143621","275","2015-10-21","福州市房产管理局"
"63","浮山县","紫柏街道办事处","成都南路","临汾市浮山县紫柏街道成都南路","龚才建","居民身份证","611225199407137729","13503304650","政府和公用设施","022169006","1078","2012-12-05","临汾市房产管理局"
"64","涞水县","崇文门外街道办事处","鳌山路","保定市涞水县崇文门外街道鳌山路","陈成轮","居民身份证","340209199210047550","15801789023","政府和公用设施","510494443","378","2014-11-01","保定市房产管理局"
"65","瓯海区","兴州街道办事处","车陈路","温州市瓯海区兴州街道车陈路","郭学","居民身份证","120106199510301851","15302946550","经营用房","613464940","875","2013-12-19","温州市房产管理局"
"66","曹妃甸区","北下关街道办事处","巡环西路","唐山市曹妃甸区北下关街道巡环西路","华之壮","居民身份证","520215199802198705","13208505987","文体娱乐设施","825559628","1058","2013-10-13","唐山市房产管理局"
"67","平定县","六里山街道办事处","百翎路","阳泉市平定县六里山街道百翎路","许芸","居民身份证","341812197410205341","13204680534","商业用房","322124773","796","2016-08-14","阳泉市房产管理局"
"68","交城县","鼓楼街道办事处","坝桥路","吕梁市交城县鼓楼街道坝桥路","平翔群","居民身份证","500704199101198734","13203550596","文体娱乐设施","724690784","328","2013-04-25","吕梁市房产管理局"
"69","铁西区"," 北关街道办事处","荡湾路","沈阳市铁西区 北关街道荡湾路","程莺颖","居民身份证","370505198105094169","15106006447","政府和公用设施","624218183","359","2015-10-19","沈阳市房产管理局"
"70","大东区","颍西街道办事处","白石公路","沈阳市大东区颍西街道白石公路","邱娟薇","居民身份证","431821197904222183","15903336391","住宅","724836298","152","2012-02-09","沈阳市房产管理局"
"71","稷山县","甘家口街道办事处","大场西街","运城市稷山县甘家口街道大场西街","吕朋豪","居民身份证","330128198601198806","15804883965","经营用房","615390271","1000","2012-04-28","运城市房产管理局"
"72","威县","四里新村街道办事处","大场东街","邢台市威县四里新村街道大场东街","石娜珍","居民身份证","320303198503078511","15707836738","工业用途","314449306","285","2013-07-20","邢台市房产管理局"
"73","浦口区","东关街道办事处","巡环西路","南京市浦口区东关街道巡环西路","刘青悦","居民身份证","351616197302053404","15501920504","文体娱乐设施","923294146","709","2011-09-16","南京市房产管理局"
"74","船营区","龙江街道办事处","曹丰路","吉林市船营区龙江街道曹丰路","贾枫","居民身份证","210104197308215541","13503828595","文体娱乐设施","302755634","1121","2012-08-02","吉林市房产管理局"
"75","桃城区","二七新村街道办事处","丁家桥路","衡水市桃城区二七新村街道丁家桥路","计莺晶","居民身份证","121301197208018193","15001333509","住宅","624807064","177","2013-03-27","衡水市房产管理局"
"76","船营区","二七新村街道办事处","百翎路","吉林市船营区二七新村街道百翎路","王秋","居民身份证","340213199405211713","13703754881","住宅","813951001","119","2016-08-22","吉林市房产管理局"
"77","盐田区","白马山街道办事处","长生街","深圳市盐田区白马山街道长生街","庞义","居民身份证","220420199808294468","15506643731","经营用房","301889157","980","2015-10-28","深圳市房产管理局"
"78","和平区","兴州街道办事处","翠钰路","天津市和平区兴州街道翠钰路","倪珠梦","居民身份证","421105197401239203","15805543974","文体娱乐设施","102824190","665","2014-08-12","天津市房产管理局"
"79","尧都区","城北街道办事处","白象路","临汾市尧都区城北街道白象路","谢瑶","居民身份证","231402197303086732","15804037391","商业用房","511341733","958","2016-05-21","临汾市房产管理局"
"80","满城县","相山东街道办事处","昌达路","保定市满城县相山东街道昌达路","罗朋茂","居民身份证","460105199811273599","15702801040","工业用途","121682214","281","2014-06-08","保定市房产管理局"
"81","越秀区","王官庄街道办事处","翠钰路","广州市越秀区王官庄街道翠钰路","段腾涛","居民身份证","371011197203261600","13201608717","政府和公用设施","922365132","458","2013-03-05","广州市房产管理局"
"82","路北区","舜玉路街道办事处","西渡北虹路","唐山市路北区舜玉路街道西渡北虹路","韩颖蕊","居民身份证","430726197910152414","13905681350","工业用途","104205405","611","2015-06-01","唐山市房产管理局"
"83","南郊区","勉阳街道办事处","月工路","大同市南郊区勉阳街道月工路","夏琰","居民身份证","130315199505078650","15700853268","商业用房","201312713","262","2012-02-19","大同市房产管理局"
"84","龙沙区","龙江街道办事处","陈恒路","齐齐哈尔市龙沙区龙江街道陈恒路","葛翔会","居民身份证","110110199211288897","13703470532","工业用途","320850532","455","2015-03-16","齐齐哈尔市房产管理局"
"85","青山区","泺源街道办事处","北洋泾路","武汉市青山区泺源街道北洋泾路","卜妹","居民身份证","321110197102115307","15202652732","文体娱乐设施","014386331","246","2015-06-23","武汉市房产管理局"
"86","越秀区","博望街道办事处","安图路","广州市越秀区博望街道安图路","黄梅艳","居民身份证","131026199407048246","13906627976","政府和公用设施","824652417","847","2011-07-25","广州市房产管理局"
"87","崂山区","北太平庄街道办事处","昌达路","青岛市崂山区北太平庄街道昌达路","戚辰","居民身份证","351205199110038193","15607987298","住宅","113171792","116","2013-10-05","青岛市房产管理局"
"88","榆社县","曲阳街道办事处","朝阳门路","晋中市榆社县曲阳街道朝阳门路","田凝佳","居民身份证","311206198705122043","15807060234","政府和公用设施","820876288","892","2016-05-10","晋中市房产管理局"
"89","镇海区","天坛街道办事处","安泰路","宁波市镇海区天坛街道安泰路","毛岚","居民身份证","120612197306222858","13308701093","经营用房","000735813","653","2011-11-07","宁波市房产管理局"
"90","藁城区","龙潭街道办事处","半径园弄","石家庄市藁城区龙潭街道半径园弄","贝星平","居民身份证","501124198104144488","15104341558","住宅","523387079","246","2015-12-27","石家庄市房产管理局"
"91","天心区","勉阳街道办事处","白象路","长沙市天心区勉阳街道白象路","霍婉霞","居民身份证","500203197811073257","15206488588","住宅","110152891","197","2016-03-15","长沙市房产管理局"
"92","武邑县","双山街道办事处","北城壕路","衡水市武邑县双山街道北城壕路","施平成","居民身份证","610918197803318566","13108404667","住宅","511230095","194","2011-10-15","衡水市房产管理局"
"93","静安区","双山街道办事处","长桥南街","上海市静安区双山街道长桥南街","严芸","居民身份证","611721197505219242","13001031936","住宅","121886596","218","2014-06-29","上海市房产管理局"
"94","北仑区","勉阳街道办事处","浦阳路","宁波市北仑区勉阳街道浦阳路","史航","居民身份证","111516197705225398","15100155465","经营用房","920972847","605","2016-03-21","宁波市房产管理局"
"95","内丘县","舜耕街道办事处","大治河路","邢台市内丘县舜耕街道大治河路","史宁","居民身份证","330415198403197352","15002525640","政府和公用设施","100695680","500","2013-03-03","邢台市房产管理局"
"96","金水区","魏家庄街道办事处","潮晖路","郑州市金水区魏家庄街道潮晖路","傅红","居民身份证","331109197612153772","15608657105","经营用房","105590684","554","2016-01-03","郑州市房产管理局"
"97","台安县","泉河街道办事处","班溪路","鞍山市台安县泉河街道班溪路","孟淑","居民身份证","440912199104243619","13901441027","经营用房","413746914","906","2015-05-14","鞍山市房产管理局"
"98","姑苏区","万寿路街道办事处","朝凤路","苏州市姑苏区万寿路街道朝凤路","柏乐山","居民身份证","421619197508017012","15204541257","住宅","714276294","207","2013-10-01","苏州市房产管理局"
"99","绿园区","勉阳街道办事处","保宁路","长春市绿园区勉阳街道保宁路","吴策","居民身份证","440603198201279252","15705097741","商业用房","310375396","533","2014-12-26","长春市房产管理局"
"100","黄石港区","魏家庄街道办事处","昌化路","黄石市黄石港区魏家庄街道昌化路","任平","居民身份证","511424198305028728","15700996635","经营用房","605654923","576","2014-10-25","黄石市房产管理局"
"101","立山区","汉中路街道办事处","茸康路","鞍山市立山区汉中路街道茸康路","卢武良","居民身份证","441615197903279558","15605611705","经营用房","004527776","429","2014-05-03","鞍山市房产管理局"
"102","越秀区","甘家口街道办事处","达山路","广州市越秀区甘家口街道达山路","张岚雪","居民身份证","361328199006109985","15705021890","政府和公用设施","322401398","664","2015-04-13","广州市房产管理局"
"103","朝阳区","二七新村街道办事处","瀛洲路","长春市朝阳区二七新村街道瀛洲路","裴静","居民身份证","140128196909092722","13900697907","政府和公用设施","420463331","246","2016-08-06","长春市房产管理局"
"104","天桥区","中山街街道办事处","堡港路","济南市天桥区中山街街道堡港路","谈有世","居民身份证","111123197601109630","13502148940","政府和公用设施","101479900","929","2014-04-14","济南市房产管理局"
"105","南长区","东关街道办事处","巴林路","无锡市南长区东关街道巴林路","水霭美","居民身份证","520220198603287911","15602638852","政府和公用设施","323958242","714","2012-09-28","无锡市房产管理局"
"106","二道区","清河街道办事处","碧云路","长春市二道区清河街道碧云路","纪才","居民身份证","431724197501132081","15801881164","工业用途","302897384","1197","2012-04-11","长春市房产管理局"
"107","黄石港区","崇文门外街道办事处","陈宝路","黄石市黄石港区崇文门外街道陈宝路","邢聪璧","居民身份证","520419198307096075","13206742309","经营用房","800385102","1124","2014-04-06","黄石市房产管理局"
"108","市北区","兴州街道办事处","浦逸路","青岛市市北区兴州街道浦逸路","屈梁","居民身份证","210918199801308911","15506598560","工业用途","624429477","996","2015-06-26","青岛市房产管理局"
"109","下花园区","汉中路街道办事处","大场西街","张家口市下花园区汉中路街道大场西街","丁腾林","居民身份证","130319198303063606","15903371237","政府和公用设施","122949675","786","2013-01-05","张家口市房产管理局"
"110","峰峰矿区","清河街道办事处","白漾一弄","邯郸市峰峰矿区清河街道白漾一弄","蔡彬致","居民身份证","330218197809236227","15004402667","政府和公用设施","804448477","1058","2014-06-19","邯郸市房产管理局"
"111","鹿城区","鼓楼街道办事处","长生街","温州市鹿城区鼓楼街道长生街","卞星刚","居民身份证","311409197807182199","13608052872","文体娱乐设施","111324062","529","2014-04-06","温州市房产管理局"
"112","双桥区","三堤口街道办事处","坝基桥后街","承德市双桥区三堤口街道坝基桥后街","戴平","居民身份证","330711199307171549","15807905173","文体娱乐设施","214534722","915","2013-04-28","承德市房产管理局"
"113","黄石港区","三堤口街道办事处","丁家桥路","黄石市黄石港区三堤口街道丁家桥路","江滢","居民身份证","610602198402183240","13502233881","住宅","310374896","139","2014-07-02","黄石市房产管理局"
"114","雨花区","七里街道办事处","成都北路","长沙市雨花区七里街道成都北路","于欢","居民身份证","111714199808168261","15803594277","商业用房","022686559","908","2012-04-10","长沙市房产管理局"
"115","鹿城区","清河街道办事处","长厍路","温州市鹿城区清河街道长厍路","宋元永","居民身份证","210513198503263311","15208723659","政府和公用设施","924235955","389","2011-07-19","温州市房产管理局"
"116","相城区","泉河街道办事处","车新公路","苏州市相城区泉河街道车新公路","成香滢","居民身份证","350205199008317670","15303063985","住宅","104410841","106","2014-01-20","苏州市房产管理局"
"117","永嘉县","泉河街道办事处","定边路","温州市永嘉县泉河街道定边路","孟芝莉","居民身份证","441022199811283768","15605918047","商业用房","423674772","972","2012-06-30","温州市房产管理局"
"118","鸠江区","泉河街道办事处","松江长桥南街","芜湖市鸠江区泉河街道松江长桥南街","舒惠美","居民身份证","431103199410209867","13205082355","住宅","103645977","188","2014-05-08","芜湖市房产管理局"
"119","枣强县","舜玉路街道办事处","滨州路","衡水市枣强县舜玉路街道滨州路","雷宜","居民身份证","350126199210281284","13007377458","住宅","315394950","233","2016-03-30","衡水市房产管理局"
"120","香坊区","北太平庄街道办事处","八字桥路","哈尔滨市香坊区北太平庄街道八字桥路","郭馨","居民身份证","371409197405267853","13203025726","工业用途","504117293","839","2015-01-06","哈尔滨市房产管理局"
"121","禹王台区","北下关街道办事处","长侯公路","开封市禹王台区北下关街道长侯公路","窦芳","居民身份证","140410198805316537","13702475060","商业用房","312962974","550","2014-04-13","开封市房产管理局"
"122","建华区","双山街道办事处","车石路","齐齐哈尔市建华区双山街道车石路","余娅","居民身份证","111214198612052917","15801998190","文体娱乐设施","924858929","905","2016-01-24","齐齐哈尔市房产管理局"
"123","盐湖区","北太平庄街道办事处","崇德路","运城市盐湖区北太平庄街道崇德路","席娴君","居民身份证","411315199405071341","15201821792","住宅","915162674","185","2016-04-09","运城市房产管理局"
"124","白云区","北下关街道办事处","长侯公路","广州市白云区北下关街道长侯公路","齐达超","居民身份证","500403197003077763","15302337788","经营用房","112456752","401","2012-11-27","广州市房产管理局"
"125","宣化县","舜耕街道办事处","长临路","张家口市宣化县舜耕街道长临路","罗绍","居民身份证","231824197512304541","15701727748","文体娱乐设施","022671784","279","2015-10-14","张家口市房产管理局"
"126","文水县","颍西街道办事处","亭林大通路","吕梁市文水县颍西街道亭林大通路","李永天","居民身份证","140801199511067931","15602711932","商业用房","401396885","865","2016-06-07","吕梁市房产管理局"
"127","海沧区","任圩街道办事处","城北路","厦门市海沧区任圩街道城北路","俞勤柔","居民身份证","521422199205061632","13707973675","住宅","811246746","242","2016-05-07","厦门市房产管理局"
"128","青山湖区","漆园街道办事处","九干路","南昌市青山湖区漆园街道九干路","程强家","居民身份证","610308199611177086","15903591354","工业用途","003392372","362","2014-07-15","南昌市房产管理局"
"129","下城区","白马山街道办事处","长岭路","杭州市下城区白马山街道长岭路","皮晶","居民身份证","131319197005281430","15904252763","住宅","425827604","242","2015-11-08","杭州市房产管理局"
"130","沁水县","泺源街道办事处","柏枝弄","晋城市沁水县泺源街道柏枝弄","谭河保","居民身份证","211112198012144718","13503905267","商业用房","212521714","773","2016-03-28","晋城市房产管理局"
"131","永年县","天坛街道办事处","金舸路","邯郸市永年县天坛街道金舸路","姚全","居民身份证","231823197106233542","13808460954","经营用房","104772223","235","2012-03-30","邯郸市房产管理局"
"132","相城区","文峰街道办事处","长联路","苏州市相城区文峰街道长联路","方坚","居民身份证","500718196909206527","15300428205","政府和公用设施","120558235","1013","2012-07-10","苏州市房产管理局"
"133","海沧区","任圩街道办事处","东泰路","厦门市海沧区任圩街道东泰路","鲍素嘉","居民身份证","530909197101213487","15904151785","住宅","023712191","108","2017-06-07","厦门市房产管理局"
"134","和平区","大观园街道办事处","板桥路","沈阳市和平区大观园街道板桥路","米思健","居民身份证","231001198203064624","15003458744","政府和公用设施","821341519","1108","2016-09-23","沈阳市房产管理局"
"135","晋源区","六里山街道办事处","庵后路","太原市晋源区六里山街道庵后路","秦元","居民身份证","501701199501071412","13506698291","住宅","711846090","193","2011-10-04","太原市房产管理局"
"136","李沧区","龙江街道办事处","坝桥路","青岛市李沧区龙江街道坝桥路","梁嘉","居民身份证","210316198410055822","13908054369","文体娱乐设施","525988155","1048","2017-01-25","青岛市房产管理局"
"137","平定县","羊坊店街道办事处","板桥路","阳泉市平定县羊坊店街道板桥路","傅嘉","居民身份证","410315199407179922","13507304160","文体娱乐设施","724161772","295","2011-08-21","阳泉市房产管理局"
"138","西塞山区","六里山街道办事处","成都南路","黄石市西塞山区六里山街道成都南路","白媛宜","居民身份证","511521199604262979","13300311365","文体娱乐设施","224373352","576","2014-10-09","黄石市房产管理局"
"139","下城区","龙潭街道办事处","佘山岛路","杭州市下城区龙潭街道佘山岛路","崔杰","居民身份证","501713198212094362","13700422238","住宅","205462273","174","2014-03-31","杭州市房产管理局"
"140","吴江区","七里山街道办事处","曹安公路","苏州市吴江区七里山街道曹安公路","米婵","居民身份证","120228198002149542","15103622740","政府和公用设施","725696126","907","2011-07-27","苏州市房产管理局"
"141","鼓楼区","东山街道办事处","报春路","南京市鼓楼区东山街道报春路","毕婵育","居民身份证","611816199609234903","15500078386","文体娱乐设施","001998003","337","2012-11-28","南京市房产管理局"
"142","江汉区","汉山街道办事处","常和路","武汉市江汉区汉山街道常和路","毛学梁","居民身份证","331812197503056237","15600077963","政府和公用设施","105482186","426","2016-07-04","武汉市房产管理局"
"143","连江县","海淀街道办事处","成园路","福州市连江县海淀街道成园路","伏勤贞","居民身份证","460604199302271710","13502605923","经营用房","123320400","1013","2013-08-18","福州市房产管理局"
"144","丰润区","庄周街道办事处","白城路","唐山市丰润区庄周街道白城路","周爽卿","居民身份证","140827198304064688","15306566331","文体娱乐设施","520846636","303","2016-12-04","唐山市房产管理局"
"145","江干区","汉中路街道办事处","包头南路","杭州市江干区汉中路街道包头南路","盛树","居民身份证","110128197408094696","15502391882","经营用房","615797464","642","2017-06-18","杭州市房产管理局"
"146","交城县","相山东街道办事处","安泰路","吕梁市交城县相山东街道安泰路","盛东有","居民身份证","131708198902228663","13808767142","文体娱乐设施","512450966","906","2017-01-02","吕梁市房产管理局"
"147","沙河口区","勉阳街道办事处","坝基桥后街","大连市沙河口区勉阳街道坝基桥后街","罗家","居民身份证","361012197007305034","13102284255","政府和公用设施","201330689","1131","2014-07-23","大连市房产管理局"
