"16","中共天津市平谷区委员会","娄坚之","海南省海口市望京商业中心中庭广场F座109","13704025010","2013-02-19","中共天津市平谷区委员会","中国利达集团北京利达华信电子有限公司江门办事处党支部","121004198902102476","2014-11-10"
"17","中共云南省丽江市庆城县委员会","谢馨","重庆市塔营北街北双桥村村委会西行10米","15300425565","2016-10-17","中共云南省丽江市庆城县委员会","中国鑫泰电缆桥架公司党支部","531718197205218037","2017-06-26"
"18","中共黑龙江省大庆市华亭县委员会","梁玲馨","陕西省宝鸡市立汤路与立军路交汇处西南角","15808568918","2015-04-24","中共黑龙江省大庆市华亭县委员会","中国北京阳光万通科技有限公司党支部","231123199105058257","2013-03-06"
"19","中共江苏省镇江市西固区委员会","平芝","北京市回龙观龙禧三街东亚上北北侧底商14-19","13702912095","2014-09-10","中共江苏省镇江市西固区委员会","中国长沙科辉电子有限公司党支部","320718198007147764","2014-05-26"
"20","中共山西省长治市庆元县委员会","平欢","福建省泉州市广安门外车站西街一号院底商","13902302906","2012-04-29","中共山西省长治市庆元县委员会","中国广州好艺家感应洁具有限公司武汉分公司党支部","141807197911025233","2014-02-09"
"21","中共河北省承德市民勤县委员会","戴霞眉","北京市良乡镇北潞园小区","13704543552","2013-09-20","中共河北省承德市民勤县委员会","中国贵阳福控自动化科技有限公司党支部","130902197202033032","2016-03-22"
"22","中共江苏省无锡市衢江区委员会","程欣","江苏省淮安市垂杨柳中街6号楼西侧平房","13603932491","2014-04-05","中共江苏省无锡市衢江区委员会","中国重庆仁本建材有限公司党支部","320427199903094385","2015-11-14"
"23","中共浙江省温州市江干区委员会","王全宏","重庆市横七条龙隆昌大厦底商","15301789013","2015-07-30","中共浙江省温州市江干区委员会","中国唐山陶瓷厂成都办事处党支部","330909199206193961","2016-07-14"
"24","中共浙江省金华市松阳县委员会","梅思","北京市北京朝阳区光华路soho219","13701878217","2014-03-04","中共浙江省金华市松阳县委员会","中国欣科嘉元电子通讯设备有限公司党支部","331513198511041945","2014-08-08"
"25","中共陕西省渭南市平谷区委员会","沈眉红","天津市前孙公园胡同11号","13200552826","2013-02-27","中共陕西省渭南市平谷区委员会","中国天津永大晟航商贸有限公司党支部","611819197408133228","2014-06-25"
"26","中共山西省大同市城关区委员会","郭飘雅","福建省漳州市长辛店东三坡三里58号","15702503901","2014-02-07","中共山西省大同市城关区委员会","中国江西芸林木业有限公司党支部","141026197106029470","2012-01-29"
"27","中共河南省安阳市德清县委员会","何毓","吉林省松原市百子湾路易构空间对面","15703233684","2014-03-31","中共河南省安阳市德清县委员会","中国重庆市高新技术产业开发区旭冉机电经营部党支部","411614197207105800","2013-09-17"
"28","中共江苏省镇江市甘谷县委员会","何晓","北京市魏公村路近北京理工大学中央民族大学国家图书馆","13607261741","2014-08-31","中共江苏省镇江市甘谷县委员会","中国山东德屹机电有限公司济南分公司党支部","320208197511036794","2012-04-15"
"29","中共山东省东营市安定区委员会","云爽","河南省新乡市朝阳路八里庄东里1号莱锦a区3号楼03a","13906881661","2014-05-16","中共山东省东营市安定区委员会","中国安华陶瓷洁具有限公司长沙总经销党支部","371620197201044705","2014-05-12"
"30","中共云南省保山市文成县委员会","顾绍","海南省三亚市毛纺西小区旁","15200652653","2014-01-27","中共云南省保山市文成县委员会","中国武汉诺克美佳商贸有限公司党支部","530304199310162163","2015-05-19"
"31","中共吉林省白山市路桥区委员会","傅琴","吉林省白山市西六环路永安社区东门旁","13601900782","2016-08-08","中共吉林省白山市路桥区委员会","中国贵阳永佳机械电器厂党支部","220608199507188879","2011-10-13"
"32","中共云南省昆明市肃州区委员会","甄保","天津市窦店镇瓦窑头夹克的虾房山店","13708354898","2016-10-18","中共云南省昆明市肃州区委员会","中国章丘市鑫发石材厂党支部","531704197609114931","2014-02-18"
"33","中共贵州省遵义市长兴县委员会","萧晓","北京市北青云路青云小区对面","15703170381","2012-03-23","中共贵州省遵义市长兴县委员会","中国扬州天喜塑胶有限公司党支部","520711199309271635","2012-03-08"
"34","中共江苏省淮安市金东区委员会","侯莉慧","海南省海口市神路街39号","15500923286","2012-05-05","中共江苏省淮安市金东区委员会","中国菏泽市牡丹区运祥不锈钢制品有限公司党支部","321522198207162796","2016-08-01"
"35","中共安徽省亳州市秦州区委员会","徐志","重庆市马连洼北路15号","13606847128","2014-05-09","中共安徽省亳州市秦州区委员会","中国金牛区迪龙物资商行党支部","341115198908107456","2013-02-23"
"36","中共江西省萍乡市山丹县委员会","奚朗泽","上海市立汤路186号龙德广场5层","15208254821","2013-12-02","中共江西省萍乡市山丹县委员会","中国济南市中天组培园艺用品供应中心党支部","360903198611307343","2015-07-23"
"37","中共广东省广州市磐安县委员会","甘眉颖","上海市四季青阜石路西山国际城甲69号11号楼107","13105877186","2013-01-02","中共广东省广州市磐安县委员会","中国广州奥特佳数控系统有限公司党支部","441509197705277646","2012-01-22"
"38","中共辽宁省鞍山市宣武区委员会","林元树","山西省忻州市大屯路华夏良子向东路口右转","15301148979","2013-11-16","中共辽宁省鞍山市宣武区委员会","中国小雪家具有限公司党支部","210504198410212532","2016-06-24"
"39","中共海南省三亚市宁县委员会","窦乐","湖北省黄石市西六环路永安社区东门旁","15704206670","2013-03-19","中共海南省三亚市宁县委员会","中国黔味绝特产商贸有限公司党支部","461819199601211806","2016-06-13"
"40","中共湖北省武汉市华亭县委员会","邓欣","江西省吉安市万寿路君安写字楼","15501336217","2014-11-05","中共湖北省武汉市华亭县委员会","中国天津弘道志远商贸有限公司党支部","420418198104152397","2012-02-28"
"41","中共贵州省遵义市黄岩区委员会","包世武","海南省海口市回龙观镇北清路1号院8号楼底商","15904838521","2012-09-14","中共贵州省遵义市黄岩区委员会","中国天津水泥厂津泥建材销售中心党支部","521725197203162496","2017-04-16"
"42","中共上海市龙游县委员会","周雅娟","安徽省蚌埠市悦邻生活服务广场幸福超市一层底商","13705190780","2016-10-13","中共上海市龙游县委员会","中国崇州市元通镇天泽物质经营部党支部","311714197706267339","2011-12-17"
"43","中共四川省绵阳市华亭县委员会","傅斌","重庆市朝阳北路青年汇104号楼底商102","13808186843","2015-05-23","中共四川省绵阳市华亭县委员会","中国湖南桃花江实业有限公司党支部","511014197402062172","2016-04-03"
"44","中共四川省攀枝花市南湖区委员会","项庆善","北京市北京丰台区临泓路1号","15307493746","2015-03-09","中共四川省攀枝花市南湖区委员会","中国张家港市富昶热能设备有限公司党支部","510224198607202738","2012-08-19"
"45","中共重庆市凉州区委员会","董凤滢","江西省景德镇市南环路53号悦荟万科广场B1","13606755166","2012-07-11","中共重庆市凉州区委员会","中国沙坪坝区泰瑞木制品厂党支部","501013197711167136","2016-03-22"
"46","中共陕西省铜川市顺义区委员会","薛艳","福建省泉州市朝阳路八里庄东里1号莱锦a区3号楼03a","13906436852","2013-02-21","中共陕西省铜川市顺义区委员会","中国济南海威营销服务有限公司党支部","611004197005223739","2013-09-04"
"47","中共湖南省衡阳市崇信县委员会","高雁","重庆市陆港城商业步行街内104-105号","15702130271","2013-03-27","中共湖南省衡阳市崇信县委员会","中国江西顺发木竹加工有限公司党支部","430423199507259178","2014-01-07"
"48","中共河北省秦皇岛市崇文区委员会","邱斌志","上海市东三环富力广场北天之骄子1-2-1002","13206963850","2014-06-14","中共河北省秦皇岛市崇文区委员会","中国北京远方动力可再生能源科技发展有限公司党支部","130902199812284343","2016-11-07"
"49","中共安徽省芜湖市崇信县委员会","廉有","重庆市长辛店东三坡三里58号","15505015864","2016-04-03","中共安徽省芜湖市崇信县委员会","中国贵州子谦伟业机械技术发展有限公司党支部","341106197805063377","2015-11-09"
"50","中共云南省曲靖市山丹县委员会","罗彩姣","天津市前孙公园胡同11号","13304502644","2012-03-14","中共云南省曲靖市山丹县委员会","中国绵阳市中海特钢有限责任公司党支部","531219198802142423","2011-11-08"
"51","中共江西省新余市海淀区委员会","穆伯河","辽宁省抚顺市欣宁街15号荟聚购物中心2楼","15904704212","2013-06-03","中共江西省新余市海淀区委员会","中国天津乐鑫商贸有限公司党支部","360325198905019430","2015-06-25"
"52","中共湖南省湘潭市麦积区委员会","贾行行","山东省青岛市东三环富力广场北天之骄子1-2-1002","13503621073","2017-05-10","中共湖南省湘潭市麦积区委员会","中国济南海威营销服务有限公司党支部","431319199008149871","2013-04-12"
"53","中共安徽省芜湖市上城区 委员会","包致","黑龙江省鸡西市魏公村路近北京理工大学中央民族大学国家图书馆","13502507942","2016-10-02","中共安徽省芜湖市上城区 委员会","中国北京壹图照明科技发展中心党支部","340108198309054222","2012-01-31"
"54","中共贵州省安顺市静宁县委员会","包宏","甘肃省嘉峪关市陆港城商业步行街内104-105号","15007575167","2016-07-17","中共贵州省安顺市静宁县委员会","中国四川省天祥照明有限公司党支部","521517197005297260","2015-10-01"
"55","中共山西省太原市海曙区委员会","奚冰","黑龙江省大庆市陆港城商业步行街内104-105号","15306124689","2014-03-29","中共山西省太原市海曙区委员会","中国扬州天喜塑胶有限公司党支部","140409199407138330","2016-02-22"
"56","中共江苏省镇江市西城区委员会","沈承宏","重庆市亚运村北苑路安慧里四区15号楼","15204788955","2012-01-30","中共江苏省镇江市西城区委员会","中国四川东进节能玻璃有限公司党支部","321704197708246549","2017-01-19"
"57","中共重庆市越城区委员会","管秋","四川省德阳市东三环富力广场北天之骄子1-2-1002","15804073038","2014-05-11","中共重庆市越城区委员会","中国台江县木材公司胶合板厂党支部","500806197208175709","2011-08-20"
"58","中共江西省景德镇市甘州区委员会","田志","湖南省岳阳市大栅栏西街88号","15907264477","2015-09-02","中共江西省景德镇市甘州区委员会","中国天津乐鑫商贸有限公司党支部","360927198504183178","2015-07-14"
"59","中共黑龙江省大庆市长兴县委员会","薛露","黑龙江省双鸭山市横七条龙隆昌大厦底商","15307004074","2012-05-17","中共黑龙江省大庆市长兴县委员会","中国石家庄宇泉环保设备有限公司四川办事处党支部","230518198908072115","2013-03-17"
"60","中共山东省济南市宁海县委员会","车进发","上海市十八里店周庄嘉园C区4号院西门北200米","15701159077","2012-08-02","中共山东省济南市宁海县委员会","中国海口龙华磐石石料加工厂党支部","371114199810047493","2012-03-25"
"61","中共黑龙江省双鸭山市苍南县委员会","梁聪","天津市立汤路186号龙德广场5层","13800873607","2012-07-29","中共黑龙江省双鸭山市苍南县委员会","中国哈尔滨益泰数码科技有限公司顾地黑龙江总代理党支部","230323197106146730","2013-11-13"
"62","中共山西省太原市越城区委员会","周文","福建省宁德市回龙观西大街9号 东亚上北 北侧底商16-10","13703132049","2012-02-28","中共山西省太原市越城区委员会","中国佛山市天虹艺术玻璃有限公司党支部","141717198806218922","2013-03-23"
"63","中共广东省广州市安定区委员会","尹园","天津市北七家镇燕城苑南区","13607301533","2011-10-24","中共广东省广州市安定区委员会","中国天津兵众混凝土有限公司党支部","440514197711285744","2013-03-08"
"64","中共浙江省温州市景泰县委员会","赵春","甘肃省酒泉市四季青阜石路西山国际城甲69号11号楼107","15906920177","2017-03-15","中共浙江省温州市景泰县委员会","中国江西瑞健康体设备有限公司党支部","330218198406294874","2017-01-06"
"65","中共辽宁省辽阳市黄岩区委员会","项河福","湖北省武汉市百子湾路易构空间对面","15606916619","2016-07-11","中共辽宁省辽阳市黄岩区委员会","中国济南品盛机电设备有限公司党支部","211008199501149019","2014-04-15"
"66","中共湖北省黄石市南湖区委员会","柯力","重庆市长辛店东三坡三里58号","13206716634","2013-07-31","中共湖北省黄石市南湖区委员会","中国红太阳洁具湖南总代理党支部","420703199310174484","2011-08-28"
"67","中共湖南省湘潭市红古区委员会","梁露枝","山西省晋城市陈家林2号盈实大厦向西150米","15005432065","2012-01-17","中共湖南省湘潭市红古区委员会","中国哈尔滨同心圆电线电缆有限公司党支部","430911198307133211","2012-07-21"
"68","中共黑龙江省牡丹江市瓯海区委员会","乐蕊兰","上海市丽园路彩虹新城小区北门东侧","15907263777","2017-03-28","中共黑龙江省牡丹江市瓯海区委员会","中国成都兴中航制冷设备工程有限公司党支部","231815197703031348","2016-12-28"
"69","中共陕西省铜川市桐庐县 委员会","严洁姬","山西省大同市朝阳北路青年汇104号楼底商102","15007640404","2017-05-06","中共陕西省铜川市桐庐县 委员会","中国保定市厚奇新能源科技有限公司党支部","611126198408137134","2014-04-23"
"70","中共河南省三门峡市海盐县委员会","皮环菲","辽宁省阜新市东三环富力广场北天之骄子1-2-1002","15901290066","2014-10-17","中共河南省三门峡市海盐县委员会","中国四川楚北混凝土有限公司党支部","411427197703163295","2014-06-02"
"71","中共福建省泉州市城关区委员会","白黛","湖北省襄樊市东三环富力广场北天之骄子1-2-1002","13103293124","2012-02-14","中共福建省泉州市城关区委员会","中国金达丰五金工具灯饰锁业电器党支部","351702198112292343","2016-03-05"
"72","中共吉林省白山市浦江县委员会","庞军","重庆市复兴路五棵松乐视体育生态中心内华熙live097商铺","13304073398","2012-07-30","中共吉林省白山市浦江县委员会","中国四川省天祥照明有限公司党支部","221319198703133574","2016-05-28"
"73","中共天津市金塔县委员会","彭德","上海市悦邻生活服务广场幸福超市一层底商","15002037033","2014-05-15","中共天津市金塔县委员会","中国南昌长运白云电器经销部党支部","121011199708281950","2015-10-07"
"74","中共四川省自贡市平川区委员会","丁珍晶","江苏省淮安市健安东路安贞西里二区3号楼","15904604590","2014-07-05","中共四川省自贡市平川区委员会","中国贵阳协和商贸有限责任公司党支部","511610197812034305","2015-06-28"
"75","中共广东省佛山市婺城区委员会","祝辰杰","四川省攀枝花市古城小街8号","15906525979","2011-10-26","中共广东省佛山市婺城区委员会","中国贵阳延通贸易有限公司党支部","441617198007176340","2013-04-23"
"76","中共贵州省安顺市金东区委员会","邵岩","云南省丽江市永旺国际商城","13307092127","2017-05-28","中共贵州省安顺市金东区委员会","中国毕节市磊亿电器经营部党支部","521706197002059769","2014-11-27"
"77","中共四川省成都市合水县委员会","蒋波","安徽省亳州市崇文门外大街国瑞购物中心3F西南","13205210436","2015-04-30","中共四川省成都市合水县委员会","中国哈尔滨凯撒管业有限公司党支部","511614199009271149","2014-05-15"
"78","中共上海市永昌县委员会","纪钧","上海市陆港城商业步行街内104-105号","15108724837","2014-10-22","中共上海市永昌县委员会","中国金牛区迪龙物资商行党支部","311225197402116371","2016-03-10"
"79","中共福建省宁德市南浔区委员会","穆志","上海市国贸附近","13604872211","2013-08-16","中共福建省宁德市南浔区委员会","中国北京美绿华技贸有限公司党支部","350617199106041118","2013-09-10"
"80","中共黑龙江省牡丹江市三门县委员会","谈思","福建省漳州市朝阳路八里庄东里1号莱锦a区3号楼03a","15104086205","2015-11-10","中共黑龙江省牡丹江市三门县委员会","中国唐山市和顺科技有限公司党支部","230827198402238576","2012-11-06"
"81","中共江苏省镇江市正宁县委员会","曹弘敬","北京市北七家镇燕城苑南区","13408486415","2015-06-20","中共江苏省镇江市正宁县委员会","中国东莞市绿王涂料经营部党支部","320702198207254068","2015-11-13"
"82","中共湖南省衡阳市岱山县委员会","郑生维","北京市复兴路五棵松乐视体育生态中心内华熙live097商铺","15004578848","2016-07-21","中共湖南省衡阳市岱山县委员会","中国四川东进节能玻璃有限公司党支部","430126197504118680","2014-02-27"
"83","中共安徽省阜阳市丰台区委员会","叶羽佳","天津市田村路京粮广场2楼","15902805850","2011-08-18","中共安徽省阜阳市丰台区委员会","中国江西鑫隆泰建材工业有限公司党支部","340621198605112622","2015-06-01"
"84","中共海南省海口市越城区委员会","项天清","甘肃省酒泉市东直门内大街5号楼（6）","15807280976","2013-01-30","中共海南省海口市越城区委员会","中国保定天泽林板业有限公司党支部","461214198103189216","2013-11-21"
"85","中共云南省丽江市临泽县委员会","江全世","辽宁省辽阳市回龙观新龙城北街北区15号龙虾33私房菜","13002158931","2013-09-26","中共云南省丽江市临泽县委员会","中国武汉金洋龙建材商贸有限公司党支部","530613199203174146","2013-02-05"
"86","中共安徽省亳州市开化县委员会","狄鸣博","重庆市南环路53号悦荟万科广场B1","15806253655","2012-08-04","中共安徽省亳州市开化县委员会","中国深圳宝安区联兴木业党支部","341124197706271642","2013-01-18"
"87","中共云南省昭通市金东区委员会","叶贵健","北京市回龙观镇北清路1号院8号楼底商","15304715555","2013-05-18","中共云南省昭通市金东区委员会","中国美高壁纸贵州省总代理党支部","530103198905128541","2015-08-30"
"88","中共贵州省遵义市海淀区委员会","阮雪嘉","吉林省松原市马连洼北路15号","13203630638","2011-11-02","中共贵州省遵义市海淀区委员会","中国无锡市太湖防腐材料有限公司党支部","521226198205049674","2014-08-07"
"89","中共北京市合水县委员会","汪福波","海南省三亚市双花园南里三区23号楼103室","15903055411","2016-02-03","中共北京市合水县委员会","中国天津市TOTO卫浴有限公司党支部","110904198607245570","2015-12-18"
"90","中共陕西省铜川市长兴县委员会","王勇朗","吉林省辽源市甜水园东街道家园甲6号","13405652139","2015-11-24","中共陕西省铜川市长兴县委员会","中国贵阳瑞山金属丝网有限公司党支部","610428199203129330","2016-04-29"
"91","中共四川省绵阳市桐庐县 委员会","严昌康","重庆市东直门内大街15-7号","15903008283","2014-08-25","中共四川省绵阳市桐庐县 委员会","中国三立灯饰公司党支部","511628197211166161","2015-01-15"
"92","中共四川省自贡市环县委员会","穆昌","江苏省无锡市回龙观龙禧三街东亚上北北侧底商14-19","15806928006","2015-01-03","中共四川省自贡市环县委员会","中国温州大本电器有限公司党支部","511528197703058340","2012-05-22"
"93","中共湖南省岳阳市泰顺县委员会","李素玲","陕西省铜川市亦庄荣昌东街地铁站旁","13002567673","2011-11-09","中共湖南省岳阳市泰顺县委员会","中国吉水县金竹板业有限公司党支部","431613197802133602","2011-10-18"
"94","中共黑龙江省齐齐哈尔市崇信县委员会","邵星","辽宁省沈阳市开放路113号南四层609室","13506494709","2016-11-25","中共黑龙江省齐齐哈尔市崇信县委员会","中国绵阳久信玻璃有限公司党支部","231124197001286748","2014-11-18"
"95","中共江西省九江市宁海县委员会","沈冰","上海市朝阳路八里庄东里1号莱锦a区3号楼03a","13805354766","2013-03-15","中共江西省九江市宁海县委员会","中国济南祥坤经贸有限公司党支部","360304197708051640","2017-01-07"
"96","中共天津市平谷区委员会","戴学风","江苏省无锡市吕家营餐饮街30号","13501448492","2015-11-13","中共天津市平谷区委员会","中国南昌博大装饰材料总汇党支部","121612197001241589","2014-03-29"
"97","中共湖南省岳阳市甘州区委员会","施华琬","云南省昆明市石佛营路与朝阳北路交叉口西北角串通店内","13805616067","2015-04-14","中共湖南省岳阳市甘州区委员会","中国天津乐鑫商贸有限公司党支部","431128199004195602","2013-06-03"
"98","中共北京市西固区委员会","崔娜","天津市北青云路青云小区对面","13302562156","2012-06-22","中共北京市西固区委员会","中国温州市龙湾天河正鑫电器党支部","110109198203283336","2012-10-06"
"99","中共浙江省杭州市安吉县委员会","司春","四川省攀枝花市成寿寺路136号中海城7号楼101-7室","13007385569","2015-04-23","中共浙江省杭州市安吉县委员会","中国欧雅壁纸樟树专卖店党支部","330803197205192761","2015-06-10"
"100","中共黑龙江省伊春市下城区委员会","谈若保","天津市长辛店东三坡三里58号","15302765990","2013-03-24","中共黑龙江省伊春市下城区委员会","中国北京天澄玻璃钢有限公司党支部","230714199903096916","2012-10-22"
"101","中共江苏省扬州市环县委员会","苏莲","陕西省宝鸡市站前街8号院","15901556617","2016-04-22","中共江苏省扬州市环县委员会","中国四川东进节能玻璃有限公司党支部","321222197203196877","2011-08-12"
"102","中共湖南省岳阳市常山县委员会","乔航信","浙江省杭州市东直门内大街10号楼-3号","15304590559","2017-02-26","中共湖南省岳阳市常山县委员会","中国上饶市建文电气成套有限公司党支部","431405198201203953","2012-06-14"
"103","中共贵州省遵义市金东区委员会","包善","河南省焦作市百子湾路29号","15107750055","2014-03-31","中共贵州省遵义市金东区委员会","中国北京市顺达丰泰机电经销部党支部","520627197203131686","2014-09-27"
"104","中共天津市江北区委员会","姜娥茗","重庆市华远好天地商业中心37号楼3层301室","13102987908","2013-10-30","中共天津市江北区委员会","中国沙坪坝区泰瑞木制品厂党支部","120106199307025843","2013-12-15"
"105","中共海南省海口市莲都区委员会","江风","江西省赣州市南环路53号悦荟万科广场B1","13202917525","2016-03-09","中共海南省海口市莲都区委员会","中国武汉丰澜板业制造有限公司南宁办事处党支部","461228198308221070","2013-01-25"
"106","中共江西省萍乡市磐安县委员会","韩晶","北京市砖厂南里33号楼3层","15605910421","2016-04-11","中共江西省萍乡市磐安县委员会","中国赣州百施得新型建材有限公司党支部","360825198211045247","2017-07-12"
"107","中共上海市会宁县委员会","乔玉娴","贵州省六盘水市广顺南大街悠乐汇610号楼107室","13408056855","2012-07-20","中共上海市会宁县委员会","中国天津市塘尔斯阀门厂党支部","310217197311142921","2017-04-07"
"108","中共河北省保定市清水县委员会","申玲","天津市东直门内大街5号楼（6）","13103844249","2011-07-16","中共河北省保定市清水县委员会","中国江苏星华机场设施有限公司党支部","131215198512311124","2014-10-19"
"109","中共四川省攀枝花市柯城区委员会","杜乐","四川省绵阳市文华西路赵记蜜制烤翅旁","13801977855","2014-08-10","中共四川省攀枝花市柯城区委员会","中国北京金隅股份有限公司党支部","510607198610035583","2016-10-27"
"110","中共重庆市龙游县委员会","皮善辉","天津市回龙观龙禧三街东亚上北北侧底商14-19","15806390608","2012-09-01","中共重庆市龙游县委员会","中国南康伟业木工厂党支部","500513197609233910","2016-08-14"
"111","中共湖南省邵阳市通渭县委员会","程贵有","北京市丽园路彩虹新城小区北门东侧","15702778867","2015-02-26","中共湖南省邵阳市通渭县委员会","中国江西顺发木竹加工有限公司党支部","430428197010085562","2013-07-29"
"112","中共黑龙江省双鸭山市门头沟区委员会","霍琬","上海市毛纺西小区旁","13303248915","2011-09-12","中共黑龙江省双鸭山市门头沟区委员会","中国四川合生力博机电设备有限公司党支部","230419199405022328","2014-04-01"
"113","中共重庆市江北区委员会","余秋","安徽省芜湖市万寿路君安写字楼","15101997667","2012-03-03","中共重庆市江北区委员会","中国上海汇丽地板贵州总代理党支部","500108199204171187","2015-05-05"
"114","中共吉林省白山市甘州区委员会","倪乐生","湖南省岳阳市黄寺大街佰隆大厦4层","13207740562","2012-11-15","中共吉林省白山市甘州区委员会","中国北京豪伟光业照明电器中心党支部","221708197910113617","2012-10-16"
"115","中共安徽省蚌埠市海曙区委员会","程静","上海市建国路93号万达广场16号楼103室","13707333950","2013-10-31","中共安徽省蚌埠市海曙区委员会","中国澳达斯灯饰名品生活馆党支部","340206199601168959","2014-11-02"
"116","中共广东省深圳市海淀区委员会","罗月","重庆市神路街39号","15207715369","2014-08-11","中共广东省深圳市海淀区委员会","中国贵阳市黔灵福热能设备有限公司党支部","441026197604058822","2013-01-02"
"117","中共上海市泾川县委员会","赵莉","甘肃省金昌市窦店镇瓦窑头夹克的虾房山店","13800923002","2016-04-06","中共上海市泾川县委员会","中国赛博陶瓷有限公司党支部","310202197307285039","2011-07-23"
"118","中共四川省广元市怀柔区委员会","魏弘","北京市石景山路2号北京台湾街C01区3号楼首层","15103850670","2013-03-31","中共四川省广元市怀柔区委员会","中国北京福达阳光太阳能设备厂党支部","511312197409077351","2014-08-22"
"119","中共贵州省贵阳市江北区委员会","韦志","重庆市南环路53号悦荟万科广场B1","15801193494","2016-08-21","中共贵州省贵阳市江北区委员会","中国湖北仁孚环保工程有限公司党支部","521406199004272643","2011-08-11"
"120","中共吉林省吉林市婺城区委员会","夏固楠","浙江省杭州市亚运村北苑路安慧里四区15号楼","13204631206","2013-04-12","中共吉林省吉林市婺城区委员会","中国温州市龙湾天河今创开关配件加工党支部","220311197106106727","2015-08-11"
"121","中共江苏省常州市金川区委员会","季芬贞","上海市砖厂南里33号楼3层","15203657741","2013-11-06","中共江苏省常州市金川区委员会","中国贵阳傲世达洁具有限公司党支部","320609199307058307","2011-09-30"
"122","中共湖北省荆州市皋兰县委员会","徐卿飘","云南省玉溪市北洼西里48号宝联体育公园院内手抓龙虾","15207345810","2015-01-06","中共湖北省荆州市皋兰县委员会","中国济南子杰商贸有限公司党支部","421318199401305636","2011-11-05"
"123","中共辽宁省抚顺市松阳县委员会","李超致","天津市黄村镇滨河街5号","13000780912","2012-12-19","中共辽宁省抚顺市松阳县委员会","中国中山环宇有限公司阳江办事处党支部","210706196909283344","2015-05-15"
"124","中共四川省德阳市房山区委员会","陆康士","重庆市回龙观西大街9号 东亚上北 北侧底商16-10","15004305698","2017-05-25","中共四川省德阳市房山区委员会","中国东莞市绿王涂料经营部党支部","510119199503291437","2013-04-20"
