"陶义兴","410901199610096720","导群村","13002246417","否","无","无","否","无","甘家口甲8号甘家口大厦南侧北方朗逸酒店","医药","天体物理学家"
"酆河哲","411118199607183506","泉溪村","15800354035","否","无","无","否","无","百子湾路16号百子园4号楼底商","医药","教练"
"茅邦","411602199605316115","阳垠山村","15506567683","是","轻工纺织大类","四个月","是","飞机","广安门外南滨河路87号","金融","演员"
"水进","411803199508023352","茶山社区","13706650080","是","公安与司法大类","四个月","是","轮船","天通东苑一区50号楼","新能源","建筑师"
"黄梁栋","420118199709053179","大为村","13906438525","否","无","无","是","高铁","外交部南街8号京华豪园1楼","电子信息","证券经纪人"
"成生龙","420602199803227582","茶山社区","15703938904","否","无","无","否","无","宏达路东口南150米","医药","面包师"
"花思","420627199507094691","峡溪村","15504797192","否","无","无","否","无","垂杨柳北里2号楼对面","运输","麻醉学家"
"康文","421516199709077226","冷溪山村","15501266184","否","无","无","是","轮船","太海路东50米","物流","推销员"
"齐怡婵","430109199610187260","珀塘村","15900064665","是","生物与化工大类","半年","否","无","三里屯北路19号三里屯太古里南区3层S9","医药","导游"
"酆良海","430424199804164291","铜盆江村","15008880261","否","无","无","是","火车","东三环北路38号院 民生保险大厦3层","新能源","证券经纪人"
"薛家","430508199602281398","紫霞园社区","15801195922","否","无","无","是","高铁","政府路8号","纺织","运动员"
"阮坚和","430707199503234034","永胜社区","13504377504","是","文化艺术大类","三个月","否","无","良乡长虹小区南门内100米","制造","教练"
"姚莎","430719199407306276","高洲村","13605092027","是","财经商贸大类","四个月","是","轮船","八里庄慈云寺1号院东区国际3号楼C座3A07","金融","木匠"
"熊炎德","431009199507042477","合井村","15200100968","是","电子信息大类","三个月","否","无","太仆寺街48号","医药","科学家"
"和以","431122199610236235","兴华村","15201981838","否","无","无","否","无","南三里屯路复星国际对面","机械","诗人"
"齐清","431418199701137557","晓阳溪村","13104506132","是","水利大类","五个月","是","飞机","玉带河东街西上园南门对面","机械","验尸官"
"奚信子","431712199710123345","望云山村","15202284422","否","无","无","是","火车","良乡68号","金融","牧师"
"郝发","440113199506141171","铜江村","15808245761","否","无","无","否","无","文学馆路芍药居16号楼","医药","养蜂人"
"尹群豪","440221199507039169","游家桥村","13204317592","否","无","无","是","高铁","通惠河南路雅世杰商务会馆北侧西行30米","新能源","骨科医生"
"薛钧冠","440908199506129450","合井村","15603786217","否","无","无","是","大巴","上下营路镇营罗镇中心卫生院对面","医药","程式设计师"
"董韵融","441325199611131318","洪塘社区","15002453528","否","无","无","是","火车","中关村北一街二条西口","法律","出纳员"
"朱素","441524199712132109","天龙村","13702865366","是","能源动力与材料大类","三个月","是","大巴","十里河闽龙广场4楼美食城","机械","教练"
"皮世","441710199706247088","新良村","13707441704","是","医药卫生大类","三个月","是","轮船","月坛南街30号万方西单商场3楼","医药","麻醉学家"
"臧莎","450509199411082750","雅里村","13808240153","是","农林牧渔大类","半年","否","无","慈云寺北里209号楼远洋未来汇购物中心F座1层","建筑","天文学家"
"郝平保","450804199607116068","望云山村","13801934131","是","土木建筑大类","一年","否","无","星火西路17号泛海国际底商","电子信息","演奏家"
"皮雪荣","451011199702029831","华溪村","15300527718","否","无","无","否","无","望花路3号","法律","推销员"
"卞贞","451403199504031677","老银村","15900418082","是","水利大类","三个月","是","火车","苹果园大街与苹果园路交叉口西北50米","物流","剧作家"
"常腾","451409199806182756","高洲村","13503642566","否","无","无","是","高铁","青年路西里国美餐饮街2号f9-2","物流","剧作家"
"彭以","451422199709214458","磨石村","13400623091","否","无","无","是","飞机","大白楼南路甲1号","制造","银行家"
"张武新","451511199501028683","江湾村","13802983782","是","能源动力与材料大类","一年","是","轮船","北房镇幸福西街30号北大门两侧","建筑","细菌学家"
"范全","451618199803257718","聚群村","13702401856","是","生物与化工大类","五个月","否","无","上地华联4层","制造","证券经纪人"
"赵乐","460125199411219773","新良村","13104763180","否","无","无","是","大巴","清河中街68号华润五彩城购物中心西区4层","金融","泥瓦匠"
"滕振壮","460703199703033130","洞下村","13200639030","是","生物与化工大类","四个月","是","火车","团结湖路48号","医药","麻醉学家"
"葛言","460727199612127825","大塘坑村","15901004093","否","无","无","否","无","阜通东大街花家地30号楼","运输","验尸官"
"安才发","461127199504162017","天龙村","13900283809","否","无","无","否","无","柳芳北里甲12号楼","金融","证券经纪人"
"罗雪荣","461717199712037422","大塘坑村","13302695575","是","资源环境与安全大类","三个月","否","无","颐和园路8号畅春园美食街A20A号","金融","指挥家"
"熊冰爽","500202199708204192","南山坪村","13807080578","否","无","无","否","无","北洼路30号天顺仁和写字楼A座二层","运输","作曲家"
"柏乐","500403199606084352","迈迹塘村","15901676630","否","无","无","否","无","东四环","机械","天文学家"
"戚琬茗","500417199801289345","和平社区","15505955525","否","无","无","是","高铁","呼家楼京广中心瑰丽酒店三层","新能源","律师"
"谢鹏泽","500423199708195788","紫霞园社区","13604745527","否","无","无","是","飞机","恒惠路建外SOHO西区11号楼1109室","制造","指挥家"
"郝富顺","500620199706283962","合井村","13105396712","是","土木建筑大类","一年","是","火车","李桥镇右堤路东方太阳城南门南70米","建筑","剧作家"
"黄彬","500624199804264436","高洲村","15205464855","是","电子信息大类","三个月","是","高铁","和敬路4号院20-5","金融","生物学家"
"沈永","500817199604259117","五罗村","15000403090","是","交通运输大类","一年","是","轮船","东三环劲松南路1号海文大厦1层","金融","化学家"
"闵峰","500916199709228835","永胜社区","13000991910","否","无","无","是","大巴","怡馨家园1号楼二门905室","机械","占星家"
"姚江超","501202199804243864","长岭社区","13506433524","否","无","无","否","无","仁和地区石园北区甲65号","纺织","飞行员"
"喻浩亮","501327199602135878","大为村","13507295273","是","财经商贸大类","三个月","否","无","九棵树大稿艺术区内","物流","音乐家"
"戚克伦","501414199606224718","永胜社区","13801053141","否","无","无","是","轮船","首都机场南路甲1号","电子信息","画家"
"米辉力","501424199407228966","龙口村","15902468462","否","无","无","否","无","广外大街手帕口西街广华轩4号楼","物流","会计"
"费河哲","501805199705204113","洞下村","13903723963","否","无","无","否","无","五棵松金沟河路19号，玉泉路与永定路中间","建筑","面包师"
"孔保","510817199807083256","杨柳村","15807952747","是","生物与化工大类","五个月","是","飞机","马连道南街1号附近","制造","飞行员"
"昌彪博","511328199612225854","双长村","13406285382","是","生物与化工大类","四个月","是","高铁","东轴斜街6号","金融","会计"
"朱澜","520111199706151599","高洲村","15203804834","否","无","无","否","无","安定门西大街3号","法律","书商"
"和江超","520210199706056566","游家桥村","13704704611","否","无","无","否","无","左家庄前街1号","法律","建筑师"
"孔雁蓓","520316199505108276","勤进村","15803974851","否","无","无","否","无","石景山路22号","制造","剧作家"
"潘进","520320199412272805","荷叶塘社区","15801370427","是","公安与司法大类","一年","否","无","安定门内大街252号","法律","生物学家"
"唐磊民","520827199512262396","九龙湾村","15508740634","否","无","无","是","轮船","三里河路41号，甘家口大厦南侧200米路西","医药","经纪人"
"项和","521116199410039271","新良村","15600595712","否","无","无","否","无","回龙观东大街创客广场西南角腾讯空间B座一二层","建筑","潜水员"
"杜茂进","521502199410236434","长岭社区","13904762055","否","无","无","否","无","丰体南路丰体时代","电子信息","教练"
"庞启","521703199504128357","太平洲村","13008381957","是","资源环境与安全大类","三个月","否","无","回龙观镇昌平路380号院33号楼1至2层10单元102","电子信息","生物学家"
"苏杰涛","530302199611096505","导群村","13101264616","否","无","无","否","无","建国路熏皮厂村12号","物流","导游"
"明奇","530413199803118035","永胜社区","15701412930","否","无","无","是","高铁","惠新东街19号","制造","指挥家"
"邹寒","530508199605122681","石门村","15602252841","是","生物与化工大类","四个月","否","无","农光里36楼南侧劲松农光里农贸市场一层3034","新能源","天体物理学家"
"褚晨辰","530524199610017108","五罗村","13606778347","否","无","无","否","无","马家堡东路蝎老金旁边","机械","海员"
"郑美娜","531005199610166474","竹塘村","13701093982","否","无","无","是","高铁","月亮河河滨路1号","运输","指导员"
"项彪博","531315199506215678","洪塘社区","13204294550","是","轻工纺织大类","四个月","是","高铁","万达金街A3-118","法律","指导员"
"俞宏言","531409199801215956","兴华村","15202651733","是","电子信息大类","一年","否","无","东直门内大街144号","新能源","导游"
"章融","531505199710319249","长岭社区","13805094317","否","无","无","否","无","冯村华润置地puls365二楼207室","医药","建筑师"
"马欢霄","531616199805109635","合井村","13406764268","否","无","无","是","火车","后海南沿丁1号","新能源","麻醉学家"
"狄蕊薇","531708199409147682","石门村","15906786572","是","财经商贸大类","五个月","是","轮船","城南街道南口路29号L3-037-1","电子信息","诗人"
"李承乐","540204199410056890","新花园村","15003360182","否","无","无","否","无","三里河路41号，甘家口大厦南侧200米路西","建筑","音乐家"
"张彪博","540206199605153432","阳垠山村","15500290772","是","能源动力与材料大类","半年","否","无","蒲黄榆路芳古园一区9号楼","物流","记者"
"赵绍功","540409199604238342","红星村","13006066876","是","装备制造大类","三个月","否","无","中关村大街15-3号","医药","化学家"
"伏纯毓","540724199711118072","导群村","15907446256","是","装备制造大类","五个月","是","飞机","芦花路44号","机械","音乐家"
"闵轮翰","541408199803044144","花路洲村","13904475030","是","装备制造大类","一年","是","轮船","首都机场路89号5-13","金融","泥瓦匠"
"蒋瑾颖","541811199706222040","南塘村","15706524746","否","无","无","否","无","王府井小吃街西口","新能源","演奏家"
"朱馥","610125199512152963","叶家村","13500367745","是","旅游大类","一年","否","无","顺一条8号","运输","银行家"
"秦钧冠","610203199607241263","双长村","13905618391","是","农林牧渔大类","四个月","是","高铁","后南仓小区","金融","导游"
"茅楠榕","610320199610034275","兴华村","13703596687","否","无","无","否","无","北新华街96号","运输","养蜂人"
"尹星","610623199603222240","荆枝村","15006875696","否","无","无","否","无","雍和宫大街153号交道口北三条内","建筑","会计"
"秦风航","610817199510021221","洞下村","13104376891","否","无","无","是","轮船","平房乡黄杉木店路产业园区4号院106室","制造","占星家"
"郎霄","611011199710281940","南塘村","13501194855","否","无","无","否","无","红坊路","制造","书商"
"尤维启","611207199508234827","文昌村","15202273510","是","装备制造大类","三个月","否","无","西客站南路东局乙8号","建筑","画家"
"杨芳","611523199505123427","高田村","15601975576","是","轻工纺织大类","三个月","否","无","前门廊坊二条8号","电子信息","经纪人"
"梁亮","620205199702192635","石门村","13903034771","否","无","无","否","无","朝阳北路青年汇三期102号楼301室","纺织","麻醉学家"
"谈宁","620418199603156845","丰云村","13004732680","是","医药卫生大类","一年","是","火车","方庄芳古园一区24号楼底商","物流","画家"
"彭泽","620511199408138100","竹山塘社区","13605332121","是","资源环境与安全大类","五个月","否","无","农光里36楼南侧劲松农光里农贸市场一层3034","金融","科学家"
"余宜可","621807199703085982","紫霞园社区","15904452494","否","无","无","是","高铁","首都体院馆南路16号10号平房","新能源","书商"
"雷旭","630217199712315967","高田村","15004566492","是","土木建筑大类","三个月","是","轮船","车公庄大街9号院五栋大楼A栋1单元1楼","新能源","电工"
"褚风航","631116199805183810","紫霞园社区","13405847036","是","农林牧渔大类","四个月","是","飞机","乔健里2号","法律","空中交通管制员"
"彭爽","631303199805264113","罗公湾村","15602496894","否","无","无","否","无","广渠门外大街东三环双井桥西100米路南","金融","公务员"
"臧舒","631616199604162739","保和村","15800448412","否","无","无","是","大巴","通惠河南路雅世杰商务会馆北侧西行30米","机械","美容师"
"张震","631624199702157095","老银村","13105948964","否","无","无","是","大巴","刘林池北京世博贸易有限公司","建筑","化学家"
"史彪博","631807199603293877","阮乐村","13301050836","否","无","无","否","无","大灰厂东路西50米","建筑","面包师"
"曹彬","640111199412011163","丰云村","13908770872","否","无","无","是","大巴","金盏路京客隆对面","法律","海员"
"汪亮","640621199502112986","大田村","13808242159","否","无","无","否","无","科学院南路双榆树东里甲8号","纺织","天体物理学家"
"严岩中","641126199409242487","文昌村","13904155983","否","无","无","否","无","知春路城铁站对面","医药","骨科医生"
"彭君琴","641503199606051015","蔡花村","13202311593","否","无","无","否","无","月亮河河滨路1号","建筑","推销员"
"黄子","650610199702227103","井长村","13407023259","否","无","无","是","火车","CBD东三环中7号财富中心4号楼E203","物流","诗人"
"张安","650625199608024928","砚冲村","15601976183","否","无","无","否","无","展春园西路2号院蓟鑫大厦南侧2-3层","新能源","空中交通管制员"
"湛启","651024199708293009","冷溪山村","13402124304","是","轻工纺织大类","四个月","否","无","穆家峪镇阁老峪华润希望小镇5-1","医药","演奏家"
"余振壮","651305199804266378","叶家村","15005020463","是","土木建筑大类","一年","否","无","东升镇西三旗昌临801号院18-17、18-18、18-19、18-20、18-21、18-22、18-23、18-24室","新能源","教育家"
"邵彬","651326199712036344","白窑山村","15500398961","否","无","无","否","无","管庄西里21号楼","运输","天文学家"
"沈晨辰","651420199604256370","上花园村","13306944128","否","无","无","是","火车","管庄西里21号楼","制造","海员"
"魏姣","651422199502224387","富龙村","15200276398","否","无","无","否","无","东直门内大街288-3号","医药","生物学家"
"汪启","651722199707184036","丰云村","13203075335","是","医药卫生大类","半年","是","轮船","高碑店路99号CBD国际高尔夫球会别墅27栋","医药","书商"
"卫以","710409199708225121","冷溪山村","13105653574","是","医药卫生大类","三个月","是","飞机","紫竹院路80号","纺织","作曲家"
"尹致树","710619199701299982","杨竹塘村","13903503414","是","财经商贸大类","五个月","否","无","蓑衣胡同23号院","新能源","银行家"
"马澜","710818199503313895","九龙湾村","15602164964","是","能源动力与材料大类","一年","是","大巴","三里屯路19号三里屯太古里北区地下一层","金融","会计"
"范贞","711210199610289671","铜江村","15007245859","否","无","无","是","大巴","新顺南大街8号BHGMall4层","法律","作曲家"
"顾茂进","711804199408148482","新良村","13606115078","是","土木建筑大类","半年","是","轮船","北河沿大街159-2号","运输","运动员"
"尹巧","810228199707087568","龙富村","13508338961","否","无","无","否","无","崇文门外大街3-5号新世界百货青春馆3楼","纺织","演奏家"
"唐馥","810422199807167469","木梁村","13104886986","否","无","无","否","无","沙河镇老牛湾村口200米路西","新能源","潜水员"
"米荷丹","810628199501081784","龙口村","13500082771","是","生物与化工大类","三个月","否","无","东关新村abc英语幼儿园对面一层","制造","银行家"
"乐学祥","810722199505122255","高田村","13004301967","是","旅游大类","五个月","否","无","酒仙桥南路9号星月亮马酒店B1楼","建筑","证券经纪人"
"纪亮","810926199508269339","新良村","13502576586","否","无","无","是","轮船","车公庄大街9号院五栋大楼A栋1单元1楼","制造","飞行员"
"孙元全","811225199601229281","荆枝村","13902647693","是","生物与化工大类","一年","否","无","学院南路四道口33号艺海商务酒店1楼","电子信息","化学家"
