"苏言","130825199712011166","专科","重庆富金春土石方工程有限公司","中级计算机软件产品检验员","中级","计算机软件产品检验员","北京合弘贸易有限公司","2019-04-03","E064405204660","新闻传播大类","五类"
"毛勇毅","131315199506302563","硕士研究生","广州伟生咨询管理有限责任公司","低级计算机软件产品检验员","低级","计算机软件产品检验员","济南浩通聚环境建设股份有限公司","2019-05-30","M009276086868","能源动力与材料大类","五类"
"孙淑","140210199606082216","本科","天津广光浩国际工程技术有限公司","高级计算机软件产品检验员","高级","计算机软件产品检验员","厦门永吉耀建筑产业集团有限公司","2019-04-14","O034576039964","旅游大类","四类"
"马绍功","140315199701285835","专科","广州凯汇多建筑装饰工程有限公司","高级音视频设备检验员","高级","音视频设备检验员","大连宝千建筑产业集团有限公司","2019-05-19","I091546622207","轻工纺织大类","三类"
"朱梁栋","140424199710127560","本科","济南汇盛聚计装饰工程有限责任公司","高级计算机软件产品检验员","高级","计算机软件产品检验员","北京亚泰庆土石方工程有限公司","2019-04-01","B053496331453","农林牧渔大类","五类"
"许才发","140526199806242022","博士研究生","南京成同物业管理有限公司","低级电子元器件检验员","低级","电子元器件检验员","成都安生国际工程技术有限公司","2019-04-10","B070731871382","交通运输大类","一类"
"余桂","140807199505021549","本科","杭州美辉环境建设股份有限公司","中级计算机软件产品检验员","中级","计算机软件产品检验员","上海飞润福咨询管理有限责任公司","2019-03-21","Q096480127410","教育与体育大类","二类"
"奚荷丹","140828199603121131","硕士研究生","大连进安环境建设股份有限公司","低级计算机软件产品检验员","低级","计算机软件产品检验员","杭州洪庆国际工程技术有限公司","2019-05-01","Q088682320041","水利大类","三类"
"梁霭","141308199607204111","专科","广州合台皇房地产开发有限公司","高级计算机软件产品检验员","高级","计算机软件产品检验员","厦门同贵源建筑装饰工程有限公司","2019-03-08","M057886860160","医药卫生大类","四类"
"郎欣","150407199512081761","专科","上海弘富土石方工程有限公司","低级计算机软件产品检验员","低级","计算机软件产品检验员","广州合台皇房产经纪有限公司","2019-06-12","J019309036715","电子信息大类","二类"
"伏华","150504199610056797","本科","厦门丰鼎吉国际工程技术有限公司","低级计算机软件产品检验员","低级","计算机软件产品检验员","深圳伟生贸易有限公司","2019-04-07","H085014869683","文化艺术大类","四类"
"安冠","150623199805303408","本科","广州丰鼎吉环境建设股份有限公司","中级音视频设备检验员","中级","音视频设备检验员","深圳美飞物业管理有限公司","2019-04-10","K009707720473","医药卫生大类","四类"
"葛刚","150902199501211802","本科","南京亨本同贸易有限公司","高级音视频设备检验员","高级","音视频设备检验员","北京丰巨咨询管理有限责任公司","2019-05-23","H000703971953","能源动力与材料大类","二类"
"明时","151711199410185074","博士研究生","沈阳亨浩咨询管理有限责任公司","低级电子元器件检验员","低级","电子元器件检验员","厦门广光浩土石方工程有限公司","2019-06-25","A008715580975","土木建筑大类","一类"
"吴琼勤","210503199801196538","博士研究生","上海美成土石方工程有限公司","高级计算机检验员","高级","计算机检验员","广州通浩房产经纪有限公司","2019-04-09","J045219661926","能源动力与材料大类","四类"
"狄震","210509199407278573","博士研究生","济南公义贸易有限公司","高级电子元器件检验员","高级","电子元器件检验员","厦门荣中建筑装饰工程有限公司","2019-03-31","K041351871793","电子信息大类","四类"
"喻秀娟","210806199702123918","专科","重庆合弘建筑产业集团有限公司","中级计算机检验员","中级","计算机检验员","成都瑞万百房地产开发有限公司","2019-03-16","G014045003844","轻工纺织大类","二类"
"姚秀娟","211001199803149547","本科","北京荣德顺咨询管理有限责任公司","高级计算机检验员","高级","计算机检验员","深圳光福巨贸易有限公司","2019-05-01","H063110662050","农林牧渔大类","四类"
"计亚","211118199505127068","专科","杭州宏鑫国际工程技术有限公司","高级计算机检验员","高级","计算机检验员","北京裕茂环境建设股份有限公司","2019-03-14","F083088679359","教育与体育大类","一类"
"岑梦","211408199704298637","硕士研究生","广州汇盛聚科技有限公司","低级计算机软件产品检验员","低级","计算机软件产品检验员","北京东裕科技有限公司","2019-05-01","B062383974308","能源动力与材料大类","一类"
"臧坚和","211612199612119563","本科","广州公华环境建设股份有限公司","低级计算机检验员","低级","计算机检验员","成都合台皇建筑装饰工程有限公司","2019-03-01","O070983918904","旅游大类","五类"
"葛策腾","220725199601106362","博士研究生","济南聚荣信集团股份有限公司","高级计算机软件产品检验员","高级","计算机软件产品检验员","广州佳泰贵物业管理有限公司","2019-05-12","Q014451602949","装备制造大类","五类"
"谢武新","221025199606124568","博士研究生","厦门元宏建筑产业集团有限公司","低级计算机软件产品检验员","低级","计算机软件产品检验员","济南凯汇多建筑装饰工程有限公司","2019-03-02","M072596508946","食品药品与粮食大类","二类"
"臧启","230711199510073009","硕士研究生","天津美成集团股份有限公司","高级计算机软件产品检验员","高级","计算机软件产品检验员","上海荣中建筑产业集团有限公司","2019-03-31","B070581658347","电子信息大类","二类"
"邹心邦","230716199703132018","硕士研究生","南京盛永集团股份有限公司","中级音视频设备检验员","中级","音视频设备检验员","深圳全盛台科技有限公司","2019-04-22","J022573358853","能源动力与材料大类","三类"
"酆冰爽","231624199507091554","硕士研究生","成都通满科技有限公司","中级计算机软件产品检验员","中级","计算机软件产品检验员","成都进吉洪贸易有限公司","2019-04-22","S019345598853","土木建筑大类","二类"
"米佳嘉","310204199707291939","本科","天津宝千科技有限公司","低级音视频设备检验员","低级","音视频设备检验员","沈阳荣德顺集团股份有限公司","2019-04-11","B098372472975","食品药品与粮食大类","一类"
"祁凤","310705199606051436","博士研究生","北京弘富科技有限公司","高级电子元器件检验员","高级","电子元器件检验员","天津飞润福咨询管理有限责任公司","2019-04-02","C051568233641","装备制造大类","四类"
"郑涛","310719199708269103","博士研究生","厦门进安土石方工程有限公司","高级计算机软件产品检验员","高级","计算机软件产品检验员","厦门福富巨建筑产业集团有限公司","2019-06-03","R055582975792","电子信息大类","五类"
"鲍朗伯","310911199708248016","博士研究生","重庆本凯股份有限公司","高级计算机软件产品检验员","高级","计算机软件产品检验员","北京进安环境建设股份有限公司","2019-04-24","R080069619280","新闻传播大类","二类"
"杜霭","320526199706101227","博士研究生","天津昌晶美股份有限公司","高级音视频设备检验员","高级","音视频设备检验员","济南美辉咨询管理有限责任公司","2019-05-09","J002149144074","财经商贸大类","二类"
"酆月莺","320705199711169352","本科","深圳升盈建筑产业集团有限公司","高级计算机检验员","高级","计算机检验员","沈阳亚泰庆贸易有限公司","2019-06-03","S027773938676","生物与化工大类","一类"
"蒋泰盛","320924199512059587","博士研究生","厦门丰成富建筑装饰工程有限公司","低级计算机检验员","低级","计算机检验员","杭州洪源贸易有限公司","2019-06-03","O063038417687","文化艺术大类","四类"
"戴强军","321016199501033348","专科","广州亨浩环境建设股份有限公司","中级电子元器件检验员","中级","电子元器件检验员","广州盛永集团股份有限公司","2019-05-06","B038515371310","能源动力与材料大类","四类"
"闵媛艳","321806199701214083","本科","杭州利庆优计装饰工程有限责任公司","高级音视频设备检验员","高级","音视频设备检验员","南京元春本建筑产业集团有限公司","2019-04-26","N009431016006","能源动力与材料大类","一类"
"柳飞彬","321812199702057077","专科","成都元春本土石方工程有限公司","高级电子元器件检验员","高级","电子元器件检验员","重庆美辉国际工程技术有限公司","2019-03-08","J050335504078","装备制造大类","四类"
"闵浩亮","330817199602158464","本科","南京广洪宝房产经纪有限公司","高级计算机检验员","高级","计算机检验员","上海干晶合股份有限公司","2019-04-04","F091417387497","医药卫生大类","一类"
"常克伦","331422199703076884","硕士研究生","济南宝千房产经纪有限公司","中级电子元器件检验员","中级","电子元器件检验员","大连昌晶美咨询管理有限责任公司","2019-05-25","F015777224025","财经商贸大类","一类"
"庞裕","331613199606186322","专科","重庆隆新正建筑装饰工程有限公司","高级计算机检验员","高级","计算机检验员","大连祥耀房产经纪有限公司","2019-06-11","S067224826200","装备制造大类","五类"
"杨清","331616199805044211","硕士研究生","厦门弘富土石方工程有限公司","中级音视频设备检验员","中级","音视频设备检验员","成都洪生房产经纪有限公司","2019-06-10","P067587133934","轻工纺织大类","三类"
"戴民","331702199502164296","硕士研究生","北京顺合伟集团股份有限公司","中级音视频设备检验员","中级","音视频设备检验员","大连聚荣信集团股份有限公司","2019-05-11","Q097771988388","装备制造大类","三类"
"于全","331707199507319836","博士研究生","南京光信计装饰工程有限责任公司","中级电子元器件检验员","中级","电子元器件检验员","大连全信物业管理有限公司","2019-05-07","M041495567547","资源环境与安全大类","三类"
"王胜","331820199504065077","专科","沈阳长正升国际工程技术有限公司","中级计算机软件产品检验员","中级","计算机软件产品检验员","广州合弘咨询管理有限责任公司","2019-04-16","J085630468548","教育与体育大类","五类"
"席厚庆","340315199706147981","硕士研究生","南京华飞股份有限公司","高级计算机软件产品检验员","高级","计算机软件产品检验员","广州康百通咨询管理有限责任公司","2019-05-12","S005220504402","旅游大类","一类"
"金裕","340627199609168209","本科","大连通浩环境建设股份有限公司","低级电子元器件检验员","低级","电子元器件检验员","济南伟生股份有限公司","2019-04-20","B054053725226","文化艺术大类","二类"
"郑昌成","340807199505101505","博士研究生","大连干裕国际工程技术有限公司","中级电子元器件检验员","中级","电子元器件检验员","大连飞凯建筑装饰工程有限公司","2019-04-25","B025699446447","公安与司法大类","四类"
"雷聪澜","340922199510221006","硕士研究生","杭州富金春物业管理有限公司","中级音视频设备检验员","中级","音视频设备检验员","上海聚荣信贸易有限公司","2019-04-28","D033592897412","水利大类","三类"
"蓝仁","341025199711029926","硕士研究生","北京飞凯房地产开发有限公司","高级计算机检验员","高级","计算机检验员","深圳公本利计装饰工程有限责任公司","2019-06-03","J013435855956","财经商贸大类","二类"
"郑妹","341201199507019924","专科","深圳宏鑫土石方工程有限公司","中级音视频设备检验员","中级","音视频设备检验员","厦门美飞土石方工程有限公司","2019-06-08","N033469315657","电子信息大类","三类"
"范育","341601199408215581","硕士研究生","厦门全盛台建筑产业集团有限公司","中级计算机检验员","中级","计算机检验员","天津洪庆股份有限公司","2019-03-21","K044744706843","资源环境与安全大类","四类"
"闵广志","341612199602072607","本科","广州台久房产经纪有限公司","中级音视频设备检验员","中级","音视频设备检验员","南京全信贸易有限公司","2019-06-14","C024512886317","文化艺术大类","二类"
"滕功","341626199709279792","本科","上海凯弘计装饰工程有限责任公司","中级音视频设备检验员","中级","音视频设备检验员","天津安生房产经纪有限公司","2019-06-12","D031957013437","水利大类","二类"
"罗晓","350113199411271062","硕士研究生","杭州荣中股份有限公司","低级电子元器件检验员","低级","电子元器件检验员","广州进吉洪土石方工程有限公司","2019-05-14","K048267915225","生物与化工大类","三类"
"柳纯毓","350726199606092834","专科","济南光福巨房产经纪有限公司","高级计算机软件产品检验员","高级","计算机软件产品检验员","上海通浩建筑装饰工程有限公司","2019-03-22","C004451049898","农林牧渔大类","二类"
"郎钧冠","351107199411274895","本科","北京宝千环境建设股份有限公司","中级电子元器件检验员","中级","电子元器件检验员","上海凯汇多贸易有限公司","2019-03-10","K074942218614","装备制造大类","二类"
"阮敬震","351210199610126533","本科","北京成同科技有限公司","低级计算机检验员","低级","计算机检验员","厦门光福巨贸易有限公司","2019-03-13","S058518247908","轻工纺织大类","一类"
"吴士以","351503199803225032","专科","成都东裕咨询管理有限责任公司","低级音视频设备检验员","低级","音视频设备检验员","北京成同房产经纪有限公司","2019-06-28","K069457675770","电子信息大类","一类"
"郝中","360613199409161190","硕士研究生","上海进吉集团股份有限公司","高级音视频设备检验员","高级","音视频设备检验员","杭州安生咨询管理有限责任公司","2019-03-25","J046420437667","土木建筑大类","三类"
"杨进","360826199706227065","博士研究生","成都美飞建筑装饰工程有限公司","高级计算机检验员","高级","计算机检验员","成都安生贸易有限公司","2019-03-08","D047099562868","食品药品与粮食大类","五类"
"苗环","361225199802274078","专科","大连洪庆房产经纪有限公司","中级音视频设备检验员","中级","音视频设备检验员","天津升盈物业管理有限公司","2019-04-18","K052602539698","农林牧渔大类","二类"
"薛清","361519199601246401","专科","南京汇盛聚集团股份有限公司","中级计算机检验员","中级","计算机检验员","济南春和贸易有限公司","2019-04-23","A083281346741","公安与司法大类","一类"
"曹达安","361527199712241334","本科","天津美飞物业管理有限公司","低级音视频设备检验员","低级","音视频设备检验员","北京进吉股份有限公司","2019-03-31","J067022140963","电子信息大类","五类"
"施泽","370225199506291739","本科","厦门汇盛聚建筑产业集团有限公司","高级音视频设备检验员","高级","音视频设备检验员","北京进吉洪环境建设股份有限公司","2019-04-22","D029009166246","财经商贸大类","二类"
"酆康星","370803199706094287","硕士研究生","天津元宏环境建设股份有限公司","高级电子元器件检验员","高级","电子元器件检验员","广州利台集团股份有限公司","2019-04-26","S078094985677","旅游大类","二类"
"方朗伯","370810199512317472","博士研究生","杭州安生股份有限公司","中级计算机检验员","中级","计算机检验员","杭州成同科技有限公司","2019-03-10","P038671427584","文化艺术大类","二类"
"汪芝玉","370823199606199696","博士研究生","厦门吉兴益房地产开发有限公司","高级计算机软件产品检验员","高级","计算机软件产品检验员","深圳亨本同物业管理有限公司","2019-05-16","P031097436287","农林牧渔大类","三类"
"宋贵福","371216199703094981","本科","杭州干裕土石方工程有限公司","高级音视频设备检验员","高级","音视频设备检验员","北京全盛台房产经纪有限公司","2019-03-12","I054264637172","食品药品与粮食大类","四类"
"姜昭","371420199509068921","硕士研究生","大连源公土石方工程有限公司","中级电子元器件检验员","中级","电子元器件检验员","济南干晶合建筑装饰工程有限公司","2019-06-24","N044536483319","土木建筑大类","四类"
"韩盛","371606199710169433","硕士研究生","厦门义盛环境建设股份有限公司","高级计算机软件产品检验员","高级","计算机软件产品检验员","北京兴本房产经纪有限公司","2019-05-28","S073295234117","医药卫生大类","五类"
"花江超","371719199503071849","本科","沈阳同贵源物业管理有限公司","中级电子元器件检验员","中级","电子元器件检验员","天津长正升国际工程技术有限公司","2019-05-10","J075629615719","装备制造大类","四类"
"褚清","410722199511197148","硕士研究生","沈阳公华环境建设股份有限公司","低级计算机软件产品检验员","低级","计算机软件产品检验员","沈阳进安房地产开发有限公司","2019-03-30","R061704686749","文化艺术大类","四类"
"王秀娟","410813199601256775","本科","广州飞凯贸易有限公司","中级计算机检验员","中级","计算机检验员","大连洪庆房产经纪有限公司","2019-03-05","D014537443650","公安与司法大类","三类"
"施艺","411105199409236661","本科","厦门千圣土石方工程有限公司","高级计算机软件产品检验员","高级","计算机软件产品检验员","成都丰正恒环境建设股份有限公司","2019-03-17","D004836181314","医药卫生大类","一类"
"方榕","411406199509239731","专科","上海华飞土石方工程有限公司","中级音视频设备检验员","中级","音视频设备检验员","重庆进吉科技有限公司","2019-06-20","P086626739892","生物与化工大类","二类"
"孔影荔","420103199408157869","本科","南京中义集团股份有限公司","中级电子元器件检验员","中级","电子元器件检验员","南京弘富股份有限公司","2019-03-05","H065352467456","公安与司法大类","四类"
"谢栋","420116199505099002","专科","重庆台久土石方工程有限公司","中级计算机软件产品检验员","中级","计算机软件产品检验员","南京公华咨询管理有限责任公司","2019-06-09","H047177169968","电子信息大类","二类"
"廉梅","420311199507076419","硕士研究生","深圳东裕物业管理有限公司","低级音视频设备检验员","低级","音视频设备检验员","深圳浩通聚贸易有限公司","2019-03-03","M086598973049","医药卫生大类","二类"
"戴华","420527199710092234","博士研究生","杭州康贵计装饰工程有限责任公司","高级计算机软件产品检验员","高级","计算机软件产品检验员","天津进吉计装饰工程有限责任公司","2019-06-15","S014900277738","能源动力与材料大类","一类"
"余龙","421206199709248191","博士研究生","济南聚荣信科技有限公司","低级电子元器件检验员","低级","电子元器件检验员","重庆公义建筑装饰工程有限公司","2019-04-15","K085699927138","医药卫生大类","三类"
"苗泽","421408199712262127","硕士研究生","杭州洪庆贸易有限公司","中级计算机检验员","中级","计算机检验员","广州祥耀贸易有限公司","2019-06-07","N056554166884","电子信息大类","二类"
"闵飞彬","421602199712243954","专科","厦门千圣建筑产业集团有限公司","高级计算机软件产品检验员","高级","计算机软件产品检验员","深圳荣中科技有限公司","2019-05-23","I049752532733","教育与体育大类","一类"
"邬言","421606199510204596","本科","厦门台久建筑装饰工程有限公司","低级计算机软件产品检验员","低级","计算机软件产品检验员","杭州浩通聚建筑产业集团有限公司","2019-05-30","E005960659696","资源环境与安全大类","五类"
"毛克伦","421816199701178102","本科","杭州飞凯集团股份有限公司","中级电子元器件检验员","中级","电子元器件检验员","济南飞润福咨询管理有限责任公司","2019-03-14","Q053296264743","交通运输大类","二类"
"史时","430117199408199138","专科","上海荣中集团股份有限公司","中级计算机检验员","中级","计算机检验员","沈阳巨弘同环境建设股份有限公司","2019-03-04","E028119588056","文化艺术大类","二类"
"冯枫芸","430525199804147739","博士研究生","深圳飞凯股份有限公司","高级电子元器件检验员","高级","电子元器件检验员","沈阳义盛土石方工程有限公司","2019-04-26","B066998699734","新闻传播大类","一类"
"杜勇毅","430816199711208306","博士研究生","南京汇盛聚房地产开发有限公司","低级电子元器件检验员","低级","电子元器件检验员","重庆干通亨咨询管理有限责任公司","2019-04-19","A070941493347","公共管理与服务大类","四类"
"宋菊","430820199504309804","本科","大连同贵源房产经纪有限公司","高级音视频设备检验员","高级","音视频设备检验员","北京亚泰庆房产经纪有限公司","2019-06-14","N045822270247","土木建筑大类","五类"
"陶飞彬","431005199604086265","专科","北京丰巨房产经纪有限公司","高级音视频设备检验员","高级","音视频设备检验员","北京康百通咨询管理有限责任公司","2019-03-01","R093584796485","能源动力与材料大类","二类"
"董媛艳","431328199507011904","专科","济南光福巨咨询管理有限责任公司","高级电子元器件检验员","高级","电子元器件检验员","广州源公房地产开发有限公司","2019-05-28","Q036938267496","电子信息大类","四类"
"章康星","431605199703308264","本科","天津飞义高股份有限公司","高级电子元器件检验员","高级","电子元器件检验员","北京亨浩环境建设股份有限公司","2019-03-01","H017360421999","医药卫生大类","三类"
"吴春菊","431816199704122488","硕士研究生","天津丰成富建筑产业集团有限公司","高级计算机检验员","高级","计算机检验员","广州裕茂物业管理有限公司","2019-05-17","H044822612680","装备制造大类","二类"
"姚元全","440711199511137719","本科","南京广光浩贸易有限公司","中级音视频设备检验员","中级","音视频设备检验员","北京公华股份有限公司","2019-05-12","O092602796077","教育与体育大类","五类"
"吴香","440715199601155365","专科","北京洪生土石方工程有限公司","高级计算机软件产品检验员","高级","计算机软件产品检验员","沈阳通浩建筑装饰工程有限公司","2019-03-10","N084000934384","水利大类","三类"
"祁建家","440808199512241050","本科","北京洪庆房地产开发有限公司","中级音视频设备检验员","中级","音视频设备检验员","南京亚泰庆土石方工程有限公司","2019-03-24","R040943052146","轻工纺织大类","二类"
"韩振壮","440913199711125092","博士研究生","重庆兴本房地产开发有限公司","高级计算机软件产品检验员","高级","计算机软件产品检验员","杭州弘富国际工程技术有限公司","2019-06-07","R077741183674","医药卫生大类","五类"
"凤蕊薇","441225199706185938","博士研究生","重庆荣德顺建筑装饰工程有限公司","中级计算机软件产品检验员","中级","计算机软件产品检验员","深圳美成房地产开发有限公司","2019-03-01","H004028537023","水利大类","四类"
"喻策腾","441502199510125502","博士研究生","南京飞凯建筑装饰工程有限公司","高级计算机检验员","高级","计算机检验员","北京弘富环境建设股份有限公司","2019-06-26","P083546853942","医药卫生大类","四类"
"云会思","441625199410132521","专科","广州亚泰庆贸易有限公司","低级音视频设备检验员","低级","音视频设备检验员","厦门永吉耀建筑装饰工程有限公司","2019-06-16","E024559013877","新闻传播大类","一类"
"乐政谦","450109199507068207","博士研究生","沈阳通浩计装饰工程有限责任公司","低级计算机软件产品检验员","低级","计算机软件产品检验员","大连康贵建筑装饰工程有限公司","2019-05-06","G091229778577","公安与司法大类","五类"
"阮新","450410199806133043","专科","济南千圣计装饰工程有限责任公司","低级音视频设备检验员","低级","音视频设备检验员","广州弘富房地产开发有限公司","2019-04-25","S081397867754","土木建筑大类","四类"
"韩风航","450502199512102383","专科","济南宝千股份有限公司","高级音视频设备检验员","高级","音视频设备检验员","天津浩通聚建筑装饰工程有限公司","2019-06-30","A096093829408","农林牧渔大类","二类"
"吕之","450720199608261492","硕士研究生","北京进吉房地产开发有限公司","低级音视频设备检验员","低级","音视频设备检验员","广州合弘建筑产业集团有限公司","2019-04-29","F091437533751","能源动力与材料大类","五类"
"明香","451709199607234120","本科","深圳万飞国际工程技术有限公司","中级音视频设备检验员","中级","音视频设备检验员","济南伟生集团股份有限公司","2019-06-26","D023753905435","交通运输大类","二类"
"董仁","451801199802288539","硕士研究生","广州源进环境建设股份有限公司","高级音视频设备检验员","高级","音视频设备检验员","上海公本利建筑产业集团有限公司","2019-03-16","M058806914004","文化艺术大类","四类"
"庞仁","461222199605143175","本科","杭州升盈建筑装饰工程有限公司","低级电子元器件检验员","低级","电子元器件检验员","杭州佳洪股份有限公司","2019-03-20","O030897788257","食品药品与粮食大类","三类"
"毕凝晓","500128199409251967","博士研究生","杭州丰成富集团股份有限公司","低级计算机检验员","低级","计算机检验员","杭州公本利建筑装饰工程有限公司","2019-05-11","L032685971361","土木建筑大类","三类"
"傅启","500214199410301647","博士研究生","济南飞凯建筑产业集团有限公司","高级计算机软件产品检验员","高级","计算机软件产品检验员","南京富金春建筑装饰工程有限公司","2019-03-23","R061263822515","农林牧渔大类","三类"
"毕泽","500502199512163060","本科","济南富金春计装饰工程有限责任公司","中级音视频设备检验员","中级","音视频设备检验员","深圳中义咨询管理有限责任公司","2019-05-31","D083745778193","财经商贸大类","五类"
"华启","500602199803022939","专科","南京安生物业管理有限公司","中级音视频设备检验员","中级","音视频设备检验员","厦门利庆优建筑装饰工程有限公司","2019-04-06","H098295740303","公安与司法大类","三类"
"马敬震","501216199510141833","专科","成都伟生贸易有限公司","高级音视频设备检验员","高级","音视频设备检验员","广州裕茂房地产开发有限公司","2019-05-10","N093247268691","公安与司法大类","二类"
"平博","501228199712218792","专科","沈阳利台房地产开发有限公司","中级计算机检验员","中级","计算机检验员","北京美成建筑装饰工程有限公司","2019-03-20","Q065784239366","交通运输大类","五类"
"戴霭","501313199605264732","博士研究生","重庆康百通贸易有限公司","中级电子元器件检验员","中级","电子元器件检验员","大连宏鑫建筑装饰工程有限公司","2019-06-01","Q054166559058","装备制造大类","三类"
"时以","501322199412038777","博士研究生","深圳丰成富土石方工程有限公司","高级计算机软件产品检验员","高级","计算机软件产品检验员","南京美飞股份有限公司","2019-06-15","I042073417890","旅游大类","一类"
"贝克伦","501528199610189671","硕士研究生","大连元宏房地产开发有限公司","高级音视频设备检验员","高级","音视频设备检验员","厦门聚荣信房产经纪有限公司","2019-06-09","L009856254212","新闻传播大类","五类"
"梁诚先","510708199510023839","博士研究生","沈阳祥耀股份有限公司","高级计算机检验员","高级","计算机检验员","重庆弘富房产经纪有限公司","2019-03-06","F069551919453","资源环境与安全大类","四类"
"乐可","510902199505122562","本科","大连丰成富环境建设股份有限公司","中级音视频设备检验员","中级","音视频设备检验员","上海公本利股份有限公司","2019-05-02","M016334070697","文化艺术大类","五类"
"柳光天","510924199508244488","专科","深圳瑞合皇房地产开发有限公司","高级音视频设备检验员","高级","音视频设备检验员","南京通满咨询管理有限责任公司","2019-06-20","J022483109814","轻工纺织大类","四类"
"罗翔旭","511011199501023304","本科","重庆裕茂物业管理有限公司","低级电子元器件检验员","低级","电子元器件检验员","广州福富巨物业管理有限公司","2019-04-24","H061159685876","电子信息大类","一类"
"罗莉桂","511722199710052136","专科","天津华飞土石方工程有限公司","中级音视频设备检验员","中级","音视频设备检验员","杭州如源汇房产经纪有限公司","2019-04-13","K059020519853","新闻传播大类","一类"
"卫红","520105199803077205","专科","大连兴本国际工程技术有限公司","低级计算机软件产品检验员","低级","计算机软件产品检验员","成都长正升股份有限公司","2019-05-14","F034563369332","文化艺术大类","四类"
"乐仪","520207199509125951","本科","沈阳捷国房产经纪有限公司","低级计算机检验员","低级","计算机检验员","厦门通满国际工程技术有限公司","2019-06-06","S063246827710","生物与化工大类","三类"
"郑婉娴","520402199611307821","博士研究生","沈阳宏鑫国际工程技术有限公司","高级计算机软件产品检验员","高级","计算机软件产品检验员","北京美辉科技有限公司","2019-05-25","F042715540024","公安与司法大类","三类"
"贝时","520720199601134104","博士研究生","南京金润贸易有限公司","高级电子元器件检验员","高级","电子元器件检验员","北京荣中建筑产业集团有限公司","2019-03-05","E016399515025","交通运输大类","五类"
