"31","湘卫公罚 [2013] 130901号","湖南省","执行中","东港镇","罗坪17组","秦哲","511210197406055213","孙融","431822197603288161","2012-09-10","2012-12-25","违法","2013-04-04","2013-06-03","2013-07-03"
"32","浙卫公罚 [2011] 111103号","浙江省","执行中","湖父镇","石门9组","喻龙","610508197602014837","臧园艺","130605197605286544","2010-07-10","2011-02-26","不违法","2011-06-06","2011-08-05","2011-09-04"
"33","津卫公罚 [2005] 051205号","天津市","已受理","宝堰镇","玉皇阁12组","梁杰涛","360309197604186053","元露瑶","530721198105137301","2004-11-30","2005-03-30","违法","2005-07-08","2005-09-06","2005-10-06"
"34","晋卫公罚 [2012] 120613号","山西省","执行完成","吴桥镇","菜园6组","纪学祥","500516197302138356","水菲寒","230111197509187609","2011-02-21","2011-10-07","不违法","2012-01-15","2012-03-15","2012-04-14"
"35","云卫公罚 [2004] 041211号","云南省","执行完成","郑陆镇","邢沟1组","蓝博","311722197309263238","祝婕馨","510204197506073508","2003-11-29","2004-04-05","违法","2004-07-14","2004-09-12","2004-10-12"
"36","贵卫公罚 [2018] 180414号","贵州省","已受理","宝堰镇","北沟5组","韦武新","420118197909287259","伍柔","351711198102044468","2017-01-31","2017-08-07","不违法","2017-11-15","2018-01-14","2018-02-13"
"37","蒙卫公罚 [2008] 080311号","内蒙古","已受理","弶港镇","裴庄3组","孔泽","450118197510197516","钱茗","151506197610183744","2007-04-07","2007-07-05","违法","2007-10-13","2007-12-12","2008-01-11"
"38","藏卫公罚 [2010] 100409号","西藏","执行完成","孟兴庄镇","桐梓13组","孔维启","511028197106231615","何舒","411616197510012225","2008-11-17","2009-08-02","不违法","2009-11-10","2010-01-09","2010-02-08"
"39","晋卫公罚 [2008] 080220号","山西省","执行中","桠溪镇","罗坪14组","尹福","420926197106256811","鲁韵融","650207198011266202","2006-09-21","2007-06-15","违法","2007-09-23","2007-11-22","2007-12-22"
"40","冀卫公罚 [2015] 151117号","河北省","执行完成","西亭镇","上店3组","魏顺","331501197510201136","谢茗","360815198010194701","2014-05-05","2015-03-12","违法","2015-06-20","2015-08-19","2015-09-18"
"41","粤卫公罚 [2011] 111117号","广东省","执行完成","湖父镇","菜园22组","廉琛","371215197312122034","熊佳嘉","540525197806022689","2010-03-23","2011-03-12","违法","2011-06-20","2011-08-19","2011-09-18"
"42","新卫公罚 [2004] 040409号","新疆维吾尔","已受理","社渚镇","北山20组","戚磊民","410828198005303139","殷羽希","131002197508119546","2003-03-22","2003-08-03","不违法","2003-11-11","2004-01-10","2004-02-09"
"43","豫卫公罚 [2002] 021116号","河南省","执行完成","曹庙乡","邢沟19组","方成","370213197301104558","窦凝晓","811505197807303507","2001-09-08","2002-03-11","违法","2002-06-19","2002-08-18","2002-09-17"
"44","豫卫公罚 [2007] 070702号","河南省","执行中","孟兴庄镇","史庄7组","孔顺","540817197202057354","窦彩","420201198202232503","2006-10-05","2006-10-25","不违法","2007-02-02","2007-04-03","2007-05-03"
"45","浙卫公罚 [2008] 080512号","浙江省","执行完成","社渚镇","秦老庄22组","韦先","501025197304267418","奚莉桂","501126197907283249","2006-12-24","2007-09-05","违法","2007-12-14","2008-02-12","2008-03-13"
"46","晋卫公罚 [2011] 111028号","山西省","已受理","湖父镇","北沟21组","伏克伦","421228197904068734","苏晓","610818197507137885","2011-02-16","2011-02-20","不违法","2011-05-31","2011-07-30","2011-08-29"
"47","藏卫公罚 [2010] 100504号","西藏","执行完成","季桥镇","旬垛10组","安仁","360613197704289016","凤怡婵","340919197612045767","2009-06-29","2009-08-27","不违法","2009-12-05","2010-02-03","2010-03-05"
"48","闽卫公罚 [2004] 040626号","福建省","执行完成","桠溪镇","吴营19组","于友裕","541214197802224036","谢梦","430111197803054547","2003-02-16","2003-10-20","违法","2004-01-28","2004-03-28","2004-04-27"
"49","晋卫公罚 [2015] 150311号","山西省","已受理","吴桥镇","旬垛4组","彭斌","230420197807197411","戚媛艳","500910197510177923","2014-01-10","2014-07-04","违法","2014-10-12","2014-12-11","2015-01-10"
"50","豫卫公罚 [2004] 040921号","河南省","执行完成","王营镇","寨沟10组","湛厚庆","121825197612251092","鲁莎","141620197409015109","2003-09-14","2004-01-15","不违法","2004-04-24","2004-06-23","2004-07-23"
"51","云卫公罚 [2011] 110114号","云南省","执行完成","桠溪镇","竹园沟12组","毛裕","710602197912236593","鲍澜","230222197907123124","2010-04-02","2010-05-09","不违法","2010-08-17","2010-10-16","2010-11-15"
"52","辽卫公罚 [2004] 040312号","辽宁省","执行完成","弶港镇","余沟5组","元达安","351812197909105959","贺瑞凡","350419197911227247","2002-12-09","2003-07-06","违法","2003-10-14","2003-12-13","2004-01-12"
"53","新卫公罚 [2005] 051129号","新疆维吾尔","执行完成","白马镇","圣井5组","窦风航","231018197307229430","费晶妍","140622197810046606","2004-06-18","2005-03-24","违法","2005-07-02","2005-08-31","2005-09-30"
"54","桂卫公罚 [2004] 040918号","广西壮族","执行完成","社渚镇","白龙22组","葛朗伯","321006198005035952","尹晶妍","341525197701016526","2003-10-31","2004-01-12","违法","2004-04-21","2004-06-20","2004-07-20"
"55","吉卫公罚 [2003] 030103号","吉林省","执行完成","郑陆镇","周营12组","云政谦","410213197111195734","戚桂","420802197409227340","2001-11-11","2002-04-28","违法","2002-08-06","2002-10-05","2002-11-04"
"56","京卫公罚 [2013] 131219号","北京市","执行中","双凤镇","罗坪3组","邹光天","430223197609033015","狄丹","610714198011181004","2012-06-13","2013-04-13","不违法","2013-07-22","2013-09-20","2013-10-20"
"57","蒙卫公罚 [2014] 140219号","内蒙古","执行完成","东港镇","北沟13组","孟行时","341701197603059639","昌芸","361801197702069243","2012-11-16","2013-06-14","违法","2013-09-22","2013-11-21","2013-12-21"
"58","渝卫公罚 [2002] 021223号","重庆市","已受理","白马镇","桐梓4组","薛策腾","420709197810283232","苗琦","331702198003181646","2002-02-07","2002-04-17","违法","2002-07-26","2002-09-24","2002-10-24"
"59","青卫公罚 [2003] 030513号","青海省","执行完成","陈圩乡","黑虎庙3组","平广志","141619197104167272","陈洁梅","130708198204208089","2002-07-08","2002-09-05","不违法","2002-12-14","2003-02-12","2003-03-14"
"60","晋卫公罚 [2009] 090917号","山西省","已受理","王营镇","桐梓7组","郝豪","360715197706214896","陈莺","350111197904207645","2008-08-02","2009-01-10","违法","2009-04-20","2009-06-19","2009-07-19"
"61","云卫公罚 [2003] 030201号","云南省","执行完成","王营镇","罗坪3组","贺翔旭","500122197312235010","沈爽","140812198006216926","2001-10-07","2002-05-27","违法","2002-09-04","2002-11-03","2002-12-03"
"62","黑卫公罚 [2004] 041104号","黑龙江省","执行中","孟兴庄镇","余沟25组","罗国胜","440110197701199077","安纯毓","710617198004211107","2003-06-03","2004-02-28","不违法","2004-06-07","2004-08-06","2004-09-05"
"63","鄂卫公罚 [2005] 050818号","湖北省","已受理","桠溪镇","早行3组","王先","341011197110081072","窦美娜","460502197710026120","2004-07-17","2004-12-11","违法","2005-03-21","2005-05-20","2005-06-19"
"64","晋卫公罚 [2008] 080622号","山西省","执行完成","社渚镇","秦老庄23组","屈贵福","231106197512046739","秦雅","421024198205293382","2006-11-21","2007-10-16","不违法","2008-01-24","2008-03-24","2008-04-23"
"65","晋卫公罚 [2017] 171005号","山西省","执行完成","白马镇","北沟4组","金博","210820198006038630","何思","501824197409198264","2016-12-27","2017-01-28","不违法","2017-05-08","2017-07-07","2017-08-06"
"66","藏卫公罚 [2009] 090709号","西藏","已受理","弶港镇","竹园3组","殷亮","430222198006234459","蒋欢霄","230621198010271005","2007-12-02","2008-11-01","不违法","2009-02-09","2009-04-10","2009-05-10"
"67","浙卫公罚 [2012] 120805号","浙江省","执行完成","西亭镇","北沟17组","秦中","621003197801269750","李霞香","110315197412229088","2011-03-26","2011-11-29","不违法","2012-03-08","2012-05-07","2012-06-06"
"68","云卫公罚 [2010] 100415号","云南省","执行完成","双凤镇","史庄5组","安生龙","540217197704254618","葛娟","531523197803292288","2009-04-29","2009-08-08","不违法","2009-11-16","2010-01-15","2010-02-14"
"69","陕卫公罚 [2004] 041119号","陕西省","执行完成","城头乡","小草峪21组","尤之","501619197408279090","庞育","540204197408258045","2004-02-21","2004-03-14","不违法","2004-06-22","2004-08-21","2004-09-20"
"70","桂卫公罚 [2006] 060705号","广西壮族","执行完成","西亭镇","周营2组","穆仁","610718197807194958","奚琬茗","111115197501211302","2005-06-30","2005-10-28","违法","2006-02-05","2006-04-06","2006-05-06"
"71","湘卫公罚 [2016] 160914号","湖南省","执行完成","弶港镇","北沟7组","苗之","330724197507106591","乐珠","540804198002032369","2016-01-02","2016-01-08","不违法","2016-04-17","2016-06-16","2016-07-16"
"72","鄂卫公罚 [2009] 090720号","湖北省","已受理","弶港镇","苏庄9组","宋松善","360614197803109892","卜香","530621197501097928","2008-11-03","2008-11-12","违法","2009-02-20","2009-04-21","2009-05-21"
"73","苏卫公罚 [2006] 060306号","江苏省","执行完成","西亭镇","寺上16组","李琛","351510197509068492","明凝晓","410219198111233189","2005-05-23","2005-06-29","违法","2005-10-07","2005-12-06","2006-01-05"
"74","湘卫公罚 [2007] 070331号","湖南省","执行中","白马镇","史庄21组","于震","340913197408125919","庞芳","450310197711267862","2006-05-23","2006-07-24","不违法","2006-11-01","2006-12-31","2007-01-30"
"75","沪卫公罚 [2004] 040803号","上海市","已受理","孟兴庄镇","黑龙10组","鲁朋斌","540523197707182390","廉芳","451823198009055446","2003-05-22","2003-11-27","违法","2004-03-06","2004-05-05","2004-06-04"
"76","云卫公罚 [2016] 161104号","云南省","执行中","白马镇","秦老庄11组","水若鸣","651114197501312716","奚昭","140109197504048942","2015-11-12","2016-02-28","违法","2016-06-07","2016-08-06","2016-09-05"
"77","新卫公罚 [2017] 170429号","新疆维吾尔","执行完成","东港镇","寨沟21组","贺安","651713197211218159","韩彩","811302197812108827","2016-03-31","2016-08-22","违法","2016-11-30","2017-01-29","2017-02-28"
"78","甘卫公罚 [2017] 171224号","甘肃省","已受理","西亭镇","菜园8组","萧乐","541009197909183693","潘瑞凡","641004198204146082","2016-09-27","2017-04-18","不违法","2017-07-27","2017-09-25","2017-10-25"
"79","晋卫公罚 [2004] 040126号","山西省","已受理","双凤镇","菜园9组","俞豪","130210197604257793","谈馨","360818197706245845","2002-09-25","2003-05-21","违法","2003-08-29","2003-10-28","2003-11-27"
"80","津卫公罚 [2012] 121126号","天津市","执行完成","鹿楼镇","玉皇阁20组","潘壮","111508197302167999","韩菁梦","361226197710105905","2011-06-06","2012-03-21","不违法","2012-06-29","2012-08-28","2012-09-27"
"81","桂卫公罚 [2002] 020629号","广西壮族","执行中","社渚镇","黑龙23组","柏武新","360715197510077636","华秋","111005198108205964","2001-10-03","2001-10-22","违法","2002-01-30","2002-03-31","2002-04-30"
"82","青卫公罚 [2014] 140329号","青海省","已受理","荻垛镇","菜园16组","屈海","411819197511306432","韩育","211020197903116540","2012-11-07","2013-07-22","违法","2013-10-30","2013-12-29","2014-01-28"
"83","晋卫公罚 [2009] 091127号","山西省","执行完成","东港镇","石门6组","伏亮","360609197902058156","蒋姣","150324197808313461","2008-08-22","2009-03-22","违法","2009-06-30","2009-08-29","2009-09-28"
"84","湘卫公罚 [2014] 140122号","湖南省","执行完成","湖父镇","裴庄21组","陈家","321812197604092157","岑亚","350823198008201400","2012-10-07","2013-05-17","违法","2013-08-25","2013-10-24","2013-11-23"
"85","鲁卫公罚 [2013] 131020号","山东省","执行完成","宝堰镇","上店10组","郑奇","140411197611191370","袁瑾颖","321528197603026448","2012-04-04","2013-02-12","违法","2013-05-23","2013-07-22","2013-08-21"
"86","云卫公罚 [2011] 110412号","云南省","执行完成","荻垛镇","黑龙14组","禹梁栋","420612197310235391","云桂","710410197611104641","2010-06-03","2010-08-05","违法","2010-11-13","2011-01-12","2011-02-11"
"87","冀卫公罚 [2016] 161204号","河北省","执行完成","白马镇","葛沟3组","穆东文","710211197201218776","毕真环","111219198012277786","2015-06-26","2016-03-29","违法","2016-07-07","2016-09-05","2016-10-05"
"88","黑卫公罚 [2011] 111001号","黑龙江省","执行完成","陈圩乡","黑龙17组","章亨奇","110101197608175350","齐瑞凡","111208197903187622","2010-05-10","2011-01-24","违法","2011-05-04","2011-07-03","2011-08-02"
"89","蒙卫公罚 [2015] 150220号","内蒙古","执行完成","白马镇","苏庄3组","阮茂进","500415197808163019","陈融","331510198204243703","2013-12-02","2014-06-15","违法","2014-09-23","2014-11-22","2014-12-22"
"90","鄂卫公罚 [2006] 061013号","湖北省","执行完成","城头乡","竹园沟5组","董斌","531308197010057375","于娣叶","221828197810309006","2005-12-20","2006-02-05","违法","2006-05-16","2006-07-15","2006-08-14"
"91","渝卫公罚 [2006] 060807号","重庆市","执行完成","郑陆镇","圣井9组","柏贵福","370305197607276913","马羽希","420715198109097180","2005-05-18","2005-11-30","违法","2006-03-10","2006-05-09","2006-06-08"
"92","鲁卫公罚 [2014] 141111号","山东省","执行完成","王营镇","寺上5组","鲁兴","221104197607305159","苏妹","450705197502169021","2013-06-12","2014-03-06","违法","2014-06-14","2014-08-13","2014-09-12"
"93","渝卫公罚 [2003] 030203号","重庆市","执行完成","桠溪镇","葛沟6组","范有","231611197712166356","李澜","431728197801063681","2001-12-01","2002-05-29","违法","2002-09-06","2002-11-05","2002-12-05"
"94","皖卫公罚 [2008] 080913号","安徽省","执行完成","鹿楼镇","邢沟12组","成家","641317197707126954","席洁梅","640615198201173326","2007-08-06","2008-01-07","不违法","2008-04-16","2008-06-15","2008-07-15"
"95","粤卫公罚 [2009] 090120号","广东省","执行中","曹庙乡","邢沟24组","施力","361603197104294516","纪璐","711023197712216245","2008-05-02","2008-05-15","违法","2008-08-23","2008-10-22","2008-11-21"
"96","鄂卫公罚 [2011] 110807号","湖北省","执行中","季桥镇","罗坪10组","孔启","710206197709216030","禹瑶","350125197503228763","2010-04-20","2010-11-30","违法","2011-03-10","2011-05-09","2011-06-08"
"97","鲁卫公罚 [2007] 071213号","山东省","执行完成","鹿楼镇","寺上3组","赵政谦","811201197302101557","阮娴","531822197806095585","2006-07-25","2007-04-07","违法","2007-07-16","2007-09-14","2007-10-14"
"98","新卫公罚 [2012] 121122号","新疆维吾尔","执行完成","曹庙乡","罗坪5组","昌江超","350202197410141511","史静淑","611606197908291348","2011-07-25","2012-03-17","违法","2012-06-25","2012-08-24","2012-09-23"
"99","贵卫公罚 [2008] 081212号","贵州省","执行完成","城头乡","程岗19组","郎胜","370204197306029776","董淑","350202197612103106","2008-01-19","2008-04-06","违法","2008-07-15","2008-09-13","2008-10-13"
"100","晋卫公罚 [2005] 051001号","山西省","执行完成","西亭镇","黑龙10组","窦昌成","811014197403258059","罗娥玲","500107197411046964","2004-09-07","2005-01-24","违法","2005-05-04","2005-07-03","2005-08-02"
"101","吉卫公罚 [2017] 171221号","吉林省","执行中","桠溪镇","旬垛1组","舒鹏泽","651626197403214694","萧竹霭","641825197910272822","2016-08-08","2017-04-15","违法","2017-07-24","2017-09-22","2017-10-22"
"102","冀卫公罚 [2013] 130710号","河北省","执行中","王营镇","北山7组","周榕","321628197604197619","谈佳嘉","461801197712315746","2012-05-15","2012-11-02","违法","2013-02-10","2013-04-11","2013-05-11"
"103","蒙卫公罚 [2014] 140405号","内蒙古","执行完成","白马镇","早行18组","葛武新","640719197704107698","奚宁欣","121421197412133522","2013-01-07","2013-07-29","不违法","2013-11-06","2014-01-05","2014-02-04"
"104","渝卫公罚 [2011] 111010号","重庆市","执行完成","城头乡","菜园24组","葛乐","611612197508167290","葛凡","211628197601132329","2010-12-15","2011-02-02","违法","2011-05-13","2011-07-12","2011-08-11"
"105","粤卫公罚 [2013] 131104号","广东省","执行完成","陈圩乡","石门9组","黄保","211123197809076753","章茜秋","231605197612217366","2012-05-27","2013-02-27","违法","2013-06-07","2013-08-06","2013-09-05"
"106","沪卫公罚 [2016] 161218号","上海市","执行中","陈圩乡","黑虎庙14组","花诚先","350214197112299078","李岚苑","140608197910049168","2015-12-05","2016-04-12","不违法","2016-07-21","2016-09-19","2016-10-19"
"107","青卫公罚 [2017] 171205号","青海省","已受理","桠溪镇","裴庄23组","祁飞彬","450315197706127115","伍倩","530410197511157002","2016-05-22","2017-03-30","违法","2017-07-08","2017-09-06","2017-10-06"
"108","苏卫公罚 [2018] 180518号","江苏省","执行完成","鹿楼镇","小草峪8组","潘胜","431428197709177413","严颖","620215198206175762","2017-06-08","2017-09-10","不违法","2017-12-19","2018-02-17","2018-03-19"
"109","苏卫公罚 [2007] 071120号","江苏省","执行完成","湖父镇","上店6组","纪山仁","420417197912232075","尹晓","140701197505144308","2006-08-25","2007-03-15","不违法","2007-06-23","2007-08-22","2007-09-21"
"110","浙卫公罚 [2018] 180809号","浙江省","执行完成","王营镇","史庄24组","柏生龙","460404197710054056","何枝思","310808197808115843","2017-05-30","2017-12-02","违法","2018-03-12","2018-05-11","2018-06-10"
"111","鄂卫公罚 [2015] 151116号","湖北省","执行完成","社渚镇","竹园9组","杜伦","530124197302124510","卫妍","650123198108015903","2015-02-22","2015-03-11","违法","2015-06-19","2015-08-18","2015-09-17"
"112","晋卫公罚 [2004] 040121号","山西省","执行完成","弶港镇","邢沟14组","于会思","310920197110227376","罗芸","371423197411272389","2003-01-07","2003-05-16","违法","2003-08-24","2003-10-23","2003-11-22"
"113","青卫公罚 [2012] 121122号","青海省","执行完成","城头乡","周营16组","郝勇毅","341719197009245352","余菊","501526197802129601","2011-05-02","2012-03-17","不违法","2012-06-25","2012-08-24","2012-09-23"
"114","渝卫公罚 [2006] 061212号","重庆市","执行完成","鹿楼镇","圣井12组","方宁","631102197305291276","魏晶妍","121617197705162646","2005-10-16","2006-04-06","不违法","2006-07-15","2006-09-13","2006-10-13"
"115","云卫公罚 [2016] 161115号","云南省","执行完成","孟兴庄镇","竹园沟16组","王力","221106197511067175","蓝瑾颖","111618197709215301","2015-07-01","2016-03-10","不违法","2016-06-18","2016-08-17","2016-09-16"
"116","冀卫公罚 [2013] 130510号","河北省","已受理","双凤镇","小草峪4组","毛才发","621705198002092211","乐枝思","541402197809154962","2012-05-13","2012-09-02","违法","2012-12-11","2013-02-09","2013-03-11"
"117","黑卫公罚 [2014] 140921号","黑龙江省","执行完成","孟兴庄镇","上店20组","李雄琛","120314197608034533","章柔","541510198004025245","2013-06-27","2014-01-14","违法","2014-04-24","2014-06-23","2014-07-23"
"118","甘卫公罚 [2008] 081016号","甘肃省","执行完成","吴桥镇","裴庄1组","米炎德","210502197702212971","潘丹","341204197505165723","2007-02-15","2008-02-09","违法","2008-05-19","2008-07-18","2008-08-17"
"119","蒙卫公罚 [2006] 060817号","内蒙古","执行完成","孟兴庄镇","小草峪15组","葛彬","210209197904085454","苗玲","331622198106223928","2005-01-12","2005-12-10","违法","2006-03-20","2006-05-19","2006-06-18"
"120","京卫公罚 [2018] 180420号","北京市","执行完成","宝堰镇","史庄2组","贺功","220207197804224793","史苑","610815197501043180","2017-03-23","2017-08-13","违法","2017-11-21","2018-01-20","2018-02-19"
"121","新卫公罚 [2011] 110424号","新疆维吾尔","执行完成","社渚镇","苏庄7组","史胜","130714197510025736","王莉桂","530802198001114067","2009-08-22","2010-08-17","违法","2010-11-25","2011-01-24","2011-02-23"
"122","冀卫公罚 [2008] 081016号","河北省","已受理","桠溪镇","苏庄21组","秦岩中","620428197306206630","茅妍","421801197907108204","2007-06-03","2008-02-09","违法","2008-05-19","2008-07-18","2008-08-17"
"123","蒙卫公罚 [2003] 030106号","内蒙古","执行完成","孟兴庄镇","玉皇阁10组","邵邦","431011197012099315","尹妍","130603198011088002","2002-04-26","2002-05-01","不违法","2002-08-09","2002-10-08","2002-11-07"
"124","赣卫公罚 [2017] 171112号","江西省","执行完成","双凤镇","石门2组","任进","310108197103213197","顾筠柔","431426197612204149","2016-06-30","2017-03-07","不违法","2017-06-15","2017-08-14","2017-09-13"
"125","桂卫公罚 [2013] 130929号","广西壮族","执行中","城头乡","旬垛17组","元才发","140724197602039158","蓝琦","621824197710026444","2012-06-09","2013-01-22","违法","2013-05-02","2013-07-01","2013-07-31"
"126","吉卫公罚 [2010] 101021号","吉林省","已受理","孟兴庄镇","圣井21组","纪以","610101197807246031","奚悦昭","340318197607188664","2010-01-10","2010-02-13","违法","2010-05-24","2010-07-23","2010-08-22"
"127","黑卫公罚 [2013] 130502号","黑龙江省","执行中","桠溪镇","圣井15组","苏鸣","340526197009167918","尹娜","651223198109247802","2012-08-16","2012-08-25","违法","2012-12-03","2013-02-01","2013-03-03"
"128","晋卫公罚 [2004] 040411号","山西省","执行完成","双凤镇","秦老庄8组","倪清","610204197405187738","毕婷姣","350922197412319489","2003-01-05","2003-08-05","不违法","2003-11-13","2004-01-12","2004-02-11"
"129","桂卫公罚 [2012] 120122号","广西壮族","执行完成","郑陆镇","寨沟12组","花行时","461628197008306014","廉勤","610727197903141860","2010-06-06","2011-05-17","不违法","2011-08-25","2011-10-24","2011-11-23"
"130","云卫公罚 [2007] 070610号","云南省","已受理","王营镇","寺上19组","阮军","320622197307044038","吕贞","620616197703146726","2005-12-04","2006-10-03","违法","2007-01-11","2007-03-12","2007-04-11"
