"祝策腾","311122198009213234","广泽路望京花园小区214号","13507612484","天津台久集团股份有限公司","职工失业","2018-03-30","M035986314872","2019-01-12"
"郝建家","311123198610252213","旧鼓楼大街甲3号","15301033893","厦门兴本计装饰工程有限责任公司","职工失业","2018-11-06","L043856269838","2018-12-29"
"祝庆","311316197208245004","建国门外大街灵通观临甲13号","13602126005","济南丰鼎吉计装饰工程有限责任公司","城镇无业","2018-01-28","F014030496542","2019-01-27"
"朱韵融","311401198011215341","管庄乡杨闸环岛路北300米","15308425350","天津进安环境建设股份有限公司","城镇无业","2018-08-26","J071184195255","2019-05-23"
"柳振壮","320302199206061077","005乡道与平沿路交叉口旁","13600403901","沈阳中义贸易有限公司","城镇无业","2018-06-28","S010303017474","2018-09-19"
"陈楠榕","320426199902284320","东四十四条75号","15201127068","济南公华房产经纪有限公司","城镇无业","2018-10-28","N030379582565","2019-06-27"
"酆友裕","320509198406155896","紫竹院路车道沟10号院","13001768637","天津通浩建筑产业集团有限公司","城镇无业","2018-12-24","S060579181996","2018-12-27"
"冯柔","321228197105088680","北苑仰山路4号","13504102985","南京瑞合皇贸易有限公司","职工失业","2018-02-07","H061973105158","2018-08-31"
"章卿","321416199207138621","南官房胡同5号","13800440307","广州顺合伟计装饰工程有限责任公司","城镇无业","2018-10-09","E071008417040","2019-02-03"
"时月莺","321522198309057324","万博苑7号楼王府井购物中心4层","15607276383","厦门吉兴益建筑产业集团有限公司","城镇无业","2018-03-23","F010159020990","2019-03-07"
"李英华","330111199111196223","东三环中路环球金融中地下M楼","13301255139","成都宏鑫计装饰工程有限责任公司","城镇无业","2018-03-31","G046985927893","2019-01-19"
"廉海","330322197402061081","七圣中路12号爱琴海公园购物中心6层","15003546764","厦门荣中环境建设股份有限公司","城镇无业","2018-11-15","C072740492877","2019-06-16"
"严嘉","330322199411267500","东安门大街53号","13700724974","重庆全信建筑装饰工程有限公司","职工失业","2018-05-14","F068174022199","2018-08-20"
"钱建家","330514199507048931","迎风北路迎风六里2区南门对面","15202714810","上海光福巨计装饰工程有限责任公司","城镇无业","2018-01-21","R003376121873","2019-01-26"
"郎雄琛","330521199009193508","南海家园一里17号楼三单元102","15200405815","大连干晶合贸易有限公司","城镇无业","2018-01-05","J019612210153","2018-10-11"
"魏乐","330626198804239950","友谊路102-17号楼","13908017770","沈阳亨浩建筑装饰工程有限公司","职工失业","2018-05-10","G014230291110","2018-08-17"
"章薇","330818197009202949","金盏路京客隆对面","15502141100","厦门东裕科技有限公司","职工失业","2018-06-23","P043310074877","2019-01-21"
"萧进","331019197307161194","怡馨家园南门5号楼底商","15904061083","天津康宏房产经纪有限公司","城镇无业","2018-02-24","E046509714117","2018-06-05"
"赵东文","331118198701306893","北四环西路甲二号辽宁大厦三层","13806967949","沈阳裕茂建筑产业集团有限公司","城镇无业","2018-05-24","S095936022792","2018-12-17"
"纪芳","331215197802269348","马家堡东路蝎老金旁边","13805961322","南京合台皇科技有限公司","职工失业","2018-02-25","M011550539133","2018-08-23"
"马清","331718198205168080","首经贸中街附近","13008244009","济南进安房地产开发有限公司","职工失业","2018-03-01","I018938035488","2018-09-10"
"湛岩中","340908198003086385","湖北小区32号楼","13404597487","广州丰成富国际工程技术有限公司","城镇无业","2018-04-06","P053197304797","2018-05-27"
"郑飞彬","341214198301302896","志新西路1号院一层南侧","13703761766","广州广光浩计装饰工程有限责任公司","城镇无业","2018-03-28","H048574095931","2018-04-15"
"昌融","341314199009137833","东城家乐福后门对面","13003808423","上海丰鼎吉土石方工程有限公司","职工失业","2018-01-20","J074792715439","2018-02-27"
"计翔旭","341507198508266575","南礼士路66号建威大厦B1楼","15208266941","上海本凯计装饰工程有限责任公司","职工失业","2018-09-28","G063254124608","2019-01-12"
"席达安","341710198204179450","慧忠北路安慧北里雅园5号楼","13706464050","厦门昌晶美计装饰工程有限责任公司","职工失业","2018-07-25","H016478605028","2019-06-12"
"阮枝思","350723198312183081","圆明园东门","15708432908","成都台久房地产开发有限公司","城镇无业","2018-09-20","O011824436112","2019-06-20"
"孟翠雅","350904198703137282","兴丰南大街96号附近","15705104474","大连美飞建筑装饰工程有限公司","城镇无业","2018-09-05","H062172738125","2018-11-03"
"汪晨辰","351012199510051354","劲松路1号","15201990041","济南源进土石方工程有限公司","城镇无业","2018-01-27","E056960852679","2019-01-19"
"张若鸣","351109199306285511","西便门西里3号楼","13401396026","济南康宏环境建设股份有限公司","城镇无业","2018-10-08","B012425748819","2019-02-12"
"马义兴","351526197206168814","北七家镇蓬莱苑1号楼","15604572062","厦门美辉贸易有限公司","城镇无业","2018-06-29","M076430276066","2018-10-29"
"王盛","361004198908154095","密三路8号","13302801840","大连荣中物业管理有限公司","职工失业","2018-10-19","G007663811052","2019-05-25"
"尤毓","361315198006101667","CBD东三环中7号财富中心4号楼E203","15705487825","南京洪庆咨询管理有限责任公司","职工失业","2018-02-08","L070175491791","2018-09-11"
"李宁","361602199402167896","兴丰南大街96号附近","15205380506","济南美飞集团股份有限公司","城镇无业","2018-07-18","J062415673047","2019-03-05"
"周固之","361616197412169425","望花路3号","15503370964","南京亚泰庆环境建设股份有限公司","职工失业","2018-10-23","P060559260887","2019-03-13"
"成卿","361701198611162886","酒仙桥路18号颐堤港1楼50号","13007193546","济南东裕房地产开发有限公司","职工失业","2018-04-30","J075303315251","2019-06-24"
"时宁","361717199903206277","阜石路159号首钢篮球中心1层西侧","15105456102","天津祥耀国际工程技术有限公司","城镇无业","2018-07-07","K053671519621","2018-12-29"
"孙岚苑","370527198704233216","岭南路36号广东大厦1-3楼","15808348720","深圳元宝汇建筑产业集团有限公司","职工失业","2018-05-21","D089109773589","2019-06-20"
"岑群豪","371011197104298220","花家地东路5号","15205121105","南京聚荣信科技有限公司","职工失业","2018-01-10","M031000795900","2018-07-05"
"薛荣","371012197805187246","宣武门外大街甲1号环球财讯中心A座B1楼","13206316784","深圳聚荣信房地产开发有限公司","职工失业","2018-10-04","N068372116176","2019-03-19"
"沈若鸣","371324198404272169","王四营桥南西门面20号","15205370766","天津台久房产经纪有限公司","城镇无业","2018-08-21","P092545698427","2019-02-24"
"蒋莉桂","371516199310161466","右安门外大街56号","15607755207","大连汇盛聚物业管理有限公司","职工失业","2018-05-08","M020202255053","2018-06-21"
"孟超","410607197802223898","东打磨厂街3号","13707882731","杭州荣中国际工程技术有限公司","职工失业","2018-01-14","H097400764713","2018-08-10"
"平保","411113197010088894","鼓楼外大街18号鼓楼外大街与黄寺大街交叉口东北角","15506109072","深圳东裕咨询管理有限责任公司","职工失业","2018-05-26","F076321623079","2019-03-08"
"方翠雅","411113199107034867","北河沿大街159-2号","13400262212","济南光信房地产开发有限公司","职工失业","2018-08-29","H075311815237","2018-11-18"
"阮辰","411328199211048106","三里河路41号，甘家口大厦南侧200米路西","15907995033","沈阳祥耀咨询管理有限责任公司","职工失业","2018-02-26","K093488196511","2018-05-22"
"傅贵福","411703197401281816","黄花城水长城景区九渡河村九渡河桥南","15203981218","广州圣优弘集团股份有限公司","职工失业","2018-07-20","B060385931711","2019-06-10"
"凤彪博","420106199803182752","白浮泉路48号","13001140303","杭州捷国国际工程技术有限公司","职工失业","2018-04-13","G011798914926","2018-12-15"
"黄震","420204198308217029","国美第一城2号院6号楼","13307681244","重庆亨本同建筑装饰工程有限公司","城镇无业","2018-07-29","O096782519896","2019-04-28"
"倪星","420306197805047962","亦庄卡尔生活馆南门3号老家肉饼楼下","15301923288","广州巨弘同国际工程技术有限公司","职工失业","2018-12-31","G068001917182","2019-06-02"
"毕元全","421703199002144921","芍药居对外经贸大学东门向北100米","15507606636","广州干通亨房产经纪有限公司","职工失业","2018-06-26","N038308006041","2019-04-24"
"纪菊","430624198308078282","蒲黄榆路芳古园一区9号楼","13000347382","上海升盈物业管理有限公司","职工失业","2018-12-01","J083393426327","2019-04-07"
"郑强军","431011197508211252","富生路10号","15500381150","杭州洪生建筑装饰工程有限公司","职工失业","2018-10-16","O086633895002","2019-02-27"
"花轮翰","431222197708172839","十里河闽龙广场4楼美食城","13201227540","重庆光福巨物业管理有限公司","城镇无业","2018-10-13","I035325885371","2019-04-20"
"郎民","431628199008197240","莲花池东路51号","13101487555","济南亚泰庆计装饰工程有限责任公司","城镇无业","2018-04-08","S054028521157","2019-02-19"
"乐成","440223197210171120","梨园镇九棵树14号","13903748501","重庆亚泰庆物业管理有限公司","职工失业","2018-01-25","E010384371664","2018-08-17"
"宋力","440406197504267006","阜成路2号","13404389084","济南富金春科技有限公司","职工失业","2018-09-25","M009844576316","2018-12-02"
"舒嘉","440806199610192785","马家堡东路蝎老金旁边","13901717609","沈阳复汇建筑产业集团有限公司","城镇无业","2018-09-28","L058696709053","2019-01-20"
"秦敬震","441003198212234930","十里堡北区18号楼南侧炫特区西门对面","13003118219","成都台生益建筑装饰工程有限公司","职工失业","2018-03-24","O092875131214","2018-04-15"
"阮清","441114196910153217","南新园中路106号","15502753121","天津进安贸易有限公司","职工失业","2018-05-26","K056309080519","2018-12-31"
"魏伟刚","441517197810037794","前门大街97号三层","13303270984","深圳瑞合皇土石方工程有限公司","城镇无业","2018-05-08","L098205626066","2019-04-08"
"宋星","441613197403312887","双榆树西里双榆树三街3号","15801968878","南京亨浩贸易有限公司","城镇无业","2018-11-25","B052945270375","2019-05-20"
"陈玉","441627198606181118","古北水镇沙岭81-2","15303888950","天津进吉洪物业管理有限公司","城镇无业","2018-03-01","E098849580630","2018-12-19"
"汪中","450413199309184776","首经贸中街附近","15905454010","厦门进吉洪建筑装饰工程有限公司","职工失业","2018-04-30","I080781453990","2018-09-19"
"屈琛","450628197101056605","北苑路108号","13002471878","沈阳丰成富土石方工程有限公司","城镇无业","2018-02-28","Q092450756140","2019-03-28"
"卫信子","451111197909243520","东直门南大街1号北京来福士5层","13002030140","北京荣中土石方工程有限公司","城镇无业","2018-04-08","N016835706879","2018-08-16"
"方诚先","451121197004034079","前门大街30号","15306433670","济南源公国际工程技术有限公司","城镇无业","2018-08-15","Q001188934755","2018-09-10"
"李德","451808199501067517","长兴路12号中体奥园一区","15105511392","杭州源公环境建设股份有限公司","城镇无业","2018-06-16","P028878864535","2018-07-28"
"许燕彩","460916199111063120","兴丰南大街96号附近","13108571865","沈阳干通亨物业管理有限公司","职工失业","2018-01-21","P019390730339","2018-12-05"
"唐东文","461004199103204124","惠新东街19号","15603018383","重庆干通亨土石方工程有限公司","城镇无业","2018-06-14","F019792134441","2018-12-24"
"章光天","461214199409281105","九渡河民俗村附近南街一条23号","15806067554","上海亚泰庆科技有限公司","城镇无业","2018-05-03","A029343676817","2018-11-15"
"魏志","461223197109141428","北四环西路甲二号辽宁大厦三层","15606573132","天津源进咨询管理有限责任公司","职工失业","2018-05-18","S040259149759","2018-09-02"
"章丹","461303199805084783","玉桥街道潞阳桥西路花石匠东区旁","15006321351","成都康宏房地产开发有限公司","城镇无业","2018-05-04","D019907848271","2019-06-17"
"尹叶","461419196907298110","富力又一城黄厂南里3号院8号楼1至2层08室","13605851578","南京华飞房产经纪有限公司","城镇无业","2018-11-10","N043614872704","2019-01-09"
"祁朋斌","461425199904142288","北七家镇蓬莱苑1号楼","15203252070","厦门康宏贸易有限公司","城镇无业","2018-06-11","E035199970829","2019-02-11"
"苗轮翰","461628197308106119","马家堡东路106号院1号楼","13703791833","济南飞义高房产经纪有限公司","城镇无业","2018-01-23","B026969475465","2018-07-05"
"蒋清","461708197411153477","京加路怀北庄村国科大学北门北行200米路东","13100660674","重庆利庆优科技有限公司","职工失业","2018-01-17","C055700832122","2018-06-21"
"米洁梅","500225197704227602","良乡西潞北大街28号","15206691409","南京凯弘科技有限公司","城镇无业","2018-01-26","L081855726070","2018-09-03"
"沈兰凤","500717198002212318","李桥镇樱花园1区门口东侧","15702562059","上海丰正恒环境建设股份有限公司","城镇无业","2018-02-24","J015540676737","2018-05-15"
"苏宁欣","500818199202257239","安泰大街6号院3号楼113室","13304211200","重庆美飞土石方工程有限公司","职工失业","2018-02-03","P078508599633","2018-08-23"
"贺悦昭","500901197808035283","大白楼南路甲1号","15101805772","厦门丰成富环境建设股份有限公司","城镇无业","2018-08-04","M082957800109","2019-04-21"
"钱福","501101197406076884","康健胡同2号","13200185107","上海福富巨贸易有限公司","职工失业","2018-03-07","O088850425261","2019-03-03"
"时惠珠","501401199504154679","月亮河河滨路1号","15805960037","深圳同贵源咨询管理有限责任公司","职工失业","2018-04-05","P017342913347","2018-05-09"
"廉若鸣","501406199501203841","王府井大街301号新燕莎金街购物广场7层MF705-706","13406786608","杭州华飞房产经纪有限公司","城镇无业","2018-03-02","G002546710745","2018-04-03"
"张会思","510121198201093619","天通苑北三区1号万合广场3楼","15508477248","沈阳千圣物业管理有限公司","城镇无业","2018-05-13","H043085910399","2018-08-18"
"阮栋","510320199407142067","金融大街甲9号金融街中心3层","15108745368","济南飞凯集团股份有限公司","城镇无业","2018-01-05","K048617649021","2018-07-03"
"苏以","510825199707057216","十里堡北区18号楼南侧炫特区西门对面","13203897054","成都合弘土石方工程有限公司","城镇无业","2018-09-24","J014691763312","2018-10-11"
"贝静淑","510911197706122177","大翔凤胡同24号","15608396479","南京隆新正股份有限公司","城镇无业","2018-03-14","J026038094668","2019-05-11"
"戴颖","511626198201185183","学院南路四道口33号艺海商务酒店1楼","15307501434","天津丰成富科技有限公司","职工失业","2018-08-03","G011426734492","2019-02-04"
"华聪澜","520223197605054845","东三环劲松南路1号海文大厦1层","15702089075","大连洪庆环境建设股份有限公司","职工失业","2018-06-24","J076634099527","2018-10-30"
"苗振壮","521219198708217480","增光路55号紫玉饭店1-2楼","13206891978","重庆合台皇物业管理有限公司","城镇无业","2018-06-30","G082796921553","2019-05-31"
"孟琛","521306198609077849","王四营乡道口村红事会路1号","15907040816","上海源进股份有限公司","职工失业","2018-07-09","N054347728731","2018-11-15"
"雷鹏泽","521610199506263786","上地华联4层","13100492865","厦门弘富集团股份有限公司","职工失业","2018-05-16","M026545109958","2019-06-23"
"谈树","521623198202119007","慧忠北路安慧北里雅园5号楼","15702308021","南京圣优弘股份有限公司","职工失业","2018-11-02","J061818968340","2019-02-24"
"穆永","521715199807211893","梨园镇砖厂南里40号楼华远好天地商业区2楼","15905656846","南京荣德顺建筑产业集团有限公司","职工失业","2018-04-24","L075967533568","2018-07-02"
"于燕彩","530109198905058155","安翔路长空院内","15303675519","沈阳巨弘同房产经纪有限公司","职工失业","2018-07-30","S015639302851","2018-08-30"
"卫致树","530409198512047294","宣武门西大街甲87号","15204253561","大连全盛台股份有限公司","城镇无业","2018-03-14","O084129060433","2018-10-16"
"孙思","530706197403108178","和平里东街14区","13408386807","广州中义贸易有限公司","职工失业","2018-08-16","J077256628437","2018-12-06"
"尤浩亮","530716197708228119","永定门内大街1号天桥乐汇百货商场B1层","15002529047","南京飞润福房地产开发有限公司","职工失业","2018-10-11","G074757092486","2019-01-29"
"卜琦","530726198307263743","东直门内大街288-3号","15102310659","北京佳泰贵贸易有限公司","职工失业","2018-10-08","G035967650788","2019-02-09"
"姜海","530921198608167468","酒仙桥路大山子13号三楼","13601844927","天津飞凯建筑装饰工程有限公司","职工失业","2018-11-24","K021003987193","2019-01-07"
"孟宏言","531417199311264486","绿地缤纷城2期3层","13103293432","杭州飞润福环境建设股份有限公司","职工失业","2018-06-20","C036516703298","2018-07-29"
"马时","531528199602084750","大成路吴家村路甲1号","15805485842","广州亚泰庆股份有限公司","职工失业","2018-11-11","C042970572474","2019-03-06"
"孟刚","531821199302237572","紫竹院路车道沟10号院","15208180911","大连顺合伟国际工程技术有限公司","职工失业","2018-07-15","E085416416889","2018-09-24"
"鲍震","540119197509199561","山湖路青龙湖公园","13601641655","广州元春本建筑装饰工程有限公司","城镇无业","2018-02-24","I012902465855","2018-03-19"
"皮凝晓","540319199602156588","东大桥路三角地2号楼北侧","15904990329","成都康贵计装饰工程有限责任公司","城镇无业","2018-01-10","S074870321403","2018-12-15"
"严祥","540406198602078001","前进花园石门苑甲13号国泰宏城购物广场4楼","15201150426","杭州干捷土石方工程有限公司","城镇无业","2018-01-23","A003991328604","2018-10-30"
"宋军","540612199204285164","穆家峪镇前栗园村密云机场","13008026573","上海美辉咨询管理有限责任公司","城镇无业","2018-01-26","M049998064780","2018-09-08"
"祁荣","540823198510021779","兴隆商业街50号","13808407309","广州利庆优贸易有限公司","职工失业","2018-12-16","D093489327677","2019-04-02"
"戚鸣","541210198010298935","阜石路当代商城北侧停车场104号","13503807450","成都亚泰庆集团股份有限公司","城镇无业","2018-02-18","F067039910097","2018-10-22"
"米梁栋","541513199007283069","雍和宫大街153号交道口北三条内","15004625437","上海进吉洪土石方工程有限公司","职工失业","2018-02-02","K094404196702","2018-03-19"
"俞彪博","541518197107242526","紫芳路盛金鞋业","15904038645","杭州干晶合房产经纪有限公司","城镇无业","2018-12-18","P008843570728","2019-02-26"
"伏富顺","610419197101206708","知春路城铁站对面","13708660006","济南本凯股份有限公司","城镇无业","2018-05-08","B052179745149","2018-07-05"
"沈勇毅","610602198211012844","安定门内大街252号","13304115902","杭州瑞万百贸易有限公司","城镇无业","2018-08-18","R021601504425","2019-05-29"
"沈霞香","610711197511172582","清水镇清水村西南街73号","13106693374","北京台久集团股份有限公司","职工失业","2018-12-30","L085087603143","2019-04-03"
"沈俊峰","611605198210074049","清河中街68号华润五彩城购物中心西区4层","13804520281","济南干晶合国际工程技术有限公司","职工失业","2018-11-29","C085839306565","2019-03-08"
"姜子","620204199005027564","紫竹院路车道沟10号院","13503304448","重庆同优寿计装饰工程有限责任公司","城镇无业","2018-10-14","L080278149697","2018-11-10"
"水林有","620502197408017929","篱笆房路帝凯乐ktv下面便民菜站内","13403680299","大连干晶合土石方工程有限公司","职工失业","2018-05-31","R043374083548","2019-05-02"
"陈滢馥","620625197505162414","东二环劲松九区907号楼","13403444551","杭州本凯贸易有限公司","城镇无业","2018-08-06","R082391383699","2019-05-03"
"雷霞香","620713197010223511","蒲黄榆路芳古园一区9号楼","13707903954","厦门隆新正房产经纪有限公司","职工失业","2018-09-23","H002386606542","2018-12-21"
"郎仁","621022198303214030","和平街11区3号楼","13203773716","杭州公义集团股份有限公司","城镇无业","2018-11-03","Q005453842825","2019-04-17"
"祁斌","621026197012254954","农光里36楼南侧劲松农光里农贸市场一层3034","15101781102","重庆美飞建筑装饰工程有限公司","职工失业","2018-11-19","H073232253918","2019-06-30"
"杨顺","621403199312279489","前门大街97号三层","15301308447","重庆宝千贸易有限公司","职工失业","2018-11-03","A075772361810","2018-11-19"
"时凝晓","621814198409132091","慧忠路亚运村安慧里2区4号楼","13500372070","成都巨弘同科技有限公司","城镇无业","2018-08-22","O013562959715","2019-02-19"
"邹泰盛","630406198005204828","王府井大街218-3号新天地宾馆一层","13903110880","深圳捷国国际工程技术有限公司","职工失业","2018-02-21","R013780522385","2018-05-16"
"朱鸣","630612197902259727","宋翟路","15807332999","大连宝千房地产开发有限公司","城镇无业","2018-03-05","O096980482401","2018-05-28"
"殷胜","631521198610156392","中关村南大街31号神舟商旅酒店一层","15002563158","成都亚泰庆国际工程技术有限公司","职工失业","2018-12-26","E018333106483","2018-12-26"
"喻豪","640405198110312151","穆家峪镇前栗园村密云机场","15908810991","北京荣中房产经纪有限公司","职工失业","2018-04-02","Q031397339218","2019-02-21"
"秦兴","641118199703262302","秋实街1号世代百货2层","13507072425","重庆佳泰贵咨询管理有限责任公司","职工失业","2018-01-03","C084200320925","2018-02-14"
"康树","641522197410296222","后海大金丝胡同4号","13008484898","成都进安集团股份有限公司","城镇无业","2018-07-12","N074802305731","2019-05-26"
"席巧","641607199906022345","酒仙桥路大山子13号三楼","13102523847","济南丰成富建筑产业集团有限公司","职工失业","2018-10-31","H000233076877","2019-03-22"
"倪琳素","641707196911083963","天通东苑一区50号楼","13902027524","北京升盈物业管理有限公司","城镇无业","2018-10-20","E005753345655","2019-02-26"
"康峰","641725197705318552","金宝街50号-1号","15808878058","大连裕茂物业管理有限公司","职工失业","2018-02-19","I038348492817","2019-05-09"
"郑纨仪","650625198005121091","呼家楼京广中心瑰丽酒店三层","15101441372","厦门顺合伟建筑产业集团有限公司","城镇无业","2018-12-08","B016145692966","2019-01-29"
"严青倩","650806199306016006","天通苑国泰东三区2号楼","15005664550","南京瑞合皇环境建设股份有限公司","城镇无业","2018-06-26","J016324712954","2018-07-04"
"邹东文","650810197506026540","鼓楼南大街东侧1号楼1-2层","13001625036","沈阳凯弘科技有限公司","职工失业","2018-07-16","E002971053867","2018-10-21"
