"27","东城区委员会支部委员会","诸克","531322197404175880","共青团员","","13205352325","2012-11-18"
"28","镇海区委员会支部委员会","范舒","120602199705105881","中共党员","","15802947452","2009-02-14"
"29","立山区委员会支部委员会","诸艺枫","111607197812157274","共青团员","0591-40837836","13908207544","2013-03-23"
"30","丰润区委员会支部委员会","倪振","211303199109224385","共青团员","","13502390405","2013-01-12"
"31","美兰区委员会支部委员会","熊蕊琳","461423197107249085","中共党员","0352-33069028","13006294194","2008-02-23"
"32","青浦区委员会支部委员会","蔡勤月","151012199502123396","共青团员","","13704128734","2013-04-05"
"33","莱城区委员会支部委员会","宁世","151705198208187016","共青团员","","15205274674","2012-01-02"
"34","黔江区委员会支部委员会","程韵洁","330318197809206091","中共党员","","13500186531","2003-07-17"
"35","新抚区委员会支部委员会","郭绍胜","150803197501146752","中共党员","","13508493407","2005-12-03"
"36","城区委员会支部委员会","俞蕊婕","360324199403142228","中共党员","","13801973364","2005-09-27"
"37","临川区委员会支部委员会","孟克","330510197310235040","中共党员","","15206546508","2004-09-18"
"38","九龙坡区委员会支部委员会","车珊琬","500109199812305630","共青团员","0592-44045146","15707544447","2011-12-15"
"39","沧浪区委员会支部委员会","谢苑凤","710607197611257372","中共党员","0523-56331506","15508418185","2005-04-26"
"40","槐荫区委员会支部委员会","韦婵","620106197411281678","中共党员","0476-19563742","13308391046","2001-03-10"
"41","秀英区委员会支部委员会","莫珍仪","630312199005065758","共青团员","0477-94112506","13107785897","2009-12-04"
"42","石景山区委员会支部委员会","许艳","461422198109017733","共青团员","0937-89401846","15501947045","2013-04-25"
"43","禅城区委员会支部委员会","姚心奇","150120198509243240","共青团员","","13108023388","2013-08-02"
"44","余杭区委员会支部委员会","刘彬","461605198110096736","共青团员","0746-48104390","15803206138","2014-04-23"
"45","平江区委员会支部委员会","卫奇顺","530610199105067293","共青团员","0312-88078729","13206088465","2010-01-17"
"46","江汉区委员会支部委员会","柏天","361016198401217640","中共党员","","13201832968","2003-07-19"
"47","新城区委员会支部委员会","戴婕雅","131814198504191312","共青团员","0577-45834085","13305901300","2013-09-22"
"48","北辰区委员会支部委员会","魏豪","451809197302024008","中共党员","","13001170540","2004-06-03"
"49","闸北区虹口区委员会支部委员会","华翔全","460208199509262339","共青团员","0418-19109887","15707151536","2014-01-31"
"50","青浦区委员会支部委员会","毕伟","350303198709224724","中共党员","0415-56412727","13205492358","2001-04-02"
"51","六合区委员会支部委员会","赵军","441122198901266995","中共党员","","15503115451","2009-05-15"
"52","大东区委员会支部委员会","鲁璐","710513197409224100","共青团员","","13802730528","2011-03-17"
"53","沙河口区委员会支部委员会","伏凡桂","411425197108194844","共青团员","0792-45419920","15105781912","2013-02-23"
"54","动力区委员会支部委员会","雷策","520119198411018016","共青团员","0799-40945797","15908670583","2011-10-11"
"55","黄陂区委员会支部委员会","杨思","360906199002125275","中共党员","0452-88062373","15501164727","2007-03-10"
"56","潮南区委员会支部委员会","郭有","140225198211273747","共青团员","","13907273776","2012-07-08"
"57","通州区委员会支部委员会","胡梅","331723198403145468","共青团员","010-46516076","15107153408","2013-01-01"
"58","萧山区委员会支部委员会","袁林子","331212198809201032","中共党员","","15001194581","2007-10-04"
"59","北仑区委员会支部委员会","邢榕","361621198103035722","中共党员","","13105192738","1999-10-21"
"60","虎丘区委员会支部委员会","余伯","611102197009197041","中共党员","","15900512164","2008-02-12"
"61","徐家汇委员会支部委员会","冯振","711010198105247383","中共党员","","15103614443","2008-12-29"
"62","荔城区委员会支部委员会","马毅俊","450502197702166690","中共党员","0531-25998565","13601013253","2007-12-27"
"63","六合区委员会支部委员会","贝兴","311222199208158855","中共党员","0514-80709814","13101956868","2003-01-13"
"64","阎良区委员会支部委员会","费滢","370202197910114548","共青团员","0514-62625543","13301984099","2011-10-07"
"65","东陵区委员会支部委员会","俞顺","321604197208182171","中共党员","0578-70224483","15108622711","2000-06-16"
"66","上甘岭区委员会支部委员会","邢民","650815198409254204","中共党员","021-61366313","15701054217","2007-10-05"
"67","福田区委员会支部委员会","计慧桂","330814197305055108","共青团员","","15708113536","2011-06-28"
"68","象山区委员会支部委员会","章天心","630317198502112365","中共党员","","15207005695","2007-09-21"
"69","房山区委员会支部委员会","蓝怡","140423197803116823","中共党员","0571-36865627","13908265363","2003-08-15"
"70","江北区委员会支部委员会","鲁浩若","640714198211113485","中共党员","0533-52346522","13006974320","2004-11-22"
"71","椒江区委员会支部委员会","唐承伯","651305197307257605","共青团员","","15908700441","2013-05-02"
"72","永红区委员会支部委员会","薛策","231216199303066760","共青团员","","13002060575","2012-07-26"
"73","大东区委员会支部委员会","卫茗","130403197707049892","共青团员","","15901031921","2011-02-28"
"74","海曙区委员会支部委员会","戚力宁","631418198108203597","共青团员","","13805808542","2013-01-09"
"75","玄武区委员会支部委员会","费兰","361101198806298887","中共党员","","15600943186","2007-05-22"
"76","岳麓区委员会支部委员会","徐艺","630719199103104528","中共党员","0316-11962070","15802571243","2006-10-23"
"77","伊春区委员会支部委员会","曹先善","451424198807013405","中共党员","0701-33355495","15706005491","2006-12-04"
"78","旅顺口区委员会支部委员会","柏中","421321197305116333","共青团员","0471-11068066","15004580507","2012-06-25"
"79","金山区委员会支部委员会","时刚贵","610519199311269908","共青团员","0936-64082816","13904355051","2009-08-01"
"80","玉泉区委员会支部委员会","戴星康","410610198808163726","中共党员","","13000984690","2005-11-24"
"81","桥西区委员会支部委员会","崔蕊育","421209197710022111","共青团员","0934-43106788","15007494929","2012-10-31"
"82","未央区委员会支部委员会","熊慧","121508199604143034","中共党员","0738-89395524","13901981907","1999-09-21"
"83","九龙坡区委员会支部委员会","闵旭","630713198509115789","共青团员","","15306270829","2010-10-14"
"84","滨江区委员会支部委员会","贾玉","221225197308297147","中共党员","0734-90324691","15704094422","2000-05-08"
"85","沙坪坝区委员会支部委员会","路琛","611815199411257438","中共党员","0512-45476496","13608211391","2007-07-14"
"86","东西湖区委员会支部委员会","窦融","441228197509293678","共青团员","","15805630939","2011-11-16"
"87","新城区委员会支部委员会","项邦永","540220198206034737","共青团员","","15304191317","2011-04-26"
"88","嘉定区委员会支部委员会","孔博子","330303198812139899","中共党员","","13806031775","2000-10-12"
"89","香洲区委员会支部委员会","孙婵茗","511405196911163133","共青团员","","15700427747","2010-02-15"
"90","东丽区委员会支部委员会","杨梅","361227197006161220","中共党员","0318-26854457","15306804097","2006-02-26"
"91","渝水区委员会支部委员会","管功","360821199810159128","共青团员","0572-61412302","13703823017","2010-02-16"
"92","松山区委员会支部委员会","元爽英","620328199205244454","共青团员","","15602450130","2012-05-15"
"93","虎丘区委员会支部委员会","郑泰彪","640925198401262366","中共党员","0793-84996979","15500168575","2003-06-12"
"94","太子河区委员会支部委员会","于琼娟","371601198408048843","共青团员","0794-99171735","15600025703","2009-09-30"
"95","平山区委员会支部委员会","彭朗","141003199504085649","共青团员","","13405580519","2012-07-30"
"96","余杭区委员会支部委员会","乔伯","521821199509086946","中共党员","","13307821638","2004-08-25"
"97","六合区委员会支部委员会","季蕊秋","130117197104245927","中共党员","0797-86683028","15103765698","2002-08-18"
"98","宝安区委员会支部委员会","时彩瑞","540524198204273117","共青团员","","13500526672","2013-10-13"
"99","荔城区委员会支部委员会","梁燕","120610197003144254","中共党员","","15005227837","2000-05-25"
"100","朝阳区委员会支部委员会","魏枝爱","621506197611074737","中共党员","","13500155235","2006-04-04"
"101","仓山区委员会支部委员会","计龙毅","651601197904227053","中共党员","","15503658788","2003-10-30"
"102","莱山区委员会支部委员会","任振乐","711526197912113846","共青团员","0745-41573870","13404281675","2010-12-16"
"103","五营区委员会支部委员会","路菊蓉","320915198103154867","共青团员","0516-57342291","13405690198","2012-02-15"
"104","滨江区委员会支部委员会","史纯","451115199401198022","共青团员","","13700716705","2011-10-17"
"105","新城区委员会支部委员会","柏生泰","421315198708197740","中共党员","","13407961019","2002-09-28"
"106","宣化区委员会支部委员会","吕强","420825199111051011","共青团员","","13708874038","2013-01-06"
"107","莱城区委员会支部委员会","包武","220128197404069961","共青团员","","13207163924","2014-01-19"
"108","河西区委员会支部委员会","鲍羽","450424199510297683","共青团员","025-57658411","13006842497","2011-02-18"
"109","北戴河区委员会支部委员会","薛静真","530215198403048221","中共党员","","13007656888","2008-07-30"
"110","江北区委员会支部委员会","殷荔荣","500115197612122141","共青团员","","15304344690","2011-05-20"
"111","大通区委员会支部委员会","孙珠","221613197604215412","中共党员","","15904537684","2002-03-19"
"112","集美区委员会支部委员会","段清承","511414199007087885","共青团员","0599-49825546","13604155584","2010-03-31"
"113","大通区委员会支部委员会","杜鹏","130109196908235545","中共党员","","15102464399","2003-04-27"
"114","顺义区委员会支部委员会","萧才兴","221824197404262844","中共党员","","15905803364","2006-09-07"
"115","万柏林区委员会支部委员会","林良伟","450827199604207782","中共党员","0477-48758486","15504733348","2004-02-20"
"116","淇滨区委员会支部委员会","蒋波政","410512197108267366","共青团员","0635-84704881","15604371306","2013-08-19"
"117","前山区委员会支部委员会","吴泽壮","330101199312157683","共青团员","","13602258836","2012-10-13"
"118","良庆区委员会支部委员会","雷 燕","430703199405027772","共青团员","","13301537442","2014-04-03"
"119","沙坪坝区委员会支部委员会","莫珊","320108199205173835","共青团员","","13805750436","2014-06-18"
"120","南岸区委员会支部委员会","方薇","631827197904152470","中共党员","0482-23245358","15902338559","2000-11-03"
"121","郊区委员会支部委员会","喻先伟","500520197806239483","中共党员","0512-69763767","15708363352","2009-02-01"
"122","大港区委员会支部委员会","宁娴滢","811720197101023235","共青团员","","13306835899","2011-08-06"
"123","巴南区委员会支部委员会","段琴","350111199509242246","共青团员","025-32123547","15200234503","2010-01-14"
"124","通州区委员会支部委员会","毕霞","370801198608161521","共青团员","","13004091505","2013-04-10"
"125","禅城区委员会支部委员会","邱馨","411628198412118521","共青团员","0535-47074689","13201170731","2013-07-31"
"126","和平区委员会支部委员会","司秋华","511606198712211341","共青团员","0350-89741213","13005537504","2011-01-20"
"127","博山区委员会支部委员会","米凝琼","540215198404237189","中共党员","024-11564633","13604264500","2003-11-11"
"128","大通区委员会支部委员会","齐可","461309199706093148","共青团员","","15006942036","2010-06-09"
"129","市南区委员会支部委员会","季言清","410118199711061278","中共党员","0516-69697825","15000458533","2005-12-17"
"130","邯山区委员会支部委员会","俞苑娣","500423197204208483","共青团员","","13903798411","2012-01-26"
"131","玉泉区委员会支部委员会","严心","531226199807033624","共青团员","","15503712263","2010-06-12"
"132","斗门区委员会支部委员会","娄淑","150706198210032925","中共党员","0577-30058972","13108262869","2002-03-29"
"133","吴中区委员会支部委员会","甄丹晶","210703197210195608","共青团员","022-90839242","13508327577","2012-10-27"
"134","蔡甸区委员会支部委员会","郑妍舒","530208199404075345","共青团员","","13704524132","2010-01-14"
"135","兴宁区委员会支部委员会","柯青琼","110226198210301768","中共党员","","13103838556","2000-04-04"
"136","西固区委员会支部委员会","廉壮志","441105199210137079","中共党员","","13604751141","2008-03-25"
"137","翠峦区委员会支部委员会","蒋风","131728198912064033","中共党员","","13205006140","2005-05-07"
"138","九龙坡区委员会支部委员会","朱妹","141619199805169792","中共党员","","15204890964","2001-03-08"
"139","市中区委员会支部委员会","刘宜悦","121619198606215123","共青团员","","13305653513","2012-01-22"
"140","未央区委员会支部委员会","计娴玉","221019199504133722","共青团员","","15707112794","2012-11-13"
"141","道外区委员会支部委员会","冯凤云","511710196908308830","中共党员","0736-20856065","15101272177","2005-01-24"
"142","北塘区委员会支部委员会","万莎","510707199405072643","中共党员","","13400240478","2001-06-17"
"143","斗门区委员会支部委员会","白进","371410199103218153","中共党员","","15701368037","2000-08-01"
"144","复兴区委员会支部委员会","韩弘士","450911197305283802","共青团员","0745-11578116","15203328493","2012-11-18"
"145","下城区委员会支部委员会","贝梦","351708197412212979","中共党员","","15005817416","2004-06-23"
"146","岳麓区委员会支部委员会","孔莺","450426199609172449","共青团员","0739-12316586","15501917260","2010-11-04"
"147","永红区委员会支部委员会","蔡妹","221708197203029202","共青团员","010-76134361","15706632919","2010-07-01"
"148","鄞州区委员会支部委员会","包雪","350411198704232406","共青团员","","15700702206","2012-06-26"
"149","浦口区委员会支部委员会","王心顺","610504197507262471","中共党员","","15705968959","1999-11-12"
"150","南汇区委员会支部委员会","阮瑞香","110801199402243411","中共党员","","13400678003","2005-09-17"
"151","鸡冠区委员会支部委员会","穆枫","520104198408248514","共青团员","0477-64433514","15801036671","2014-01-04"
"152","琼山区委员会支部委员会","林玉舒","361006199610124545","共青团员","0797-50316017","13207717320","2009-11-20"
"153","相城区委员会支部委员会","罗茜茗","641102198803162413","中共党员","","13205611579","2002-04-03"
"154","新华区委员会支部委员会","时红","341219198006255089","共青团员","0312-15231686","15908881807","2012-09-01"
"155","成华区委员会支部委员会","廉娣惠","150414199004155382","共青团员","","13602928456","2010-04-04"
"156","通州区委员会支部委员会","雷德祥","221620198010034883","中共党员","","13402852279","2004-01-10"
"157","新市区委员会支部委员会","章聪","461705197802242203","中共党员","0519-14171082","13402193463","2006-02-16"
"158","雁塔区委员会支部委员会","姜芳","130215197302141919","中共党员","","13108790845","2000-01-15"
"159","东陵区委员会支部委员会","尹时冠","521103197411076566","中共党员","","13905435500","2008-08-27"
"160","潘集区委员会支部委员会","华霞舒","121507198306112711","中共党员","","13508204664","2009-02-15"
"161","道里区委员会支部委员会","莫巧玉","210125198108157901","共青团员","0471-48739039","15906925216","2012-07-11"
"162","淮阴区委员会支部委员会","姜妹宁","460923198102134069","中共党员","","13403336529","2002-12-25"
"163","谢家集区委员会支部委员会","段馥云","510813199607092963","共青团员","","13404177901","2011-10-10"
"164","城阳区委员会支部委员会","熊红妍","511119197508088681","共青团员","","13501074603","2014-01-22"
"165","前进区委员会支部委员会","水婉","231501197011257416","中共党员","","13400368967","2003-01-16"
"166","旅顺口区委员会支部委员会","鲍瑞飘","541306197306279874","中共党员","","13107504415","2006-12-14"
"167","清河区委员会支部委员会","穆雅霄","630703199204148209","共青团员","0474-60171925","15007823509","2012-11-07"
"168","玉田县委员会支部委员会","计会","120425199207025324","共青团员","","15508568444","2010-12-23"
"169","滕州市委员会支部委员会","熊杰","710328199008155281","中共党员","","15701113771","2006-07-08"
"170","立山区委员会支部委员会","熊凤华","211207197912271307","共青团员","0934-24601760","13907824172","2010-10-09"
"171","天河区委员会支部委员会","米亚琳","431717198711046498","共青团员","","15602110186","2010-07-02"
"172","新市区委员会支部委员会","王欣咏","460223199408285110","共青团员","","13003434601","2013-06-03"
"173","西青区委员会支部委员会","宋娜滢","321817198801201125","中共党员","","13406134236","2007-05-25"
"174","南郊区委员会支部委员会","熊瑶","111111197303257615","共青团员","0534-86915298","13200578596","2010-02-11"
"175","福山区委员会支部委员会","秦勇","631019199905025051","中共党员","0939-74337187","13300914890","2007-12-23"
"176","双桥区委员会支部委员会","叶欢贞","440907197910122578","共青团员","","15200816328","2014-02-24"
"177","西固区委员会支部委员会","宁昭","440727199403162213","中共党员","","15802961436","2000-09-03"
"178","点军区委员会支部委员会","杜思","430401198006262657","共青团员","","13800497530","2010-06-30"
"179","海港区委员会支部委员会","水平河","500404197603198518","中共党员","0475-68625570","15601666031","2003-01-04"
"180","澄海区委员会支部委员会","韩鸣","210701197611272370","中共党员","","13706988006","2001-09-12"
"181","九龙坡区委员会支部委员会","姜翠丽","411504197509274972","共青团员","","13400314324","2010-05-22"
"182","红古区委员会支部委员会","凌博","461011199106012600","中共党员","0411-56888357","15304372448","2008-04-16"
"183","友好区委员会支部委员会","柯鸣","811719198007157943","中共党员","","13700856683","2004-12-03"
"184","路北区委员会支部委员会","郭澜","641225199403203659","共青团员","","13506328723","2012-05-01"
"185","成华区委员会支部委员会","宋荷","311419198308075733","中共党员","","13401143026","2003-05-27"
"186","路北区委员会支部委员会","穆宁云","430225198901257490","共青团员","0319-78913401","15102390287","2012-05-05"
"187","遵化市委员会支部委员会","汤莲","150318197706035289","共青团员","","15207235184","2011-05-05"
"188","博山区委员会支部委员会","邬以","351325198002272922","中共党员","0595-69619812","13708628973","2002-03-07"
"189","秀英区委员会支部委员会","吕君芝","321606198509185640","中共党员","","13403976049","2003-01-29"
"190","江北区委员会支部委员会","乐璧琦","230301199204268972","共青团员","","13505693471","2012-01-31"
"191","永红区委员会支部委员会","左武宏","531020198310167275","共青团员","","15008886907","2012-08-29"
"192","淮阴区委员会支部委员会","谭秋","630810199209149774","共青团员","","15702315401","2012-12-13"
"193","莱山区委员会支部委员会","汤思","520420197106103273","中共党员","","13507743225","2006-04-25"
"194","良庆区委员会支部委员会","凌燕","500107198001278349","中共党员","","13606068936","2000-07-12"
"195","江夏区委员会支部委员会","田眉蓓","150913198907248950","共青团员","0576-73867549","13606336102","2011-07-25"
"196","门头沟区委员会支部委员会","秦雄","310921198111112630","共青团员","","15304390161","2013-12-26"
"197","双桥区委员会支部委员会","申刚","321321198405072902","中共党员","","15503051576","2006-10-16"
"198","中山区委员会支部委员会","常妍秋","620621197206163205","共青团员","","13105692472","2014-04-21"
"199","东西湖区委员会支部委员会","韩亚露","460815197609054246","共青团员","0938-64815287","15904383560","2013-06-14"
"200","南岳区委员会支部委员会","伏朋冠","450702199208288225","中共党员","","13603754704","2002-01-20"
