"水彩","130408197510113684","中关村东路清华科技园·启迪科技大厦A座1层","15106263376","播种机","9ER-56","2","K046867399709","L094120832786","2017-01-27","中国建设银行","6655437563073581600","2017-02-15"
"姜荔","131213199004124860","海淀四季青杏石口路36号（四博连院内）养生书画院","13003125966","收割机","0NJ-05","1","A020543469251","D024285302303","2018-05-26","中国农业银行","6891395563073581619","2018-10-27"
"平舒","131218198706206391","朝阳公园西路9号九号公寓2号楼18单元301室朝园收藏对面","15101196817","收割机","6EU-66","2","D016817077340","L020947971726","2018-04-19","交通银行","6433832563073581983","2018-07-02"
"王元全","131816199108126880","东四环中路78号2层2-B","13208386144","挤奶机","4RT-31","1","S099881984989","D071693881974","2017-01-21","中国银行","6282549563073584289","2018-09-07"
"孟筠柔","140517199306301281","悼陵监民俗村108号国艳烙糕宴","13106196568","拖拉机","0FT-96","3","L083294619120","F023794661605","2017-01-11","中国银行","6517332563073581467","2019-01-27"
"祝震","140528197706308801","草市街与徐尹路交口东北角徐辛庄电子工业技术学校西侧","13107142894","甘蔗收获机","4ZP-73","3","I096507688526","B016538775793","2017-11-12","招商银行","6303628563073586860","2019-02-04"
"柏姬舒","140717198602034211","东直门内大街282号","15605801763","甘蔗收获机","8AA-82","1","E001001898968","B039949959584","2017-03-23","招商银行","6715077563073585624","2018-09-26"
"尤盛","140814197305219282","广安门外南滨河路87号","13005192460","收割机","2JO-66","1","N069490299669","P029452814819","2017-03-10","中国农业银行","6383692563073580346","2017-04-02"
"湛诚先","141114198811269083","金融大街甲9号金融街中心3层","13103381723","播种机","5CA-18","3","I098886324574","K005826862073","2018-01-21","中国光大银行","6130057563073582916","2019-03-23"
"史宁","141127197512072968","新华西街58号院西门金街B区1-276","13203644308","挤奶机","7GW-07","3","J039691186130","G034142275996","2018-09-04","国家开发银行","6176749563073581972","2018-12-15"
"史环","141211198009151376","台湖镇定海园三里10号楼","13800325156","收割机","4HJ-97","3","M029053841581","F067429926020","2016-11-09","中国民生银行","6131091563073581849","2018-05-30"
"杨泰盛","150101198908073987","大白楼南路甲1号","13308446415","播种机","2SZ-21","2","N030212903921","O086765664249","2018-08-23","中国民生银行","6339641563073581579","2018-09-04"
"祁冠","150218198602117193","西八里庄路恩济里小区27号楼底商","13201207314","拖拉机","9JO-20","3","I098860343572","K077846918641","2018-08-03","国家开发银行","6606630563073579719","2018-10-02"
"阮承乐","150218199202214803","文学馆路芍药居16号楼","13305880618","挤奶机","2FX-57","1","F003890817137","J014565605465","2018-07-31","中国邮政储蓄银行","6232377563073582384","2019-01-30"
"毛邦","150606197206161353","四合路1号","15208124293","播种机","0DG-49","2","L051040576787","Q011974077954","2016-06-02","国家开发银行","6405100563073584311","2018-04-10"
"袁涛","150624198306208072","金宝街88号金宝汇购物中心5楼","15904751745","挤奶机","9NA-80","1","J088000280036","Q074635249454","2016-05-25","中国银行","6785538563073584169","2017-12-16"
"阮清","150724199309262963","九棵树大稿艺术区内","15802140770","拖拉机","9VA-01","2","H097885213878","G081284475171","2017-12-06","中国农业发展银行","6679993563073580590","2018-10-17"
"禹芸","150918198004086673","花乡奥莱村07301号","13505903251","拖拉机","2CP-94","1","O017561589800","A002636506540","2017-04-17","中国邮政储蓄银行","6252984563073587337","2018-05-01"
"赵晨辰","151209197106189499","广渠路c号","15704068953","烘干机","9VG-16","2","B006181887201","A002937620557","2017-04-22","交通银行","6625112563073587834","2018-09-08"
"姜善","151209199602012531","建国路华贸中心东区四层","13204203280","甘蔗收获机","4ZM-90","3","B029538290627","B030634295111","2017-01-14","中国农业银行","6648753563073584431","2018-04-17"
"鲍先","151503199812113160","永外果园8号欣雅汇生活广场5层","13202605081","挤奶机","2IA-93","2","N020200889741","G079021701963","2016-08-06","中国农业银行","6605825563073585747","2017-02-06"
"史武新","151615199512237170","万寿路西街61号","13704158102","播种机","2WP-72","2","R019784287084","O006864235969","2016-06-22","中国工商银行","6268408563073588594","2016-08-27"
"熊凡","151713198205172642","广渠路c号","15900405493","甘蔗收获机","8RH-95","2","N089418245026","B027633012225","2017-12-25","中国工商银行","6963226563073585216","2018-06-10"
"尤清","210426198411254659","大杨山森林公园内","13308555881","挤奶机","8NE-23","1","C018911944150","E071355138627","2016-05-16","中国邮政储蓄银行","6925907563073581731","2018-02-16"
"苏以","210514197305179003","干二路70号","13904668022","挤奶机","9SL-14","2","D068740074511","G013803945609","2017-09-22","中国建设银行","6268651563073579696","2018-09-14"
"姚菲寒","210604199112269655","顺沙路京汉美食街南口赏时南侧","13804663457","甘蔗收获机","5WZ-36","2","P045191641653","R052425894340","2016-09-20","中国民生银行","6264041563073586996","2019-03-06"
"陶薇","210927199509269893","东轴斜街6号","13607601520","收割机","3YQ-89","3","G054757634194","R001473868418","2017-08-16","招商银行","6342343563073587696","2018-06-14"
"云影荔","211114198407142616","旧宫镇商业街甲61号","15706993920","甘蔗收获机","0DE-20","3","B058370924396","C069213026470","2016-11-11","中国建设银行","6102286563073588246","2018-02-07"
"吴盛","211205196912214989","东坝和敬路福润四季小区A6底商","15804237400","拖拉机","6AS-44","2","C048908712323","E018933345743","2016-04-14","中国民生银行","6180289563073587324","2018-02-02"
"毕顺","211820199812298952","新光天地北侧华贸公寓19号会所二层","13904382526","棉花采摘机","0YL-05","2","K051976080454","J046287744718","2016-05-11","招商银行","6158782563073585599","2017-07-19"
"元国胜","220108199708307019","东三环南路54号劲松桥东北角","15704581851","挤奶机","5IJ-79","2","N049125317949","G021402628333","2018-11-17","中国工商银行","6181220563073579339","2018-12-06"
"尹义兴","220608198708206786","天通苑太平庄二街中富大厦","15804693651","拖拉机","4SC-53","3","P092785735382","N034327391682","2018-11-01","中国人民银行","6706719563073582897","2019-06-25"
"方妹","220618199110087739","徐宋东四街小堡环岛向东100米","13005751147","挤奶机","8UC-23","2","K083098632563","H004838640393","2017-11-26","中国工商银行","6280355563073583148","2019-02-11"
"舒菊","221714196908194928","台湖镇定海园三里10号楼","15500810432","收割机","9HO-25","1","S038278727212","E032086395266","2016-04-03","中国农业发展银行","6931788563073582491","2017-12-24"
"谢腾","230126199810295213","枣营北里14号楼","15904668074","播种机","5CE-33","2","R023718926387","H015147560427","2018-02-06","中国邮政储蓄银行","6333807563073582018","2019-01-09"
"贺桂","230218199312305960","广渠路23号院金茂府南街底商","13908440851","播种机","4VS-51","2","I015859306236","C071998365833","2016-09-06","中国工商银行","6797816563073586733","2018-10-20"
"纪妍","230302197309144978","万达广场负一层家乐福出口处","15501990981","播种机","0ID-23","1","B074006817146","G086318414977","2017-11-29","中国工商银行","6324415563073584553","2019-03-05"
"茅伯","230713199110032152","西河沿149号","15507332289","烘干机","1ZG-14","2","J036614747703","A035026305825","2018-12-08","招商银行","6685144563073586618","2019-04-05"
"姚士以","231512198311186760","团结路隆丰大街庞各庄众美城9号楼103室","13800738914","甘蔗收获机","7CF-15","2","O075257286365","K003797698968","2017-09-04","招商银行","6176926563073584153","2018-07-18"
"毕娣叶","310101198807021368","大黄庄222号","15304522900","播种机","4QC-98","3","N064256572011","N076594930920","2017-01-20","中国工商银行","6186407563073579838","2019-03-26"
"凤和","310725197201088797","百子湾南二路百子园15号楼102C号","15102451566","收割机","0KA-83","1","R068373094452","R081261615496","2016-07-18","中国建设银行","6222636563073585732","2016-10-30"
"柏俊峰","310902197805125756","高塔路川北小区12号楼103号","13800563703","播种机","6AE-64","3","A006843723404","Q011583143694","2018-10-02","中国农业银行","6824682563073579459","2018-12-15"
"乐豪","311024198807222098","台湖镇定海园三里10号楼","15905180117","甘蔗收获机","8CO-81","1","A071976981889","F017350895661","2016-04-14","中国邮政储蓄银行","6940188563073585855","2018-02-04"
"苗振壮","311211197011225472","京原路7号","15805980545","收割机","6ZN-33","2","F035015696059","J065620416399","2018-03-16","中国银行","6229757563073579444","2019-02-24"
"周园艺","311828198810192204","白纸坊街道万博商厦7号楼王府井购物中心4层","15806322588","挤奶机","8TP-00","3","R036944738507","I043972458171","2016-02-21","中国工商银行","6570186563073582362","2019-04-16"
"费艳","320507199701078304","太平桥路44号中青旅山水酒店1楼","15101228798","收割机","4YQ-34","3","S096400616959","M074623914345","2016-05-23","国家开发银行","6124397563073581860","2019-06-22"
"潘辰","320514198203262110","王府井大街255号北京市百货大楼6楼","13902857336","收割机","6PU-51","2","D095561418468","S044326922016","2016-05-31","中国民生银行","6567354563073584048","2018-05-10"
"岑永","321104198903311945","广安门外大街红居街远见名苑4号楼底商","13106197812","拖拉机","5AK-31","3","H001527202857","N093271879748","2017-10-18","中国民生银行","6415350563073580224","2017-11-16"
"朱邦","321218199408189984","大灰厂东路西50米","13004676733","棉花采摘机","6DN-25","2","R045375119885","S030503347910","2018-06-12","中国光大银行","6868781563073584399","2019-01-25"
"董亨奇","321314198304057655","怀黄路苇店村","15508778038","拖拉机","3GI-64","2","N094805406648","C017792442365","2016-11-04","华夏银行","6603103563073583906","2019-04-09"
"项贵福","321318197304263740","怡馨家园1号楼二门905室","13601957220","烘干机","4PV-45","3","M044835046760","E035231104889","2017-01-28","中国建设银行","6928551563073583417","2018-12-10"
"章豪","330105199110101289","西关大街30号","13900886281","棉花采摘机","1VK-46","1","K051788072711","D070086665575","2016-05-27","中国人民银行","6316115563073582762","2016-06-05"
"杨鹏泽","330117198504057367","亦庄经济技术开发区荣华南路9号院2号楼","13102263020","播种机","0DB-24","2","J088883176439","D097954102783","2018-08-28","交通银行","6177198563073582131","2019-03-26"
"沈仁","330217199308249030","马家堡东路味多美旁","13202584096","播种机","9EP-36","1","O059908833705","E074744206546","2016-10-23","中国银行","6879106563073583388","2017-01-08"
"陶杰涛","330921197308112296","东北旺路二号西一","13207013229","挤奶机","4AC-95","3","D022905592143","M027454008034","2017-12-15","中国邮政储蓄银行","6197854563073585970","2018-12-20"
"禹杰涛","331826197508057561","南楼梓庄化工路18号","15307507302","拖拉机","7BU-14","1","E089364433428","L075038843250","2017-07-03","中国工商银行","6929550563073586369","2019-01-05"
"朱震","331827197806302599","建国路甲92号世茂大厦B座3楼301室","13404287659","挤奶机","9XK-99","3","D044652380399","L039289639919","2018-05-24","招商银行","6383277563073584705","2019-06-19"
"郎轮翰","340117199806221735","雁栖镇北台上路边牌楼下","15300576014","棉花采摘机","9JW-29","2","L094275401981","K092135046638","2017-10-21","中国农业发展银行","6829657563073583022","2018-09-09"
"黄波宁","340618198007115501","二七厂路杜家坎4号院内","15908582972","烘干机","7WC-50","1","R093429880669","M024277850820","2017-07-19","中国人民银行","6817548563073585330","2017-11-24"
"魏荣","341010199006257133","梨园葛布店东里47号楼底商","13705094459","棉花采摘机","8DN-89","2","A037506738766","N044504350192","2018-06-26","中国光大银行","6730221563073579118","2018-08-29"
"殷行时","341119198701128648","新顺南大街8号BHGMall4层","15004453000","烘干机","7UX-85","1","F008722406122","O063675712445","2017-08-02","中国银行","6295505563073582907","2018-02-26"
"梁新","341613199709069698","石门路1号","15703715295","播种机","2CI-60","2","Q097322176845","E049540807431","2017-10-21","中国农业银行","6435931563073582127","2018-03-05"
"卞榕","341711199902143254","东城区地安门内大街帽儿胡同39号","15907175385","烘干机","5EJ-80","1","K042860925574","C059883938196","2016-03-18","国家开发银行","6645759563073581080","2019-05-12"
"范香","341723199505241448","前门廊坊二条8号","13607004817","拖拉机","4RG-80","1","H069472208338","R089338732089","2016-06-28","中国建设银行","6645381563073587687","2017-01-02"
"陈进","341828198710078468","回龙观镇龙域南街12号院1号楼105室","13806685972","播种机","3OL-13","3","B032050249808","M035162678485","2017-09-29","招商银行","6232862563073581446","2018-11-06"
"昌东文","350528197601056525","芍药居育慧南路对外经贸大学东门神州商旅酒店大堂内一层","15300352408","播种机","9CO-42","3","L067193205834","Q056266810314","2017-04-26","中国光大银行","6834578563073583390","2019-06-08"
"水伯","350626197805151087","丰管路西国贸商城3楼","15808470816","棉花采摘机","8RQ-59","3","S010334590801","I030798242092","2018-12-04","中国邮政储蓄银行","6572785563073584039","2019-04-23"
"窦飘育","350707198412072485","法华寺街体育馆西路路口","15206431557","拖拉机","5CK-25","1","D048368076288","K088528902618","2018-12-17","中国农业银行","6895839563073585060","2019-05-26"
"卫娥玲","350801198807173879","东直门外大街与香河园路交口万国城MOMA会馆一层","15203028448","棉花采摘机","4DF-32","2","K032131982790","F097173120838","2016-08-17","中国邮政储蓄银行","6514761563073586596","2017-04-04"
"陈希","350902197812248394","马甸裕民路3号","13107846824","收割机","1DG-98","2","D036335266323","F053928411445","2016-12-12","中国银行","6740339563073581856","2017-05-23"
"秦朗伯","350910198012219520","湖光北街南湖中园211号京客隆4层","13306414181","挤奶机","3HC-14","1","O058410829752","G047557959682","2017-02-15","中国工商银行","6987528563073584825","2017-12-08"
"汤哲","351024199701212588","清河宝盛里天丰利5层美食城","13903898329","棉花采摘机","3SP-46","1","B077262181932","C008956129923","2016-02-18","中国银行","6153758563073580237","2019-04-20"
"方保","351302199103176111","景明路8号院1号楼","15903905428","播种机","1NC-27","3","L045379627327","S041158478909","2016-11-27","中国工商银行","6722059563073580755","2018-05-17"
"雷哲","351508199712205560","亮马桥东方东路官舍南区二层F206","13505850511","烘干机","9EI-34","2","J065933198071","E014349155348","2018-02-19","招商银行","6534756563073585619","2018-09-10"
"许飞彬","351713197401021353","罗马湖左堤路1号","13700287080","甘蔗收获机","6VG-36","1","N075708751123","S052034174561","2017-12-18","中国工商银行","6516485563073586620","2018-12-17"
"张伯","360423199009224401","酒仙桥路大山子13号三楼","15604170406","棉花采摘机","2NQ-45","3","S019252172343","D036952510714","2017-02-06","中国银行","6459343563073584687","2018-02-21"
"雷辉力","360525198710293355","平房乡黄杉木店路产业园区4号院106室","15004325407","拖拉机","4DQ-63","1","G034894913890","J065776770590","2018-01-17","中国光大银行","6866491563073584832","2018-02-14"
"柳浩亮","360812198202097939","密三路8号","15506442561","挤奶机","9EJ-85","2","B035922599934","A031277396959","2017-07-20","中信银行","6927266563073581724","2019-03-03"
"费达安","361208197212091443","京原路7号","15505126977","挤奶机","6IJ-50","3","Q023602836070","P049382612251","2018-08-04","中国邮政储蓄银行","6246027563073587858","2018-08-16"
"臧成","361216197903292348","良乡68号","13901716014","播种机","4PJ-01","3","B009590993296","N063510682268","2017-09-15","中国银行","6604493563073582250","2019-02-28"
"倪黛","361406199310197674","芦花路44号","13105588739","播种机","4JP-13","3","P051544861226","N068296210838","2017-06-11","中国光大银行","6131077563073587000","2017-10-13"
"奚泽","361415197901287131","车公庄西路18号","15106172482","甘蔗收获机","0EJ-43","1","D028037577279","A043011608639","2016-06-01","中信银行","6173241563073579950","2019-02-05"
"薛滢馥","370427197509266676","玉带河东街西上园南门对面","13406232496","播种机","6TA-10","3","I056433377994","I049885125786","2018-05-13","招商银行","6376882563073580878","2019-06-25"
"罗磊民","370428199603217786","史家营莲花庵村","13108190165","烘干机","1BZ-28","1","D037142598402","I004141373846","2018-04-01","中国农业发展银行","6445545563073583924","2019-03-06"
"汤丹","370801199810111088","增光路11号","15703742359","烘干机","7DH-82","3","M027953864280","C077717022334","2017-11-12","华夏银行","6812139563073587019","2019-04-21"
"卫香","370822197401231700","西大望路甲23号珠江帝景2号楼110号","15200972000","烘干机","5NN-98","2","G060719978213","I027875389645","2017-11-14","中国光大银行","6340191563073581191","2018-01-02"
"彭琴","371322197511067692","后沙峪镇（速8酒店西）裕民大街32号","13302752711","棉花采摘机","6CV-48","2","C098047808252","B009489141561","2016-12-03","华夏银行","6316961563073580472","2017-01-26"
"禹云莲","371421197212136679","新街口东街西口新百商场北侧","15507363308","甘蔗收获机","0HK-57","2","F087606648653","G082521668651","2017-12-19","中国人民银行","6718822563073585071","2018-01-27"
"孔婕馨","371628198912103383","王府井大街138号北京apm5层","13900552760","拖拉机","3IA-47","1","M012679296658","R090207528418","2016-12-23","中信银行","6137891563073579560","2017-08-18"
"唐彪博","371718197905162390","酒仙桥南路9号星月亮马酒店B1楼","15304742590","烘干机","3AK-64","3","K037091821660","B084081336504","2016-02-07","交通银行","6785965563073588105","2018-01-21"
"平兴","410110196909295247","地坛医院南门对面","15805868774","播种机","9ES-25","3","H067855938520","G033483576279","2017-01-27","中国光大银行","6404683563073585472","2019-03-10"
"罗玲","410124197002102887","广安门外大街红居街远见名苑4号楼底商","13904713794","甘蔗收获机","5WR-31","3","R078550859497","F077293933574","2018-11-04","中国光大银行","6456545563073583525","2018-11-21"
"时龙","410125198205315813","玉桥中路106号","15601421084","收割机","3CH-97","2","E070575364837","G014649562959","2017-08-31","中国邮政储蓄银行","6387302563073582519","2017-12-09"
"苗菁梦","410213199312302940","朝阳门外大街甲6号万通中心商业2层国安家","15102718598","甘蔗收获机","7UI-69","3","K055244778736","R005142448351","2018-12-13","国家开发银行","6450047563073587720","2019-06-03"
"彭莉桂","410821197802024854","西三旗桥东新都东路1号","13505963418","棉花采摘机","4QS-10","1","D089149342571","C007986235510","2018-10-24","中国邮政储蓄银行","6284705563073586587","2019-01-10"
"祝武新","410826198912107045","宜兴路四条1号","13201598284","烘干机","7EH-18","1","S009676011222","F082813325105","2016-04-09","华夏银行","6398675563073580089","2018-03-10"
"岑欣","410917198003149629","工人体育场东路20号春平购物广场底商1层","15105007224","甘蔗收获机","9GM-56","2","S045798885089","R072042112413","2017-06-14","中国农业银行","6238986563073587847","2018-01-07"
"邬彬","411201199702044790","干二路70号","13708185410","棉花采摘机","4SZ-65","1","B075377576662","C063959328464","2018-06-06","中国工商银行","6327834563073580482","2018-08-11"
"陶茂进","411614197811133853","永定门内大街1号天桥乐汇百货商场B1层","15600532689","棉花采摘机","1UT-85","1","D012309273248","R021230984930","2017-08-13","中国银行","6375394563073588114","2018-04-07"
"杜丹","411626197301058741","地坛医院南门对面","13507706927","棉花采摘机","2KM-29","3","C038123729051","O000191114812","2017-05-14","中国银行","6924898563073580505","2019-06-21"
"阮良海","420205197301082905","大屯路甲2号院南沙滩小区37号楼1607室","15600620217","拖拉机","6QJ-19","3","R080364429404","R055675848785","2018-11-28","中国农业银行","6727082563073583270","2019-05-22"
"窦富顺","420213199203016811","团结湖路48号","15204930296","棉花采摘机","5MS-07","1","Q027916804387","H072185159649","2018-08-14","招商银行","6838083563073588505","2018-11-17"
"尤松善","420314199508283145","丰台北路20号","15004517997","挤奶机","8PK-26","2","Q029137545945","Q066614656533","2016-03-13","华夏银行","6502357563073584422","2018-11-15"
"卫亮","420820198310294844","苏州街15号","15504090111","烘干机","3UP-65","2","M033005378910","N060378881479","2018-05-03","华夏银行","6906929563073580356","2019-01-23"
"谈德","421020199009209639","日坛路日坛公园北门内北天门东侧","15701900840","拖拉机","4OA-40","3","L098917576254","D065237150846","2017-09-01","中国农业发展银行","6126290563073582374","2019-03-28"
"和军","421112199408299011","怀北镇椴树岭村黄土梁10号云蒙山附近","15700731648","烘干机","2FI-09","1","P045030535099","G043571701556","2018-05-31","交通银行","6989251563073588080","2019-02-23"
"周波宁","421315198408104006","台湖镇铺西路益万方农贸市场旁","13000813410","烘干机","5VO-53","3","P024422550881","L068413928799","2016-12-24","交通银行","6247588563073582247","2018-06-04"
"康国胜","421615199408069824","怡馨家园南门5号楼底商","13204815654","烘干机","8CO-59","1","F081845341108","A051902474876","2016-05-01","华夏银行","6845316563073583534","2017-08-04"
"时善","430213199408291891","康惠园2号院3号楼底商","13903483125","播种机","4RD-04","2","L078299967867","N011320686342","2017-01-08","中国人民银行","6820804563073582884","2018-06-15"
"马露瑶","430604199411249356","大董村路口西北100米","15300217576","收割机","5ME-61","3","G033782530996","J043812870164","2016-03-28","中国人民银行","6112603563073586856","2018-10-08"
"米振壮","430705198105247830","司马台新村蔡家窝铺4-1号","13107844545","挤奶机","9VY-19","3","R015475005056","Q040352449735","2018-09-03","中国工商银行","6244098563073580100","2018-12-30"
"水楠榕","430905198907016404","兴丰南大街96号附近","13400674952","烘干机","1DK-81","2","Q060431484386","S001635784803","2017-11-25","中国农业发展银行","6932105563073585993","2019-06-07"
"倪哲","430915197511145946","延寿镇牛蹄岭旅游新村","13807370681","挤奶机","7MO-52","1","S016348338980","B096871760839","2016-10-12","国家开发银行","6791977563073583035","2018-10-17"
"计仁","431715198708214110","甜水园北里1号楼东半侧的西侧一层","15002556378","棉花采摘机","2EX-68","3","L069512492313","N086487660864","2016-10-25","中国人民银行","6812838563073587567","2017-10-21"
"冯奇","431721197804296015","九棵树西路142号旗舰凯旋小区底商","15801632839","挤奶机","7RQ-66","3","A072475415727","I081780650151","2017-05-04","交通银行","6844749563073588236","2017-09-27"
"奚海","440915197801108011","黄亦路如家莫菜酒店旁","15607777953","甘蔗收获机","4YA-02","1","P055236275435","R040590737962","2018-01-05","中国农业发展银行","6105452563073585987","2019-05-04"
"茅文","441226197512042202","光彩路彩虹城四区门口","13900798294","播种机","0AU-64","3","D062930590249","M082898030094","2017-05-13","华夏银行","6693236563073580861","2018-12-03"
"戴启","441514198111054090","东兴隆街58号","15500344926","挤奶机","3MP-42","3","F051647814832","Q035601489137","2016-08-15","中国建设银行","6803034563073582775","2017-05-22"
"秦彬","451116197504113954","十八里店乡老君堂村天宜公寓底商","13200544801","棉花采摘机","1DT-63","1","B012769939769","S062911711049","2017-06-26","中国光大银行","6723588563073580746","2019-03-06"
"汪保","451617198012207688","东直门内大街235号，簋街西边","15308546738","棉花采摘机","3YA-48","1","C094488833899","D095937659606","2016-06-06","华夏银行","6826767563073583918","2019-03-26"
"皮锦黛","460106198501038947","安翔路长空院内","13404090698","甘蔗收获机","6NR-80","3","B067055391879","C034030461073","2016-04-03","中国建设银行","6934543563073582400","2018-12-08"
"孙娥玲","460304198710181206","永外果园8号欣雅汇生活广场5层","13208136969","棉花采摘机","9OC-64","3","H016463531443","C095206594925","2018-02-17","中国农业发展银行","6702127563073586133","2019-03-22"
"史怡婵","460311197106069538","马家堡西路29号","13600165285","拖拉机","8HT-90","3","A036226282623","R019529787888","2017-05-18","交通银行","6422208563073580612","2018-06-17"
"李聪澜","460327197010113046","景东路14-2号时尚街区东区底商","15703750424","挤奶机","3DK-70","2","E031566528881","K001876910466","2016-08-31","国家开发银行","6981180563073581583","2017-10-06"
"时娅琦","460611199207139591","梨园葛布店东里47号楼底商","15105601846","烘干机","4DY-17","3","F086977993151","L033478916708","2016-01-20","中国邮政储蓄银行","6250238563073584308","2017-06-22"
"阮行时","460721198903182684","建国门内大街28号民生金融中心C座3F","15000315336","拖拉机","9KI-06","2","N000120996244","F037827982866","2017-11-24","交通银行","6377920563073583882","2018-10-25"
"冯英华","460909197303221050","杨庄路70号院内（公社1958创意园内）杨庄医院丁字路口东南角","15603583531","甘蔗收获机","6HR-85","3","R062576012061","I051132237498","2016-09-22","中国民生银行","6538516563073585199","2016-12-04"
"卞树","461512199212222185","怡馨家园1号楼二门905室","13907469013","拖拉机","7WL-29","2","K088951356955","L047319364605","2018-01-04","中国建设银行","6820701563073581203","2018-03-22"
"褚锦黛","461615199902257183","双兴东区甲一号","15301400363","收割机","3JI-21","2","P065473267013","G032188911599","2016-07-11","中国建设银行","6173760563073579969","2018-09-08"
"毛凤","500716197612305616","迎风北路迎风六里2区南门对面","13400712431","棉花采摘机","2FQ-43","3","J012025577359","O083381554687","2016-05-08","中国人民银行","6499121563073583642","2018-01-23"
"杜凤","500923197506094743","国美第一城2号院6号楼","15907771873","收割机","6WU-99","3","J091859026033","D097971936019","2018-02-27","中国民生银行","6234945563073579728","2019-05-07"
"何乐","501212198903261635","工人体育场东路20号春平购物广场底商1层","15501713010","棉花采摘机","4CR-51","1","Q024206506249","A065153501006","2018-06-09","中信银行","6919202563073579326","2018-07-20"
"皮保","501611198010215432","马家堡东路106号院1号楼","13308606453","播种机","0ZC-14","3","C001456447372","S030227387949","2018-12-21","中国光大银行","6731643563073579579","2019-01-13"
"常豪","501623198604189680","光彩路彩虹城四区门口","13504516518","烘干机","1DP-44","3","O025540405836","Q038766075135","2018-02-26","国家开发银行","6598651563073583896","2019-02-01"
"喻明永","501716199712264559","崇文门祈年大街东打磨厂街7号新活馆三层","15902573554","烘干机","4LQ-44","3","F053810741361","L053283258183","2017-02-27","中国建设银行","6405229563073587716","2018-09-11"
"曹贵福","501723199511283058","三丰北里2号悠唐购物中心5楼","13205157856","挤奶机","7HC-75","2","F048115236563","P012383474177","2018-02-25","中国民生银行","6823161563073585227","2018-11-07"
"梁旭","510203197408043487","芳园西路6号颐锦广场","15905298371","棉花采摘机","9FJ-18","2","F064045135827","R047565364502","2018-12-03","中国光大银行","6953935563073585862","2019-01-21"
"黄菁梦","510826198511198986","甘露园南里25号尚街购物中心3层","13400827482","播种机","7UN-95","3","N067402434043","L061234818585","2016-12-19","中信银行","6968312563073588354","2017-09-20"
"姜青倩","511110197107141895","劲松地铁站c口旁劲松大厦四层","15900542135","烘干机","3IM-27","3","A064567900435","N065294628836","2016-04-05","中国人民银行","6921208563073586016","2016-12-24"
