"凤灵","天津天津市滨海新区海滨街道
","17316300167","身份证","420606196801071165","沪A51994","中型车","货运","财产抵押","上海大众途安","LFV6B7JB2168302","YC4M150-33","2009/2/17","江苏省南通市公安局交警支队车辆管理所","2021/12/14","2014/5/27"
"凤现","北京北京市密云县新城子镇
","14999112496","身份证","412827195103061012","闽N53494","大型车","警用","他人赠与","东风标致408","LFV9C4HB5835950","YC4L180-31","2006/1/5","天津天津市公安局交警支队车辆管理所","2022/6/6","2013/8/22"
"凤采异","河北石家庄市高邑县中韩乡
","15853515402","身份证","510724197701092210","粤H34016","大型车","救护","他人赠与","比亚迪思锐","LFV9B6CC2847607","YC4L100-30","2015/4/9","吉林省白山市公安局交警支队车辆管理所","2021/8/7","2014/4/6"
"卜直容","北京北京市朝阳区左家庄街道
","15274980380","身份证","432503195109111961","沪G23214","小型车","工程抢险","继承遗产","上汽通用别克英朗","LFV9C18B2907943","YC4J150-30","2012/1/26","江苏省扬州市公安局交警支队车辆管理所","2022/6/28","2012/5/31"
"卜街床","天津天津市东丽区丰年村街道
","15013326297","身份证","653129199312291058","青G95013","中型车","出租转非","自己购买","进口奔驰B级","LFV4C4EA3681081","YC4L150-30","2014/1/30","云南省保山市公安局交警支队车辆管理所","2021/9/10","2008/11/6"
"卜词拥","天津天津市宁河县丰台镇
","14918343340","身份证","441901196702181471","苏D97801","中型车","警用","财产抵押","华晨宝马5系","LFV5C8CB5358218","YC4L150-33","2005/2/18","海南省琼海市公安局交警支队车辆管理所","2020/12/13","2014/7/4"
"卜谈人","北京北京市西城区天桥街道
","14963870505","身份证","41270219930821177X","闽D90480","小型车","其他","他人赠与","一汽奥迪A6L","LFV6A1FB2340787","YC4J150-30","2006/11/27","福建省龙岩市公安局交警支队车辆管理所","2022/10/30","2008/2/8"
"卞维化","北京北京市顺义区赵全营镇
","17748364067","身份证","441521195509262105","藏L87967","小型车","公交客运","财产抵押","上海大众凌渡","LFV2C88B2210415","YC6M180-33","2018/2/28","澳门特别行政区离岛公安局交警支队车辆管理所","2022/6/20","2011/1/8"
"卞落规","北京北京市顺义区马坡
","17799811764","身份证","622224196406142508","川E56096","小型车","公路客运","财产抵押","比亚迪F3R","LFV3B7BC3251093","YC4M100-30","2008/11/6","山东省枣庄市公安局交警支队车辆管理所","2020/11/18","2017/2/16"
"卫干责","天津天津市北辰区科技园区南区
","17774110406","身份证","533321197004071073","晋K65389","大型车","工程抢险","自己购买","进口奔驰B级","LFV9C49A5146661","YC6M100-30","2005/7/28","贵州省安顺市公安局交警支队车辆管理所","2021/10/19","2005/10/14"
"吕三位","河北石家庄市平山县杨家桥乡
","15951912057","身份证","130130196411071461","鲁I10752","大型车","工程抢险","财产抵押","上海大众波罗","LFV7C2HB1680758","YC4A120-33","2007/2/8","天津天津市公安局交警支队车辆管理所","2020/3/4","2018/8/25"
"吴马","北京北京市大兴区庞各庄镇
","14988972671","身份证","622723199706241529","渝M68136","中型车","出租客运旅游客运","继承遗产","比亚迪S7","LFV3B49C4513216","YC4J120-31","2009/4/19","香港特别行政区九龙公安局交警支队车辆管理所","2022/4/12","2007/12/17"
"周念时","北京北京市平谷区马昌营镇
","15220886489","身份证","360601199403272177","皖D24551","小型车","出租客运旅游客运","继承遗产","比亚迪速锐","LFV7C6AA4432183","YC4J100-31","2016/5/11","西藏自治区林芝地区公安局交警支队车辆管理所","2022/12/28","2015/8/11"
"和妈朋","河北石家庄市无极县高头回族乡
","18023263605","身份证","210501196810212639","辽A92419","大型车","警用","他人赠与","进口奔驰S级","LFV6B4HB3542171","YC6M120-30","2009/9/23","江苏省徐州市公安局交警支队车辆管理所","2022/3/26","2012/1/11"
"和语增","北京北京市大兴区清源街道
","15142208081","身份证","542621195603291666","皖J22977","小型车","租赁","自己购买","进口宝马7系","LFV1B7CA4074632","YC4A150-30","2018/5/15","广东省东沙群岛公安局交警支队车辆管理所","2021/8/8","2018/9/6"
"和责团","河北石家庄市桥西区振头街道
","18594870205","身份证","330424195301011830","京F20451","中型车","工程抢险","财产抵押","进口奥迪Q5","LFV5A4HB3126974","YC4A180-33","2012/4/6","甘肃省天水市公安局交警支队车辆管理所","2021/8/26","2007/10/29"
"唐坤品","河北石家庄市裕华区宋营镇
","15271628323","身份证","142627198907132020","冀E10339","中型车","出租转非","他人赠与","一汽奥迪Q5","LFV4C89B3302252","YC6L150-30","2016/10/17","河北省廊坊市公安局交警支队车辆管理所","2020/3/30","2014/3/11"
"喻伴","天津天津市滨海新区河西街道
","17232397172","身份证","370103195707261725","粤L60416","小型车","救护","自己购买","进口奥迪A7","LFV4A7GA3290263","YC6J100-33","2008/1/31","陕西省宝鸡市公安局交警支队车辆管理所","2021/8/26","2008/11/3"
"喻巨四","河北石家庄市新乐市南大岳镇
","17395776258","身份证","360428198404122538","冀K53061","中型车","化工","继承遗产","上海大众帕萨特","LFV6A1GB2184960","YC6M180-30","2008/2/6","山东省滨州市公安局交警支队车辆管理所","2020/3/28","2009/4/16"
"喻紶刻","天津天津市东丽区航空新城
","13754547909","身份证","441801200003031558","赣H29266","中型车","化工","自己购买","东风标致308","LFV6C1CA5326277","YC4J100-30","2008/2/9","浙江省绍兴市公安局交警支队车辆管理所","2021/1/29","2006/11/15"
"奚口","天津天津市东丽区金钟街道
","13610404754","身份证","622326195201092109","冀I13775","中型车","出租客运旅游客运","他人赠与","上海大众朗行","LFV9A6JA3524223","YC4J120-30","2010/1/3","湖北省十堰市公安局交警支队车辆管理所","2021/12/20","2012/2/20"
"姚人马","河北石家庄市桥西区友谊街道
","13158652957","身份证","520301195404262101","津A72297","大型车","租赁","财产抵押","比亚迪S7","LFV7B1CA5394833","YC6A180-31","2009/1/17","广西壮族自治区河池市公安局交警支队车辆管理所","2022/5/9","2005/10/8"
"姚食子","河北石家庄市裕华区裕华路街道
","17077107411","身份证","370983199108222401","鲁E32996","大型车","租赁","财产抵押","东风本田XR-V","LFV6A4AA3751146","YC6M150-31","2009/3/3","甘肃省白银市公安局交警支队车辆管理所","2021/12/7","2009/1/4"
"姜接胡","北京北京市延庆县井庄镇
","15921778538","身份证","45272919560807223X","桂J47543","大型车","货运","他人赠与","北京奔驰E级","LFV6B6CC4333463","YC4A150-33","2013/12/7","四川省雅安市公安局交警支队车辆管理所","2020/1/20","2010/9/1"
"孔灵绝","河北石家庄市桥西区长兴街道
","14922390579","身份证","360521198807221646","黑D50873","中型车","公交客运","继承遗产","上海大众波罗","LFV6C1BA2926064","YC4A100-33","2006/10/22","安徽省滁州市公安局交警支队车辆管理所","2022/11/1","2007/11/12"
"孔论","天津天津市河东区上杭路街道
","17097121236","身份证","130983197608071052","辽C32547","小型车","消防","继承遗产","华晨宝马5系","LFV2B8AA5348787","YC4L150-31","2006/4/9","吉林省松原市公安局交警支队车辆管理所","2021/5/10","2017/7/25"
"孙情留","天津天津市和平区体育馆街道
","13312114301","身份证","452130199308211809","豫D93843","小型车","消防","他人赠与","上海大众桑塔纳","LFV6C4GC1898934","YC6J180-30","2012/12/10","山东省青岛市公安局交警支队车辆管理所","2020/10/20","2012/5/9"
"孙来房","河北石家庄市无极县南流乡
","13921848177","身份证","140303195602102872","宁M68062","大型车","工程抢险","财产抵押","进口宝马7系","LFV1B7JA4912204","YC4A100-33","2009/2/18","安徽省淮南市公安局交警支队车辆管理所","2022/6/26","2009/2/5"
"孟今提","北京北京市石景山区广宁街道
","13662564020","身份证","350622196505141895","津E74722","中型车","货运","自己购买","进口宝马X5","LFV9A8GB3166520","YC6A120-30","2006/2/9","甘肃省陇南市公安局交警支队车辆管理所","2022/2/28","2012/1/9"
"孟利街","河北石家庄市辛集市马庄乡
","14999866673","身份证","371426195503252246","粤D43510","小型车","工程抢险","财产抵押","进口宝马1系","LFV3A5FA4285676","YC6A120-30","2015/5/1","上海上海市公安局交警支队车辆管理所","2022/4/23","2011/1/29"
"安丽具","北京北京市昌平区流村镇
","18979156943","身份证","522327199409102725","浙L28385","中型车","租赁","自己购买","上海大众波罗","LFV2A6FC4114309","YC6A120-33","2013/7/28","青海省玉树藏族自治州公安局交警支队车辆管理所","2020/8/18","2015/2/11"
"安样已","天津天津市宁河县宁河县现代产业园区
","14735188451","身份证","410701195309112240","京E55535","大型车","营转非","继承遗产","东风标致307","LFV5A8DA3069244","YC4M150-30","2006/11/25","西藏自治区阿里地区公安局交警支队车辆管理所","2020/12/27","2008/7/11"
"宋警独","河北石家庄市桥东区休门街道
","17510868734","身份证","452228197002231457","辽G16486","中型车","货运","继承遗产","一汽大众CC","LFV5A38B2504139","YC6L120-31","2013/5/17","河北省邢台市公安局交警支队车辆管理所","2022/9/7","2015/8/21"
"尤后封","河北石家庄市元氏县马村乡
","13468094446","身份证","330302199611241070","宁M12954","大型车","出租客运旅游客运","自己购买","比亚迪M6","LFV9A6CA4573082","YC6A180-31","2008/9/6","福建省龙岩市公安局交警支队车辆管理所","2022/7/22","2013/12/16"
"尤用原","天津天津市静海县陈官屯镇
","18292626560","身份证","610327199911052620","川H84446","小型车","出租客运旅游客运","继承遗产","东风本田艾力绅","LFV1C3BC5185670","YC6J150-33","2007/8/5","澳门特别行政区离岛公安局交警支队车辆管理所","2022/9/14","2016/2/5"
"常命同","河北石家庄市藁城市兴安镇
","15543116535","身份证","330102197507151921","川B53231","大型车","货运","继承遗产","进口大众途锐","LFV2C8HB3593757","YC4L150-31","2008/5/27","重庆重庆市公安局交警支队车辆管理所","2021/5/1","2007/11/12"
"常微采","北京北京市海淀区东升
","13599832623","身份证","410704195810041175","川G58739","中型车","出租客运旅游客运","继承遗产","一汽大众迈腾","LFV6A6HB2311562","YC6J150-30","2008/7/14","辽宁省朝阳市公安局交警支队车辆管理所","2020/10/15","2007/1/10"
"平父敢","北京北京市通州区中仓街道
","17267290605","身份证","530122198101262805","沪H26761","中型车","出租转非","他人赠与","东风标致308","LFV2B2JA1453283","YC4M180-30","2011/12/28","云南省临沧市公安局交警支队车辆管理所","2020/10/6","2010/5/18"
"平起干","河北石家庄市井陉矿区凤山镇
","18157894161","身份证","230108199905251622","吉I63836","大型车","救护","自己购买","比亚迪S7","LFV2C5BA1963799","YC4M120-31","2010/6/5","青海省玉树藏族自治州公安局交警支队车辆管理所","2022/5/11","2006/3/28"
"平食困","北京北京市通州区宋庄镇
","17885124261","身份证","532901196904161949","皖D47170","中型车","租赁","自己购买","比亚迪秦","LFV1A6AB3041181","YC6A180-33","2014/6/8","内蒙古自治区锡林郭勒盟公安局交警支队车辆管理所","2021/9/6","2011/3/14"
"庞代在","河北石家庄市赞皇县黄北坪乡
","17670576434","身份证","152526197404191235","桂I95059","小型车","公路客运","他人赠与","上汽通用五菱560","LFV2A59B2143234","YC4L120-33","2006/8/24","北京北京市公安局交警支队车辆管理所","2020/11/26","2010/5/22"
"庞店鲁","北京北京市密云县溪翁庄镇
","17272329698","身份证","430611197810182138","闽N84650","中型车","警用","财产抵押","上海大众朗逸","LFV1B8FC4777202","YC6J100-30","2006/5/1","福建省莆田市公安局交警支队车辆管理所","2021/4/22","2011/3/16"
"庞觉石","天津天津市蓟县别山镇
","17739581233","身份证","370783195901022852","闽M78576","大型车","化工","自己购买","东风本田XR-V","LFV7C5HA5628028","YC4M180-33","2013/6/20","西藏自治区那曲地区公安局交警支队车辆管理所","2020/11/18","2018/11/28"
"康另馆","天津天津市宝坻区宝平街道
","18983587606","身份证","622123198803282069","吉B44121","大型车","租赁","自己购买","上汽通用五菱560","LFV3B8CA3601060","YC4A100-31","2006/11/13","河南省濮阳市公安局交警支队车辆管理所","2022/8/30","2015/7/17"
"廉禁遗","北京北京市顺义区张镇
","14995916706","身份证","542125195005042107","琼N33648","大型车","教练","财产抵押","比亚迪F0","LFV9C2DC5931021","YC4A100-31","2007/1/11","北京北京市公安局交警支队车辆管理所","2021/1/15","2012/10/13"
"张救突","河北石家庄市桥西区友谊街道
","17683722391","身份证","652801197708151301","京B33290","小型车","租赁","他人赠与","比亚迪G5","LFV8C1BB2714412","YC4M120-33","2011/1/31","香港特别行政区新界公安局交警支队车辆管理所","2020/7/11","2011/8/18"
"张风食","河北石家庄市元氏县姬村镇
","15322604518","身份证","130532196707232062","苏J33007","中型车","公交客运","他人赠与","上海大众朗逸","LFV1A3BC1730961","YC4L120-33","2015/5/21","山西省晋城市公安局交警支队车辆管理所","2020/1/23","2013/3/10"
"彭康战","北京北京市密云县北庄镇
","15221479781","身份证","41152619930523211X","闽A38073","大型车","其他","财产抵押","比亚迪L3","LFV9A8JC3693160","YC4M150-30","2011/9/14","陕西省宝鸡市公安局交警支队车辆管理所","2021/8/4","2014/5/14"
"彭通为","河北石家庄市鹿泉市铜冶镇
","14582922636","身份证","652901197503131652","黑A91651","中型车","警用","他人赠与","比亚迪M6","LFV3C69B4166914","YC6A180-31","2016/6/26","云南省玉溪市公安局交警支队车辆管理所","2021/12/24","2015/12/20"
"彭非朝","河北石家庄市深泽县深泽镇
","18272348290","身份证","450331198502131425","鲁C23582","大型车","公交客运","他人赠与","北京奔驰GLK级","LFV9A28C5245571","YC6A120-33","2017/12/20","湖北省随州市公安局交警支队车辆管理所","2020/7/13","2017/2/27"
"戚守样","河北石家庄市裕华区宋营镇
","17620545319","身份证","522636197407021715","浙J33593","小型车","消防","继承遗产","北京奔驰GLK级","LFV4C8EC3881996","YC6L150-31","2014/2/17","广西壮族自治区玉林市公安局交警支队车辆管理所","2021/11/24","2009/8/21"
"戚维江","天津天津市宁河县北淮淀乡
","15993218081","身份证","411424198406302209","粤D13566","小型车","出租转非","自己购买","进口奥迪TT","LFV6B5EC4874104","YC6M120-31","2015/2/3","天津天津市公安局交警支队车辆管理所","2021/1/10","2006/6/30"
"戚藏息","北京北京市通州区于家务回族乡
","18732297688","身份证","320684199903041862","渝J72425","中型车","警用","财产抵押","进口大众辉腾","LFV1B8EA3982527","YC6J100-33","2017/7/12","江西省赣州市公安局交警支队车辆管理所","2022/7/10","2009/6/15"
"戚餐报","天津天津市滨海新区于家堡街道
","13778550376","身份证","210801196711231531","津H30615","中型车","化工","他人赠与","一汽奥迪Q3","LFV8A4HA4521100","YC6A150-33","2015/7/28","四川省南充市公安局交警支队车辆管理所","2020/11/1","2007/8/6"
"方坤八","天津天津市武清区下伍旗镇
","14554078184","身份证","430412199304172855","沪N97723","中型车","公路客运","他人赠与","一汽大众速腾","LFV6A3JA4145577","YC6M100-33","2013/3/4","海南省临高县公安局交警支队车辆管理所","2021/8/1","2018/10/9"
"方鲜难","北京北京市通州区玉桥街道
","17670618851","身份证","352231195602072336","闽C12626","小型车","货运","他人赠与","广汽本田凌派","LFV4C5AA1241037","YC4M150-31","2014/6/4","广东省中山市公安局交警支队车辆管理所","2021/10/22","2007/2/20"
"施护加","天津天津市宝坻区牛家牌镇
","15723326299","身份证","440509196103072475","渝I92556","小型车","消防","他人赠与","东风本田哥瑞","LFV1C7JB2841472","YC4L100-31","2012/4/7","新疆维吾尔自治区阿勒泰地区公安局交警支队车辆管理所","2022/10/12","2009/10/10"
"施棋委","北京北京市延庆县儒林街道
","13520275236","身份证","370681197712181708","冀A79668","大型车","出租转非","继承遗产","上汽通用别克英朗","LFV3B6GB5728672","YC4M120-30","2014/12/29","上海上海市公安局交警支队车辆管理所","2020/7/29","2013/4/21"
"施醒因","河北石家庄市赵县范庄镇
","13153644029","身份证","652222196012032173","浙M79268","小型车","教练","他人赠与","进口奔驰S级","LFV8A5HB5540639","YC6A100-33","2006/11/11","福建省宁德市公安局交警支队车辆管理所","2021/3/29","2010/1/16"
"时态仅","北京北京市西城区西长安街街道
","18858199186","身份证","332501198704272652","冀G71549","大型车","化工","继承遗产","东风标致207","LFV6A3AC5495406","YC6A150-33","2012/7/26","河北省秦皇岛市公安局交警支队车辆管理所","2020/6/22","2006/12/2"
"明善产","河北石家庄市无极县里城道乡
","17388240033","身份证","350524199303101538","藏I35557","小型车","化工","他人赠与","上海大众凌渡","LFV9C4HB4961460","YC6L120-30","2010/10/31","福建省泉州市公安局交警支队车辆管理所","2021/3/3","2005/5/8"
"明毫里","天津天津市北辰区果园新村街道
","13216087708","身份证","320801199108042372","宁M61155","小型车","公路客运","财产抵押","广汽本田奥德赛","LFV1B6CB2525313","YC4A180-31","2017/4/25","辽宁省锦州市公安局交警支队车辆管理所","2022/5/30","2008/6/30"
"曹休游","天津天津市宁河县造甲城镇
","14994867391","身份证","620121195405081212","豫B71589","小型车","租赁","他人赠与","上海大众途安","LFV7A6HB3992130","YC4J180-33","2008/6/12","河南省济源市公安局交警支队车辆管理所","2022/5/18","2013/12/2"
"曹样带","河北石家庄市无极县南流乡
","13220844057","身份证","341126200008221698","新A47740","中型车","公路客运","自己购买","进口奔驰S级","LFV1C4HB2520394","YC4L100-33","2017/6/28","浙江省温州市公安局交警支队车辆管理所","2021/4/14","2017/11/23"
"朱交能","河北石家庄市辛集市新城镇
","18846828498","身份证","652826198701081592","辽A77380","小型车","消防","自己购买","东风标致308","LFV9C19A3562511","YC4L150-33","2010/4/5","西藏自治区林芝地区公安局交警支队车辆管理所","2021/8/10","2012/7/19"
"朱四找","天津天津市南开区长虹街道
","18385559618","身份证","522324198806062188","晋F62071","中型车","出租转非","自己购买","华晨宝马3系","LFV2C4GB1072672","YC4A180-33","2010/10/12","江苏省盐城市公安局交警支队车辆管理所","2020/9/13","2007/5/22"
"朱第夫","天津天津市河北区光复道街道
","15920615701","身份证","500381199102282031","京B80024","中型车","救护","自己购买","比亚迪L3","LFV8A58A4305043","YC4A150-31","2010/9/28","澳门特别行政区澳门半岛公安局交警支队车辆管理所","2022/10/24","2016/7/19"
"李极树","北京北京市东城区东四街道
","14528223688","身份证","450301199309142822","渝F74083","小型车","工程抢险","财产抵押","一汽大众迈腾","LFV9C3JC2844055","YC6A100-31","2007/4/12","宁夏回族自治区固原市公安局交警支队车辆管理所","2020/7/7","2006/10/30"
"李脑支","北京北京市密云县檀营
","17864220458","身份证","610121199011082403","冀G65072","大型车","营转非","他人赠与","进口宝马5系GT","LFV3C7CB4759301","YC6M180-33","2005/10/12","湖南省岳阳市公安局交警支队车辆管理所","2021/2/9","2016/11/7"
"柏连市","河北石家庄市无极县郝庄乡
","15585978142","身份证","341323198011122019","晋G77869","小型车","化工","继承遗产","上汽通用别克林荫大道","LFV8B3HA5645574","YC4L100-33","2018/2/22","广西壮族自治区贵港市公安局交警支队车辆管理所","2020/9/3","2015/7/4"
"梁球此","天津天津市蓟县尤古庄镇
","13057697102","身份证","513336198202191426","京H91907","小型车","非营运","他人赠与","北京奔驰GLK级","LFV4A7CC3322416","YC4L120-30","2011/8/8","贵州省毕节市公安局交警支队车辆管理所","2022/4/22","2014/9/21"
"梁谢色","北京北京市房山区东风街道
","17631012776","身份证","220283195203091260","湘E56228","中型车","公交客运","财产抵押","广汽本田缤智","LFV7C69A4182727","YC4L150-31","2015/7/22","山东省济宁市公安局交警支队车辆管理所","2022/9/6","2012/11/9"
"殷济属","河北石家庄市井陉县天长镇
","17552223134","身份证","231081195710181817","黑L31507","中型车","出租转非","财产抵押","进口大众途锐","LFV3C2AB4256584","YC4M180-30","2006/5/20","四川省内江市公安局交警支队车辆管理所","2021/11/7","2009/1/25"
"殷顾康","河北石家庄市藁城市石家庄经济技术开发区
","13299789837","身份证","520202198805202091","津C32049","大型车","租赁","自己购买","一汽奥迪A6L","LFV6C5HA3938045","YC4A180-33","2018/11/25","湖南省株洲市公安局交警支队车辆管理所","2020/3/18","2006/7/15"
"毕村巴","北京北京市东城区东花市街道
","15839452334","身份证","23070219941028243X","黑E98148","大型车","营转非","继承遗产","进口奥迪TT","LFV2C2AB4431294","YC4M100-33","2008/5/31","广东省云浮市公安局交警支队车辆管理所","2022/1/18","2011/6/9"
"毕破牛","河北石家庄市桥西区中山街道
","13373681225","身份证","152526197201102802","湘J59389","小型车","警用","自己购买","东风标致308","LFV2A7EC5712740","YC6M120-33","2013/11/9","上海上海市公安局交警支队车辆管理所","2021/2/26","2008/11/13"
"毛战造","河北石家庄市元氏县黑水河乡
","17150193992","身份证","350211198208072095","青L23102","大型车","其他","他人赠与","上汽通用别克昂科拉","LFV1B3HB2033283","YC6J180-31","2009/10/30","内蒙古自治区赤峰市公安局交警支队车辆管理所","2020/10/18","2018/8/18"
