"戴玲","130428199710185328","检查发现","J036504454441","处理中","广州洪庆环境建设股份有限公司","没收违法所得、没收非法财物","宋翟路","丁字桥南路与德治路十字路口","2019-05-13","蒙R·EK0BE","重卡","黄色","超载","台湾省交通部"
"安进","131721199206282305","群众举报","H087510222191","待处理","济南广洪宝贸易有限公司","法律、行政法规规定的其他行政处罚","罗马湖左堤路1号","板厂街与白云路十字路口","2019-03-15","吉V·LDA67","中卡","黄色","超速","山西省交通部"
"庞平保","140518197403246021","群众举报","G074471622837","处理中","重庆安生咨询管理有限责任公司","责令停产停业","大白楼南路甲1号","大兴二路与东湖东路三叉路口","2019-06-27","黑X·UHQHF","重卡","黄色","超速","湖南省交通部"
"唐霞香","141008198304271436","上级交办","E061067012227","待处理","上海福富巨土石方工程有限公司","警告","复兴路69号蓝色港湾购物中心6层","宝丰二路与白云路三叉路口","2019-04-29","沪X·40V0L","轻卡","蓝色","超速","吉林省交通部"
"华勇毅","141102197012307458","检查发现","A047389175395","待处理","杭州盛永土石方工程有限公司","法律、行政法规规定的其他行政处罚","广泽路望京花园小区214号","楚河南路与宝通寺路三叉路口","2019-06-22","津K·OR5H8","低速载货车","蓝色","超速","香港特别行政区交通部"
"贺博","141407198802073273","群众举报","C057106464193","已处理","厦门浩通聚股份有限公司","罚款","嘉园路安太嘉园医院对面","丁字桥路与邓家湾东湖东路三叉路口","2019-05-21","陕U·LGT2X","轻卡","蓝色","超速","江西省交通部"
"苏义兴","141512197104085980","有关部门移送","B055699390342","处理中","济南顺合伟计装饰工程有限责任公司","行政拘留","兴丰大街与双高路交叉口西北角郁花园三里","崔家墩路与博奇路十字路口","2019-06-19","鲁P·9DOWB","微卡","蓝色","超速","内蒙古自治区交通部"
"苏全","141814197011283805","有关部门移送","J011578574596","已处理","广州佳洪国际工程技术有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","金地格林格林","北后街与博雅湖路三叉路口","2019-05-12","台W·NCMXB","轻卡","蓝色","超载","海南省交通部"
"郝胜","150326199312064990","检查发现","I037395479011","待处理","天津圣优弘国际工程技术有限公司","警告","安德路甲10号","北后街与宝丰二路三叉路口","2019-04-07","云Z·ONY2Y","重卡","黄色","超载","上海市交通部"
"安贞","151504197302259278","检查发现","N011649722706","待处理","济南凯弘集团股份有限公司","责令停产停业","巴沟路2号BHGMall北京华联万柳购物中心4楼","崔家墩路与宝通寺路三叉路口","2019-04-25","浙G·OZ7ZB","轻卡","蓝色","超速","河北省交通部"
"卞荔","151526199704093580","上级交办","C061953962839","已处理","成都台久国际工程技术有限公司","没收违法所得、没收非法财物","霄云路26号","博奇路与大兴二路十字路口","2019-04-17","川P·V4XWB","面包车","蓝色","超载","辽宁省交通部"
"章山仁","151717199611123063","上级交办","K068157600714","待处理","济南元宝汇贸易有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","水碓子东路14号4号一楼","德治路与东西湖大道十字路口","2019-06-27","渝M·JAD1X","重卡","黄色","超载","河南省交通部"
"马影荔","210201198412158964","上级交办","P057552467512","已处理","北京广洪宝房产经纪有限公司","没收违法所得、没收非法财物","望京地铁站a口","大通巷与百泰路十字路口","2019-04-06","黑G·RGSH6","微卡","蓝色","超速","江苏省交通部"
"朱腾","210213199901017631","上级交办","S042716623368","待处理","杭州丰成富贸易有限公司","法律、行政法规规定的其他行政处罚","百子湾南二路百子园15号楼102C号","帝璧路与东西湖大道十字路口","2019-03-29","沪A·F689G","中卡","黄色","超速","四川省交通部"
"孙利清","210617198007189013","上级交办","E030279120110","待处理","天津飞义高房产经纪有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","十八里店乡老君堂村天宜公寓底商","大兴二路与板厂街三叉路口","2019-04-29","新L·N2MFN","面包车","蓝色","超速","吉林省交通部"
"袁仁","210911198607214004","群众举报","O055713285329","已处理","南京利台土石方工程有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","蒲黄榆路芳古园一区9号楼","东湖东路与丁字桥路三叉路口","2019-06-30","宁D·MUGI2","低速载货车","蓝色","超载","西藏自治区交通部"
"乐清","211212199311273726","有关部门移送","H001550669288","待处理","深圳元宏房地产开发有限公司","罚款","宝盛路宝盛里小区8号楼底商101号","都府堤路与北京路十字路口","2019-03-23","湘R·350FE","皮卡","蓝色","超速","宁夏回族自治区交通部"
"计政谦","211516197206059506","上级交办","L051379589115","待处理","沈阳丰鼎吉计装饰工程有限责任公司","警告","望京地铁站a口","丁字桥路与帝璧路十字路口","2019-04-10","吉S·6MHNY","微卡","蓝色","超速","内蒙古自治区交通部"
"凤生龙","220210199612012803","群众举报","I046233899591","待处理","厦门金润土石方工程有限公司","没收违法所得、没收非法财物","丰台北路20号","八古墩东三巷与毕升路三叉路口","2019-04-06","吉O·KCFC6","轻卡","蓝色","超载","贵州省交通部"
"张龙","220220199809202334","有关部门移送","O092032705800","已处理","北京美成建筑装饰工程有限公司","责令停产停业","亦庄卡尔生活馆南门3号老家肉饼楼下","北京路与八古墩东三巷三叉路口","2019-06-13","粤W·TSITK","轻卡","蓝色","超速","河南省交通部"
"杨媛艳","220512197104093696","检查发现","F048945326218","处理中","北京合台皇贸易有限公司","没收违法所得、没收非法财物","丰科路与五圈路交叉口丰台万达广场5FA-B","宝通寺路与宝丰二路十字路口","2019-03-25","皖Y·IIDQ6","低速载货车","蓝色","超载","河北省交通部"
"余蓓","220512198201301412","上级交办","H013877286975","已处理","广州广洪宝计装饰工程有限责任公司","责令停产停业","宜兴路四条1号","碧波路与德治路十字路口","2019-05-10","港L·C0NJA","皮卡","蓝色","超载","贵州省交通部"
"平克伦","220523198708315542","群众举报","K066864592223","已处理","重庆广洪宝咨询管理有限责任公司","法律、行政法规规定的其他行政处罚","梨园镇小稿村村委会东500米","崔家墩路与丁字桥南路三叉路口","2019-05-28","贵U·4GY04","中卡","黄色","超载","江苏省交通部"
"姚新","220703197312037312","上级交办","S032961263753","处理中","天津中义土石方工程有限公司","没收违法所得、没收非法财物","四惠公交枢纽站西侧诚辉商务酒店一楼","北京路与丁字桥南路三叉路口","2019-04-27","粤L·7Z3F7","重卡","黄色","超载","湖南省交通部"
"贝亨奇","221413197001157660","有关部门移送","K023803010993","已处理","杭州金润集团股份有限公司","责令停产停业","宜居南路2号楼四元桥家乐福3楼","白云路与北后街三叉路口","2019-03-20","黑W·76ZE4","微卡","蓝色","超速","广西壮族自治区交通部"
"杨勤","221627198702082193","有关部门移送","A048506451431","已处理","杭州美成股份有限公司","警告","台湖镇外郎营村103号","北洋桥路与八古墩西四巷十字路口","2019-05-05","冀P·SWE9X","轻卡","蓝色","超速","北京市交通部"
"杜义兴","221710197304059929","检查发现","F036517013282","待处理","广州凯汇多土石方工程有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","新城子镇曹家路村","大兴二路与东西湖大道十字路口","2019-03-04","贵K·BMXFX","轻卡","蓝色","超速","云南省交通部"
"米永","221813198603108458","上级交办","N038091292106","待处理","深圳盛永贸易有限公司","法律、行政法规规定的其他行政处罚","新天地31号楼底商","大兴二路与董家沟巷三叉路口","2019-03-04","云U·GSN7V","微卡","蓝色","超载","山东省交通部"
"于言","230116197608153794","有关部门移送","G021176159409","处理中","厦门亚泰庆国际工程技术有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","交大东路31号院6号楼西侧胡同里","博奇路与宝通寺路三叉路口","2019-05-13","辽B·OH1HA","面包车","蓝色","超载","黑龙江省交通部"
"平达安","230121199110149945","上级交办","K084701212694","待处理","杭州亨本同物业管理有限公司","责令停产停业","台湖镇铺西路益万方农贸市场旁","丁字桥南路与北洋桥路十字路口","2019-03-12","皖F·CMNHP","低速载货车","蓝色","超速","宁夏回族自治区交通部"
"奚晓","230128199805107628","有关部门移送","R061208685952","处理中","杭州通满土石方工程有限公司","法律、行政法规规定的其他行政处罚","大灰厂东路西50米","博奇路与东西湖大道十字路口","2019-05-21","吉V·Z3YZ1","中卡","黄色","超速","内蒙古自治区交通部"
"元轮翰","230323197510157799","检查发现","L078969855678","已处理","广州美成咨询管理有限责任公司","没收违法所得、没收非法财物","天通苑太平庄二街中富大厦","丁字桥路与八一路三叉路口","2019-03-22","甘U·5EOMX","微卡","蓝色","超载","广西壮族自治区交通部"
"俞莺","230407199304254582","群众举报","B061309550282","处理中","厦门飞润福贸易有限公司","行政拘留","百子湾路甲16号国锐易构空间1号楼","大兴二路与邓家湾东湖东路三叉路口","2019-06-18","贵Z·3QDDN","微卡","蓝色","超速","内蒙古自治区交通部"
"严炎德","230419197610016572","上级交办","J084521387950","处理中","深圳元春本国际工程技术有限公司","行政拘留","回南北路28号","保望堤社区北二路与常飞街十字路口","2019-04-27","浙A·879SY","面包车","蓝色","超速","黑龙江省交通部"
"梁寒","230610199105023977","群众举报","A076496435096","待处理","大连祥耀贸易有限公司","警告","松曹路","楚河南路与宝丰二路十字路口","2019-05-30","宁R·FLIKE","轻卡","蓝色","超速","贵州省交通部"
"孙利清","230624198208035340","群众举报","F024755591573","已处理","深圳巨弘同环境建设股份有限公司","没收违法所得、没收非法财物","良乡镇拱辰大街12号蓝帆美容美发院内","宝丰二路与都府堤路三叉路口","2019-06-08","宁A·WPMH5","重卡","黄色","超速","河南省交通部"
"酆秋","230907198103267794","群众举报","C087557743057","处理中","大连宏鑫咨询管理有限责任公司","没收违法所得、没收非法财物","石门路1号","八一路与大兴二路三叉路口","2019-05-27","宁N·MVP6Y","轻卡","蓝色","超载","重庆市交通部"
"狄安","231007198709093735","上级交办","R090835266682","已处理","重庆丰成富物业管理有限公司","法律、行政法规规定的其他行政处罚","悼陵监民俗村108号国艳烙糕宴","帝璧路与大兴二路三叉路口","2019-03-17","苏U·331PZ","皮卡","蓝色","超载","海南省交通部"
"舒伟刚","231019197006273105","检查发现","G005498748013","已处理","济南源进集团股份有限公司","法律、行政法规规定的其他行政处罚","延寿镇牛蹄岭旅游新村","八古墩东四巷与常飞街十字路口","2019-06-30","青I·ED0IQ","中卡","黄色","超载","香港特别行政区交通部"
"方世","231117198406054592","上级交办","A017220244290","已处理","广州祥耀股份有限公司","罚款","新源南路1号都汇天地B1层","白云路与北洋桥路十字路口","2019-05-02","黑E·26Z2H","微卡","蓝色","超速","湖南省交通部"
"沈伦","231203198509155569","有关部门移送","M032149471924","待处理","上海通满科技有限公司","法律、行政法规规定的其他行政处罚","半步桥街14号","东湖东路与丁字桥路十字路口","2019-06-23","晋U·8E9TL","皮卡","蓝色","超载","重庆市交通部"
"朱震","231216197003019333","上级交办","G051992500335","待处理","沈阳如源汇房地产开发有限公司","责令停产停业","霍营洋辣椒羊蝎子火锅对面","宝丰二路与宝通寺路十字路口","2019-03-31","甘V·R1XH0","轻卡","蓝色","超载","安徽省交通部"
"任新","231226197312117137","有关部门移送","K021461363804","已处理","沈阳巨弘同计装饰工程有限责任公司","法律、行政法规规定的其他行政处罚","小汤山大柳树环岛向东5公里路北","白沙洲大道与楚汉路十字路口","2019-06-01","津J·GXT80","中卡","黄色","超载","重庆市交通部"
"周蕊薇","310625199310113146","上级交办","O030767480444","处理中","大连捷国国际工程技术有限公司","没收违法所得、没收非法财物","土桥中街","宝通寺路与白沙洲大道十字路口","2019-05-13","新E·24RUB","微卡","蓝色","超速","陕西省交通部"
"孙磊民","311705198208042379","有关部门移送","E082644662187","待处理","天津升盈贸易有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","马家堡西路15号时代风帆大厦北侧商用楼4楼","北三区玻璃厂街与百泰路三叉路口","2019-06-23","吉K·LUUKQ","中卡","黄色","超速","福建省交通部"
"阮达安","311816199210146525","群众举报","N082552356821","待处理","重庆富金春房地产开发有限公司","法律、行政法规规定的其他行政处罚","魏善庄镇魏善庄镇政府西1000米","丁字桥南路与宝通寺路十字路口","2019-04-01","陕D·OM4AI","微卡","蓝色","超载","台湾省交通部"
"湛松善","320125198808296971","检查发现","K021848714064","待处理","大连伟生房产经纪有限公司","行政拘留","王府井大街301号新燕莎金街购物广场7层MF705-706","八古墩东三巷与董家沟巷十字路口","2019-04-19","陕A·UAFB8","皮卡","蓝色","超速","广西壮族自治区交通部"
"费蕊薇","320217199601311539","上级交办","Q080622742886","处理中","北京光福巨集团股份有限公司","没收违法所得、没收非法财物","北七家镇蓬莱苑1号楼","都府堤路与董家沟巷十字路口","2019-04-05","港C·Y0ZHH","面包车","蓝色","超载","黑龙江省交通部"
"曹顺","320219197405273254","群众举报","L022382197480","处理中","深圳元宝汇股份有限公司","法律、行政法规规定的其他行政处罚","金台路北里-2号楼","八古墩东四巷与博雅湖路十字路口","2019-05-07","港F·KEQJJ","皮卡","蓝色","超载","澳门特别行政区交通部"
"陶淑","321009199602284474","上级交办","K067816411450","已处理","天津元宝汇科技有限公司","罚款","小关西街7号牡丹园西里","博雅湖路与德治路三叉路口","2019-06-09","渝J·AEBUI","微卡","蓝色","超速","安徽省交通部"
"谈武新","321221197303058786","有关部门移送","K086288406948","已处理","济南利庆优房地产开发有限公司","法律、行政法规规定的其他行政处罚","阳坊镇西贯市村后街4号","崔家墩路与帝璧路十字路口","2019-03-25","新Q·NVXVA","低速载货车","蓝色","超速","黑龙江省交通部"
"于东文","321506198908017355","群众举报","L094788925681","已处理","上海捷国土石方工程有限公司","警告","沙井胡同11号","保望堤社区北二路与大兴二路三叉路口","2019-05-11","桂L·E7DRL","轻卡","蓝色","超载","内蒙古自治区交通部"
"齐磊民","321513197707164158","检查发现","I070137777836","待处理","大连全盛台科技有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","芙蓉东路京客隆对面","博奇路与德治路三叉路口","2019-06-08","晋V·W3ET9","重卡","黄色","超速","重庆市交通部"
"殷绍功","330123197302239834","群众举报","N070139189623","处理中","成都荣中国际工程技术有限公司","没收违法所得、没收非法财物","旧宫镇树桥村酒厂路","邓家湾东湖东路与北洋桥路十字路口","2019-03-28","渝Q·15XEZ","低速载货车","蓝色","超载","安徽省交通部"
"蓝林有","330726199905103277","上级交办","K034983086948","已处理","济南荣中房地产开发有限公司","责令停产停业","沿河景观路84-1号","董家沟巷与都府堤路三叉路口","2019-04-25","黑M·PDLRZ","重卡","黄色","超载","吉林省交通部"
"韦哲","330804197206084747","群众举报","D021893451843","已处理","重庆长正升物业管理有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","东二环劲松九区907号楼","八一路与白云路十字路口","2019-03-06","沪S·85ZLS","重卡","黄色","超速","陕西省交通部"
"凤静淑","330926199403258733","检查发现","J005641220087","处理中","杭州宝千咨询管理有限责任公司","行政拘留","望京soho塔1B1楼底商","八古墩东四巷与宝丰二路十字路口","2019-05-16","湘S·ILX7T","微卡","蓝色","超载","广东省交通部"
"奚鹏泽","331321198908214637","检查发现","J027782375050","处理中","成都广洪宝国际工程技术有限公司","警告","东坝路百分百旁","博雅湖路与八古墩西四巷三叉路口","2019-05-15","皖A·CQIRQ","轻卡","蓝色","超载","河南省交通部"
"汤宁欣","331528199207038774","检查发现","C091404660539","已处理","大连飞润福房产经纪有限公司","行政拘留","力源里东恒时代一期北门东50米","保望堤社区北二路与保望堤社区北二路三叉路口","2019-06-25","闽E·UK30Y","面包车","蓝色","超载","山东省交通部"
"卜河哲","331724198209282697","检查发现","B019227492174","待处理","上海广光浩股份有限公司","罚款","顺沙路京汉美食街南口赏时南侧","白沙洲大道与丁字桥南路十字路口","2019-06-03","贵V·QC5OY","面包车","蓝色","超载","福建省交通部"
"姚雅","331814198703228297","上级交办","M021606005214","待处理","深圳丰巨科技有限公司","警告","纪家庙路与丰台东路交叉口","八一路与白云路三叉路口","2019-04-19","晋O·UO8Z2","面包车","蓝色","超速","四川省交通部"
"茅桂","340205198902108433","上级交办","L028112366488","处理中","南京丰巨房地产开发有限公司","罚款","阜成路2号","丁字桥南路与北京路三叉路口","2019-06-14","宁A·U4OFX","面包车","蓝色","超速","江西省交通部"
"陶江超","340419199501273526","检查发现","C016742493589","已处理","上海捷国建筑装饰工程有限公司","法律、行政法规规定的其他行政处罚","顺一条8号","博雅湖路与宝丰二路十字路口","2019-04-03","陕K·5EKJB","中卡","黄色","超载","云南省交通部"
"任朗伯","340516197610205621","有关部门移送","N009515538661","待处理","济南洪庆股份有限公司","没收违法所得、没收非法财物","芦花路44号","北后街与北京路三叉路口","2019-03-16","浙V·GU1JP","低速载货车","蓝色","超载","香港特别行政区交通部"
"祝娟","340527199711151012","上级交办","M073390010645","处理中","厦门汇盛聚科技有限公司","法律、行政法规规定的其他行政处罚","物流单","常飞街与北京路十字路口","2019-05-06","藏L·3P2LM","重卡","黄色","超载","山东省交通部"
"陈辰","340811197711112025","上级交办","A016161063159","已处理","厦门利庆优环境建设股份有限公司","行政拘留","首都体院馆南路16号10号平房","大通巷与大兴二路十字路口","2019-06-12","鄂C·UQOQS","重卡","黄色","超载","重庆市交通部"
"伏馨","341109197001318651","有关部门移送","F044462451458","已处理","厦门祥耀科技有限公司","责令停产停业","上地七街国际创业园1号楼101","保望堤社区北二路与板厂街三叉路口","2019-06-14","赣L·ZSTRU","重卡","黄色","超速","广东省交通部"
"邵林有","341114197706029801","检查发现","N042274855872","处理中","杭州义盛房产经纪有限公司","没收违法所得、没收非法财物","马池口镇政府北800米,华彬庄园对面","董家沟巷与楚汉路十字路口","2019-04-06","黑Q·S7TW0","轻卡","蓝色","超速","新疆维吾尔自治区交通部"
"米翔旭","341324199307262055","上级交办","H089791356497","待处理","上海裕茂贸易有限公司","法律、行政法规规定的其他行政处罚","百子湾南二路百子园后现代城D区16号楼底商","毕升路与百泰路十字路口","2019-04-17","琼Q·ZGKDT","重卡","黄色","超载","安徽省交通部"
"奚言","341326198404011396","检查发现","A044058763937","处理中","成都进吉房地产开发有限公司","责令停产停业","顺三条与横六条交叉口西南角","保望堤社区北二路与宝丰二路十字路口","2019-05-31","鲁T·SJGNA","中卡","黄色","超速","台湾省交通部"
"穆达安","341506199607291118","有关部门移送","O067890631342","处理中","沈阳万飞国际工程技术有限公司","罚款","京西古道景区内","八古墩西四巷与北京路十字路口","2019-06-22","津O·V8EQ8","中卡","黄色","超速","广西壮族自治区交通部"
"陈强军","341514197603238757","群众举报","K063720019547","已处理","北京公本利环境建设股份有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","王四营乡道口村红事会路1号","板厂街与楚汉路三叉路口","2019-05-18","琼C·W89FL","面包车","蓝色","超速","西藏自治区交通部"
"倪爱妹","341528198101262151","检查发现","S018879210265","已处理","济南佳泰贵土石方工程有限公司","责令停产停业","丰台南路阳光大厦2层","大通巷与八古墩东四巷三叉路口","2019-04-19","豫B·1BNDV","轻卡","蓝色","超载","福建省交通部"
"熊振壮","341625199903184983","检查发现","B015028479968","处理中","厦门光信物业管理有限公司","法律、行政法规规定的其他行政处罚","工人体育场南路1号富国海底世界","北京路与崔家墩路三叉路口","2019-03-29","鲁C·T2SFA","面包车","蓝色","超载","内蒙古自治区交通部"
"平思","341809199612178405","有关部门移送","S013730338879","处理中","杭州亚泰庆集团股份有限公司","法律、行政法规规定的其他行政处罚","南半壁店东二街阿彪超市斜对面","东湖东路与楚河南路三叉路口","2019-06-23","台X·G2O8F","面包车","蓝色","超速","安徽省交通部"
"殷毓","350102199502164579","群众举报","H086753599233","已处理","大连金润房地产开发有限公司","行政拘留","北马庄翠福园小区34号楼旁边","北后街与崔家墩路十字路口","2019-04-01","川X·FTB6J","重卡","黄色","超速","江西省交通部"
"史维启","350522197608268965","上级交办","Q090666275012","待处理","成都丰正恒建筑装饰工程有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","二七厂路杜家坎4号院内","白云路与丁字桥南路十字路口","2019-06-26","浙X·C1E2Z","皮卡","蓝色","超载","海南省交通部"
"沈萍红","350720198508037550","检查发现","F041036730695","已处理","上海永吉耀贸易有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","珠江罗马嘉园57号楼702室","宝丰二路与板厂街十字路口","2019-05-24","鲁F·PZULE","重卡","黄色","超载","西藏自治区交通部"
"鲍腾","360101197412267069","群众举报","M097788376068","待处理","沈阳凯弘集团股份有限公司","罚款","昌平西关北路北侧西关商贸楼7号","八古墩西四巷与板厂街十字路口","2019-05-26","闽Z·MTU9B","面包车","蓝色","超速","河北省交通部"
"毛诚先","360107199211078806","群众举报","S045635622052","已处理","上海中义集团股份有限公司","警告","建国路87号北京SKPA区六层","宝丰二路与百泰路三叉路口","2019-04-01","云G·PYB28","轻卡","蓝色","超速","山东省交通部"
"米江超","361103197801208803","群众举报","N037441243219","已处理","杭州本凯物业管理有限公司","暂扣或者吊销许可证、暂扣或者吊销执照","晓月中路晓月苑一里宛平办事处一层","板厂街与丁字桥南路三叉路口","2019-03-22","渝W·BVZD2","微卡","蓝色","超速","海南省交通部"
"傅山仁","361328199809101732","有关部门移送","J003997783627","已处理","杭州佳洪建筑产业集团有限公司","法律、行政法规规定的其他行政处罚","永安东里1号楼底商，近双子座东塔南侧","博奇路与帝璧路三叉路口","2019-04-01","京P·EN0TL","面包车","蓝色","超载","浙江省交通部"
"常姣","361420199309158844","有关部门移送","D064676849723","处理中","大连安生国际工程技术有限公司","法律、行政法规规定的其他行政处罚","阜石路159号首钢篮球中心1层西侧","楚河南路与宝丰二路三叉路口","2019-05-30","琼N·GYCJG","重卡","黄色","超载","湖北省交通部"
"席凡","361512199112017149","群众举报","B060999614704","处理中","沈阳捷国物业管理有限公司","罚款","来广营乡立水桥明天中心（B-06商业）-1层B06商场078号院","宝通寺路与董家沟巷三叉路口","2019-05-02","宁M·CBR1K","微卡","蓝色","超速","澳门特别行政区交通部"
"祝园艺","370402197702018629","检查发现","M079985042407","待处理","成都源公物业管理有限公司","行政拘留","建国路91号金地广场3层","丁字桥南路与八古墩东三巷三叉路口","2019-06-19","藏J·P6TID","轻卡","蓝色","超速","湖北省交通部"
"顾伟刚","370526197001115771","有关部门移送","P084136273923","已处理","天津同贵源贸易有限公司","罚款","双桥东路甲10号楼1层底商10-06","宝丰二路与东西湖大道三叉路口","2019-03-19","赣L·3AKOR","中卡","黄色","超载","江苏省交通部"
"毛毅","371225199410267169","上级交办","F072197688031","已处理","南京通满科技有限公司","行政拘留","中关村大街18号中关村科技贸易中心8层03、05、06号","八古墩西四巷与都府堤路十字路口","2019-04-07","冀N·VHA6R","中卡","黄色","超速","内蒙古自治区交通部"
"苏姣","371309199311254703","群众举报","N083006277787","已处理","杭州合弘科技有限公司","法律、行政法规规定的其他行政处罚","月坛南街30号万方西单商场3楼","八古墩西四巷与北洋桥路十字路口","2019-04-12","桂V·16734","重卡","黄色","超载","陕西省交通部"
"何贵福","371402199501202542","上级交办","K066739055476","已处理","天津美辉建筑装饰工程有限公司","警告","兴盛大街骏城小区大门北侧","帝璧路与邓家湾东湖东路十字路口","2019-06-25","港A·7WXRU","皮卡","蓝色","超速","湖北省交通部"
"金壮","371625198805123626","群众举报","F070651085116","处理中","大连康百通建筑装饰工程有限公司","责令停产停业","文慧园北路8号庆亚大厦B座","博奇路与宝丰二路十字路口","2019-03-18","鲁L·4RBJS","中卡","黄色","超载","河南省交通部"
"时山仁","410124197609246612","群众举报","I030781305680","已处理","深圳千圣建筑产业集团有限公司","行政拘留","朝阳左家庄东街58号楼master领寓","大通巷与八古墩东三巷十字路口","2019-06-01","澳B·XMSYS","低速载货车","蓝色","超载","新疆维吾尔自治区交通部"
"俞枫芸","410218198011227006","群众举报","P076463548449","处理中","深圳公义土石方工程有限公司","罚款","新东路甲5号","崔家墩路与白沙洲大道十字路口","2019-06-16","湘B·LQ6RC","面包车","蓝色","超载","西藏自治区交通部"
"郎婉娴","410816199807016184","上级交办","J035256153742","待处理","北京瑞万百建筑装饰工程有限公司","责令停产停业","冯村华润置地puls365二楼207室","邓家湾东湖东路与邓家湾东湖东路三叉路口","2019-03-14","藏A·YVQB9","重卡","黄色","超载","西藏自治区交通部"
"康伟刚","411609197710153817","上级交办","R074728009368","待处理","大连富金春股份有限公司","没收违法所得、没收非法财物","西大望路甲23号珠江帝景2号楼110号","毕升路与白沙洲大道三叉路口","2019-04-28","京N·MUC8Q","轻卡","蓝色","超载","上海市交通部"
