"11","中国国旅（厦门）国际旅行社有限公司","窦慧莎","511105199802259954","四川省德阳市","北京市政专用汽车厂","衡阳市南岳衡山旅游区-秦皇岛市山海关景区-晋中市介休绵山景区","衡阳","13306178390","晋中","2014-08-11","2014-08-16","6114160506205"
"12","深圳市康辉旅行社有限公司世金营业部","奚莉","421608199905225105","湖北省武汉市","贵州亿科电力电气设备有限公司","阜阳市颍上八里河景区-上饶市婺源江湾景区-河南省平顶山市尧山-中原大佛景区","阜阳","15306371513","河南省平顶山","2016-01-30","2016-02-02","1306217477793"
"13","青岛亚太国际旅行社有限公司","雷茗","361605199207097060","江西省吉安市","江西瑞昌市高品质乳胶漆厂","舟山市普陀山风景名胜区-山西省忻州市雁门关景区-福州市三坊七巷景区","舟山","15801795170","福州","2014-12-11","2014-12-21","4606067522660"
"14","淄博市中国旅行社","白华","420820198807034130","湖北省襄樊市","贵阳普洁环保节能技术有限公司","天津市盘山风景名胜区-青海省海东市互助土族故土园景区-四川省南充市仪陇朱德故里景区-广东省中山市孙中山故里旅游区","天津","15508701093","广东省中山","2015-04-08","2015-04-12","5016013416096"
"15","成都中国青年旅行社","徐亨","211801197408312453","辽宁省抚顺市","北京福海胜源科技有限公司","西安市华清池景区-黄山市黄山风景区-乐山市乐山大佛景区-佛山市长鹿旅游休博园","西安","13005166024","佛山","2016-03-04","2016-03-11","7109113278012"
"16","杭州云方旅行社有限公司","贝勇","121710198303019267","天津市","湖南桃花江实业有限公司","哈尔滨市太阳岛景区-河北省邯郸市广府古城景区-广州市长隆旅游度假区-广安市邓小平故里旅游区","哈尔滨","13604014176","广安","2015-09-19","2015-09-27","3310082979692"
"17","成都中国青年旅行社","魏雅","310918197012316372","上海市","天津吉砼外加剂有限公司","苏州市周庄古镇景区-重庆市万盛经开区黑山谷景区-武汉市黄鹤楼公园","苏州","13905767389","武汉","2014-12-13","2014-12-17","3305218185487"
"18","扬州舜天国际旅行社有限公司","冯中","611503198405175582","陕西省咸阳市","诺贝尔卫浴旗舰店","云南省昆明市昆明世博园景区-无锡市鼋头渚景区-池州市九华山风景区-宁波市奉化溪口-滕头旅游景区","云南省昆明","15502942438","宁波","2015-11-21","2015-11-30","3318181957956"
"19","北京神舟国际旅行社集团有限公司","贝航钧","361620199304166243","江西省鹰潭市","唐山市和顺科技有限公司","大连市老虎滩海洋公园.老虎滩极地馆-青海省海东市互助土族故土园景区-南阳市西峡伏牛山老界岭·恐龙遗址园旅游区","大连","15100684337","南阳","2015-11-23","2015-11-28","5417103877459"
"20","	北京青年旅行社股份有限公司","皮荣悦","610511199507026293","陕西省铜川市","天津市明浩商贸有限公司","青海省海东市互助土族故土园景区-绵阳市北川羌城旅游区-河南省洛阳市栾川老君山·鸡冠洞旅游区-晋中市乔家大院文化园区","青海省海东","15800232246","晋中","2015-05-10","2015-05-17","4407049334928"
"21","辽宁光大国际旅行社有限公司","娄瑞菊","431422198102044366","湖南省邵阳市","济南市天桥区百佳灯具商行","泰安市泰山景区-重庆市万盛经开区黑山谷景区-安徽省宣城市绩溪龙川景区-江西省鹰潭市龙虎山旅游景区","泰安","13802736880","江西省鹰潭","2016-01-14","2016-01-16","4113253972483"
"22","成都中国青年旅行社","陈英秀","431009199701016787","湖南省株洲市","深圳宝安区联兴木业","安徽省六安市万佛湖景区-南平市武夷山风景名胜区-河北省石家庄市西柏坡景区","安徽省六安","15607114360","河北省石家庄","2014-09-24","2014-10-01","5013170988037"
"23","山西新华国际旅行社有限公司","汤君","331025199512289328","浙江省杭州市","成都市双信管桩有限公司","安徽省宣城市绩溪龙川景区-拉萨布达拉宫景区-河北省保定市白石山景区-延安市黄帝陵景区","安徽省宣城","15705306848","延安","2016-06-13","2016-06-23","3714169166684"
"24","重庆渝之旅国际旅行社股份有限公司","舒宏","140603199512188363","山西省晋城市","武汉市洪山区全顺建筑器材经营部","湖北省宜昌市三峡人家风景区-承德市避暑山庄及周围寺庙景区-乐山市乐山大佛景区","湖北省宜昌","15702796052","乐山","2015-05-11","2015-05-16","6315093161502"
"25","甘肃海华国际旅行社有限公司","喻心豪","121625199105261348","天津市","四川省正旺新能源照明科技有限公司","上海市科技馆-陕西西安市大雁塔·大唐芙蓉园景区-北京八达岭－慕田峪长城旅游区-湖南省湘潭市韶山旅游区-三亚市南山文化旅游区","上海","13808310236","三亚","2014-09-10","2014-09-21","5002125682307"
"26","重庆河记旅行社","林锦兰","421612197511163576","湖北省鄂州市","天虹预制构件厂","江西省南昌市滕王阁旅游区-吉林长春净月潭景区-宜昌市长阳清江画廊景区-长沙市花明楼景区-天津市古文化街旅游区（津门故里）","江西省南昌","13304427602","天津","2015-05-10","2015-05-19","3110117880094"
"27","重庆河记旅行社","平和邦","410905197103158786","河南省洛阳市","人民电器集团成都销售处","重庆市万盛经开区黑山谷景区-江西省抚州市大觉山景区-河南洛阳市白云山景区","重庆","13806795929","河南洛阳","2015-02-10","2015-02-16","5404153590120"
"28","大连家园国际旅行社有限公司","贺澜莎","521519198309069782","贵州省贵阳市","成源耐火材料有限公司","广东省中山市孙中山故里旅游区-河南开封市清明上河园-北京市天坛公园-广东省惠州市惠州西湖旅游景区-吉林省长春市世界雕塑公园旅游景区","广东省中山","13906077669","吉林省长春","2016-06-18","2016-06-25","1504123779418"
"29","	南京标点国际旅游有限公司","霍哲才","410513197010034233","河南省安阳市","武汉润永商贸有限公司","山西晋城市皇城相府生态文化旅游区-南京市钟山风景名胜区-中山陵园风景区-佛山市长鹿旅游休博园","山西晋城","13208551254","佛山","2015-04-17","2015-04-22","4514189378792"
"30","青岛亚太国际旅行社有限公司","贾娜琴","420324197110119355","湖北省鄂州市","成都炬烽钢铁有限公司","梅州市雁南飞茶田景区-郴州市东江湖旅游区-北京市奥林匹克公园-天津市古文化街旅游区（津门故里）","梅州","13503864363","天津","2016-01-23","2016-01-27","6518286580182"
"31","重庆中国青年旅行社有限公司","葛诚盛","320810198501015958","江苏省淮安市","赛博陶瓷有限公司","乐山市乐山大佛景区-青海省海东市互助土族故土园景区-天津市盘山风景名胜区-河南开封市清明上河园-焦作市云台山－神农山·青天河景区","乐山","15801805372","焦作","2015-03-22","2015-03-28","3110170482538"
"32","石家庄华夏国际旅行社有限公司","刘纨爽","430405196912167022","湖南省衡阳市","青岛海尔家居集成股份有限公司北京分公司","辽宁省鞍山市千山景区-宜昌市长阳清江画廊景区-延安市黄帝陵景区","辽宁省鞍山","13807458302","延安","2014-09-09","2014-09-16","6108091370520"
"33","淄博市中国旅行社","季辰","371326197703131601","山东省潍坊市","恩光防腐瓷业有限公司","烟台市蓬莱阁旅游区(三仙山-八仙过海)-六安市天堂寨旅游景区-湖北省宜昌市三峡人家风景区-北京市奥林匹克公园-丽江市丽江古城景区","烟台","15806681086","丽江","2014-10-10","2014-10-21","3708047370906"
"34","大连家园国际旅行社有限公司","邓学元","231417198306289878","黑龙江省双鸭山市","四川海顿建材有限公司","保定市安新白洋淀景区-贵州省铜仁市梵净山旅游区-阳江市海陵岛大角湾海上丝路旅游区-河南省洛阳市栾川老君山·鸡冠洞旅游区","保定","15003770637","河南省洛阳","2015-01-19","2015-01-23","5215187123930"
"35","河南绿色假期国际旅行社有限公司","费纯","430207197210099429","湖南省郴州市","贵阳海森焊接材料有限公司","昆明市石林风景区-福建省三明市泰宁风景旅游区-宁波市奉化溪口-滕头旅游景区","昆明","15602995334","宁波","2014-10-10","2014-10-17","2207036432054"
"36","西安凯莱国际旅行社有限公司","袁晨山","521805199301261208","贵州省六盘水市","江西联信大市场新发机电有限公司","长春市长影世纪城旅游区-阳江市海陵岛大角湾海上丝路旅游区-苏州市金鸡湖景区-北京市天坛公园-敦化市六鼎山文化旅游区","长春","15500146538","敦化","2015-07-31","2015-08-11","2204241430161"
"37","江西省赣中旅国际旅行社有限公司","甘勇","461223197106142318","海南省海口市","温州市龙湾天河贵宾电器厂","苏州市金鸡湖景区-西宁市塔尔寺景区-湖州市南浔古镇景区-江西省南昌市滕王阁旅游区-桂林市乐满地度假世界","苏州","15302593648","桂林","2016-03-04","2016-03-11","1211202110841"
"38","江西省赣中旅国际旅行社有限公司","吕翔","531420197402115266","云南省丽江市","天津太敬机电技术有限公司","武汉市黄陂木兰文化生态旅游区-河南洛阳市白云山景区-武汉市黄鹤楼公园-宁波市奉化溪口-滕头旅游景区","武汉","13104947898","宁波","2016-03-22","2016-03-26","6517134494940"
"39","甘肃天地行国际旅行社有限责任公司","龚家","120124199203111710","天津市","九江现代良友实业有限公司","苏州市沙家浜·虞山尚湖旅游区-福州市三坊七巷景区-河北省邯郸市广府古城景区-河北省保定市白石山景区","苏州","13106673248","河北省保定","2014-10-03","2014-10-05","2209274171578"
"40","石家庄华夏国际旅行社有限公司","闵筠露","351413198502097244","福建省莆田市","盐山县中泰体育健身文化用品经销处","长春市长影世纪城旅游区-河南洛阳市白云山景区-黄山市古徽州文化旅游区","长春","13102427054","黄山","2015-03-08","2015-03-18","3701222530783"
"41","吉林省环球国际旅行社有限公司","张信平","350707198802297128","福建省泉州市","济南市槐荫区中大五金制造厂","青海省海东市互助土族故土园景区-泉州市清源山景区-陕西省西安市城墙·碑林历史文化景区-金华市东阳横店影视城景区","青海省海东","15301925514","金华","2015-11-10","2015-11-19","3712195343046"
"42","湖南中铁国际旅行社有限公司","纪政宁","330922199403183164","浙江省绍兴市","济南优耐特斯工业设备有限公司","宁德市白水洋-鸳鸯溪旅游区-陕西省宝鸡市太白山旅游景区-敦化市六鼎山文化旅游区","宁德","15200450792","敦化","2016-01-25","2016-02-01","1109110816374"
"43","天津康泰国际旅行社有限公司","袁岚","320107197901035569","江苏省徐州市","北京至诚佳音电器商行","贵州省铜仁市梵净山旅游区-六安市天堂寨旅游景区-苏州市沙家浜·虞山尚湖旅游区-浙江省宁波市天一阁·月湖景区","贵州省铜仁","15501726027","浙江省宁波","2014-07-31","2014-08-04","3310118887826"
"44","山西右移国际旅行社有限公司","姚惠玉","140515197805126622","山西省大同市","十堰佳奥实业发展有限公司","景德镇市古窑民俗博览区-苏州市周庄古镇景区-西安市秦始皇兵马俑博物馆-晋中市介休绵山景区","景德镇","15707984478","晋中","2016-02-17","2016-02-26","3715012792283"
"45","山西新华国际旅行社有限公司","尹玉露","521208198607278114","贵州省六盘水市","紫荆花制漆上海有限公司哈尔滨办事处","浙江省绍兴市鲁迅故里沈园景区-北京市颐和园-惠州市罗浮山景区-黑龙江市牡丹江镜泊湖景区","浙江省绍兴","15905701599","黑龙江","2015-04-24","2015-04-30","3415225344877"
"46","新疆中国旅行社有限公司","安桂真","521503197606245588","贵州省贵阳市","石家庄宇泉环保设备有限公司四川办事处","桂林市乐满地度假世界-北京市恭王府景区-南省邵阳市崀山景区-阜阳市颍上八里河景区","桂林","15900051393","阜阳","2014-11-27","2014-12-04","3210203694090"
"47","桂林康辉国际旅行社有限公司","韦洁","460415197409236883","海南省海口市","深圳市彬源环保设备有限公司","宁德市福鼎太姥山旅游区-湖北省宜昌市三峡人家风景区-苏州市吴中太湖旅游区-大同市云冈石窟","宁德","13106661520","大同","2015-09-19","2015-09-27","6517230688964"
"48","桂林市台联国际旅行社","卓之维","130912197411161510","河北省唐山市","海湾安全技术有限公司北京分公司","上海市科技馆-桂林市乐满地度假世界-广元市剑门蜀道剑门关旅游区-黑龙江市黑河五大连池景区-龙岩市古田旅游区<","上海","13006760734","龙岩","2016-02-25","2016-02-29","1310069391362"
"49","厦门夏商国际旅行社有限公司","鲁雁筠","461211196910068162","海南省海口市","天津市明浩商贸有限公司","保定市安新白洋淀景区-泉州市清源山景区-北京市故宫博物院-唐山市清东陵景区","保定","13805040389","唐山","2016-01-29","2016-02-03","4518169634496"
"50","福建泉州宝中国际旅行社有限公司","纪娟寒","611814197204158016","陕西省铜川市","重庆市屋之巧装饰材料有限责任公司","桂林市乐满地度假世界-安徽省宣城市绩溪龙川景区-上饶市婺源江湾景区-辽宁省鞍山市千山景区","桂林","13507082064","辽宁省鞍山","2015-10-28","2015-10-30","4415165850816"
"51","湖南中铁国际旅行社有限公司","梅筠妹","120413199703241695","天津市","济南海盛绝缘材料有限公司","广东省中山市孙中山故里旅游区-河北省保定市白石山景区-安徽省六安市万佛湖景区-浙江省衢州市江郎山·廿八都景区-广东省惠州市惠州西湖旅游景区","广东省中山","13302999036","广东省惠州","2015-10-01","2015-10-04","1512264610050"
"52","中国国旅（厦门）国际旅行社有限公司","丁丹彩","231725197601225968","黑龙江省双鸭山市","江西联信大市场新发机电有限公司","湖南省长沙市岳麓山·橘子洲旅游区-天津市盘山风景名胜区-南平市武夷山风景名胜区","湖南省长沙","13502550384","南平","2014-08-11","2014-08-20","3404119622470"
"53","中国康辉西安国际旅行社有限责任公司","白言","131418199905102084","河北省邯郸市","哈尔滨市峰华全钢防静电地板有限公司","景德镇市古窑民俗博览区-福州市三坊七巷景区-常州市天目湖景区","景德镇","15907029069","常州","2014-10-11","2014-10-14","5412160848762"
"54","厦门夏商国际旅行社有限公司","钟克","370702198206027940","山东省泰安市","济南东旺经贸有限公司","河南省永城市芒砀山旅游景区-郴州市东江湖旅游区-四川省南充市仪陇朱德故里景区-湖北省十堰市武当山风景区-南充市阆中古城旅游区","河南省永城","13908858976","南充","2014-07-16","2014-07-20","1409037624399"
"55","秦皇岛华夏国际旅行社有限公司","杨秋","341411198709262684","安徽省芜湖市","东莞市长安意华模具钢材经营部","山西晋城市皇城相府生态文化旅游区-乐山市峨眉山景区-台州市天台山景区","山西晋城","15707234700","台州","2014-08-04","2014-08-14","2201263915593"
"56","中国旅行社总社（重庆）有限公司","邬心","431306199507143644","湖南省湘潭市","天津盛辉伟业钢铁贸易有限公司","湖州市南浔古镇景区-大连市老虎滩海洋公园.老虎滩极地馆-武汉市黄鹤楼公园-乐山市乐山大佛景区-安徽省芜湖市方特旅游区","湖州","15205845238","安徽省芜湖","2015-08-31","2015-09-09","4305044701447"
"57","山西新华国际旅行社有限公司","梅斌斌","441509197001274435","广东省汕头市","哈尔滨瑞鑫洋新能源科技有限公司","天津市盘山风景名胜区-敦化市六鼎山文化旅游区-佛山市长鹿旅游休博园-晋中市乔家大院文化园区-六安市天堂寨旅游景区","天津","15706374117","六安","2016-07-12","2016-07-23","2207042258093"
"58","石家庄华夏国际旅行社有限公司","莫树","340719198809222451","安徽省阜阳市","贵阳丰银商贸有限公司","宁德市福鼎太姥山旅游区-北京八达岭－慕田峪长城旅游区-登封市嵩山少林景区-武汉市东湖景区","宁德","15306631292","武汉","2014-11-07","2014-11-09","4604198853763"
"59","杭州天翼旅行社有限公司","蓝顺","440206197902245295","广东省广州市","广西通利昌物资设备有限责任公司","惠州市罗浮山景区-广东省广州市白云山风景区-深圳市观澜湖休闲旅游区","惠州","15505393984","深圳","2015-09-25","2015-09-27","7108167606680"
"60","广西海外旅行社有限公司","盛娥","421425197906081433","湖北省黄石市","北京慕迪灵翻译有限公司","西安市华清池景区-黑龙江市牡丹江镜泊湖景区-上海市科技馆-吉林省长春市世界雕塑公园旅游景区-湖南省岳阳市岳阳楼—君山岛景区.张家界市武陵源—天门山旅游区","西安","15708273795","湖南省岳阳","2016-05-15","2016-05-24","6414092155825"
"61","北京市首都国际旅行社有限公司","周裕","140303198206262343","山西省太原市","贵州瑞华塑胶有限公司","海南省三亚市蜈支洲岛旅游区-无锡市鼋头渚景区-黄山市古徽州文化旅游区","海南省三亚","15304708767","黄山","2016-03-12","2016-03-16","2101226115819"
"62","湖北省中国青年旅行社有限公司","苗行","130817199710016176","河北省承德市","江西鑫隆泰建材工业有限公司成都办事处","阳江市海陵岛大角湾海上丝路旅游区-山东烟台市龙口南山景区-浙江省嘉兴市西塘古镇旅游景区","阳江","15508041717","浙江省嘉兴","2014-07-20","2014-07-23","1305134249851"
"63","四川省中国青年旅行社有限公司","米岚羽","321314198303091857","江苏省无锡市","江苏星华机场设施有限公司","阳江市海陵岛大角湾海上丝路旅游区-贵州省贵阳市花溪青岩古镇景区-昆明市石林风景区","阳江","15206376233","昆明","2015-10-18","2015-10-26","1107222702503"
"64","四川省中国青年旅行社有限公司","翟以炎","421025197607217486","湖北省武汉市","成都国鑫家私","安徽省芜湖市方特旅游区-镇江市金山·焦山·北固山旅游景区-唐山市清东陵景区","安徽省芜湖","15206180167","唐山","2015-06-10","2015-06-12","1302204215279"
"65","广州金羊国际旅行社有限公司","梁彩","360325199610143254","江西省吉安市","圣象卫浴贵阳专卖店","泉州市清源山景区-重庆市云阳龙缸景区-浙江省绍兴市鲁迅故里沈园景区-桂林市漓江景区-唐山市清东陵景区","泉州","13107338928","唐山","2015-06-17","2015-06-24","3317241192167"
"66","中国国旅（山东）国际旅行社有限公司","甄荷芬","341828197210093653","安徽省淮南市","深圳市桐子园铸造厂","河南开封市清明上河园-平凉市崆峒山风景名胜区-枣庄市台儿庄古城景区-秦皇岛市山海关景区-洛阳市龙门石窟景区","河南开封","13703151856","洛阳","2014-07-27","2014-08-07","6413072482077"
"67","甘肃天地行国际旅行社有限责任公司","喻瑾倩","330125199710132250","浙江省宁波市","济南品盛机电设备有限公司","陕西省西安市城墙·碑林历史文化景区-厦门市鼓浪屿风景名胜区-扬州市瘦西湖风景区","陕西省西安","13203196982","扬州","2016-05-12","2016-05-16","4303255675578"
"68","山西右移国际旅行社有限公司","胡河旭","311227197901045250","上海市","万通防水材料有限公司贵州分公司","广东省韶关市丹霞山景区-西安市秦始皇兵马俑博物馆-拉萨市大昭寺","广东省韶关","13504475132","拉萨","2014-07-29","2014-08-03","6414027613426"
"69","重庆河记旅行社","车力岩","530523198602098086","云南省昆明市","武汉鑫丰强电气有限公司","北京市明十三陵景区-浙江省宁波市天一阁·月湖景区-河北保定市野三坡景区","北京","15107211085","河北保定","2016-03-23","2016-03-27","7109027907942"
"70","北京市首都国际旅行社有限公司","钟信宏","140421198412155969","山西省太原市","南昌市青云谱惠军安消防器材经营中心","江西省南昌市滕王阁旅游区-枣庄市台儿庄古城景区-烟台市蓬莱阁旅游区(三仙山-八仙过海)-北京市恭王府景区-晋中市平遥古城景区","江西省南昌","15507763794","晋中","2016-03-22","2016-03-26","5214269611204"
"71","东莞市腾龙假日国际旅行社有限公司","姜光策","340819198208079296","安徽省亳州市","大庆科尔达电热仪表有限公司","山西省忻州市雁门关景区-南阳市西峡伏牛山老界岭·恐龙遗址园旅游区-陕西省西安市城墙·碑林历史文化景区","山西省忻州","13505208306","陕西省西安","2014-11-08","2014-11-11","5317167372598"
"72","东莞市腾龙假日国际旅行社有限公司","董琰","230722197612257443","黑龙江省哈尔滨市","庆华建业有限公司","辽宁大连市金石滩景区-瑞金市共和国摇篮旅游区-商洛市金丝峡景区-商洛市金丝峡景区","辽宁大连","15204520399","商洛","2016-02-22","2016-02-29","4511233609872"
"73","	北京青年旅行社股份有限公司","黄香冰","511401198907018888","四川省德阳市","北京至诚佳音电器商行","济南市天下第一泉景区-云南省保山市腾冲火山热海旅游区-江西省鹰潭市龙虎山旅游景区-北京市奥林匹克公园","济南","15905223927","北京","2014-09-12","2014-09-19","6413167837021"
"74","河南康辉国际旅行社有限责任公司","雷馨","611814198808277183","陕西省铜川市","贵州金马车工贸有限责任公司","温州市雁荡山风景名胜区-桂林市漓江景区-重庆市南川金佛山-浙江省嘉兴市南湖旅游区","温州","15507650560","浙江省嘉兴","2015-05-17","2015-05-25","2215057964910"
"75","厦门夏商国际旅行社有限公司","谭琳","411003199308133192","河南省洛阳市","北京亚视创业科技发展有限公司","山西省忻州市雁门关景区-六安市天堂寨旅游景区-南京市钟山风景名胜区-中山陵园风景区","山西省忻州","15204970502","南京","2016-01-23","2016-02-02","1208225700216"
"76","河南省中国青年旅行社","侯融露","340421198102057194","安徽省芜湖市","武汉华阳新利水处理技术有限公司","合肥市三河古镇景区-焦作市云台山－神农山·青天河景区-厦门市鼓浪屿风景名胜区-广安市邓小平故里旅游区-湖州市南浔古镇景区","合肥","15700037014","湖州","2016-01-26","2016-01-31","6210028200157"
"77","中国旅行社总社（重庆）有限公司","严珍","231214199804173929","黑龙江省双鸭山市","北京市酒仙桥建材装饰市五金中心","南通市濠河景区-吉林长春净月潭景区-安徽省六安市万佛湖景区-景德镇市古窑民俗博览区-大丰市中华麋鹿园景区","南通","15201857531","大丰","2014-10-28","2014-10-31","1317217541590"
"78","西安凯莱国际旅行社有限公司","祝霭可","131508197503071746","河北省邯郸市","大庆市新庆工管件制造有限责任公司","本溪市本溪水洞景区-青海省海东市互助土族故土园景区-西安市华清池景区-吉林省长春市世界雕塑公园旅游景区-延安市黄帝陵景区","本溪","15307623718","延安","2016-06-20","2016-07-01","3311073327352"
"79","青岛亚太国际旅行社有限公司","许莲嘉","120327198005015234","天津市","北京市润实盛然园林绿化有限公司","湖北省十堰市武当山风景区-南宁市青秀山旅游区-广东省清远市连州地下河旅游景区","湖北省十堰","15101411665","广东省清远","2014-09-07","2014-09-09","5111058974698"
"80","山西新华国际旅行社有限公司","柯元","361720197605148796","江西省萍乡市","南昌华泰硅橡胶制品有限公司","湖北省咸宁市三国赤壁古战场景区-常州市环球恐龙城休闲旅游区-杭州市千岛湖风景名胜区","湖北省咸宁","15901765675","杭州","2016-02-18","2016-02-23","1511200949084"
"81","广州金羊国际旅行社有限公司","柯伯","360425198509185609","江西省吉安市","贵州省交通物资总公司","嘉兴市桐乡乌镇古镇旅游区-敦化市六鼎山文化旅游区-江西省鹰潭市龙虎山旅游景区-苏州市周庄古镇景区","嘉兴","13702592334","苏州","2016-02-07","2016-02-13","3315135301677"
"82","福建泉州宝中国际旅行社有限公司","杜裕","371019199407087554","山东省济宁市","衡阳威盾科贸有限公司","浙江省宁波市天一阁·月湖景区-驻马店市嵖岈山旅游景区-黄山市古徽州文化旅游区-商洛市金丝峡景区-宝鸡市法门寺佛文化景区","浙江省宁波","13805631872","宝鸡","2014-11-29","2014-12-01","1205096175586"
"83","山西新华国际旅行社有限公司","洪玉","610421197511051314","陕西省延安市","四川省川汇塑胶有限公司","河南省洛阳市栾川老君山·鸡冠洞旅游区-吉林长春净月潭景区-江西省上饶市龟峰景区-河南安阳市殷墟景区-龙岩市古田旅游区<","河南省洛阳","13008487005","龙岩","2015-01-02","2015-01-06","3207134580850"
"84","河南省中国青年旅行社","段群","411005199303179422","河南省新乡市","四川省成都市武侯区永发卷帘门窗经营部","丽江市丽江古城景区-河北省保定市白石山景区-北京八达岭－慕田峪长城旅游区-江西省南昌市滕王阁旅游区","丽江","13803522104","江西省南昌","2015-09-12","2015-09-14","4110240703812"
"85","河南省中国青年旅行社","闵栋亨","610908197103042269","陕西省咸阳市","辽宁华冶集团发展有限公司","陕西省宝鸡市太白山旅游景区-宁德市福鼎太姥山旅游区-浙江省嘉兴市南湖旅游区","陕西省宝鸡","13201898610","浙江省嘉兴","2015-05-01","2015-05-08","3608068389016"
"86","四川省中国青年旅行社有限公司","唐菲","521005198808168734","贵州省六盘水市","江西瑞健康体设备有限公司","河南开封市清明上河园-忻州市五台山风景名胜区-阜阳市颍上八里河景区","河南开封","15102570532","阜阳","2015-09-04","2015-09-13","3716285307612"
"87","	南京标点国际旅游有限公司","宁蓓育","520907198009287902","贵州省六盘水市","亚士漆(上海)有限公司成都销售服务中心","三亚市南山大小洞天旅游区-山西省临汾市洪洞大槐树寻根祭祖园景区-平凉市崆峒山风景名胜区","三亚","15105934142","平凉","2015-10-02","2015-10-06","3115037116379"
"88","新疆中国旅行社有限公司","贾祥","121503197103106104","天津市","大连众恒电力电子有限公司","辽宁省鞍山市千山景区-南宁市青秀山旅游区-衢州市开化根宫佛国文化旅游景区","辽宁省鞍山","15208344876","衢州","2015-01-07","2015-01-12","7117271495912"
"89","甘肃海华国际旅行社有限公司","程韵璐","231613198203099517","黑龙江省鹤岗市","张家港市富昶热能设备有限公司","成都市青城山--都江堰旅游景区-承德市避暑山庄及周围寺庙景区-北京市天坛公园-河南省平顶山市尧山-中原大佛景区","成都","15300771293","河南省平顶山","2016-05-12","2016-05-17","3107161170818"
"90","辽宁光大国际旅行社有限公司","庞菊琦","531222197606149887","云南省曲靖市","大庆市新庆工管件制造有限责任公司","池州市九华山风景区-北京市奥林匹克公园-济宁市曲阜明故城（三孔）旅游区-安徽省安庆市天柱山风景区-浙江省宁波市天一阁·月湖景区","池州","15505291547","浙江省宁波","2015-10-18","2015-10-27","3213228944216"
"91","厦门夏商国际旅行社有限公司","段全彪","220417198909252744","吉林省四平市","抚顺顺大建材厂","山西晋城市皇城相府生态文化旅游区-浙江省绍兴市鲁迅故里沈园景区-大连市老虎滩海洋公园.老虎滩极地馆-黄山市黄山风景区-桂林市乐满地度假世界","山西晋城","13107430349","桂林","2015-01-07","2015-01-13","5007220249101"
