"杭州市江干区水泥制造有限公司","东四五条139号","79°1′E","29°13′N","郝峰","15906261690","水泥制造","A类","中型项目","水泥","4384","2798","吨","煤炭","5590","吨","0.682%"
"宁波市北仑区印刷有限公司","东三环南路54号劲松桥东北角","106°27′E","21°18′N","卫康星","13106154318","印刷","B类","大型项目","书","5119","3386","吨","煤炭","2629","吨","0.696%"
"绍兴市上虞区电子元件及组件制造有限公司","建国路79号华贸购物中心4层","111°49′E","36°50′N","戚柔","13600144838","电子元件及组件制造","B类","小型项目","电子元件","6133","3221","吨","天然气","3890","万立方米","0.949%"
"温州市永嘉县印刷有限公司","北苑仰山路4号","78°31′E","22°27′N","史文","13207796145","印刷","B类","大型项目","书","3810","4911","吨","煤炭","2351","吨","0.450%"
"杭州市上城区皮革有限公司","十三陵昭陵村西侧","124°6′E","41°56′N","邵亮","13107707829","皮革","A类","小型项目","皮革","6081","2897","吨","电力","5704","万千瓦时","0.099%"
"杭州市临安区毛纺织有限公司","丰台南路阳光大厦2层","83°54′E","14°47′N","金璐","15005796793","毛纺织","C类","中型项目","羊毛","6500","2654","吨","煤炭","6431","吨","0.286%"
"金华市金东区制药有限公司","马家堡东路味多美旁","96°44′E","10°37′N","陶先","13907004066","制药","A类","小型项目","药物","2538","1943","吨","煤炭","5093","吨","0.406%"
"杭州市富阳区植物油加工有限公司","慧忠北里309号楼天创世缘A座1-3楼","121°40′E","44°58′N","潘若鸣","15807893710","植物油加工","B类","小型项目","植物油","6887","5934","吨","煤炭","4699","吨","0.133%"
"宁波市鄞州区天然气开采业有限公司","建国路79号华贸购物中心4层","123°20′E","46°46′N","郑珠","13502652440","天然气开采业","A类","小型项目","天然气","2070","4352","万立方米","煤炭","4942","吨","0.752%"
"温州市鹿城区植物油加工有限公司","怀北镇椴树岭村黄土梁10号云蒙山附近","122°1′E","52°48′N","王之","13205894384","植物油加工","A类","中型项目","植物油","5697","1021","吨","煤炭","3773","吨","0.048%"
"杭州市淳安县烟草有限公司","白桥大街22号工商联大厦","114°36′E","33°34′N","凤凤","13401948552","烟草","C类","小型项目","烟草","1657","4999","吨","天然气","2624","万立方米","0.279%"
"金华市婺城区天然气开采业有限公司","万泉河路小南庄400号龙都宾馆院内","79°36′E","4°52′N","湛钧冠","13503817588","天然气开采业","B类","小型项目","天然气","4612","1065","万立方米","煤炭","6600","吨","0.503%"
"杭州市西湖区毛纺织有限公司","朝阳路69号财满街一期1号楼","83°6′E","4°57′N","张璧璐","13005734699","毛纺织","C类","大型项目","羊毛","6579","5104","吨","天然气","5988","万立方米","0.146%"
"嘉兴市南湖区烟草有限公司","天星街1号院绿地缤纷城3层","107°25′E","40°36′N","卜伯","13206771593","烟草","B类","大型项目","烟草","4051","2862","吨","天然气","6863","万立方米","0.982%"
"杭州市拱墅区印刷有限公司","北四环西路出口","74°59′E","6°56′N","章敬震","13804336579","印刷","A类","小型项目","书","6446","2106","吨","天然气","4834","万立方米","0.873%"
"宁波市镇海区植物油加工有限公司","西大望路北工大附近","90°43′E","5°24′N","苏涛","13906453868","植物油加工","A类","中型项目","植物油","4332","6355","吨","煤炭","6259","吨","0.497%"
"宁波市镇海区火力发电有限公司","东风南路","123°32′E","32°28′N","元松善","15206443932","火力发电","A类","大型项目","电力","5086","1153","万千瓦时","煤炭","2841","吨","0.982%"
"衢州市衢江区天然气开采业有限公司","永兴路七号院龙湖大兴天街购物中心3层","131°1′E","5°3′N","曹伯","13501185196","天然气开采业","A类","中型项目","天然气","1456","4995","万立方米","煤炭","2742","吨","0.852%"
"温州市平阳县火力发电有限公司","科学院南路双榆树东里15号","110°24′E","20°3′N","余裕","15107124139","火力发电","B类","小型项目","电力","5420","5538","万千瓦时","天然气","1738","万立方米","0.916%"
"温州市鹿城区植物油加工有限公司","皇木厂路3号院","96°2′E","37°2′N","赵芳","13102081990","植物油加工","C类","大型项目","植物油","6940","5411","吨","天然气","5410","万立方米","0.778%"
"嘉兴市秀洲区烟草有限公司","崇文门外大街16号便宜坊大厦4层","111°11′E","34°7′N","张芸","13307298740","烟草","A类","大型项目","烟草","3805","4067","吨","煤炭","2233","吨","0.465%"
"温州市洞头区火力发电有限公司","玉桥中路106号","108°10′E","17°43′N","彭爽","13905692489","火力发电","C类","大型项目","电力","3328","6109","万千瓦时","煤炭","1017","吨","0.255%"
"嘉兴市嘉善县皮革有限公司","王府井大街138号北京apm5层","89°52′E","24°27′N","董达安","15803850842","皮革","C类","小型项目","皮革","5878","3572","吨","天然气","5297","万立方米","0.152%"
"杭州市富阳区陶瓷制品有限公司","芍药居育慧南路对外经贸大学东门神州商旅酒店大堂内一层","124°18′E","6°36′N","花功","13004294049","陶瓷制品","A类","中型项目","陶瓷","3147","5509","万件","煤炭","2432","吨","0.650%"
"杭州市余杭区印刷有限公司","来广营乡立水桥明天中心（B-06商业）-1层B06商场078号院","122°8′E","3°35′N","宋美娜","15505395432","印刷","C类","小型项目","书","2804","6263","吨","天然气","5683","万立方米","0.319%"
"宁波市江北区电子元件及组件制造有限公司","七圣路光熙门北里20号","98°3′E","29°48′N","和雅","15301074691","电子元件及组件制造","A类","大型项目","电子元件","1114","3418","吨","煤炭","2745","吨","0.499%"
"潮州市吴兴区纤维板制造有限公司","芳园西路6号颐锦广场","95°1′E","44°2′N","秦策腾","15205784815","纤维板制造","B类","中型项目","纤维板","1065","4466","万件","天然气","1066","万立方米","0.882%"
"杭州市建德市烟草有限公司","雕塑园南街8号","85°18′E","31°9′N","纪致树","15608195135","烟草","C类","大型项目","烟草","6686","2533","吨","煤炭","1692","吨","0.033%"
"潮州市德清县烟草有限公司","悦秀路物美大卖场二层","109°55′E","24°5′N","喻利清","13501773235","烟草","B类","中型项目","烟草","4583","2028","吨","天然气","3424","万立方米","0.975%"
"温州市泰顺县电子元件及组件制造有限公司","怀柔镇大中富乐村182号","102°16′E","25°43′N","戚佳嘉","13808055357","电子元件及组件制造","A类","中型项目","电子元件","1093","6087","吨","天然气","5743","万立方米","0.807%"
"衢州市常山县植物油加工有限公司","政府路8号","98°4′E","43°27′N","苏茂进","13700180156","植物油加工","B类","大型项目","植物油","4260","1237","吨","电力","1771","万千瓦时","0.949%"
"衢州市衢江区纤维板制造有限公司","望京街道广顺北大街望京西园4区熊家城烤肉旁边","122°5′E","33°24′N","俞怡婵","13302441949","纤维板制造","C类","小型项目","纤维板","5253","6960","万件","电力","1171","万千瓦时","0.010%"
"杭州市淳安县陶瓷制品有限公司","皇石国际公寓首层","80°7′E","47°58′N","伏亚","15007477017","陶瓷制品","C类","小型项目","陶瓷","5052","5190","万件","天然气","3653","万立方米","0.468%"
"嘉兴市海盐县纤维板制造有限公司","西三环南路201号","81°52′E","25°8′N","施毅","15501143943","纤维板制造","C类","小型项目","纤维板","6842","3810","万件","煤炭","5997","吨","0.328%"
"杭州市江干区啤酒制造有限公司","垂杨柳北里2号楼对面","96°0′E","46°30′N","沈海","13905237971","啤酒制造","A类","中型项目","啤酒","6885","6594","吨","煤炭","6108","吨","0.654%"
"金华市武义县啤酒制造有限公司","颐和园东路54号","95°14′E","32°38′N","奚利清","13307955161","啤酒制造","B类","中型项目","啤酒","2600","2080","吨","煤炭","5680","吨","0.434%"
"金华市金东区毛纺织有限公司","南辛路153号","88°46′E","45°34′N","康清","13506273988","毛纺织","A类","中型项目","羊毛","2842","2819","吨","天然气","3191","万立方米","0.514%"
"杭州市滨江区天然气开采业有限公司","建国路华贸中心东区四层","109°7′E","6°24′N","赵环","13502318083","天然气开采业","A类","小型项目","天然气","6153","4438","万立方米","煤炭","6491","吨","0.469%"
"绍兴市柯桥区电子元件及组件制造有限公司","西直门内大街冠英园西区6号楼1门","134°11′E","8°30′N","黄妍","13103998968","电子元件及组件制造","B类","中型项目","电子元件","4296","2105","吨","天然气","4800","万立方米","0.123%"
"台州市路桥区皮革有限公司","槐柏树街北里甲2-4","75°18′E","44°35′N","魏璧璐","13805575443","皮革","B类","中型项目","皮革","6502","1569","吨","天然气","4610","万立方米","0.107%"
"台州市仙居县毛纺织有限公司","紫竹院路80号","81°42′E","21°13′N","卞娥玲","15203055313","毛纺织","C类","中型项目","羊毛","4821","3507","吨","天然气","3584","万立方米","0.280%"
"杭州市淳安县纤维板制造有限公司","西关大街30号","81°28′E","25°10′N","赵洁梅","15303650918","纤维板制造","C类","小型项目","纤维板","2329","5937","万件","电力","4490","万千瓦时","0.045%"
"金华市武义县电子元件及组件制造有限公司","劲松八区805号","118°1′E","49°6′N","汤毅","13701615135","电子元件及组件制造","B类","小型项目","电子元件","1951","2690","吨","电力","2650","万千瓦时","0.612%"
"温州市文成县火力发电有限公司","大屯路甲2号院南沙滩小区37号楼1607室","119°42′E","45°58′N","汤青倩","15005956937","火力发电","B类","中型项目","电力","3851","6448","万千瓦时","天然气","5142","万立方米","0.026%"
"杭州市建德市皮革有限公司","琉璃庙镇青石岭村白河湾景区","119°22′E","43°9′N","柏茂进","13302191603","皮革","A类","中型项目","皮革","4846","2722","吨","电力","3690","万千瓦时","0.350%"
"杭州市桐庐县制药有限公司","开放路劳动大厦东100米","74°13′E","5°1′N","鲁中","15707905444","制药","C类","中型项目","药物","1199","5894","吨","电力","2622","万千瓦时","0.739%"
"杭州市余杭区啤酒制造有限公司","北京王府井大街大沙帽胡同1号乐语宾馆一层","124°36′E","21°4′N","姜欢霄","13005926671","啤酒制造","C类","中型项目","啤酒","4315","5499","吨","电力","2172","万千瓦时","0.252%"
"绍兴市柯桥区水泥制造有限公司","人大西门小南庄","102°39′E","7°43′N","余士以","15308375303","水泥制造","B类","小型项目","水泥","2679","6997","吨","电力","3954","万千瓦时","0.188%"
"宁波市宁海县皮革有限公司","广安门外南滨河路87号","79°2′E","25°32′N","湛卿","15600390618","皮革","C类","中型项目","皮革","4898","5045","吨","天然气","5234","万立方米","0.381%"
"台州市路桥区陶瓷制品有限公司","紫金庄园9号楼一层","79°55′E","36°29′N","庞以","13004464700","陶瓷制品","B类","小型项目","陶瓷","5877","6761","万件","电力","5300","万千瓦时","0.386%"
"金华市金东区制药有限公司","天通苑北三区1号万合广场3楼","124°28′E","33°38′N","韩会思","15807053307","制药","C类","小型项目","药物","5057","2586","吨","天然气","4072","万立方米","0.737%"
"绍兴市柯桥区制药有限公司","地安门外大街178号","123°56′E","50°35′N","禹君琴","13204095904","制药","C类","中型项目","药物","6223","5356","吨","煤炭","2952","吨","0.469%"
"杭州市滨江区水泥制造有限公司","顺平路","93°56′E","33°9′N","黄保","15207386144","水泥制造","B类","小型项目","水泥","6758","3644","吨","电力","1208","万千瓦时","0.942%"
"杭州市西湖区火力发电有限公司","新南路63号","104°7′E","38°15′N","熊永","15701064480","火力发电","C类","小型项目","电力","3880","5158","万千瓦时","电力","1034","万千瓦时","0.570%"
"宁波市奉化区皮革有限公司","金台里甲15号万惠商场3楼","125°51′E","8°11′N","顾欣","13304746477","皮革","C类","中型项目","皮革","2573","2283","吨","煤炭","4722","吨","0.455%"
"宁波市象山县天然气开采业有限公司","莲花池东路51号","92°54′E","20°7′N","梁有","13201834771","天然气开采业","B类","中型项目","天然气","6163","6726","万立方米","煤炭","6571","吨","0.067%"
"宁波市北仑区陶瓷制品有限公司","雁栖镇长园村318号","122°1′E","18°23′N","褚卿","15001106291","陶瓷制品","C类","大型项目","陶瓷","6586","1289","万件","天然气","6616","万立方米","0.059%"
"嘉兴市海盐县制药有限公司","复兴路69号蓝色港湾购物中心6层","87°35′E","21°31′N","雷信子","15708776492","制药","A类","中型项目","药物","3743","5765","吨","天然气","4217","万立方米","0.034%"
"杭州市建德市烟草有限公司","狮子营村南门门口","113°11′E","29°13′N","蓝国胜","15507963076","烟草","C类","小型项目","烟草","4208","2319","吨","天然气","1327","万立方米","0.557%"
"绍兴市柯桥区火力发电有限公司","西单北大街131号西单大悦城6楼","110°10′E","31°7′N","屈泰盛","15200140599","火力发电","B类","中型项目","电力","6025","3964","万千瓦时","电力","3024","万千瓦时","0.009%"
"金华市磐安县火力发电有限公司","张郭庄17号","113°16′E","27°39′N","贝君琴","15908353060","火力发电","B类","中型项目","电力","3930","2713","万千瓦时","电力","5069","万千瓦时","0.940%"
"杭州市滨江区烟草有限公司","土桥站锦武私房菜","88°35′E","11°51′N","花子","13102695730","烟草","A类","大型项目","烟草","2393","4327","吨","煤炭","4545","吨","0.413%"
"嘉兴市南湖区啤酒制造有限公司","翠微路12号新华联商业大厦凯德MALL购物中心3层","111°9′E","48°10′N","奚平保","15102377370","啤酒制造","A类","小型项目","啤酒","4156","5617","吨","电力","3876","万千瓦时","0.467%"
"衢州市衢江区植物油加工有限公司","南湖北路南湖东园二区224号楼","113°38′E","5°3′N","水思","13808475927","植物油加工","B类","中型项目","植物油","2812","6305","吨","天然气","1103","万立方米","0.230%"
"宁波市海曙区水泥制造有限公司","樱花园三区","87°17′E","7°59′N","褚进","15104575826","水泥制造","B类","小型项目","水泥","5359","5761","吨","天然气","6635","万立方米","0.397%"
"温州市龙湾区水泥制造有限公司","百子湾西里403号楼负一层","134°33′E","37°37′N","项婉娴","13104717497","水泥制造","B类","小型项目","水泥","3232","2211","吨","电力","5765","万千瓦时","0.781%"
"绍兴市越城区植物油加工有限公司","红坊路","90°38′E","50°0′N","范茂进","13705516300","植物油加工","A类","中型项目","植物油","6464","3910","吨","煤炭","3211","吨","0.341%"
"台州市仙居县陶瓷制品有限公司","阜石路165号","111°12′E","30°47′N","董才发","13106297451","陶瓷制品","B类","小型项目","陶瓷","3193","2206","万件","电力","2175","万千瓦时","0.709%"
"温州市永嘉县啤酒制造有限公司","005乡道与平沿路交叉口旁","119°3′E","15°37′N","尹滢馥","15901252396","啤酒制造","A类","大型项目","啤酒","5100","5315","吨","天然气","2157","万立方米","0.456%"
"宁波市鄞州区天然气开采业有限公司","平房乡黄杉木店路产业园区4号院106室","125°18′E","7°4′N","董欢霄","15008724947","天然气开采业","A类","中型项目","天然气","1637","5422","万立方米","煤炭","1544","吨","0.507%"
"宁波市镇海区毛纺织有限公司","双桥中路双桥医院南侧","73°46′E","18°33′N","杨岩中","13401022926","毛纺织","A类","大型项目","羊毛","2212","5632","吨","电力","2222","万千瓦时","0.956%"
"潮州市德清县陶瓷制品有限公司","潘家园东路华威西里55号","127°34′E","29°47′N","酆先","15104247419","陶瓷制品","C类","大型项目","陶瓷","4512","3255","万件","天然气","5058","万立方米","0.186%"
"宁波市海曙区毛纺织有限公司","芳星路芳星园二区19号楼1号平台","126°20′E","46°30′N","金邦","13405683188","毛纺织","C类","小型项目","羊毛","3861","3578","吨","电力","1867","万千瓦时","0.659%"
"台州市椒江区天然气开采业有限公司","花家地东路5号","89°58′E","22°27′N","严江超","15001303569","天然气开采业","C类","大型项目","天然气","5236","5195","万立方米","天然气","6506","万立方米","0.944%"
"衢州市开化县纤维板制造有限公司","东直门内大街235号，簋街西边","134°47′E","38°51′N","葛勇毅","15905007874","纤维板制造","B类","大型项目","纤维板","4159","4158","万件","煤炭","3234","吨","0.548%"
"宁波市北仑区制药有限公司","凤凰路凤凰购物中心B1楼","86°2′E","29°25′N","毛河哲","13507725055","制药","A类","小型项目","药物","5895","4063","吨","天然气","4818","万立方米","0.926%"
"杭州市滨江区电子元件及组件制造有限公司","安苑路安苑东里1区2号楼","83°34′E","22°38′N","鲁东文","13408518371","电子元件及组件制造","B类","小型项目","电子元件","4553","4685","吨","煤炭","4774","吨","0.562%"
"宁波市宁海县纤维板制造有限公司","团河路69号商业楼一层","126°8′E","20°21′N","湛秀娟","15602466193","纤维板制造","B类","中型项目","纤维板","1588","4833","万件","电力","2236","万千瓦时","0.415%"
"台州市三门县电子元件及组件制造有限公司","右安门内西街5号楼金碗勺东北菜院内","74°44′E","11°24′N","成爽","15302541518","电子元件及组件制造","A类","大型项目","电子元件","5549","5985","吨","电力","3345","万千瓦时","0.094%"
"杭州市拱墅区火力发电有限公司","东城家乐福后门对面","117°2′E","29°59′N","罗伦","13302624472","火力发电","A类","大型项目","电力","2985","2178","万千瓦时","电力","6176","万千瓦时","0.070%"
"温州市鹿城区啤酒制造有限公司","回龙观西大街107号昆泰嘉禾酒店一层","75°26′E","34°22′N","鲁爽","15803582638","啤酒制造","A类","中型项目","啤酒","3325","3348","吨","天然气","5053","万立方米","0.918%"
"温州市永嘉县皮革有限公司","广顺南大街望京园609号楼2层218-2室","108°4′E","21°34′N","狄承乐","15606458541","皮革","A类","中型项目","皮革","2529","2788","吨","天然气","6593","万立方米","0.033%"
"温州市永嘉县制药有限公司","西八里庄路恩济里小区27号楼底商","114°45′E","19°32′N","安榕","13707477965","制药","B类","小型项目","药物","1626","6911","吨","电力","2972","万千瓦时","0.522%"
"杭州市桐庐县陶瓷制品有限公司","十三陵昭陵村西侧","77°6′E","6°26′N","郝彩","15303368111","陶瓷制品","B类","小型项目","陶瓷","6352","1289","万件","电力","5451","万千瓦时","0.035%"
"杭州市拱墅区电子元件及组件制造有限公司","北四环西路","91°26′E","19°30′N","卞琴","13608810334","电子元件及组件制造","B类","小型项目","电子元件","5819","2716","吨","电力","3619","万千瓦时","0.056%"
"温州市洞头区啤酒制造有限公司","长阳镇长阳路中粮万科长阳半岛广场4层","96°36′E","42°23′N","吕飘育","13904820796","啤酒制造","B类","中型项目","啤酒","3118","3500","吨","电力","5805","万千瓦时","0.820%"
"嘉兴市海盐县毛纺织有限公司","东升科技园西小口66号东升凯莱酒店","101°17′E","47°46′N","皮博","15301193284","毛纺织","C类","大型项目","羊毛","6388","4596","吨","天然气","2843","万立方米","0.382%"
"绍兴市上虞区纤维板制造有限公司","马家堡西路29号","99°11′E","17°58′N","和思","13707600270","纤维板制造","A类","小型项目","纤维板","3932","4018","万件","煤炭","3457","吨","0.495%"
"宁波市象山县制药有限公司","新源西里中街","75°23′E","24°23′N","郎菁梦","15103939020","制药","B类","中型项目","药物","5392","6513","吨","天然气","3388","万立方米","0.946%"
"潮州市长兴县印刷有限公司","张坊镇大峪沟村九区23号","84°0′E","28°38′N","俞璧璐","13307227025","印刷","A类","小型项目","书","3135","6080","吨","电力","5817","万千瓦时","0.661%"
"杭州市富阳区印刷有限公司","翠微路12号新华联商业大厦凯德MALL购物中心3层","76°8′E","18°26′N","杜婵","15603588324","印刷","B类","小型项目","书","2247","3288","吨","电力","5928","万千瓦时","0.438%"
"温州市鹿城区陶瓷制品有限公司","西客站南路东局乙8号","101°18′E","26°43′N","邵顺","15704397155","陶瓷制品","A类","小型项目","陶瓷","1064","4125","万件","天然气","5487","万立方米","0.414%"
"潮州市南浔区烟草有限公司","东坝和敬路福润四季小区A6底商","100°54′E","10°42′N","蒋裕","15202546994","烟草","B类","中型项目","烟草","5981","6569","吨","天然气","4519","万立方米","0.465%"
"杭州市富阳区天然气开采业有限公司","清水镇清水村西南街73号","112°32′E","30°47′N","黄枝思","15702363200","天然气开采业","A类","中型项目","天然气","3710","5651","万立方米","天然气","2272","万立方米","0.560%"
"杭州市江干区皮革有限公司","良乡西潞北大街1号","120°13′E","43°25′N","凤平保","13805226683","皮革","A类","小型项目","皮革","1489","3759","吨","煤炭","6397","吨","0.719%"
"台州市三门县植物油加工有限公司","光华路东里8号院中海广场6层","79°33′E","17°1′N","宋才发","13304471422","植物油加工","A类","中型项目","植物油","2904","5792","吨","天然气","4785","万立方米","0.657%"
"金华市金东区植物油加工有限公司","花乡奥莱村07301号","107°45′E","35°37′N","臧民","13005433037","植物油加工","B类","中型项目","植物油","1810","6353","吨","煤炭","1210","吨","0.344%"
"绍兴市上虞区火力发电有限公司","苹果园大街与苹果园路交叉口西北50米","108°46′E","39°17′N","戴敬震","15105540495","火力发电","A类","大型项目","电力","3500","5622","万千瓦时","天然气","4172","万立方米","0.716%"
