"北京市房山区周口店车管所","滕才发","公民身份证","361414197106119075","甘家口甲8号甘家口大厦南侧北方朗逸酒店","13700868655","G:大中型拖拉机","361414197106119075","2014-07-15","2014-07-15","2020-07-15","六年","2015-07-15"
"葫芦岛市连山区虹螺山车管所","茅祥","公民身份证","361508198010156629","CBD东三环中7号财富中心4号楼E203","15307728144","K:手扶拖拉机","361508198010156629","2017-02-05","2017-02-05","2023-02-05","六年","2018-02-05"
"赤峰市松山区安庆沟车管所","罗荷丹","公民身份证","361717197205305491","东四十四条75号","15508110147","S:操纵杆自走式联合收割机","361717197205305491","2018-02-05","2018-02-05","2024-02-05","六年","2019-02-05"
"铁力市东升车管所","湛楠榕","公民身份证","370102199008134032","靛厂路中段","15303257168","K:手扶拖拉机","370102199008134032","2016-11-01","2016-11-01","2022-11-01","六年","2017-11-01"
"铁力市东升车管所","史婵","公民身份证","371828198512216416","金融大街甲9号金融街中心3层","15003406961","K:手扶拖拉机","371828198512216416","2014-01-17","2014-01-17","2020-01-17","六年","2015-01-17"
"北安市缸窑车管所","臧安","公民身份证","410224197211254360","南三环东路刘家窑地铁B口往东200米天创胜芳中心一层底商","13904910066","T:悬挂式联合收割机","410224197211254360","2018-06-10","2018-06-10","2024-06-10","六年","2019-06-10"
"北安市缸窑车管所","戴政谦","公民身份证","410328199507024742","东城家乐福后门对面","13705087534","R:方向盘自走式联合收割机","410328199507024742","2017-05-23","2017-05-23","2023-05-23","六年","2018-05-23"
"承德市双滦区金厂沟车管所","岑富顺","公民身份证","410420197705155844","地安门西大街119号","13907832589","T:悬挂式联合收割机","410420197705155844","2018-10-04","2018-10-04","2024-10-04","六年","2019-10-04"
"南康市大山脑车管所","尤震","公民身份证","411126199012301837","建国门外永安里10号","15608266220","T:悬挂式联合收割机","411126199012301837","2016-12-29","2016-12-29","2022-12-29","六年","2017-12-29"
"呼和浩特市浑河车管所","马邦","公民身份证","411213198208173333","黄松峪雕窝村逍遥居巷内50米","13102758172","K:手扶拖拉机","411213198208173333","2014-03-25","2014-03-25","2020-03-25","六年","2015-03-25"
"姜堰市周山河车管所","魏杰涛","公民身份证","411423198401118128","北房镇幸福西街30号北大门两侧","13206062121","K:手扶拖拉机","411423198401118128","2016-12-28","2016-12-28","2022-12-28","六年","2017-12-28"
"龙泉市山坑车管所","殷璧璐","公民身份证","411506199109013038","团结湖中路南三条南门对面","13405172791","G:大中型拖拉机","411506199109013038","2017-05-12","2017-05-12","2023-05-12","六年","2018-05-12"
"张家口市宣化区庞家堡车管所","戚宁欣","公民身份证","411811198604089217","怀黄路苇店村","15105054539","K:手扶拖拉机","411811198604089217","2014-04-30","2014-04-30","2020-04-30","六年","2015-04-30"
"张家口市宣化区庞家堡车管所","乐思","公民身份证","420125198803306401","国美第一城2号院6号楼","15907776737","T:悬挂式联合收割机","420125198803306401","2014-01-10","2014-01-10","2020-01-10","六年","2015-01-10"
"张家口市宣化区庞家堡车管所","史燕彩","公民身份证","420213197504285064","史家营莲花庵村","15500850603","S:操纵杆自走式联合收割机","420213197504285064","2016-12-29","2016-12-29","2022-12-29","六年","2017-12-29"
"海林市新海车管所","倪涛","公民身份证","420820199504056913","恩济庄18号东门","15504801273","R:方向盘自走式联合收割机","420820199504056913","2016-03-16","2016-03-16","2022-03-16","六年","2017-03-16"
"七台河市东风车管所","梁晨辰","公民身份证","421102199303225836","北京站3号","15608621384","T:悬挂式联合收割机","421102199303225836","2017-08-09","2017-08-09","2023-08-09","六年","2018-08-09"
"姜堰市周山河车管所","曹言","公民身份证","421323198801236852","方庄南路157号","13402100046","R:方向盘自走式联合收割机","421323198801236852","2014-09-03","2014-09-03","2020-09-03","六年","2015-09-03"
"海林市新海车管所","韩若鸣","公民身份证","421803197010287502","苹果园二区西门","15208413122","T:悬挂式联合收割机","421803197010287502","2015-09-14","2015-09-14","2021-09-14","六年","2016-09-14"
"北安市缸窑车管所","于树","公民身份证","430527198902224958","太阳宫中路12号凯德MALL4层","15304474333","S:操纵杆自走式联合收割机","430527198902224958","2015-04-05","2015-04-05","2021-04-05","六年","2016-04-05"
"酒泉市肃州区长城车管所","邵利清","公民身份证","430715197912048897","磁器口大街71号","13401383375","K:手扶拖拉机","430715197912048897","2018-04-28","2018-04-28","2024-04-28","六年","2019-04-28"
"海林市新海车管所","成毅","公民身份证","430801198609052175","双清路85号","13102176151","S:操纵杆自走式联合收割机","430801198609052175","2018-07-04","2018-07-04","2024-07-04","六年","2019-07-04"
"北京市房山区周口店车管所","康天","公民身份证","431212197612288555","宣武门外大街甲1号环球财讯中心A座B1楼","15003132215","T:悬挂式联合收割机","431212197612288555","2017-09-08","2017-09-08","2023-09-08","六年","2018-09-08"
"黄山市黄山区芦山车管所","卫树","公民身份证","431216197006272865","甘露园南里25号尚街购物中心3层","15908150391","R:方向盘自走式联合收割机","431216197006272865","2017-12-23","2017-12-23","2023-12-23","六年","2018-12-23"
"铁力市东升车管所","余欣","公民身份证","431322198305102541","恒安大厦负一层","15804146919","S:操纵杆自走式联合收割机","431322198305102541","2018-11-10","2018-11-10","2024-11-10","六年","2019-11-10"
"承德市双滦区金厂沟车管所","孟惠珠","公民身份证","431517198509017267","交大东路31号院6号楼西侧胡同里","15101695884","S:操纵杆自走式联合收割机","431517198509017267","2017-01-10","2017-01-10","2023-01-10","六年","2018-01-10"
"海林市新海车管所","纪博","公民身份证","431521197903034397","万盛北街万盛北里甲420号楼一层105室","15207388243","K:手扶拖拉机","431521197903034397","2018-07-08","2018-07-08","2024-07-08","六年","2019-07-08"
"承德市双滦区金厂沟车管所","鲁信子","公民身份证","440126198409135511","酒仙桥路大山子13号三楼","15007242756","H:小型拖拉机","440126198409135511","2014-06-04","2014-06-04","2020-06-04","六年","2015-06-04"
"南通市如东车管所","屈有","公民身份证","441009198309025418","柳芳北里甲12号楼","13907756691","G:大中型拖拉机","441009198309025418","2017-09-17","2017-09-17","2023-09-17","六年","2018-09-17"
"南康市大山脑车管所","伍翰","公民身份证","441014197512228424","安苑路与惠新北街交叉口西北角惠新北里3号楼","15802926555","R:方向盘自走式联合收割机","441014197512228424","2016-12-31","2016-12-31","2022-12-31","六年","2017-12-31"
"南康市大山脑车管所","黄国胜","公民身份证","441212199709235142","酒仙桥路大山子13号三楼","13201746791","G:大中型拖拉机","441212199709235142","2016-10-28","2016-10-28","2022-10-28","六年","2017-10-28"
"葫芦岛市连山区虹螺山车管所","项祥","公民身份证","441611197106048311","百子湾路16号后现代城14号楼A座404室","15704838716","R:方向盘自走式联合收割机","441611197106048311","2016-06-06","2016-06-06","2022-06-06","六年","2017-06-06"
"七台河市东风车管所","岑家","公民身份证","450107199206179059","蒲方路18号","15202651567","R:方向盘自走式联合收割机","450107199206179059","2015-11-06","2015-11-06","2021-11-06","六年","2016-11-06"
"北京市房山区周口店车管所","常固之","公民身份证","450507197503102822","东直门外斜街察慈小区11号楼","15108790279","G:大中型拖拉机","450507197503102822","2017-09-28","2017-09-28","2023-09-28","六年","2018-09-28"
"湖州市鹿山车管所","谈军","公民身份证","450603198105024621","上地西路41号院1号楼乐府KTV地下一层A001-A051","13906697016","S:操纵杆自走式联合收割机","450603198105024621","2016-11-27","2016-11-27","2022-11-27","六年","2017-11-27"
"南通市如东车管所","施庆","公民身份证","450904199002229879","安定门外立水桥北8号7幢","15800722313","T:悬挂式联合收割机","450904199002229879","2018-07-01","2018-07-01","2024-07-01","六年","2019-07-01"
"张家口市宣化区庞家堡车管所","姚锦黛","公民身份证","451023197508078006","大成路23号2层","15202324647","K:手扶拖拉机","451023197508078006","2016-08-30","2016-08-30","2022-08-30","六年","2017-08-30"
"黄山市黄山区芦山车管所","尹娣叶","公民身份证","460811197902287073","石门村东路12号","13302308622","H:小型拖拉机","460811197902287073","2017-05-03","2017-05-03","2023-05-03","六年","2018-05-03"
"赤峰市松山区安庆沟车管所","舒兴","公民身份证","460915199611036172","复兴门内大街101号百盛购物中心北楼10层","15706930083","G:大中型拖拉机","460915199611036172","2016-08-21","2016-08-21","2022-08-21","六年","2017-08-21"
"双鸭山市四宝车管所","平茂进","公民身份证","461004197903169224","万丰路68号银座和谐广场5楼","13900685418","R:方向盘自走式联合收割机","461004197903169224","2016-08-04","2016-08-04","2022-08-04","六年","2017-08-04"
"海林市新海车管所","费功","公民身份证","461226198209309018","顺于路西马各庄路口西侧","15505221318","T:悬挂式联合收割机","461226198209309018","2016-12-30","2016-12-30","2022-12-30","六年","2017-12-30"
"酒泉市肃州区长城车管所","余军","公民身份证","461321197201224568","新光天地北侧华贸公寓19号会所二层","13600963833","T:悬挂式联合收割机","461321197201224568","2018-04-24","2018-04-24","2024-04-24","六年","2019-04-24"
"酒泉市肃州区长城车管所","罗翰","公民身份证","500422197303029941","朝阳北路青年汇三期102号楼301室","13908521630","S:操纵杆自走式联合收割机","500422197303029941","2014-07-17","2014-07-17","2020-07-17","六年","2015-07-17"
"双鸭山市四宝车管所","康倩","公民身份证","500509199402102092","慧忠北里309号楼天创世缘A座1-3楼","13704466240","S:操纵杆自走式联合收割机","500509199402102092","2015-11-26","2015-11-26","2021-11-26","六年","2016-11-26"
"舟山市普陀山车管所","滕健世","公民身份证","500725198108271477","杨庄路70号院内（公社1958创意园内）杨庄医院丁字路口东南角","15208705596","H:小型拖拉机","500725198108271477","2017-11-22","2017-11-22","2023-11-22","六年","2018-11-22"
"湖州市鹿山车管所","安枫芸","公民身份证","500926198302222487","崇文门外大街16号便宜坊大厦4层","15702545401","H:小型拖拉机","500926198302222487","2017-08-04","2017-08-04","2023-08-04","六年","2018-08-04"
"黄山市黄山区芦山车管所","汪霞香","公民身份证","501318197610196298","西便门西里3号楼","13106223332","T:悬挂式联合收割机","501318197610196298","2017-08-14","2017-08-14","2023-08-14","六年","2018-08-14"
"北安市缸窑车管所","穆兰凤","公民身份证","501323198402147491","阳坊镇西贯市村北街路南临106号","15802030162","R:方向盘自走式联合收割机","501323198402147491","2015-07-09","2015-07-09","2021-07-09","六年","2016-07-09"
"舟山市普陀山车管所","凤风航","公民身份证","501625199112215317","东直门外大街与香河园路交口万国城MOMA会馆一层","13205798657","H:小型拖拉机","501625199112215317","2015-07-03","2015-07-03","2021-07-03","六年","2016-07-03"
"北安市缸窑车管所","皮绍功","公民身份证","510511199608046709","朝阳门外日坛北路日坛公园东北角","15204465515","G:大中型拖拉机","510511199608046709","2017-06-13","2017-06-13","2023-06-13","六年","2018-06-13"
