"余蓓","140304198807295679","梨园镇九棵树14号","146","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-05-23","政府工程","提供安置过渡房","提供安置补贴"
"臧维启","140927198705027381","广顺南大街望京园609号楼2层218-2室","139","伟辰建筑公司","鲍凡","141525199006094109","安宁庄村南河大楼东2幢2号平房","2019-04-20","商业需求","提供安置过渡房","提供安置补贴"
"戚舒","141022197910076976","东直门内大街5号","119","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-06-16","政府工程","提供安置过渡房","提供安置补贴"
"伏发","141618198607291572","前门大街30号","120","盛鑫建筑公司","施璧璐","441010199104171089","金业大街玺莲水果蔬菜超市旁","2019-03-06","商业需求","提供安置过渡房","提供安置补贴"
"尹胜","141620199506164059","王府井东街8号王府井希尔顿酒店5楼","170","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-06-21","政府工程","提供安置过渡房","提供安置补贴"
"汤思","150203199507315788","海淀太平路十七号院门口","158","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-03-25","城镇扩建","提供安置过渡房","提供安置补贴"
"云姣","150310199706308078","德胜门内大街36号","149","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-03-14","城镇扩建","提供安置过渡房","提供安置补贴"
"明冠","150519199108178904","永定路66号长峰假日酒店2楼","124","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-04-23","城镇扩建","提供安置过渡房","提供安置补贴"
"伏月莺","151109197107038892","小汤山大柳树环岛向东5公里路北","120","贵鹏建筑公司","李茜秋","711609198101148430","芦花路44号","2019-05-20","违章建筑","提供安置过渡房","提供安置补贴"
"郎妹","151221199309174776","前门大街30号","157","贵鹏建筑公司","李茜秋","711609198101148430","芦花路44号","2019-03-14","城镇扩建","提供安置过渡房","提供安置补贴"
"华刚","151223199511213994","东北旺路二号西一","153","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-04-04","商业需求","提供安置过渡房","提供安置补贴"
"张妹","210626199202172376","北苑家园清友园东侧4号楼","126","伟辰建筑公司","鲍凡","141525199006094109","安宁庄村南河大楼东2幢2号平房","2019-03-26","商业需求","提供安置过渡房","提供安置补贴"
"余斌","210915198506169634","赵公口桥南光彩路慧时欣园10号楼如家酒店一层","129","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-06-21","政府工程","提供安置过渡房","提供安置补贴"
"熊发","211022199805122298","兴盛大街骏城小区大门北侧","97","伟辰建筑公司","鲍凡","141525199006094109","安宁庄村南河大楼东2幢2号平房","2019-03-31","城镇扩建","提供安置过渡房","提供安置补贴"
"谈强军","220215197305311334","武圣东里甲51号楼","134","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-03-31","政府工程","提供安置过渡房","提供安置补贴"
"秦清","220716198105189985","赵公口光彩慧时欣园10号楼","178","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-06-13","政府工程","提供安置过渡房","提供安置补贴"
"罗凡","220916199007293848","东安门大街53号","181","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-05-10","城镇扩建","提供安置过渡房","提供安置补贴"
"孔云莲","221115198904239166","定福庄路西50米","143","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-05-30","政府工程","提供安置过渡房","提供安置补贴"
"贝豪","221206199102206167","东皇城根南街76号","169","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-05-17","城镇扩建","提供安置过渡房","提供安置补贴"
"施之","221623198507311291","右安门外玉林小区二条","128","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-03-29","违章建筑","提供安置过渡房","提供安置补贴"
"华厚庆","221721199812264823","卢庄村63号","152","伟辰建筑公司","鲍凡","141525199006094109","安宁庄村南河大楼东2幢2号平房","2019-04-05","城镇扩建","提供安置过渡房","提供安置补贴"
"冯龙","221726197906055320","双清路85号","181","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-06-10","商业需求","提供安置过渡房","提供安置补贴"
"常世","230512198402064771","张坊镇大峪沟村九区23号","154","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-05-03","城镇扩建","提供安置过渡房","提供安置补贴"
"朱才发","230723197902131367","梨园南路与九棵树东路交口东北角","170","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-05-10","违章建筑","提供安置过渡房","提供安置补贴"
"姜克伦","231424197401154570","文昌胡同42号","111","盛鑫建筑公司","施璧璐","441010199104171089","金业大街玺莲水果蔬菜超市旁","2019-05-21","政府工程","提供安置过渡房","提供安置补贴"
"魏彬","231812199410293729","东四五条139号","126","伟辰建筑公司","鲍凡","141525199006094109","安宁庄村南河大楼东2幢2号平房","2019-03-25","商业需求","提供安置过渡房","提供安置补贴"
"钱楠榕","311212199012096887","王府井银泰in88五层","132","贵鹏建筑公司","李茜秋","711609198101148430","芦花路44号","2019-06-13","违章建筑","提供安置过渡房","提供安置补贴"
"祁茂进","320105199304246707","永定镇梧桐苑7号院底商109号","180","大诚建筑公司","贺致树","130928199104136919","北三环中路36号,双福家园边(金凤呈祥)","2019-03-29","城镇扩建","提供安置过渡房","提供安置补贴"
"褚佳嘉","320407198510083606","慈云寺住邦2000二号楼湘彤美食城","94","盛鑫建筑公司","施璧璐","441010199104171089","金业大街玺莲水果蔬菜超市旁","2019-03-21","违章建筑","提供安置过渡房","提供安置补贴"
"滕行时","320517197012198919","月坛南街30号万方西单商场3楼","105","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-03-06","城镇扩建","提供安置过渡房","提供安置补贴"
"沈翠雅","320523199002172518","石景山路22号","131","贵鹏建筑公司","李茜秋","711609198101148430","芦花路44号","2019-03-03","违章建筑","提供安置过渡房","提供安置补贴"
"雷冰爽","320602199608199187","湖光北街南湖中园一区211号楼","169","大诚建筑公司","贺致树","130928199104136919","北三环中路36号,双福家园边(金凤呈祥)","2019-06-21","违章建筑","提供安置过渡房","提供安置补贴"
"姚璧璐","320614197905228789","大角生活广场《瑞成广场》南门一层","168","贵鹏建筑公司","李茜秋","711609198101148430","芦花路44号","2019-04-07","城镇扩建","提供安置过渡房","提供安置补贴"
"章邦","320626199002035234","新源南路1号都汇天地商场3楼","117","盛鑫建筑公司","施璧璐","441010199104171089","金业大街玺莲水果蔬菜超市旁","2019-04-06","违章建筑","提供安置过渡房","提供安置补贴"
"秦震","321218199411103152","交道口南大街49号","97","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-05-05","违章建筑","提供安置过渡房","提供安置补贴"
"阮锦黛","321228198212044242","崔村镇南庄营六合城观光园","125","坪垚建筑公司","蒋邦","371228198007246375","安贞路安贞西里五区1号楼1层101室","2019-03-15","城镇扩建","提供安置过渡房","提供安置补贴"
"褚承乐","321806198804115646","南楼梓庄化工路18号","122","坪垚建筑公司","蒋邦","371228198007246375","安贞路安贞西里五区1号楼1层101室","2019-03-25","商业需求","提供安置过渡房","提供安置补贴"
"孙宏言","330123197312304949","徐宋东四街小堡环岛向东100米","181","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-05-28","政府工程","提供安置过渡房","提供安置补贴"
"酆飞彬","331407199503244469","丰桥路7号院甲12-8号","125","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-03-24","违章建筑","提供安置过渡房","提供安置补贴"
"钱彬","340116199502101743","朝凤路243号","172","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-06-11","违章建筑","提供安置过渡房","提供安置补贴"
"时诚先","340425198610242539","交大东路31号院6号楼西侧胡同里","89","盛鑫建筑公司","施璧璐","441010199104171089","金业大街玺莲水果蔬菜超市旁","2019-03-20","违章建筑","提供安置过渡房","提供安置补贴"
"窦超","340625198212164122","惠新西街4号","177","坪垚建筑公司","蒋邦","371228198007246375","安贞路安贞西里五区1号楼1层101室","2019-06-23","商业需求","提供安置过渡房","提供安置补贴"
"曹朗伯","340713197210032135","酒仙桥南路9号星月亮马酒店B1楼","153","贵鹏建筑公司","李茜秋","711609198101148430","芦花路44号","2019-04-10","违章建筑","提供安置过渡房","提供安置补贴"
"阮才发","340826197201044377","兴隆商业街50号","122","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-03-21","政府工程","提供安置过渡房","提供安置补贴"
"沈俊峰","340912198204136287","西三旗桥东新都东路1号","85","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-06-14","城镇扩建","提供安置过渡房","提供安置补贴"
"黄友裕","341305198701166558","高丽营镇","162","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-04-16","违章建筑","提供安置过渡房","提供安置补贴"
"华朗伯","341613198901231846","通胡大街48号","126","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-06-13","城镇扩建","提供安置过渡房","提供安置补贴"
"平永","341720197305184213","丰管路西国贸商城3楼","149","大诚建筑公司","贺致树","130928199104136919","北三环中路36号,双福家园边(金凤呈祥)","2019-06-10","城镇扩建","提供安置过渡房","提供安置补贴"
"孙天","341727198503082302","回龙观新龙城公交站旁","97","贵鹏建筑公司","李茜秋","711609198101148430","芦花路44号","2019-05-06","政府工程","提供安置过渡房","提供安置补贴"
"鲁厚庆","350201197508202832","雍和宫青龙胡同育树三条8号","143","坪垚建筑公司","蒋邦","371228198007246375","安贞路安贞西里五区1号楼1层101室","2019-04-23","商业需求","提供安置过渡房","提供安置补贴"
"郎江超","350202198802286711","双林东路春风雅筑底商","114","伟辰建筑公司","鲍凡","141525199006094109","安宁庄村南河大楼东2幢2号平房","2019-04-17","政府工程","提供安置过渡房","提供安置补贴"
"董育","350228197002274232","安苑路安苑东里一区4号","166","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-06-19","政府工程","提供安置过渡房","提供安置补贴"
"姜彩","350704198802147472","东四北大街隆福寺东口537号（汉庭酒店底商）","125","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-03-04","违章建筑","提供安置过渡房","提供安置补贴"
"花浩亮","350822198504185415","东二环劲松九区907号楼","168","贵鹏建筑公司","李茜秋","711609198101148430","芦花路44号","2019-04-03","政府工程","提供安置过渡房","提供安置补贴"
"阮武新","351007197204089430","东直门内大街235号，簋街西边","137","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-04-26","违章建筑","提供安置过渡房","提供安置补贴"
"汪光天","351702197607044666","康惠园2号院3号楼底商","122","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-03-25","政府工程","提供安置过渡房","提供安置补贴"
"冯洁梅","351704199511298910","安翔路长空院内","136","大诚建筑公司","贺致树","130928199104136919","北三环中路36号,双福家园边(金凤呈祥)","2019-05-29","违章建筑","提供安置过渡房","提供安置补贴"
"蓝雄琛","360418197608062352","青年路达美中心1号楼3层","130","伟辰建筑公司","鲍凡","141525199006094109","安宁庄村南河大楼东2幢2号平房","2019-04-16","违章建筑","提供安置过渡房","提供安置补贴"
"殷裕","360518197507094069","新光天地北侧华贸公寓19号会所二层","157","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-05-15","违章建筑","提供安置过渡房","提供安置补贴"
"苏彩","360626199601083241","香山一棵松29号","127","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-03-08","商业需求","提供安置过渡房","提供安置补贴"
"禹强军","360822198401168873","广渠路66号院4号楼底商","111","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-04-11","政府工程","提供安置过渡房","提供安置补贴"
"皮霞香","361105199901064725","广渠门内东花市大街","91","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-06-16","违章建筑","提供安置过渡房","提供安置补贴"
"鲁飘育","361328197308176470","东三环中路59号富力双子座A座1楼","90","大诚建筑公司","贺致树","130928199104136919","北三环中路36号,双福家园边(金凤呈祥)","2019-05-04","城镇扩建","提供安置过渡房","提供安置补贴"
"姜菲寒","361712199103198906","天星街1号院绿地缤纷城3层","111","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-03-12","商业需求","提供安置过渡房","提供安置补贴"
"汤子","361820198106151662","白家庄东里甲4号","97","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-05-05","政府工程","提供安置过渡房","提供安置补贴"
"谢倩","361822197110308908","三里河路41号，甘家口大厦南侧200米路西","153","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-05-13","政府工程","提供安置过渡房","提供安置补贴"
"湛若鸣","371127197501162642","莲花池东路51号","141","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-04-15","城镇扩建","提供安置过渡房","提供安置补贴"
"沈雄琛","371209197403098984","阜成路93号","111","伟辰建筑公司","鲍凡","141525199006094109","安宁庄村南河大楼东2幢2号平房","2019-03-21","商业需求","提供安置过渡房","提供安置补贴"
"舒萍红","371506199812024701","富生路10号","91","伟辰建筑公司","鲍凡","141525199006094109","安宁庄村南河大楼东2幢2号平房","2019-04-18","违章建筑","提供安置过渡房","提供安置补贴"
"黄良海","371604198311157140","广外大街马连道胡同内","98","盛鑫建筑公司","施璧璐","441010199104171089","金业大街玺莲水果蔬菜超市旁","2019-04-29","城镇扩建","提供安置过渡房","提供安置补贴"
"孙眉","371704199601064519","草市街与徐尹路交口东北角徐辛庄电子工业技术学校西侧","116","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-04-09","商业需求","提供安置过渡房","提供安置补贴"
"袁哲","371705198405197095","东打磨厂街3号","130","贵鹏建筑公司","李茜秋","711609198101148430","芦花路44号","2019-06-27","违章建筑","提供安置过渡房","提供安置补贴"
"舒博","410527197606224065","东四北大街343号银地宾馆2楼","144","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-06-22","违章建筑","提供安置过渡房","提供安置补贴"
"滕奇","410611197508187084","增光路11号","96","盛鑫建筑公司","施璧璐","441010199104171089","金业大街玺莲水果蔬菜超市旁","2019-06-10","违章建筑","提供安置过渡房","提供安置补贴"
"冯新","411410198708222115","小营路5号","161","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-03-06","违章建筑","提供安置过渡房","提供安置补贴"
"于志","411611197704186221","东三环劲松南路1号海文大厦1层","138","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-05-19","城镇扩建","提供安置过渡房","提供安置补贴"
"贝羽希","420304199103038068","六合园3号楼","149","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-04-22","违章建筑","提供安置过渡房","提供安置补贴"
"费进","421325199208095515","天通苑西二区北门16号楼","154","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-05-03","城镇扩建","提供安置过渡房","提供安置补贴"
"凤纨仪","421620198312256568","朝阳路八里庄东里1号A区112A","150","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-06-16","城镇扩建","提供安置过渡房","提供安置补贴"
"花蕊薇","421704197612096735","松榆南路36号","148","大诚建筑公司","贺致树","130928199104136919","北三环中路36号,双福家园边(金凤呈祥)","2019-04-09","违章建筑","提供安置过渡房","提供安置补贴"
"姚宏言","430305198907173080","慧华苑小区门面房","100","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-06-19","商业需求","提供安置过渡房","提供安置补贴"
"钱进","430314199608079484","地坛医院南门对面","167","坪垚建筑公司","蒋邦","371228198007246375","安贞路安贞西里五区1号楼1层101室","2019-04-28","商业需求","提供安置过渡房","提供安置补贴"
"邵洁梅","430501199602021797","王府井银泰in88五层","138","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-04-04","违章建筑","提供安置过渡房","提供安置补贴"
"毕欣","430805197702241525","文学馆路芍药居16号楼","101","贵鹏建筑公司","李茜秋","711609198101148430","芦花路44号","2019-03-02","商业需求","提供安置过渡房","提供安置补贴"
"贺鸣","431005199105184326","宋翟路","101","伟辰建筑公司","鲍凡","141525199006094109","安宁庄村南河大楼东2幢2号平房","2019-05-17","违章建筑","提供安置过渡房","提供安置补贴"
"华彩","431113199007262146","王府井大街218-3号新天地宾馆一层","167","大诚建筑公司","贺致树","130928199104136919","北三环中路36号,双福家园边(金凤呈祥)","2019-05-01","商业需求","提供安置过渡房","提供安置补贴"
"陈莉桂","440115197205081801","西什库大街31-42号","142","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-06-16","商业需求","提供安置过渡房","提供安置补贴"
"李咏卿","440812198808234292","幸福大街57号","178","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-05-23","政府工程","提供安置过渡房","提供安置补贴"
"阮先","441401198610125478","呼家楼京广中心瑰丽酒店三层","124","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-06-11","违章建筑","提供安置过渡房","提供安置补贴"
"鲁友裕","441802199009035379","回龙观科星西路与龙跃街交叉口旁","91","大诚建筑公司","贺致树","130928199104136919","北三环中路36号,双福家园边(金凤呈祥)","2019-04-06","违章建筑","提供安置过渡房","提供安置补贴"
"傅丹","450327198609253558","顺沙路电信局往北200米","96","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-05-21","城镇扩建","提供安置过渡房","提供安置补贴"
"沈中","450328199307244999","紫竹院路车道沟10号院","161","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-05-16","违章建筑","提供安置过渡房","提供安置补贴"
"滕承乐","450418198109135437","丰台北路20号","96","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-06-10","城镇扩建","提供安置过渡房","提供安置补贴"
"平之","451308198811171489","万博苑7号楼王府井购物中心4层","131","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-04-11","城镇扩建","提供安置过渡房","提供安置补贴"
"苗薇","451706198609059478","百子湾南二路百子园后现代城D区16号楼底商","165","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-05-07","城镇扩建","提供安置过渡房","提供安置补贴"
"毕轮翰","460619197203078280","慧忠北路安慧北里雅园5号楼","170","盛鑫建筑公司","施璧璐","441010199104171089","金业大街玺莲水果蔬菜超市旁","2019-03-10","违章建筑","提供安置过渡房","提供安置补贴"
"皮荷丹","460703197105018926","惠新西街4号","91","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-05-05","商业需求","提供安置过渡房","提供安置补贴"
"褚榕","460901198705088891","望京旺角购物广场负一层","105","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-03-19","城镇扩建","提供安置过渡房","提供安置补贴"
"米瑗琰","461207199311072582","怀北镇椴树岭村黄土梁10号云蒙山附近","160","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-04-06","商业需求","提供安置过渡房","提供安置补贴"
"朱明永","461507197605128343","朝阳北路水碓子社区南门","127","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-04-21","商业需求","提供安置过渡房","提供安置补贴"
"章毅","461827198005167073","新光天地北侧华贸公寓19号会所二层","98","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-06-14","城镇扩建","提供安置过渡房","提供安置补贴"
"殷滢馥","500713198508274621","咸宁候村启明星双语幼儿园对面","127","坪垚建筑公司","蒋邦","371228198007246375","安贞路安贞西里五区1号楼1层101室","2019-05-11","政府工程","提供安置过渡房","提供安置补贴"
"张江超","501021197510208120","金宝街88号金宝汇购物中心5层","108","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-04-02","违章建筑","提供安置过渡房","提供安置补贴"
"于雄琛","501211198105189903","马家堡西路11号","172","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-03-07","政府工程","提供安置过渡房","提供安置补贴"
"计云莲","501305198407224744","赵公口光彩慧时欣园10号楼","101","贵鹏建筑公司","李茜秋","711609198101148430","芦花路44号","2019-03-17","商业需求","提供安置过渡房","提供安置补贴"
"滕雅","501513197412144239","后海南沿丁1号","133","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-05-19","城镇扩建","提供安置过渡房","提供安置补贴"
"廉彬","510121199605202841","百子湾南二路百子园15号楼102C号","162","大诚建筑公司","贺致树","130928199104136919","北三环中路36号,双福家园边(金凤呈祥)","2019-03-04","违章建筑","提供安置过渡房","提供安置补贴"
"罗姣","510312197701207655","鼓楼东大街311号","170","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-06-20","政府工程","提供安置过渡房","提供安置补贴"
"柳琰","510428199212196602","蒲黄榆路芳古园一区9号楼","133","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-04-08","商业需求","提供安置过渡房","提供安置补贴"
"花政谦","510601198603199730","酒仙桥南路9号星月亮马酒店B1楼","106","贵鹏建筑公司","李茜秋","711609198101148430","芦花路44号","2019-04-26","城镇扩建","提供安置过渡房","提供安置补贴"
"黄清","510705199511223341","政府路8号","148","大诚建筑公司","贺致树","130928199104136919","北三环中路36号,双福家园边(金凤呈祥)","2019-06-20","商业需求","提供安置过渡房","提供安置补贴"
"奚震","510706197908141419","大屯路甲2号院南沙滩小区37号楼1607室","95","贵鹏建筑公司","李茜秋","711609198101148430","芦花路44号","2019-03-01","商业需求","提供安置过渡房","提供安置补贴"
"闵伯","510802197812068533","西四南大街65号","117","贵鹏建筑公司","李茜秋","711609198101148430","芦花路44号","2019-03-10","城镇扩建","提供安置过渡房","提供安置补贴"
"章建家","510822197007299079","牡丹园东街甲12号","95","坪垚建筑公司","蒋邦","371228198007246375","安贞路安贞西里五区1号楼1层101室","2019-03-01","违章建筑","提供安置过渡房","提供安置补贴"
"傅哲","511208198706273938","三丰北里2号悠唐购物中心5楼","132","宇鸿建筑公司","席浩亮","321423197208147957","德胜门外大街乙11号","2019-05-15","违章建筑","提供安置过渡房","提供安置补贴"
"项庆","511416199709261282","东直门外斜街察慈小区11号楼","158","坤勇建筑公司","卞菊","221625199306158789","东四东四十条22号南新仓谷A16号","2019-04-06","政府工程","提供安置过渡房","提供安置补贴"
"罗诚先","511427198104066100","成寿寺路205号","88","伟辰建筑公司","鲍凡","141525199006094109","安宁庄村南河大楼东2幢2号平房","2019-04-27","城镇扩建","提供安置过渡房","提供安置补贴"
"常泰盛","511512199706303476","小关西街7号牡丹园西里","92","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-06-23","城镇扩建","提供安置过渡房","提供安置补贴"
"元榕","511804198012111082","和敬路4号院20-5","169","鼎尚建筑公司","云玉","511407197403081571","朝阳北路水碓子社区南门","2019-04-17","违章建筑","提供安置过渡房","提供安置补贴"
"陈海","520119198003056236","十里堡北区18号楼南侧炫特区西门对面","94","坪垚建筑公司","蒋邦","371228198007246375","安贞路安贞西里五区1号楼1层101室","2019-05-17","商业需求","提供安置过渡房","提供安置补贴"
"邵雄琛","520508199810059328","通朝大街233号","115","建德建筑公司","周冠","340410198502231050","北苑路甲78号北卫家园16号","2019-04-18","城镇扩建","提供安置过渡房","提供安置补贴"
