"11","权137832485","北京北京市石景山区八宝山街道
","211202195608172845","窦成","18756009529","北京北京市房山区佛子庄乡
","工商业","倪三口","15657545699","身份证","45020319790109221X","无","有","否","办公","111.00","设施安全隐患","","","沪房租市字第19983号","无","物业管理","钢架结构","房改房","中介型公寓","3","2010/5/25","1","2018/8/14","1894","2","合格","2018/4/13","河北石家庄市藁城市九门回族乡
公安消防支队","不合格","鲍和","已整改"
"12","权140858473","北京北京市房山区南窖乡
","42010519570730236X","于油色","15284271682","天津天津市河北区王串场街道
","仓库","计退土","17766742283","身份证","22028319640926124X","有","有","是","商业","139.00","设施安全隐患","","","粤房租市字第31466号","有","物业管理","框架结构","房改房","直租","4","2013/10/17","3","2017/10/17","4024","3","合格","2018/1/24","天津天津市蓟县东二营镇
公安消防支队","合格","彭婵","无"
"13","权141048821","天津天津市西青区新技术产业园区
","460026197611282280","明奖为","14522025588","北京北京市石景山区老山街道
","住宅","尤受河","14531931519","身份证","511528198902211985","有","无","否","商业","69.00","设施安全隐患","","","青房租市字第85770号","有","物业管理","框架结构","房改房","直租","5","2010/8/29","3","2017/5/25","4401","3","不合格","2017/3/15","河北石家庄市平山县温塘镇
公安消防支队","合格","蔡羽","无"
"14","权146931464","天津天津市滨海新区中塘镇
","230224199401222815","袁也登","15595591289","天津天津市宝坻区霍各庄镇
","工商业","郝园熟","18883441951","身份证","41272719840331143X","无","有","是","办公","65.00","环境安全隐患","","","渝房租市字第86116号","无","物业管理","钢架结构","房改房","中介型公寓","7","2011/3/20","1","2018/9/15","5061","5","合格","2016/3/24","河北石家庄市新乐市正莫镇
公安消防支队","不合格","阮和","未整改"
"15","权148344195","河北石家庄市新乐市马头铺镇
","510521199109171315","皮用","15123988904","天津天津市宝坻区霍各庄镇
","仓库","苗丽干","13214513852","身份证","352225198309201668","无","有","否","住宅","128.00","设施安全隐患","","","吉房租市字第15043号","无","物业管理","钢架结构","商品房","中介型公寓","8","2010/6/26","1","2016/12/27","2906","6","合格","2016/12/22","河北石家庄市赞皇县西龙门乡
公安消防支队","合格","刘英娜","无"
"16","权149419689","北京北京市昌平区十三陵镇
","140212198902222520","柏使图","15795200769","天津天津市河东区中山门街道
","工商业","孙底妻","18126460143","身份证","430503198802261919","无","无","否","商业","137.00","环境安全隐患","","","津房租市字第36598号","有","物业管理","砖混结构","房改房","直租","4","2013/5/2","1","2016/6/13","1740","4","不合格","2017/4/5","天津天津市静海县团泊新城
公安消防支队","不合格","贺旭","未整改"
"17","权152473310","北京北京市密云县鼓楼街道
","14233319680329289X","毕肉抱","14752073341","天津天津市津南区双林农场
","住宅","茅创被","13015465089","身份证","500229196207152589","有","有","是","商业","89.00","环境安全隐患","","","闽房租市字第61173号","有","物业管理","钢架结构","房改房","直租","3","2012/1/12","2","2016/2/7","5610","2","不合格","2018/11/25","北京北京市朝阳区和平街街道
公安消防支队","不合格","郝莲","未整改"
"18","权153081067","北京北京市门头沟区王平
","230709198005041296","苗中随","17275659841","北京北京市大兴区瀛海
","住宅","萧加赛","13445162183","身份证","510821196802112518","有","无","是","商业","145.00","设施安全隐患","","","鲁房租市字第52124号","有","物业管理","框架结构","房改房","转租","7","2011/9/3","2","2016/10/15","3784","5","不合格","2017/6/21","天津天津市南开区学府街道
公安消防支队","合格","潘新","无"
"19","权155501245","天津天津市津南区葛沽镇
","652303197307012656","梁两江","13931571870","河北石家庄市灵寿县北谭庄乡
","住宅","萧奖似","18129271928","身份证","142622199310181325","无","有","否","商业","132.00","环境安全隐患","","","吉房租市字第61251号","有","物业管理","木质结构","集资房","转租","5","2010/12/3","2","2018/1/14","3082","4","不合格","2018/8/15","河北石家庄市栾城县楼底镇
公安消防支队","不合格","潘珠素","未整改"
"20","权169296647","河北石家庄市无极县七汲镇
","140426196702241882","冯集每","15715192296","河北石家庄市高邑县富村镇
","住宅","严痛她","15851707338","身份证","341224195610272147","无","有","否","商业","85.00","设施安全隐患","","","吉房租市字第54434号","无","物业管理","砖混结构","房改房","合租","6","2011/11/20","2","2017/10/6","5238","4","不合格","2016/2/18","北京北京市石景山区鲁谷街道
公安消防支队","合格","管博绍","无"
"21","权177049955","天津天津市武清区武清科技谷
","441481196009252265","滕忘认","17162484749","天津天津市宝坻区尔王庄镇
","住宅","何考准","17838465464","身份证","452723196207041085","无","无","是","办公","141.00","设施安全隐患","","","湘房租市字第23581号","无","物业管理","木质结构","房改房","中介型公寓","8","2012/4/4","1","2018/4/15","1673","7","合格","2016/12/17","北京北京市石景山区五里坨街道
公安消防支队","合格","章凝悦","无"
"22","权178929720","河北石家庄市鹿泉市李村镇
","650121195603032055","纪史指","17054887206","河北石家庄市赞皇县嶂石岩乡
","仓库","祁声","14570176925","身份证","41060319940915294X","无","有","否","办公","90.00","环境安全隐患","","","鲁房租市字第25202号","无","物业管理","砖混结构","商品房","中介型公寓","4","2011/6/11","3","2016/1/4","4344","2","合格","2018/7/29","天津天津市红桥区西于庄街道
公安消防支队","不合格","郑航进","未整改"
"23","权180725763","河北石家庄市长安区谈固街道
","522701199801261016","喻平维","13569903824","北京北京市平谷区南独乐河镇
","仓库","卞让妙","17815524007","身份证","360601199801101585","无","无","是","住宅","97.00","环境安全隐患","","","苏房租市字第77277号","有","物业管理","砖混结构","集资房","合租","4","2013/7/11","2","2017/4/17","4419","3","不合格","2018/12/3","天津天津市宝坻区大口屯镇
公安消防支队","不合格","田致星","已整改"
"24","权184028083","北京北京市通州区永顺
","140224196404151025","陈翻西","18466819640","北京北京市怀柔区庙城
","工商业","韦丝总","14529991948","身份证","510812196808062835","无","无","否","办公","139.00","环境安全隐患","","","贵房租市字第69252号","有","物业管理","木质结构","房改房","合租","5","2015/9/8","3","2016/5/22","2680","5","合格","2018/2/28","河北石家庄市井陉矿区贾庄镇
公安消防支队","不合格","秦广","未整改"
"25","权190478407","北京北京市通州区于家务回族乡
","520327199601292061","孟仍直","13312265481","天津天津市静海县中旺镇
","工商业","康词","13279532533","身份证","210404197706191725","有","有","否","办公","66.00","租住行为安全隐患","","","贵房租市字第75498号","无","物业管理","砖混结构","房改房","直租","5","2015/3/27","3","2016/10/17","4660","5","不合格","2016/6/29","河北石家庄市桥西区留营街道
公安消防支队","不合格","钱艳","已整改"
"26","权200337052","天津天津市南开区嘉陵道街道
","140122199410231537","喻散赶","13666473198","河北石家庄市晋州市东卓宿镇
","仓库","皮的太","13326782240","身份证","421202200006212709","无","无","是","办公","116.00","环境安全隐患","","","京房租市字第75024号","有","物业管理","框架-剪力墙","商品房","合租","4","2013/11/16","3","2018/7/17","2248","2","不合格","2016/9/30","河北石家庄市井陉矿区矿市街道
公安消防支队","不合格","盛洁菊","未整改"
"27","权204838472","北京北京市顺义区北小营镇
","511303198709121129","费顶妈","13721057000","河北石家庄市灵寿县寨头乡
","住宅","李困广","17266689050","身份证","441301197907142478","有","无","否","商业","114.00","设施安全隐患","","","苏房租市字第15504号","无","物业管理","框架结构","商品房","合租","3","2014/11/13","3","2016/4/15","1995","1","不合格","2017/5/3","河北石家庄市元氏县北褚乡
公安消防支队","合格","邓荷竹","无"
"28","权205347275","天津天津市河西区友谊路街道
","500384199712152955","戴重计","17211048633","北京北京市顺义区石园街道
","住宅","伍莱顿","14588989404","身份证","420504195407082727","有","无","否","商业","80.00","设施安全隐患","","","渝房租市字第67407号","有","物业管理","砖混结构","商品房","中介型公寓","5","2011/7/31","3","2016/3/29","5725","4","不合格","2016/8/22","河北石家庄市正定县北早现乡
公安消防支队","合格","王涛","无"
"29","权209613811","河北石家庄市栾城县栾城镇
","320322199909191946","顾帝角","18078764989","北京北京市通州区于家务回族乡
","仓库","黄获坏","15571636734","身份证","120105198007291041","有","无","是","住宅","130.00","设施安全隐患","","","豫房租市字第61912号","无","物业管理","框架-剪力墙","集资房","中介型公寓","4","2015/12/16","1","2017/1/29","4078","3","不合格","2016/8/29","天津天津市南开区王顶堤街道
公安消防支队","不合格","吉芝","未整改"
"30","权212584651","北京北京市通州区新华街道
","450324198309081572","孔夫紧","18739774964","河北石家庄市井陉矿区矿市街道
","工商业","卞马伦","14730816423","身份证","420701197405241828","无","有","是","住宅","60.00","设施安全隐患","","","川房租市字第23680号","有","物业管理","钢架结构","房改房","转租","7","2013/7/24","3","2018/1/11","5588","6","不合格","2018/10/6","北京北京市西城区西长安街街道
公安消防支队","不合格","陆秀","未整改"
"31","权213887657","天津天津市津南区津南国家农业园区
","140426195607091359","卫呀告","14525602939","天津天津市宁河县天津潘庄工业区
","工商业","奚演另","17538399207","身份证","520321195003232601","有","无","否","住宅","82.00","设施安全隐患","","","粤房租市字第66306号","有","物业管理","框架-剪力墙","集资房","直租","6","2010/1/14","3","2016/9/6","3409","6","不合格","2017/8/10","天津天津市静海县沿庄镇
公安消防支队","合格","柯榕","无"
"32","权216624028","河北石家庄市平山县上观音堂乡
","360681198002011176","金醒花","14548609873","河北石家庄市赞皇县西阳泽乡
","工商业","宋课题","17587093251","身份证","152629198001081372","有","有","否","商业","66.00","环境安全隐患","","","鲁房租市字第69053号","无","物业管理","框架结构","房改房","合租","5","2012/9/8","2","2018/1/29","5959","5","不合格","2016/7/1","天津天津市河东区向阳楼街道
公安消防支队","合格","钱亨","无"
"33","权223122745","天津天津市北辰区普东街道
","321281198306211793","何雨千","14729200536","天津天津市宁河县东棘坨镇
","住宅","毕自笑","14919645662","身份证","342601195901252582","有","无","否","商业","96.00","租住行为安全隐患","","","宁房租市字第31181号","无","物业管理","框架-剪力墙","商品房","转租","6","2010/1/20","2","2018/8/19","2377","4","合格","2016/12/18","天津天津市宝坻区方家庄镇
公安消防支队","不合格","施柔","已整改"
"34","权233484693","天津天津市武清区下朱庄街道
","610701195806221891","唐书设","17818630411","河北石家庄市元氏县苏村乡
","住宅","费江断","14976305710","身份证","110224198201261009","无","无","否","商业","89.00","设施安全隐患","","","赣房租市字第87620号","有","物业管理","木质结构","房改房","中介型公寓","8","2011/6/17","3","2018/12/9","2021","8","合格","2016/10/6","河北石家庄市井陉矿区贾庄镇
公安消防支队","合格","袁刚","无"
"35","权240782393","天津天津市北辰区集贤里街道
","370211199706122136","贺面以","13492421371","北京北京市房山区迎风街道
","仓库","吕讲解","13133037887","身份证","450204196403181123","有","有","是","商业","98.00","环境安全隐患","","","晋房租市字第57132号","有","物业管理","框架-剪力墙","集资房","转租","7","2010/4/15","1","2018/3/26","2150","7","合格","2016/6/4","河北石家庄市鹿泉市获鹿镇
公安消防支队","不合格","于先","未整改"
"36","权240790982","河北石家庄市无极县南流乡
","220581198910232998","安典","18913260027","河北石家庄市桥西区东里街道
","工商业","奚夏其","18752054147","身份证","230502195503042639","有","无","否","商业","124.00","设施安全隐患","","","湘房租市字第35653号","有","物业管理","木质结构","商品房","合租","6","2010/10/7","1","2017/1/6","5616","6","不合格","2017/5/6","天津天津市武清区东蒲洼街道
公安消防支队","不合格","谈娥","未整改"
"37","权244556066","北京北京市昌平区城北街道
","152824197905051437","元雄两","13838230293","河北石家庄市正定县诸福屯街道
","工商业","周索","14516369930","身份证","310115198812242815","无","无","否","办公","126.00","租住行为安全隐患","","","辽房租市字第33406号","无","物业管理","钢架结构","商品房","直租","6","2014/4/24","1","2017/2/10","3021","6","合格","2017/7/20","北京北京市密云县檀营
公安消防支队","合格","车子","无"
"38","权250829160","北京北京市昌平区十三陵镇
","372325195511011492","宋委夏","14554410202","天津天津市西青区辛口镇
","仓库","魏雨形","15395107650","身份证","371001195612032411","有","无","否","住宅","71.00","设施安全隐患","","","辽房租市字第55486号","有","物业管理","钢架结构","商品房","直租","6","2011/10/15","1","2016/7/10","2760","4","合格","2017/11/13","北京北京市石景山区鲁谷街道
公安消防支队","合格","邓竹","无"
"39","权264752460","天津天津市西青区开发区西青微电子小区
","140427199810201976","安惊","18122236737","天津天津市蓟县东二营镇
","住宅","潘岁吸","14919144145","身份证","33050119790501176X","有","有","是","办公","136.00","环境安全隐患","","","皖房租市字第44630号","无","物业管理","木质结构","集资房","中介型公寓","5","2015/7/31","3","2017/8/20","2125","3","不合格","2018/9/5","河北石家庄市栾城县冶河镇
公安消防支队","不合格","叶康亮","未整改"
"40","权266243952","天津天津市河东区大王庄街道
","140423197203181673","凤维报","15989451113","河北石家庄市赵县沙河店镇
","仓库","臧空验","18578133020","身份证","350122195505301076","无","有","否","商业","84.00","设施安全隐患","","","晋房租市字第48506号","无","物业管理","木质结构","商品房","合租","8","2010/1/10","3","2017/9/23","1770","6","合格","2018/3/29","天津天津市河北区新开河街道
公安消防支队","合格","齐娥","无"
"41","权267060409","河北石家庄市行唐县只里乡
","230604196712282412","潘东亚","18831917758","河北石家庄市井陉县于家乡
","住宅","时友议","14981473434","身份证","542226195202031679","有","无","是","办公","142.00","设施安全隐患","","","宁房租市字第29154号","有","物业管理","钢架结构","集资房","中介型公寓","4","2014/9/19","2","2017/12/12","2988","2","合格","2017/9/24","北京北京市密云县巨各庄镇
公安消防支队","合格","乔红佳","无"
"42","权269558328","天津天津市东丽区东丽区开发区
","371202197310282286","宋印","14965252670","河北石家庄市无极县大陈镇
","住宅","金首并","13433202311","身份证","230604196206202598","无","无","否","住宅","76.00","设施安全隐患","","","闽房租市字第87499号","有","物业管理","木质结构","房改房","直租","3","2014/6/13","1","2017/10/26","4491","2","合格","2018/5/23","河北石家庄市晋州市东里庄镇
公安消防支队","不合格","薛功","未整改"
"43","权272494368","天津天津市宝坻区郝各庄镇
","431221195012141449","薛七式","15643105058","天津天津市北辰区曙光农场
","住宅","苏文餐","14723572194","身份证","210501198104282081","有","无","是","住宅","67.00","租住行为安全隐患","","","皖房租市字第39850号","有","物业管理","钢架结构","房改房","中介型公寓","5","2010/10/28","1","2016/5/25","3261","4","合格","2018/11/26","北京北京市大兴区庞各庄镇
公安消防支队","不合格","朱宁荣","未整改"
"44","权277347472","河北石家庄市元氏县东张乡
","652826196605091302","常稜","15762161157","天津天津市静海县子牙镇
","住宅","戴州些","15526871986","身份证","610630198906242390","无","有","是","住宅","68.00","租住行为安全隐患","","","吉房租市字第81649号","有","物业管理","木质结构","集资房","中介型公寓","7","2013/10/11","3","2017/9/28","5265","5","合格","2017/5/14","河北石家庄市栾城县西营乡
公安消防支队","合格","贾晶","无"
"45","权281865216","河北石家庄市井陉矿区矿市街道
","620421195701292555","伍盛常","13533493513","北京北京市大兴区北臧村镇
","住宅","金特总","15359052958","身份证","430202198902072602","无","无","否","商业","130.00","设施安全隐患","","","黑房租市字第30587号","有","物业管理","框架结构","集资房","直租","6","2014/4/11","1","2018/5/13","6436","5","不合格","2017/7/13","天津天津市南开区华苑街道
公安消防支队","合格","卢龙盛","无"
"46","权282903566","天津天津市西青区新技术产业园区
","522731197910141362","唐个女","17611416485","北京北京市昌平区阳坊镇
","仓库","金者军","17293697858","身份证","130701197508051067","无","无","是","办公","109.00","租住行为安全隐患","","","苏房租市字第52744号","有","物业管理","木质结构","集资房","直租","6","2011/2/28","2","2017/8/28","4292","5","不合格","2016/9/10","北京北京市延庆县百泉街道
公安消防支队","不合格","鲍龙功","已整改"
"47","权285064155","天津天津市滨海新区杨家泊镇
","640301199503302979","贺艺州","18915208807","河北石家庄市高邑县中韩乡
","工商业","邬默字","15071459068","身份证","140525197411061383","有","有","是","办公","117.00","租住行为安全隐患","","","京房租市字第46167号","无","物业管理","钢架结构","集资房","合租","3","2010/4/12","3","2017/12/20","1887","1","不合格","2018/5/17","河北石家庄市桥西区长兴街道
公安消防支队","不合格","汪婵园","未整改"
"48","权288043735","北京北京市丰台区方庄
","130523197912212755","沈课夫","18699969870","北京北京市昌平区兴寿镇
","工商业","毕牙","17774110200","身份证","412828195108182389","有","无","是","商业","147.00","设施安全隐患","","","川房租市字第46181号","无","物业管理","框架-剪力墙","商品房","合租","4","2013/10/12","1","2017/4/29","2342","2","合格","2017/12/9","北京北京市延庆县珍珠泉乡
公安消防支队","不合格","严育玉","未整改"
"49","权292089104","天津天津市蓟县马伸桥镇
","210901199602011432","邬费出","13342233959","北京北京市密云县河南寨镇
","住宅","吴基务","18752018802","身份证","130627198612092697","无","有","是","住宅","118.00","设施安全隐患","","","浙房租市字第11413号","无","物业管理","框架-剪力墙","商品房","合租","6","2015/9/23","2","2017/12/18","4829","5","合格","2016/10/14","天津天津市西青区新技术产业园区
公安消防支队","合格","于群","无"
"50","权305446204","河北石家庄市深泽县桥头乡
","542423199805151418","臧全","15892784354","北京北京市平谷区南独乐河镇
","住宅","韦巨蜖","14739725579","身份证","130524195104051875","无","无","否","商业","76.00","环境安全隐患","","","津房租市字第54602号","无","物业管理","木质结构","商品房","直租","3","2011/5/15","3","2016/10/5","3793","2","合格","2017/3/30","天津天津市西青区杨柳青镇
公安消防支队","合格","席致","无"
"51","权307462795","北京北京市延庆县永宁镇
","330421196411051759","花转天","13948911372","天津天津市河北区宁园街道
","工商业","伏念","17893423477","身份证","362202195710101632","无","有","是","商业","127.00","设施安全隐患","","","鄂房租市字第43205号","无","物业管理","木质结构","集资房","中介型公寓","6","2015/9/25","3","2018/8/22","4927","6","合格","2017/3/11","天津天津市和平区新兴街道
公安消防支队","不合格","钟信星","未整改"
"52","权311208202","河北石家庄市井陉矿区凤山镇
","321182198103272140","姜离求","15989871974","河北石家庄市行唐县上碑镇
","仓库","严敢具","17822015592","身份证","440785197808151967","无","无","是","住宅","62.00","环境安全隐患","","","津房租市字第40062号","无","物业管理","木质结构","商品房","直租","8","2014/4/13","2","2017/12/21","5316","8","合格","2017/5/6","北京北京市房山区韩村河镇
公安消防支队","合格","陈心","无"
"53","权317667161","天津天津市东丽区服务滨海新区建设管理委员会
","510503198911192449","褚碃呢","14942246101","天津天津市宁河县潘庄农场
","住宅","乐管头","15639167678","身份证","210502197209262273","无","无","否","商业","82.00","设施安全隐患","","","皖房租市字第85940号","有","物业管理","框架结构","房改房","直租","4","2013/11/24","3","2016/9/19","5113","4","不合格","2016/1/3","北京北京市海淀区永定路街道
公安消防支队","不合格","翟克","已整改"
"54","权323262417","河北石家庄市元氏县槐阳镇
","370601196011182825","廉显索","13641234179","北京北京市门头沟区东辛房街道
","住宅","谢推百","18176495784","身份证","540126199806031996","有","有","是","办公","104.00","环境安全隐患","","","藏房租市字第19541号","有","物业管理","框架-剪力墙","集资房","转租","6","2010/5/20","1","2017/2/10","5415","5","合格","2018/6/11","河北石家庄市长安区西兆通镇
公安消防支队","不合格","武梦","未整改"
"55","权334192032","北京北京市丰台区王佐镇
","130705197011031269","郎彩","17292166909","北京北京市丰台区和义街道
","工商业","云斗且","14727933047","身份证","352201197505311607","有","有","否","商业","82.00","环境安全隐患","","","湘房租市字第79490号","无","物业管理","钢架结构","房改房","转租","4","2015/5/9","3","2017/2/23","4314","3","合格","2017/11/28","河北石家庄市裕华区方村镇
公安消防支队","合格","田宁兴","无"
"56","权336695707","北京北京市怀柔区汤河口镇
","220103197610211321","毕给医","14938740723","天津天津市静海县台头镇
","住宅","赵英台","18142035233","身份证","610327196706051916","有","无","否","商业","127.00","设施安全隐患","","","贵房租市字第88923号","无","物业管理","钢架结构","集资房","直租","3","2010/2/15","1","2017/1/15","1534","2","合格","2018/8/17","北京北京市房山区良乡
公安消防支队","合格","杨发庆","无"
"57","权337071120","天津天津市静海县静海镇
","51013119890513166X","吴兴势","15075578128","天津天津市武清区高村镇
","工商业","孟临尼","18026864935","身份证","350503196510312172","无","无","否","商业","91.00","设施安全隐患","","","青房租市字第42623号","有","物业管理","木质结构","商品房","中介型公寓","5","2013/6/10","3","2018/1/24","4743","4","不合格","2018/8/9","河北石家庄市新华区五七街道
公安消防支队","不合格","卓菁爽","已整改"
"58","权341049668","天津天津市静海县唐官屯镇
","330421198108091730","邬乎轻","18253507423","天津天津市河西区尖山街道
","住宅","齐剧刘","17124799475","身份证","341122197810171069","无","无","否","办公","97.00","环境安全隐患","","","皖房租市字第41118号","有","物业管理","木质结构","商品房","转租","7","2010/12/21","1","2017/2/2","4340","6","不合格","2017/12/8","河北石家庄市鹿泉市宜安镇
公安消防支队","不合格","皮震","已整改"
"59","权350164382","北京北京市大兴区中关村国家自主创新示范区大兴生物医药产业基地
","350823195608092179","张戏层","17155977685","天津天津市河西区大营门街道
","仓库","陈异","13530992318","身份证","320201196401172057","无","无","是","办公","111.00","设施安全隐患","","","赣房租市字第30167号","无","物业管理","框架-剪力墙","集资房","转租","5","2011/6/3","2","2017/3/17","2740","5","不合格","2018/12/11","天津天津市津南区津南国家农业园区
公安消防支队","合格","俞山","无"
"60","权354545687","天津天津市红桥区双环村街道
","321321196310202881","常候挥","17036389703","北京北京市朝阳区东坝
","住宅","和知运","14569738774","身份证","432524199107051547","无","无","否","办公","128.00","设施安全隐患","","","宁房租市字第14832号","无","物业管理","木质结构","集资房","合租","8","2015/10/10","1","2017/5/28","2968","8","合格","2016/3/13","河北石家庄市元氏县北褚乡
公安消防支队","合格","穆文伟","无"
"61","权363392593","北京北京市平谷区马昌营镇
","532926196706201687","萧苦窢","15324897867","北京北京市大兴区瀛海
","仓库","余依功","18477358868","身份证","142327198303182987","有","无","是","办公","125.00","设施安全隐患","","","藏房租市字第13992号","有","物业管理","木质结构","集资房","直租","5","2013/8/22","2","2017/10/21","4540","3","合格","2018/7/28","河北石家庄市晋州市东里庄镇
公安消防支队","不合格","叶寒婕","已整改"
"62","权373809757","河北石家庄市新乐市东王镇
","411521199405241919","明云","17698475686","河北石家庄市桥西区友谊街道
","仓库","邹作注","13957423354","身份证","632725199807181347","无","无","是","住宅","135.00","环境安全隐患","","","鄂房租市字第85270号","有","物业管理","钢架结构","房改房","中介型公寓","5","2013/11/3","1","2018/12/10","2944","4","合格","2018/10/17","北京北京市海淀区永定路街道
公安消防支队","合格","翟素飘","无"
"63","权373857125","河北石家庄市桥西区红旗街道
","12011019960427267X","云典军","17791417020","河北石家庄市深泽县铁杆镇
","仓库","施顶","15676055135","身份证","422822198011032285","无","无","否","住宅","122.00","设施安全隐患","","","豫房租市字第57035号","无","物业管理","木质结构","集资房","直租","5","2014/9/2","2","2017/8/11","4632","5","不合格","2018/10/7","河北石家庄市裕华区东苑街道
公安消防支队","不合格","张明世","未整改"
"64","权382428748","天津天津市滨海新区保税区
","510113198812222755","汤济梦","18885833620","河北石家庄市桥东区桃园镇
","仓库","明河斗","14541996170","身份证","320706198407212353","有","有","否","办公","137.00","租住行为安全隐患","","","宁房租市字第37130号","无","物业管理","框架-剪力墙","房改房","直租","6","2011/12/28","2","2017/4/3","3061","4","合格","2016/10/19","河北石家庄市藁城市南营镇
公安消防支队","不合格","姚之光","未整改"
"65","权404783937","北京北京市顺义区后沙峪
","211005195709282435","戚城金","17864150294","北京北京市大兴区长子营镇
","工商业","水交照","14927527886","身份证","110221196411242190","有","有","是","商业","119.00","设施安全隐患","","","湘房租市字第56678号","有","物业管理","钢架结构","商品房","转租","6","2011/7/24","3","2016/1/22","1694","6","不合格","2018/11/22","天津天津市宝坻区八门城镇
公安消防支队","不合格","卞梦娜","未整改"
"66","权405446038","天津天津市南开区向阳路街道
","362427198004301209","岑稜旁","13752361999","天津天津市津南区北闸口镇
","住宅","韩套岛","15320736403","身份证","532329195704171631","无","有","是","住宅","134.00","租住行为安全隐患","","","琼房租市字第17595号","有","物业管理","框架结构","房改房","合租","4","2010/3/24","3","2016/12/11","2825","3","不合格","2017/10/26","北京北京市平谷区马昌营镇
公安消防支队","合格","甘苑","无"
