"16444","利谷雪","330110198710134016","贝明坤","330104198404249024","2018-06-01","良好","汉族","汉族","杭州浙大迪迅生物基因工程有限公司","余姚市吉康医疗器械厂","男","2019-01-29","1","未节育","初胎"
"16833","融若烟","330406197409126016","毛攀秦","330116198106260992","2017-11-21","良好","汉族","汉族","杭州九源基因工程有限公司","浙江瑞生医疗科技有限公司","男","2018-07-24","1","未节育","初胎"
"16853","包怀萍","330919199511115008","鞠屹锋","330218197909051008","2018-06-26","良好","汉族","汉族","宁波美康保生生物医学工程有限公司","宁波蓝柏医疗器械有限公司","男","2019-03-29","1","未节育","初胎"
"17364","蒯香寒","330420199511232000","祝易天","330815198709283008","2014-10-28","良好","汉族","汉族","慈溪市新瑞雪义齿有限公司","杭州超安科技有限公司","男","2015-08-17","1","未节育","初胎"
"17435","郁书翠","330826199005217984","匡蔺河","330712198502110976","2017-09-27","良好","汉族","汉族","嘉兴凯实生物科技有限公司","绍兴普施康生物科技有限公司","男","2018-07-14","1","未节育","初胎"
"17442","费问旋","330122199403033024","仰呈实","330620199405252992","2018-01-12","良好","汉族","汉族","浙江和仁科技股份有限公司","杭州优尼克消毒设备有限公司","男","2018-09-04","1","未节育","初胎"
"18807","全凌萱","330116198205206016","佘修远","330628198104195968","2016-11-21","良好","汉族","汉族","浙江卓运生物科技有限公司","宁波优美义齿研发有限公司","男","2017-09-09","1","未节育","初胎"
"19627","屠若南","330324197712035968","卫广跃","330616198512148992","2018-06-21","良好","汉族","汉族","浙江新德意医疗科技股份有限公司","东阳金象医疗器械有限公司","男","2019-02-27","1","未节育","初胎"
"20439","皮寻雁","330814199606110976","叶冬铭","330509198306083968","2018-06-22","良好","汉族","汉族","杭州炬九生物科技有限公司","浙江蓝森生物科技有限公司","男","2019-04-16","1","未节育","初胎"
"21553","傅代云","330319199602096000","龙颖浩","331028199501108992","2015-12-14","良好","汉族","汉族","宁波神恩医疗科技有限公司","杭州凯珥医疗科技有限公司","男","2016-08-30","1","未节育","初胎"
"22485","柯雅绿","330906199209038976","容谷新","330311198009187968","2014-07-15","良好","汉族","汉族","杭州远志医疗器械有限公司","雅培眼力健（杭州）制药有限公司","男","2015-04-23","1","未节育","初胎"
"22560","都宛儿","330309197607097984","阮祉鑫","330523198705307008","2016-12-12","良好","汉族","汉族","宁波市三禾医疗器械有限公司","宁波瑞诺医疗科技有限公司","男","2017-08-11","1","未节育","初胎"
"22660","暴紫寒","330711198606296000","亢茂祖","330524199110308992","2015-06-11","良好","汉族","汉族","诸暨市益佳医疗器械有限公司","宁波家必备电子科技有限公司","男","2016-03-06","1","未节育","初胎"
"22928","张夜蕾","331017197807049024","栾乐语","330305198811147008","2014-12-11","良好","汉族","汉族","浙江康力迪医疗用品有限公司","杭州西子卫生消毒药械有限公司","男","2015-09-18","1","未节育","初胎"
"22998","刁南莲","330128199706123008","农家斌","330320199502195008","2016-10-17","良好","汉族","汉族","台州捷宁医疗器械科技有限公司","宁波医用缝针有限公司","男","2017-06-29","1","未节育","初胎"
"23023","咎如萱","331027198707278016","向呈奇","330916197909155968","2017-08-02","良好","汉族","汉族","金华市中正齿科医疗器械有限公司","浙江千喜车业有限公司","男","2018-04-02","1","未节育","初胎"
"23163","昌易烟","330217198411185024","焦毅彬","330412198705265984","2014-04-21","良好","汉族","汉族","安吉正邦医疗器械有限公司","温州市增俊医疗科技有限公司","男","2014-12-18","1","未节育","初胎"
"24058","薄雅蕊","330128197806172992","福予正","330203199202060992","2017-09-15","良好","汉族","汉族","宁波市海曙协成医疗器械有限公司","天台县双星医疗器械厂","男","2018-06-21","1","未节育","初胎"
"24852","钭乐瑶","330413198403232000","有古蔺","330624198806126016","2015-09-02","良好","汉族","汉族","杭州朗基科学仪器有限公司","杭州康淼医疗器械科技有限公司","男","2016-05-19","1","未节育","初胎"
"26036","许芷蕊","330128199409222976","吉源洧","330623198112174976","2017-02-07","良好","汉族","汉族","杭州美诺瓦医疗科技股份有限公司","宁波美晶医疗技术有限公司","男","2017-11-10","1","未节育","初胎"
"26813","何之瑶","330307198509161984","钮宇龙","330126198801052992","2014-12-04","良好","汉族","汉族","杭州堃博生物科技有限公司","缙云县美洁义齿制作中心","男","2015-08-15","1","未节育","初胎"
"27497","邓恨山","330710198512246016","弘吉轩","330818197501028992","2015-06-05","良好","汉族","汉族","湖州吴兴嘉美义齿加工厂","浙江广慈医疗器械有限公司","男","2016-02-14","1","未节育","初胎"
"27653","慕怜云","330619198308195968","柳晨铭","330412199108193984","2017-06-28","良好","汉族","汉族","宁波吉瑞陶瓷技术有限公司","杭州诺辉健康科技有限公司","男","2018-03-21","1","未节育","初胎"
"28353","钱书蕾","330817197511246976","缪宇彬","330103198307030976","2017-11-15","良好","汉族","汉族","宁波甬星医疗仪器有限公司","乐清市中雅义齿制作有限公司","男","2018-09-01","1","未节育","初胎"
"28401","劳从寒","330626198604094016","严伟茂","330520199212177984","2017-04-12","良好","汉族","汉族","桐乡市宝禾医疗器械有限公司","德清县武康镇金利康医药用品厂","男","2017-12-21","1","未节育","初胎"
"28946","季凡蕾","330702197708083008","璩鑫祺","330419197810064000","2015-08-27","良好","汉族","汉族","杭州万洁水处理设备有限公司","绍兴医疗器械有限公司","男","2016-04-19","1","未节育","初胎"
"29479","高盼山","330125199707184000","广潇茗","330613199111305024","2017-01-23","良好","汉族","汉族","杭州亚宏医疗器材有限公司","浙江格宜医疗器械有限公司","男","2017-09-26","1","未节育","初胎"
"29506","厉凡柔","330706197711073984","商子淼","330228199002172032","2018-02-01","良好","汉族","汉族","杭州心普生物科技有限公司","浙江华健医用工程有限公司","男","2018-09-28","1","未节育","初胎"
"30531","花青槐","330202197710294976","司锦程","330204199107273984","2014-05-09","良好","汉族","汉族","宁波市舜业医疗器材有限公司","建德市朝美日化有限公司","男","2015-01-12","1","未节育","初胎"
"30603","乔从安","330620197506252992","彭紫潇","330121198404096000","2016-03-14","良好","汉族","汉族","杭州百慧医疗设备有限公司","杭州煜昊科技有限公司","男","2016-11-02","1","未节育","初胎"
"30847","卓念薇","330406199508204992","陈荀航","330512198903176000","2018-04-02","良好","汉族","汉族","绍兴美迪康生物技术有限公司","杭州浦健医疗器械有限公司","男","2018-12-10","1","未节育","初胎"
"32608","相从梦","330314199810254016","郭江熙","330512198406254976","2016-04-13","良好","汉族","汉族","杭州积好脂质体有限公司","杭州三坛医疗科技有限公司","男","2017-01-02","1","未节育","初胎"
"32689","姚听寒","330326197707036032","索智瑜","330901198409128000","2017-06-01","良好","汉族","汉族","宁波市奉化温妮皮划艇制造有限公司","杭州深睿博联科技有限公司","男","2018-03-24","1","未节育","初胎"
"32872","巢灵槐","331001198008265984","屈季正","331023198407284992","2018-05-16","良好","汉族","汉族","浙江健拓医疗仪器科技有限公司","宁波五洲医疗器械有限公司","男","2019-01-02","1","未节育","初胎"
"33763","通丹珍","330524199802198016","潘慕涵","330422198211011968","2018-02-01","良好","汉族","汉族","雪龙眼镜（宁波）有限公司","嘉兴市中新医疗仪器有限公司","男","2018-10-01","1","未节育","初胎"
"34444","郗冰旋","330714198403225984","杨雯宝","330813199412166016","2016-09-14","良好","汉族","汉族","瑞安市赛特眼镜机器制造厂","宁波神宇医疗器械有限公司","男","2017-06-01","1","未节育","初胎"
"35189","习凝天","330101199511225024","平祥容","330117197706195008","2016-11-21","良好","汉族","汉族","宁波基内生物技术有限公司","绍兴安迪斯医疗科技有限公司","男","2017-08-06","1","未节育","初胎"
"35591","蒙惜文","330403197705065984","蒋灏铭","330616199210142016","2017-07-27","良好","汉族","汉族","金华市创新医疗器械科技有限公司","温州雅美义齿科技有限公司","男","2018-04-03","1","未节育","初胎"
"35869","笪孤岚","330810199410046976","宗奕然","330724198802291968","2014-07-22","良好","汉族","汉族","杭州吉为医疗科技有限公司","杭州博菲医疗器械有限公司","男","2015-04-25","1","未节育","初胎"
"36521","汪盼儿","330716198601132992","瞿海晔","330906198007166016","2017-08-15","良好","汉族","汉族","浙江世纪康大医疗科技股份有限公司","临海市达美义齿制作厂","男","2018-06-01","1","未节育","初胎"
"37276","年春儿","330104199309139008","程泽欣","330120198006076992","2015-08-28","良好","汉族","汉族","浙江佰泰医疗科技有限公司","杭州光祺力实业有限公司","男","2016-06-21","1","未节育","初胎"
"37450","申海安","330125198907044992","范然耀","330903198401038976","2017-07-26","良好","汉族","汉族","浙江纽西医疗器械有限公司","平湖市三马纸塑包装有限公司","男","2018-03-24","1","未节育","初胎"
"37634","吕冷卉","331012198601116992","芮贻贤","330702197806224000","2014-08-14","良好","汉族","汉族","湖州东亚医药用品有限公司","浙江乾天乳胶科技有限公司","男","2015-04-16","1","未节育","初胎"
"38793","莫春雁","330203198311299008","寇乐正","330314197506078976","2016-12-19","良好","汉族","汉族","浙江康德药业集团股份有限公司","绍兴好士德医用品有限公司","男","2017-09-07","1","未节育","初胎"
"38897","汤谷丝","330702198901275008","谭健杰","331005199303081024","2014-05-30","良好","汉族","汉族","浙江蓝禾医疗用品有限公司","宁波市鄞州维尔达义齿制品厂(普通合伙)","男","2015-03-26","1","未节育","初胎"
"39384","赏痴梦","330223198208252992","田彦杉","330810198309065984","2016-07-12","良好","汉族","汉族","宁波信诺旦医疗器械有限公司","宁波久兴医疗器械有限公司","男","2017-04-12","1","未节育","初胎"
"39443","汝以蕊","330616199101283968","颜柏达","330117197710038016","2015-11-19","良好","汉族","汉族","宁波永新光学股份有限公司","杭州耀盛医疗器械有限公司","男","2016-09-01","1","未节育","初胎"
"39494","姬慕灵","330206197804227008","金芝瑞","330910197810217024","2016-05-25","良好","汉族","汉族","嵊泗泽成医用有限公司","杭州永川科技有限公司","男","2017-01-24","1","未节育","初胎"
"39832","居谷山","330718198909251008","郝昱灿","330205198911142016","2014-05-23","良好","汉族","汉族","永康市好哥工贸有限公司","浙江飞图影像科技有限公司","男","2015-02-13","1","未节育","初胎"
"40015","支乐枫","330304198109232000","鱼戊寅","330823198206126016","2017-11-02","良好","汉族","汉族","杭州鼎岳空分设备有限公司","嘉兴威诺五金制造有限公司","男","2018-06-25","1","未节育","初胎"
"40335","涂语芙","330718198710048000","宣然旭","330317198507121984","2018-03-16","良好","汉族","汉族","杭州超德斯实业有限公司","横店集团英洛华电气有限公司","男","2018-12-31","1","未节育","初胎"
"40402","伏听白","330904199409104000","苍呈泽","330813198504145984","2016-08-03","良好","汉族","汉族","嘉兴市正群医疗器械有限公司","杭州康尔医药科技有限公司","男","2017-05-10","1","未节育","初胎"
"40483","沃安蕾","330914198509142976","顾金锦","330901198610275968","2017-01-12","良好","汉族","汉族","杭州乐仁医疗器械有限公司","浙江双安医疗设备科技有限公司","男","2017-11-04","1","未节育","初胎"
"42219","辛傲之","330502197608110976","米锦航","331005198908054976","2016-11-14","良好","汉族","汉族","杭州惠耳听力技术设备有限公司","杭州安和科技有限公司","男","2017-08-23","1","未节育","初胎"
"43203","那傲蕾","330623199403228032","梅月羲","330926197908057984","2015-02-13","良好","汉族","汉族","杭州荣泰医疗科技有限公司","嘉兴尚嘉智能技术有限公司","男","2015-12-07","1","未节育","初胎"
"43361","祖千琴","330612198312132992","韩炫传","330527197901092992","2017-09-01","良好","汉族","汉族","宁波天康生物科技有限公司","杭州迪安生物技术有限公司","男","2018-05-24","1","未节育","初胎"
"43547","印书兰","330707198912030976","沈楚洋","331004198504019008","2015-02-27","良好","汉族","汉族","浙江科惠医疗器械股份有限公司","余姚市博安医疗器械科技有限公司","男","2015-10-25","1","未节育","初胎"
"43723","蓬新蕾","330301199308316992","盖佳峰","330521198710118976","2018-05-30","良好","汉族","汉族","杭州高能医疗设备有限公司","绍兴振腾医疗用品有限公司","男","2019-03-26","1","未节育","初胎"
"44041","邱含玉","330512198309267968","庄文睿","330813198908081024","2017-12-13","良好","汉族","汉族","杭州奥杰医疗器材有限公司","杭州卓腾信息技术有限公司","男","2018-08-10","1","未节育","初胎"
"44057","洪初丹","330615197510121984","晁威泽","330201199207041984","2018-05-22","良好","汉族","汉族","浙江乐信医疗科技有限公司","浙江爱雪制冷电器有限公司","男","2019-02-13","1","未节育","初胎"
"44245","扶听蓉","330407199003070976","史筠涵","330515198206035008","2015-12-04","良好","汉族","汉族","杭州贝瑞和康基因诊断技术有限公司","宁波慈北医疗器械有限公司","男","2016-08-07","1","未节育","初胎"
"44354","郑沛珊","330815198309224000","羿龙玉","331014197501081984","2017-07-04","良好","汉族","汉族","宁波市海曙兴达医药保健品厂","绍兴市永凤敷料炼漂有限公司","男","2018-03-27","1","未节育","初胎"
"44901","成冰枫","330518199212233984","双拓柏","330524198010264000","2016-06-20","良好","汉族","汉族","宁波海泰科迈医疗器械有限公司","杭州铭众生物科技有限公司","男","2017-02-16","1","未节育","初胎"
"45169","戚碧凡","330318199203233024","於宗元","330420197512016000","2014-09-10","良好","汉族","汉族","杭州华冠医疗器械有限公司","温州市康莱方医用塑料有限公司","男","2015-06-13","1","未节育","初胎"
"45719","井海云","330603197902032000","益致宜","330618197808305024","2015-09-08","良好","汉族","汉族","宁波韵峰医疗器械有限公司","浙江强鹰科技股份有限公司","男","2016-05-24","1","未节育","初胎"
"47048","法香巧","330307199203064000","童卓琦","330315198509281984","2016-10-24","良好","汉族","汉族","宁波慕瑞斯健康科技有限公司","浙江康特生物科技有限公司","男","2017-06-20","1","未节育","初胎"
"47654","邴寒雁","330311198004278976","毋谷涛","330401198409022016","2014-09-26","良好","汉族","汉族","宁波舜宇内窥镜有限公司","杭州博圣生物技术有限公司","男","2015-05-29","1","未节育","初胎"
"48137","王绿真","330425197606235008","山璟良","330410197704022016","2017-09-04","良好","汉族","汉族","宁波派尔尼医疗器械有限公司","桐庐福克医疗仪器有限公司","男","2018-04-29","1","未节育","初胎"
"48329","谷之桃","330126198201288000","游锦荣","330521199606073984","2017-07-11","良好","汉族","汉族","杭州桐庐时空候医疗器械有限公司","杭州三源医疗设备有限公司","男","2018-04-21","1","未节育","初胎"
"48505","池含蕾","330121197807142016","魏泰鸿","330817197602259008","2016-08-19","良好","汉族","汉族","杭州健宝医疗器械有限公司","诸暨市鹏天医疗器械有限公司","男","2017-05-21","1","未节育","初胎"
"48545","尤秋春","330111197707043008","崔穆钦","330214198706268032","2015-05-15","良好","汉族","汉族","宏昌生物医疗科技(平湖)有限公司","嵊州市美冠齿科有限公司","男","2016-01-09","1","未节育","初胎"
"49317","廉寻春","330109198405273024","秋剑柏","330324197910291008","2014-09-17","良好","汉族","汉族","贝普医疗科技有限公司","浙江莎美实业股份有限公司","男","2015-05-07","1","未节育","初胎"
"50441","裴静曼","330207197608100992","巩家彬","330621199104217024","2017-01-18","良好","汉族","汉族","杭州坦帕医疗科技有限公司","宁波市远江医疗用品有限公司","男","2017-09-30","1","未节育","初胎"
"50943","哈以亦","331020199412153024","胡渊浩","330314197504166016","2018-03-19","良好","汉族","汉族","浙江韵康医疗科技有限公司","杭州缔蓝生物技术有限公司","男","2018-12-21","1","未节育","初胎"
"51080","赵梦琪","330419198303273984","裘润林","330510199102084992","2015-06-05","良好","汉族","汉族","浙江蓝怡医药有限公司","浙江安派科生物医学科技股份有限公司","男","2016-03-15","1","未节育","初胎"
"51113","郏忆翠","331007197810052992","黄楚文","330511197507152000","2015-01-19","良好","汉族","汉族","杭州能可爱心医疗科技有限公司","江山德瑞医疗科技有限公司","男","2015-10-15","1","未节育","初胎"
"51565","王杨宇轩","330205198505201984","敖思众","330207198202254976","2018-03-05","良好","汉族","汉族","杭州远大义齿有限公司","丽水锆诚医疗器械有限公司","男","2018-10-26","1","未节育","初胎"
"51920","靳代荷","330724197806147008","空腾辉","330715198106296000","2015-08-07","良好","汉族","汉族","杭州临安卓美义齿制造厂","浙江浦睿达义齿有限公司","男","2016-03-24","1","未节育","初胎"
"52549","松梦柏","330903199311027968","乜明敬","330506199604262016","2017-11-16","良好","汉族","汉族","杭州极智医疗科技有限公司","浙江优特格尔医疗用品有限公司","男","2018-08-22","1","未节育","初胎"
"52845","黎紫翠","330904198706017984","琴腾捷","330914198011041024","2018-05-21","良好","汉族","汉族","执鼎医疗科技（杭州）有限公司","杭州博日科技有限公司","男","2019-01-06","1","未节育","初胎"
"53438","鲁书雪","330615197802227968","巫寅恪","331002197411056000","2015-11-09","良好","汉族","汉族","浙江一洋医疗科技有限公司","杭州友人生物技术有限公司","男","2016-08-07","1","未节育","初胎"
"54280","康又菱","330621198302163008","牛天瑞","330112198609081024","2016-05-30","良好","汉族","汉族","杭州万明生物科技有限公司","宁波美生医疗器材有限公司","男","2017-03-19","1","未节育","初胎"
"54342","甘元香","330313197612248000","况跃峰","330414198111268992","2016-03-30","良好","汉族","汉族","杭州凯龙医疗器械有限公司","绍兴瑞凯防护用品有限公司","男","2016-12-11","1","未节育","初胎"
"54927","阚雅琴","331005198606230976","董仕哲","330822199510276992","2018-05-21","良好","汉族","汉族","浙江奉慈医用设备有限公司","宁波市鄞州长城卫生材料厂","男","2019-02-08","1","未节育","初胎"
"54951","于如霜","330112198405211008","詹宗正","330713198002041024","2016-11-21","良好","汉族","汉族","杭州正大医疗器械有限公司","瑞安市博览光学仪器厂","男","2017-07-14","1","未节育","初胎"
"55099","边凡旋","330123198212105984","葛腾飞","330201199409286016","2017-04-20","良好","汉族","汉族","海宁爱康医疗科技有限公司","浙江康慈医疗科技有限公司","男","2018-01-26","1","未节育","初胎"
"55204","冷雨寒","330918199305091968","禹利荀","330502199905185024","2018-04-11","良好","汉族","汉族","杭州利华科技有限公司","绍兴花为媒医用配套有限公司","男","2019-01-06","1","未节育","初胎"
"55517","朱元霜","330713199508124992","左柏莨","330616198804033024","2015-06-11","良好","汉族","汉族","奉化市永康气体工程安装有限公司","嘉兴行健生物科技有限公司","男","2016-02-13","1","未节育","初胎"
"55770","钟傲珊","330305197709046976","温寅立","330326197604113024","2016-07-13","良好","汉族","汉族","嘉兴富特吉生物科技有限公司","宁波市海曙区德克森义齿有限公司","男","2017-05-01","1","未节育","初胎"
"55903","燕雪柳","330711197906035968","鲍彦泽","330723199804070976","2015-11-11","良好","汉族","汉族","浙江星利龙科技有限公司","浙江检康生物技术股份有限公司","男","2016-08-03","1","未节育","初胎"
"56475","管恨玉","330703198309283008","古育博","330405198701019008","2015-04-09","良好","汉族","汉族","宁波信远齿科器械有限公司","温州市红星医疗器械厂","男","2015-12-20","1","未节育","初胎"
"56563","查夏槐","330515198602275968","虞祺铭","330910197411220992","2016-06-07","良好","汉族","汉族","杭州天创环境科技股份有限公司","嘉兴市泰康医疗科技有限公司","男","2017-02-04","1","未节育","初胎"
"57876","终灵雁","331027197608275968","罗范钊","330712199508017024","2018-02-14","良好","汉族","汉族","鑫高益医疗设备股份有限公司","领航基因科技（杭州）有限公司","男","2018-12-07","1","未节育","初胎"
"58329","宦傲晴","330417198511054976","臧梓坤","330101198205152000","2015-08-26","良好","汉族","汉族","美利泰格诊断试剂(嘉兴)有限公司","杭州欣浩医疗科技有限公司","男","2016-04-25","1","未节育","初胎"
"60600","卞涵柏","330310197412227008","咸浩宾","331001198307166976","2016-12-12","良好","汉族","汉族","宁波江北华盛医疗器械有限公司","浙江卓亿工贸有限公司","男","2017-09-18","1","未节育","初胎"
"60883","简冰兰","330411198912075008","万博凯","330526198905104000","2015-11-02","良好","汉族","汉族","杭州莱和生物技术有限公司","富阳市康宝医药用品有限公司","男","2016-07-23","1","未节育","初胎"
"61557","徐平蝶","330408198204270976","别向笛","330224198909148032","2017-05-24","良好","汉族","汉族","宁波佰泰医疗设备有限公司","杭州临安吉锋采血针厂","男","2018-02-17","1","未节育","初胎"
"61658","卢绿春","331011197909264000","易知轩","330113199601214976","2017-07-11","良好","汉族","汉族","浙江德康医疗器械有限公司","杭州远想医疗设备有限公司","男","2018-03-13","1","未节育","初胎"
"62039","凤书瑶","330615199609254976","宁壮淳","330416199006121024","2018-02-01","良好","汉族","汉族","杭州优丽冠齿科制品厂","嘉兴诺依义齿有限公司","男","2018-11-19","1","未节育","初胎"
"62138","施怀亦","331018199406121024","隗海佳","330209197410134976","2017-10-20","良好","汉族","汉族","宁波艾克伦医疗科技有限公司","衢州市致力义齿有限公司","男","2018-08-11","1","未节育","初胎"
"62441","谯友巧","330723198006193984","凌俊嘉","331025198709097024","2015-06-17","良好","汉族","汉族","浙江辰和医疗设备有限公司","湖州康美义齿制作厂","男","2016-04-08","1","未节育","初胎"
"62723","孙元风","330423197409147008","干秉治","330808199207062016","2016-10-26","良好","汉族","汉族","杭州康基医疗器械股份有限公司","杭州南宇医疗器械有限公司","男","2017-06-22","1","未节育","初胎"
"63452","柏天荷","331011198507244032","封潇天","330113198901198976","2015-05-27","良好","汉族","汉族","义乌市莎维亚袜业有限公司","浙江东瓯诊断产品有限公司","男","2016-03-07","1","未节育","初胎"
"64595","尹念露","330412197911011968","鄂哲铭","331002198108028992","2018-03-15","良好","汉族","汉族","宁波迈达医疗仪器有限公司","杭州金利医疗用品有限公司","男","2018-11-15","1","未节育","初胎"
"65493","鄢夜蓉","330207199206254976","霍一维","330517198306118016","2017-11-02","良好","汉族","汉族","杭州创优医疗器械有限公司","杭州兆观传感科技有限公司","男","2018-07-31","1","未节育","初胎"
"65698","苗灵薇","330506197501161024","弓屹城","330721199011022016","2015-07-27","良好","汉族","汉族","常山康利医疗器械有限公司","创业软件股份有限公司","男","2016-04-24","1","未节育","初胎"
"66497","庚慕青","330404199207268992","殷嘉麦","330508199505081984","2016-12-21","良好","汉族","汉族","嘉兴市协和牙科器材有限公司","丽水市大和精工齿科制作有限公司","男","2017-09-26","1","未节育","初胎"
"67236","萧亦寒","330407199412222016","从林钺","330722199011236992","2017-04-13","良好","汉族","汉族","宁波市鄞州格兰义齿制品厂","金华市强盛生物科技有限公司","男","2018-01-23","1","未节育","初胎"
"67364","车访琴","330514197701014976","竺跃升","330416198707188992","2016-08-17","良好","汉族","汉族","浙江川本卫生材料有限公司","浙江迈帝康医疗器械有限公司","男","2017-06-13","1","未节育","初胎"
"67779","路翠萱","330812197505238016","禄子博","330417199001198016","2016-01-20","良好","汉族","汉族","杭州乐仁医疗器械有限公司","世源科技(嘉兴)医疗电子有限公司","男","2016-10-27","1","未节育","初胎"
"67983","訾乐菱","330725198201163008","狄聪希","331018198708070976","2018-06-26","良好","汉族","汉族","嘉兴福宁医疗器械有限公司","杭州联众医疗科技股份有限公司","男","2019-04-02","1","未节育","初胎"
"68127","马痴珊","330201197802036992","巴加睿","330525198907208000","2014-08-14","良好","汉族","汉族","昊谱（杭州）生物科技有限公司","杭州康瑞医疗器械有限公司","男","2015-06-07","1","未节育","初胎"
"68608","扈幼翠","330806198802067968","奚裕添","330214199508113984","2016-10-25","良好","汉族","汉族","宁波康宏医疗器械有限公司","嘉兴阿耐思特岩田产业机械有限公司","男","2017-08-21","1","未节育","初胎"
"68815","茹醉易","330823198511164032","邬敏晖","330128197612264000","2017-06-16","良好","汉族","汉族","宁波甬安医疗器械制造有限公司","杭州振兴医疗器械制造有限公司","男","2018-04-03","1","未节育","初胎"
"68898","邢妙菡","330709199001043008","隆跃庭","330819198907169024","2016-11-11","良好","汉族","汉族","杭州旭飞医疗器械有限公司","宁波科艺医疗器械有限公司","男","2017-08-13","1","未节育","初胎"
"68939","蓝怜梦","330701197902211008","宰吉昌","330813198401078976","2017-03-30","良好","汉族","汉族","余姚市强欣医疗器材有限公司","义乌市悦齿医疗器械有限公司","男","2017-11-27","1","未节育","初胎"
"69572","蓟曼文","330208197706033984","言寅滨","330106199501017984","2015-09-18","良好","汉族","汉族","浙江灵洋医疗器械有限公司","嘉兴奥比机电有限公司","男","2016-07-14","1","未节育","初胎"
"69931","雷新柔","331002198110027008","宫玉轩","330619199311233024","2014-10-15","良好","汉族","汉族","杭州爱听科技有限公司","杭州依图医疗技术有限公司","男","2015-06-05","1","未节育","初胎"
"70125","戴乐丹","330313198004305984","闻润萱","330527198004288000","2017-05-27","良好","汉族","汉族","温州开泰义齿有限公司","绍兴迪诺防护用品有限公司","男","2018-01-14","1","未节育","初胎"
"70334","冀醉蓝","330927199111246016","安若实","330312198208041984","2015-12-08","良好","汉族","汉族","宁波菲拉尔医疗用品有限公司","杭州雅美口腔医疗器材厂","男","2016-07-29","1","未节育","初胎"
"70637","贡白易","330908198508052992","曹范之","330304199006219008","2018-03-23","良好","汉族","汉族","宁波安诺医疗器械科技有限公司","浙江美迪生物科技有限公司","男","2018-12-12","1","未节育","初胎"
"70837","韦半梦","330714198210232000","乌宏林","330608198803084032","2017-01-24","良好","汉族","汉族","瑞安市赛特眼镜机器制造厂","浙江红雨医药用品有限公司","男","2017-11-18","1","未节育","初胎"
"71677","越靖柏","331010197903105984","盛贻楚","330306198101214016","2016-01-18","良好","汉族","汉族","奉化市康家乐医疗器械有限公司","台州博乐士光电科技有限公司","男","2016-09-09","1","未节育","初胎"
"71727","秦问兰","330325199202214016","石树彤","330519198703211008","2016-02-14","良好","汉族","汉族","杭州星辰三比齿科器材有限公司","象山新晶美义齿加工厂","男","2016-11-07","1","未节育","初胎"
