"36","廖雨婷","531613199101081820","云南省玉溪市元江哈尼族彝族傣族自治县","云南省玉溪市元江哈尼族彝族傣族自治县红霞中路北京荣源兴业水站旁","家政服务/保姆","强奸罪","3个月","浙江省西郊监狱","2009-01-03"
"37","袁培君","310901200104308312","上海市崇明县","上海市崇明县双榆树北里榆苑公寓","其他","贩卖毒品罪","一年","浙江省西郊监狱","2019-04-26"
"38","张跃","371013199811143018","山东省威海市环翠区","山东省威海市环翠区大栅栏西街88号","开发报建","开设赌场罪","两年","浙江省西郊监狱","2016-11-09"
"39","李学泉","411218199805161504","河南省三门峡市湖滨区","河南省三门峡市湖滨区万寿路君安写字楼","物料主管/专员","追索劳动报酬纠纷","两年","浙江省东郊监狱","2016-05-11"
"40","王培雪","410306198301026619","河南省洛阳市吉利区","河南省洛阳市吉利区百子湾后现代城门口环岛北50米","销售人员","劳务合同纠纷","五年","浙江省南郊监狱","2000-12-28"
"41","叶承聪","611419199211076436","陕西省汉中市佛坪县","陕西省汉中市佛坪县大屯路华夏良子向东路口右转","其他","盗窃罪","两年","浙江省乔司监狱","2010-11-03"
"42","朱仁爱","221609197912125073","吉林省白城市大安市","吉林省白城市大安市北京丰台区临泓路1号","渠道/分销经理","容留他人吸毒罪","两年","浙江省第六监狱","1997-12-07"
"43","乔顺","220712198811151655","吉林省松原市宁江区","吉林省松原市宁江区万寿路君安写字楼","漂染工","寻衅滋事罪","五年","浙江省南郊监狱","2006-11-11"
"44","张冬雪","510116197807029667","四川省成都市青白江区","四川省成都市青白江区国贸附近","投资者关系","生产销售假药罪","五年","浙江省第六监狱","1996-06-27"
"45","王正刚","650316198305136231","新疆维吾尔族自治区克拉玛依市乌尔禾区","新疆维吾尔族自治区克拉玛依市乌尔禾区立汤路186号龙德广场5层","服装/纺织/皮革工艺师","交通肇事罪","6个月","浙江省乔司监狱","2001-05-08"
"46","王刚","510715197403126619","四川省绵阳市游仙区","四川省绵阳市游仙区朝阳北路青年汇104号楼底商102","其他","诈骗罪","一年","浙江省东郊监狱","1992-03-07"
"47","冉青腾","430104198209064831","湖南省长沙市岳麓区","湖南省长沙市岳麓区陆港城商业步行街内104-105号","律师助理","诈骗罪","两年","浙江省第六监狱","2000-09-01"
"48","廖佳","441721199907115385","广东省阳江市阳西县","广东省阳江市阳西县广顺南大街悠乐汇610号楼107室","银行柜员","开设赌场罪","3个月","浙江省乔司监狱","2017-07-06"
"49","黄丹","520928197108245330","贵州省遵义市仁怀市","贵州省遵义市仁怀市百子湾路16号","列车/地铁车长","劳动争议","一年","浙江省南郊监狱","1989-08-19"
"50","何伟斌","370624199708312739","山东省烟台市莱山区","山东省烟台市莱山区青年路27号院华纺新天地底商3-3","培训专员/助理/培训师","受贿罪","一年","浙江省第四监狱","2015-08-27"
"51","陈林进","611523199010038252","陕西省汉中市佛坪县","陕西省汉中市佛坪县十八里店周庄嘉园C区4号院西门北200米","综合业务经理/主管","引诱容留介绍卖淫罪","五年","浙江省第六监狱","2008-09-28"
"52","钟少保","540811197005184205","西藏自治区拉萨市墨竹工卡县","西藏自治区拉萨市墨竹工卡县二拨子工业园区中路102号","光源与照明工程","敲诈勒索罪","6个月","浙江省乔司监狱","1988-05-13"
"53","郑春华","420326197703102597","湖北省十堰市房县","湖北省十堰市房县百子湾路16号","金融产品销售","贩卖毒品罪","一年","浙江省南郊监狱","1995-03-06"
"54","张中银","370626198601023814","山东省烟台市莱山区","山东省烟台市莱山区砖厂南里33号楼3层","项目执行/协调人员","强奸罪","3个月","浙江省东郊监狱","2003-12-29"
"55","叶建平","620526198704235438","甘肃省天水市张家川回族自治县","甘肃省天水市张家川回族自治县东北旺苗圃厂部一区平房23号","清洁服务人员","贩卖毒品罪","五年","浙江省第六监狱","2005-04-18"
"56","王大前","451127199512226394","广西壮族自治区玉林市北流市","广西壮族自治区玉林市北流市北京丰台区临泓路1号","预定部主管","非法制造买卖运输邮寄储存枪支弹药爆炸物罪","3个月","浙江省南郊监狱","2013-12-17"
"57","郑见","321004198502112822","江苏省扬州市广陵区","江苏省扬州市广陵区十八里店周庄嘉园C区4号院西门北200米","电气/电器工程师","聚众斗殴罪","3个月","浙江省第二监狱","2003-02-07"
"58","赵金阳","410515197002058950","河南省安阳市郊区","河南省安阳市郊区二拨子工业园区中路102号","金融产品经理","聚众斗殴罪","一年","浙江省东郊监狱","1988-02-01"
"59","杨波","710623198003243142","新疆维吾尔族自治区石河子市","新疆维吾尔族自治区石河子市亦庄荣昌东街地铁站旁","医药学检验","盗窃罪","五年","浙江省南郊监狱","1998-03-20"
"60","李乘宇","410325198405179570","河南省洛阳市嵩县","河南省洛阳市嵩县丽园路彩虹新城小区北门东侧","安全员","生命权健康权身体权纠纷","6个月","浙江省第二监狱","2002-05-13"
"61","林翠花","110607199707148940","北京市延庆县","北京市延庆县朝阳路八里庄东里1号莱锦a区3号楼03a","前台迎宾","生命权健康权身体权纠纷","6个月","浙江省第二监狱","2015-07-10"
"62","蒋文琼","421621198406188746","湖北省咸宁市通山县","湖北省咸宁市通山县神路街39号","服装/纺织/皮革跟单","盗窃罪","一年","浙江省西郊监狱","2002-06-14"
"63","张士文","120211196910073700","天津市县","天津市县百子湾桥西一百米路北","仿真应用工程师","工伤赔偿纠纷","五年","浙江省第六监狱","1987-10-03"
"64","赵坤","531209198806168610","云南省玉溪市元江哈尼族彝族傣族自治县","云南省玉溪市元江哈尼族彝族傣族自治县大栅栏西街88号","塑料工程师","诈骗罪","6个月","浙江省东郊监狱","2006-06-12"
"65","刘浩","420227197408304598","湖北省黄石市阳新县","湖北省黄石市阳新县农业大学西校区","多媒体/游戏开发工程师","诈骗罪","一年","浙江省东郊监狱","1992-08-25"
"66","张银峰","431819199309091914","湖南省怀化市洪江市","湖南省怀化市洪江市亦庄荣昌东街地铁站旁","网店/淘宝运营","掩饰隐瞒犯罪所得犯罪所得收益罪","两年","浙江省第四监狱","2011-09-05"
"67","黄欣平","460314198303194668","海南省三亚市市辖区","海南省三亚市市辖区毛纺西小区旁","农/林/牧/渔","妨害信用卡管理罪","五年","浙江省第二监狱","2001-03-14"
"68","杨贝","710905197010261817","新疆维吾尔族自治区石河子市","新疆维吾尔族自治区石河子市东直门内大街15-7号","废气处理工程师","生命权健康权身体权纠纷","五年","浙江省乔司监狱","1988-10-21"
"69","许玉柯","520311197208095698","贵州省遵义市红花岗区","贵州省遵义市红花岗区双榆树北里榆苑公寓","预结算员","组织领导参加黑社会性质组织罪","6个月","浙江省西郊监狱","1990-08-05"
"70","张丽君","411726198609135726","河南省信阳市息县","河南省信阳市息县古城小街8号","工程/设备工程师","诈骗罪","一年","浙江省东郊监狱","2004-09-08"
"71","李跃明","371710199909182893","山东省聊城市临清市","山东省聊城市临清市文慧园西路内100米","光源与照明工程","工伤赔偿纠纷","五年","浙江省东郊监狱","2017-09-13"
"72","娄荣羽","211806199504212447","辽宁省葫芦岛市兴城市","辽宁省葫芦岛市兴城市双花园南里三区23号楼103室","陈列员","盗窃罪","3个月","浙江省第二监狱","2013-04-16"
"73","李威","421013197311112385","湖北省荆州市荆州区","湖北省荆州市荆州区广顺北大街六佰本商业街","供应链主管/专员","聚众斗殴罪","6个月","浙江省南郊监狱","1991-11-07"
"74","龚斌超","630721199705192672","青海省西宁市大通回族土族自治县","青海省西宁市大通回族土族自治县魏公村路近北京理工大学中央民族大学国家图书馆","资产评估/分析","聚众斗殴罪","3个月","浙江省南郊监狱","2015-05-15"
"75","李吉","620407198903223591","甘肃省白银市平川区","甘肃省白银市平川区来广营乡红军营村53号","媒介销售","盗窃罪","6个月","浙江省西郊监狱","2007-03-18"
"76","江双林","141408199312018700","山西省晋城市怀仁县","山西省晋城市怀仁县河荫中路3号","配色工","追索劳动报酬纠纷","3个月","浙江省东郊监狱","2011-11-27"
"77","林夏香","360803198006075408","江西省赣州市南康市","江西省赣州市南康市黄寺大街佰隆大厦4层","理货员","财产确权","3个月","浙江省乔司监狱","1998-06-03"
"78","方海波","511324198605283668","四川省南充市仪陇县","四川省南充市仪陇县神路街39号","其他","故意伤害罪","五年","浙江省南郊监狱","2004-05-23"
"79","周小波","150727198302223930","内蒙古自治区赤峰市敖汉旗","内蒙古自治区赤峰市敖汉旗窦店镇瓦窑头夹克的虾房山店","公关总监","开设赌场罪","两年","浙江省南郊监狱","2001-02-17"
"80","周爱金等2人","630112198504169404","青海省西宁市城北区","青海省西宁市城北区悦邻生活服务广场幸福超市一层底商","作家/撰稿人","赡养纠纷","3个月","浙江省东郊监狱","2003-04-12"
"81","赖万国","410911197206295134","河南省濮阳市市区","河南省濮阳市市区朝阳公园路好运街B12商铺","酒店旅游","盗窃罪","3个月","浙江省第四监狱","1990-06-25"
"82","李海瑞","231024199608218246","黑龙江省牡丹江市东宁县","黑龙江省牡丹江市东宁县朝阳路八里庄东里1号莱锦a区3号楼03a","采购助理","劳动争议","一年","浙江省乔司监狱","2014-08-17"
"83","马守军","340807199411181271","安徽省安庆市大观区","安徽省安庆市大观区盘营沟路首城国际22号楼","医药销售人员","敲诈勒索罪","3个月","浙江省西郊监狱","2012-11-13"
"84","陈桂兵","511112197209291755","四川省乐山市五通桥区","四川省乐山市五通桥区盘营沟路首城国际22号楼","抛光工","生命权健康权身体权纠纷","3个月","浙江省西郊监狱","1990-09-25"
"85","李茂刚","650115198612222505","新疆维吾尔族自治区乌鲁木齐市东山区","新疆维吾尔族自治区乌鲁木齐市东山区田村路京粮广场2楼","媒介主管","盗窃罪","6个月","浙江省西郊监狱","2004-12-17"
"86","苏云海","321628197706253509","江苏省宿迁市泗洪县","江苏省宿迁市泗洪县健安东路安贞西里二区3号楼","裁床","诈骗罪","3个月","浙江省第二监狱","1995-06-21"
"87","张军伟","321812198007154168","江苏省宿迁市泗洪县","江苏省宿迁市泗洪县甜水园东街道家园甲6号","物业机电维修工","盗窃罪","两年","浙江省第四监狱","1998-07-11"
"88","李芸","220927197111102175","吉林省白城市大安市","吉林省白城市大安市花园路8号","保险理赔","贩卖毒品罪","五年","浙江省东郊监狱","1989-11-05"
"89","周晓扬","110325197311065036","北京市延庆县","北京市延庆县农业大学西校区","薪资福利经理/主管","诈骗罪","五年","浙江省南郊监狱","1991-11-02"
"90","邵代朋","711515199810245138","新疆维吾尔族自治区石河子市","新疆维吾尔族自治区石河子市北青云路青云小区对面","工程/设备经理","抢劫罪","五年","浙江省东郊监狱","2016-10-19"
"91","肖原琼","150519199811164949","内蒙古自治区赤峰市敖汉旗","内蒙古自治区赤峰市敖汉旗神路街39号","药库主任/药剂师","劳动争议","一年","浙江省第二监狱","2016-11-11"
"92","林佳","810225198812075302","新疆维吾尔族自治区石河子市","新疆维吾尔族自治区石河子市北洼西里48号宝联体育公园院内手抓龙虾","公关/媒介","贩卖毒品罪","3个月","浙江省第六监狱","2006-12-03"
"93","吴佳奇","310614199404216105","上海市崇明县","上海市崇明县回龙观龙禧三街东亚上北北侧底商14-19","高级建筑工程师/总工","离婚纠纷","6个月","浙江省东郊监狱","2012-04-16"
"94","叶华姿吴菊等两人","521122199810279478","贵州省遵义市仁怀市","贵州省遵义市仁怀市东三环富力广场北天之骄子1-2-1002","大学/大专应届毕业生","经济补偿金纠纷","6个月","浙江省第二监狱","2016-10-22"
"95","王小爱","411113197110276910","河南省漯河市源汇区","河南省漯河市源汇区亦庄荣昌东街地铁站旁","业务跟单","贩卖毒品罪","两年","浙江省第六监狱","1989-10-22"
"96","俞苏笙","610110197706144102","陕西省西安市莲湖区","陕西省西安市莲湖区十八里店周庄嘉园C区4号院西门北200米","报关与报检","追索劳动报酬纠纷","两年","浙江省乔司监狱","1995-06-10"
"97","戚雪峰","140401198001155599","山西省长治市市辖区","山西省长治市市辖区双花园南里三区23号楼103室","音效师","民间借贷","一年","浙江省南郊监狱","1998-01-10"
"98","崔杨","221009197905115353","吉林省白城市大安市","吉林省白城市大安市立汤路与立军路交汇处西南角","平面设计师","交通肇事罪","两年","浙江省第四监狱","1997-05-06"
"99","蒋方健","501513199904195989","重庆市南川市","重庆市南川市大栅栏西街88号","印刷机械机长","开设赌场罪","五年","浙江省东郊监狱","2017-04-14"
"100","叶法军","150505197905042197","内蒙古自治区赤峰市敖汉旗","内蒙古自治区赤峰市敖汉旗华远好天地商业中心37号楼3层301室","安全员","开设赌场罪","一年","浙江省第二监狱","1997-04-29"
"101","谢海燕","651110199009115739","新疆维吾尔族自治区克拉玛依市乌尔禾区","新疆维吾尔族自治区克拉玛依市乌尔禾区建国路京通大厦附近","销售工程师","追索劳动报酬纠纷","3个月","浙江省乔司监狱","2008-09-06"
"102","骆鸿飞","361106199201068882","江西省赣州市南康市","江西省赣州市南康市立汤路186号龙德广场5层","其他","危险驾驶罪","两年","浙江省第四监狱","2010-01-01"
"103","刘晨","540208198005054404","西藏自治区拉萨市墨竹工卡县","西藏自治区拉萨市墨竹工卡县黄寺大街佰隆大厦4层","电信交换工程师","抢劫罪","一年","浙江省西郊监狱","1998-05-01"
"104","周丽","351010198305139314","福建省龙岩市漳平市","福建省龙岩市漳平市石佛营路与朝阳北路交叉口西北角串通店内","市场/营销","非法经营罪","6个月","浙江省第四监狱","2001-05-08"
"105","琚亚君","371517197002135795","山东省聊城市东昌府区","山东省聊城市东昌府区田村路京粮广场2楼","美容培训师/导师","保险诈骗罪","五年","浙江省东郊监狱","1988-02-09"
"106","吴新荣","310311197211172747","上海市崇明县","上海市崇明县百子湾后现代城门口环岛北50米","漂染工","诈骗罪","五年","浙江省乔司监狱","1990-11-13"
"107","徐金桂","631812199402093310","青海省西宁市大通回族土族自治县","青海省西宁市大通回族土族自治县东直门内大街5号楼（6）","保险业务经理/主管","劳动争议","五年","浙江省第二监狱","2012-02-05"
"108","周欣语","530811198909082185","云南省玉溪市元江哈尼族彝族傣族自治县","云南省玉溪市元江哈尼族彝族傣族自治县百子湾桥西一百米路北","医药学术推广","猥亵儿童罪","五年","浙江省东郊监狱","2007-09-04"
"109","宋绪光","461807200102045341","海南省三亚市市辖区","海南省三亚市市辖区回龙观镇北清路1号院8号楼底商","开发报建","诈骗罪","一年","浙江省南郊监狱","2019-01-31"
"110","孙祥桂","511511199112217484","四川省宜宾市翠屏区","四川省宜宾市翠屏区民旺北胡同民旺园","商务司机","抢劫罪","一年","浙江省第二监狱","2009-12-16"
"111","王秀荣","431127197311226579","湖南省永州市蓝山县","湖南省永州市蓝山县魏公村路近北京理工大学中央民族大学国家图书馆","冲压工","交通肇事罪","两年","浙江省第四监狱","1991-11-18"
"112","林建敏","430707197308043269","湖南省常德市鼎城区","湖南省常德市鼎城区建国路93号万达广场16号楼103室","兼职","非国家工作人员受贿罪","6个月","浙江省乔司监狱","1991-07-31"
"113","金志军","340918199112117491","安徽省安庆市桐城市","安徽省安庆市桐城市农业大学西校区","市场通路经理/主管","盗窃罪","五年","浙江省第四监狱","2009-12-06"
"114","付坤","441312197012141522","广东省惠州市惠城区","广东省惠州市惠城区悦邻生活服务广场幸福超市一层底商","培训产品开发","组织领导参加黑社会性质组织罪","一年","浙江省西郊监狱","1988-12-09"
"115","泮佳乐","520104199801137231","贵州省贵阳市云岩区","贵州省贵阳市云岩区北青云路青云小区对面","销售经理","聚众斗殴罪","3个月","浙江省第六监狱","2016-01-09"
"116","沈立斌","351828200002101967","福建省龙岩市漳平市","福建省龙岩市漳平市广安门外车站西街一号院底商","物流/仓储","信用卡诈骗罪","两年","浙江省乔司监狱","2018-02-05"
"117","徐声慧","640326199610027533","宁夏回族自治区吴忠市同心县","宁夏回族自治区吴忠市同心县东四北大街甲82-1号","房地产项目招投标","诈骗罪","6个月","浙江省西郊监狱","2014-09-28"
"118","俞凤高","310227197307011863","上海市奉贤县","上海市奉贤县北京朝阳区光华路soho219","编辑出版","诈骗罪","两年","浙江省第二监狱","1991-06-27"
"119","张孟","461208198505055764","海南省三亚市市辖区","海南省三亚市市辖区毛纺西小区旁","储备干部/培训生/实习生","聚众斗殴罪","3个月","浙江省乔司监狱","2003-05-01"
"120","王知会","120209197505304565","天津市县","天津市县国贸附近","美术指导","工伤赔偿纠纷","6个月","浙江省第六监狱","1993-05-25"
"121","张灵丹","460906197810254709","海南省三亚市市辖区","海南省三亚市市辖区百子湾路16号","美容师","敲诈勒索罪","3个月","浙江省西郊监狱","1996-10-20"
"122","杨柳春","540614198411303666","西藏自治区拉萨市墨竹工卡县","西藏自治区拉萨市墨竹工卡县礼贤街西口往东100米路北","保险内勤","销售有毒有害食品罪","两年","浙江省第二监狱","2002-11-26"
"123","周远成","510413199009177627","四川省攀枝花市仁和区","四川省攀枝花市仁和区亮甲店桥头亮甲店路美怡汽车服务有限公司亮甲店分公司隔壁","其他","交通肇事罪","五年","浙江省第四监狱","2008-09-12"
"124","张培蓓","141527197108016940","山西省晋城市怀仁县","山西省晋城市怀仁县北京丰台区临泓路1号","幕墙工程师","寻衅滋事罪","两年","浙江省南郊监狱","1989-07-27"
"125","罗盛宁","131323199101157405","河北省衡水市深州市","河北省衡水市深州市礼贤街西口往东100米路北","其他","盗窃罪","五年","浙江省第二监狱","2009-01-10"
"126","周海浪","431610199705013792","湖南省怀化市洪江市","湖南省怀化市洪江市石景山路2号北京台湾街C01区3号楼首层","塑料工程师","诈骗罪","两年","浙江省第六监狱","2015-04-27"
"127","王旭东检察院","131303199904235377","河北省衡水市深州市","河北省衡水市深州市陈家林2号盈实大厦向西150米","环保","盗窃罪","3个月","浙江省南郊监狱","2017-04-18"
"128","陈秋兰","140708199612077475","山西省晋城市怀仁县","山西省晋城市怀仁县黄村镇滨河街5号","总工程师/副总工程师","追索劳动报酬纠纷","6个月","浙江省乔司监狱","2014-12-03"
"129","李园园","511110197908093050","四川省乐山市市中区","四川省乐山市市中区砖厂南里33号楼3层","铲车司机","盗窃罪","两年","浙江省第二监狱","1997-08-04"
"130","雷剑","421727199812015777","湖北省咸宁市通山县","湖北省咸宁市通山县百子湾后现代城门口环岛北50米","猎头/人才中介","生产销售伪劣产品罪","两年","浙江省东郊监狱","2016-11-26"
"131","吴阿松","151412199702034417","内蒙古自治区赤峰市敖汉旗","内蒙古自治区赤峰市敖汉旗文华西路赵记蜜制烤翅旁","安防系统工程师","交通事故责任纠纷","3个月","浙江省第六监狱","2015-01-30"
"132","徐周三","131111197907177584","河北省衡水市桃城区","河北省衡水市桃城区石佛营路与朝阳北路交叉口西北角串通店内","生态治理/规划","提供劳务者受害责任纠纷","3个月","浙江省乔司监狱","1997-07-12"
"133","钱翠莲","411307197901132709","河南省南阳市卧龙区","河南省南阳市卧龙区百子湾路易构空间对面","空调工","继承纠纷","一年","浙江省乔司监狱","1997-01-08"
"134","张艺淋","651724199809081660","新疆维吾尔族自治区克拉玛依市乌尔禾区","新疆维吾尔族自治区克拉玛依市乌尔禾区站前街8号院","楼宇自动化","交通事故责任纠纷","3个月","浙江省第二监狱","2016-09-03"
"135","黄彬","350512198103121472","福建省泉州市洛江区","福建省泉州市洛江区回龙观龙禧三街东亚上北北侧底商14-19","市场/营销","诈骗罪","6个月","浙江省乔司监狱","1999-03-08"
"136","谢家豪","311010197501016692","上海市崇明县","上海市崇明县垂杨柳中街6号楼西侧平房","审核员","故意伤害罪","6个月","浙江省东郊监狱","1992-12-27"
"137","樊光亚","450308200010081342","广西壮族自治区桂林市七星区","广西壮族自治区桂林市七星区垂杨柳中街6号楼西侧平房","印刷工","开设赌场罪","6个月","浙江省东郊监狱","2018-10-04"
"138","毛北平","141723197709278828","山西省晋城市怀仁县","山西省晋城市怀仁县悦邻生活服务广场幸福超市一层底商","厨师助理/学徒","工伤赔偿纠纷","两年","浙江省第四监狱","1995-09-23"
"139","杨珠红","501325197710282487","重庆市南川市","重庆市南川市开放路113号南四层609室","促销员/导购","其他民事","3个月","浙江省南郊监狱","1995-10-24"
"140","熊婷婷","530402197107026032","云南省玉溪市红塔区","云南省玉溪市红塔区回龙观西大街9号 东亚上北 北侧底商16-10","4S店经理/维修站经理","猥亵儿童罪","五年","浙江省乔司监狱","1989-06-27"
"141","闫如奎","351107197806059589","福建省龙岩市漳平市","福建省龙岩市漳平市运河西大街葛布店北里141号果园环岛东侧200米","医药技术研发管理人员","盗窃罪","6个月","浙江省第四监狱","1996-05-31"
"142","潘小龙","711028199608056769","新疆维吾尔族自治区石河子市","新疆维吾尔族自治区石河子市春泽路与临泓路交叉口南行80米路西","项目总监","诈骗罪","6个月","浙江省第二监狱","2014-08-01"
"143","李应红","360221199306153243","江西省景德镇市珠山区","江西省景德镇市珠山区东北旺苗圃厂部一区平房23号","计算机软件","贩卖毒品罪","3个月","浙江省东郊监狱","2011-06-11"
"144","易洪春","341615199201268679","安徽省宿州市泗县","安徽省宿州市泗县石佛营路与朝阳北路交叉口西北角串通店内","健身房服务","工伤赔偿纠纷","两年","浙江省第六监狱","2010-01-21"
"145","王莉芳","220523198407156178","吉林省通化市辉南县","吉林省通化市辉南县回龙观龙禧三街东亚上北北侧底商14-19","印刷机械机长","诈骗罪","两年","浙江省南郊监狱","2002-07-11"
