"68","魏朋","曲靖市山海关区知春路17号","YHLS5718303400","安会","611222197702243773","15605446994","1994/4/4"
"69","魏彬亮","石家庄市东山区大屯东路","YHLS8602868437","穆波宁","211207197309099492","13407657106","2008/4/27"
"70","程元勇","本溪市潮南区春秀路幸福一区","YHLS6164808183","顾青芝","451119196911091151","13405248473","1990/7/5"
"71","金荷珠","白银市潮阳区营苑北路","YHLS6268961864","魏婉","520717197301201586","13404981691","2006/9/28"
"72","贾海","佳木斯市五营区东小口镇小辛庄村","YHLS9910213216","杨振","340516197310216154","15707950195","2007/1/27"
"73","顾飘","唐山市徐家汇方庄东路7号","YHLS8847044727","苏娣贞","411227197807156185","15503984494","2008/3/3"
"74","许时辰","鹤岗市阎良区北苑路与红军营路交叉口","YHLS7456762243","王彬梁","650220197004113243","13801770771","2007/12/28"
"75","尹群策","济南市郊区春秀路幸福一区","YHLS5305640413","甄妹韵","420925197606216298","15007978729","2000/2/2"
"76","颜倩荷","忻州市文峰区西单北大街","YHLS3819621232","卞富亨","500304197510204261","13606268963","1999/7/23"
"77","卓涛","本溪市大兴区创新路6号","YHLS9247542322","孔中","430809197611124846","15206841551","1992/3/1"
"78","凌莎","衡阳市番禺区东三环双井桥南","YHLS9843926846","夏亨","460920198102015788","13600843194","2000/7/4"
"79","裴厚文","佳木斯市殷都区东小口镇小辛庄村","YHLS8436342454","凌和","610304197707184088","15002417374","1991/5/28"
"80","严凡","温州市石鼓区春秀路幸福一区","YHLS0768475699","平昌力","521822197507267078","15703111819","1987/6/9"
"81","甄冰琳","汕头市海沧区望京街9号","YHLS8449098011","白娟","651410197301021629","15106281558","1990/11/18"
"82","马军","牡丹江市福山区亚运村","YHLS4285142743","姜羽贞","151514197111012854","13008400038","2000/4/14"
"83","傅发风","赣州市花溪区慧忠路5号","YHLS4288846590","蓝可春","311824197701104985","13607905941","1988/4/10"
"84","管晶岚","济宁市历下区大屯东路","YHLS3852637854","卜璧毓","331108198403182277","15103978808","1998/3/17"
"85","季河泽","六盘水市郊区枣林前街68号","YHLS9378164727","余豪","450623197111261791","13307131674","2004/1/12"
"86","卫哲有","邵阳市鄞州区北新桥路口东南角","YHLS8956503397","纪枫婕","810501198010162288","13903208697","1988/4/28"
"87","奚苑枫","宁德市北仑区金融大街7号","YHLS4265566320","万珊","450521198208281135","15105463623","1997/5/26"
"88","齐江光","长春市下关区八里庄街道延静里中街","YHLS8906661886","莫云","631326197006225413","15007147150","1991/9/27"
"89","丁伦","张掖市思明区清河中街68号","YHLS7340896115","时泰伟","511508197612076927","13907640035","1992/4/4"
"90","鲍坚","潍坊市河北区海淀东三街2号","YHLS8615252983","张菁燕","230908198406067504","13705975328","2003/4/21"
"91","雷婉","大同市鸡冠区海淀东三街2号","YHLS1787520352","袁江茂","231423198211292683","13102286360","1993/4/6"
"92","童凝眉","嘉兴市邯山区十八里店南桥吕营大街58号","YHLS9747897122","武素","631011197211188335","13108165979","1991/7/26"
"93","何清","辽源市东丽区望京街9号","YHLS9557388455","舒翰昌","221204197605253701","15200322557","1989/7/6"
"94","毛雅","鸡西市杏花岭区光彩路65号","YHLS9058602188","席飞朗","451809197205126991","13100177197","2000/4/19"
"95","邵泰宁","成都市西湖区苏家坨镇","YHLS6683634132","诸嘉","431022198402064959","13707568842","1999/8/29"
"96","唐泽胜","咸阳市滴道区朝阳公园路","YHLS2408186140","彭青","320613197905143460","15204161300","1985/1/1"
"97","朱浩元","廊坊市福田区春秀路幸福一区","YHLS6562493959","史腾","541322197801151426","15100348814","1994/1/6"
"98","诸仁保","嘉兴市番禺区营苑北路","YHLS6833756342","田凡","611218198205268935","13408773340","1999/5/4"
"99","孟榕栋","焦作市余杭区鼓楼外大街","YHLS0560140319","黄嘉","650619197108295414","13003246561","2005/2/12"
"100","丁真","淄博市越秀区霄云路15号","YHLS1360968216","皮宏良","130526197607204553","13307442292","2006/10/2"
"101","窦可惠","昆明市龙华区锦江区梨园镇颐瑞中二路","YHLS8269234836","吕茗梅","231206197007012237","15007111210","1993/9/21"
"102","席宏","枣庄市浦口区朝阳北路101号","YHLS0095794842","余庆谦","111424197607105037","13303164149","1990/12/11"
"103","陆豪","伊春市湖里区金融大街7号","YHLS0898031588","卞彪","210321197503019036","13202194422","1985/6/14"
"104","孔树","廊坊市红古区海淀东三街2号","YHLS2632814092","叶惠","150427198008173945","13601324108","1990/10/18"
"105","毕河","延安市高明区北苑路与红军营路交叉口","YHLS5504611666","俞艺雅","421724198204261859","13904646415","1988/2/5"
"106","卞凝艺","九江市西陵区东三环双井桥南","YHLS5489883606","尤环秋","651522197302214219","13505972825","2003/3/30"
"107","林之康","漯河市城区苏家坨镇","YHLS7273917622","云倩菊","500118196910245051","13500681546","1990/2/24"
"108","金宁晓","太原市丰南区万芳路","YHLS5726117940","严俊振","410307197505206270","15706938818","1996/1/30"
"109","窦妹","烟台市闵行区苏家坨镇","YHLS4032882786","陶红艳","130822197606277236","15807075005","2002/12/17"
"110","陈伦","昭通市双桥区马驹桥镇","YHLS3701913880","杨芬云","330114197801056395","13801088688","1993/5/18"
"111","张璐月","绍兴市长安区观音寺街道新居里","YHLS3231855715","路腾成","420205197611197801","13500611721","2000/7/15"
"112","华奇翔","沈阳市黄陂区亚运村","YHLS9435481843","卢弘全","431422197001295592","15008497472","2001/9/13"
"113","莫兰宁","宜昌市青白江区房琉路","YHLS3244503677","丁良","431121197206258942","13702637420","1994/10/10"
"114","钟友榕","大庆市相城区光彩路65号","YHLS0748762389","熊爽","220704197406283293","13105795990","1999/11/29"
"115","苗超克","大连市建邺区日坛路1号","YHLS7353917759","诸辉","211813197102243542","13901286804","1991/2/22"
"116","魏瑞","珠海市新市区朝阳公园路","YHLS3641724920","毕家超","521823198301036317","15006450500","1997/11/7"
"117","郑卿","郴州市乐亭县建国门外大街2号","YHLS0533797727","魏丹思","351619197708052360","13905136087","1998/6/28"
"118","凌启奇","漳州市大兴区光彩路65号","YHLS0890071268","韩辰","110115197804193262","13706555992","1995/9/28"
"119","叶壮林","漯河市静安区建国路88号","YHLS4498409008","闵飞","420224198210223723","13006748654","1996/7/7"
"120","韦祥","长治市汉阳区梨园镇颐瑞中二路","YHLS6800290135","苏新","321009198204255298","13606238263","1989/7/14"
"121","吉玉玉","松原市房山区造甲街18号","YHLS1710940281","萧爽","531120198206205254","13701901442","2006/4/8"
"122","熊艳","海口市松江区八里庄街道延静里中街","YHLS2590833887","樊瑗","421209197209199128","15508244718","1988/5/5"
"123","陆羽红","宜昌市门头沟区慧忠路5号","YHLS6422235681","郑昌若","310328197504153639","15503298485","1996/9/27"
"124","包才","随州市广陵区万芳路","YHLS9872333344","席胜朗","451107197003143969","13901520043","1987/12/14"
"125","甄维元","抚顺市普陀区梨园镇梨园村","YHLS5355156726","乐心","350724197007313478","15301675349","1984/11/2"
"126","吕茗","营口市松山区天坛东路","YHLS7848007933","云婵舒","541206198002258570","13102983112","2002/2/22"
"127","卫寒彩","酒泉市怀柔区金蝉西路","YHLS6162137338","卫永树","611116197602173986","15300863709","2000/11/2"
"128","卓瑶","永州市仓山区万丰路68号","YHLS1495339514","谢悦","460105197601261973","13601946696","1998/2/18"
"129","卓嘉娴","海口市渭城区东四北大街322号","YHLS7134114395","罗瑞仪","330721197506102651","15607551649","1998/3/5"
"130","季伯厚","黄石市下关区金蝉西路","YHLS8233011111","史锦慧","611209197410266359","15104642806","1990/3/2"
"131","熊乐","武汉市红山区东兴隆街58号","YHLS8140708196","徐荔淑","320302197103049336","13604055005","1993/8/23"
"132","尤青","无锡市河北区东四北大街322号","YHLS1075482286","甄利鸣","640324197912199376","13006870352","1992/4/2"
"133","汤鸣邦","成都市道里区光彩路65号","YHLS7308186146","段筠","450212198305286622","13306296414","1986/8/19"
"134","元星乐","宜昌市罗湖区造甲街18号","YHLS3900255150","李福龙","451317197201288143","13508691975","1997/3/3"
"135","谢和","哈尔滨市宝坻区田村路43号","YHLS2003395213","项蓓","231710198109171131","15105702628","1998/2/8"
"136","胡琼 ","庆阳市津南区十八里店南桥吕营大街58号","YHLS5284853773","林莎希","120526197001158362","13000721374","2003/12/30"
"137","陆松炎","邵阳市白云区天坛东路","YHLS6690391203","纪克","150710197312085479","13408870399","1991/11/15"
"138","乔荣晶","张掖市天山区亚运村","YHLS8349422085","倪心","311419197902028455","15307025761","1987/4/8"
"139","贝思","合肥市淮阴区常营中街","YHLS7590346978","汤毓","461717197203223975","15101957335","1994/8/31"
"140","孙莎","湘潭市沙坪坝区田村路43号","YHLS9795974757","王广勇","650915197511167893","15508277595","1993/3/1"
"141","金素滢","鸡西市金湾区光彩路65号","YHLS8937476360","颜杰","651706197302078204","13807332580","2007/10/21"
"142","屈影","长春市万盛区东滨河路乙1号","YHLS3579925703","苏峰时","641518197202097369","13003984378","1990/8/11"
"143","童萍琦","三门峡市六合区东四北大街322号","YHLS9186100365","蒋纯","130719197001309100","15508421033","1995/8/11"
"144","丁飘","郴州市井陉矿区营苑北路","YHLS4514720097","费璧澜","520714197412251672","13602734591","2000/2/19"
"145","贝坚","徐州市三水区十八里店南桥吕营大街58号","YHLS7561403028","姜亚","430621197705173195","15306347606","1996/6/20"
"146","祝洁","宁波市西城区常营中街","YHLS5453113086","常善","320915197903186219","15007905767","1988/12/16"
"147","唐莎","潍坊市双桥区城关街道永安中路","YHLS6469246590","胡艳菊","540712198003152843","13305216445","2008/7/10"
"148","贾薇云","萍乡市翔安区东小口镇小辛庄村","YHLS4422054068","凌飘","431023197802236126","15202977016","1990/11/15"
"149","高楠伦","渭南市东陵区霄云路15号","YHLS0897450610","邢霞秋","351103196908297004","15103251800","2003/8/26"
"150","平乐","新余市滦县鼓楼外大街","YHLS7788400421","任新","141427197909029836","15603071569","1999/6/24"
"151","方先","伊春市玉泉区马驹桥镇","YHLS5157966840","金炎发","340608198202062789","15507783360","1988/9/21"
"152","许露","鸡西市天河区魏公村3号","YHLS7633726734","华维","221207198105025153","13800071897","1990/9/28"
"153","石荔","随州市洪山区三里屯南路2号","YHLS1501195377","凌杰安","361605198105214351","13206674070","2003/4/14"
"154","钱俊腾","沈阳市卢湾区建国门外大街2号","YHLS8788669300","龚静","541323198107238963","13804996228","1988/5/9"
"155","奚伊妹","海口市鼓楼区东兴隆街58号","YHLS6942829235","孟月育","641224198110103175","15803264479","1988/7/18"
"156","章淑珠","大同市城子河区万丰路68号","YHLS2989839319","甘军康","530913197807054782","15200224936","1997/9/1"
"157","管达","郑州市惠山区金蝉西路","YHLS2555348567","戴纯菲","511802197306278865","15700055918","2006/7/20"
"158","曹庆","吉安市濠江区鼓楼外大街","YHLS7036138066","武宁","410814197509131848","15300603709","2001/6/23"
"159","叶旭世","安阳市南山区金蝉西路","YHLS9920883312","胡园琳","631413197802069906","15805598370","2000/9/23"
"160","元之","邵阳市汉阳区北三环西路36号	","YHLS1126306367","庞桂颖","640410197011093073","13205252778","2003/5/7"
"161","齐震广","郑州市雁山区苏家坨镇","YHLS8496280210","秦红媛","141723197310093063","15807595275","1995/7/26"
"162","席宁鸣","四平市路南区马驹桥镇","YHLS9165845742","戴浩达","110711198402122543","15707092419","2005/8/17"
"163","左莎","亳州市槐荫区春秀路幸福一区","YHLS6198242012","贺顺","631803197407238043","13802516793","1989/6/6"
"164","方菊","齐齐哈尔市红桥区广渠路28号","YHLS1668883001","周宁旭","330824198302246800","15005881520","1984/11/11"
"165","张星","潍坊市虎丘区金汇路","YHLS5178817027","江志","211515197610134033","13303590795","1992/4/13"
"166","宁滢秋","邯郸市白云区东小口镇小辛庄村","YHLS7665384053","穆毅飞","360727197208257801","13307813807","1990/1/31"
"167","蓝哲","兰州市珠晖区苏家坨镇","YHLS0211476089","皮伟","151219197907033332","13108430414","2007/1/9"
"168","汪泰永","宝鸡市平江区金融大街11号","YHLS6771685577","申昌","220409198310177037","13703391598","1992/4/12"
"169","彭黛","辽源市潘集区创新路6号","YHLS2662349063","姜静贞","410915197111309836","13303606331","1992/7/19"
"170","娄克","宜昌市沈河区十八里店南桥吕营大街58号","YHLS0206977407","甄娜","531718197911059608","15102694207","1990/7/27"
"171","阮克奇","吉安市青山区城关街道永安中路","YHLS2463167326","许莲巧","450225197006041561","13602706766","2002/2/19"
"172","史轮博","潍坊市桥西区田村路43号","YHLS8862363015","时超致","420421197210188510","15007295127","2005/3/30"
"173","阮胜","淮安市新市区南礼士路","YHLS8565015297","郭振","461326198205071818","13204876712","1985/3/17"
"174","施秀霞","阜新市余杭区万丰路68号","YHLS1469216743","胡辰","321823197707231531","15907835983","1998/8/2"
"175","潘春茗","河源市汉南区城关街道永安中路","YHLS1178497145","裴中彪","511724198301315602","15600191923","1991/3/16"
"176","梁维雄","大同市红山区东四北大街322号","YHLS4155298945","罗苑聪","421213197811078862","13203677666","1997/12/21"
"177","严昭燕","无锡市三水区常营中街","YHLS5958793515","华哲生","421418197802224880","13901064541","1989/2/21"
"178","诸荔莎","杭州市丰台区霄云路15号","YHLS9692378880","韩飞泽","630528197410164939","13105571574","2003/8/20"
"179","朱育筠","株洲市海曙区建国门外大街2号","YHLS5032257016","钱河","140724197512049652","13905124764","1986/2/20"
"180","苏树祥","郑州市白下区西二旗大街39号","YHLS4413931561","司奇","110211198107305535","13004228366","1994/12/11"
"181","邹亨","金昌市武清区东大桥路9号","YHLS0638163702","常震朗","611719198210184299","15605475034","2002/1/10"
"182","卫萍丹","曲靖市仓山区海淀东三街2号","YHLS4683343886","傅思","310223197806241483","15808047293","1987/2/19"
"183","吕艳","洛阳市临川区北苑路与红军营路交叉口","YHLS9261293146","狄羽爱","520319197202265834","13802875111","1996/2/3"
"184","计林斌","随州市莱城区造甲街18号","YHLS4717312579","何贵","610303197307071007","13003644105","1997/1/20"
"185","于珠","九江市汉阳区清河中街68号","YHLS5761489990","傅霞姣","111210197005225760","15501548810","2005/8/3"
"186","车学言","宁波市滨江区金融大街11号","YHLS8332575795","计清","511111197810071975","15101510070","2007/5/28"
"187","娄融秋","珠海市市中区东滨河路乙1号","YHLS7691319431","莫华翠","620903197712064268","13201125707","1992/11/4"
"188","贝豪","贵阳市平谷区东小口镇小辛庄村","YHLS2639478532","柏轮腾","360921198308307280","13505975019","1991/4/27"
"189","夏朗龙","营口市台儿庄区望京街9号","YHLS2971197664","车毓","311626197408053417","13103105273","2003/8/24"
"190","卞榕琛","石家庄市西固区百子湾31号","YHLS2061361514","贝波栋","710707197204103250","13307868684","1992/9/26"
"191","颜昌辰","洛阳市市南区东小口镇小辛庄村","YHLS9098972882","章爱韵","231715197911057031","13608077496","1987/11/3"
"192","于河","秦皇岛市城区南礼士路","YHLS6133238646","尹成","641703197605191760","15602686644","1985/1/27"
"193","洪义","东营市江南区建国门外大街2号","YHLS9742273986","闵菁素","421502197501259050","15805767775","2003/8/8"
"194","奚珊荷","九江市玉田县金融大街7号","YHLS6949694969","颜姣仪","460228198105221913","15003496157","2006/5/22"
"195","童福","合肥市广陵区慧忠路5号","YHLS8891805858","鲁雄之","421717197902127612","13205827185","1986/8/5"
"196","汤悦","三明市桥西区亚运村","YHLS3081955824","柏贵","810115198210304819","13608006573","1999/5/29"
"197","唐信强","佳木斯市顺义区春秀路幸福一区","YHLS8018661797","戚元鹏","620820197508293457","13502338953","1991/7/12"
"198","林楠振","双鸭山市铁西区城关街道永安中路","YHLS2317939296","陆以","211328197912018953","13100456015","1989/10/15"
"199","平桂","铜川市淮阴区魏公村3号","YHLS5049393133","司学贵","440724197801048137","15700931621","1984/10/3"
"200","柳丹叶","石家庄市雁山区东四北大街322号","YHLS3373086171","云坚","410712197806177402","15308860504","1993/1/10"
