"24","川Q49204","邬乐","330727196908036781","浙江省金华市磐安县","北京市东直门内大街10号楼-3号","13000128502","2012/2/10","2015/2/9","水路运输服务","上海铭升物流有限公司",""
"25","京C44589","阮国彬","611000197612304025","陕西省商洛市","上海市回龙观新龙城北街北区15号","15907945065","2011/8/29","2013/8/28","管道运输服务","志远通达国际物流有限公司",""
"26","鲁Q86214","齐琼","231200198112316983","黑龙江省绥化市","陕西省渭南市良乡镇北潞园小区","15800258699","2011/10/31","2013/10/30","管道运输服务","石家庄润丰运泰物流有限公司",""
"27","藏F18907","齐思之","441826197403277372","广东省清远市连南瑶族自治县","重庆市站前街8号院","13302047002","2013/6/13","2015/6/13","航空运输服务","海口市日鑫物流有限公司",""
"28","青H42030","闵厚","420923197501206388","湖北省孝感市云梦县","四川省绵阳市东直门内大街5号楼","13601648815","2011/12/27","2013/12/26","管道运输服务","深圳大洋物流有限公司广州分公司",""
"29","赣A16511","钟维","110116197211268122","北京市市辖区怀柔区","重庆市四季青阜石路西山国际城甲69号11号楼107","13503654605","2013/9/17","2018/9/16","公路运输","福建发展高速公路股份有限公司",""
"30","藏A49130","袁岚","632322197504278243","青海省黄南藏族自治州尖扎县","贵州省贵阳市二拨子工业园区中路102号","13201153291","2014/2/19","2018/2/18","管道运输服务","绍兴奥宇物流有限公司",""
"31","新Q35075","云欢希","360429197207077982","江西省九江市湖口县","北京市王府井大街277号平房30,31,32栋","13003824683","2013/3/15","2016/3/14","管道运输服务","上海莅翔物流有限公司",""
"32","陕J58028","姜明","360428198405213962","江西省九江市都昌县","陕西省延安市大栅栏西街88号","15601716082","2010/1/4","2015/1/3","缆车运输","深圳市金旺通物流有限公司",""
"33","新K57584","徐锦璐","420506197606197482","湖北省宜昌市夷陵区","北京市国贸附近","13802842882","2011/3/29","2013/3/28","管道运输服务","无锡博跃运输有限公司",""
"34","鄂A72148","韩亮","310118197309031228","上海市市辖区青浦区","广东省揭阳市北青云路青云小区","15504455083","2013/9/16","2016/9/15","管道运输服务","佛山景途物流有限公司 ",""
"35","鄂A13254","殷博","431222198209268769","湖南省怀化市沅陵县","江苏省常州市青年沟路西50米","15500644775","2014/1/15","2019/1/14","公路运输","广 州 穗 新 物 流 有 限 公 司",""
"36","津B46097","范滢","530702197306089468","云南省丽江市古城区","北京市朝阳路八里庄东里1号莱锦a区3号楼","13701381350","2013/1/2","2017/1/1","索道运输","广州陆立达物流有限公司",""
"37","京A40028","葛磊","350802198312122038","福建省龙岩市新罗区","天津市马连洼北路15号","13206817832","2009/8/20","2011/8/20","水路运输服务","华富康物流（深圳）有限公司",""
"38","云H52729","魏安江","500111198010226689","重庆市市辖区大足区","海南省海口市亦庄荣昌东街地铁站旁","13704422226","2012/8/3","2015/8/3","索道运输","华富康物流（深圳）有限公司",""
"39","皖N56392","彭胜","610322198203212916","陕西省宝鸡市凤翔县","北京市十八里店周庄嘉园C区4号院西门北200米","15200215758","2013/10/29","2017/10/28","水路运输服务","广深铁路股份有限公司",""
"40","蒙M46794","武裕","231084198211179155","黑龙江省牡丹江市宁安市","甘肃省酒泉市王府井大街277号平房30,31,32栋","15507259047","2009/9/24","2011/9/24","水路运输服务","石家庄市飞驰物流有限公司",""
"41","黑H87901","邹露凡","441827197609199138","广东省清远市","浙江省宁波市亚运村北苑路安慧里四区15号楼","15207555124","2009/7/27","2014/7/26","管道运输服务","上海徽事物流有限公司",""
"42","云N45072","武珠","220882198107043576","吉林省白城市大安市","山西省忻州市北京朝阳区光华路soho219","13700916945","2014/5/28","2016/5/27","缆车运输","中海发展股份有限公司",""
"43","辽P72594","姜友","441826198003121634","广东省清远市连南瑶族自治县","陕西省铜川市百子湾路16号","15604262188","2010/7/29","2015/7/28","航空运输服务","广东智慧物流有限公司",""
"44","新N43999","洪梦姬","421181197703162177","湖北省黄冈市麻城市","广东省河源市盘营沟路首城国际22号楼","15803668921","2009/11/17","2012/11/16","航空运输服务","成都川明物流有限公司",""
"45","川J65545","傅辰","340700197603291016","安徽省铜陵市","甘肃省庆阳市回龙观新龙城北街北区15号","13705145980","2013/3/1","2018/2/28","索道运输","上海黎里物流有限公司",""
"46","新Q48472","平璧","532931198203199805","云南省大理白族自治州剑川县","辽宁省大连市二拨子工业园区中路102号","13900717451","2014/1/19","2016/1/19","缆车运输","江西振邦物流有限公司",""
"47","川F45308","白娥悦","632621197808152228","青海省果洛藏族自治州玛沁县","天津市石景山路2号北京台湾街C01区3号楼","15608788290","2010/7/25","2014/7/24","索道运输","东莞市宏瑞物流有限公司",""
"48","藏G47330","邢心","150581197503015272","内蒙古自治区通辽市霍林郭勒市","重庆市黄村镇滨河街5号","13508500270","2011/10/7","2013/10/6","管道运输服务","广州奋发物流公司",""
"49","鲁G88940","丁力","431002197602061569","湖南省郴州市北湖区","北京市春泽路与临泓路交叉口南行80米路西","13306114663","2013/1/3","2017/1/2","水路运输服务","佛山市鑫发物流有限公司",""
"50","皖G46615","纪乐","420900197605018018","湖北省孝感市","云南省玉溪市北京朝阳区光华路soho219","15105208012","2013/3/26","2015/3/26","水路运输服务","苏州凯昌物流有限公司",""
"51","闽E51097","董民民","321003196912077881","江苏省扬州市邗江区","江西省萍乡市站前街8号院","13208881863","2011/4/26","2013/4/25","公路运输","邯郸市鑫泰物流有限公司",""
"52","苏N67220","左珊艺","340202197412065038","安徽省芜湖市镜湖区","北京市古城小街8号","15902668880","2013/6/26","2018/6/25","缆车运输","陕西祥达物流有限公司",""
"53","湘G98570","于雁玉","411121197002061447","河南省漯河市舞阳县","上海市马连洼北路15号","13400066995","2010/7/22","2014/7/21","水路运输服务","东莞聚海进出口有限公司",""
"54","鲁E81535","穆荔","331004197512061465","浙江省台州市路桥区","云南省丽江市回龙观西大街9号","15204348340","2014/3/7","2018/3/6","公路运输","江西鑫马通物流有限公司",""
"55","黑F24040","裴龙康","350722198111179483","福建省南平市浦城县","湖北省宜昌市站前街8号院","13407086653","2011/1/10","2016/1/9","航空运输服务","东莞聚海进出口有限公司",""
"56","黑B58483","孔锦","422801197906032475","湖北省恩施土家族苗族自治州恩施市","天津市东直门内大街5号楼","13805383295","2013/6/9","2016/6/8","缆车运输","上海德晏国际物流有限公司",""
"57","蒙G40372","叶馨","511527197312025488","四川省宜宾市筠连县","上海市长辛店东三坡三里58号","15304190728","2009/9/24","2012/9/23","缆车运输","合肥快达快运物流公司",""
"58","沪D68365","程致","320724198005135676","江苏省连云港市灌南县","重庆市东三环富力广场北天之骄子1-2","15802454905","2012/2/14","2017/2/12","缆车运输","上海良展物流有限公司",""
"59","沪D38721","谭诚","350526198006134941","福建省泉州市德化县","上海市回龙观镇北清路1号院8号楼","15102651667","2013/3/29","2015/3/29","缆车运输","杭州成辉物流公司",""
"60","浙B74364","成兰蓓","430702198208031217","湖南省常德市武陵区","天津市回龙观西大街9号","15601907837","2010/3/12","2013/3/11","航空运输服务","邯郸市鑫泰物流有限公司",""
"61","湘K15979","施承超","320206196912227476","江苏省无锡市惠山区","甘肃省金昌市北京丰台区临泓路1号","15100383999","2014/4/8","2019/4/7","缆车运输","大连忠进国际货运有限公司",""
"62","粤N64869","武树","420323198107035493","湖北省十堰市竹山县","安徽省淮南市立汤路与立军路交汇处西南角","13407292991","2013/4/18","2016/4/17","缆车运输","上海德晏国际物流有限公司",""
"63","浙E76645","盛祥维","451229198311165112","广西壮族自治区河池市大化瑶族自治县","天津市双花园南里三区23号楼103室","15306397850","2011/11/27","2014/11/26","索道运输","成都国鼎物流运输有限公司",""
"64","川E37540","范伦民","150526197401121520","内蒙古自治区通辽市扎鲁特旗","湖南省永州市二拨子工业园区中路102号","15105397604","2010/12/12","2013/12/11","缆车运输","深圳海远物流有限公司",""
"65","陕G62280","郭馥荔","130527197208153311","河北省邢台市南和县","福建省三明市四季青阜石路西山国际城甲69号11号楼107","13005350625","2012/10/18","2015/10/18","索道运输","深圳信成通国际物流有限公司",""
"66","新E99991","祝昭","350502197804137054","福建省泉州市鲤城区","北京市神路街39号","13901125938","2011/11/24","2015/11/23","航空运输服务","广 州 穗 新 物 流 有 限 公 司",""
"67","粤B90941","甘蕊梦","469022197909015462","海南省省直辖县级行政区划屯昌县","北京市站前街8号院","13801125544","2011/8/31","2016/8/29","缆车运输","石家庄正泰物流有限公司",""
"68","苏D92641","邓妍丹","610300197504206344","陕西省宝鸡市","天津市东三环富力广场北天之骄子1-2","15707176808","2012/12/25","2014/12/25","索道运输","上海隆贤国际货运代理有限公司",""
"69","湘E10093","史林茂","330921197111285438","浙江省舟山市岱山县","黑龙江省伊春市石景山路2号北京台湾街C01区3号楼","15806065162","2011/8/10","2015/8/9","索道运输","广东智慧国际物流有限公司",""
"70","晋D10969","柳国震","350581197507072504","福建省泉州市石狮市","福建省泉州市二拨子工业园区中路102号","13600068569","2010/9/15","2014/9/14","索道运输","广州奋发物流公司",""
"71","藏C52781","崔航若","410700198006123849","河南省新乡市","陕西省宝鸡市古城小街8号","13208378823","2013/1/3","2018/1/2","索道运输","石家庄正泰物流有限公司",""
"72","皖M19401","汪之哲","330110197309083733","浙江省杭州市余杭区","天津市复兴路五棵松乐视体育生态中心","13707340816","2009/8/7","2011/8/7","公路运输","东莞聚海进出口有限公司",""
"73","桂F64668","葛仪菊","441225197911185144","广东省肇庆市封开县","福建省三明市南环路53号悦荟万科广场B1","13600742759","2010/11/13","2014/11/12","航空运输服务","上海隆岳物流有限公司",""
"74","浙H63205","贺寒","513333197104204126","四川省甘孜藏族自治州色达县","山东省烟台市田村路京粮广场2楼","13600505347","2012/8/14","2016/8/13","管道运输服务","佛山德兴货运公司",""
"75","浙E67111","宋梅悦","150826197602287624","内蒙古自治区巴彦淖尔市杭锦后旗","天津市朝阳公园路好运街B12","13005584946","2010/7/8","2014/7/7","公路运输","上海隆岳物流有限公司",""
"76","皖G13940","柯翠","441900198403103089","广东省东莞市","陕西省咸阳市回龙观新龙城北街北区15号","13305342832","2011/7/21","2016/7/19","缆车运输","合肥皖北物流公司",""
"77","赣C24316","严旭","510700197501153219","四川省绵阳市","浙江省绍兴市垂杨柳中街6号楼西侧平房","15101385835","2011/9/6","2013/9/5","管道运输服务","长航凤凰股份有限公司",""
"78","鄂H51169","裴健良","210381197005111992","辽宁省鞍山市海城市","贵州省安顺市毛纺西小区旁","15907627771","2011/3/30","2015/3/29","管道运输服务"," 江西长运股份有限公司",""
"79","辽H45477","赵妍瑾","411081197808151890","河南省许昌市禹州市","江苏省淮安市北青云路青云小区","13102591496","2012/10/20","2016/10/19","缆车运输","广 州 穗 新 物 流 有 限 公 司",""
"80","桂A50287","杜琦昭","610202198211143599","陕西省铜川市王益区","北京市二拨子工业园区中路102号","15002310910","2010/3/15","2012/3/14","航空运输服务","东莞市豪运物流有限公司",""
"81","晋D77468","诸云","410211197007212688","河南省开封市金明区","北京市来广营乡红军营村","15704502899","2013/4/4","2017/4/3","索道运输","成都腾锦物流有限公司",""
"82","辽N73643","纪冰","230224197605267632","黑龙江省齐齐哈尔市泰来县","重庆市塔营北街北双桥村村委会西行10米","15907236302","2012/6/30","2014/6/30","公路运输","兰州华翔物流有限公司",""
"83","琼C72205","龚宏","410581197005108159","河南省安阳市林州市","北京市站前北街","13304041853","2011/7/17","2015/7/16","缆车运输","义乌市声远国际货运代理有限公司",""
"84","甘M27668","庞坚彪","520122197904013537","贵州省贵阳市息烽县","山东省威海市来广营乡红军营村","13301446986","2010/8/5","2014/8/4","管道运输服务","深圳市科达宇物流有限公司",""
"85","湘L94481","顾莲","654026198011025570","新疆维吾尔自治区伊犁哈萨克自治州昭苏县","山东省青岛市国贸附近","13105738190","2013/6/8","2016/6/7","航空运输服务","衡水市金朝物流有限公司",""
"86","贵H57958","季伊宁","510811197802205649","四川省广元市昭化区","黑龙江省大庆市花园路8号","15108344667","2013/6/30","2015/6/30","管道运输服务","深圳市满顺通物流有限公司",""
"87","川A85460","伏春","659003198201182604","新疆维吾尔自治区自治区直辖县级行政区划图木舒克市","浙江省宁波市花园路8号","13208250576","2011/8/11","2013/8/10","管道运输服务","嘉辉物流有限公司",""
"88","新E38217","蒋云璐","350524198202095768","福建省泉州市安溪县","陕西省宝鸡市百子湾后现代城门口环岛北50米","13202257897","2009/9/16","2014/9/15","缆车运输","宁波福邦物流有限公司",""
"89","陕D39240","江强","220103197101097147","吉林省长春市宽城区","湖北省宜昌市十八里店周庄嘉园C区4号院西门北200米","13703157482","2012/2/8","2016/2/7","管道运输服务","合肥运达快运物流公司",""
"90","皖F52852","邬富健","450681197101241545","广西壮族自治区防城港市东兴市","上海市昌崔路北邵洼地铁附近","15701136700","2010/11/4","2014/11/3","公路运输","嘉邦物流有限公司",""
"91","闽G76165","侯瑾","231003197608025922","黑龙江省牡丹江市阳明区","北京市北青云路青云小区","15801024085","2009/12/11","2011/12/11","公路运输","东莞市远帆物流运输有限公司",""
"92","黑E22627","彭顺","220500197409149763","吉林省通化市","广东省汕头市民旺北胡同民旺园","13405212078","2013/10/11","2018/10/10","公路运输","东莞市宏图物流有限公司",""
"93","蒙C78684","李茂厚","150522198112121240","内蒙古自治区通辽市科尔沁左翼后旗","安徽省蚌埠市东直门内大街10号楼-3号","13903871972","2010/6/24","2013/6/23","索道运输","合肥运达快运物流公司",""
"94","粤S61274","雷希","411202197404114089","河南省三门峡市湖滨区","安徽省淮南市机场生活区西平街一号","13802331965","2013/12/2","2016/12/1","航空运输服务","武汉鸿运物流公司",""
"95","豫Q87380","谈星敬","150400198102268033","内蒙古自治区赤峰市","海南省三亚市北京丰台区临泓路1号","15004594121","2013/10/13","2018/10/12","水路运输服务","深圳市满顺通物流有限公司",""
"96","沪D61213","殷纨","340200197208258542","安徽省芜湖市","重庆市机场生活区西平街一号","15106682276","2009/12/5","2013/12/4","索道运输","北京金百顺运输有限公司",""
"97","渝A74542","严希","411300197402264107","河南省南阳市","黑龙江省伊春市黄寺大街佰隆大厦4层","15003026809","2009/8/22","2012/8/21","公路运输","佛山市鑫发物流有限公司",""
"98","赣C20103","罗艺","430522197905198641","湖南省邵阳市新邵县","天津市二拨子工业园区中路102号","13401956924","2014/2/26","2016/2/26","缆车运输","北京鑫源晟货运有限公司",""
"99","赣L50905","韩轮盛","130424197305141706","河北省邯郸市成安县","江西省鹰潭市青年沟路西50米","15501668759","2012/1/28","2014/1/27","索道运输","苏州稳之捷物流公司",""
"100","鲁A74267","汤韵","450105196910256433","广西壮族自治区南宁市江南区","陕西省西安市大栅栏西街88号","15708471733","2010/2/10","2012/2/10","索道运输","上海隆贤国际货运代理有限公司",""
"101","蒙H26711","丁中","620402197012043218","甘肃省白银市白银区","天津市春泽路与临泓路交叉口南行80米路西","13404842524","2013/5/9","2017/5/8","航空运输服务","北京金百顺运输有限公司",""
"102","蒙L14831","项富","610124197809187223","陕西省西安市周至县","河南省新乡市朝阳路八里庄东里1号莱锦a区3号楼","15604976525","2013/5/17","2016/5/16","索道运输","惠州市鑫驰通物流有限公司",""
"103","鄂F84091","杨贞荔","522627198402062176","贵州省黔东南苗族侗族自治州天柱县","河北省张家口市百子湾后现代城门口环岛北50米","15000542015","2011/6/7","2015/6/6","管道运输服务","上海皓珍物流有限公司",""
"104","沪D51789","钱宏","131182197512212202","河北省衡水市深州市","北京市长辛店东三坡三里58号","13503791284","2014/5/31","2018/5/30","航空运输服务","石家庄正泰物流有限公司",""
"105","渝H27416","崔娥","350502197802061926","福建省泉州市鲤城区","山西省忻州市开放路113号南四层609室","15707051796","2013/10/31","2017/10/30","缆车运输","陕西祥达物流有限公司",""
"106","浙C19542","狄雁","650104198302196265","新疆维吾尔自治区乌鲁木齐市新市区","陕西省咸阳市古城小街8号","13507747721","2012/10/30","2016/10/29","公路运输","安诚物流有限公司",""
"107","闽B63546","童敬裕","340504197806286250","安徽省马鞍山市雨山区","北京市黄村镇滨河街5号","15601119003","2012/2/21","2015/2/20","缆车运输","佛山市历胜物流有限公司",""
"108","贵H24062","梅彩","445200197909083205","广东省揭阳市","吉林省吉林市广顺南大街悠乐汇610号楼107室","13800288222","2014/1/5","2019/1/4","航空运输服务","深圳海远物流有限公司",""
"109","甘C95389","邹瑞馨","632525197605133570","青海省海南藏族自治州贵南县","山西省晋城市北七家镇燕城苑南区","15605278896","2012/12/28","2017/12/27","水路运输服务","广州奋发物流公司",""
"110","蒙F49254","安风广","410704197810304167","河南省新乡市凤泉区","贵州省遵义市机场生活区西平街一号","13007538381","2011/7/4","2013/7/3","水路运输服务","邯郸市银通物流有限公司",""
"111","豫N59057","邬鹏航","120113197609112593","天津市市辖区北辰区","天津市朝阳路八里庄东里1号莱锦a区3号楼","13800888208","2012/4/29","2015/4/29","管道运输服务","衡水市金朝物流有限公司",""
"112","琼B71093","贾才","630104197108111666","青海省西宁市城西区","广东省广州市立汤路与立军路交汇处西南角","13402158488","2012/9/30","2014/9/30","索道运输","石家庄市飞驰物流有限公司",""
"113","鄂D83404","高旭毅","130684198402051080","河北省保定市高碑店市","天津市陆港城商业步行街内104-105号","15106336228","2011/4/30","2014/4/29","公路运输","广东奋发物流有限公司",""
"114","青E68792","路素","520402196908172400","贵州省安顺市西秀区","河北省衡水市东三环富力广场北天之骄子1-2","13105160040","2012/3/28","2014/3/28","管道运输服务","东莞聚海进出口有限公司",""
"115","鄂F34808","甘欣","450702197606084472","广西壮族自治区钦州市钦南区","辽宁省抚顺市北青云路青云小区","13201472137","2013/11/23","2017/11/22","水路运输服务","福建发展高速公路股份有限公司",""
"116","冀F66776","赵红枝","469005197509306304","海南省省直辖县级行政区划文昌市","重庆市四季青阜石路西山国际城甲69号11号楼107","15505826388","2013/8/16","2016/8/15","索道运输","北京鑫源晟货运有限公司",""
"117","苏H17150","柯友发","653000197309223909","新疆维吾尔自治区克孜勒苏柯尔克孜自治州","上海市北京朝阳区光华路soho219","13702371345","2010/4/20","2015/4/19","水路运输服务","中海发展股份有限公司",""
"118","琼B59047","柯红娜","211281197205022792","辽宁省铁岭市调兵山市","山西省阳泉市礼贤街西口往东100米路北","15600261302","2010/8/27","2015/8/26","航空运输服务","大秦铁路",""
"119","冀G84543","贾莺桂","440305196911281402","广东省深圳市南山区","天津市昌崔路北邵洼地铁附近","15902990881","2014/5/1","2017/4/30","航空运输服务","邯郸市银通物流有限公司",""
"120","赣F77714","闵龙","632200197811165455","青海省海北藏族自治州","浙江省温州市马连洼北路15号","13908433050","2014/5/11","2017/5/10","公路运输","湖北宜昌交运集团",""
"121","川H79753","韩毓婵","511702198107139106","四川省达州市通川区","福建省三明市成寿寺路136号中海城7号楼101-7室","15801520409","2011/9/20","2015/9/19","缆车运输","兰州华翔物流有限公司",""
"122","陕E54451","莫凝","511123198304046945","四川省乐山市犍为县","陕西省铜川市东四北大街甲82-1号","15108637449","2010/6/3","2012/6/2","水路运输服务","杭州金航物流有限公司",""
"123","黑A71327","水光","511723197102284654","四川省达州市开江县","天津市神路街39号","13603050774","2012/8/21","2017/8/20","索道运输","吉林省华远物流有限公司",""
"124","辽P31889","祁羽","410711198105249967","河南省新乡市牧野区","江苏省南京市百子湾路29号","13506795651","2013/1/30","2018/1/29","航空运输服务","东莞北城物流有限公司",""
"125","宁C54896","郭兰","371328197506128767","山东省临沂市蒙阴县","云南省丽江市来广营乡红军营村","15804835457","2012/7/7","2016/7/6","管道运输服务","湖北宜昌交运集团",""
"126","冀A10219","贺才","431302197401071988","湖南省娄底市娄星区","河南省漯河市黄寺大街佰隆大厦4层","15105370317","2009/12/17","2011/12/17","公路运输","苏州稳之捷物流公司",""
"127","沪A63110","史舒","130724197303242611","河北省张家口市沽源县","天津市春泽路与临泓路交叉口南行80米路西","13505041151","2011/2/6","2015/2/5","索道运输","大连忠进国际货运有限公司",""
"128","藏F23056","乐航士","450303197003125923","广西壮族自治区桂林市叠彩区","重庆市黄寺大街佰隆大厦4层","15807067959","2010/9/19","2012/9/18","缆车运输","北京风顺物流公司",""
"129","豫L67749","熊成","420583197410086292","湖北省宜昌市枝江市","山西省忻州市复兴路五棵松乐视体育生态中心","13405208168","2011/11/8","2015/11/7","公路运输","广州祥溢物流有限公司",""
"130","津E31911","邢莺","532522198405138014","云南省红河哈尼族彝族自治州","河北省沧州市东直门内大街15-7号","13304356049","2014/5/1","2018/4/30","公路运输","佛山景途物流有限公司 ",""
"131","吉G65399","闵才义","610902198304291684","陕西省安康市汉滨区","安徽省芜湖市建国路京通大厦附近","13208162751","2012/10/28","2014/10/28","公路运输","上海良展物流有限公司",""
"132","津E47902","莫婕","620923198310211005","甘肃省酒泉市肃北蒙古族自治县","河北省张家口市田村路京粮广场2楼","13704770824","2012/7/13","2014/7/13","缆车运输","苏州永利达物流有限公司",""
"133","辽P38471","童启彪","451421198302179626","广西壮族自治区崇左市扶绥县","广东省珠海市马连洼北路15号","13005634350","2011/12/24","2013/12/23","索道运输","东莞市远帆物流运输有限公司",""
"134","黑G24399","冯信学","610624198401208120","陕西省延安市安塞县","北京市广顺北大街六佰本商业街","15204092156","2009/10/12","2011/10/12","管道运输服务","石家庄飞驰物流公司",""
"135","川C35046","汤承伯","152500197407129090","内蒙古自治区锡林郭勒盟","辽宁省抚顺市红霞中路北京荣源兴业水站旁","13604558420","2014/5/21","2017/5/20","水路运输服务","合肥皖北物流公司",""
"136","鲁H76605","童朋","431121197306124693","湖南省永州市祁阳县","四川省自贡市王府井大街277号平房30,31,32栋","13504088557","2011/5/22","2016/5/20","管道运输服务","石家庄飞驰物流公司",""
"137","琼C72310","傅柔惠","360203197609142476","江西省景德镇市珠山区","吉林省通化市青年沟路西50米","13302547550","2010/5/3","2012/5/2","水路运输服务","深圳市润成通国际货运代理有限公司",""
"138","宁C58423","莫秀","610632198002213695","陕西省延安市黄陵县","吉林省白城市复兴路五棵松乐视体育生态中心","13703345312","2012/11/23","2017/11/22","公路运输","中国东方航空股份有限公司",""
"139","豫G51887","杜澜聪","654024197201316544","新疆维吾尔自治区伊犁哈萨克自治州巩留县","贵州省安顺市古城小街8号","15801905685","2011/7/2","2015/7/1","公路运输"," 江西长运股份有限公司",""
"140","辽K73426","姚寒月","320116197704072624","江苏省南京市六合区","江西省鹰潭市双花园南里三区23号楼103室","13405625203","2010/7/12","2015/7/11","水路运输服务","苏州凯昌物流有限公司",""
"141","青C88338","毕珍","130803197211073793","河北省承德市双滦区","天津市古城小街8号","15604948392","2011/7/16","2015/7/15","索道运输","山东航空股份有限公司",""
"142","京E55450","戴寒环","530126198404095085","云南省昆明市石林彝族自治县","河北省石家庄市良乡镇北潞园小区","15305647660","2010/8/12","2013/8/11","管道运输服务","佛山市南海区隆晟货运部",""
"143","藏D94363","孟锦","611000197508097145","陕西省商洛市","北京市百子湾路16号","15305436370","2014/6/13","2016/6/12","航空运输服务","中国东方航空股份有限公司",""
"144","桂F40113","云利","130705197901166582","河北省张家口市宣化区","上海市朝阳路八里庄东里1号莱锦a区3号楼","15000857655","2012/10/14","2016/10/13","缆车运输"," 江西长运股份有限公司",""
"145","湘G93313","邹仪","431122197104303204","湖南省永州市东安县","云南省昭通市春泽路与临泓路交叉口南行80米路西","15002742882","2013/11/14","2015/11/14","公路运输","海口市日鑫物流有限公司",""
"146","辽K95535","韩琰莺","451223197207197065","广西壮族自治区河池市凤山县","河南省郑州市十八里店周庄嘉园C区4号院西门北200米","15908376249","2011/9/16","2015/9/15","航空运输服务","义乌市声远国际货运代理有限公司",""
