"33","李桂花","女","汉族","2014-01-27","131512201401278927","山西省琳市","宁夏回族自治区太原市南湖贵阳街I座 ","萧山市新湾镇共和小学","刘帅","350210198909023320","湖南省婷县六枝特邹街r座 849552","15364390622","苗丹","15947752447","兰金电子科技有限公司","公司职工","2016-10-01","帮扶结束","刘俊","1974-09-23","15986104399","爷爷","个体","宁夏回族自治区太原市南湖贵阳街I座 794010"
"34","谷平","男","汉族","2008-06-19","371617200806199133","吉林省斌市","江西省秀梅县安次伍街t座 ","萧山市新湾镇共和小学","高桂花","341424197912283229","青海省建国县山亭陈路i座 500142","18610968654","周彬","13951996728","彩虹传媒有限公司","总经理","2015-07-08","帮扶结束","汪芳","1971-03-11","13647308153","叔叔","职工","江西省秀梅县安次伍街t座 797572"
"35","鲍兵","女","汉族","2008-07-29","450918200807294166","陕西省鑫市","河北省澳门县东城张路u座 ","乐清市柳市沙岙小学","陈秀梅","121706198410051373","内蒙古自治区玉英市南溪重庆街i座 634995","15893192396","周伟","14582040773","华泰通安传媒有限公司","总经理","2014-03-21","帮扶结束","萧彬","1987-02-13","13214789276","阿姨","个体","河北省澳门县东城张路u座 464483"
"36","王刚","女","汉族","2012-07-08","460602201207089228","吉林省莹市","辽宁省强县沙市杨路q座 ","桐乡市中山路小学","帅琴","431015198102018068","安徽省上海县上街楼街a座 652009","13622210159","张莉","13095775489","凌颖信息信息有限公司","总监","2016-10-01","帮扶结束","郭玉珍","1968-09-23","15964635156","阿姨","职工","辽宁省强县沙市杨路q座 902608"
"37","张东","男","汉族","2009-08-20","501007200908202676","安徽省佳市","甘肃省哈尔滨市永川南京街u座 ","萧山市新湾镇共和小学","吴波","430202197512056542","新疆维吾尔自治区太原县六枝特乌鲁木齐路x座 802782","18289687037","龙欣","13383312988","时空盒数字信息有限公司","总经理","2015-07-08","帮扶中","马秀珍","1969-04-07","14703012751","爷爷","个体","甘肃省哈尔滨市永川南京街u座 549444"
"38","徐丽","男","汉族","2013-02-09","450422201302094179","湖北省兴城市","陕西省宁德市长寿杨街D座 ","萧山市新湾镇共和小学","兰丽华","710420198202058285","西藏自治区伟县秀英北镇街v座 674274","18627099887","单莹","13865264285","银嘉信息有限公司","公司职工","2015-07-08","帮扶中","刘明","1976-11-25","18246614628","阿姨","个体","陕西省宁德市长寿杨街D座 216229"
"39","胡淑华","男","汉族","2008-03-28","110315200803282530","河南省六安市","宁夏回族自治区汕尾市萧山蔡路N座 ","苍南县龙沙乡安丰村完全小学","张龙","230519199405308291","西藏自治区晨县清浦呼和浩特街E座 536064","18169052410","张倩","13011373777","南康传媒有限公司","总经理","2016-10-01","帮扶结束","杨敏","1971-11-25","13326891062","叔叔","无业","宁夏回族自治区汕尾市萧山蔡路N座 971828"
"40","陈飞","男","汉族","2011-10-05","631610201110058116","广东省重庆市","陕西省春梅县梁平刘路h座 ","桐乡市中山路小学","何岩","501103199001109888","山东省辉市沙湾银川路p座 330089","13196671514","罗英","13530954345","华泰通安科技有限公司","公司职工","2016-10-01","帮扶中","汪雪梅","1974-03-28","15225226110","爷爷","职工","陕西省春梅县梁平刘路h座 448808"
"41","陈兰英","女","汉族","2008-09-14","140422200809149400","福建省梧州市","湖南省潜江县孝南太原路f座 ","萧山市新湾镇共和小学","傅玉","310416198610281921","黑龍江省兰州市沈北新王路y座 601702","15944937774","刘秀珍","15818844172","国讯网络有限公司","公司职工","2016-10-01","帮扶中","汤春梅","1973-05-04","13719274215","阿姨","职工","湖南省潜江县孝南太原路f座 117250"
"42","黄淑华","男","汉族","2011-03-20","421514201103205070","福建省关岭市","河南省兰州县长寿柳州路n座 ","乐清市柳市沙岙小学","陈晶","651517198203182433","福建省成都市秀英重庆路p座 944205","13389595278","李丽","13059122581","时刻传媒有限公司","总监","2015-07-08","帮扶结束","黄东","1984-04-05","15340387312","叔叔","无业","河南省兰州县长寿柳州路n座 973150"
"43","邱坤","男","汉族","2009-08-07","231802200908073516","安徽省北京市","吉林省石家庄市安次俞路t座 ","苍南县龙沙乡安丰村完全小学","燕丽娟","441222199004268593","四川省玉英县白云徐街j座 641096","13611356469","魏旭","18778274960","创亿网络有限公司","公司职工","2015-07-08","帮扶结束","范浩","1966-11-18","15039489024","阿姨","无业","吉林省石家庄市安次俞路t座 219947"
"44","刘婷婷","女","汉族","2009-05-13","651409200905138009","浙江省红市","云南省玲县浔阳廖街X座 ","萧山市新湾镇共和小学","黄建","360116198305151007","广西壮族自治区东莞市东丽郑街y座 941272","18802269445","谢云","18211235404","华成育卓网络有限公司","公司职工","2014-03-21","帮扶结束","刘鹏","1977-11-03","18686638685","阿姨","无业","云南省玲县浔阳廖街X座 254529"
"45","李成","男","汉族","2013-12-12","651409201312125834","辽宁省佛山市","内蒙古自治区勇市滨城陈路v座 ","桐乡市中山路小学","詹健","450115198602216200","陕西省梧州县东丽李街A座 882267","14516175472","刘静","14521634547","华成育卓传媒有限公司","总经理","2014-03-21","帮扶结束","黄小红","1959-10-04","15729944585","叔叔","无业","内蒙古自治区勇市滨城陈路v座 956593"
"46","张梅","女","汉族","2007-08-28","210524200708285065","陕西省娜市","广东省沈阳市西峰李街S座 ","桐乡市中山路小学","刘丽华","221615197608217157","西藏自治区金凤市大兴朱街f座 796744","15132828458","陈建","15237207581","联通时科科技有限公司","总监","2016-10-01","帮扶中","苏英","1968-01-22","15761794360","爷爷","个体","广东省沈阳市西峰李街S座 988775"
"47","李欣","男","汉族","2013-04-08","440906201304082034","青海省鑫市","广东省桂荣市花溪淮安街A座 ","乐清市柳市沙岙小学","郎磊","420606198102038668","吉林省玲县海陵张街U座 727368","15540385330","何莉","13028898130","戴硕电子科技有限公司","总经理","2015-07-08","帮扶中","修建华","1960-11-26","14588496522","爷爷","个体","广东省桂荣市花溪淮安街A座 592428"
"48","孙丽丽","女","汉族","2012-11-11","350813201211119823","浙江省秀英市","江西省六盘水县门头沟潮州街J座 ","乐清市柳市沙岙小学","岳俊","351623197501214722","吉林省长春县沈北新银川街y座 903124","13464322209","罗玉兰","13613806178","银嘉网络有限公司","公司职工","2014-03-21","帮扶中","邱林","1978-04-28","15065355887","阿姨","个体","江西省六盘水县门头沟潮州街J座 702547"
"49","赵佳","女","汉族","2011-03-03","610427201103039063","江苏省琴市","吉林省亮县和平李街X座 ","乐清市柳市沙岙小学","罗桂芝","411404198203164248","江西省伟县华龙汕尾路W座 639400","18523338099","陈玉兰","18682271976","凌云网络有限公司","总经理","2014-03-21","帮扶中","陈丹","1976-03-21","13086009703","阿姨","无业","吉林省亮县和平李街X座 717974"
"50","李雷","女","汉族","2008-06-02","321507200806025205","山西省兴安盟市","安徽省旭市翔安西安路g座 ","桐乡市中山路小学","李英","710111198203122477","青海省欢县安次陈路Q座 363128","18285882973","廖秀芳","15076518543","迪摩科技有限公司","总监","2014-03-21","帮扶中","孙涛","1980-05-15","18901735373","阿姨","职工","安徽省旭市翔安西安路g座 504787"
"51","梁晨","女","汉族","2009-06-10","441101200906103949","广东省玉兰市","新疆维吾尔自治区芳市萧山原路E座 ","乐清市柳市沙岙小学","钟淑华","450205198701192503","甘肃省玉英市金平济南路M座 287875","13948444192","任建军","13292426690","良诺传媒有限公司","总经理","2016-10-01","帮扶结束","童斌","1982-09-25","18833184398","阿姨","无业","新疆维吾尔自治区芳市萧山原路E座 724937"
"52","龙桂珍","女","汉族","2012-05-30","621125201205302680","湖南省辉市","四川省柳州县山亭辛集街I座 ","萧山市新湾镇共和小学","欧峰","210203199306148327","安徽省梅市黄浦张街Q座 666170","15836905718","杜婷","13297805934","凌云网络有限公司","总经理","2014-03-21","帮扶中","李辉","1962-06-27","18225928275","阿姨","职工","四川省柳州县山亭辛集街I座 596708"
"53","徐桂芳","男","汉族","2014-04-26","210127201404266076","黑龍江省丹市","河南省荣县清浦李街Z座 ","桐乡市中山路小学","刘博","451502197609187838","甘肃省台北县沙湾黄路F座 721876","18591092835","陈桂珍","15274914351","创联世纪传媒有限公司","总监","2015-07-08","帮扶中","钟瑞","1983-07-23","13888799430","阿姨","无业","河南省荣县清浦李街Z座 821677"
"54","张桂荣","男","汉族","2008-01-16","461812200801165216","黑龍江省荣市","西藏自治区雪县孝南济南街G座 ","乐清市柳市沙岙小学","刘平","321301198103223879","广西壮族自治区雪梅市牧野龙路X座 696602","18615880537","张辉","15160268263","黄石金承传媒有限公司","总经理","2015-07-08","帮扶结束","陈海燕","1981-05-18","13847088880","阿姨","无业","西藏自治区雪县孝南济南街G座 790644"
"55","周芳","女","汉族","2014-02-06","120607201402068903","河北省琳市","广东省小红县龙潭谭街K座 ","苍南县龙沙乡安丰村完全小学","王婷","121615197508054625","河北省合山市闵行章街S座 572910","15942793312","郭兵","13178315455","艾提科信科技有限公司","总监","2016-10-01","帮扶中","汤雷","1971-07-23","15173690484","爷爷","无业","广东省小红县龙潭谭街K座 672370"
"56","李浩","女","汉族","2015-04-15","340925201504157509","江西省兰州市","云南省台北县涪城兰州路l座 ","苍南县龙沙乡安丰村完全小学","方英","411024199107131619","内蒙古自治区辉县吉区王街f座 516837","13739396487","杨瑜","13795255518","昊嘉信息有限公司","公司职工","2014-03-21","帮扶中","杨丽丽","1978-01-04","15269896616","阿姨","无业","云南省台北县涪城兰州路l座 717644"
"57","杨丹","女","汉族","2012-08-12","211627201208123347","四川省淑华市","湖北省香港市沙湾许路W座 ","萧山市新湾镇共和小学","邓华","210205198003104693","安徽省香港县城北宁路n座 195961","15559337244","张林","13487749211","华泰通安网络有限公司","总经理","2015-07-08","帮扶结束","邱玉珍","1970-08-21","15038428139","叔叔","职工","湖北省香港市沙湾许路W座 908719"
"58","杜璐","男","汉族","2007-09-25","710821200709253236","吉林省秀云市","云南省辛集市东城陈路V座 ","萧山市新湾镇共和小学","吴峰","810318199004077060","江西省台北县徐汇张路E座 154094","15602833657","王桂荣","18558425744","彩虹科技有限公司","总经理","2014-03-21","帮扶结束","黄静","1974-12-21","18941967915","阿姨","职工","云南省辛集市东城陈路V座 561466"
"59","杨晶","女","汉族","2008-05-06","150315200805062041","福建省楠市","云南省太原市兴山杨街f座 ","桐乡市中山路小学","魏洁","141101197702246791","河南省凯县东丽武汉街d座 341789","15564885760","刘玉兰","18840340806","新格林耐特传媒有限公司","总监","2014-03-21","帮扶中","李建华","1986-01-23","18219046214","阿姨","无业","云南省太原市兴山杨街f座 614778"
"60","高颖","男","汉族","2011-05-14","811503201105141790","甘肃省长沙市","辽宁省楠县高明潜江街w座 ","萧山市新湾镇共和小学","黄秀云","631815199306175948","云南省建华市西峰林街z座 102299","13502779923","李楠","18840564657","惠派国际公司网络有限公司","公司职工","2014-03-21","帮扶中","王淑华","1975-07-24","18819390848","爷爷","个体","辽宁省楠县高明潜江街w座 298047"
"61","涂磊","女","汉族","2014-09-22","621411201409224945","辽宁省淑兰市","广东省海门市新城武汉路S座 ","苍南县龙沙乡安丰村完全小学","李涛","640203199303137221","广西壮族自治区长沙市清河乌鲁木齐街G座 550837","13593354049","郭涛","18081074893","思优信息有限公司","总监","2016-10-01","帮扶结束","姚波","1980-02-16","18762614656","爷爷","个体","广东省海门市新城武汉路S座 538122"
"62","黄红梅","男","汉族","2015-03-01","441609201503014273","四川省丽丽市","海南省石家庄县梁平香港街C座 ","桐乡市中山路小学","丁杰","440719197803236513","西藏自治区玉珍市双滦长沙街j座 535467","13681247317","张红","14577295293","兰金电子传媒有限公司","总经理","2014-03-21","帮扶中","卢丽娟","1960-10-23","13978527066","爷爷","个体","海南省石家庄县梁平香港街C座 774378"
"63","陈凤英","女","汉族","2012-10-19","520425201210197620","湖南省合山市","内蒙古自治区海口县江北李路F座 ","苍南县龙沙乡安丰村完全小学","田红梅","460611198002187129","福建省杨市六枝特刘路t座 535541","15276134059","徐杰","13691285692","雨林木风计算机科技有限公司","总经理","2015-07-08","帮扶结束","王佳","1962-01-25","13980174297","阿姨","职工","内蒙古自治区海口县江北李路F座 446844"
"64","李婷","男","汉族","2014-10-09","340127201410092072","辽宁省超市","江苏省桂珍市山亭通辽街S座 ","萧山市新湾镇共和小学","樊雪","410223198007093809","吉林省重庆县东丽杭州路U座 306289","13831943080","马淑华","13351276951","合联电子信息有限公司","总经理","2015-07-08","帮扶中","石磊","1986-01-03","18602230295","爷爷","无业","江苏省桂珍市山亭通辽街S座 629116"
"65","王芳","女","汉族","2013-12-25","211409201312259127","山东省北镇市","宁夏回族自治区洋县上街郑路e座 ","桐乡市中山路小学","马杨","110117198704243302","湖北省杰市永川柳州路q座 980570","15777647122","吴洁","13563715250","银嘉信息有限公司","总经理","2016-10-01","帮扶结束","张瑜","1983-10-15","15181437369","叔叔","个体","宁夏回族自治区洋县上街郑路e座 174357"
"66","梁丹丹","男","汉族","2012-02-09","211111201202098039","湖南省南京市","山西省萍县牧野永安路w座 ","苍南县龙沙乡安丰村完全小学","周鹏","230521198707142805","江西省超市和平嘉禾路j座 573295","15122640867","王婷","15256916672","天开传媒有限公司","总经理","2014-03-21","帮扶结束","汤艳","1971-05-18","13058879739","叔叔","职工","山西省萍县牧野永安路w座 302030"
"67","沈燕","男","汉族","2010-05-16","150318201005169296","广东省玉兰市","云南省嘉禾县东丽汕尾街Y座 ","苍南县龙沙乡安丰村完全小学","常佳","500919197711286239","黑龍江省秀珍市城北永安街O座 949085","18019683817","张颖","18860305246","飞海科技科技有限公司","公司职工","2016-10-01","帮扶中","万欣","1973-04-13","18249807188","阿姨","无业","云南省嘉禾县东丽汕尾街Y座 600347"
"68","彭金凤","男","汉族","2008-01-26","620425200801268657","山东省兴安盟市","云南省雪梅市双滦嘉禾街G座 ","萧山市新湾镇共和小学","张桂英","150327198004225475","甘肃省洋市静安呼和浩特路B座 499754","18856848830","吕帆","14577559062","兰金电子网络有限公司","总经理","2014-03-21","帮扶结束","黄凯","1988-01-01","18931044638","阿姨","无业","云南省雪梅市双滦嘉禾街G座 220137"
"69","梁桂英","男","汉族","2008-02-06","321403200802061053","吉林省大冶市","河南省芳县永川阎路K座 ","桐乡市中山路小学","张秀华","320313197408315039","江西省哈尔滨市六枝特刘路k座 865997","15068279505","高丹丹","15060106527","凌云科技有限公司","公司职工","2014-03-21","帮扶中","丛红梅","1984-10-07","14714528268","阿姨","无业","河南省芳县永川阎路K座 497093"
"70","林峰","男","汉族","2012-07-28","371117201207286010","湖北省太原市","江西省丽华市西夏刘路p座 ","桐乡市中山路小学","黄成","130121197705196032","河南省南京市华龙嘉禾路P座 747448","18281065125","刘强","18624900197","海创网络有限公司","总经理","2015-07-08","帮扶结束","彭婷婷","1959-11-25","13347896889","叔叔","个体","江西省丽华市西夏刘路p座 463457"
"71","许瑜","女","汉族","2014-06-10","431305201406101267","山东省俊市","安徽省西宁县东城赖街e座 ","萧山市新湾镇共和小学","邓凯","511126199102152747","海南省辛集县沙湾沈阳路k座 640806","15045450983","齐洁","18922718672","华远软件网络有限公司","总监","2016-10-01","帮扶结束","顾欣","1986-10-10","18878814985","叔叔","职工","安徽省西宁县东城赖街e座 934030"
"72","巩兰英","女","汉族","2011-03-21","111114201103218824","陕西省拉萨市","山东省海门县沙市沈阳街O座 ","萧山市新湾镇共和小学","罗建军","461827199105165687","西藏自治区张家港市安次李街d座 960206","18599431686","陈小红","13628772691","维涛传媒有限公司","公司职工","2016-10-01","帮扶结束","巩欣","1968-07-31","15784789741","阿姨","个体","山东省海门县沙市沈阳街O座 102414"
