"吴和","151726197612316261","双榆树西里双榆树三街3号","15804413082","1天","石家庄救助管理站","2019-03-11"
"姚新","151807198103187641","马家堡东路味多美旁","13302363016","519天","济南救助管理站","2019-05-29"
"庞信子","210327197205264431","成寿寺路205号","15908433600","205天","西安救助管理站","2019-05-02"
"宋壮","211117197209239594","005乡道与平沿路交叉口旁","13502245572","590天","长春救助管理站","2019-04-21"
"岑馥","211323199507301210","北太平庄路25号17栋豪威大厦B座首层","13305092330","575天","郑州救助管理站","2019-04-12"
"郑中","211521197010111969","东升科技园西小口66号东升凯莱酒店","13603055056","725天","郑州救助管理站","2019-06-12"
"任勇毅","211610199306266796","交大东路31号院6号楼西侧胡同里","15201265725","191天","西安救助管理站","2019-04-20"
"孙贞","211712197112038040","礼士胡同78号","13405180034","491天","长春救助管理站","2019-05-27"
"安毅","220603198009203583","槐柏树街北里甲2-4","13604874490","286天","兰州救助管理站","2019-03-13"
"阮菊","220616199601304606","南官房胡同5号","13301791427","550天","武汉救助管理站","2019-06-24"
"闵颖","220913199506089331","望京街道广顺北大街望京西园4区熊家城烤肉旁边","13702247872","67天","北京救助管理站 ","2019-04-03"
"水冠","221207199607016788","中关村南大街甲12号寰太大厦1楼","15102188770","292天","乌鲁木齐救助管理站","2019-04-19"
"卜全","221727199812064062","王府井大街138号北京apm5层","15902588860","355天","北京救助管理站 ","2019-05-29"
"廉宁","230101198811223128","北新华街96号","13803727038","169天","石家庄救助管理站","2019-06-26"
"戴竹霭","230510197403297131","绿地缤纷城2期3层","13201975742","951天","银川救助管理站","2019-06-03"
"窦子","230704198301017569","青塔小区秀园2号楼","13701157126","592天","长春救助管理站","2019-03-30"
"朱利清","230704198311302897","车站路37号","15204768911","583天","沈阳救助管理站","2019-04-26"
"华蓓","230725198205071766","东大街20号","13004652110","42天","沈阳救助管理站","2019-06-08"
"纪琴","230727198005305090","十八里店横街子16号","15200711971","879天","上海救助管理站","2019-05-13"
"奚琬茗","230919199007177268","顺沙路电信局往北200米","13301556072","152天","沈阳救助管理站","2019-06-28"
"黄致树","231307199103051831","垂杨柳北里2号楼对面","13908044900","938天","北京救助管理站 ","2019-05-25"
"章杰涛","231820197508111787","山湖路青龙湖公园","13600170698","865天","重庆救助管理站","2019-06-10"
"滕利清","310203198101247628","广渠路c号","13606492161","50天","乌鲁木齐救助管理站","2019-06-08"
"屈固之","310327197002187223","王府井步行街澳门中心3楼apm东面","13107690050","812天","上海救助管理站","2019-06-04"
"殷飞彬","310420199205113256","东直门外大街胡家园小区23号","13504625749","610天","南京救助管理站","2019-03-01"
"王蓓","310627197411203422","中关村南大街28号","15806065840","755天","西安救助管理站","2019-05-19"
"周秋","310703199004041702","百子湾沿海赛洛城二条下沉街3-32号","13805818503","811天","乌鲁木齐救助管理站","2019-05-13"
"俞艳","311502197007289912","亦庄经济技术开发区天宝南街上海沙龙商业街","15602291365","202天","兰州救助管理站","2019-05-06"
"闵霄","311827197002201447","卢庄村63号","15903943203","671天","银川救助管理站","2019-05-08"
"计达安","320216197303114021","司马台新村蔡家窝铺4-1号","13905004558","946天","石家庄救助管理站","2019-03-07"
"朱力","320228199611024824","牌坊胡同甲7号银河SOHOB座B1层","13306276440","901天","南京救助管理站","2019-06-27"
"屈燕彩","320308197006181837","长陵镇康陵村26号院","15208787219","409天","沈阳救助管理站","2019-05-26"
"郝瑶","321319197808213109","慈云寺住邦2000二号楼湘彤美食城","15607856770","7天","太原救助管理站","2019-03-19"
"汤翠雅","330218199308239959","十里堡北区18号楼南侧炫特区西门对面","15508354014","918天","沈阳救助管理站","2019-05-30"
"岑壮","330222197905163219","芳园西路6号颐锦广场","15602660685","455天","合肥救助管理站","2019-03-31"
"葛君琴","330918199401214326","中绦胡同甲2号","15007696735","228天","南京救助管理站","2019-03-21"
"廉悦昭","331306197109087598","回龙观文华西路文华市场8号","13300012160","628天","长春救助管理站","2019-03-07"
"席功","331523197609161407","太海路东50米","13500526590","492天","北京救助管理站 ","2019-04-30"
"狄莺","331617198307306509","东二环劲松九区907号楼","15103830573","55天","太原救助管理站","2019-04-15"
"贝会思","331812198306111776","土桥站锦武私房菜","13800561159","974天","北京救助管理站 ","2019-06-12"
"狄楠榕","340221197608098451","西客站南路东局乙8号","13501522317","269天","天津救助管理站","2019-03-10"
"史杰涛","340824197009203857","兴丰南大街96号附近","13702061413","347天","呼和浩特救助管理站","2019-03-06"
"邹奇","341428197511099284","大华山镇李家峪村张家台18号","15602521169","535天","郑州救助管理站","2019-03-18"
"伍翔旭","341715198211012814","东直门内大街144号","13007716568","964天","兰州救助管理站","2019-06-06"
"穆子","350117198303133455","花家地东路5号","13003104035","400天","太原救助管理站","2019-05-10"
"梁岩中","350209197802089649","安定门西大街3号","15706210581","260天","沈阳救助管理站","2019-06-25"
"闵光天","350801197111239405","玉渊潭南路专家公寓院","15503331569","586天","长春救助管理站","2019-06-22"
"蒋美娜","351020197510012018","回龙观新龙城公交站旁","13003417392","318天","南京救助管理站","2019-06-13"
"臧有","351721198909213687","紫竹院路80号","13403116909","466天","南京救助管理站","2019-05-09"
"严谦","351807198801286113","东柏街10号院5号楼105号1层","15706675473","71天","哈尔滨救助管理站","2019-05-26"
"钱素","360406199309014642","人大西门小南庄","15308016724","919天","银川救助管理站","2019-05-01"
"奚福","361517198102204577","前门大街30号","15504767878","836天","上海救助管理站","2019-03-31"
"唐雄琛","361522199103257012","常营中路8号","15807355975","565天","哈尔滨救助管理站","2019-05-21"
"金士以","361717199003051989","西八里庄路恩济里小区27号楼底商","15806941386","633天","长春救助管理站","2019-06-06"
"谈洁梅","370112199411105269","复兴门外大街15号长安商场5层","15007495465","531天","重庆救助管理站","2019-04-09"
"华乐","370820199507051635","新源街18号京客隆北","15008145302","79天","上海救助管理站","2019-03-23"
"陶壮","371121196911079362","金融大街甲9号金融街中心3层","13403310031","623天","西宁救助管理站","2019-04-08"
"魏洁梅","371617198408029460","大杨山森林公园内","13405643453","736天","太原救助管理站","2019-06-28"
"陶朗伯","410411198103185422","金宝街88号金宝汇购物中心5层","15906633826","266天","石家庄救助管理站","2019-04-15"
"戴荣","410418199507299530","建国门外大街灵通观临甲13号","13905072771","441天","银川救助管理站","2019-04-29"
"席哲","410716197007165413","张郭庄17号","15301893201","83天","石家庄救助管理站","2019-03-27"
"傅筠柔","411417199407274680","厂洼东一街3号","15802703421","915天","石家庄救助管理站","2019-04-08"
"施健世","420721199112041960","十里河闽龙广场4楼美食城","13505635268","705天","天津救助管理站","2019-04-26"
"许琰","420808199110092822","宝盛路宝盛里小区8号楼底商101号","13206122276","111天","天津救助管理站","2019-06-13"
"葛学祥","420917198410287854","怀北镇大水峪村192号","13401256642","895天","兰州救助管理站","2019-04-22"
"唐莎","421213197012307264","西翠路9号瑞成酒店二楼","13408116559","588天","天津救助管理站","2019-06-16"
"席松善","421313199305119956","东三环中路1号","15208138496","645天","太原救助管理站","2019-06-07"
"任心邦","421612197307014921","美术馆东街蒋家大院胡同8号","13805747591","145天","重庆救助管理站","2019-03-20"
"和新","421724197808303816","南半壁店东二街阿彪超市斜对面","13207762699","85天","重庆救助管理站","2019-04-02"
"何固之","430227199112114403","东大桥路三角地2号楼北侧","15506411040","785天","合肥救助管理站","2019-05-19"
"贺安","430512197001016813","西四南大街65号","15203652473","221天","西宁救助管理站","2019-03-10"
"元彬","430807199302139111","旧鼓楼大街51号","13206031650","525天","哈尔滨救助管理站","2019-05-04"
"赵明永","430908197007233503","双榆树北路59-1号楼","13004757238","152天","西安救助管理站","2019-06-16"
"席婷姣","430919198511089389","新华西街58号院西门金街B区1-276","15300746673","959天","郑州救助管理站","2019-04-25"
"苏聪澜","431226197904096390","建国门内大街28号民生金融中心C座3F","13006320759","1天","兰州救助管理站","2019-06-01"
"姜育","431617199001282138","东亚五环国际地商4号","13704757456","879天","兰州救助管理站","2019-03-15"
"邵安","440427198504308553","大成路23号2层","13902298657","784天","太原救助管理站","2019-06-24"
"鲍鹏泽","440608199709254526","角门北路5号","13404430016","299天","沈阳救助管理站","2019-06-15"
"闵昭","441307199409153033","三里屯幸福三村五巷","15007595042","396天","银川救助管理站","2019-04-02"
"顾承乐","450128199212134089","惠新西街4号","15502130805","714天","西宁救助管理站","2019-04-23"
"孙元全","450318197807206297","百子湾西里403号楼负一层","15008788464","506天","上海救助管理站","2019-06-26"
"于固之","450512199506155130","太阳宫中路12号凯德MALL4层","13702263154","889天","重庆救助管理站","2019-06-20"
"彭东文","451327197412222476","南四环中路城南嘉园14号楼华联公益西桥购物中心4层","15204227601","464天","哈尔滨救助管理站","2019-03-06"
"席玉","451526197901223509","小汤山大柳树环岛向东5公里路北","15300392031","104天","北京救助管理站 ","2019-05-07"
"昌菲寒","451628197905296684","京加路雁西湖北金隅水泥厂对面","13908066120","945天","乌鲁木齐救助管理站","2019-06-13"
"邹雪荣","460719198509295700","南新园16楼","15601678568","127天","天津救助管理站","2019-06-27"
"钱良海","460720199209239109","南新园16楼","13907045806","75天","重庆救助管理站","2019-04-27"
"和成","461002198405088970","南锣鼓巷小菊儿胡同63号胡同里的北京味儿老北京请您回家吃饭~","13307575259","11天","哈尔滨救助管理站","2019-05-28"
"戚玲","461006197312233137","广外大街马连道胡同内","13201557158","964天","哈尔滨救助管理站","2019-03-08"
"云承乐","461016199510233186","景明路8号院1号楼","15001578983","874天","济南救助管理站","2019-04-10"
"张军","461103198311227564","马连道南街1号附近","13804200952","225天","天津救助管理站","2019-06-22"
"皮信子","461116199608072996","草市街与徐尹路交口东北角徐辛庄电子工业技术学校西侧","15007398926","545天","西安救助管理站","2019-06-09"
"严东文","461524199001313006","阜成门内大街97号","13105223384","691天","郑州救助管理站","2019-04-11"
"吴咏卿","461827199204255500","恭俭胡同5巷5号","13604112559","729天","济南救助管理站","2019-05-31"
"王彪博","500126197105196051","石门村东路12号","15803628630","84天","银川救助管理站","2019-04-14"
"毛梁栋","500314197801134402","酒仙桥北路2号","15601985262","851天","西安救助管理站","2019-06-18"
"姜希","500316197711088297","南锣鼓巷菊儿胡同105号","15808382815","836天","石家庄救助管理站","2019-04-10"
"张善","500322199402061146","大华山镇李家峪村张家台18号","15203181290","648天","银川救助管理站","2019-05-08"
"祝之","500601199411253003","美术馆东街蒋家大院胡同8号","13306401456","71天","武汉救助管理站","2019-04-21"
"水群豪","500721198506063084","樱花园三区28楼","15603781672","132天","沈阳救助管理站","2019-03-26"
"章壮","500723199104298641","海淀太平路十七号院门口","13607512424","991天","乌鲁木齐救助管理站","2019-03-25"
"雷珍贞","501215199001051708","天通东苑一区50号楼","15705516840","376天","兰州救助管理站","2019-03-04"
"赵以","501710197707057595","王府井东街8号王府井希尔顿酒店5楼","15108673946","975天","天津救助管理站","2019-04-29"
"项乐","501724198401017193","定福皇庄回民小学斜对面","13306135247","787天","兰州救助管理站","2019-04-28"
"方保","501822199412205398","次渠家和新天地商贸中心","13903761030","477天","太原救助管理站","2019-05-08"
"苏伟刚","510604198107112537","中关村北一街二条西口","13203358887","317天","太原救助管理站","2019-05-19"
"乐庆","510903198211069195","展览馆路14号楼","15305066541","340天","重庆救助管理站","2019-04-27"
"杨山仁","511024199805171328","樊家村芳菲路8号商业楼","15903753506","420天","天津救助管理站","2019-04-20"
"施建家","511317197511152228","安定门内大街252号","13703936715","986天","太原救助管理站","2019-04-15"
"岑元全","511526198604173850","东长安街33号北京饭店C座7楼","15101264509","78天","天津救助管理站","2019-04-29"
"宋霭","511704198008039554","翠微路3号院翠微大厦西门对面","13900675699","296天","郑州救助管理站","2019-03-17"
"郎伟刚","520605197705255454","朝阳门南小街大方家胡同芳嘉园11号","15206657496","538天","长春救助管理站","2019-03-17"
"祁波宁","520620198305076763","石佛营东里甲1号","15907347498","713天","上海救助管理站","2019-04-08"
"邹国胜","520925197309018971","康健胡同2号","15805404485","264天","武汉救助管理站","2019-05-03"
"卜朋斌","521008197803308060","学清路58同城大楼D门内","15505817050","880天","石家庄救助管理站","2019-04-10"
"于飘育","521220199109158075","文学馆路芍药居16号楼","13607567565","954天","西安救助管理站","2019-03-16"
"蓝启","521401199904238335","东四五条139号","13306455310","123天","天津救助管理站","2019-03-15"
"毕中","521709198906187779","蒲芳路24-1号","15304502055","412天","南京救助管理站","2019-06-23"
"水固之","521724197212153562","康惠园2号院3号楼底商","13806296076","32天","上海救助管理站","2019-04-22"
"阮琼勤","530318197105087814","东三环中路环球金融中地下M楼","13502206620","598天","太原救助管理站","2019-03-23"
"凤致树","530518197908129531","交道口南大街秦老胡同20号","15106465071","168天","南京救助管理站","2019-04-20"
"花德","531024199309241809","东三环北路38号院 民生保险大厦3层","13208583854","71天","哈尔滨救助管理站","2019-06-11"
"何茗","531314197501241714","长虹东路旭辉天地2号楼底商","15502094980","180天","天津救助管理站","2019-04-01"
"严芬芳","531428197805026220","旧宫镇商业街甲61号","15702045388","684天","武汉救助管理站","2019-06-16"
"阮霭","540121197206085411","秋实街1号世代百货2层","13605170672","420天","沈阳救助管理站","2019-06-18"
"韦建家","540406198606244619","西四南大街65号","13706161944","565天","乌鲁木齐救助管理站","2019-03-14"
"邬榕","540606198506077384","丰科路与五圈路交叉口丰台万达广场5FA-B","15301137501","777天","太原救助管理站","2019-06-18"
"邵建家","540725197107113256","永安里地杰长安驿大厦A座1511室","13600691747","142天","北京救助管理站 ","2019-04-22"
"魏乐","540801199211096945","新华西街60号院，万达金街A区A3-111","15504495058","157天","长春救助管理站","2019-05-28"
"米婉娴","540920199401182757","崔村镇南庄营六合城观光园","13300057124","955天","南京救助管理站","2019-04-09"
"和策腾","541120197509029690","慧华苑小区门面房","15102675632","335天","呼和浩特救助管理站","2019-06-29"
"梁坚和","610417198706124414","朝阳北路青年汇三期102号楼301室","13804221020","206天","哈尔滨救助管理站","2019-05-16"
"窦固之","610504198506215896","甜水园东街7号","15608447119","692天","西安救助管理站","2019-05-08"
"韩涛","610510197003295031","次渠家和新天地商贸中心","15907304867","220天","上海救助管理站","2019-03-09"
"成雅","611008198303187664","北三环中路36号,双福家园边(金凤呈祥)","13406920491","401天","合肥救助管理站","2019-05-08"
"伏松善","611104198706301463","外环路附近","13501778865","635天","太原救助管理站","2019-03-21"
"冯昌成","611304197801025065","左家庄东街静安里45号底商","15202490090","323天","长春救助管理站","2019-03-24"
"汪翰","611613197307052699","长兴路12号中体奥园一区","13101401533","452天","哈尔滨救助管理站","2019-05-02"
"鲁姬舒","611703198210084307","首经贸中街附近","15505212034","387天","郑州救助管理站","2019-05-04"
"方明永","611727197512043291","中国北京市北京市朝阳区朝阳公园南路8号","15801396856","461天","济南救助管理站","2019-05-01"
"方洁梅","611827199304079854","宜居南路2号楼四元桥家乐福3楼","13303906100","390天","重庆救助管理站","2019-03-14"
"宋倩","620512197003078297","宣武门外大街甲1号环球财讯中心A座B1楼","15905045720","746天","郑州救助管理站","2019-05-30"
"任群豪","620625197312017794","德胜门西大街甲56号","15302360925","580天","乌鲁木齐救助管理站","2019-04-25"
"尹琦","620807198812242297","青年路西里3号院10号楼1层F1-15","13401128844","420天","兰州救助管理站","2019-06-03"
"秦安","621211199705102986","马家堡西路15号时代风帆大厦北侧商用楼4楼","13606984224","807天","合肥救助管理站","2019-03-17"
"方峰","630216199408266270","北七家镇蓬莱苑1号楼","15807798750","26天","北京救助管理站 ","2019-04-25"
"韩贞","630328199711267069","慧忠北里309号楼天创世缘A座1-3楼","15504757895","575天","合肥救助管理站","2019-03-01"
"苏伯","630512197906229921","西半壁店村463号","13604457898","495天","南京救助管理站","2019-05-27"
"袁先","631210198502283656","黄村镇双河南路6号","15604725176","234天","银川救助管理站","2019-03-21"
"穆翔旭","631622199406292382","西山口地铁站南行200米（北大分校南行50米）","13203362858","826天","郑州救助管理站","2019-05-24"
"云时","631708197703148195","金宝街东段路北小雅胡同62号","15906178965","526天","西宁救助管理站","2019-05-04"
"殷瑞凡","631725198610301470","文华西路","15605883321","27天","哈尔滨救助管理站","2019-04-05"
"舒洁梅","631813199009231165","东四环南路9号 燕莎奥特莱斯购物中心C座-3024号","13408271545","453天","太原救助管理站","2019-03-26"
"喻先","640116198611127634","阜成路白堆子地铁口C口","15802873580","631天","银川救助管理站","2019-06-12"
"闵静淑","640822197501119022","首经贸中街附近","13905253391","19天","北京救助管理站 ","2019-03-01"
"邵发","650110199303033573","李家坟7号院创意总社1949","15208690549","587天","呼和浩特救助管理站","2019-06-09"
"谢冠","650118197404152116","次渠家和新天地商贸中心","13906663651","965天","北京救助管理站 ","2019-05-21"
"鲍妹","650311198702227277","台湖镇铺西路益万方农贸市场旁","13602885224","974天","上海救助管理站","2019-04-23"
"米康星","650314197312034508","双榆树西里双榆树三街3号","15907900086","934天","合肥救助管理站","2019-06-26"
"俞丹","650726196912191448","工人体育场东路20号春平购物广场底商1层","13100054005","395天","兰州救助管理站","2019-03-16"
"熊河哲","651007198208164391","高碑店c区","13907196604","920天","乌鲁木齐救助管理站","2019-03-25"
"孙辰","651420197704041189","前山所前山岱山路74号工业区6幢1楼","13201955979","765天","长春救助管理站","2019-03-09"
"谢山仁","651710199312252524","三里屯路19号三里屯太古里北区地下一层","13208710914","193天","重庆救助管理站","2019-06-25"
"乐莎","651717199409239599","建国门外大街1号国贸大酒店4层","13103221854","562天","银川救助管理站","2019-04-29"
"周元全","710127199309274836","怀柔镇大中富乐村182号","13903957465","813天","西安救助管理站","2019-04-09"
"熊栋","710610197501122740","建外街道SOHO现代城A座1楼","13004123502","220天","合肥救助管理站","2019-03-30"
"汪勇毅","711003197202054701","马甸西村甲16号","15802473248","535天","银川救助管理站","2019-04-27"
"孔蓓","711428197503068167","慧忠路亚运村安慧里2区4号楼","13804367125","461天","乌鲁木齐救助管理站","2019-04-09"
"姜柔","711728199208023821","苏家坨镇西埠头村","15201491356","719天","呼和浩特救助管理站","2019-06-11"
"陈政谦","811117197711125174","久润花园东区","13904581845","475天","济南救助管理站","2019-05-20"
"臧瑞凡","811216197905176801","工人体育场东路20号春平购物广场底商1层","15602792569","841天","郑州救助管理站","2019-06-09"
