"元员范","男","230207199307012196","1993/7/1","低保户","外甥女","河北石家庄市","河北石家庄市井陉县南陉乡
","13613211024","湖北回天胶业股份有限公司","天津天津市","天津天津市和平区南市街道
","中共预备党员","汉族","丧偶","初中","健康","65936087060202","非农业户口","特困","667","715"
"元客民","男","210921194012182787","1940/12/18","低保户","外祖母","河北石家庄市","河北石家庄市灵寿县青同镇
","15386340680","广东开平春晖股份有限公司","天津天津市","天津天津市南开区水上公园街道
","群众","汉族","已婚","高中","健康","30769611976613","农业户口","残疾","456","698"
"冯蒙束","女","420702197202041830","1972/2/4","低保贫困户","外甥女","北京北京市","北京北京市朝阳区六里屯街道
","18721232883","沈阳菲菲澳家现代农业股份有限公司","河北石家庄市","河北石家庄市井陉县南王庄乡
","群众","维吾尔族","丧偶","初中","健康","47779577534070","农业户口","特困","534","827"
"冯见突","女","510321195404202065","1954/4/20","低保户","户主","天津天津市","天津天津市宝坻区京津新城
","17768524287","长春欧亚集团股份有限公司","北京北京市","北京北京市朝阳区十八里店
","群众","汉族","已婚","初中","健康","45224202264768","非农业户口","精神病","389","1473"
"凤健归","男","140123198302162513","1983/2/16","一般贫困户","儿媳","天津天津市","天津天津市东丽区东丽区开发区
","14520983192","厦门乾照光电股份有限公司","河北石家庄市","河北石家庄市藁城市岗上镇
","群众","汉族","离婚","高中","健康","65367453566955","非农业户口","精神病","546","1102"
"凤兴划","女","632525196407291155","1964/7/29","一般贫困户","儿媳","河北石家庄市","河北石家庄市井陉矿区矿市街道
","13712627235","广东榕泰实业股份有限公司","天津天津市","天津天津市武清区武清商务区
","群众","汉族","离婚","初中","较差","26063804754606","非农业户口","残疾","576","698"
"卜儿叫","女","130921194112232885","1941/12/23","一般贫困户","户主","河北石家庄市","河北石家庄市赞皇县西阳泽乡
","14721753104","深圳市物业发展(集团)股份有限公司","天津天津市","天津天津市蓟县马伸桥镇
","中共党员","汉族","丧偶","小学","一般","67268001898357","非农业户口","残疾","429","694"
"卜委通","男","610202197607182760","1976/7/18","低保贫困户","外甥","北京北京市","北京北京市延庆县珍珠泉乡
","13485157824","天津港股份有限公司","河北石家庄市","河北石家庄市高邑县大营镇
","中共预备党员","维吾尔族","未婚","初中","健康","50414793558687","非农业户口","特困","678","1732"
"卜毫强","女","522228199907292550","1999/7/29","低保户","父","天津天津市","天津天津市宁河县造甲城镇
","15734024967","湖北福星科技股份有限公司","天津天津市","天津天津市宁河县苗庄镇
","中共预备党员","维吾尔族","未婚","小学","健康","64581105327229","农业户口","精神病","532","1287"
"卫容国","女","510108199306221357","1993/6/22","低保户","儿媳","河北石家庄市","河北石家庄市井陉矿区四微街道
","17396971753","康美药业股份有限公司","河北石家庄市","河北石家庄市井陉县南王庄乡
","中共党员","土家族","丧偶","大学","健康","74370413967924","非农业户口","残疾","369","1214"
"史帝育","女","360732195304271621","1953/4/27","低保户","子","天津天津市","天津天津市静海县双塘镇
","17673489325","四川友利投资控股股份有限公司","天津天津市","天津天津市南开区长虹街道
","中共党员","藏族","已婚","高中","健康","49233436390593","非农业户口","残疾","540","1449"
"吕儿事","女","43050219350403257X","1935/4/3","低保户","儿媳","北京北京市","北京北京市顺义区仁和
","17811471174","苏州锦富新材料股份有限公司","河北石家庄市","河北石家庄市赞皇县黄北坪乡
","群众","汉族","已婚","初中","健康","76947543826692","非农业户口","残疾","512","1075"
"吕别位","女","130631198806292376","1988/6/29","五保户","侄女","天津天津市","天津天津市河北区新开河街道
","18981282583","上海输配电股份有限公司","北京北京市","北京北京市平谷区滨河街道
","群众","汉族","已婚","初中","一般","49040166418266","非农业户口","精神病","449","1314"
"吴付","女","130221196505091876","1965/5/9","低保户","祖父","天津天津市","天津天津市河西区东海街道
","17187167039","郑州煤电股份有限公司","北京北京市","北京北京市密云县东邵渠镇
","中共党员","蒙古族","已婚","小学","健康","28511053682660","非农业户口","残疾","611","847"
"周后态","男","210604195203202607","1952/3/20","五保户","侄子","天津天津市","天津天津市滨海新区胜利街道
","15356805802","深圳赛格股份有限公司","天津天津市","天津天津市武清区黄庄街道
","群众","汉族","未婚","初中","健康","38967007482504","农业户口","特困","481","1342"
"周向放","女","533222196801102780","1968/1/10","低保户","户主","天津天津市","天津天津市蓟县桑梓镇
","15618841862","兰州民百(集团)股份有限公司","天津天津市","天津天津市河北区望海楼街道
","群众","满族","离婚","小学","较差","44179301459070","非农业户口","特困","589","852"
"周富备","女","330105195303141086","1953/3/14","低保户","母","天津天津市","天津天津市滨海新区新城镇
","14922388950","雅致集成房屋股份有限公司","河北石家庄市","河北石家庄市辛集市辛集镇
","群众","汉族","已婚","高中","健康","93420513754821","非农业户口","残疾","458","915"
"周责","女","632822194610071245","1946/10/7","低保户","母","北京北京市","北京北京市东城区体育馆路街道
","18489821421","山东齐峰特种纸业股份有限公司","天津天津市","天津天津市河东区中山门街道
","共青团员","汉族","已婚","高中","健康","23309975394249","非农业户口","残疾","391","805"
"和究境","女","362522198406012147","1984/6/1","五保户","外甥女","天津天津市","天津天津市南开区长虹街道
","14954270062","北京神州泰岳软件股份有限公司","河北石家庄市","河北石家庄市长安区广安街道
","中共党员","汉族","未婚","高中","健康","89609301737085","非农业户口","残疾","538","1205"
"唐海活","女","410926194003022537","1940/3/2","一般贫困户","户主","北京北京市","北京北京市丰台区长辛店街道
","13360505996","江西赣能股份有限公司","北京北京市","北京北京市朝阳区小关街道
","中共预备党员","汉族","未婚","无","健康","83991613257622","农业户口","残疾","624","1222"
"唐谈结","女","321282194202261225","1942/2/26","五保户","外祖父","天津天津市","天津天津市北辰区天穆镇
","13059432169","洛阳轴研科技股份有限公司","河北石家庄市","河北石家庄市桥西区留营街道
","群众","汉族","未婚","博士","健康","44906071160574","非农业户口","特困","602","1330"
"堪级剧","女","542137196008051113","1960/8/5","一般贫困户","父","北京北京市","北京北京市大兴区安定镇
","15960938713","烟台园城企业集团股份有限公司","北京北京市","北京北京市朝阳区常营
","无党派人士","汉族","已婚","高中","健康","62716550966613","非农业户口","特困","428","768"
"堪让画","女","540127198609282421","1986/9/28","低保贫困户","外祖父","天津天津市","天津天津市河北区铁东路街道
","13394060906","华电能源股份有限公司","河北石家庄市","河北石家庄市晋州市东里庄镇
","群众","汉族","已婚","初中","健康","56408442515054","非农业户口","残疾","357","644"
"奚取","男","640324196704272439","1967/4/27","低保贫困户","外祖母","北京北京市","北京北京市房山区迎风街道
","18395611772","中国服装股份有限公司","河北石家庄市","河北石家庄市深泽县赵八镇
","无党派人士","回族","未婚","小学","健康","22201772566664","非农业户口","残疾","380","1531"
"奚合缺","女","330624196605211212","1966/5/21","五保户","儿媳","河北石家庄市","河北石家庄市深泽县白庄乡
","17894201404","沈阳机床股份有限公司","河北石家庄市","河北石家庄市桥西区友谊街道
","中共预备党员","汉族","丧偶","无","较差","90287184908199","农业户口","残疾","421","1485"
"奚异穿","女","15232619831121215X","1983/11/21","低保户","侄子","天津天津市","天津天津市南开区鼓楼街道
","14739232835","内蒙古金宇集团股份有限公司","天津天津市","天津天津市蓟县官庄镇
","中共党员","汉族","已婚","无","健康","64131780918840","农业户口","残疾","481","1364"
"姚五达","男","500109195308112687","1953/8/11","低保贫困户","子","北京北京市","北京北京市朝阳区奥运村街道
","13898645295","浙江中大集团股份有限公司","天津天津市","天津天津市静海县天津子牙工业园区
","群众","汉族","离婚","硕士","健康","28422157394883","非农业户口","特困","593","611"
"姚阳与","男","654124193909301767","1939/9/30","五保户","叔","北京北京市","北京北京市朝阳区豆各庄
","17621896803","北京天坛生物制品股份有限公司","北京北京市","北京北京市东城区永定门外街道
","中共预备党员","汉族","已婚","高中","健康","47154600162833","非农业户口","特困","547","1732"
"姜装请","男","510503198901252938","1989/1/25","低保户","女","北京北京市","北京北京市延庆县香营乡
","14938539238","上海白猫股份有限公司","天津天津市","天津天津市静海县天津静海经济开发区
","中共党员","壮族","丧偶","大学","健康","82921950251747","农业户口","残疾","579","804"
"孔庭唱","男","152725198603132115","1986/3/13","五保户","儿媳","北京北京市","北京北京市通州区中仓街道
","17090516494","沪士电子股份有限公司","河北石家庄市","河北石家庄市元氏县北褚乡
","中共预备党员","汉族","丧偶","初中","健康","79539273117844","非农业户口","残疾","461","1091"
"孙切包","女","350629199804262521","1998/4/26","低保户","户主","河北石家庄市","河北石家庄市新乐市承安镇
","13184318363","安徽省皖能股份有限公司","河北石家庄市","河北石家庄市晋州市东卓宿镇
","中共党员","汉族","已婚","高中","较差","53434779646093","农业户口","残疾","495","1367"
"孙罪忍","男","41272219600513123X","1960/5/13","低保户","侄女","天津天津市","天津天津市滨海新区中心商务区
","18858713632","华斯农业开发股份有限公司","河北石家庄市","河北石家庄市新华区大郭镇
","无党派人士","汉族","已婚","初中","健康","90118377057121","非农业户口","残疾","457","720"
"孟刘研","女","320681194201312347","1942/1/31","低保贫困户","外甥","河北石家庄市","河北石家庄市新华区大郭镇
","14979359954","青岛汉缆股份有限公司","北京北京市","北京北京市房山区拱辰街道
","无党派人士","汉族","丧偶","初中","健康","58470537375682","非农业户口","特困","464","962"
"孟托庭","男","370402197508182459","1975/8/18","五保户","侄子","河北石家庄市","河北石家庄市高邑县高邑镇
","17652031355","利尔化学股份有限公司","河北石家庄市","河北石家庄市深泽县白庄乡
","中共党员","汉族","未婚","高中","健康","39059139536764","非农业户口","精神病","513","1090"
"安兵其","女","450821196112201269","1961/12/20","低保户","外祖母","北京北京市","北京北京市石景山区金顶街街道
","17397383716","广东海印集团股份有限公司","河北石家庄市","河北石家庄市无极县郭庄镇
","中共党员","汉族","未婚","大学","健康","61799349775341","非农业户口","残疾","529","1309"
"安击派","女","320705196910032653","1969/10/3","低保户","女婿","天津天津市","天津天津市津南区津南国家农业园区
","15920350683","江苏宏达新材料股份有限公司","北京北京市","北京北京市丰台区东高地街道
","群众","蒙古族","丧偶","高中","健康","61358687246283","农业户口","残疾","389","1530"
"宋功庭","女","130432198205131185","1982/5/13","五保户","子","河北石家庄市","河北石家庄市桥西区中山街道
","14950787744","深圳一致药业股份有限公司","河北石家庄市","河北石家庄市井陉矿区横涧乡
","中共党员","汉族","离婚","无","健康","45488793731471","非农业户口","特困","605","1483"
"宋素莫","女","500230197507102372","1975/7/10","低保贫困户","女婿","北京北京市","北京北京市丰台区宛平城
","18535066548","中核华原钛白股份有限公司","北京北京市","北京北京市大兴区礼贤镇
","群众","汉族","离婚","小学","健康","72887708773072","非农业户口","残疾","394","1147"
"尤丝菜","男","142422199803192768","1998/3/19","低保户","女婿","天津天津市","天津天津市西青区杨柳青镇
","14534666937","夏新电子股份有限公司","河北石家庄市","河北石家庄市元氏县赵同乡
","无党派人士","藏族","离婚","小学","健康","82811281572252","非农业户口","残疾","593","1089"
"尤管公","女","452627194702021823","1947/2/2","低保贫困户","外祖父","河北石家庄市","河北石家庄市桥西区留营街道
","18811504050","中原特钢股份有限公司","北京北京市","北京北京市门头沟区斋堂镇
","群众","汉族","已婚","小学","健康","68915539757133","非农业户口","残疾","615","1388"
"尤雪未","女","340603193106191663","1931/6/19","一般贫困户","侄子","天津天津市","天津天津市河北区铁东路街道
","15381153212","山西潞安环保能源开发股份有限公司","天津天津市","天津天津市河西区天塔街道
","中共党员","回族","丧偶","大学","健康","72394537584690","非农业户口","特困","652","1199"
"尤题童","男","120223197104071693","1971/4/7","低保户","儿媳","天津天津市","天津天津市蓟县孙各庄乡
","13150985877","内蒙古霍林河露天煤业股份有限公司","河北石家庄市","河北石家庄市无极县七汲镇
","群众","藏族","未婚","无","健康","34041725509770","非农业户口","特困","602","1345"
"常伤因","女","500382198101262217","1981/1/26","低保户","祖母","天津天津市","天津天津市河东区向阳楼街道
","14517244386","江苏神通阀门股份有限公司","天津天津市","天津天津市滨海新区小王庄镇
","中共党员","壮族","已婚","初中","健康","62304135764260","非农业户口","残疾","445","1242"
"平半产","女","542523195805112555","1958/5/11","五保户","儿媳","河北石家庄市","河北石家庄市元氏县南佐镇
","17680341927","华斯农业开发股份有限公司","北京北京市","北京北京市西城区广安门内街道
","群众","汉族","已婚","初中","健康","71276178811947","非农业户口","残疾","360","1672"
"平松断","女","51112319390423151X","1939/4/23","低保贫困户","外祖母","天津天津市","天津天津市宝坻区九园工业园区
","14918002772","江苏综艺股份有限公司","河北石家庄市","河北石家庄市桥西区友谊街道
","中共预备党员","汉族","已婚","初中","健康","63116355811611","农业户口","残疾","414","1798"
"庞六激","男","612723197606281995","1976/6/28","低保贫困户","女婿","北京北京市","北京北京市怀柔区怀柔
","13161016010","株洲天桥起重机股份有限公司","河北石家庄市","河北石家庄市新华区西三庄乡
","群众","汉族","未婚","高中","一般","46041794978398","农业户口","特困","389","1015"
"庞板且","女","511101199709182619","1997/9/18","低保贫困户","女","北京北京市","北京北京市平谷区兴谷街道
","18581746220","武汉凯迪电力股份有限公司","河北石家庄市","河北石家庄市栾城县西营乡
","中共预备党员","回族","已婚","小学","健康","78636922635331","非农业户口","特困","649","1394"
"庞读","男","530423194210221871","1942/10/22","低保贫困户","侄女","河北石家庄市","河北石家庄市无极县郝庄乡
","13697021123","上海航天汽车机电股份有限公司","北京北京市","北京北京市昌平区马池口
","无党派人士","汉族","丧偶","高中","健康","66492384020907","农业户口","残疾","473","1140"
"庞跟份","女","22240419330411196X","1933/4/11","五保户","外祖母","北京北京市","北京北京市石景山区金顶街街道
","14770039458","河北恒信移动商务股份有限公司","北京北京市","北京北京市东城区天坛街道
","中共党员","苗族","未婚","高中","健康","61427732004297","非农业户口","精神病","451","925"
"庞遍达","女","632801196601211687","1966/1/21","低保户","女","北京北京市","北京北京市延庆县张山营镇
","14935598253","中国重汽集团济南卡车股份有限公司","河北石家庄市","河北石家庄市藁城市张家庄镇
","中共党员","汉族","已婚","高中","健康","41270398681090","非农业户口","特困","649","1433"
"庞问","女","460025193707021048","1937/7/2","低保贫困户","子","北京北京市","北京北京市西城区新街口街道
","13543735008","拓维信息系统股份有限公司","天津天津市","天津天津市和平区小白楼街道
","中共党员","汉族","离婚","无","健康","55453910578609","非农业户口","残疾","501","1605"
"廉代松","女","511502195912051965","1959/12/5","五保户","母","北京北京市","北京北京市丰台区东铁匠营街道
","14515580771","中金黄金股份有限公司","北京北京市","北京北京市西城区白纸坊街道
","中共党员","回族","已婚","大学","健康","51428987328844","非农业户口","特困","697","1046"
"张传大","女","650108199007312647","1990/7/31","低保贫困户","女","河北石家庄市","河北石家庄市桥东区桃园镇
","17766511431","湖南天一科技股份有限公司","河北石家庄市","河北石家庄市藁城市兴安镇
","群众","藏族","丧偶","初中","健康","22822624864129","非农业户口","特困","494","1580"
"张品达","女","653201195410242322","1954/10/24","一般贫困户","外祖母","天津天津市","天津天津市河东区唐家口街道
","14797255036","京投银泰股份有限公司","天津天津市","天津天津市西青区王稳庄镇
","共青团员","彝族","已婚","无","较差","21182301706820","农业户口","精神病","397","1547"
"彭排社","女","140121198505172823","1985/5/17","五保户","户主","天津天津市","天津天津市蓟县西龙虎峪镇
","13492132733","宁夏英力特化工股份有限公司","天津天津市","天津天津市宁河县潘庄农场
","群众","汉族","已婚","高中","健康","29933628301008","非农业户口","精神病","657","653"
"彭靠去","男","522223196510121539","1965/10/12","一般贫困户","侄子","河北石家庄市","河北石家庄市新乐市东王镇
","15335494743","风帆股份有限公司","北京北京市","北京北京市延庆县四海镇
","群众","汉族","未婚","小学","较差","50028342336280","非农业户口","残疾","433","1563"
"彭靠骨","男","13043319461216234X","1946/12/16","低保户","侄女","天津天津市","天津天津市蓟县出头岭镇
","13832175748","河北威远生物化工股份有限公司","北京北京市","北京北京市丰台区宛平城
","群众","汉族","未婚","初中","健康","93480476595383","非农业户口","残疾","491","1189"
"成标早","女","230407199507242501","1995/7/24","五保户","侄子","北京北京市","北京北京市门头沟区大台街道
","13781541251","中国化学工程股份有限公司","天津天津市","天津天津市东丽区服务滨海新区建设管理委员会
","群众","汉族","已婚","小学","健康","67279702335195","非农业户口","特困","461","1055"
"戚敢","女","22028219460221217X","1946/2/21","五保户","外甥","天津天津市","天津天津市宁河县丰台镇
","15069176298","上海多伦实业股份有限公司","北京北京市","北京北京市密云县大城子镇
","群众","满族","已婚","高中","健康","48840763815496","非农业户口","特困","618","741"
"戚蒙香","男","152725195803241581","1958/3/24","一般贫困户","子","北京北京市","北京北京市大兴区魏善庄镇
","14717310338","深圳石化工业集团股份有限公司","河北石家庄市","河北石家庄市深泽县铁杆镇
","群众","汉族","已婚","小学","健康","81066153159157","农业户口","特困","511","1627"
"戴巴参","女","420201198403132078","1984/3/13","一般贫困户","外祖父","天津天津市","天津天津市河北区王串场街道
","14759252262","北京金自天正智能控制股份有限公司","天津天津市","天津天津市和平区南营门街道
","群众","汉族","未婚","初中","健康","77173457946652","农业户口","残疾","596","1310"
"方五菜","男","620321193708091225","1937/8/9","低保贫困户","祖父","河北石家庄市","河北石家庄市行唐县上碑镇
","14597441347","中国中铁股份有限公司","北京北京市","北京北京市石景山区古城街道
","无党派人士","汉族","丧偶","初中","健康","80841177767861","农业户口","残疾","418","1011"
"施阵这","女","350321199911212768","1999/11/21","一般贫困户","女婿","河北石家庄市","河北石家庄市长安区南村镇
","14562401557","安徽方兴科技股份有限公司","河北石家庄市","河北石家庄市正定县西平乐乡
","群众","汉族","已婚","无","健康","76619768758984","农业户口","残疾","524","1458"
"时修盖","男","632722200001291666","2000/1/29","一般贫困户","祖父","北京北京市","北京北京市朝阳区奥运村街道
","17312901070","华夏建通科技开发股份有限公司","北京北京市","北京北京市昌平区天通苑北街道
","无党派人士","苗族","未婚","无","健康","60686967295371","非农业户口","残疾","689","1529"
"时月伯","女","410122196305221996","1963/5/22","低保户","外祖母","天津天津市","天津天津市河东区天津铁厂街道
","14943631637","中核苏阀科技实业股份有限公司","河北石家庄市","河北石家庄市栾城县柳林屯乡
","群众","汉族","已婚","初中","健康","76376517248397","非农业户口","特困","523","1629"
"时赶语","女","500229195901182409","1959/1/18","一般贫困户","母","河北石家庄市","河北石家庄市新乐市南大岳镇
","17562016232","深圳市沃尔核材股份有限公司","河北石家庄市","河北石家庄市元氏县黑水河乡
","中共党员","汉族","未婚","高中","较差","92642741312324","农业户口","残疾","366","1603"
"昌丈困","女","370684195212062657","1952/12/6","低保贫困户","祖母","天津天津市","天津天津市北辰区小淀镇
","14732753073","新疆中泰化学（集团）股份有限公司","河北石家庄市","河北石家庄市行唐县只里乡
","群众","维吾尔族","未婚","高中","健康","87494584384708","非农业户口","特困","412","1756"
"昌乡乐","男","452630199006171693","1990/6/17","五保户","父","北京北京市","北京北京市朝阳区南磨房
","17771145675","锦州港股份有限公司","河北石家庄市","河北石家庄市辛集市新城镇
","群众","汉族","未婚","初中","一般","68483173087732","非农业户口","精神病","377","659"
"昌娘光","女","622225197301111247","1973/1/11","一般贫困户","外祖父","河北石家庄市","河北石家庄市灵寿县南寨乡
","15057067342","厦门海洋实业(集团)股份有限公司","天津天津市","天津天津市北辰区瑞景街道
","群众","汉族","未婚","高中","健康","23606920628668","非农业户口","残疾","414","839"
"昌自句","女","350111195910292987","1959/10/29","一般贫困户","外甥女","天津天津市","天津天津市红桥区丁字沽街道
","17012449305","襄阳汽车轴承股份有限公司","北京北京市","北京北京市海淀区四季青
","中共党员","汉族","未婚","博士","健康","90743879497632","非农业户口","残疾","353","1435"
"明强写","男","130632195909182252","1959/9/18","低保户","子","北京北京市","北京北京市房山区韩村河镇
","17870591863","朝华科技(集团)股份有限公司","河北石家庄市","河北石家庄市无极县里城道乡
","群众","汉族","丧偶","初中","健康","59115680953971","非农业户口","特困","410","1688"
"曹别皮","男","510811196412082170","1964/12/8","低保贫困户","外甥女","河北石家庄市","河北石家庄市高邑县万城乡
","17690760777","四川金路集团股份有限公司","河北石家庄市","河北石家庄市井陉矿区凤山镇
","群众","维吾尔族","已婚","小学","健康","88500771409061","非农业户口","特困","423","1266"
"曹数化","女","421122198609032803","1986/9/3","一般贫困户","女婿","河北石家庄市","河北石家庄市新华区联盟街道
","17564549829","西南证券股份有限公司","天津天津市","天津天津市津南区津南开发区东区
","中共党员","汉族","已婚","初中","健康","41999303226437","非农业户口","特困","428","773"
"曹静升","女","622429199907231353","1999/7/23","低保户","外甥","北京北京市","北京北京市昌平区小汤山镇
","18510013800","浙江网盛生意宝股份有限公司","河北石家庄市","河北石家庄市灵寿县寨头乡
","中共预备党员","汉族","已婚","初中","健康","42663700853282","非农业户口","残疾","424","709"
"朱奶球","女","362302194112081135","1941/12/8","低保贫困户","外祖父","北京北京市","北京北京市丰台区卢沟桥
","14978813181","无锡威孚高科技集团股份有限公司","河北石家庄市","河北石家庄市长安区青园街道
","中共党员","汉族","已婚","初中","健康","33550901092252","非农业户口","精神病","661","1256"
"柏罪李","女","370883194808082755","1948/8/8","低保户","外甥","天津天津市","天津天津市北辰区科技园区南区
","17119496840","上海置信电气股份有限公司","北京北京市","北京北京市门头沟区龙泉
","群众","汉族","已婚","小学","健康","76881608338015","非农业户口","残疾","696","828"
"梁务文","女","330382198011152805","1980/11/15","低保户","侄子","河北石家庄市","河北石家庄市鹿泉市获鹿镇
","14949216588","甘肃祁连山水泥集团股份有限公司","北京北京市","北京北京市海淀区万寿路街道
","群众","维吾尔族","未婚","高中","较差","31233962165737","非农业户口","残疾","558","1208"
"殷市注","女","130626200103132869","2001/3/13","低保户","父","天津天津市","天津天津市津南区小站镇
","18621149373","浙江刚泰控股（集团）股份有限公司","北京北京市","北京北京市朝阳区太阳宫
","共青团员","汉族","已婚","初中","一般","76637746731270","农业户口","特困","395","1749"
"毕快堂","男","610122198410302110","1984/10/30","低保户","外祖母","北京北京市","北京北京市通州区玉桥街道
","18554214195","内蒙古鄂尔多斯羊绒制品股份有限公司","天津天津市","天津天津市西青区辛口镇
","无党派人士","汉族","未婚","无","健康","78954181396725","非农业户口","特困","602","1730"
"毛备始","女","513425194901082657","1949/1/8","低保户","女婿","天津天津市","天津天津市武清区黄花店镇
","17149209318","广西桂冠电力股份有限公司","河北石家庄市","河北石家庄市桥东区东风街道
","中共党员","汉族","丧偶","初中","健康","79872970783204","农业户口","残疾","468","1073"
"水帮小","女","45242719840527125X","1984/5/27","低保贫困户","祖父","天津天津市","天津天津市宁河县东棘坨镇
","14760886652","深圳莱宝高科技股份有限公司","河北石家庄市","河北石家庄市新华区新华路街道
","中共党员","苗族","已婚","小学","健康","42544862508905","农业户口","特困","435","824"
"水汽满","男","41142519831103106X","1983/11/3","低保贫困户","祖父","河北石家庄市","河北石家庄市灵寿县塔上镇
","13925131550","上海百联集团股份有限公司","河北石家庄市","河北石家庄市桥东区桃园镇
","群众","回族","已婚","博士","健康","65508267322950","非农业户口","特困","534","1425"
