"34","中国温州市龙湾沙城家榜电器厂","090152-816-394-792","110503198603211953","路娣娜","辽宁省大连市神路街39号","13106297577","0574-73823035","温州市龙湾沙城家榜电器厂","","街道班子党员领导干部","2016-03-29","2017-03-30","中共北京市怀柔区委员会","2017-06-12"
"35","中国温州市万航电器厂","090116-716-729-161","411316198306149828","蔡岚","广东省珠海市陈家林2号盈实大厦向西150米","15903696564","0474-18769044","温州市万航电器厂","","新经济组织和新社会组织“两新”组织中的党员","2014-02-27","2014-09-17","中共河南省开封市龙游县委员会","2014-11-22"
"36","中国合肥市顺昌电磁加热科技发展有限公司","090114-283-969-642","430407197602181822","曹政","北京市亮甲店桥头亮甲店路美怡汽车服务有限公司亮甲店分公司隔壁","15007835900","0417-37673632","合肥市顺昌电磁加热科技发展有限公司","","离退休党员","2014-10-03","2015-02-17","中共湖南省株洲市南浔区委员会","2015-05-04"
"37","中国必凯威(北京)建筑材料有限公司","090157-306-844-901","440707198602077592","路成健","北京市昌崔路北邵洼地铁","13000797307","0570-11009393","必凯威(北京)建筑材料有限公司","","新经济组织和新社会组织“两新”组织中的党员","2015-02-19","2016-01-11","中共广东省揭阳市靖远县委员会","2016-04-02"
"38","中国南昌华泰硅橡胶制品有限公司","090165-488-730-785","510606199111305555","常士勇","河南省开封市广顺南大街悠乐汇610号楼107室","13204614409","0478-36652883","南昌华泰硅橡胶制品有限公司","","街道机关党员","2014-06-16","2014-10-18","中共四川省成都市缙云县委员会","2014-12-12"
"39","中国安平县泰尔利卫浴有限公司","090114-482-209-950","500514197811041324","廉思","重庆市十八里店周庄嘉园C区4号院西门北200米","15807695015","0456-86407846","安平县泰尔利卫浴有限公司","","街道班子党员领导干部","2013-11-23","2014-12-18","中共重庆市永昌县委员会","2015-02-21"
"40","中国山西汇世天勤保温材料有限公司","090137-354-688-307","340115197003181929","万英","辽宁省大连市广顺北大街六佰本商业街","15701472246","0415-79518497","山西汇世天勤保温材料有限公司","","事业单位和市、区驻街道单位党员","2015-02-16","2015-08-15","中共安徽省淮南市南湖区委员会","2015-10-10"
"41","中国济南红鹦鹉环保科技有限公司","090147-434-410-989","130413198004243568","管琬妍","江苏省南京市文华西路赵记蜜制烤翅旁","15902427920","0315-51733093","济南红鹦鹉环保科技有限公司","","新经济组织和新社会组织“两新”组织中的党员","2014-05-19","2015-06-22","中共河北省承德市武山县委员会","2015-11-14"
"42","中国瑞典摩曼壁纸贵州专卖店","090166-447-927-971","320407198010246741","周磊元","贵州省安顺市马连洼北路15号","13903607965","0734-64452753","瑞典摩曼壁纸贵州专卖店","","新经济组织和新社会组织“两新”组织中的党员","2015-06-14","2016-06-16","中共江苏省镇江市浦江县委员会","2016-11-12"
"43","中国江西联信大市场丰华物资批发部","090176-435-398-561","111023198811121135","罗芬","重庆市七星东街七星园11号","13004427139","0736-70545962","江西联信大市场丰华物资批发部","","离退休党员","2013-07-16","2014-05-26","中共北京市石景山区委员会","2014-07-15"
"44","中国江西省润邦化工有限责任公司","090122-204-319-385","220307199207102508","左纯","安徽省蚌埠市来广营乡红军营村53号","15105236784","0312-76157789","江西省润邦化工有限责任公司","","村改居”社区党员","2015-10-19","2016-02-06","中共吉林省辽源市鹿城区委员会","2016-04-18"
"45","中国九江现代良友实业有限公司","090190-832-218-847","120620197009041586","郝芬春","河北省邢台市东直门内大街15-7号","13302617080","0515-30622774","九江现代良友实业有限公司","","离退休党员","2014-11-18","2015-07-09","中共天津市金东区委员会","2015-09-19"
"46","中国沈阳金德管业集团贵阳分公司","090155-696-202-880","231023199611302243","窦保山","山西省阳泉市立汤路186号龙德广场5层","15300403111","0937-11615280","沈阳金德管业集团贵阳分公司","","非“村改居”社区中的党员","2015-11-21","2016-06-05","中共黑龙江省齐齐哈尔市松阳县委员会","2016-08-21"
"47","中国济南金科通经贸有限公司","090138-976-803-666","420524197812264078","董翰东","重庆市开放路113号南四层609室","13104300134","0310-36833438","济南金科通经贸有限公司","","医疗卫生单位党员","2014-08-03","2014-12-16","中共湖北省鄂州市灵台县委员会","2015-04-20"
"48","中国郑州中原应用技术公司南宁分公司","090124-753-224-643","461201197206163109","邓琬琰","安徽省蚌埠市花园路8号","15204107197","0353-18647246","郑州中原应用技术公司南宁分公司","","离退休党员","2013-11-21","2014-08-02","中共海南省三亚市山丹县委员会","2014-11-07"
"49","中国黑龙江鑫龙钢化玻璃厂","090163-672-203-924","420401198311166579","陆锦爱","重庆市文慧园西路内100米","13401184788","0313-22598410","黑龙江鑫龙钢化玻璃厂","","医疗卫生单位党员","2016-06-12","2017-04-27","中共湖北省武汉市西城区委员会","2017-09-04"
"50","中国武汉铂海电气有限公司","090175-559-300-656","411526199905087408","姜林","上海市大屯路华夏良子向东路口右转","13001023163","0794-10911779","武汉铂海电气有限公司","","街道班子党员领导干部","2015-03-08","2016-01-16","中共河南省开封市苍南县委员会","2016-03-29"
"51","中国天津市六通风机厂","090122-589-143-505","460823199208084825","戴聪","湖南省郴州市永旺国际商城","15903003794","0577-81522111","天津市六通风机厂","","村改居”社区党员","2015-10-26","2016-10-12","中共海南省海口市环县委员会","2017-03-08"
"52","中国武汉鑫丰强电气有限公司","090118-912-507-792","530711198608172490","阮竹","山西省忻州市广顺南大街悠乐汇610号楼107室","15301690208","0511-21882987","武汉鑫丰强电气有限公司","","医疗卫生单位党员","2014-07-10","2015-08-06","中共云南省丽江市衢江区委员会","2015-11-06"
"53","中国黑龙江奥德尔集团苗木基地","090162-405-864-887","460121198505088713","龚瑶洁","江西省上饶市七星东街七星园11号","13607200066","0799-91844685","黑龙江奥德尔集团苗木基地","","街道机关党员","2015-04-22","2015-10-08","中共海南省三亚市常山县委员会","2015-12-25"
"54","中国哈尔滨晟宇科技开发有限公司","090138-521-579-691","210415197612126296","季达","山东省东营市来广营乡红军营村53号","15606430713","0939-19058337","哈尔滨晟宇科技开发有限公司","","非“村改居”社区中的党员","2014-06-16","2014-10-10","中共辽宁省大连市秦州区委员会","2015-02-25"
"55","中国大连市建筑防水材料厂","090151-200-141-293","530810197511224766","史璧晶","安徽省亳州市红霞中路北京荣源兴业水站旁","13105661693","0477-61666053","大连市建筑防水材料厂","","离退休党员","2014-09-22","2015-04-07","中共云南省保山市宁海县委员会","2015-07-11"
"56","中国青岛海尔家居集成股份有限公司北京分公司","090155-686-364-178","370128197711197261","范琰筠","天津市马连洼北路15号","13004051304","0575-79908498","青岛海尔家居集成股份有限公司北京分公司","","事业单位和市、区驻街道单位党员","2015-07-20","2016-05-15","中共山东省枣庄市三门县委员会","2016-09-11"
"57","中国广州碧非控制系统有限公司","090145-290-504-406","220402199308202120","钱红","山西省阳泉市站前北街","15605401024","0599-25567173","广州碧非控制系统有限公司","","离退休党员","2014-11-03","2015-05-04","中共吉林省辽源市石景山区委员会","2015-09-16"
"58","中国郑州中原应用技术公司南宁分公司","090167-916-903-145","310308199402257778","沈贞悦","四川省德阳市砖厂南里33号楼3层","15804320603","0575-61048020","郑州中原应用技术公司南宁分公司","","村改居”社区党员","2014-08-16","2015-09-11","中共上海市门头沟区委员会","2016-01-16"
"59","中国武钢集团汉阳机械厂","090174-716-130-987","421018197506208600","范信","湖北省鄂州市广顺北大街六佰本商业街","13900891906","0452-30863093","武钢集团汉阳机械厂","","街道班子党员领导干部","2015-12-25","2016-09-25","中共湖北省随州市武义县委员会","2017-01-27"
"60","中国雄县亚润塑料制品有限公司","090126-968-703-409","430619198705072243","贾安","重庆市永旺国际商城","15805287654","025-66839692","雄县亚润塑料制品有限公司","","街道班子党员领导干部","2015-01-08","2015-04-25","中共湖南省株洲市缙云县委员会","2015-07-09"
"61","中国南昌长运白云电器经销部","090120-136-796-302","110807199812217180","周福行","重庆市立汤路与立军路交汇处西南角","13205332044","0311-13535568","南昌长运白云电器经销部","","教育战线上的党员","2014-10-26","2015-03-07","中共北京市开化县委员会","2015-06-20"
"62","中国南昌高新技术产业开发区昌东飞虎塑胶厂","090120-542-561-561","460223198707117624","司毓","上海市塔营北街北双桥村村委会西行10米","13305584829","0546-40115156","南昌高新技术产业开发区昌东飞虎塑胶厂","","事业单位和市、区驻街道单位党员","2014-06-21","2014-11-10","中共海南省海口市西湖区 委员会","2015-03-21"
"63","中国天津市金动能源技术有限责任公司","090134-287-742-526","511215197803035724","齐有豪","山东省济南市砖厂南里33号楼3层","15600235992","0474-45667927","天津市金动能源技术有限责任公司","","医疗卫生单位党员","2014-08-25","2015-04-08","中共四川省绵阳市南湖区委员会","2015-07-28"
"64","中国华明通风设备经营部","090157-504-319-192","330901197207272061","冯福楠","重庆市西六环路永安社区东门旁","15908783531","0314-90213470","华明通风设备经营部","","街道机关党员","2014-12-29","2015-11-30","中共浙江省嘉兴市宁海县委员会","2016-03-29"
"65","中国北京旭能阳光科技有限公司","090126-376-158-184","130426198204138191","祁善军","山东省威海市望京商业中心中庭广场F座109","15304953796","0635-27419749","北京旭能阳光科技有限公司","","街道机关党员","2014-06-18","2015-04-06","中共河北省邯郸市华亭县委员会","2015-06-11"
"66","中国贵阳世纪星文泰健身器材厂","090155-307-597-967","531026197706214424","窦思德","陕西省咸阳市朝阳路八里庄东里1号莱锦a区3号楼03a","13906790633","0745-10153200","贵阳世纪星文泰健身器材厂","","非“村改居”社区中的党员","2013-12-15","2014-04-25","中共云南省丽江市通渭县委员会","2014-08-12"
"67","中国成都永亨塑业有限公司","090151-143-509-780","210824198809017982","戚艳","浙江省湖州市昌崔路北邵洼地铁","15201616540","0744-20068870","成都永亨塑业有限公司","","事业单位和市、区驻街道单位党员","2014-12-29","2015-08-18","中共辽宁省鞍山市秀洲区委员会","2015-12-11"
"68","中国济南忠诚塑料制品有限公司","090160-206-578-526","410524198808225240","张梁昌","四川省成都市石佛营路与朝阳北路交叉口西北角串通店内","15706440890","0472-68781169","济南忠诚塑料制品有限公司","","街道班子党员领导干部","2013-11-03","2014-11-10","中共河南省周口市通渭县委员会","2015-04-05"
"69","中国平安家园五金商行","090187-887-860-354","120701198002189106","蔡强茂","天津市望京小街望京商业中心F座","13205425554","0734-27565463","平安家园五金商行","","村改居”社区党员","2014-06-18","2014-10-21","中共天津市金东区委员会","2014-12-27"
"70","中国四川始丰成套电器设备有限公司","090194-840-897-385","521520199101232759","廉泰树","山西省太原市陆港城商业步行街内104-105号","13805981985","0591-32301418","四川始丰成套电器设备有限公司","","非“村改居”社区中的党员","2014-04-23","2014-12-20","中共贵州省安顺市秦州区委员会","2015-03-15"
"71","中国上海通用机电集团","090150-440-309-648","120719199111092860","任悦媛","山西省太原市广安门外车站西街一号院底商","13905101586","0475-79167351","上海通用机电集团","","街道机关党员","2016-05-30","2017-07-03","中共天津市新昌县委员会","2017-11-14"
"72","中国江口县元利商贸有限公司","090148-880-168-311","460112198602266208","俞月娣","贵州省六盘水市大栅栏西街88号","15908301608","0421-78426768","江口县元利商贸有限公司","","街道班子党员领导干部","2015-12-27","2016-07-08","中共海南省海口市环县委员会","2016-10-18"
"73","中国中科天宇金属材料(北京)有限公司","090147-680-245-554","500706198808146856","鲁友福","山西省大同市望京商业中心中庭广场F座109","13004121710","023-95966164","中科天宇金属材料(北京)有限公司","","医疗卫生单位党员","2016-01-27","2016-09-30","中共重庆市缙云县委员会","2017-02-18"
"74","中国四川东泰新材料科技有限公司武汉办事处","090171-797-407-374","340509198409159653","韦瑗融","上海市窦店镇瓦窑头夹克的虾房山店","15207416568","0794-54224213","四川东泰新材料科技有限公司武汉办事处","","医疗卫生单位党员","2016-02-29","2017-03-26","中共安徽省阜阳市甘谷县委员会","2017-05-19"
"75","中国天津市叶兹化工技术有限公司","090122-418-596-686","460601198002265765","魏壮","天津市石佛营路与朝阳北路交叉口西北角串通店内","13907622970","0738-91791629","天津市叶兹化工技术有限公司","","村改居”社区党员","2014-03-31","2014-12-12","中共海南省海口市路桥区委员会","2015-05-06"
"76","中国温州市龙湾天河贵宾电器厂","090157-503-856-601","461209199002082606","蓝君","重庆市百子湾后现代城门口环岛北50米","13104332319","0512-15354275","温州市龙湾天河贵宾电器厂","","新经济组织和新社会组织“两新”组织中的党员","2016-01-16","2016-10-10","中共海南省三亚市椒江区委员会","2017-02-13"
"77","中国恒远照明配送中心-飞利浦","090143-672-447-800","221515197107048034","汪天","湖北省鄂州市昌崔路北邵洼地铁","15705768425","0701-88975688","恒远照明配送中心-飞利浦","","非“村改居”社区中的党员","2015-09-05","2016-02-22","中共吉林省通化市上城区 委员会","2016-05-19"
"78","中国成都雷克星科冷却设备有限公司","090154-365-386-228","460221197104171279","邢平","天津市朝阳北路青年汇104号楼底商102","15906932381","0471-78843201","成都雷克星科冷却设备有限公司","","非“村改居”社区中的党员","2014-05-21","2015-03-05","中共海南省三亚市清水县委员会","2015-05-18"
"79","中国南宁市宝利吉装饰工程有限公司","090169-988-231-913","220912199905175051","丁亮","上海市回龙观新龙城北街北区15号龙虾33私房菜","13801353690","0349-60786683","南宁市宝利吉装饰工程有限公司","","教育战线上的党员","2014-07-25","2015-08-12","中共吉林省辽源市青田县委员会","2015-11-05"
"80","中国深圳建华宇装饰工程有限公司","090160-733-754-689","511203198704131143","严璐","重庆市复兴路五棵松乐视体育生态中心内华熙live097商铺","13505104013","0511-66187579","深圳建华宇装饰工程有限公司","","非“村改居”社区中的党员","2014-06-17","2015-04-18","中共四川省攀枝花市武山县委员会","2015-08-21"
"81","中国武钢集团汉阳机械厂","090111-945-186-897","410608198108027643","童之","天津市北七家镇燕城苑南区","13302257405","0531-81213941","武钢集团汉阳机械厂","","新经济组织和新社会组织“两新”组织中的党员","2015-09-06","2016-09-25","中共河南省漯河市淳安县委员会","2017-01-22"
"82","中国平安家园五金商行","090110-878-103-477","421806197404281938","车彩娜","重庆市华远好天地商业中心37号楼3层301室","13701275676","0417-34664157","平安家园五金商行","","医疗卫生单位党员","2014-02-12","2015-01-24","中共湖北省鄂州市红古区委员会","2015-03-17"
"83","中国哈尔滨鸿海钢材销售有限公司","090119-899-901-642","350223196909206489","江菊","上海市陈家林2号盈实大厦向西150米","15600192872","0793-89805524","哈尔滨鸿海钢材销售有限公司","","教育战线上的党员","2016-02-03","2016-11-12","中共福建省福州市西城区委员会","2017-03-13"
"84","中国北京创世鸿锦科技发展有限公司","090114-240-609-865","531818199310274456","高倩","云南省昭通市回龙观西大街9号 东亚上北 北侧底商16-10","13907357679","0516-48252266","北京创世鸿锦科技发展有限公司","","村改居”社区党员","2016-05-03","2016-12-03","中共云南省昭通市岱山县委员会","2017-04-28"
"85","中国哈尔滨亿斯特科技开发有限公司","090153-713-439-828","441110198607013776","汤思影","北京市百子湾后现代城门口环岛北50米","13402542346","0531-22242213","哈尔滨亿斯特科技开发有限公司","","街道机关党员","2013-11-11","2014-08-19","中共广东省佛山市甘州区委员会","2014-12-23"
"86","中国济南奥强商贸有限公司","090131-743-967-618","441708199009091953","甘纨叶","陕西省渭南市北七家镇燕城苑南区","15000313590","0471-17268542","济南奥强商贸有限公司","","街道班子党员领导干部","2016-04-04","2016-12-02","中共广东省揭阳市庆城县委员会","2017-02-11"
"87","中国人民电器集团成都销售处","090196-338-146-380","341620197410289638","余丹","上海市大栅栏西街88号","15805065735","0573-89131912","人民电器集团成都销售处","","村改居”社区党员","2015-09-22","2016-10-15","中共安徽省芜湖市吴兴区委员会","2017-02-03"
"88","中国天津市昊佳电子技术有限公司","090185-618-940-526","120711197406209356","石功","甘肃省酒泉市来广营乡红军营村53号","15202310836","0518-66023243","天津市昊佳电子技术有限公司","","村改居”社区党员","2015-11-21","2016-06-26","中共天津市磐安县委员会","2016-10-21"
"89","中国宁波兆亿弱电工程有限公司","090198-442-522-703","461311198808182450","袁芸纯","天津市礼贤街西口往东100米路北","13206643576","0475-97629511","宁波兆亿弱电工程有限公司","","村改居”社区党员","2015-11-14","2016-07-22","中共海南省海口市庄浪县委员会","2016-09-10"
"90","中国福隆兴管业有限公司","090163-135-179-155","131819196910063572","石天航","山东省枣庄市悦邻生活服务广场幸福超市一层底商","15603210032","0575-68337723","福隆兴管业有限公司","","离退休党员","2013-09-07","2014-05-26","中共河北省石家庄市滨江区委员会","2014-08-25"
"91","中国宏伟彩色水泥制品厂","090171-675-400-281","310303198511222318","潘梅","天津市双花园南里三区23号楼103室","13702222402","0352-15613349","宏伟彩色水泥制品厂","","非“村改居”社区中的党员","2013-09-15","2013-12-28","中共上海市拱墅区委员会","2014-04-23"
"92","中国天津市金动能源技术有限责任公司","090180-556-868-374","120623198209189768","苗振朋","甘肃省庆阳市运河西大街葛布店北里141号果园环岛东侧200米","13805971463","0452-89772011","天津市金动能源技术有限责任公司","","街道机关党员","2014-10-01","2015-10-21","中共天津市鄞州区委员会","2016-03-01"
"93","中国怡农园艺有限公司","090193-924-654-887","521524196910108847","戴寒","上海市良乡镇北潞园小区","15002935918","0795-59222185","怡农园艺有限公司","","新经济组织和新社会组织“两新”组织中的党员","2015-03-30","2015-11-19","中共贵州省安顺市柯城区委员会","2016-02-01"
"94","中国金达丰五金工具灯饰锁业电器","090116-562-851-288","340907197611175282","龚有","河北省保定市花园路8号","13901374356","0351-87518247","金达丰五金工具灯饰锁业电器","","村改居”社区党员","2015-09-23","2016-10-03","中共安徽省亳州市房山区委员会","2017-01-29"
"95","中国重庆益欣建材有限公司","090160-381-900-831","110612197302269813","熊力","上海市复兴路五棵松乐视体育生态中心内华熙live097商铺","15902094363","0933-41154491","重庆益欣建材有限公司","","事业单位和市、区驻街道单位党员","2015-08-16","2016-06-10","中共北京市崇文区委员会","2016-09-09"
"96","中国泰州市高港区金凌体育器材制造厂","090157-912-845-320","430906198202017839","龚和清","重庆市长辛店东三坡三里58号","13802471779","0429-38967873","泰州市高港区金凌体育器材制造厂","","教育战线上的党员","2016-01-16","2016-12-27","中共湖南省郴州市新昌县委员会","2017-02-18"
"97","中国南昌长运白云电器经销部","090129-650-620-500","360816198001086777","毕敬","上海市大栅栏西街88号","15804635589","0572-31637494","南昌长运白云电器经销部","","村改居”社区党员","2014-12-14","2015-10-26","中共江西省南昌市甘谷县委员会","2016-01-07"
"98","中国贵阳福控自动化科技有限公司","090196-358-709-951","460620198711034105","乐豪利","天津市永旺国际商城","15000507105","0517-71013480","贵阳福控自动化科技有限公司","","新经济组织和新社会组织“两新”组织中的党员","2013-11-21","2014-10-07","中共海南省海口市庆元县委员会","2015-01-21"
"99","中国成都市鹏达照明工程部","090174-796-475-694","440212198808127551","韩影","湖北省宜昌市塔营北街北双桥村村委会西行10米","15803614278","0470-84797323","成都市鹏达照明工程部","","教育战线上的党员","2013-11-19","2014-08-20","中共广东省揭阳市路桥区委员会","2014-11-25"
