"罗进","521605196912017098","成都元春本贸易有限公司","13403202259","物流单","2019-06-26","安达医院","健康","S018173889105","2019-06-29","开发区卫生监督所"
"韦超","530612198201301823","天津丰鼎吉建筑产业集团有限公司","13601539040","东四环中路37号","2019-03-23","康乐医院","健康","N097916332922","2019-03-26","如东县卫生监督所"
"屈国胜","530703198912267288","上海进吉土石方工程有限公司","13007938879","前门大街东侧鲜鱼口老字号餐饮一条街","2019-05-22","爱康医院","健康","A006092487929","2019-05-25","海门市卫生监督所"
"秦眉","530909197507011477","济南凯弘股份有限公司","15303751906","北四环西路","2019-04-03","爱康医院","健康","I008498454974","2019-04-06","海安县卫生监督所"
"韦宁","531308198908189607","上海佳泰贵咨询管理有限责任公司","13705724153","南海家园一里17号楼三单元102","2019-06-09","爱康医院","健康","R055820929708","2019-06-12","崇川区卫生监督所"
"谈清","531614197912294899","杭州华飞房产经纪有限公司","13106036960","南湖北路南湖东园二区224号楼","2019-03-30","华德医院","健康","R035235227829","2019-04-02","崇川区卫生监督所"
"汪俊峰","540510199204176096","厦门亨本同国际工程技术有限公司","13200774221","霄云路18号","2019-05-12","安达医院","健康","P023468869304","2019-05-15","海门市卫生监督所"
"袁丹","540623199312221044","重庆凯弘建筑产业集团有限公司","15002237812","金地格林格林","2019-06-27","泰达医院","健康","Q099463273221","2019-06-30","海安县卫生监督所"
"赵彪博","540804198701077254","天津荣中科技有限公司","15106270490","东关新村abc英语幼儿园对面一层","2019-06-18","中医院","健康","I014997027402","2019-06-21","启东市卫生监督所"
"酆秀娟","541014198512128709","上海荣中物业管理有限公司","13803571042","交大东路31号院6号楼西侧胡同里","2019-05-03","瑞德医院","健康","J006184536783","2019-05-06","海门市卫生监督所"
"元颖","541524197809254417","北京华飞集团股份有限公司","13808287126","东风南路","2019-05-28","华德医院","健康","G063411346305","2019-05-31","崇川区卫生监督所"
"薛莎","541720198410093295","广州公华咨询管理有限责任公司","13405565800","金顶街街道模式口西里社区","2019-06-20","万杰医院","健康","H070351688015","2019-06-23","通州区卫生监督所"
"岑璧璐","541815199805121092","深圳合台皇建筑产业集团有限公司","13903396976","城铁龙泽站后侧","2019-05-02","慈航医院","健康","B009100893113","2019-05-05","海安县卫生监督所"
"殷胜","610111198807017268","重庆丰巨物业管理有限公司","13808425439","陶然亭路39号","2019-04-10","泰达医院","健康","Q030562870442","2019-04-13","通州区卫生监督所"
"穆良海","610328198109128671","北京裕茂集团股份有限公司","13008167776","秋实街1号世代百货2层","2019-04-15","爱康医院","健康","E087657272143","2019-04-18","如东县卫生监督所"
"邹致树","610501197003169574","天津安生土石方工程有限公司","15502915239","马家堡东路蝎老金旁边","2019-03-25","景安医院","健康","I087505559867","2019-03-28","海门市卫生监督所"
"席茂进","610913199307087900","济南亨本同咨询管理有限责任公司","13506192448","十八里店老君堂老君堂中街甲5号","2019-06-19","英智医院","健康","Q009259948276","2019-06-22","海门市卫生监督所"
"成兴","610924199703084482","上海瑞合皇房地产开发有限公司","13505436246","朝阳公园路6号蓝色港湾国际商区北街","2019-03-27","华德医院","健康","I071451150210","2019-03-30","海安县卫生监督所"
