"两岔司法所","台州市仙居县司法局","64","尤月莺","13802973715","　　松阳县酉田村安置帮教组织","家庭亲属帮教","16","项厚庆","13802973715","陶之","常敬震","330505199703234829","1997年3月23日","女","傣族","浙江省湖州市 ","小汤山镇后牛坊村北乐乐草莓采摘园西侧","浙江省湖州市 ","小学","已婚","团员","无","程序员","衢州市衢江区","小汤山镇后牛坊村北乐乐草莓采摘园西侧","13802973715","无","故意毁坏财物罪","杭州市余杭区监狱","11年","危险性较高","2016-12-24","2019-02-15","已衔接","故意毁坏财物","是","是","是","2019-03-18","已安置","无","是","2019-05-12","职务侵占罪","彭黛","2019-02-04","思想教育","帮教进行中","是","否"
"两林司法所","台州市仙居县司法局","62","邬妹","13806062535","　　象山县东陈村安置帮教组织","合同帮教","27","云保","13806062535","卜玉","于琛","330102197412296088","1974年12月29日","女","汉族","浙江省杭州市 ","阜通东大街花家地30号楼","浙江省杭州市 ","大学","已婚","民主党派成员","无","总经理","绍兴市柯桥区","阜通东大街花家地30号楼","13806062535","无","信用卡诈骗罪","金华市磐安县监狱","6年","危险性中等","2018-11-01","2019-06-07","已衔接","信用卡诈骗","否","是","否","无","未安置","上级部门未批准","是","2019-05-19","开设赌场罪","赵融","2019-05-09","管理和监督","帮教进行中","否","否"
"临泉县司法局杨桥司法所","杭州市萧山区司法局","51","邬德","13501022065","舟山市定海区岑港镇里钓山村安置帮教组织","帮教小组帮教","12","钱刚","13501022065","陶佳嘉","纪翔旭","330624198412045928","1984年12月4日","女","苗族","浙江省绍兴市 ","前门廊坊二条18号","浙江省绍兴市 ","初中","未婚","团员","无","警察","杭州市余杭区","前门廊坊二条18号","13501022065","无","合同诈骗罪","温州市洞头区监狱","13年","危险性较小","2018-03-18","2019-07-12","已衔接","合同诈骗","是","否","否","无","未安置","上级部门未批准","否","2019-03-19","故意杀人罪","滕振壮","2019-07-14","法制教育","未帮教","是","是"
"丹青司法所","杭州市西湖区司法局","3","沈爱妹","13901521421","　　松阳县玉岩镇安置帮教组织","承包帮教","0","余国胜","13901521421","湛生龙","姚树","330426197901014452","1979年1月1日","男","苗族","浙江省嘉兴市","十八里店南桥全聚德向西200米","浙江省嘉兴市","小学","已婚","群众","无","老师","绍兴市柯桥区","十八里店南桥全聚德向西200米","13901521421","无","盗窃罪重","温州市平阳县监狱","7年","危险性中等","2015-06-18","2019-05-25","已衔接","盗窃","否","是","否","无","未安置","上级部门未批准","否","2019-02-10","故意伤害罪","姚德","2019-03-01","组织帮教安置对象参加社会公益劳动","帮教进行中","否","否"
"义井司法所","金华市武义县司法局","25","费晶妍","13904133741","温州市泰顺县筱村镇安置帮教组织","帮教小组帮教","6","常刚","13904133741","时广志","秦贵福","330603198610255874","1986年10月25日","男","汉族","浙江省绍兴市 ","中绦胡同甲2号","浙江省绍兴市 ","大学","已婚","团员","无","警察","台州市三门县","中绦胡同甲2号","13904133741","无","贪污罪","潮州市长兴县监狱","13年","危险性较小","2016-07-06","2019-04-03","未衔接","贪污","是","否","否","无","未安置","上级部门未批准","否","2019-06-06","挪用资金罪","狄娜","2019-06-21","组织帮教安置对象参加社会公益劳动","已完成帮教","否","是"
"云中镇司法所","温州市苍南县司法局","2","计发","15808203735","衢州市龙泉市小梅镇安置帮教组织","帮教小组帮教","1","花祥","15808203735","傅乐","凤江超","330422197005217328","1970年5月21日","女","汉族","浙江省嘉兴市","凤凰岭南路","浙江省嘉兴市","小学","未婚","群众","无","程序员","温州市文成县","凤凰岭南路","15808203735","无","婚罪非法拘禁罪","杭州市桐庐县监狱","13年","危险性较高","2013-11-16","2019-05-02","未衔接","婚","是","否","否","无","未安置","上级部门未批准","是","2019-02-03","信用卡诈骗罪","安岩中","2019-03-17","思想教育","未帮教","是","否"
"五河县司法局头铺司法所","台州市椒江区司法局","86","和启","13401740245","衢州市龙游县庙下乡庙下村安置帮教组织","家庭亲属帮教","78","常纯毓","13401740245","宋俊峰","卜琛","330614199105057333","1991年5月5日","男","汉族","浙江省绍兴市 ","大董村路口西北100米","浙江省绍兴市 ","大学","已婚","群众","无","企业老板","嘉兴市海盐县","大董村路口西北100米","13401740245","无","非法吸收公众存款罪","宁波市宁海县监狱","7年","危险性较小","2015-09-05","2019-03-09","未衔接","非法吸收公众存款","是","是","否","无","未安置","上级部门未批准","否","2019-06-06","职务侵占罪","薛嘉","2019-03-02","管理和监督","帮教进行中","否","否"
"井坪司法所","衢州市柯城区司法局","88","邬薇","13907606019","杭州市萧山区进化镇安置帮教组织","帮教小组帮教","46","褚明永","13907606019","任以","蒋健世","330913197703025099","1977年3月2日","男","汉族","浙江省舟山市 ","广外大街马连道胡同内","浙江省舟山市 ","大学","已婚","群众","无","老师","潮州市南浔区","广外大街马连道胡同内","13907606019","无","挪用资金罪","潮州市南浔区监狱","11年","危险性较小","2017-01-14","2019-02-04","未衔接","挪用资金","否","否","否","无","未安置","上级部门未批准","否","2019-05-20","聚众斗殴罪","舒亮","2019-07-07","思想教育","帮教进行中","是","否"
"亲和司法所","温州市龙湾区司法局","90","赵以","15303920542","　　桐乡市石门镇安置帮教组织","合同帮教","43","常磊民","15303920542","蓝有","韦绍功","330926199004116352","1990年4月11日","男","汉族","浙江省舟山市 ","德外黄寺大街西口28号","浙江省舟山市 ","高中","未婚","团员","无","老师","宁波市江北区","德外黄寺大街西口28号","15303920542","无","强奸罪","宁波市象山县监狱","15年","危险性较小","2015-10-26","2019-04-18","未衔接","强奸","是","是","是","2019-05-21","已安置","无","是","2019-06-20","妨害公务罪","阮胜","2019-04-06","组织帮教安置对象参加社会公益劳动","未帮教","是","是"
"何家堡司法所","宁波市海曙区司法局","25","禹心邦","13000747549","　　平湖市乍浦镇安置帮教组织","帮教小组帮教","4","何群豪","13000747549","熊颖","何松善","330413199811157533","1998年11月15日","男","汉族","浙江省嘉兴市","久润花园东区","浙江省嘉兴市","小学","已婚","民主党派成员","无","老师","绍兴市上虞区","久润花园东区","13000747549","无","信用卡诈骗罪","温州市鹿城区监狱","7年","危险性较小","2018-11-18","2019-04-19","已衔接","信用卡诈骗","否","是","是","2019-04-15","已安置","无","是","2019-02-04","妨害公务罪","孟思","2019-07-02","管理和监督","未帮教","否","是"
"元堡子司法所","宁波市奉化区司法局","76","吴中","15306282226","　　常山县芳村镇安置帮教组织","合同帮教","38","尤祥","15306282226","计琛","曹政谦","331005198112155435","1981年12月15日","男","汉族","浙江省台州市","农光里36楼南侧劲松农光里农贸市场一层3034","浙江省台州市","初中","已婚","群众","无","歌手","金华市武义县","农光里36楼南侧劲松农光里农贸市场一层3034","15306282226","无","故意毁坏财物罪","台州市仙居县监狱","4年","危险性较高","2017-08-05","2019-05-02","未衔接","故意毁坏财物","否","否","是","2019-02-05","已安置","无","是","2019-07-12","故意伤害罪","许鹏泽","2019-06-26","组织帮教安置对象参加社会公益劳动","帮教进行中","是","否"
"兴隆场司法所","台州市椒江区司法局","3","魏栋","13308015093","　　桐庐县引坑村安置帮教组织","承包帮教","0","华婷姣","13308015093","周伦","茅雄琛","330606197306167492","1973年6月16日","男","汉族","浙江省绍兴市 ","北京王府井大街大沙帽胡同1号乐语宾馆一层","浙江省绍兴市 ","初中","已婚","群众","无","厨师","温州市文成县","北京王府井大街大沙帽胡同1号乐语宾馆一层","13308015093","无","污染环境罪","金华市婺城区监狱","11年","危险性较高","2014-12-11","2019-05-01","已衔接","污染环境","否","是","是","2019-03-12","已安置","无","否","2019-03-22","强奸罪","罗健世","2019-07-06","帮助帮教对象解决困难","未帮教","是","否"
"兴隆街司法所","杭州市桐庐县司法局","96","熊锦黛","13208069039","浦江县解放西路安置帮教组织","家庭亲属帮教","86","任邦","13208069039","茅之","费行时","330301198804065220","1988年4月6日","女","汉族","浙江省温州市 ","马家堡东路味多美旁","浙江省温州市 ","小学","未婚","团员","无","作家","温州市永嘉县","马家堡东路味多美旁","13208069039","无","开设赌场罪","绍兴市越城区监狱","17年","危险性较高","2014-03-15","2019-04-25","已衔接","开设赌场","是","否","是","2019-04-18","已安置","无","是","2019-06-25","故意伤害罪","毛清","2019-05-23","管理和监督","已完成帮教","是","否"
"农车司法所","嘉兴市嘉善县司法局","57","姜彬","13201681843","宁波市江北区天主教堂外马路安置帮教组织","合同帮教","24","袁昌成","13201681843","费聪澜","明士以","330305199101312790","1991年1月31日","男","傣族","浙江省温州市 ","望京广顺北大街河荫中路2区2号","浙江省温州市 ","小学","未婚","民主党派成员","无","厨师","宁波市镇海区","望京广顺北大街河荫中路2区2号","13201681843","无","故意毁坏财物罪","宁波市象山县监狱","9年","危险性较小","2016-06-18","2019-04-06","已衔接","故意毁坏财物","否","否","是","2019-05-05","已安置","无","是","2019-02-06","污染环境罪","臧友裕","2019-04-20","法制教育","帮教进行中","否","是"
"凤凰城司法所","绍兴市柯桥区司法局","11","范厚庆","13203014776","温州市永嘉县枫林镇安置帮教组织","帮教小组帮教","9","康华","13203014776","于有","郎倩","330605197202173698","1972年2月17日","男","汉族","浙江省绍兴市 ","罗马湖左堤路1号","浙江省绍兴市 ","大学","已婚","民主党派成员","无","律师","杭州市萧山区","罗马湖左堤路1号","13203014776","无","敲诈勒索罪","杭州市余杭区监狱","3年","危险性较小","2012-09-09","2019-02-07","未衔接","敲诈勒索","否","是","否","无","未安置","上级部门未批准","是","2019-05-05","挪用资金罪","雷永","2019-02-02","思想教育","已完成帮教","是","是"
"利民司法所","杭州市建德市司法局","59","魏敬震","13204285846","温州市永嘉县岩头镇安置帮教组织","家庭亲属帮教","16","贝友裕","13204285846","柏竹霭","奚伯","330607197403154539","1974年3月15日","男","汉族","浙江省绍兴市 ","王府井大街301号新燕莎金街购物广场7层MF705-706","浙江省绍兴市 ","初中","未婚","中共党员","无","司机","温州市泰顺县","王府井大街301号新燕莎金街购物广场7层MF705-706","13204285846","无","敲诈勒索罪","嘉兴市秀洲区监狱","19年","危险性中等","2013-04-14","2019-06-10","未衔接","敲诈勒索","否","是","是","2019-02-22","已安置","无","是","2019-04-14","寻衅滋事罪","云厚庆","2019-02-22","管理和监督","已完成帮教","否","否"
"北周庄司法所","潮州市吴兴区司法局","86","魏雪荣","13605448730","温州市苍南县金乡镇安置帮教组织","帮教小组帮教","58","鲍哲","13605448730","彭宏言","禹松善","331011199405135538","1994年5月13日","男","汉族","浙江省台州市","垡头西里13号院7号工场自如寓A121室","浙江省台州市","大学","已婚","群众","无","总经理","杭州市江干区","垡头西里13号院7号工场自如寓A121室","13605448730","无","开设赌场罪","温州市洞头区监狱","17年","危险性较高","2015-06-12","2019-03-22","未衔接","开设赌场","否","否","是","2019-07-04","已安置","无","是","2019-06-21","诈骗罪","施磊民","2019-04-03","帮助帮教对象解决困难","已完成帮教","是","否"
"北城司法所","绍兴市柯桥区司法局","95","葛炎德","15907341353","宁波市余姚市梁弄镇安置帮教组织","合同帮教","70","金真环","15907341353","汪露瑶","鲍欢霄","330901198001269623","1980年1月26日","女","汉族","浙江省舟山市 ","黄松峪雕窝村逍遥居巷内50米","浙江省舟山市 ","大学","已婚","团员","无","总经理","台州市天台县","黄松峪雕窝村逍遥居巷内50米","15907341353","无","寻衅滋事罪","金华市婺城区监狱","2年","危险性较小","2015-12-28","2019-02-02","已衔接","寻衅滋事","否","否","否","无","未安置","上级部门未批准","否","2019-03-12","挪用公款罪","祝才发","2019-05-07","组织帮教安置对象参加社会公益劳动","未帮教","否","否"
"北旺庄司法所","嘉兴市海盐县司法局","59","贝纨仪","15901047950","杭州市余杭区塘栖镇安置帮教组织","承包帮教","1","黄东文","15901047950","赵致树","贝伦","330810199906055055","1999年6月5日","男","汉族","浙江省衢州市 ","闵庄路樱桃园内","浙江省衢州市 ","小学","未婚","民主党派成员","无","律师","宁波市奉化区","闵庄路樱桃园内","15901047950","无","合同诈骗罪","衢州市开化县监狱","9年","危险性较小","2012-11-19","2019-07-13","已衔接","合同诈骗","是","否","是","2019-02-15","已安置","无","否","2019-05-29","贪污罪","贝邦","2019-03-17","管理和监督","未帮教","否","是"
"千工坪司法所","杭州市滨江区司法局","76","伍功","13108555343","　　象山县儒雅洋村安置帮教组织","承包帮教","10","钱娴","13108555343","茅文","贝文","330207199102027456","1991年2月2日","男","傣族","浙江省宁波市 ","左堤路俸伯路口红绿灯向南200米路东","浙江省宁波市 ","大学","已婚","群众","无","警察","台州市椒江区","左堤路俸伯路口红绿灯向南200米路东","13108555343","无","寻衅滋事罪","杭州市桐庐县监狱","3年","危险性较高","2012-07-05","2019-04-25","未衔接","寻衅滋事","否","是","否","无","未安置","上级部门未批准","否","2019-06-09","挪用资金罪","金先","2019-03-01","思想教育","已完成帮教","否","否"
"华塘司法所","宁波市象山县司法局","45","史河哲","13103633194","仙居县东门街安置帮教组织","合同帮教","8","魏亮","13103633194","项树","花峰","330402199107186018","1991年7月18日","男","回族","浙江省嘉兴市","上地西路41号院1号楼乐府KTV地下一层A001-A051","浙江省嘉兴市","大学","已婚","民主党派成员","无","老师","绍兴市新昌县","上地西路41号院1号楼乐府KTV地下一层A001-A051","13103633194","无","故意伤害罪","金华市磐安县监狱","19年","危险性较高","2017-06-23","2019-05-25","未衔接","故意伤害","是","是","是","2019-04-14","已安置","无","是","2019-05-30","敲诈勒索罪","纪伊亚","2019-06-11","帮助帮教对象解决困难","帮教进行中","是","是"
"南城司法所","嘉兴市南湖区司法局","32","何璐","13600067807","宁波市江北区慈城镇安置帮教组织","家庭亲属帮教","29","元新","13600067807","穆友裕","臧晨辰","330301199808142531","1998年8月14日","男","汉族","浙江省温州市 ","黄村仁和医院东门斜对面","浙江省温州市 ","初中","未婚","团员","无","画家","温州市鹿城区","黄村仁和医院东门斜对面","13600067807","无","故意杀人罪","嘉兴市海盐县监狱","15年","危险性中等","2018-08-06","2019-05-25","未衔接","故意杀人","是","是","是","2019-05-03","已安置","无","是","2019-02-14","故意毁坏财物罪","凤强军","2019-04-21","管理和监督","帮教进行中","是","否"
"南榆林司法所","杭州市萧山区司法局","22","严荔","15806941818","嘉兴市桐乡市乌镇安置帮教组织","承包帮教","4","伏豪","15806941818","邬思","曹俊峰","330727197003065911","1970年3月6日","男","汉族","浙江省金华市 ","兴隆商业街50号","浙江省金华市 ","小学","未婚","团员","无","程序员","温州市瓯海区","兴隆商业街50号","15806941818","无","贪污罪","嘉兴市秀洲区监狱","1年","危险性较高","2016-11-25","2019-06-10","未衔接","贪污","是","否","否","无","未安置","上级部门未批准","是","2019-04-10","危险驾驶罪交通肇事罪","伏飘育","2019-05-03","法制教育","帮教进行中","否","是"
"南河种司法所","潮州市南浔区司法局","15","熊岩中","15702047759","丽水市遂昌县王村口镇安置帮教组织","承包帮教","1","窦霄","15702047759","任博","邬顺","330516197807159235","1978年7月15日","男","汉族","浙江省湖州市 ","复兴路44号","浙江省湖州市 ","小学","未婚","团员","无","厨师","衢州市开化县","复兴路44号","15702047759","无","信用卡诈骗罪","衢州市柯城区监狱","16年","危险性中等","2018-03-02","2019-05-06","未衔接","信用卡诈骗","是","是","是","2019-04-04","已安置","无","否","2019-05-24","敲诈勒索罪","汤茗","2019-04-27","法制教育","已完成帮教","是","否"
"南泉司法所","金华市武义县司法局","89","湛飞彬","15002785544","温州市平阳县顺溪镇安置帮教组织","合同帮教","3","吴祥","15002785544","李俊峰","董波宁","330228197603068839","1976年3月6日","男","傣族","浙江省宁波市 ","东三环南路13号","浙江省宁波市 ","高中","未婚","团员","无","企业老板","杭州市江干区","东三环南路13号","15002785544","无","危险驾驶罪交通肇事罪","衢州市开化县监狱","3年","危险性较小","2012-11-28","2019-02-17","未衔接","危险驾驶","是","否","是","2019-04-01","已安置","无","否","2019-03-13","挪用公款罪","凤文","2019-07-01","组织帮教安置对象参加社会公益劳动","帮教进行中","是","是"
"双塘司法所","杭州市淳安县司法局","26","金家","15301716270","　　桐庐县荻浦村安置帮教组织","合同帮教","20","萧旭","15301716270","酆卿","元娟","330508197911243982","1979年11月24日","女","汉族","浙江省湖州市 ","延寿镇牛蹄岭旅游新村","浙江省湖州市 ","大学","未婚","中共党员","无","医生","潮州市德清县","延寿镇牛蹄岭旅游新村","15301716270","无","危险驾驶罪交通肇事罪","温州市鹿城区监狱","17年","危险性较小","2015-08-02","2019-07-11","已衔接","危险驾驶","否","否","否","无","未安置","上级部门未批准","否","2019-05-11","污染环境罪","潘宏言","2019-07-16","法制教育","帮教进行中","是","否"
"双溪司法所","温州市泰顺县司法局","85","时光天","15502443178","　　兰溪市诸葛村安置帮教组织","家庭亲属帮教","48","庞磊民","15502443178","严黛","余琦","330512199506027860","1995年6月2日","女","汉族","浙江省湖州市 ","王府井大街帅府园胡同9号","浙江省湖州市 ","初中","未婚","团员","无","工程师","温州市平阳县","王府井大街帅府园胡同9号","15502443178","无","非法吸收公众存款罪","温州市鹿城区监狱","14年","危险性较高","2016-09-15","2019-03-04","未衔接","非法吸收公众存款","是","是","否","无","未安置","上级部门未批准","是","2019-05-27","聚众斗殴罪","王娴","2019-02-06","帮助帮教对象解决困难","未帮教","是","是"
"双碾司法所","温州市龙湾区司法局","14","梁舒","15208177068","金华市义乌市赤岸镇安置帮教组织","家庭亲属帮教","0","乐亨奇","15208177068","阮叶","顾彪博","330114197002024331","1970年2月2日","男","汉族","浙江省杭州市 ","皇石国际公寓首层","浙江省杭州市 ","大学","未婚","群众","无","企业老板","绍兴市新昌县","皇石国际公寓首层","15208177068","无","婚罪非法拘禁罪","金华市武义县监狱","11年","危险性较高","2018-10-04","2019-06-25","未衔接","婚","是","是","是","2019-03-29","已安置","无","否","2019-07-12","开设赌场罪","费露瑶","2019-04-05","思想教育","帮教进行中","否","否"
"双龙司法所","台州市仙居县司法局","58","陶莉桂","13501198423","　　仙居县羊棚头村安置帮教组织","承包帮教","56","于爽","13501198423","穆鹏泽","平斌","331023198008103321","1980年8月10日","女","汉族","浙江省台州市","成寿寺路新业广场二层","浙江省台州市","大学","已婚","民主党派成员","无","总经理","杭州市江干区","成寿寺路新业广场二层","13501198423","无","开设赌场罪","杭州市临安区监狱","10年","危险性中等","2012-07-28","2019-06-07","已衔接","开设赌场","是","否","是","2019-04-25","已安置","无","否","2019-02-06","寻衅滋事罪","尤鹏泽","2019-02-06","法制教育","已完成帮教","是","是"
"古城司法所","杭州市桐庐县司法局","68","狄楠榕","13607591083","舟山市定海区马岙镇安置帮教组织","合同帮教","50","余若鸣","13607591083","蒋锦黛","卞力","330410198406184487","1984年6月18日","女","回族","浙江省嘉兴市","次渠家和新天地商贸中心","浙江省嘉兴市","小学","已婚","团员","无","作家","台州市路桥区","次渠家和新天地商贸中心","13607591083","无","强奸罪","衢州市衢江区监狱","19年","危险性较小","2017-08-04","2019-07-13","未衔接","强奸","否","是","是","2019-07-05","已安置","无","否","2019-04-28","婚罪非法拘禁罪","郑言","2019-06-20","帮助帮教对象解决困难","已完成帮教","是","否"
"古阳司法所","杭州市江干区司法局","34","廉媛艳","13508323408","　　平阳县鸣山村安置帮教组织","家庭亲属帮教","7","薛勤","13508323408","严珍贞","杨信子","330125198811022269","1988年11月2日","女","汉族","浙江省杭州市 ","劲松路1号","浙江省杭州市 ","大学","未婚","民主党派成员","无","司机","温州市平阳县","劲松路1号","13508323408","无","危险驾驶罪交通肇事罪","宁波市镇海区监狱","5年","危险性较高","2013-09-09","2019-05-31","已衔接","危险驾驶","是","是","是","2019-07-11","已安置","无","否","2019-06-24","非法吸收公众存款罪","韦民","2019-06-28","思想教育","帮教进行中","否","否"
"召市司法所","台州市天台县司法局","1","顾邦","13200845987","温州市鹿城区五马-墨池安置帮教组织","家庭亲属帮教","1","彭仁","13200845987","褚诚先","滕兴","330109197005021155","1970年5月2日","男","汉族","浙江省杭州市 ","大灰厂东路西50米","浙江省杭州市 ","初中","已婚","民主党派成员","无","企业老板","宁波市鄞州区","大灰厂东路西50米","13200845987","无","敲诈勒索罪","台州市黄岩区监狱","19年","危险性中等","2015-04-03","2019-06-09","已衔接","敲诈勒索","否","否","是","2019-03-09","已安置","无","是","2019-06-21","妨害公务罪","孔宁","2019-06-22","思想教育","已完成帮教","是","否"
"右卫镇司法所","杭州市江干区司法局","95","褚信子","15706695718","　　衢州市衢江区全旺镇安置帮教组织","帮教小组帮教","40","平淑","15706695718","臧朋斌","宋茗","330723198712157970","1987年12月15日","男","汉族","浙江省金华市 ","小汤山大柳树环岛向东5公里路北","浙江省金华市 ","大学","已婚","中共党员","无","歌手","温州市洞头区","小汤山大柳树环岛向东5公里路北","15706695718","无","非法吸收公众存款罪","嘉兴市南湖区监狱","2年","危险性较小","2016-05-28","2019-04-28","未衔接","非法吸收公众存款","是","是","是","2019-03-02","已安置","无","是","2019-02-03","故意杀人罪","贺杰涛","2019-06-22","组织帮教安置对象参加社会公益劳动","未帮教","否","是"
"合水司法所","温州市泰顺县司法局","60","于璐","15100891610","　　宁波市鄞州区大西坝村安置帮教组织","家庭亲属帮教","20","郝政谦","15100891610","陶霄","水友裕","331001198902027218","1989年2月2日","男","汉族","浙江省台州市","建国门内大街18号恒基中心商场2楼23号商铺","浙江省台州市","高中","已婚","群众","无","画家","温州市文成县","建国门内大街18号恒基中心商场2楼23号商铺","15100891610","无","职务侵占罪","杭州市建德市监狱","7年","危险性较高","2015-01-03","2019-06-27","已衔接","职务侵占","是","否","否","无","未安置","上级部门未批准","否","2019-03-13","危险驾驶罪交通肇事罪","宋之","2019-03-29","思想教育","帮教进行中","是","否"
