"38","南山","南山区茶文路","冠铭花园","1608","公共租赁住房出租(社会)","69.5","XZ-ZL2015038","穆娴","身份证","641522198910014649","宁夏回族自治区吴忠市灵武市","13203441431","2019-01-01 00:00:00",""
"39","宝安","宝安区前进路","华强城市花园","2506","公共租赁住房出租(社会)","68.69","XZ-ZL2015039","丁园蕊","身份证","450808199707073069","广西壮族自治区贵港市港南区","13403675861","2019-12-01 00:00:00",""
"40","市局","贵湾三路","龙海家园","2105","公共租赁住房出租(社会)","41.52","XZ-ZL2018040","邓霭","身份证","231210198201072005","黑龙江省黑河市五大连池市","15901081404","2015-06-01 00:00:00",""
"41","市局","贵湾三路","龙海家园","1806","公共租赁住房出租(社会)","54.11","XZ-ZL2018041","孙莎","身份证","331718198604222834","浙江省台州市临海市","15600873794","2015-06-01 00:00:00",""
"42","南山","南山区茶文路","冠铭花园","1804","公共租赁住房出租(社会)","69.5","XZ-ZL2015042","丁胜","身份证","650818197206176173","新疆维吾尔族自治区克拉玛依市乌尔禾区","13804064531","2019-01-01 00:00:00",""
"43","南山","南山区茶文路","冠铭花园","1704","公共租赁住房出租(社会)","69.5","XZ-ZL2017043","冯婉","身份证","520809198409271000","贵州省遵义市仁怀市","13202877952","2019-01-01 00:00:00",""
"44","市局","贵湾三路","龙海家园","2407","公共租赁住房出租(社会)","43.18","XZ-ZL2017044","刘桂蕊","身份证","630205198807181202","青海省西宁市大通回族土族自治县","13900777289","2015-06-01 00:00:00",""
"45","南山","南山区茶文路","冠铭花园","1705","公共租赁住房出租(社会)","69.5","XZ-ZL2014045","姚思","身份证","150113199506202331","内蒙古自治区呼和浩特市郊区","15807866141","2019-01-01 00:00:00",""
"46","市局","贵湾三路","龙海家园","1307","公共租赁住房出租(社会)","41.65","XZ-ZL2014046","孟妍芳","身份证","631302198101149031","青海省西宁市大通回族土族自治县","13506248429","2015-06-01 00:00:00",""
"47","南山","南山区茶文路","冠铭花园","1706","公共租赁住房出租(社会)","69.59","XZ-ZL2018047","戚光炎","身份证","360805199705281990","江西省赣州市南康市","13103356295","2019-01-01 00:00:00",""
"48","市局","贵湾三路","龙海家园","0613","公共租赁住房出租(社会)","44.67","XZ-ZL2014048","梁保","身份证","150711197307162232","内蒙古自治区赤峰市敖汉旗","13303463437","2015-06-01 00:00:00",""
"49","南山","南山区茶文路","冠铭花园","1707","公共租赁住房出租(社会)","69.59","XZ-ZL2016049","汪仪","身份证","500601197002179832","重庆市南川市","13703486461","2019-01-01 00:00:00",""
"50","市局","贵湾三路","龙海家园","1406","公共租赁住房出租(社会)","54.1","XZ-ZL2015050","石瑗菲","身份证","651205198408053451","新疆维吾尔族自治区克拉玛依市乌尔禾区","15004965860","2015-06-01 00:00:00",""
"51","市局","福田区地铁2号线","深康村保障性住房住宅区","032D","公共租赁住房出租(社会)","50.01","XZ-ZL2016051","傅玉","身份证","370302199309065558","山东省淄博市淄川区","15001767133","2014-12-15 00:00:00",""
"52","南山","南山区茶文路","冠铭花园","1805","公共租赁住房出租(社会)","37.45","XZ-ZL2017052","霍俊","身份证","150616198910084290","内蒙古自治区赤峰市敖汉旗","15705108804","2019-01-01 00:00:00",""
"53","南山","南山区茶文路","冠铭花园","1806","公共租赁住房出租(社会)","37.51","XZ-ZL2018053","梁昌东","身份证","110425198706237343","北京市延庆县","13704371312","2019-01-01 00:00:00",""
"54","市局","福田区地铁2号线","深康村保障性住房住宅区","017G","公共租赁住房出租(社会)","60.03","XZ-ZL2015054","刘怡","身份证","630216198009166936","青海省西宁市大通回族土族自治县","13600345509","2014-12-15 00:00:00",""
"55","宝安","宝安区新安二路","中粮紫云花园","2704","公共租赁住房出租(社会)","37.37","XZ-ZL2017055","姜馨","身份证","371215198012245350","山东省莱芜市钢城区","15801830440","2019-12-01 00:00:00",""
"56","市局","福田区地铁2号线","深康村保障性住房住宅区","022D","公共租赁住房出租(社会)","60.14","XZ-ZL2015056","万锦荷","身份证","371425198802048786","山东省德州市齐河县","15904865612","2014-12-15 00:00:00",""
"57","市局","坪山区坪山大道","富士锦园","0504","公共租赁住房出租(社会)","68.11","XZ-ZL2016057","钱榕","身份证","220910198901242463","吉林省白城市大安市","13706941378","2019-09-01 00:00:00",""
"58","市局","福田区地铁2号线","深康村保障性住房住宅区","031A","公共租赁住房出租(社会)","49.76","XZ-ZL2015058","沈璐娥","身份证","620108199508034297","甘肃省兰州市安宁区","15102184538","2014-12-15 00:00:00",""
"59","市局","福田区地铁2号线","深康村保障性住房住宅区","003C","公共租赁住房出租(社会)","49.96","XZ-ZL2014059","毕昌保","身份证","410205198707061486","河南省开封市南关区","13100376648","2014-12-15 00:00:00",""
"60","南山","南山区茶文路","冠铭花园","0918","公共租赁住房出租(社会)","37.51","XZ-ZL2016060","项浩松","身份证","611406199109292610","陕西省汉中市佛坪县","13102768809","2019-01-01 00:00:00",""
"61","市局","贵湾三路","龙海家园","0311","公共租赁住房出租(社会)","44.74","XZ-ZL2017061","邢义哲","身份证","131805197009131021","河北省衡水市深州市","15803747701","2015-06-01 00:00:00",""
"62","市局","福田区地铁2号线","深康村保障性住房住宅区","019E","公共租赁住房出租(社会)","59.81","XZ-ZL2016062","季旭康","身份证","711324198701148707","新疆维吾尔族自治区石河子市","13004625326","2014-12-15 00:00:00",""
"63","市局","坪山区坪山大道","富士锦园","0604","公共租赁住房出租(社会)","68.11","XZ-ZL2018063","诸环凡","身份证","371610197102218228","山东省聊城市临清市","15204031485","2019-09-01 00:00:00",""
"64","光明","光明区松白路长春路交汇","宏发天汇城一期","2002","公共租赁住房出租(社会)","63.4","XZ-ZL2015064","包若浩","身份证","311018198408217575","上海市崇明县","15301843711","2019-06-01 00:00:00",""
"65","市局","贵湾三路","龙海家园","1409","公共租赁住房出租(社会)","54.1","XZ-ZL2018065","庞钧","身份证","221815198905185050","吉林省白城市大安市","13700532450","2015-06-01 00:00:00",""
"66","宝安","宝安区新安二路","中粮紫云花园","2705","公共租赁住房出租(社会)","37.58","XZ-ZL2017066","沈梦凡","身份证","410309199510146701","河南省洛阳市吉利区","13807185490","2019-12-01 00:00:00",""
"67","市局","福田区地铁2号线","深康村保障性住房住宅区","009C","公共租赁住房出租(社会)","50","XZ-ZL2016067","章波仁","身份证","650715197612156312","新疆维吾尔族自治区克拉玛依市乌尔禾区","13301440938","2014-12-15 00:00:00",""
"68","南山","南山区茶文路","冠铭花园","0925","公共租赁住房出租(社会)","37.51","XZ-ZL2015068","齐胜","身份证","430828197401076804","湖南省张家界市桑植县","15800692187","2019-01-01 00:00:00",""
"69","市局","坪山区坪山大道","富士锦园","0806","公共租赁住房出租(社会)","67.97","XZ-ZL2018069","林博盛","身份证","500515197712272982","重庆市南川市","15608214102","2019-09-01 00:00:00",""
"70","市局","贵湾三路","龙海家园","2111","公共租赁住房出租(社会)","47.72","XZ-ZL2016070","路林","身份证","110708199510096404","北京市延庆县","15100666623","2015-06-01 00:00:00",""
"71","市局","福田区地铁2号线","深康村保障性住房住宅区","012A","公共租赁住房出租(社会)","59.64","XZ-ZL2017071","项娜","身份证","231409198909057017","黑龙江省黑河市五大连池市","15205485876","2014-12-15 00:00:00",""
"72","市局","坪山区坪山大道","富士锦园","1001","公共租赁住房出租(社会)","66.88","XZ-ZL2018072","薛榕","身份证","371023199611206432","山东省威海市环翠区","13102937726","2019-09-01 00:00:00",""
"73","市局","贵湾三路","龙海家园","0601","公共租赁住房出租(社会)","54.11","XZ-ZL2016073","余坚中","身份证","431409197408011522","湖南省怀化市洪江市","15804299094","2015-06-01 00:00:00",""
"74","市局","贵湾三路","龙海家园","1605","公共租赁住房出租(社会)","52.31","XZ-ZL2014074","姜云姬","身份证","520702197205184700","贵州省遵义市仁怀市","13006960113","2015-06-01 00:00:00",""
"75","市局","坪山区坪山大道","富士锦园","1206","公共租赁住房出租(社会)","67.97","XZ-ZL2018075","莫云","身份证","461405199307113562","海南省三亚市市辖区","13201063520","2019-09-01 00:00:00",""
"76","市局","贵湾三路","龙海家园","0406","公共租赁住房出租(社会)","43.28","XZ-ZL2018076","姜茗梅","身份证","811225198412083792","新疆维吾尔族自治区石河子市","13004207580","2015-06-01 00:00:00",""
"77","南山","南山区茶文路","冠铭花园","0512","公共租赁住房出租(社会)","37.51","XZ-ZL2016077","武苑璐","身份证","811120199106223463","新疆维吾尔族自治区石河子市","13002741665","2019-01-01 00:00:00",""
"78","市局","福田区地铁2号线","深康村保障性住房住宅区","032D","公共租赁住房出租(社会)","49.95","XZ-ZL2015078","喻澜","身份证","460216198104083537","海南省三亚市市辖区","15805607684","2014-12-15 00:00:00",""
"79","市局","福田区地铁2号线","深康村保障性住房住宅区","026B","公共租赁住房出租(社会)","89.69","XZ-ZL2016079","袁新思","身份证","460312197102265269","海南省三亚市市辖区","15503486382","2014-12-15 00:00:00",""
"80","南山","南山区茶文路","冠铭花园","0517","公共租赁住房出租(社会)","37.51","XZ-ZL2014080","童学星","身份证","120424197709283625","天津市蓟县","13002503341","2019-01-01 00:00:00",""
"81","南山","南山区茶文路","冠铭花园","1803","公共租赁住房出租(社会)","69.78","XZ-ZL2018081","齐月","身份证","621110197411141613","甘肃省天水市张家川回族自治县","13802150671","2019-01-01 00:00:00",""
"82","市局","福田区地铁2号线","深康村保障性住房住宅区","014G","公共租赁住房出租(社会)","59.57","XZ-ZL2017082","杨菲","身份证","501804198904179777","重庆市南川市","15607825176","2014-12-15 00:00:00",""
"83","市局","福田区地铁2号线","深康村保障性住房住宅区","025E","公共租赁住房出租(社会)","49.28","XZ-ZL2017083","邓眉 ","身份证","451402197212194770","广西壮族自治区玉林市北流市","15507286469","2014-12-15 00:00:00",""
"84","宝安","宝安区沙中路","星河荣御花苑","2909","公共租赁住房出租(社会)","72.55","XZ-ZL2014084","张诚勇","身份证","530904197104021274","云南省玉溪市元江哈尼族彝族傣族自治县","15106190495","2019-12-01 00:00:00",""
"85","宝安","宝安区前进路","华强城市花园","2906","公共租赁住房出租(社会)","68.69","XZ-ZL2017085","章祥","身份证","451222199705017250","广西壮族自治区玉林市北流市","15606743975","2019-12-01 00:00:00",""
"86","市局","福田区地铁2号线","深康村保障性住房住宅区","024B","公共租赁住房出租(社会)","59.36","XZ-ZL2016086","卢哲坚","身份证","410119198609147876","河南省郑州市邙山区","15203512316","2014-12-15 00:00:00",""
"87","宝安","宝安区前进路","华强城市花园","2907","公共租赁住房出租(社会)","67.97","XZ-ZL2017087","金丹彩","身份证","451408199302136165","广西壮族自治区玉林市北流市","15204946801","2019-12-01 00:00:00",""
"88","市局","福田区地铁2号线","深康村保障性住房住宅区","003D","公共租赁住房出租(社会)","49.94","XZ-ZL2014088","席晓","身份证","351828197007078847","福建省龙岩市漳平市","13201764238","2014-12-15 00:00:00",""
"89","市局","坪山区坪山大道","富士锦园","2406","公共租赁住房出租(社会)","67.88","XZ-ZL2015089","宋梁彪","身份证","350203197810184281","福建省厦门市思明区","15807367424","2019-09-01 00:00:00",""
"90","市局","坪山区坪山大道","富士锦园","2506","公共租赁住房出租(社会)","67.88","XZ-ZL2015090","狄信","身份证","640518199301186098","宁夏回族自治区吴忠市灵武市","15206726480","2019-09-01 00:00:00",""
"91","市局","福田区地铁2号线","深康村保障性住房住宅区","033E","公共租赁住房出租(社会)","49.35","XZ-ZL2018091","于健安","身份证","641416199109033909","宁夏回族自治区吴忠市灵武市","15306393537","2014-12-15 00:00:00",""
"92","市局","福田区地铁2号线","深康村保障性住房住宅区","021E","公共租赁住房出租(社会)","89.76","XZ-ZL2017092","许舒 ","身份证","520914199011236927","贵州省遵义市仁怀市","13805353272","2014-12-15 00:00:00",""
"93","宝安","宝安区新安二路","中粮紫云花园","3205","公共租赁住房出租(社会)","37.58","XZ-ZL2014093","水梅","身份证","231017198805243025","黑龙江省牡丹江市西安区","13303263402","2019-12-01 00:00:00",""
"94","市局","福田区地铁2号线","深康村保障性住房住宅区","003E","公共租赁住房出租(社会)","49.35","XZ-ZL2014094","孟荷爱","身份证","521219199611127078","贵州省遵义市仁怀市","13402214842","2014-12-15 00:00:00",""
"95","市局","福田区地铁2号线","深康村保障性住房住宅区","009D","公共租赁住房出租(社会)","59.19","XZ-ZL2015095","崔博","身份证","361224198210174305","江西省赣州市南康市","15807406375","2014-12-15 00:00:00",""
"96","市局","坪山区坪山大道","富士锦园","2707","公共租赁住房出租(社会)","66.8","XZ-ZL2018096","李言龙","身份证","540208199009206079","西藏自治区拉萨市墨竹工卡县","13800283187","2019-09-01 00:00:00",""
"97","市局","福田区地铁2号线","深康村保障性住房住宅区","013C","公共租赁住房出租(社会)","50.01","XZ-ZL2016097","曹澜","身份证","650610197901184336","新疆维吾尔族自治区克拉玛依市乌尔禾区","15508232350","2014-12-15 00:00:00",""
"98","南山","南山区茶文路","冠铭花园","1005","公共租赁住房出租(社会)","69.5","XZ-ZL2014098","阮海冠","身份证","521717197204231859","贵州省遵义市仁怀市","13304068237","2019-01-01 00:00:00",""
"99","市局","福田区地铁2号线","深康村保障性住房住宅区","034C","公共租赁住房出租(社会)","49.93","XZ-ZL2014099","乔芬","身份证","141215199403273335","山西省晋城市怀仁县","13707953683","2014-12-15 00:00:00",""
"100","南山","南山区茶文路","冠铭花园","1006","公共租赁住房出租(社会)","69.59","XZ-ZL2015100","邓冰","身份证","321325197010057348","江苏省宿迁市泗洪县","15005492190","2019-01-01 00:00:00",""
"101","南山","南山区茶文路","冠铭花园","1007","公共租赁住房出租(社会)","69.59","XZ-ZL2018101","苏馥","身份证","441012198111146648","广东省茂名市信宜市","15004671963","2019-01-01 00:00:00",""
"102","市局","福田区地铁2号线","深康村保障性住房住宅区","010C","公共租赁住房出租(社会)","49.93","XZ-ZL2017102","郭云咏","身份证","631715198104176960","青海省西宁市大通回族土族自治县","15005951980","2014-12-15 00:00:00",""
"103","南山","南山区茶文路","冠铭花园","1105","公共租赁住房出租(社会)","69.5","XZ-ZL2018103","严之","身份证","511519197702164431","四川省宜宾市翠屏区","15808880975","2019-01-01 00:00:00",""
"104","市局","福田区地铁2号线","深康村保障性住房住宅区","031C","公共租赁住房出租(社会)","50.01","XZ-ZL2016104","冯琛清","身份证","541215198307313447","西藏自治区拉萨市墨竹工卡县","15904090364","2014-12-15 00:00:00",""
"105","南山","南山区茶文路","冠铭花园","0701","公共租赁住房出租(社会)","69.65","XZ-ZL2016105","罗菁颖","身份证","620224198703233150","甘肃省嘉峪关市市辖区","15102182395","2019-01-01 00:00:00",""
"106","市局","福田区地铁2号线","深康村保障性住房住宅区","023E","公共租赁住房出租(社会)","49.91","XZ-ZL2017106","丁谦维","身份证","501204198109297912","重庆市南川市","15206627044","2014-12-15 00:00:00",""
"107","市局","福田区地铁2号线","深康村保障性住房住宅区","004E","公共租赁住房出租(社会)","49.28","XZ-ZL2015107","沈环梦","身份证","451609197810085370","广西壮族自治区玉林市北流市","13907980865","2014-12-15 00:00:00",""
"108","南山","南山区茶文路","冠铭花园","0702","公共租赁住房出租(社会)","69.78","XZ-ZL2018108","皮冠腾","身份证","630424198503157287","青海省西宁市大通回族土族自治县","15603733685","2019-01-01 00:00:00",""
"109","罗湖","布吉街道锦龙陆路","亲蜜家公寓","0305","公共租赁住房出租(社会)","40.81","XZ-ZL2018109","郑伦坚","身份证","351609199208132212","福建省龙岩市漳平市","15208767537","2019-01-01 00:00:00",""
"110","罗湖","布吉街道锦龙陆路","亲蜜家公寓","0306","公共租赁住房出租(社会)","40.81","XZ-ZL2018110","姜邦","身份证","321610198610145459","江苏省宿迁市泗洪县","13908830610","2019-01-01 00:00:00",""
"111","市局","福田区地铁2号线","深康村保障性住房住宅区","017C","公共租赁住房出租(社会)","59.41","XZ-ZL2015111","平梁","身份证","340119197501169388","安徽省合肥市郊区","15600804051","2014-12-15 00:00:00",""
"112","罗湖","布吉街道锦龙陆路","亲蜜家公寓","0307","公共租赁住房出租(社会)","40.81","XZ-ZL2017112","贺姬","身份证","141405198212291815","山西省晋城市怀仁县","15000140116","2019-01-01 00:00:00",""
"113","市局","福田区地铁2号线","深康村保障性住房住宅区","016C","公共租赁住房出租(社会)","49.81","XZ-ZL2014113","管和中","身份证","140517198009286805","山西省晋城市城区","15500465027","2014-12-15 00:00:00",""
"114","南山","南山区茶文路","冠铭花园","1507","公共租赁住房出租(社会)","37.51","XZ-ZL2016114","邢友树","身份证","520228196912274937","贵州省六盘水市水城县","13300905825","2019-01-01 00:00:00",""
"115","市局","福田区地铁2号线","深康村保障性住房住宅区","012H","公共租赁住房出租(社会)","49.38","XZ-ZL2018115","项广亮","身份证","520824197603101019","贵州省遵义市仁怀市","15607158080","2014-12-15 00:00:00",""
"116","南山","南山区茶文路","冠铭花园","1508","公共租赁住房出租(社会)","69.65","XZ-ZL2017116","云倩","身份证","320507199503281019","江苏省苏州市金阊区","15802184370","2019-01-01 00:00:00",""
"117","市局","龙岗区牛始铺路","和悦居","006A","公共租赁住房出租（单位）","59.48","XZ-ZL2017117","施政","身份证","341119198112203005","安徽省滁州市南谯区","13701158899","2018-12-06 00:00:00",""
"118","市局","坪山区坪山大道","富士锦园","0302","公共租赁住房出租(社会)","67.92","XZ-ZL2015118","周国","身份证","650414197508226822","新疆维吾尔族自治区克拉玛依市乌尔禾区","13401695497","2019-09-01 00:00:00",""
"119","市局","福田区地铁2号线","深康村保障性住房住宅区","032H","公共租赁住房出租(社会)","49.34","XZ-ZL2017119","罗娴","身份证","330926199403043622","浙江省舟山市嵊泗县","15603548070","2014-12-15 00:00:00",""
"120","市局","福田区地铁2号线","深康村保障性住房住宅区","013B","公共租赁住房出租(社会)","59.35","XZ-ZL2014120","秦家毅","身份证","520803197103304544","贵州省遵义市仁怀市","15703854892","2014-12-15 00:00:00",""
"121","南山","宝安区辅三路","前海铂寓(铂寓轩)","1515","公共租赁住房出租(社会)","57.98","XZ-ZL2014121","阮雁","身份证","130105199410214665","河北省石家庄市新华区","13507864494","2019-06-01 00:00:00",""
"122","市局","坪山区坪山大道","富士锦园","0404","公共租赁住房出租(社会)","68.11","XZ-ZL2017122","时腾子","身份证","651813197501053457","新疆维吾尔族自治区克拉玛依市乌尔禾区","15203053658","2019-09-01 00:00:00",""
"123","市局","福田区地铁2号线","深康村保障性住房住宅区","014C","公共租赁住房出租(社会)","59.6","XZ-ZL2014123","狄乐","身份证","150328198804197093","内蒙古自治区乌海市乌达区","15700067380","2014-12-15 00:00:00",""
"124","市局","福田区地铁2号线","深康村保障性住房住宅区","009C","公共租赁住房出租(社会)","59.65","XZ-ZL2018124","戚子","身份证","210913199212286383","辽宁省阜新市细河区","13202420693","2014-12-15 00:00:00",""
"125","市局","坪山区坪山大道","富士锦园","0304","公共租赁住房出租(社会)","68.11","XZ-ZL2014125","娄霭","身份证","221418197612174123","吉林省白城市大安市","13902308233","2019-09-01 00:00:00",""
"126","南山","南山区茶文路","冠铭花园","1511","公共租赁住房出租(社会)","37.45","XZ-ZL2015126","倪羽","身份证","650516197704233405","新疆维吾尔族自治区克拉玛依市乌尔禾区","13706753700","2019-01-01 00:00:00",""
"127","市局","福田区地铁2号线","深康村保障性住房住宅区","013C","公共租赁住房出租(社会)","49.87","XZ-ZL2016127","程风山","身份证","530818197106128249","云南省玉溪市元江哈尼族彝族傣族自治县","15307782424","2014-12-15 00:00:00",""
"128","南山","南山区茶文路","冠铭花园","1520","公共租赁住房出租(社会)","37.51","XZ-ZL2016128","唐涛顺","身份证","460618199209155254","海南省三亚市市辖区","13408576085","2019-01-01 00:00:00",""
"129","南山","南山区茶文路","冠铭花园","1524","公共租赁住房出租(社会)","37.51","XZ-ZL2016129","莫生","身份证","451204199603231332","广西壮族自治区玉林市北流市","13706980157","2019-01-01 00:00:00",""
"130","市局","福田区地铁2号线","深康村保障性住房住宅区","017H","公共租赁住房出租(社会)","49.98","XZ-ZL2018130","殷芝雁","身份证","310402198704159659","上海市崇明县","13702681490","2014-12-15 00:00:00",""
