"范总","fan","zong","230124201205191105","男","汉族","2012/5/19","内蒙古自治区包头市","天津天津市","天津天津市宁河县东棘坨镇
","14593056092","","港澳通行证"
"梁广卫","liang","guangwei","230128198002112163","男","汉族","1980/2/11","河南省洛阳市","天津天津市","天津天津市武清区武清科技谷
","13384249778","","护照"
"堪顶相","kan","dingxiang","230202193803081555","男","汉族","1938/3/8","广东省惠州市","天津天津市","天津天津市蓟县尤古庄镇
","18329059161","","港澳通行证"
"鲍平现","bao","pingxian","230230195609262583","男","满族","1956/9/26","江西省萍乡市","河北石家庄市","河北石家庄市鹿泉市大河镇
","13566568680","","台湾通行证"
"李接很","li","jiehen","230407201603082843","男","汉族","2016/3/8","西藏自治区日喀则地区","北京北京市","北京北京市东城区龙潭街道
","13278138907","","台湾通行证"
"郎轻除","lang","qingchu","23042219410518221X","男","汉族","1941/5/18","黑龙江省齐齐哈尔市","北京北京市","北京北京市密云县太师屯镇
","14968925420","","台湾通行证"
"华门","hua","men","230701194304212682","男","汉族","1943/4/21","云南省曲靖市","北京北京市","北京北京市房山区周口店
","18033756705","","台湾通行证"
"黄传环","huang","chuanhuan","230701195206101713","男","汉族","1952/6/10","河北省廊坊市","河北石家庄市","河北石家庄市裕华区宋营镇
","15818522740","","台湾通行证"
"和岛止","he","daozhi","230709195811192263","女","藏族","1958/11/19","宁夏回族自治区固原市","北京北京市","北京北京市东城区东花市街道
","14989359833","","护照"
"贺娜建","he","najian","230716199706171315","男","汉族","1997/6/17","甘肃省平凉市","天津天津市","天津天津市武清区泗村店镇
","13259075700","","护照"
"祁杀权","qi","shaquan","230804201609021278","女","汉族","2016/9/2","安徽省马鞍山市","河北石家庄市","河北石家庄市栾城县楼底镇
","14991185923","","港澳通行证"
"方续诺","fang","xunuo","230881196001071305","女","汉族","1960/1/7","贵州省铜仁市","河北石家庄市","河北石家庄市井陉矿区矿市街道
","17521017998","","台湾通行证"
"傅动赶","fu","donggan","230921201009092665","女","维吾尔族","2010/9/9","吉林省四平市","北京北京市","北京北京市门头沟区东辛房街道
","14717359761","","护照"
"袁细杂","yuan","xiza","231002197707181991","男","汉族","1977/7/18","山东省威海市","天津天津市","天津天津市宝坻区新安镇
","14928968659","","台湾通行证"
"吴乐","wu","le","232722200406242788","女","彝族","2004/6/24","辽宁省抚顺市","天津天津市","天津天津市北辰区佳荣里街道
","13369658421","","护照"
"姜林遇","jiang","linyu","310101200503022318","男","汉族","2005/3/2","江西省南昌市","天津天津市","天津天津市武清区黄花店镇
","17158919399","","护照"
"酆鸟毛","feng","niaomao","31010619420218216X","男","汉族","1942/2/18","山东省临沂市","河北石家庄市","河北石家庄市新乐市邯邰镇
","14524813093","","护照"
"滕熟属","teng","shushu","31022919470113201X","女","汉族","1947/1/13","安徽省亳州市","天津天津市","天津天津市红桥区丁字沽街道
","17397403164","","台湾通行证"
"昌香司","chang","xiangsi","32011219650629162X","女","壮族","1965/6/29","重庆重庆市","河北石家庄市","河北石家庄市井陉县南王庄乡
","15540130448","","护照"
"张内谈","zhang","neitan","320302197210032453","女","汉族","1972/10/3","内蒙古自治区锡林郭勒盟","河北石家庄市","河北石家庄市长安区谈固街道
","15117802014","","港澳通行证"
"屈品装","qu","pinzhuang","320721193204121356","男","汉族","1932/4/12","湖南省岳阳市","北京北京市","北京北京市通州区宋庄镇
","14740815067","","台湾通行证"
"元浪","yuan","lang","321001194004282093","女","汉族","1940/4/28","福建省南平市","北京北京市","北京北京市平谷区黄松峪乡
","14965031234","","台湾通行证"
"茅挥票","mao","huipiao","32120219511205193X","女","汉族","1951/12/5","山东省德州市","天津天津市","天津天津市宁河县潘庄农场
","15267091910","","护照"
"米征故","mi","zhenggu","321202199911292156","男","汉族","1999/11/29","内蒙古自治区乌海市","北京北京市","北京北京市朝阳区管庄
","14791154567","","港澳通行证"
"梁唱","liang","chang","321282195503233003","女","汉族","1955/3/23","湖北省随州市","北京北京市","北京北京市海淀区羊坊店街道
","17798182481","","港澳通行证"
"尹苏级","yin","suji","330324194109082890","男","汉族","1941/9/8","台湾苗栗县","天津天津市","天津天津市滨海新区寨上街道
","13056884272","","护照"
"康进作","kang","jinzuo","330501199903292018","男","满族","1999/3/29","甘肃省陇南市","河北石家庄市","河北石家庄市元氏县南佐镇
","15239824771","","台湾通行证"
"戴死稜","dai","sileng","330602201201232709","男","满族","2012/1/23","北京北京市","北京北京市","北京北京市怀柔区汤河口镇
","15730838432","","台湾通行证"
"戴白腿","dai","baitui","330822199403072770","女","汉族","1994/3/7","内蒙古自治区赤峰市","北京北京市","北京北京市朝阳区和平街街道
","14951587517","","护照"
"唐香","tang","xiang","330822200203021886","男","汉族","2002/3/2","北京北京市","河北石家庄市","河北石家庄市赵县前大章乡
","18318000546","","港澳通行证"
"陈个讲","chen","gejiang","332527193006021769","女","苗族","1930/6/2","北京北京市","河北石家庄市","河北石家庄市栾城县柳林屯乡
","15175287669","","台湾通行证"
"萧举面","xiao","jumian","340802195903122007","男","汉族","1959/3/12","山西省阳泉市","天津天津市","天津天津市河西区越秀路街道
","18017099139","","台湾通行证"
"贝位城","bei","weicheng","341102193209062693","男","汉族","1932/9/6","福建省厦门市","河北石家庄市","河北石家庄市正定县南楼乡
","13479107286","","台湾通行证"
"狄严乐","di","yanle","350128196104161730","女","维吾尔族","1961/4/16","江西省新余市","天津天津市","天津天津市河西区东海街道
","15689779858","","台湾通行证"
"凤南窗","feng","nanchuang","350181199010172426","女","汉族","1990/10/17","陕西省安康市","北京北京市","北京北京市平谷区马坊
","15019001731","","台湾通行证"
"施记业","shi","jiye","350403194005181285","男","汉族","1940/5/18","内蒙古自治区阿拉善盟","天津天津市","天津天津市和平区新兴街道
","14994344943","","护照"
"堪舞","kan","wu","350421193309252570","女","汉族","1933/9/25","江西省宜春市","河北石家庄市","河北石家庄市无极县无极镇
","15312701905","","港澳通行证"
"纪这角","ji","zhejiao","350526201302081363","女","汉族","2013/2/8","海南省屯昌县","天津天津市","天津天津市西青区杨柳青镇
","17771290271","","港澳通行证"
"孟富弟","meng","fudi","350627201505251053","女","汉族","2015/5/25","江西省赣州市","天津天津市","天津天津市宝坻区九园工业园区
","13268778654","","港澳通行证"
"任钱总","ren","qianzong","350781196406212470","男","汉族","1964/6/21","广西壮族自治区钦州市","天津天津市","天津天津市河西区越秀路街道
","17785106001","","护照"
"熊几珍","xiong","jizhen","350821196006151815","男","汉族","1960/6/15","甘肃省武威市","河北石家庄市","河北石家庄市赞皇县黄北坪乡
","13140430729","","港澳通行证"
"纪黄记","ji","huangji","362324200305021353","男","汉族","2003/5/2","辽宁省朝阳市","北京北京市","北京北京市丰台区方庄
","18674530557","","护照"
"鲍棋举","bao","qiju","362425197610091523","女","彝族","1976/10/9","北京北京市","天津天津市","天津天津市东丽区保税区空港国际物流经济区
","18574594784","","港澳通行证"
"薛轻起","xue","qingqi","370304194207182010","男","汉族","1942/7/18","江西省鹰潭市","北京北京市","北京北京市门头沟区城子街道
","17074882677","","港澳通行证"
"苗期印","miao","qiyin","370405195910172815","女","汉族","1959/10/17","西藏自治区日喀则地区","北京北京市","北京北京市海淀区永定路街道
","18330079842","","护照"
"穆备武","mu","beiwu","370703194510151001","男","满族","1945/10/15","澳门特别行政区离岛","河北石家庄市","河北石家庄市灵寿县北洼乡
","15327728487","","台湾通行证"
"茅育欧","mao","yuou","370781199012111527","男","满族","1990/12/11","海南省五指山市","北京北京市","北京北京市房山区东风街道
","17116983382","","港澳通行证"
"水落列","shui","luolie","37132320120807273X","女","汉族","2012/8/7","台湾新竹县","天津天津市","天津天津市宁河县北淮淀乡
","14789900201","","台湾通行证"
"孔对","kong","dui","371526199505041681","女","汉族","1995/5/4","广西壮族自治区钦州市","北京北京市","北京北京市丰台区南苑
","15331876158","","台湾通行证"
"时议","shi","yi","372926199210141143","男","汉族","1992/10/14","福建省漳州市","天津天津市","天津天津市北辰区普东街道
","15261981904","","护照"
"齐狗迷","qi","goumi","410301195405172479","女","汉族","1954/5/17","湖南省株洲市","河北石家庄市","河北石家庄市行唐县上碑镇
","15676920979","","护照"
"成常米","cheng","changmi","410403196904051631","女","汉族","1969/4/5","辽宁省葫芦岛市","河北石家庄市","河北石家庄市藁城市南董镇
","15610098263","","护照"
"乐喜居","le","xiju","410425196804071262","女","汉族","1968/4/7","四川省宜宾市","北京北京市","北京北京市延庆县香水园街道
","18999623207","","护照"
"昌两际","chang","liangji","410527196310302620","男","土家族","1963/10/30","山西省忻州市","天津天津市","天津天津市和平区南营门街道
","13581349835","","港澳通行证"
"顾正难","gu","zhengnan","410602193910021675","男","汉族","1939/10/2","云南省德宏傣族景颇族自治州","天津天津市","天津天津市滨海新区海洋高新技术产业园区
","18788255179","","台湾通行证"
"彭否岛","peng","foudao","410603194402122593","男","汉族","1944/2/12","新疆维吾尔自治区喀什地区","天津天津市","天津天津市武清区大黄堡镇
","14936725613","","港澳通行证"
"吴情速","wu","qingsu","410781194507141585","男","汉族","1945/7/14","宁夏回族自治区中卫市","北京北京市","北京北京市门头沟区城子街道
","14587660188","","港澳通行证"
"马勒","ma","lei","410821194003122741","男","汉族","1940/3/12","上海上海市","河北石家庄市","河北石家庄市长安区跃进街道
","17328901308","","港澳通行证"
"费从健","fei","congjian","411322199809181495","男","汉族","1998/9/18","台湾连江县","北京北京市","北京北京市东城区体育馆路街道
","13947551611","","护照"
"史醒不","shi","xingbu","411328201308292443","女","蒙古族","2013/8/29","贵州省铜仁市","天津天津市","天津天津市河东区常州道街道
","13773565288","","台湾通行证"
"舒悲屋","shu","beiwu","411401200611121453","男","汉族","2006/11/12","甘肃省庆阳市","北京北京市","北京北京市朝阳区将台
","14583680181","","港澳通行证"
"孟近电","meng","jindian","412722196407122029","女","汉族","1964/7/12","山西省大同市","天津天津市","天津天津市河西区天塔街道
","13523831204","","台湾通行证"
"祁子","qi","zi","412722201007062892","女","汉族","2010/7/6","浙江省衢州市","河北石家庄市","河北石家庄市鹿泉市大河镇
","15666209215","","台湾通行证"
"卞靠纪","bian","kaoji","412822196801022065","女","汉族","1968/1/2","河南省南阳市","河北石家庄市","河北石家庄市高邑县万城乡
","13372441843","","台湾通行证"
"姚简钟","yao","jianzhong","412828197206271202","女","汉族","1972/6/27","天津天津市","北京北京市","北京北京市丰台区长辛店街道
","14583768086","","护照"
"苗油呼","miao","youhu","420525196306212825","男","汉族","1963/6/21","内蒙古自治区兴安盟","北京北京市","北京北京市怀柔区北京雁栖经济开发区
","15633930663","","港澳通行证"
"殷市莫","yin","shimo","42062619610116295X","男","汉族","1961/1/16","内蒙古自治区呼伦贝尔市","北京北京市","北京北京市平谷区镇罗营镇
","13896216523","","港澳通行证"
"许目石","xu","mushi","421223194205052051","女","汉族","1942/5/5","陕西省榆林市","河北石家庄市","河北石家庄市赵县范庄镇
","14530507618","","港澳通行证"
"姚更","yao","geng","422822197511022135","女","汉族","1975/11/2","广东省惠州市","天津天津市","天津天津市东丽区综合保税区
","15034264498","","护照"
"周派孩","zhou","paihai","430204199010081835","女","苗族","1990/10/8","山西省太原市","北京北京市","北京北京市平谷区东高村镇
","15866008303","","台湾通行证"
"伍于笔","wu","yubi","43022319980126226X","女","回族","1998/1/26","新疆维吾尔自治区克孜勒苏柯尔克孜自治州","北京北京市","北京北京市昌平区东小口
","18223241881","","台湾通行证"
"安哪走","an","nazou","430522200201121960","男","汉族","2002/1/12","广东省揭阳市","北京北京市","北京北京市西城区月坛街道
","13192676345","","护照"
"严引缺","yan","yinque","43060320000818259X","男","壮族","2000/8/18","宁夏回族自治区石嘴山市","河北石家庄市","河北石家庄市裕华区建通街道
","15628259997","","护照"
"姜争压","jiang","zhengya","430611201607262246","男","汉族","2016/7/26","甘肃省定西市","河北石家庄市","河北石家庄市鹿泉市宜安镇
","15885817817","","护照"
"郑排仍","zheng","paireng","430811196605191189","男","汉族","1966/5/19","内蒙古自治区赤峰市","河北石家庄市","河北石家庄市裕华区槐底街道
","13740309238","","护照"
"茅棋突","mao","qitu","43102719390710222X","女","汉族","1939/7/10","湖南省湘潭市","天津天津市","天津天津市河西区马场街道
","15346198680","","台湾通行证"
"奚散寻","xi","sanxun","431028195012131439","女","回族","1950/12/13","湖南省湘潭市","河北石家庄市","河北石家庄市正定县正定镇
","17191304827","","台湾通行证"
"邹标洋","zou","biaoyang","433125199605261059","女","汉族","1996/5/26","河北省秦皇岛市","天津天津市","天津天津市滨海新区临港产业园区二
","18297374019","","护照"
"平观惊","ping","guanjing","440105200312071349","男","汉族","2003/12/7","四川省阿坝藏族羌族自治州","天津天津市","天津天津市滨海新区杭州道街道
","14940108722","","护照"
"郎应传","lang","yingchuan","440107199712211010","女","壮族","1997/12/21","湖北省鄂州市","河北石家庄市","河北石家庄市裕华区方村镇
","17110757227","","护照"
"时追远","shi","zhuiyuan","44018219540509125X","男","维吾尔族","1954/5/9","辽宁省葫芦岛市","北京北京市","北京北京市朝阳区六里屯街道
","17343376317","","台湾通行证"
"王稜欧","wang","lengou","440224197606212776","女","汉族","1976/6/21","湖北省恩施土家族苗族自治州","北京北京市","北京北京市顺义区天竺
","17752888952","","港澳通行证"
"贝哪影","bei","naying","440308197208302835","女","汉族","1972/8/30","重庆重庆市","天津天津市","天津天津市滨海新区杨家泊镇
","13732712087","","台湾通行证"
"卫定带","wei","dingdai","440402195704262519","女","汉族","1957/4/26","天津天津市","天津天津市","天津天津市蓟县下仓镇
","13778451255","","台湾通行证"
"李河窗","li","hechuang","440811199309172895","男","汉族","1993/9/17","新疆维吾尔自治区图木舒克市","天津天津市","天津天津市河东区天津铁厂街道
","17321549466","","护照"
"苏树妻","su","shuqi","441283200710242380","男","汉族","2007/10/24","黑龙江省鹤岗市","河北石家庄市","河北石家庄市井陉县辛庄乡
","15133261397","","港澳通行证"
"魏读词","wei","duci","441301195912081869","男","汉族","1959/12/8","贵州省六盘水市","天津天津市","天津天津市滨海新区杨家泊镇
","13569488880","","护照"
"平住史","ping","zhushi","441781195508282451","女","汉族","1955/8/28","福建省宁德市","北京北京市","北京北京市平谷区刘家店镇
","18414497032","","港澳通行证"
"齐具钱","qi","juqian","445302200101071767","男","满族","2001/1/7","浙江省舟山市","北京北京市","北京北京市怀柔区渤海镇
","17851125124","","护照"
"戴香类","dai","xianglei","450103196105011706","男","汉族","1961/5/1","云南省文山壮族苗族自治州","北京北京市","北京北京市密云县东邵渠镇
","14772209349","","港澳通行证"
"伏风洗","fu","fengxi","45010419340603228X","男","藏族","1934/6/3","广东省阳江市","河北石家庄市","河北石家庄市桥东区阜康街道
","13782375149","","护照"
"朱医持","zhu","yichi","450325200106271903","女","壮族","2001/6/27","宁夏回族自治区固原市","河北石家庄市","河北石家庄市新华区北苑街道
","15099123287","","港澳通行证"
"李初教","li","chujiao","450329196511142765","女","汉族","1965/11/14","安徽省淮北市","北京北京市","北京北京市海淀区马连洼街道
","13014464555","","护照"
"贺至翻","he","zhifan","450332194405141005","男","汉族","1944/5/14","山西省长治市","天津天津市","天津天津市河西区友谊路街道
","14988196622","","台湾通行证"
"米份没","mi","fenmei","452225200712041960","男","汉族","2007/12/4","宁夏回族自治区石嘴山市","北京北京市","北京北京市通州区梨园
","17794794454","","台湾通行证"
"马沙论","ma","shalun","452231199105312345","女","汉族","1991/5/31","浙江省湖州市","北京北京市","北京北京市怀柔区渤海镇
","17849361620","","护照"
"喻先永","yu","xian","452428194408071681","男","汉族","1944/8/7","山东省淄博市","天津天津市","天津天津市红桥区双环村街道
","17364997252","","护照"
"钱次卡","qian","cika","452729199102072177","女","回族","1991/2/7","山西省晋中市","天津天津市","天津天津市武清区汊沽港镇
","17698189646","","台湾通行证"
"秦公杰","qin","gongjie","460030200211251935","男","汉族","2002/11/25","青海省海东市","北京北京市","北京北京市平谷区兴谷街道
","13342310582","","台湾通行证"
"齐甚妈","qi","shenma","500110193407101795","男","回族","1934/7/10","海南省万宁市","北京北京市","北京北京市延庆县儒林街道
","18429059195","","港澳通行证"
"汤较牛","tang","jiaoniu","50022320040611149X","女","维吾尔族","2004/6/11","湖北省鄂州市","北京北京市","北京北京市密云县穆家峪镇
","14788421633","","护照"
"贝光袋","bei","guangdai","50022620041031247X","男","汉族","2004/10/31","内蒙古自治区呼伦贝尔市","北京北京市","北京北京市延庆县四海镇
","18061529787","","港澳通行证"
"康草白","kang","caobai","500242195102212780","女","汉族","1951/2/21","青海省海东市","河北石家庄市","河北石家庄市藁城市增村镇
","17232921273","","港澳通行证"
"郝范的","hao","fande","500381199302041575","男","汉族","1993/2/4","江西省吉安市","北京北京市","北京北京市延庆县珍珠泉乡
","13650457023","","港澳通行证"
"堪议决","kan","yijue","51010619471225145X","男","汉族","1947/12/25","浙江省湖州市","天津天津市","天津天津市蓟县白涧镇
","15956044398","","护照"
"韩若亡","han","ruowang","510184193908192177","男","汉族","1939/8/19","福建省宁德市","天津天津市","天津天津市东丽区保税区空港国际物流经济区
","14926978071","","港澳通行证"
"安次景","an","cijing","510401200508221088","女","汉族","2005/8/22","山东省泰安市","河北石家庄市","河北石家庄市桥东区桃园镇
","18985634056","","港澳通行证"
"熊否判","xiong","foupan","510411199603201656","女","壮族","1996/3/20","河北省张家口市","天津天津市","天津天津市红桥区大胡同街道
","17650713280","","护照"
"于买族","yu","maizu","510524193503111223","女","汉族","1935/3/11","江西省南昌市","天津天津市","天津天津市和平区体育馆街道
","15771398407","","港澳通行证"
"汪冰忆","wang","bingyi","510682194701082105","男","汉族","1947/1/8","湖北省宜昌市","天津天津市","天津天津市西青区李七庄街道
","15562147613","","台湾通行证"
"章置喝","zhang","zhihe","51081119360430108X","女","汉族","1936/4/30","海南省澄迈县","北京北京市","北京北京市东城区北新桥街道
","14773315175","","台湾通行证"
"明木索","ming","musuo","51138119630424266X","女","满族","1963/4/24","云南省保山市","北京北京市","北京北京市西城区月坛街道
","15085583780","","港澳通行证"
"罗临星","luo","linxing","511523193511081938","男","满族","1935/11/8","上海上海市","天津天津市","天津天津市武清区高村镇
","13467689836","","护照"
"尹懂值","yin","dongzhi","511524197408271017","女","汉族","1974/8/27","河北省唐山市","北京北京市","北京北京市海淀区北下关街道
","17623452231","","护照"
"乐丝重","le","sizhong","511524197807172286","女","回族","1978/7/17","黑龙江省牡丹江市","北京北京市","北京北京市东城区永定门外街道
","13286001444","","港澳通行证"
"赵段失","zhao","duanshi","511524198512232987","女","汉族","1985/12/23","云南省玉溪市","北京北京市","北京北京市朝阳区望京街道
","18317370139","","台湾通行证"
"蒋将练","jiang","jianglian","511602199309281558","女","汉族","1993/9/28","江西省南昌市","天津天津市","天津天津市河北区王串场街道
","13854316833","","护照"
"孙穿半","sun","chuanban","513433201011152185","男","彝族","2010/11/15","重庆重庆市","河北石家庄市","河北石家庄市元氏县北正乡
","13288064073","","台湾通行证"
"宋冰洗","song","bingxi","513435200105182033","男","汉族","2001/5/18","香港特别行政区香港岛","北京北京市","北京北京市通州区宋庄镇
","14785617361","","港澳通行证"
"项部坦","xiang","butan","513437194701231270","女","满族","1947/1/23","山西省晋城市","北京北京市","北京北京市东城区景山街道
","15130718698","","护照"
"曹耳著","cao","erzhu","520101194608242748","男","汉族","1946/8/24","广东省深圳市","河北石家庄市","河北石家庄市新华区大郭镇
","17655630747","","护照"
"汤口至","tang","kouzhi","522229193203161623","男","汉族","1932/3/16","海南省屯昌县","北京北京市","北京北京市朝阳区首都机场街道
","13133616758","","港澳通行证"
"秦愿黄","qin","yuanhuang","52230119530514104X","女","彝族","1953/5/14","河南省漯河市","河北石家庄市","河北石家庄市桥西区苑东街道
","13636319456","","台湾通行证"
"余仍礼","yu","rengli","522424199605222069","女","蒙古族","1996/5/22","云南省昆明市","河北石家庄市","河北石家庄市新乐市协神乡
","18052177097","","护照"
"戴级舞","dai","jiwu","522527201102191197","女","汉族","2011/2/19","上海上海市","天津天津市","天津天津市河北区王串场街道
","15037145749","","护照"
"贺室自","he","shizi","522630197104272657","女","汉族","1971/4/27","北京北京市","北京北京市","北京北京市东城区交道口街道
","15113595536","","台湾通行证"
"孙午证","sun","wuzheng","530125200403271319","男","汉族","2004/3/27","台湾台北市","天津天津市","天津天津市宁河县廉庄子乡
","17253014374","","台湾通行证"
"费卡生","fei","kasheng","530328196802082938","女","回族","1968/2/8","甘肃省庆阳市","天津天津市","天津天津市河西区天塔街道
","17626192078","","护照"
"罗男乾","luo","nanqian","530427196606012827","男","汉族","1966/6/1","台湾台东县","天津天津市","天津天津市河北区鸿顺里街道
","14734132521","","台湾通行证"
"廉义放","lian","yifang","53232319541124240X","女","汉族","1954/11/24","广西壮族自治区贺州市","天津天津市","天津天津市北辰区西堤头镇
","15131122734","","港澳通行证"
"祝记承","zhu","jicheng","532624195202072603","女","汉族","1952/2/7","香港特别行政区新界","天津天津市","天津天津市宁河县板桥镇
","14951440023","","港澳通行证"
"凤独在","feng","duzai","53272819940325156X","男","汉族","1994/3/25","福建省泉州市","天津天津市","天津天津市和平区劝业场街道
","13746653332","","港澳通行证"
"柳春向","liu","chunxiang","532927195307162360","男","汉族","1953/7/16","新疆维吾尔自治区五家渠市","河北石家庄市","河北石家庄市平山县平山镇
","17215623944","","港澳通行证"
"于遇坦","yu","yutan","532932194708251248","男","汉族","1947/8/25","内蒙古自治区鄂尔多斯市","河北石家庄市","河北石家庄市平山县营里乡
","17733087895","","台湾通行证"
"卞已票","bian","yipiao","533023195101072411","男","汉族","1951/1/7","香港特别行政区香港岛","北京北京市","北京北京市朝阳区三里屯街道
","13663760692","","护照"
"郎臓留","lang","zangliu","542135195009302555","男","汉族","1950/9/30","香港特别行政区新界","天津天津市","天津天津市南开区广开街道
","18221660938","","港澳通行证"
