"15","深圳市龙岗区金富石材商行","深圳市龙岗区坂田街道布龙杨美村旺塘十五巷七号","私营","诸豪东","450404197010315860","批发和零售","","粤卫公证字[2013]第0100A00004号","＊厨柜、电器的零售＊（不含法律、行政法规、国务院决定禁止及规定需前置审批项目）。；许可经营范围：","","广东省卫生计生委","2015-12-27","2019-09-26"
"16","深圳女人世界专业市场况况服饰店","深圳市华强北路上步工业区104栋四楼D86号","私营","徐茜 ","430514198605231082","批发和零售","","粤卫公证字[2013]第0100A00005号","国内商业（不含专营、专控、专卖商品）；货物及技术进出口（法律、行政法规禁止的项目除外；法律、行政法规","","广东省卫生计生委","2017-02-21","2020-05-24"
"17","深圳市澳德睿科技有限公司","深圳市龙华新区龙华街道中环路锦绣花园C栋108","私营","傅融宜","611503197106049129","批发和零售","","粤卫公证字[2013]第0100A00007号","建材的销售；许可经营范围：","","广东省卫生计生委","2016-04-24","2021-07-04"
"18","深圳市宝安区福永创雨木样设计店","深圳市宝安区福永塘尾南玻大道18号102","私营","洪泽","141214197805169848","批发和零售","","粤卫公证字[2013]第0100A00008号","服装,服饰.                                            ","","广东省卫生计生委","2015-06-18","2020-12-02"
"19","深圳市众腾安进出口有限公司","深圳市罗湖区深南东路华乐大厦2102","私营","狄辉福","330816197205029212","批发和零售","","粤卫公证字[2013]第0100A00009号","水处理器、净水产品、空气处理器、空气净化器的研发与销售及上门安装； 互联网的技术开发、技术咨询、技术","","广东省卫生计生委","2015-04-18","2020-04-17"
"20","深圳市龙岗区南湾建盛网吧","深圳市龙岗区南湾街道吉厦社区简竹路早禾坑工业区5号一楼","私营","龚致","621710199610138101","批发和零售","","粤卫公证字[2013]第0100C00001号","绘图设计*                                             ","","广东省卫生计生委","2017-07-09","2021-07-21"
"21","深圳市龙岗区平湖镇盈昌玻璃表面加工厂","深圳市龙岗区平湖镇春湖工业区7栋2楼","私营","柯荷宜","501619199311125348","批发和零售","","粤卫公证字[2013]第0100C00002号","国内贸易，从事货物及技术的进出口业务。（法律、行政法规、国务院决定规定在登记前须经批准的项目除外）；","","广东省卫生计生委","2015-03-14","2021-04-12"
"22","深圳市福田区远望源通讯市场黄鹏翔通讯行","深圳市福田区华强北路华联发419栋第A2143号","私营","狄学","500901197511013697","批发和零售","","粤卫公证字[2013]第0100E00001号","；许可经营范围：提供互联网上网服务","","广东省卫生计生委","2015-03-04","2020-03-21"
"23","深圳市华兴伟业科技有限公司","深圳市福田区彩田路彩虹新都彩荟阁33A","私营","席彪","641420199607029421","批发和零售","","粤卫公证字[2013]第0100F00001号","表面玻璃。（取得消防部门验收合格后方可开业）                            ","","广东省卫生计生委","2015-10-03","2020-04-16"
"24","深圳市冠亮科技有限公司","深圳市龙华区福城街道福民社区福前路盛景源工业园东区7号301","私营","杨辉利","811407198412224496","批发和零售","","粤卫公证字[2013]第0100G00003号","通讯产品；许可经营范围：","","广东省卫生计生委","2015-07-23","2019-07-27"
"25","深圳市宝安区新安欣政康器材行","深圳市宝安区宝城25区普安综合楼106号","私营","蓝瑾云","360114199310089886","批发和零售","","粤卫公证字[2013]第0100G00004号","半导体仪器及设备、电子仪器及设备、计算机软硬件及辅助设备的技术开发、技术咨询及销售；监控器材、电子产","","广东省卫生计生委","2017-01-08","2019-09-06"
"26","浙江八咏公路工程有限公司深圳分公司","深圳市福田区滨河大道与益田路交界东南皇都广场3号楼805-807","私营","邬乐","421317197010116390","批发和零售","","粤卫公证字[2013]第0100G00005号","停车场出入口控制器、门禁控制品、道闸、射频卡读写机、三辊闸、智能通道闸的开发与销售；基于智能芯片和设","","广东省卫生计生委","2016-01-15","2019-10-06"
"27","深圳市龙华新区大浪恒荣泰建材商行","深圳市龙华新区大浪街道龙观西路69号","私营","姜辰","651007198901296365","批发和零售","","粤卫公证字[2014]第0100A00001号","筛网器材*                                             ","","广东省卫生计生委","2015-02-10","2020-11-07"
"28","深圳市窝豪祥倪服饰有限公司","深圳市宝安区沙井街道沙头社区沙井路148号1楼","私营","狄茜","461418197608099058","批发和零售","","粤卫公证字[2014]第0100A00003号","公路工程施工；市政工程施工。；许可经营范围：","","广东省卫生计生委","2016-01-22","2021-02-24"
"29","深圳市宝安区新安精马绕线设备加工厂","深圳市宝安区宝城13区翻身村五（二）队综合楼四楼","私营","喻豪以","511522198708307174","批发和零售","","粤卫公证字[2014]第0100A00004号","五金建材批发与零售＊；许可经营范围：","","广东省卫生计生委","2015-01-27","2020-06-12"
"30","深圳市南山区联创小吃店","深圳市南山区南山街道南园村新三坊14-2","私营","喻榕","231105198501044348","批发和零售","","粤卫公证字[2014]第0100C00001号","鞋材、服饰、服装、服装辅料、体育舞蹈用品、户外运动用品、皮具、箱包、家居用品、工艺礼品、工艺品、饰品","","广东省卫生计生委","2016-05-19","2020-11-27"
"31","深圳市盛士奇科技有限公司","深圳市福田区梅华路105号多丽科技楼11层1102房（入驻深圳网邦商务秘书有限公司福田分公司）","私营","高环羽","541601198202249152","批发和零售","","粤卫公证字[2014]第0100C00002号","机械设备（不含限制项目）及零配件的零售（不含专营、专控、专卖商品）*                ","","广东省卫生计生委","2015-06-06","2020-06-07"
"32","深圳市罗湖区泰地汽车装饰店","深圳市罗湖区贝丽南路19号综合楼门市之四","私营","魏丽","710308197409156753","批发和零售","","粤卫公证字[2015]第0100A00001号","小吃制售；许可经营范围：餐饮服务，餐饮服务（餐馆、快餐店、小吃店、饮品店、食堂、集体用餐配送单位、中","","广东省卫生计生委","2015-02-05","2021-03-26"
"33","深圳市南山区亨亨奕奕服装商行","深圳市南山区沙河街道塘头村二坊48号105铺","私营","常思岚","310806197712256360","批发和零售","","粤卫公证字[2015]第0100A00002号","网络技术开发；电脑周边产品的网上销售，网上从事国内贸易（法律、行政法规、国务院决定规定在登记前须经批","","广东省卫生计生委","2016-09-20","2020-02-25"
"34","深圳市福田区坤德神茶叶商店","深圳市福田区莲花北50栋1B","私营","陶琦芳","810424197703174714","批发和零售","","粤卫公证字[2015]第0100A00003号","汽车座套、地胶、太阳纸、蓄电池。；许可经营范围：","","广东省卫生计生委","2015-05-09","2021-03-22"
"35","深圳市南山区邓碧林汤粉店","深圳市南山区西丽街道沙河西路3270号浩城楼104号","私营","曹芝","651307198101103341","批发和零售","","粤卫公证字[2015]第0100C00001号","服装，服饰，鞋帽批发零售.；许可经营范围：","","广东省卫生计生委","2014-07-29","2019-12-07"
"36","深圳市龙岗区布莱恩特电子商行","深圳市龙岗区龙岗街道龙东社区大埔路63号","私营","邢强","420810199610104053","批发和零售","","粤卫公证字[2016]第0100F00001号","；许可经营范围：预包装食品，散装食品的批发零售,本区卷烟零售，酒类批发零售。","","广东省卫生计生委","2016-02-26","2021-01-17"
"37","深圳市龙岗区平湖吕氏均记菜行","深圳市龙岗区平湖街道白坭坑社区丹农路1号A02档","私营","高永","230923197312078735","批发和零售","","粤卫公证字[2016]第0100H00003号","；许可经营范围：粉制售。","","广东省卫生计生委","2017-02-13","2019-11-26"
"38","深圳市龙岗区顺联士多店","深圳市龙岗区龙城爱联爱华路50号","私营","林瑗蓉","431014199301303759","批发和零售","","粤卫公证字[2016]第0100H00004号","电子产品的批发零售；许可经营范围：","","广东省卫生计生委","2014-08-26","2021-01-14"
"39","深圳市圣洪聚信息咨询有限公司","深圳市龙岗区龙岗街道南联路龙富花园2栋401","私营","莫凝","351716198304101278","批发和零售","","粤卫公证字[2016]第0100H00009号","蔬菜批发（不含专营、专控、专卖商品）。；许可经营范围：","","广东省卫生计生委","2015-03-15","2020-06-17"
"40","深圳市龙岗区锋盛盛家常菜馆","深圳市龙岗区布吉街道丽湖社区上水花园186栋101号","私营","金岚","230502199104121782","批发和零售","","粤卫公证字[2016]第0100H00018号","日杂、百货（不含专营专控专卖商品）。                                ","","广东省卫生计生委","2015-03-16","2019-09-29"
"41","深圳市春祥盛贸易有限公司","深圳市宝安区沙井街道和二一路和一新村A区5栋204","私营","万咏","710804197703195047","批发和零售","","粤卫公证字[2016]第0100H00019号","商务信息咨询、商业信息咨询、企业管理咨询、市场信息咨询；企业形象策划、市场营销策划、公关策划、展览展","","广东省卫生计生委","2015-08-02","2020-01-09"
"42","深圳市福田区蒙娜丽莎陶瓷经营商行","深圳市福田区八卦五街23号远东大厦国安居装饰建材市场内第A163－A165、A168－A169。","私营","纪河","520615198512294902","批发和零售","","粤卫公证字[2016]第0100H00020号","；许可经营范围：中餐制售","","广东省卫生计生委","2014-09-23","2019-08-27"
"43","深圳市罗湖区冠欣皮具店","深圳市罗湖区东门街道解放路宝华楼一楼33号","私营","莫环","320513197811198617","批发和零售","","粤卫公证字[2016]第0100H00021号","五金建材、酒店用品、建筑材料、办公用品、电子产品的销售；国内贸易。（法律、行政法规或者国务院决定禁止","","广东省卫生计生委","2016-09-25","2020-03-22"
"44","深圳市永智唐电子有限公司","深圳市光明新区公明街道田寮石亭路39号405","私营","屈妹蓓","110902199612225941","批发和零售","","粤卫公证字[2016]第0100H00023号","蒙娜丽莎瓷砖。；许可经营范围：","","广东省卫生计生委","2015-02-15","2021-05-07"
"45","明智商店","西乡河西路165号","私营","华春悦","631225198803236020","批发和零售","","粤卫公证字[2016]第0100H00024号","皮具。（批发）；许可经营范围：","","广东省卫生计生委","2015-02-20","2021-06-12"
"46","深圳市宝安区经宝典冷饮服务店","深圳市宝安区石岩街道应人石市场年年好广场A001店铺","私营","齐元超","451208197106214077","批发和零售","","粤卫公证字[2017]第0100A00001号","金属制品、电子产品及其零部件、半导体设备及其零部件、粘胶品、化工产品、电子器件测试相关连接器及冶具的","","广东省卫生计生委","2015-01-20","2020-01-12"
"47","深圳市宝安区西乡伟记仙桃特色菜馆","深圳市宝安区西乡街道铁岗社区东二巷4号(一楼103铺)","私营","舒达辰","710524197911296082","批发和零售","","粤卫公证字[2017]第0100A00002号","小百货.精品.糖烟酒.                                       ","","广东省卫生计生委","2015-01-25","2019-11-28"
"48","深圳市宝安区沙井伟达电器维修店","深圳市宝安区沙井新二工业区东环路115号","私营","夏家达","431724197205174416","批发和零售","","粤卫公证字[2017]第0100A00003号","；许可经营范围：饮料及冷饮服务","","广东省卫生计生委","2014-10-06","2020-12-28"
"49","深圳市翼家园科技有限公司","深圳市龙华新区民治街道鑫茂花园A1栋111号","私营","秦民庆","341721197508171649","批发和零售","","粤卫公证字[2017]第0100C00001号","中式快餐制售＊(凭卫生许可证有效期限经营)；许可经营范围：","","广东省卫生计生委","2016-12-11","2019-11-07"
"50","深圳市南山区优为家居店","深圳市南山区南山街道南园村西街41号","私营","狄发邦","611217199811263706","批发和零售","","粤卫公证字[2017]第0100C00002号","电器维修。                                             ","","广东省卫生计生委","2015-12-08","2020-09-28"
"51","深圳市南山区朝阳电子商行","深圳市南山区中山园路义学街3坊26号1楼103","私营","于茜","441522199408267663","批发和零售","","粤卫公证字[2017]第0100F00001号","智能家居及家用电器开发、设计、销售及上门安装，智能手机软硬件程序设计、开发及销售，医疗设备软硬件设计","","广东省卫生计生委","2015-10-16","2021-07-17"
"52","深圳共享时光文化传播有限公司","深圳市龙华区民治街道留仙大道彩悦大厦10楼","私营","柏林","371722197101095510","批发和零售","","粤卫公证字[2017]第0100G00001号","沙发、椅子、家具维修。；许可经营范围：","","广东省卫生计生委","2015-12-18","2021-06-15"
"53","深圳市创展精印科技有限公司","深圳市龙华新区民治街道牛栏前新村59栋603","私营","宁胜","611525198611041045","批发和零售","","粤卫公证字[2017]第0100H00026号","电子产品。；许可经营范围：","","广东省卫生计生委","2016-02-10","2019-12-15"
"54","深圳市宝安区观澜日洁洗衣部","深圳市宝安区观澜桂花一路贵岭街54—58号","私营","李娴","231410198704233539","批发和零售","","粤卫公证字[2017]第0100H00027号","文化活动策划；从事广告业务；企业形象策划；文化用品、工艺美术品、电子产品、礼品的购销及其他国内贸易；","","广东省卫生计生委","2015-05-14","2020-07-18"
"55","深圳市京博越科技有限公司","深圳市光明新区公明办事处田寮社区第二工业区5栋七楼A区","私营","樊翰泰","410104199407013352","批发和零售","","粤卫公证字[2018]第0100A00001号","印刷设备（含丝印、移印、热转印全自动半自动印刷机械、喷码机、激光打码机）以及相关材料（含油墨、网版、","","广东省卫生计生委","2016-07-11","2021-06-05"
"56","深圳市南山区家的味道饺子店","深圳市南山区南山街道南山村正巷1坊25号","私营","魏泰天","610722198404157195","批发和零售","","粤卫公证字[2018]第0100A00002号","衣服、台布干洗*                                          ","","广东省卫生计生委","2016-07-03","2020-10-30"
"57","深圳市宝安区松岗小鬼当家童装店","深圳市宝安区松岗街道楼岗大道松岗义乌商业城3276、3279","私营","葛泰伦","501313198705092483","批发和零售","","粤卫公证字[2018]第0100E00001号","工业加湿设备、电子产品、电动模型架、非标设备、精密仪器的技术开发和销售。；许可经营范围：工业加湿设备","","广东省卫生计生委","2015-06-24","2019-10-03"
"58","中金元宝投资控股（深圳）有限公司","深圳市龙岗区南湾街道宝冠路宏德辉工业园C1栋4楼3号","私营","元晶","351603198610306144","批发和零售","","粤卫公证字[2018]第0100G00001号","；许可经营范围：饺子制售。","","广东省卫生计生委","2017-04-02","2021-02-25"
"59","深圳市宝安区松岗宏美文具店","深圳市宝安区松岗街道松涛社区爱国一街8号1号铺","私营","杜保","131717197403165373","批发和零售","","粤卫公证字[2018]第0100A00003号","童装的批发零售；许可经营范围：","","广东省卫生计生委","2016-02-21","2019-08-15"
"60","深圳市龙岗区大伙好生活超市","深圳市龙岗区龙城街道奥林华府1幢A-33商铺","私营","石元","521219199207279795","批发和零售","","粤卫公证字[2018]第0100E00002号","投资兴办实业（具体项目另行申报）；高新科技产业项目、创新型产业项目、创业孵化产业项目、旅游项目、文化","","广东省卫生计生委","2015-11-11","2019-09-01"
"61","深圳市罗湖区大世界拉面馆","深圳市罗湖区东门街道解放路1039号之五新女人商城一楼1163号","私营","侯蓉咏","460728197403213032","批发和零售","","粤卫公证字[2018]第0100C00001号","文具。；许可经营范围：","","广东省卫生计生委","2016-05-16","2021-07-19"
"62","深圳市下周末酒店有限公司","深圳市宝安区新安街道裕安二路上合社区上川村三片新编52号A305","私营","窦会","320306198708172190","批发和零售","","粤卫公证字[2018]第0100C00002号","初级农产品、海产品、日用品的零售。；许可经营范围：","","广东省卫生计生委","2016-03-09","2021-05-01"
"63","深圳市宝安区沙井金小明杂货店","深圳市宝安区沙井街道和二一路28号C","私营","葛毓眉","810722197201045038","批发和零售","","粤卫公证字[2018]第0100C00003号","；许可经营范围：小吃制售。","","广东省卫生计生委","2016-05-07","2019-10-09"
"64","深圳施茵科技有限公司","深圳市宝安区福永街道桥头社区桥南新区宝安大道6321号宝华大厦703室","私营","刘勤枫","231019197308281590","批发和零售","","粤卫公证字[2018]第0100C00004号","为酒店提供管理服务；为餐饮企业提供管理服务；会务策划；会议策划；展览展示策划；文化交流活动策划；企业","","广东省卫生计生委","2014-11-17","2020-05-13"
"65","深圳市龙华新区龙华锦盛自行车维修店","深圳市龙华新区龙华街道华联牛地埔东区4栋1楼101号","私营","赵菊玲","541619199005157055","批发和零售","","粤卫公证字[2018]第0100C00005号","杂货（取得消防安全检查合格后方可开业）。                              ","","广东省卫生计生委","2014-08-24","2021-07-11"
"66","深圳市创鸿凯实业有限公司","深圳市福田区梅林街道上梅林理想公馆801","私营","柏贵力","540205197807313181","批发和零售","","粤卫公证字[2018]第0100C00006号","数码科技、数码电子产品、摄影器材、照相器具、通讯设备、五金交电、陶瓷制品、家用电器、家具、太阳能产品","","广东省卫生计生委","2017-07-19","2019-10-14"
"67","深圳市海风骏服装有限公司","深圳市龙华新区龙华街道人民南路和润大厦1402.","私营","董娜","531215199005236518","批发和零售","","粤卫公证字[2018]第0100C00007号","提供自行车维修服务。；许可经营范围：","","广东省卫生计生委","2017-04-08","2020-02-20"
"68","深圳市歌尚美科技有限公司","深圳市福田区深南中路庞源通讯配件城四楼A4061","私营","卞澜春","111016199711059950","批发和零售","","粤卫公证字[2018]第0100C00008号","电子产品的技术研发与销售，电子配件的销售；五金产品、家具、家电的批发，电子产品的批发，国内贸易，货物","","广东省卫生计生委","2015-08-20","2019-09-07"
"69","深圳天鼎基金管理有限公司","深圳市长辛店东三坡三里58号","私营","彭莎","330712198506097947","批发和零售","","粤卫公证字[2018]第0100C00009号","服装、鞋帽、纺织面料、纺织品、日杂品、生活日用品的销售；厨房、卫生间用具及日用杂货的销售；化妆品及卫","","广东省卫生计生委","2016-11-14","2020-02-20"
"70","深圳市龙岗区布吉沙湾嘉润餐厅","深圳市龙岗区布吉康桥花园6栋4单元3号铺","私营","朱娜","650120199709033757","批发和零售","","粤卫公证字[2018]第0100C00010号","电子产品、数码产品、通讯产品、服饰、鞋、箱包、皮具、饰品、数码配件的技术开发与销售，国内贸易（不含专","","广东省卫生计生委","2015-06-20","2021-06-14"
"71","深圳市建祥钱贸易有限公司","深圳市福田区福田街道皇岗社区福民路16号皇安大厦11楼1112室","私营","陆荷","410117197110242298","批发和零售","","粤卫公证字[2018]第0100C00011号","受托管理股权投资基金(不得从事证券投资活动；不得以公开方式募集资金开展投资活动；不得从事公开募集基金","","广东省卫生计生委","2017-07-07","2019-08-14"
"72","深圳市罗湖区恒发鞋店","深圳市罗湖区东门中路29号地段之27号","私营","余筠","521026197705122382","批发和零售","","粤卫公证字[2018]第0100C00012号","饮食                                                ","","广东省卫生计生委","2017-06-30","2021-03-11"
"73","深圳市宝安区西乡金伯爵咖啡西餐厅","深圳市宝安区西乡街道流塘社区七十七区锦泽大厦284号二层","私营","韩发利","510709197509058704","批发和零售","","粤卫公证字[2018]第0100C00013号","五金建材、塑胶制品、建筑材料、办公用品、工艺礼品、通讯器材、电子产品的销售；国内贸易。；许可经营范围","","广东省卫生计生委","2016-02-03","2021-03-19"
"74","深圳市龙岗区坑梓华富五金店","深圳市龙岗区坑梓街道龙兴南路91号","私营","计云秀","541813197406274916","批发和零售","","粤卫公证字[2018]第0100C00014号","鞋、生活杂品。                                           ","","广东省卫生计生委","2016-12-16","2019-10-25"
"75","深圳市龙岗区快时份便利店","深圳市龙岗区横岗街道红棉社区红棉1路31号-1","私营","徐澜昭","350519199208246118","批发和零售","","粤卫公证字[2018]第0100C00015号","西餐制售＊（凭有效餐饮服务许可证经营）；许可经营范围：","","广东省卫生计生委","2014-08-02","2020-08-16"
"76","深圳市龙岗再生资源有限公司平湖村第七回收站","深圳市龙岗区平湖镇平湖村（办公场所）","私营","裴山保","621318197911116080","批发和零售","","粤卫公证字[2018]第0100C00016号","五金建材。；许可经营范围：","","广东省卫生计生委","2015-01-20","2020-08-05"
"77","深圳市盛运达进出口有限公司","深圳市宝安区8区兴华二路16号（办公场所）","私营","董冠","230701196910065585","批发和零售","","粤卫公证字[2018]第0100C00017号","日用百货零售；许可经营范围：预包装食品零售","","广东省卫生计生委","2015-01-06","2019-11-28"
"78","罗湖区丰鹏商店","罗湖区洪湖二街10号104","私营","路致","341116198110165372","批发和零售","","粤卫公证字[2018]第0100C00018号","废旧金属和非金属物资回收。；许可经营范围：","","广东省卫生计生委","2017-01-21","2019-11-11"
"79","深圳市帛瑞思服饰有限公司","深圳市龙岗区布吉街道罗岗京南路京南工业区5B栋东座4楼","私营","沈祥","810606197610157997","批发和零售","","粤卫公证字[2018]第0100C00019号","国内商业、物资供销业，货物及技术进出口。（以上均不含国家规定需前置审批项目及禁止项目）；许可经营范围","","广东省卫生计生委","2017-02-24","2020-10-01"
"80","深圳市宝安区民治托玛琳保健馆","深圳市宝安区民治街道民乐翠园15、16栋1楼06B－2号","私营","狄羽","501106198511251868","批发和零售","","粤卫公证字[2018]第0100C00020号","日用小百货，干鲜果品，生活杂品，饮料，卷烟。                            ","","广东省卫生计生委","2014-07-29","2021-06-03"
"81","深圳健升纸制容器有限公司","蛇口南油工业区中兴工业城第三栋","私营","安健","461716198511019879","批发和零售","","粤卫公证字[2018]第0100C00021号","服饰的设计与销售;国内贸易;货物及技术进出口；许可经营范围：","","广东省卫生计生委","2017-05-06","2020-02-18"
"82","深圳市宝安区沙井镇双子星电脑","深圳市宝安区沙井镇辛养村南一栋4号","私营","俞博栋","540903197806305286","批发和零售","","粤卫公证字[2018]第0100C00022号","保健按摩（经营面积65平方米）＊；许可经营范围：","","广东省卫生计生委","2015-09-20","2021-03-24"
"83","深圳市龙华新区嘉禾木水店","深圳市龙华新区民治街道樟坑一区79栋一楼103铺","私营","诸心海","371211199106269032","批发和零售","","粤卫公证字[2018]第0100C00023号","生产经营纸杯、纸盘和纸餐合。产品９０％外销。；许可经营范围：","","广东省卫生计生委","2016-05-02","2021-07-17"
"84","深圳市宝安区西乡港隆城真功夫餐厅","西乡广深公路边宗地友号0C01栋一楼101","私营","萧腾","610322197602235640","批发和零售","","粤卫公证字[2018]第0100C00024号","电脑配件                                              ","","广东省卫生计生委","2017-06-22","2020-01-05"
"85","深圳市颐盈和贸易有限公司","深圳市宝安区沙井街道沙四社区飞扬路303号5楼501","私营","邱树","520915199705184180","批发和零售","","粤卫公证字[2018]第0100C00025号","；许可经营范围：定型包装水的批发与零售。","","广东省卫生计生委","2016-05-05","2020-03-11"
"86","深圳市罗湖区鸿瑞祥珠宝行","深圳市罗湖区翠竹街道水贝二路泊林珠宝1043铺","私营","姚彩","501804198111228128","批发和零售","","粤卫公证字[2018]第0100C00026号","饮食＊(凭许可证有效期经营)；许可经营范围：","","广东省卫生计生委","2016-06-08","2021-04-20"
"87","深圳市龙岗区瑷灯灯灯饰厂","深圳市龙岗区南湾街道上李朗社区洲腾工业区F区2栋2011","私营","葛昭颖","150903198703057245","批发和零售","","粤卫公证字[2018]第0100C00027号","办公用品、塑胶制品、数码产品、电子产品、家具、服装的技术开发与销售；五金机电设备、建筑材料的销售；国","","广东省卫生计生委","2015-09-28","2021-04-01"
"88","深圳爱拓贸易有限公司","深圳市宝安区西乡街道三围社区汇庭居汇吉阁302","私营","金时启","310726197204055008","批发和零售","","粤卫公证字[2018]第0100C00028号","珠宝。（批发）；许可经营范围：","","广东省卫生计生委","2017-03-15","2020-11-23"
"89","深圳市伊宏科技有限公司","深圳市二拨子工业园区中路102号（入驻深圳市前海商务秘书有限公司）","私营","何舒","410912199805226484","批发和零售","","粤卫公证字[2018]第0100C00029号","灯饰及其配件销售；许可经营范围：灯饰及其配件生产加工","","广东省卫生计生委","2016-07-20","2019-12-22"
"90","深圳市陆本贸易有限公司","深圳市福田区福田街道滨河大道5022号联合广场A座1102","私营","路琰瑞","141703197611173155","批发和零售","","粤卫公证字[2018]第0100C00030号","化工产品（不含危险化学品、易制毒化学品、成品油）的销售；国际货运代理;国内贸易。（法律、行政法规、国","","广东省卫生计生委","2015-02-05","2020-02-28"
"91","深圳中投招商基金管理有限公司","深圳市福田区福田街道岗厦社区金田路3088号中洲大厦1307","私营","侯滢","420913199002192603","批发和零售","","粤卫公证字[2018]第0100C00031号","计算机软硬件、计算机网络设备、手机软件、电子产品、通讯产品、数码产品、电脑及周边产品的技术开发与销售","","广东省卫生计生委","2017-07-10","2020-03-05"
"92","深圳市龙岗区坪地镇鸿运摩托车配件商行","深圳市龙岗区坪地镇坪东村同富路","私营","姚良泰","510716197704062750","批发和零售","","粤卫公证字[2018]第0100C00032号","服装、鞋帽、纺织品、饰品、日用百货、皮革的批发与零售；经营电子商务；国内贸易；货物及技术的进出口。（","","广东省卫生计生委","2014-10-12","2019-08-15"
"93","深圳市宝安区西乡顺兴五金建材店","深圳市宝安区西乡街道劳动社区劳动村委北侧槟城西岸二期槟城建材市场03号铺","私营","刘清群","331227197806061185","批发和零售","","粤卫公证字[2018]第0100C00033号","受托管理股权投资基金；创业投资业务；股权投资；受托资产管理、投资管理；投资咨询；项目投资（不得从事证","","广东省卫生计生委","2015-05-31","2019-10-01"
