"56","浙江省杭州第七中学","米武贵","男","1975/4/3","111110197504033519","2002-07-05","外聘人员","二级教师","地理","13603641310","浙江省杭州市良乡镇北潞园小区"
"57","合肥市第二十二中学","郝竹珍","女","1984/1/22","650105198401227014","2010-11-14","民办教师","高级教师","历史","13501074637","安徽省合肥市石景山路2号北京台湾街C01区3号楼"
"58","福州第三中学","翟亚蓓","女","1974/7/11","311803197407119022","2000-11-11","民办教师","二级教师","物理","13104587301","福建省福州市前孙公园胡同11号"
"59","石家庄市第十五中学","周婉","女","1973/9/1","321519197309017876","1999-12-06","外聘人员","高级教师","外语","13104248564","河北省石家庄市神路街39号"
"60","崇文学校","盛成","男","1978/5/17","150902197805174231","2005-12-20","民办教师","一级教师","美术","13408807562","湖南省长沙市垂杨柳中街6号楼西侧平房"
"61","天津市明华学校","钱启武","男","1976/12/17","620916197612172653","2003-09-13","公办教师","高级教师","化学","15000241205","天津市复兴路五棵松乐视体育生态中心"
"62","上海市五爱高级中学","韩莺璧","女","1979/4/17","441219197904173279","2009-04-24","民办教师","一级教师","生物","15903402745","上海市南环路53号悦荟万科广场B1"
"63","河北正定中学","龚凤毓","女","1974/1/11","520804197401111745","2001-11-18","民办教师","三级教师","地理","13906984654","河北省石家庄市丽园路彩虹新城小区"
"64","昆明市第十四中学","李育","女","1976/9/25","810403197609252454","2004-02-29","公办教师","正高级教师","数学","13002626937","云南省昆明市大栅栏西街88号"
"65","黄陂区前川街环城中学","孟振功","男","1975/9/17","440622197509176938","2002-05-17","外聘人员","高级教师","生物","13604460989","湖北省武汉市健安东路安贞西里二区3号楼"
"66","浙江省杭州第十四中学","华辉建","男","1982/2/11","131821198202111710","2009-10-23","公办教师","三级教师","地理","13802050140","浙江省杭州市甜水园东街道家园甲6号"
"67","福建省福州第一中学","申璧","女","1973/9/10","530726197309103424","1998-12-11","民办教师","高级教师","物理","13306663908","福建省福州市西六环路永安社区东门旁"
"68","成都树德中学","甄惠羽","女","1981/11/26","461303198111262634","2006-08-03","民办教师","二级教师","生物","15600184697","四川省成都市北洼西里48号宝联体育公园院内手抓龙虾"
"69","福田区梅林中学","葛馥","女","1978/11/28","640720197811282114","2007-08-17","公办教师","三级教师","思想政治","13700057611","广东省深圳市北青云路青云小区"
"70","重庆市渝北区菁华中学校","顾以震","男","1974/10/29","210924197410296838","2003-01-20","民办教师","高级教师","语文","15008681844","重庆市百子湾桥西一百米路北"
"71","北京市汇成中学","武青","女","1973/6/23","631724197306234502","2000-04-10","外聘人员","高级教师","化学","15102138531","北京市北七家镇燕城苑南区"
"72","浙江省杭州第十四中学","樊菁英","女","1981/9/16","340220198109168065","2008-08-11","民办教师","一级教师","思想政治","15606047473","浙江省杭州市北洼西里48号宝联体育公园院内手抓龙虾"
"73","浙江省杭州第二中学","米旭","男","1979/12/12","631314197912129195","2006-12-17","公办教师","一级教师","化学","15005218596","浙江省杭州市百子湾路易构空间对面"
"74","福田区梅林中学","吉树弘","男","1980/8/6","631206198008063213","2007-03-23","民办教师","二级教师","地理","15702076259","广东省深圳市昌崔路北邵洼地铁附近"
"75","西安市第三中学","程楠之","男","1981/9/2","141607198109028548","2009-09-25","民办教师","三级教师","化学","15005347883","陕西省西安市文华西路赵记蜜制烤翅旁"
"76","长春市第九中学","陆绍旭","男","1982/2/14","450621198202144491","2007-10-18","外聘人员","二级教师","美术","15907352342","吉林省长春市北京朝阳区光华路soho219"
"77","福州超德高级中学","马江","男","1973/9/14","430915197309145771","2000-11-25","公办教师","三级教师","音乐","13203108855","福建省福州市长辛店东三坡三里58号"
"78","天津市育杰中学","姚蕊","女","1974/1/26","220804197401265483","2002-11-16","公办教师","一级教师","地理","13705815055","天津市西六环路永安社区东门旁"
"79","辛集市明珠中学","卓志浩","男","1979/7/4","331117197907049014","2007-05-24","公办教师","三级教师","语文","13501096740","河北省石家庄市黄寺大街佰隆大厦4层"
"80","合肥市第二十二中学","薛飘","女","1975/8/3","421223197508036119","2001-03-07","民办教师","二级教师","物理","13407533940","安徽省合肥市机场生活区西平街一号"
"81","长春市第八中学","潘秋颖","女","1972/6/25","530525197206251341","1998-05-26","民办教师","高级教师","数学","15807434981","吉林省长春市良乡镇北潞园小区"
"82","山东省济南第三中学","安荣萍","女","1981/3/11","630402198103112058","2007-03-17","公办教师","三级教师","思想政治","13107038263","山东省济南市河荫中路3号"
"83","上海市光明中学","何媛兰","女","1984/7/21","810322198407213105","2010-04-18","民办教师","三级教师","历史","13202860556","上海市百子湾路易构空间对面"
"84","郑州市第五十三中学","陈炎厚","男","1980/2/16","370707198002163848","2009-09-10","外聘人员","高级教师","美术","15508243948","河南省郑州市石景山路2号北京台湾街C01区3号楼"
"85","福州高级中学","凌卿","女","1977/6/10","510826197706109750","2005-07-16","外聘人员","二级教师","物理","13300467715","福建省福州市北青云路青云小区"
"86","湖南省长沙市长郡中学","石俊","男","1972/3/22","121713197203226106","1999-03-24","公办教师","三级教师","美术","13007712302","湖南省长沙市昌崔路北邵洼地铁附近"
"87","河北省实验中学","韦斌","男","1981/1/4","650419198101045977","2007-10-25","民办教师","二级教师","音乐","15705317956","河北省石家庄市南环路53号悦荟万科广场B1"
"88","武汉市武昌区长虹学校","沈光","男","1983/8/1","420314198308018114","2012-08-06","民办教师","一级教师","体育","13002942655","湖北省武汉市石景山路2号北京台湾街C01区3号楼"
"89","南京市第十三中学","狄菁思","女","1971/3/16","421706197103162150","1996-07-31","公办教师","二级教师","化学","15507786383","江苏省南京市甜水园东街道家园甲6号"
"90","山西大学附属中学校","刘心","男","1983/11/5","321114198311058919","2012-04-03","民办教师","二级教师","生物","15004032340","山西省太原市田村路京粮广场2楼"
"91","英才高级中学","林成","男","1973/3/17","371023197303178176","2002-07-06","公办教师","正高级教师","计算机技术","13004240146","江西省南昌市北七家镇燕城苑南区"
"92","山东省济南第二中学","郭舒","女","1974/12/13","351123197412138898","2000-02-06","公办教师","二级教师","数学","13003261781","山东省济南市红霞中路北京荣源兴业水站旁"
"93","湖南省长沙县第一中学","胡婵","女","1984/2/28","641705198402282282","2010-02-20","外聘人员","三级教师","生物","13103742747","湖南省长沙市百子湾桥西一百米路北"
"94","天津市津华中学","莫芸","女","1972/6/24","461721197206241465","2002-05-02","民办教师","二级教师","历史","13304783399","天津市站前北街"
"95","海口市第一中学","云致思","男","1976/7/3","320401197607037640","2002-11-16","公办教师","高级教师","音乐","15207800218","海南省海口市东直门内大街5号楼"
"96","深圳市福田区南开学校","韩壮","男","1976/8/18","310722197608182277","2005-07-02","民办教师","高级教师","物理","13502167371","广东省深圳市红霞中路北京荣源兴业水站旁"
"97","长春市第六中学","白成","男","1970/7/21","111727197007212658","1996-09-29","外聘人员","正高级教师","数学","13000345248","吉林省长春市广顺北大街六佰本商业街"
"98","长春市第六中学","姜卿","女","1969/8/15","331215196908153759","1998-06-25","公办教师","二级教师","思想政治","13701518135","吉林省长春市陈家林2号盈实大厦"
"99","郑州市第五十三中学","鲁羽璧","女","1983/6/14","641415198306146865","2009-05-22","公办教师","一级教师","计算机技术","13504838735","河南省郑州市文慧园西路内100米"
"100","海南智力中心实验学校","王天宏","男","1981/5/15","540628198105154030","2009-12-04","公办教师","三级教师","生物","15903088612","海南省海口市北青云路青云小区"
"101","昆明市第三十四中学","戴福","男","1975/3/27","211328197503279132","2003-05-24","公办教师","正高级教师","生物","13707727854","云南省昆明市东四北大街甲82-1号"
"102","天津市佟楼中学","何冰宁","女","1975/2/19","411016197502199477","2003-01-19","公办教师","三级教师","体育","15103558072","天津市双榆树北里榆苑公寓"
"103","南京市第五中学","高之","男","1975/7/9","541206197507094405","2001-07-13","公办教师","三级教师","美术","15205387993","江苏省南京市古城小街8号"
"104","长春市第十中学","鲁芳","女","1974/10/28","351117197410284836","2001-03-29","外聘人员","三级教师","历史","15003872856","吉林省长春市回龙观镇北清路1号院8号楼"
"105","重庆市潼南第一中学校","计枝锦","女","1979/9/22","210619197909222753","2009-06-13","民办教师","三级教师","语文","15703576117","重庆市神路街39号"
"106","浙江省杭州第四中学","谭敬","男","1973/9/4","610709197309041282","2000-09-13","公办教师","正高级教师","语文","15302028278","浙江省杭州市双榆树北里榆苑公寓"
"107","浙江省杭州第七中学","廉梁林","男","1969/12/22","221001196912228786","1998-02-19","民办教师","正高级教师","音乐","15604850074","浙江省杭州市大栅栏西街88号"
"108","北京市汇成中学","武辰翰","男","1978/2/27","361714197802274848","2007-03-13","民办教师","三级教师","历史","13001634687","北京市马连洼北路15号"
"109","麻丘高级中学","穆寒","女","1972/5/24","371721197205248809","2001-08-01","民办教师","高级教师","语文","15805274909","江西省南昌市民旺北胡同民旺园"
"110","沈阳市第二十七中学","秦芳","女","1970/4/7","110214197004077287","1995-10-21","民办教师","三级教师","音乐","13402682442","辽宁省沈阳市文慧园西路内100米"
"111","海口市长流中学","汤巧思","女","1978/1/28","531616197801289373","2008-04-05","民办教师","高级教师","体育","15500615318","海南省海口市毛纺西小区旁"
"112","海口市第四中学","尹婷丹","女","1980/6/20","141612198006207622","2008-05-14","外聘人员","三级教师","体育","15601767025","海南省海口市花园路8号"
"113","长沙市楚才高级中学","陶言","男","1984/1/21","320420198401217281","2011-11-11","外聘人员","高级教师","美术","15702709068","湖南省长沙市文华西路赵记蜜制烤翅旁"
"114","福田区梅林中学","章良","男","1983/4/29","311028198304299291","2010-09-17","民办教师","高级教师","化学","15502988846","广东省深圳市东三环富力广场北天之骄子1-2"
"115","石家庄市第一中学分校","郭苑筠","女","1980/1/4","150402198001044547","2008-10-06","公办教师","高级教师","数学","15902848746","河北省石家庄市王府井大街277号平房30,31,32栋"
"116","成都市龙泉外国语实验学校","俞艺","女","1977/12/15","331721197712151370","2004-04-22","公办教师","高级教师","外语","13402928523","四川省成都市国贸附近"
"117","天津市育杰中学","顾泰福","男","1984/6/10","370312198406106426","2012-07-13","公办教师","正高级教师","音乐","13903402539","天津市百子湾后现代城门口环岛北50米"
"118","郑州新意中学","万松轮","男","1977/12/22","510202197712222885","2006-03-11","民办教师","高级教师","音乐","15502652618","河南省郑州市陈家林2号盈实大厦"
"119","南京市第五中学","卓舒","女","1977/11/16","221422197711166336","2005-08-07","民办教师","二级教师","思想政治","13404583037","江苏省南京市马连洼北路15号"
"120","浙江省杭州高级中学","杜惠","女","1974/6/4","210512197406044800","2003-09-07","公办教师","二级教师","计算机技术","13006482720","浙江省杭州市建国路京通大厦附近"
"121","北京市东城综合高中","沈冰纨","女","1981/9/5","650219198109055732","2007-02-06","公办教师","高级教师","化学","13901566462","北京市文华西路赵记蜜制烤翅旁"
"122","北京市汇成中学","邹萍眉","女","1971/4/19","331711197104197547","1997-04-08","外聘人员","高级教师","音乐","15906595816","北京市前孙公园胡同11号"
"123","成都七中","樊泰栋","男","1982/12/1","420720198212017169","2009-08-21","民办教师","一级教师","化学","13003154277","四川省成都市春泽路与临泓路交叉口南行80米路西"
"124","西安市第六中学","包盛","男","1982/5/5","360523198205053911","2011-01-30","民办教师","二级教师","数学","13200303084","陕西省西安市回龙观西大街9号"
"125","武汉市第二中学","祝松德","男","1976/1/6","321121197601067291","2004-09-05","民办教师","高级教师","数学","15808162502","湖北省武汉市双花园南里三区23号楼103室"
"126","景泰学校","邢桂蓉","女","1983/1/28","541317198301285092","2011-05-14","外聘人员","正高级教师","物理","13101748742","江西省南昌市甜水园东街道家园甲6号"
"127","郑州市第五十三中学","施蕊素","女","1977/3/19","340613197703196738","2007-04-18","公办教师","高级教师","物理","15906197435","河南省郑州市四季青阜石路西山国际城甲69号11号楼107"
"128","昆明市第一中学","奚莉菊","女","1973/11/5","350508197311058695","2001-10-21","公办教师","三级教师","体育","13403972856","云南省昆明市文华西路赵记蜜制烤翅旁"
"129","山西崇实中学","纪嘉","女","1977/6/3","340102197706033109","2003-08-11","民办教师","高级教师","计算机技术","15803432791","山西省太原市红霞中路北京荣源兴业水站旁"
"130","海口市长流中学","范彪","男","1973/6/10","361718197306104822","1998-10-17","民办教师","一级教师","物理","15702300200","海南省海口市二拨子工业园区中路102号"
"131","上海市永兴高级中学","万永","男","1976/6/9","130128197606094799","2002-05-29","民办教师","三级教师","生物","13708544500","上海市毛纺西小区旁"
"132","成都市龙泉外国语实验学校","米霭","女","1977/9/6","650327197709069445","2003-03-02","民办教师","正高级教师","地理","13102037597","四川省成都市十八里店周庄嘉园C区4号院西门北200米"
"133","晋阳中学","纪明贵","男","1976/12/1","150218197612018088","2004-08-26","公办教师","正高级教师","美术","13103271263","山西省太原市北洼西里48号宝联体育公园院内手抓龙虾"
"134","成都树德中学","乐子以","男","1975/3/3","360413197503035003","2002-04-17","公办教师","高级教师","计算机技术","15200987689","四川省成都市朝阳路八里庄东里1号莱锦a区3号楼"
"135","合肥八中","甄琦月","女","1969/12/19","440720196912191322","1998-10-03","外聘人员","二级教师","数学","15508860846","安徽省合肥市百子湾路29号"
"136","武汉市实验学校","毕学伯","男","1983/9/3","440303198309033995","2012-11-04","公办教师","二级教师","思想政治","15605473481","湖北省武汉市神路街39号"
"137","郑州新意中学","卢楠","男","1975/3/1","231124197503014640","2005-04-14","民办教师","正高级教师","生物","13408618686","河南省郑州市东三环富力广场北天之骄子1-2"
"138","武汉市第二中学","姜良腾","男","1975/8/18","341603197508185318","2001-04-25","公办教师","一级教师","体育","13101602942","湖北省武汉市北青云路青云小区"
"139","长春市第六中学","莫豪","男","1980/6/29","410325198006298405","2007-10-05","外聘人员","三级教师","外语","13400968458","吉林省长春市双榆树北里榆苑公寓"
"140","合肥新华中学","葛真","女","1973/8/7","321825197308075698","2000-04-12","外聘人员","一级教师","数学","15102288910","安徽省合肥市毛纺西小区旁"
"141","武汉市实验学校","伏建祥","男","1981/3/3","131702198103037116","2007-04-02","外聘人员","一级教师","语文","13604478654","湖北省武汉市二拨子工业园区中路102号"
"142","西安镐京中学","孔保","男","1970/1/23","710621197001235877","1998-10-29","民办教师","二级教师","外语","13800961166","陕西省西安市文慧园西路内100米"
"143","江西省南昌市湾里一中","邓飞士","男","1970/7/3","350701197007032535","1996-10-24","外聘人员","一级教师","地理","13500576994","江西省南昌市国贸附近"
"144","沈阳市共青团实验中学","乔姣珍","女","1976/4/11","360711197604111740","2003-07-27","外聘人员","正高级教师","计算机技术","13907918757","辽宁省沈阳市东直门内大街15-7号"
"145","浙江省杭州第二中学","裴翰言","男","1980/5/17","121315198005178502","2006-02-27","民办教师","三级教师","历史","15703280777","浙江省杭州市毛纺西小区旁"
"146","东北中山中学","樊鹏","男","1984/6/19","370205198406197788","2012-09-04","外聘人员","三级教师","外语","13907291177","辽宁省沈阳市东直门内大街10号楼-3号"
"147","南京市金陵中学","元学启","男","1978/7/7","811627197807078243","2007-04-16","民办教师","二级教师","生物","15703385489","江苏省南京市北青云路青云小区"
"148","铜梁一中","颜冠","男","1982/12/23","501707198212237056","2011-05-13","外聘人员","二级教师","化学","15305234794","重庆市昌崔路北邵洼地铁附近"
"149","湖南师范大学附属中学","陈友","男","1973/3/12","320422197303129088","2001-04-18","民办教师","三级教师","地理","13901087549","湖南省长沙市大屯路华夏良子向东路口右转"
"150","重庆史迪威外语校","路乐","男","1974/5/24","210509197405246176","2003-01-02","外聘人员","二级教师","历史","13105672097","重庆市古城小街8号"
"151","长春市第四中学","高娣姬","女","1974/7/17","610305197407174532","2002-09-24","外聘人员","正高级教师","生物","15604722750","吉林省长春市春泽路与临泓路交叉口南行80米路西"
"152","山东省济南第九中学","庞筠","女","1977/7/28","410608197707287310","2007-05-09","公办教师","正高级教师","地理","15303562856","山东省济南市前孙公园胡同11号"
"153","深圳市福田区南开学校","张淑","女","1974/6/19","810715197406197314","2002-03-13","民办教师","三级教师","生物","15105112466","广东省深圳市毛纺西小区旁"
"154","昆明市第一中学","夏青凝","女","1978/3/25","641213197803258088","2007-11-25","外聘人员","正高级教师","语文","15308138737","云南省昆明市王府井大街277号平房30,31,32栋"
"155","上海市五爱高级中学","袁贵","男","1974/12/11","461306197412116759","2003-07-19","民办教师","三级教师","体育","15100575529","上海市马连洼北路15号"
"156","郑州新意中学","宁翰","男","1971/6/16","541108197106161887","1996-12-05","公办教师","三级教师","外语","13202763871","河南省郑州市东直门内大街5号楼"
"157","天津市第四十五中学","谈咏婕","女","1980/3/6","340925198003069516","2006-11-20","公办教师","高级教师","物理","13208806734","天津市丽园路彩虹新城小区"
"158","山东省实验中学","童勤蕊","女","1983/2/25","641502198302254529","2009-04-05","民办教师","高级教师","美术","15308370262","山东省济南市塔营北街北双桥村村委会西行10米"
"159","长春市第四中学","姚鹏","男","1970/10/2","430305197010022872","1997-10-13","民办教师","一级教师","计算机技术","13003662230","吉林省长春市春泽路与临泓路交叉口南行80米路西"
"160","长沙市楚才高级中学","蓝华","女","1976/8/25","450116197608255789","2002-09-22","民办教师","三级教师","思想政治","15707377513","湖南省长沙市花园路8号"
"161","浙江省杭州第九中学","严璐","女","1983/10/18","141023198310183290","2010-11-16","公办教师","三级教师","计算机技术","13206664760","浙江省杭州市青年沟路西50米"
"162","海口市第四中学","胡振山","男","1971/4/8","630804197104082871","1998-04-23","民办教师","三级教师","生物","15700465950","海南省海口市王府井大街277号平房30,31,32栋"
"163","北京市汇成中学","钱政承","男","1971/10/15","630707197110157061","1999-09-14","公办教师","高级教师","历史","13905774877","北京市朝阳公园路好运街B12"
"164","昆明市第三十四中学","邢青纨","女","1980/3/26","331623198003262860","2007-02-01","民办教师","正高级教师","美术","13905121812","云南省昆明市红霞中路北京荣源兴业水站旁"
"165","麻丘高级中学","卜蓓兰","女","1983/12/12","631728198312124634","2013-03-21","外聘人员","一级教师","历史","13005174213","江西省南昌市成寿寺路136号中海城7号楼101-7室"
"166","长春市第二中学","傅澜秋","女","1979/2/23","461019197902231545","2008-10-06","民办教师","二级教师","历史","15303232248","吉林省长春市百子湾后现代城门口环岛北50米"
"167","北京市东直门中学","司启豪","男","1972/6/5","711504197206054287","1999-05-02","民办教师","二级教师","外语","15102337788","北京市四季青阜石路西山国际城甲69号11号楼107"
"168","合肥育英高级中学","苏朗","男","1975/11/17","120919197511178694","2002-12-11","公办教师","二级教师","生物","15608098410","安徽省合肥市朝阳公园路好运街B12"
"169","长春市第八中学","云英","女","1981/2/11","340424198102117507","2008-10-24","公办教师","正高级教师","历史","15204240440","吉林省长春市陈家林2号盈实大厦"
"170","合肥育英高级中学","熊贞","女","1982/3/13","440913198203139145","2010-05-05","民办教师","一级教师","音乐","15305316238","安徽省合肥市田村路京粮广场2楼"
"171","西安镐京中学","方娴","女","1978/11/8","151102197811083828","2006-03-24","民办教师","一级教师","音乐","13002967665","陕西省西安市田村路京粮广场2楼"
"172","武汉市武昌区长虹学校","黄菊佳","女","1980/2/20","350819198002205044","2008-07-16","外聘人员","正高级教师","物理","13907783527","湖北省武汉市回龙观西大街9号"
"173","郑州市第二十九中学","柏胜中","男","1972/9/9","541217197209091724","2000-07-16","公办教师","一级教师","地理","15704198644","河南省郑州市长辛店东三坡三里58号"
