"衢州市常山县洪仁电镀有限公司","呼家楼好世界商城B1扶梯旁","滕天","13003298823","因工程药物过程中产生的废脱色过滤介质（不包括利用生物技术合成氨基酸、维生素过程中产生的废脱色过滤介质）","276-003-02","476g","397g","29g","50g"
"台州市黄岩区欣丰能源化工有限公司","南环路10号院1号楼悦荟万科广场5层","闵霞香","15903702280","利用生物技术生产生物化学药品、基因工程药物过程中产生的废吸附剂利用生物技术生产生物化学药品、基","276-004-02","677g","293g","306g","78g"
"宁波市奉化区长隆药业有限公司","旧府街与青礼路交叉口南100米","苗榕","13306642986","因工程药物过程中产生的废弃产品、原料药和中间体","276-005-02","719g","178g","231g","310g"
"台州市天台县利如生物科技有限公司","怡馨家园1号楼二门905室","章慧巧","15508714396","生产、销售及使用过程中产生的失效、变质、不合格、淘汰、伪劣的药物和药品（不包括 HW01、HW02、900-999-49 类）","900-002-03","30g","16g","11g","3g"
"杭州市西湖区德高帆布生产有限公司","李家坟7号院创意总社1949","韩信子","13203492142","氯丹生产过程中六氯环戊二烯过滤产生的残余物；氯丹氯化反应器的真空汽提产生的废物","263-001-04","706g","321g","13g","372g"
"杭州市滨江区东昌生物科技有限公司","双龙南里","严致树","15700452106","乙拌磷生产过程中甲苯回收工艺产生的蒸馏残渣","263-002-04","689g","25g","533g","131g"
"温州市永嘉县春谦药品有限公司","五棵松西翠路","赵娅琦","15002771706","甲拌磷生产过程中二乙基二硫代磷酸过滤产生的残余物","263-003-04","8g","3g","3g","2g"
"台州市仙居县伟荣电镀有限公司","广泽路望京花园小区214号","鲍永","13808523243","2,4,5-三氯苯氧乙酸生产过程中四氯苯蒸馏产生的重馏分及蒸馏残余物","263-004-04","431g","428g","0g","3g"
"宁波市鄞州区长隆医药有限公司","马家堡东路106号院1号楼","陶武新","13408665154","2,4-二氯苯氧乙酸生产过程中产生的含 2,6-二氯苯酚残余物乙烯基双二硫代氨基甲酸及其盐类生产过程中产生的过滤、蒸发和离心","263-005-04","147g","133g","2g","12g"
"杭州市桐庐县德祥生物科技有限公司","甘家口甲8号甘家口大厦南侧北方朗逸酒店","宋晨辰","13101797444","分离残余物及废水处理污泥；产品研磨和包装工序集（除）尘装置收集的粉尘和地面清扫废物溴甲烷生产过程中反应器产生的废","263-006-04","510g","169g","39g","302g"
"杭州市下城区德高石化有限公司","北京站3号","戚蓓","15502607011","水和酸干燥器产生的废硫酸；生产过程中产生的废吸附剂和废水分离器产生的废物","263-007-04","367g","71g","5g","291g"
"潮州市安吉县利如辐条有限公司","华威里27号陕西大厦B1层","滕纯毓","15001012388","其他农药生产过程中产生的蒸馏及反应残余物","263-008-04","315g","293g","17g","5g"
"金华市浦江县公盈药业有限公司","光机电一体化产业基地嘉创路十号","唐锦黛","15904837456","农药生产过程中产生的废母液与反应罐及容器清洗废液","263-009-04","505g","209g","209g","87g"
"台州市三门县耀佳电镀有限公司","康健胡同2号","周晨辰","15307473822","农药生产过程中产生的废滤料和吸附剂","263-010-04","738g","63g","112g","563g"
"宁波市镇海区吉如工业有限公司","东二环劲松九区907号楼","舒娣叶","15106078095","农药生产过程中产生的废水处理污泥","263-011-04","96g","43g","43g","10g"
"金华市金东区洪亚金属有限公司","西山美庐","何绍功","13304406805","农药生产、配制过程中产生的过期原料及废弃产品","263-012-04","760g","736g","5g","19g"
"金华市婺城区东弘涂料有限公司","前门大街东侧鲜鱼口老字号餐饮一条街","谢士以","15004363501","销售及使用过程中产生的失效、变质、不合格、淘汰、伪劣的农药产品","900-003-04","91g","40g","5g","46g"
"绍兴市越城区聚兴辐条有限公司","工人体育场东路20号春平购物广场底商1层","祝义兴","15100596330","使用五氯酚进行木材防腐过程中产生的废水处理污泥，以及木材防腐处理过程中产生的沾染该防腐剂的废弃木材残片","201-001-05","654g","434g","170g","50g"
"杭州市建德市乾广胶带有限公司","团河路69号商业楼一层","宋坚和","13707686188","使用杂酚油进行木材防腐过程中产生的废水处理污泥，以及木材防腐处理过程中产生的沾染该防腐剂的废弃木材残片","201-002-05","880g","873g","0g","7g"
"宁波市奉化区贵丰涂料有限公司","小关西街7号牡丹园西里","萧山仁","13405030565","使用含砷、铬等无机防腐剂进行木材防腐过程中产生的废水处理污泥，以及木材防腐处理过程中产生的沾染该防腐剂的废弃木材残片","201-003-05","428g","273g","142g","13g"
"杭州市西湖区东弘药业有限公司","住邦2000商务中心5号楼","禹瑞凡","13307020864","木材防腐化学品生产过程中产生的反应残余物、废弃滤料及吸附剂","266-001-05","66g","3g","54g","9g"
"宁波市鄞州区皇贵能源化工有限公司","湖景东路新奥购物中心东A口","倪炎德","15908786796","木材防腐化学品生产过程中产生的废水处理污泥","266-002-05","532g","231g","240g","61g"
"杭州市富阳区乾富药业有限公司","志新东路志新小区33号楼底商","屈静淑","13600916547","木材防腐化学品生产、配制过程中产生的废弃产品及过期原料销售及使用过程中产生的失效、变","266-003-05","676g","519g","101g","56g"
"台州市椒江区元优能源化工有限公司","恩济庄18号东门","狄朋斌","15000192745","质、不合格、淘汰、伪劣的木材防腐化学品","900-004-05","629g","303g","204g","122g"
"台州市仙居县聚兴电子有限公司","回龙观科星西路与龙跃街交叉口旁","云凝晓","13007077059","工业生产中作为清洗剂或萃取剂使用后废弃的含卤素有机溶剂，包括四氯化碳、二氯甲烷、1,1-二氯乙烷、1,2-二氯乙烷、1,1,1-三氯乙烷、1,1,2-三氯乙烷、三氯乙烯、四氯乙烯","900-401-06","969g","83g","582g","304g"
"宁波市鄞州区德高石化有限公司","黄松峪乡刁窝村36号","明腾","13803966954","工业生产中作为清洗剂或萃取剂使用后废弃的有毒有机溶剂，包括苯、苯乙烯、丁醇、丙酮","900-402-06","237g","199g","35g","3g"
"温州市泰顺县乾美钢带有限公司","北杨庄路双龙南里138号楼","赵慧巧","13207933366","工业生产中作为清洗剂或萃取剂使用后废弃的易燃易爆有机溶剂，包括正己烷、甲苯、邻二甲苯、间二甲苯、对二甲苯、1,2,4-三甲苯、乙苯、乙醇、异丙醇、乙醚、丙醚、乙酸甲酯、乙酸乙酯、乙酸丁酯、丙酸丁酯、苯酚","900-403-06","576g","37g","204g","335g"
"衢州市开化县巨久胶带有限公司","中关村南大街31号神舟商旅酒店一层","于枝思","15505563649","工业生产中作为清洗剂或萃取剂使用后废弃的其他列入《危险化学品目录》的有机溶剂","900-404-06","779g","392g","19g","368g"
"杭州市上城区正禄如通帆布生产有限公司","东关新村abc英语幼儿园对面一层","卞蓓","15904868592","900-401-06 中所列废物再生处理过程中产生的废活性炭及其他过滤吸附介质","900-405-06","269g","258g","3g","8g"
"杭州市萧山区贵丰电镀有限公司","东三环南路54号劲松桥东北角","齐瑶","15601370230","900-402-06 和 900-404-06 中所列废物再生处理过程中产生的废活性炭及其他过滤吸附介质","900-406-06","795g","736g","14g","45g"
"金华市磐安县辉圣石化有限公司","五棵松金沟河路19号，玉泉路与永定路中间","尹莉桂","15601918661","900-401-06 中所列废物分馏再生过程中产生的高沸物和釜底残渣","900-407-06","607g","342g","147g","118g"
"金华市浦江县皇贵胶带有限公司","石门东路2号园","喻娅琦","15002611488","900-402-06 和 900-404-06 中所列废物分馏再生过程中产生的釜底残渣","900-408-06","735g","500g","195g","40g"
"温州市泰顺县巨久辐条有限公司","香山买卖街乙58号","闵斌","13203682390","900-401-06 中所列废物再生处理过程中产生的废水处理浮渣和污泥（不包括废水生化处理污泥）","900-409-06","150g","79g","38g","33g"
"嘉兴市嘉善县公佳金属有限公司","古北口镇沙岭村44-1","皮义兴","15303823938","900-402-06 和 900-404-06 中所列废物再生处理过程中产生的废水处理浮渣和污泥（不包括废水生化处理污泥）","900-410-06","273g","190g","57g","26g"
"杭州市临安区洪亚药业有限公司","北洼路30号天顺仁和写字楼A座二层","钱昭","13503223444","使用氰化物进行金属热处理产生的淬火池残渣","336-001-07","412g","129g","270g","13g"
"衢州市衢江区华飞电镀有限公司","怀北镇河防口村青龙峡路口南200米路西","姚家","13606983181","使用氰化物进行金属热处理产生的淬火废水处理污泥","336-002-07","528g","494g","12g","22g"
"台州市黄岩区盛欣工业有限公司","王府井东街8号王府井希尔顿酒店5楼","柏惠珠","13006704995","含氰热处理炉维修过程中产生的废内衬","336-003-07","694g","508g","174g","12g"
"杭州市江干区同福生物科技有限公司","怀北镇河防口桥西侧","柏轮翰","13505813698","热处理渗碳炉产生的热处理渗碳氰渣","336-004-07","720g","426g","48g","246g"
"宁波市镇海区洪仁镀锌有限公司","惠新东街19号","华雁蓓","13203544583","金属热处理工艺盐浴槽釜清洗产生的含氰残渣和含氰废液","336-005-07","658g","502g","77g","79g"
"绍兴市上虞区盛欣石化有限公司","咸宁候村启明星双语幼儿园对面","范维启","13306354686","氰化物热处理和退火作业过程中产生的残渣","336-049-07","691g","73g","508g","110g"
"金华市婺城区元正镀锌有限公司","十三陵镇康陵村25号院","施颖","15504044002","石油开采和炼制产生的油泥和油脚","071-001-08","587g","392g","12g","183g"
"嘉兴市海盐县吉如帆布生产有限公司","东三环劲松南路1号海文大厦1层","马信子","13503448279","以矿物油为连续相配制钻井泥浆用于石油开采所产生的废弃钻井泥浆","071-002-08","730g","678g","18g","34g"
"杭州市淳安县吉如药品有限公司","来广营乡立水桥明天中心（B-06商业）-1层B06商场078号院","祁乐","15204315818","以矿物油为连续相配制钻井泥浆用于天然气开采所产生的废弃钻井泥浆","072-001-08","530g","146g","335g","49g"
"杭州市拱墅区耀佳涂料有限公司","安定门外立水桥北8号7幢","水筠柔","15707317345","清洗矿物油储存、输送设施过程中产生的油/水和烃/水混合物","251-001-08","558g","89g","296g","173g"
"金华市金东区巨久工业有限公司","丰台镇富丰路2号星火科技大厦2楼","伏浩亮","13206681663","石油初炼过程中储存设施、油-水-固态物质分离器、积水槽、沟渠及其他输送管道、污水池、雨水收集管道产生的含油污泥","251-002-08","730g","668g","15g","47g"
"金华市金东区利如镀锌有限公司","朝阳公园路朝阳公园西门南侧20号","安心邦","15202376444","石油炼制过程中隔油池产生的含油污泥，以及汽油提炼工艺废水和冷却废水处理污泥（不包括废水生化处理污泥）","251-003-08","759g","585g","115g","59g"
"宁波市北仑区久多集成电路制造有限公司","展览馆路3号","安枝思","13704204690","石油炼制过程中溶气浮选工艺产生的浮渣","251-004-08","385g","332g","25g","28g"
"衢州市柯城区东昌电子有限公司","月亮河河滨路1号","舒凤","13200132630","石油炼制过程中产生的溢出废油或乳剂","251-005-08","537g","144g","329g","64g"
"宁波市奉化区隆高镀锌有限公司","东直门内大街235号，簋街西边","窦建家","13305364659","石油炼制换热器管束清洗过程中产生的含油污泥","251-006-08","397g","125g","193g","79g"
"杭州市下城区春谦镀锌有限公司","新源西里中街18号临1号","郝全","13706465550","石油炼制过程中澄清油浆槽底沉积物","251-010-08","358g","258g","42g","58g"
"杭州市拱墅区盛欣药业有限公司","亚运村安慧里一区四号楼1楼","祝美娜","15500013121","石油炼制过程中进油管路过滤或分离装置产生的残渣","251-011-08","147g","77g","24g","46g"
"潮州市德清县吉如化学有限公司","王府井小吃街西口","卞安","15201075129","石油炼制过程中产生的废过滤介质","251-012-08","15g","7g","7g","1g"
"衢州市常山县耀顺金属有限公司","天竺镇府前二街1号","汪璐","15200961229","内燃机、汽车、轮船等集中拆解过程产生的废矿物油及油泥","900-199-08","136g","98g","14g","24g"
"温州市文成县元优石化有限公司","德胜门内大街羊房胡同11号","李霄","15100124067","珩磨、研磨、打磨过程产生的废矿物油及油泥","900-200-08","583g","247g","61g","275g"
"台州市天台县东昌镀锌有限公司","玉带河东街西上园南门对面","云士以","13101625864","清洗金属零部件过程中产生的废弃煤油、柴油、汽油及其他由石油和煤炼制生产的溶剂油","900-201-08","619g","140g","40g","439g"
"杭州市富阳区合亨镀锌有限公司","新街口东街西口新百商场北侧","韩伦","15800234724","使用淬火油进行表面硬化处理产生的废矿物油","900-203-08","40g","3g","9g","28g"
"绍兴市新昌县洪亚帆布生产有限公司","十八里店横街子村阳光金港建材城对面","乐勤","15300200179","使用轧制油、冷却剂及酸进行金属轧制产生的废矿物油","900-204-08","787g","517g","171g","99g"
"温州市苍南县长隆电子有限公司","宫霄国际中心一层东北角","穆辰","13200368111","镀锡及焊锡回收工艺产生的废矿物油","900-205-08","818g","610g","106g","102g"
"金华市浦江县隆安电镀有限公司","政府路8号","伍丹","13904360860","金属、塑料的定型和物理机械表面处理过程中产生的废石蜡和润滑油","900-209-08","357g","236g","53g","68g"
"衢州市常山县东弘电镀有限公司","高碑店c区","黄姣","13704578265","油/水分离设施产生的废油、油泥及废水处理产生的浮渣和污泥（不包括废水生化处理污泥）","900-210-08","985g","180g","234g","571g"
"台州市椒江区乾富化学有限公司","玉带河东街西上园南门对面","纪振壮","15703113953","橡胶生产过程中产生的废溶剂油","900-211-08","639g","431g","134g","74g"
"宁波市奉化区华飞制药有限公司","台湖镇定海园三里10号楼","魏栋","13202448148","锂电池隔膜生产过程中产生的废白油","900-212-08","179g","2g","165g","12g"
"温州市洞头区公佳化学有限公司","北苑路108号","禹萍红","13508887291","废矿物油再生净化过程中产生的沉淀残渣、过滤残渣、废过滤吸附介质车辆、机械维修和拆解过程中产生的","900-213-08","320g","311g","4g","5g"
"台州市路桥区隆安石化有限公司","广外大街马连道胡同内","葛龙","15608861905","废发动机油、制动器油、自动变速器油、齿轮油等废润滑油","900-214-08","464g","118g","71g","275g"
"温州市平阳县昌益金属有限公司","阳坊镇西贯市村北街路南临106号","卜博","15701834920","废矿物油裂解再生过程中产生的裂解残渣","900-215-08","651g","329g","272g","50g"
"宁波市海曙区伟复生物科技有限公司","严正街16-2号国广公寓","金振壮","15600785245","使用防锈油进行铸件表面防锈处理过程中产生的废防锈油","900-216-08","18g","16g","0g","2g"
"金华市金东区伟复生物科技有限公司","雍和宫大街155号","汪斌","13703042049","使用工业齿轮油进行机械设备润滑过程中产生的废润滑油","900-217-08","768g","30g","737g","1g"
"宁波市象山县万康电子有限公司","太仆寺街48号","谢鹏泽","13602017240","液压设备维护、更换和拆解过程中产生的废液压油","900-218-08","212g","183g","21g","8g"
"温州市苍南县久多镀锌有限公司","宋庄路67号首开福茂3层","酆翠雅","15506942642","冷冻压缩设备维护、更换和拆解过程中产生的废冷冻机油","900-219-08","523g","467g","1g","55g"
"衢州市龙游县洪仁胶带有限公司","广渠门外大街东三环双井桥西100米路南","岑康星","15507446727","变压器维护、更换和拆解过程中产生的废变压器油","900-220-08","564g","439g","17g","108g"
"温州市龙湾区东昌生物科技有限公司","鼓楼东大街311号","金勇毅","15008642833","废燃料油及燃料油储存过程中产生的油泥","900-221-08","738g","289g","214g","235g"
"衢州市常山县隆高医药有限公司","宣颐路2号","于先","13700757853","石油炼制废水气浮、隔油、絮凝沉淀等处理过程中产生的浮油和污泥","900-222-08","572g","451g","86g","35g"
"台州市椒江区华飞钢带有限公司","东四环南路9号 燕莎奥特莱斯购物中心C座-3024号","施胜","15301203760","其他生产、销售、使用过程中产生的废矿物油及含矿物油废物","900-249-08","580g","422g","95g","63g"
"台州市黄岩区广安石化有限公司","西直门内大街冠英园西区6号楼1门","岑菊","13803378670","水压机维护、更换和拆解过程中产生的油/水、烃/水混合物或乳化液使用切削油和切削液进行机械加工","900-005-09","835g","70g","682g","83g"
"宁波市象山县合亨钢带有限公司","大华山镇李家峪村张家台18号","喻美娜","15502173280","过程中产生的油/水、烃/水混合物或乳化液","900-006-09","789g","103g","297g","389g"
"温州市苍南县旺利石化有限公司","朝阳北路常营地铁站F出口右侧长楹天街购物中心西区B1楼","窦荷丹","15605807578","其他工艺过程中产生的油/水、烃/水混合物或乳化液含多氯联苯（PCBs）、多氯三联苯","900-007-09","116g","30g","39g","47g"
"杭州市江干区飞庆帆布生产有限公司","翠微路12号新华联商业大厦凯德MALL购物中心3层","苗永","13707663825","（PCTs）、多溴联苯（PBBs）的电容器、变压器","900-008-10","120g","45g","45g","30g"
"绍兴市越城区长隆化学有限公司","月坛南街30号万方西单商场3楼","狄之","13406621453","含有 PCBs、PCTs 和 PBBs 的电力设备的清洗液含有 PCBs、PCTs 和 PBBs 的电力设","900-009-10","508g","499g","1g","8g"
"宁波市奉化区欣丰医药有限公司","怡馨家园南门5号楼底商","余梅","15005876645","备中废弃的介质油、绝缘油、冷却油及导热油","900-010-10","130g","58g","20g","52g"
"宁波市鄞州区利如医药有限公司","前门大街东侧鲜鱼口老字号餐饮一条街","褚明永","15008500502","含有或沾染 PCBs、PCTs 和 PBBs 的废弃包装物及容器","900-011-10","755g","288g","423g","44g"
"宁波市奉化区同福制药有限公司","王府井大街301号新燕莎金街购物广场7层MF705-706","魏琬茗","15602597025","石油精炼过程中产生的酸焦油和其他焦油","251-013-11","999g","205g","484g","310g"
"台州市三门县久协电镀有限公司","闹市口大街35号","鲍广志","15302771857","炼焦过程中蒸氨塔产生的残渣","252-001-11","54g","43g","8g","3g"
"温州市龙湾区洪亚能源化工有限公司","甜水园东街7号","花志","13603265479","炼焦过程中澄清设施底部的焦油渣","252-002-11","23g","7g","7g","9g"
"潮州市德清县万康电子有限公司","花家地小区30号楼","伍超","15200655428","炼焦副产品回收过程中萘、粗苯精制产生的残渣","252-003-11","832g","801g","30g","1g"
"台州市仙居县公佳帆布生产有限公司","西四南大街65号","冯绍功","13607326199","炼焦和炼焦副产品回收过程中焦油储存设施中的焦油渣","252-004-11","476g","248g","103g","125g"
"台州市三门县伟荣生物科技有限公司","东城家乐福后门对面","贝世","15000333767","煤焦油精炼过程中焦油储存设施中的焦油渣","252-005-11","638g","277g","75g","286g"
"杭州市江干区多乾金属有限公司","宋庄路67号首开福茂3层","卜琬茗","13203487215","煤焦油分馏、精制过程中产生的焦油渣","252-006-11","804g","33g","617g","154g"
"嘉兴市秀洲区隆高制药有限公司","顺一条8号","邵豪","15006006244","炼焦副产品回收过程中产生的废水池残渣","252-007-11","64g","26g","33g","5g"
"宁波市宁海县久协工业有限公司","朝阳公园西路9号九号公寓2号楼18单元301室朝园收藏对面","鲁旭","15903304018","轻油回收过程中蒸馏、澄清、洗涤工序产生的残渣","252-008-11","191g","68g","1g","122g"
"衢州市衢江区洪亚涂料有限公司","京加路雁西湖北金隅水泥厂对面","蒋敬震","13500934289","轻油精炼过程中的废水池残渣","252-009-11","369g","304g","14g","51g"
"宁波市镇海区洪仁电镀有限公司","双桥中路双桥医院南侧","黄利清","15005258454","炼焦及煤焦油加工利用过程中产生的废水处理污泥（不包括废水生化处理污泥）","252-010-11","102g","100g","1g","1g"
"杭州市拱墅区隆安工业有限公司","清河宝盛里天丰利5层美食城","岑可","13904970415","焦炭生产过程中产生的酸焦油和其他焦油","252-011-11","542g","251g","82g","209g"
"宁波市宁海县春信帆布生产有限公司","长阳镇长政南街与长阳路交口东100米杨庄子西口","彭河哲","15604296113","焦炭生产过程中粗苯精制产生的残渣","252-012-11","285g","104g","157g","24g"
"杭州市江干区德高生物科技有限公司","悼陵监民俗村108号国艳烙糕宴","陶新","15106642168","焦炭生产过程中产生的脱硫废液","252-013-11","517g","42g","4g","471g"
"嘉兴市南湖区东弘电子有限公司","望京西园3区","昌德","15303382092","焦炭生产过程中煤气净化产生的残渣和焦油","252-014-11","529g","408g","76g","45g"
"潮州市长兴县隆高制药有限公司","卢沟桥宛平城内街8A","滕庆","15802437317","焦炭生产过程中熄焦废水沉淀产生的焦粉及筛焦过程中产生的粉尘","252-015-11","700g","112g","331g","257g"
"宁波市宁海县同富电子有限公司","太阳宫中路12号凯德MALL4层","蓝彬","13906684349","煤沥青改质过程中产生的闪蒸油","252-016-11","890g","348g","385g","157g"
"温州市泰顺县飞庆帆布生产有限公司","五棵松金沟河路19号，玉泉路与永定路中间","奚韵融","13000089029","煤气生产行业煤气净化过程中产生的煤焦油渣","450-001-11","42g","33g","4g","5g"
"宁波市奉化区长隆生物科技有限公司","鼓楼外大街18号鼓楼外大街与黄寺大街交叉口东北角","郑辰","15503916120","煤气生产过程中产生的废水处理污泥（不包括废水生化处理污泥）","450-002-11","56g","18g","11g","27g"
"宁波市奉化区万鼎制药有限公司","白桥大街22号工商联大厦","谈昭","13405640333","煤气生产过程中煤气冷凝产生的煤焦油","450-003-11","888g","82g","327g","479g"
"杭州市下城区洪仁金属有限公司","十三陵镇涧头村","何涛","15604042049","乙烯法制乙醛生产过程中产生的蒸馏残渣","261-007-11","892g","376g","402g","114g"
"温州市文成县旺利钢带有限公司","新街口东街西口新百商场北侧","毕瑶","13806755902","乙烯法制乙醛生产过程中产生的蒸馏次要馏分","261-008-11","528g","196g","59g","273g"
"温州市瓯海区同富集成电路制造有限公司","良乡西潞北大街1号","卞壮","13503943895","苄基氯生产过程中苄基氯蒸馏产生的蒸馏残渣","261-009-11","230g","151g","59g","20g"
"杭州市临安区春谦镀锌有限公司","王府井大街301号新燕莎金街购物广场7层MF705-706","毛宏言","13906101188","四氯化碳生产过程中产生的蒸馏残渣和重馏分","261-010-11","840g","104g","631g","105g"
"宁波市江北区元优工业有限公司","北苑南路格林豪泰酒店底商","时哲","15500473676","表氯醇生产过程中精制塔产生的蒸馏残渣","261-011-11","6g","4g","1g","1g"
"台州市天台县隆安钢带有限公司","新源南路1号都汇天地B1层","乐壮","15004680167","异丙苯法生产苯酚和丙酮过程中产生的蒸馏残渣","261-012-11","917g","500g","179g","238g"
"嘉兴市南湖区瑞丰辐条有限公司","严正街16-2号国广公寓","罗心邦","13105261552","萘法生产邻苯二甲酸酐过程中产生的蒸馏残渣和轻馏分","261-013-11","786g","726g","20g","40g"
"宁波市镇海区洪亚药品有限公司","和敬路4号院20-5","安伊亚","13404181883","邻二甲苯法生产邻苯二甲酸酐过程中产生的蒸馏残渣和轻馏分","261-014-11","386g","355g","5g","26g"
"杭州市下城区昌益制药有限公司","广渠路c号","吕心邦","15001838731","苯硝化法生产硝基苯过程中产生的蒸馏残渣","261-015-11","380g","349g","11g","20g"
"温州市洞头区盛欣金属有限公司","团结湖路14号","郝树","15903408755","甲苯二异氰酸酯生产过程中产生的蒸馏残渣和离心分离残渣","261-016-11","798g","89g","391g","318g"
"杭州市淳安县盛欣电子有限公司","十八里店横街子16号","魏希","15003071527","1,1,1-三氯乙烷生产过程中产生的蒸馏残渣","261-017-11","345g","191g","144g","10g"
"温州市苍南县广安生物科技有限公司","广安门外南滨河路87号","廉光天","13508696178","三氯乙烯和四氯乙烯联合生产过程中产生的蒸馏残渣","261-018-11","364g","119g","31g","214g"
"宁波市江北区德祥药业有限公司","马家堡东路味多美旁","元涛","15703203902","苯胺生产过程中产生的蒸馏残渣","261-019-11","651g","557g","72g","22g"
"潮州市安吉县聚兴电子有限公司","东亚五环国际地商4号","凤子","13905444183","苯胺生产过程中苯胺萃取工序产生的蒸馏残渣","261-020-11","606g","113g","245g","248g"
"嘉兴市秀洲区久协辐条有限公司","东柏街10号院5号楼105号1层","马谦","15001058720","二硝基甲苯加氢法生产甲苯二胺过程中干燥塔产生的反应残余物","261-021-11","485g","14g","70g","401g"
"台州市黄岩区春谦电镀有限公司","丰管路西国贸商城3楼","萧亚","13805876709","二硝基甲苯加氢法生产甲苯二胺过程中产品精制产生的轻馏分","261-022-11","27g","4g","19g","4g"
