"10941","易绿春","卢科跃","1979-07-24","1991-03-20","良好","良好","2017-07-11","2017-07-11","浙江省金华市","浙江省绍兴市","祁家豁子甲2号二层西侧","祁家豁子甲2号二层西侧","卢知轩","男","2018-03-13"
"11786","桓凌瑶","荀家伟","1994-05-20","1981-05-11","良好","良好","2017-02-13","2017-02-13","浙江省绍兴市","浙江省宁波市","榴乡路88号，石榴中心","榴乡路88号，石榴中心","荀衡骏","男","2017-11-30"
"12752","隆妙菡","邢柏晨","1975-08-14","1985-12-04","良好","良好","2016-11-11","2016-11-11","浙江省台州市","浙江省湖州市","北下关皂君庙西里7号楼","北下关皂君庙西里7号楼","邢跃庭","男","2017-08-13"
"13431","刘亦瑶","乐荀述","1982-05-15","1997-11-21","良好","良好","2016-05-30","2016-05-30","浙江省杭州市","浙江省嘉兴市","龙腾街2-20号","龙腾街2-20号","乐茂实","男","2017-02-28"
"14405","田痴梦","赏国立","1994-03-31","1984-09-28","良好","良好","2016-07-12","2016-07-12","浙江省舟山市","浙江省金华市","中关村南大街友谊宾馆东门对面路口内","中关村南大街友谊宾馆东门对面路口内","赏彦杉","男","2017-04-12"
"14873","咸涵柏","卞呈华","1987-04-09","1979-02-02","良好","良好","2016-12-12","2016-12-12","浙江省金华市","浙江省台州市","东风北桥向东200米路南","东风北桥向东200米路南","卞浩宾","男","2017-09-18"
"15354","牛又菱","康家树","1984-11-10","1977-05-29","良好","良好","2016-05-30","2016-05-30","浙江省嘉兴市","浙江省嘉兴市","金泉家园3号楼二单元702","金泉家园3号楼二单元702","康天瑞","男","2017-03-19"
"15548","容雅绿","柯国利","1993-03-09","1983-10-17","良好","良好","2014-07-15","2014-07-15","浙江省温州市","浙江省嘉兴市","开放路78号","开放路78号","柯谷新","男","2015-04-23"
"15997","师半芹","滑秦峰","1998-10-26","1982-05-19","良好","良好","2018-04-28","2018-04-28","浙江省金华市","浙江省舟山市","望京SOHO塔三负一层1018室","望京SOHO塔三负一层1018室","滑国强","男","2018-12-19"
"16712","余妙彤","阙宏丹","1978-03-08","1992-06-29","良好","良好","2014-11-10","2014-11-10","浙江省绍兴市","浙江省杭州市","交大东路南口31号","交大东路南口31号","阙季略","男","2015-07-05"
"16924","石问兰","秦跃苼","1979-09-09","1991-06-22","良好","良好","2016-02-14","2016-02-14","浙江省温州市","浙江省绍兴市","开放路113号南四层409室","开放路113号南四层409室","秦树彤","男","2016-11-07"
"16962","庄含玉","邱路遥","1981-05-04","1991-10-05","良好","良好","2017-12-13","2017-12-13","浙江省衢州市","浙江省宁波市","东三旗路亚运村车市对面","东三旗路亚运村车市对面","邱文睿","男","2018-08-10"
"17426","弘恨山","邓季春","1983-10-24","1988-12-20","良好","良好","2015-06-05","2015-06-05","浙江省绍兴市","浙江省绍兴市","东直门内大街277号","东直门内大街277号","邓吉轩","男","2016-02-14"
"17946","宁书瑶","凤保宁","1991-11-19","1975-11-04","良好","良好","2018-02-01","2018-02-01","浙江省金华市","浙江省舟山市","农光里206号二楼","农光里206号二楼","凤壮淳","男","2018-11-19"
"18334","霍夜蓉","鄢黎斌","1984-02-29","1990-07-16","良好","良好","2017-11-02","2017-11-02","浙江省衢州市","浙江省温州市","北三环西路双榆树西里9号","北三环西路双榆树西里9号","鄢一维","男","2018-07-31"
"18679","姜春翠","武欣跃","1984-05-12","1991-11-14","良好","良好","2015-08-11","2015-08-11","浙江省衢州市","浙江省温州市","春泽路与临泓路交叉口南行80米路西","春泽路与临泓路交叉口南行80米路西","武德润","男","2016-05-26"
"20167","苍听白","伏荻塬","1983-09-08","1991-01-23","良好","良好","2016-08-03","2016-08-03","浙江省嘉兴市","浙江省绍兴市","德茂北区10号","德茂北区10号","伏呈泽","男","2017-05-10"
"21412","瞿盼儿","汪朴淳","1975-10-18","1975-04-05","良好","良好","2017-08-15","2017-08-15","浙江省金华市","浙江省绍兴市","延庆区延庆镇南街12-27","延庆区延庆镇南街12-27","汪海晔","男","2018-06-01"
"21521","翟夏彤","齐松文","1983-10-26","1988-05-29","良好","良好","2016-08-11","2016-08-11","浙江省舟山市","浙江省绍兴市","雁栖镇北台下路边，京加路东侧","雁栖镇北台下路边，京加路东侧","齐俊秋","男","2017-04-10"
"21714","国向珊","单韵藻","1985-06-08","1978-08-27","良好","良好","2018-01-23","2018-01-23","浙江省杭州市","浙江省嘉兴市","南苑路166号宝苑国际购物中心三层C区","南苑路166号宝苑国际购物中心三层C区","单俊驰","男","2018-09-21"
"21739","封天荷","柏俊呈","1994-12-07","1980-12-06","良好","良好","2015-05-27","2015-05-27","浙江省嘉兴市","浙江省舟山市","百万庄大街41号华德商都B1楼","百万庄大街41号华德商都B1楼","柏潇天","男","2016-03-07"
"22072","於碧凡","戚茂才","1984-01-25","1975-06-17","良好","良好","2014-09-10","2014-09-10","浙江省湖州市","浙江省金华市","北郊学院路38号北京医科大学3区公寓楼1-2层","北郊学院路38号北京医科大学3区公寓楼1-2层","戚宗元","男","2015-06-13"
"22529","秋寻春","廉荣星","1979-06-30","1984-04-08","良好","良好","2014-09-17","2014-09-17","浙江省温州市","浙江省杭州市","沙河镇政府内","沙河镇政府内","廉剑柏","男","2015-05-07"
"22593","宗孤岚","笪果昰","1981-06-05","1983-04-30","良好","良好","2014-07-22","2014-07-22","浙江省衢州市","浙江省舟山市","丰科路与五圈路交叉口东南角丰台万达广场4层","丰科路与五圈路交叉口东南角丰台万达广场4层","笪奕然","男","2015-04-25"
"24493","范海安","申嘉利","1997-07-10","1980-09-03","良好","良好","2017-07-26","2017-07-26","浙江省杭州市","浙江省嘉兴市","六里屯路1号","六里屯路1号","申然耀","男","2018-03-24"
"24556","党笑霜","邵金河","1989-04-04","1982-04-07","良好","良好","2018-05-29","2018-05-29","浙江省湖州市","浙江省嘉兴市","东坝中路38号楼地下一层B134号","东坝中路38号楼地下一层B134号","邵宏蒙","男","2019-02-07"
"24827","逯翠柔","宓一苇","1976-03-24","1993-10-24","良好","良好","2018-03-23","2018-03-23","浙江省杭州市","浙江省绍兴市","崇文门外大街12号国瑞城购物中心东北侧四合院内","崇文门外大街12号国瑞城购物中心东北侧四合院内","宓昊然","男","2019-01-10"
"25852","臧傲晴","宦睿蔼","1988-07-29","1987-07-22","良好","良好","2015-08-26","2015-08-26","浙江省宁波市","浙江省绍兴市","民族路2-2号","民族路2-2号","宦梓坤","男","2016-04-25"
"25916","唐易梦","阴腾霄","1976-08-20","1982-04-19","良好","良好","2017-12-08","2017-12-08","浙江省杭州市","浙江省温州市","机场东路6号院首开北京苏活3号楼101室","机场东路6号院首开北京苏活3号楼101室","阴惠卓","男","2018-08-07"
"26152","丁惜雪","后永利","1997-06-29","1995-04-04","良好","良好","2017-01-03","2017-01-03","浙江省台州市","浙江省金华市","小屯路欢乐水魔方对面","小屯路欢乐水魔方对面","后南栋","男","2017-09-15"
"26371","廖冰夏","庞克林","1998-05-25","1992-11-22","良好","良好","2017-05-22","2017-05-22","浙江省金华市","浙江省台州市","中关村彩和坊路","中关村彩和坊路","庞嘉杰","男","2018-02-06"
"27337","詹如霜","于菖茂","1997-03-06","1980-11-24","良好","良好","2016-11-21","2016-11-21","浙江省舟山市","浙江省宁波市","凤凰街12号","凤凰街12号","于宗正","男","2017-07-14"
"28328","龙代云","傅安良","1992-05-02","1978-04-13","良好","良好","2015-12-14","2015-12-14","浙江省衢州市","浙江省温州市","水库路12号军都旅游度假村主楼","水库路12号军都旅游度假村主楼","傅颖浩","男","2016-08-30"
"28365","司青槐","花朴春","1994-07-23","1995-12-03","良好","良好","2014-05-09","2014-05-09","浙江省湖州市","浙江省嘉兴市","南三环西路16号凯德mall.大峡谷4层","南三环西路16号凯德mall.大峡谷4层","花锦程","男","2015-01-12"
"28486","叶寻雁","皮吉繇","1983-04-10","1998-03-20","良好","良好","2018-06-22","2018-06-22","浙江省金华市","浙江省台州市","丰科路与五圈路交叉口东南角丰台万达广场4层","丰科路与五圈路交叉口东南角丰台万达广场4层","皮冬铭","男","2019-04-16"
"28553","鲍雪柳","燕满楼","1996-03-15","1998-01-27","良好","良好","2015-11-11","2015-11-11","浙江省杭州市","浙江省绍兴市","北下关四道口路","北下关四道口路","燕彦泽","男","2016-08-03"
"28745","苏春竹","寿古焉","1998-07-24","1975-01-19","良好","良好","2016-01-22","2016-01-22","浙江省绍兴市","浙江省嘉兴市","北太平庄有研大厦东楼1楼","北太平庄有研大厦东楼1楼","寿荻竹","男","2016-10-05"
"29580","崔秋春","尤实勇","1994-04-30","1998-07-31","良好","良好","2015-05-15","2015-05-15","浙江省绍兴市","浙江省台州市","丰科路与五圈路交叉口东南角丰台万达广场4层","丰科路与五圈路交叉口东南角丰台万达广场4层","尤穆钦","男","2016-01-09"
"29978","乌半梦","韦睿范","1986-02-15","1997-04-10","良好","良好","2017-01-24","2017-01-24","浙江省台州市","浙江省绍兴市","新康东路与新康路交叉口东50米","新康东路与新康路交叉口东50米","韦宏林","男","2017-11-18"
"31644","仇傲芙","窦雨国","1990-10-08","1991-12-13","良好","良好","2017-08-04","2017-08-04","浙江省金华市","浙江省杭州市","政达路万达广场2层","政达路万达广场2层","窦嘉彦","男","2018-05-12"
"31756","鄂念露","尹路硕","1978-06-24","1989-04-13","良好","良好","2018-03-15","2018-03-15","浙江省嘉兴市","浙江省金华市","西直河王村路","西直河王村路","尹哲铭","男","2018-11-15"
"31896","晏紫山","强吉纲","1980-10-29","1977-04-01","良好","良好","2018-04-03","2018-04-03","浙江省绍兴市","浙江省台州市","潞苑南大街1093号","潞苑南大街1093号","强嘉彧","男","2018-11-27"
"32359","赖宛海","方杉荻","1987-06-30","1995-07-27","良好","良好","2016-11-22","2016-11-22","浙江省金华市","浙江省衢州市","东长安街","东长安街","方卓宇","男","2017-08-25"
"32495","商凡柔","厉睿利","1982-11-20","1996-02-21","良好","良好","2018-02-01","2018-02-01","浙江省湖州市","浙江省台州市","八达岭镇政府西200米商业街","八达岭镇政府西200米商业街","厉子淼","男","2018-09-28"
"32794","厍梦曼","陆芃华","1981-12-20","1994-05-11","良好","良好","2017-07-16","2017-07-16","浙江省金华市","浙江省宁波市","建国门外大街一号国贸二座一层","建国门外大街一号国贸二座一层","陆程皓","男","2018-04-03"
"32942","裘梦琪","赵范涛","1985-09-08","1978-08-23","良好","良好","2015-06-05","2015-06-05","浙江省宁波市","浙江省湖州市","宣海家园","宣海家园","赵润林","男","2016-03-15"
"33375","游之桃","谷律本","1989-06-05","1983-01-06","良好","良好","2017-07-11","2017-07-11","浙江省温州市","浙江省杭州市","复兴门南大街甲2号天银大厦A座1层","复兴门南大街甲2号天银大厦A座1层","谷锦荣","男","2018-04-21"
"33637","宫新柔","雷宏俊","1986-09-20","1974-12-14","良好","良好","2014-10-15","2014-10-15","浙江省衢州市","浙江省舟山市","金鱼胡同12号","金鱼胡同12号","雷玉轩","男","2015-06-05"
"34084","巫书雪","鲁芃芃","1980-01-21","1999-02-10","良好","良好","2015-11-09","2015-11-09","浙江省宁波市","浙江省金华市","蒲洼乡六合村3号红井路占富农家院","蒲洼乡六合村3号红井路占富农家院","鲁寅恪","男","2016-08-07"
"34818","尚夏菡","林秦风","1987-12-02","1992-10-30","良好","良好","2018-03-06","2018-03-06","浙江省温州市","浙江省嘉兴市","韩村河镇韩村河村农贸市场","韩村河镇韩村河村农贸市场","林国文","男","2018-11-22"
"34860","农南莲","刁匀和","1992-11-12","1983-09-26","良好","良好","2016-10-17","2016-10-17","浙江省杭州市","浙江省湖州市","南高路与小铺头前街交叉口东150米","南高路与小铺头前街交叉口东150米","刁家斌","男","2017-06-29"
"35218","勾冬儿","经宏磊","1991-12-05","1998-07-13","良好","良好","2017-11-23","2017-11-23","浙江省湖州市","浙江省绍兴市","月坛南街甲12号二楼","月坛南街甲12号二楼","经德楚","男","2018-07-22"
"35264","吉芷蕊","许宏凯","1995-05-22","1982-08-29","良好","良好","2017-02-07","2017-02-07","浙江省宁波市","浙江省台州市","将台路商业街1号楼","将台路商业街1号楼","许源洧","男","2017-11-10"
"35669","焦易烟","昌淳路","1978-04-10","1987-09-19","良好","良好","2014-04-21","2014-04-21","浙江省温州市","浙江省台州市","永泰庄北路18-2号","永泰庄北路18-2号","昌毅彬","男","2014-12-18"
"35914","匡书翠","郁苇江","1975-06-23","1997-05-19","良好","良好","2017-09-27","2017-09-27","浙江省台州市","浙江省杭州市","北京昌平西三旗旗胜家园25号楼","北京昌平西三旗旗胜家园25号楼","郁蔺河","男","2018-07-14"
"36744","贝谷雪","利秉东","1978-02-24","1992-03-25","良好","良好","2018-06-01","2018-06-01","浙江省台州市","浙江省舟山市","东二环东四十条桥向西100米路北","东二环东四十条桥向西100米路北","利明坤","男","2019-01-29"
"36831","童香巧","法寅啸","1982-05-04","1982-12-18","良好","良好","2016-10-24","2016-10-24","浙江省宁波市","浙江省舟山市","彰化路西口","彰化路西口","法卓琦","男","2017-06-20"
"38259","巩静曼","裴利文","1984-04-05","1989-07-17","良好","良好","2017-01-18","2017-01-18","浙江省湖州市","浙江省湖州市","鲁谷大街永乐小区36号","鲁谷大街永乐小区36号","裴家彬","男","2017-09-30"
"39136","韩千琴","祖蒲海","1988-07-20","1991-06-16","良好","良好","2017-09-01","2017-09-01","浙江省杭州市","浙江省台州市","永定路28号","永定路28号","祖炫传","男","2018-05-24"
"39322","盖新蕾","蓬翰藻","1981-10-05","1979-12-05","良好","良好","2018-05-30","2018-05-30","浙江省台州市","浙江省舟山市","六里桥北里甲5号","六里桥北里甲5号","蓬佳峰","男","2019-03-26"
"39565","虞夏槐","查敏秦","1998-02-06","1991-06-02","良好","良好","2016-06-07","2016-06-07","浙江省衢州市","浙江省宁波市","复兴路69号蓝色港湾购物中心6层","复兴路69号蓝色港湾购物中心6层","查祺铭","男","2017-02-04"
"39661","杜恨天","蔚楼之","1980-08-21","1991-12-27","良好","良好","2016-02-16","2016-02-16","浙江省杭州市","浙江省绍兴市","北苑路甲13号上品+5层","北苑路甲13号上品+5层","蔚梓轩","男","2016-11-19"
"40042","山绿真","王秦铮","1976-02-14","1978-04-26","良好","良好","2017-09-04","2017-09-04","浙江省绍兴市","浙江省嘉兴市","草厂六条","草厂六条","王璟良","男","2018-04-29"
"40390","向如萱","咎吕蒝","1976-06-13","1987-09-04","良好","良好","2017-08-02","2017-08-02","浙江省宁波市","浙江省杭州市","太玉园菜市场3C34","太玉园菜市场3C34","咎呈奇","男","2018-04-02"
"43833","羿沛珊","郑桧樾","1985-12-01","1985-02-23","良好","良好","2017-07-04","2017-07-04","浙江省嘉兴市","浙江省嘉兴市","南苑西路39号槐房万达广场四楼","南苑西路39号槐房万达广场四楼","郑龙玉","男","2018-03-27"
"43991","嵇幻珊","钦穆科","1996-01-17","1976-12-13","良好","良好","2018-04-24","2018-04-24","浙江省嘉兴市","浙江省衢州市","滨河路东坝350车站东侧200米","滨河路东坝350车站东侧200米","钦丞聪","男","2018-12-31"
"44565","甄沛菡","邹国良","1995-08-11","1988-11-29","良好","良好","2017-11-02","2017-11-02","浙江省舟山市","浙江省嘉兴市","高碑店惠河南街陶家湾北","高碑店惠河南街陶家湾北","邹本藤","男","2018-08-15"
"45793","米傲之","辛旭果","1991-11-15","1995-09-15","良好","良好","2016-11-14","2016-11-14","浙江省金华市","浙江省金华市","阜成门外大街26号","阜成门外大街26号","辛锦航","男","2017-08-23"
"45802","慎涵菡","骆家叡","1986-02-23","1997-03-23","良好","良好","2015-12-21","2015-12-21","浙江省舟山市","浙江省嘉兴市","北京科技大学东门科贸楼一层","北京科技大学东门科贸楼一层","骆柏茂","男","2016-08-09"
"46000","璩凡蕾","季礼骞","1995-04-27","1980-10-17","良好","良好","2015-08-27","2015-08-27","浙江省宁波市","浙江省嘉兴市","雕塑公园南街玉鲁商厦底商","雕塑公园南街玉鲁商厦底商","季鑫祺","男","2016-04-19"
"46313","魏含蕾","池中苇","1993-03-02","1998-04-08","良好","良好","2016-08-19","2016-08-19","浙江省宁波市","浙江省嘉兴市","荣京西街荣京道底商B1-107","荣京西街荣京道底商B1-107","池泰鸿","男","2017-05-21"
"48858","况元香","甘桧炎","1997-11-12","1995-07-17","良好","良好","2016-03-30","2016-03-30","浙江省杭州市","浙江省温州市","珠市口东大街157号院","珠市口东大街157号院","甘跃峰","男","2016-12-11"
"49766","蒋惜文","蒙季南","1996-08-02","1977-05-19","良好","良好","2017-07-27","2017-07-27","浙江省绍兴市","浙江省温州市","左家庄西街6号楼底商金手勺东北菜","左家庄西街6号楼底商金手勺东北菜","蒙灏铭","男","2018-04-03"
"50045","乜梦柏","松荣淳","1974-10-28","1998-06-16","良好","良好","2017-11-16","2017-11-16","浙江省舟山市","浙江省温州市","潮华路8号，李遂镇顺平南线骨伤科医院往东1000米路南","潮华路8号，李遂镇顺平南线骨伤科医院往东1000米路南","松明敬","男","2018-08-22"
"50428","陈念薇","卓岩松","1989-02-09","1991-12-19","良好","良好","2018-04-02","2018-04-02","浙江省杭州市","浙江省衢州市","城铁立水桥中东路400号院","城铁立水桥中东路400号院","卓荀航","男","2018-12-10"
"50552","阮宛儿","都荀况","1996-05-14","1995-03-28","良好","良好","2016-12-12","2016-12-12","浙江省宁波市","浙江省绍兴市","宏福大道55号","宏福大道55号","都祉鑫","男","2017-08-11"
"52753","邬醉易","茹季同","1990-10-30","1981-09-23","良好","良好","2017-06-16","2017-06-16","浙江省衢州市","浙江省台州市","广顺北大街33号凯德MALL3楼","广顺北大街33号凯德MALL3楼","茹敏晖","男","2018-04-03"
"53019","索听寒","姚家卫","1975-06-25","1986-07-26","良好","良好","2017-06-01","2017-06-01","浙江省绍兴市","浙江省湖州市","祁家豁子家乐福北50米","祁家豁子家乐福北50米","姚智瑜","男","2018-03-24"
"53996","牧乐萱","水桂松","1998-11-26","1994-05-14","良好","良好","2017-05-11","2017-05-11","浙江省衢州市","浙江省衢州市","慧忠北里105号热景美食汇","慧忠北里105号热景美食汇","水威源","男","2018-01-07"
"54157","佘凌萱","全化腾","1996-02-01","1992-10-24","良好","良好","2016-11-21","2016-11-21","浙江省杭州市","浙江省湖州市","云岗西王佐魏各庄路412号","云岗西王佐魏各庄路412号","全修远","男","2017-09-09"
"54282","袁幻柏","充松浩","1992-11-22","1981-07-04","良好","良好","2015-07-08","2015-07-08","浙江省绍兴市","浙江省温州市","北土城东路与惠新东街交叉口西南角","北土城东路与惠新东街交叉口西南角","充孟荀","男","2016-04-05"
"54728","金慕灵","姬秦宁","1982-12-02","1983-08-17","良好","良好","2016-05-25","2016-05-25","浙江省嘉兴市","浙江省台州市","知春路29号7-5","知春路29号7-5","姬芝瑞","男","2017-01-24"
"54993","明访卉","步利群","1988-06-19","1997-10-01","良好","良好","2017-04-14","2017-04-14","浙江省杭州市","浙江省衢州市","七圣中街12号院爱琴海购物中心4层","七圣中街12号院爱琴海购物中心4层","步文哲","男","2018-01-12"
"55139","陶海莲","宿荣学","1974-08-01","1987-07-08","良好","良好","2018-06-01","2018-06-01","浙江省舟山市","浙江省舟山市","三家店龙泉宾馆南侧100米","三家店龙泉宾馆南侧100米","宿俊德","男","2019-01-23"
"55496","禄翠萱","路柏谷","1997-04-22","1993-07-14","良好","良好","2016-01-20","2016-01-20","浙江省绍兴市","浙江省湖州市","广茂大街嘉欣公寓2号楼","广茂大街嘉欣公寓2号楼","路子博","男","2016-10-27"
"56107","能忆柳","计利鹏","1989-02-09","1991-08-28","良好","良好","2018-05-16","2018-05-16","浙江省嘉兴市","浙江省宁波市","北苑家园望春园9号楼107室","北苑家园望春园9号楼107室","计岸谷","男","2019-01-26"
"56660","福雅蕊","薄楼云","1980-01-22","1994-03-05","良好","良好","2017-09-15","2017-09-15","浙江省绍兴市","浙江省嘉兴市","广渠路66号院百环家园","广渠路66号院百环家园","薄予正","男","2018-06-21"
"56965","潘丹珍","通世根","1995-10-30","1983-09-10","良好","良好","2018-02-01","2018-02-01","浙江省嘉兴市","浙江省嘉兴市","金宝街88号金宝汇购物中心7层","金宝街88号金宝汇购物中心7层","通慕涵","男","2018-10-01"
"57587","谭谷丝","汤海彬","1996-07-03","1983-12-19","良好","良好","2014-05-30","2014-05-30","浙江省舟山市","浙江省绍兴市","八里庄北里","八里庄北里","汤健杰","男","2015-03-26"
"57701","应新波","周保鸿","1976-10-04","1990-09-05","良好","良好","2018-06-11","2018-06-11","浙江省嘉兴市","浙江省台州市","花园路街道花园东路2号","花园路街道花园东路2号","周昕然","男","2019-04-06"
"58034","郭从梦","相道樾","1994-04-16","1990-10-31","良好","良好","2016-04-13","2016-04-13","浙江省湖州市","浙江省舟山市","南小市口街16号","南小市口街16号","相江熙","男","2017-01-02"
"58244","空代荷","靳翰林","1996-12-08","1997-02-09","良好","良好","2015-08-07","2015-08-07","浙江省杭州市","浙江省绍兴市","朝阳门外大街吉祥里205号","朝阳门外大街吉祥里205号","靳腾辉","男","2016-03-24"
"58431","奚幼翠","扈秉绶","1988-07-29","1995-05-19","良好","良好","2016-10-25","2016-10-25","浙江省杭州市","浙江省宁波市","新华西街58号万达广场4层","新华西街58号万达广场4层","扈裕添","男","2017-08-21"
"58843","籍念芹","倪韦林","1980-01-17","1998-11-22","良好","良好","2014-07-10","2014-07-10","浙江省嘉兴市","浙江省绍兴市","复兴路69号蓝色港湾购物中心6层","复兴路69号蓝色港湾购物中心6层","倪皓淇","男","2015-04-01"
"58922","卫若南","屠学稼","1986-06-19","1998-09-07","良好","良好","2018-06-21","2018-06-21","浙江省台州市","浙江省宁波市","北京奥林匹克公园凯迪克格兰云天大酒店","北京奥林匹克公园凯迪克格兰云天大酒店","屠广跃","男","2019-02-27"
"58981","满从南","贲稼祥","1988-03-20","1974-12-22","良好","良好","2015-11-25","2015-11-25","浙江省杭州市","浙江省衢州市","十里河横街子天富丽宫底商","十里河横街子天富丽宫底商","贲腾跃","男","2016-08-31"
"59180","项寻真","关保暨","1988-02-07","1985-11-29","良好","良好","2018-01-31","2018-01-31","浙江省台州市","浙江省宁波市","外环西路7号","外环西路7号","关祺韬","男","2018-10-11"
"59504","毛若烟","融吉林","1975-04-24","1992-06-17","良好","良好","2017-11-21","2017-11-21","浙江省嘉兴市","浙江省绍兴市","西关大街万达金街A区1-128号","西关大街万达金街A区1-128号","融攀秦","男","2018-07-24"
"59993","曾晓巧","汲秉蘅","1983-12-07","1976-11-23","良好","良好","2014-09-04","2014-09-04","浙江省台州市","浙江省嘉兴市","左家庄15号院2号楼星河楼宾馆院内","左家庄15号院2号楼星河楼宾馆院内","汲寅俊","男","2015-05-12"
"60107","葛凡旋","边彬彬","1993-05-22","1991-11-20","良好","良好","2017-04-20","2017-04-20","浙江省湖州市","浙江省杭州市","玉渊潭南路","玉渊潭南路","边腾飞","男","2018-01-26"
"60703","龚访旋","吴诚朴","1983-05-23","1995-06-08","良好","良好","2016-05-03","2016-05-03","浙江省嘉兴市","浙江省舟山市","万丰路68号银座商城4楼","万丰路68号银座商城4楼","吴溢昕","男","2017-01-08"
"61619","弓灵薇","苗渭河","1998-05-31","1996-01-11","良好","良好","2015-07-27","2015-07-27","浙江省嘉兴市","浙江省宁波市","顺义华联地下一层姑姑宴隔壁","顺义华联地下一层姑姑宴隔壁","苗屹城","男","2016-04-24"
"62588","鞠怀萍","包吉森","1995-11-17","1976-05-30","良好","良好","2018-06-26","2018-06-26","浙江省衢州市","浙江省温州市","和平里东街南口13号","和平里东街南口13号","包屹锋","男","2019-03-29"
"62670","晁初丹","洪国俊","1991-02-14","1992-01-11","良好","良好","2018-05-22","2018-05-22","浙江省绍兴市","浙江省舟山市","东大街与丰管路丁字路口东北角二楼","东大街与丰管路丁字路口东北角二楼","洪威泽","男","2019-02-13"
"62878","郝谷山","居林樾","1990-09-25","1988-01-14","良好","良好","2014-05-23","2014-05-23","浙江省宁波市","浙江省衢州市","十三陵镇涧头村","十三陵镇涧头村","居昱灿","男","2015-02-13"
