"41","王士栋烈士纪念地","370105","监区巡视员","程元维","11年","2008/9/12","劳务用工","男","320814197005099227","15001197817","江苏省常州市东直门内大街5号楼（6）"
"42","龙兴寺丈九佛","370112","监区巡视员","纪星","15年","2009/2/16","劳动用工","男","151504198111096318","13207111877","内蒙古市百子湾路29号"
"43","危山汉墓","370113","考古挖掘工","丁永","6年","2014/9/9","劳动用工","女","510723199606086837","13302106102","四川省自贡市健安东路安贞西里二区3号楼"
"44","经一路津浦铁路公司旧址","370103","监区巡视员","裴树","8年","2013/3/25","劳务用工","女","610201199604187945","13608672012","陕西省咸阳市砖厂南里33号楼3层"
"45","法海寺","370214","考古挖掘工","盛成弘","15年","2010/10/9","劳务用工","男","341717197906092737","13001141171","安徽省淮南市亮甲店桥头亮甲店路美怡汽车服务有限公司亮甲店分公司隔壁"
"46","王统照墓","370105","文物修复工","时静","12年","2012/3/10","劳务用工","女","500607198405299955","13407204727","重庆市古城小街8号"
"47","经三路日本总领事馆旧址","370104","文物修复工","裴菲荷","6年","2013/10/8","劳动用工","女","351521197803101117","15204588265","福建省漳州市南环路53号悦荟万科广场B1"
"48","孟庄汉墓群","370124","文物修复工","娄裕辉","12年","2013/7/16","劳动用工","女","450817198110142168","13001987533","广西市万寿路君安写字楼"
"49","经二路阜成信东记","370104","文物修复工","韦娥瑶","7年","2015/5/18","劳动用工","男","710712197804234486","13107831415","台湾市机场生活区西平街一号"
"50","大明湖","370102","考古挖掘工","赵希桂","13年","2006/11/20","劳务用工","女","320901198501209488","13005664672","江苏省南京市窦店镇瓦窑头夹克的虾房山店"
"51","经四路英美烟草公司旧址","370103","考古挖掘工","段榕","6年","2014/8/23","劳务用工","男","641227199610176064","13800243365","宁夏市北京朝阳区光华路soho219"
"52","龙洞.东佛峪摩崖石刻造像","370102","监区巡视员","喻芝","11年","2008/12/7","劳务用工","女","430917199401216450","15901729006","湖南省永州市百子湾桥西一百米路北"
"53","经四路基督教堂","370104","监区巡视员","贺兴峰","12年","2008/3/8","劳务用工","男","140510198510091877","15603659004","山西省忻州市立汤路与立军路交汇处西南角"
"54","趵突泉泉群及园林建筑","370102","考古挖掘工","谈晶琦","12年","2013/3/24","劳动用工","女","110917199702177396","15305127014","北京市回龙观新龙城北街北区15号龙虾33私房菜"
"55","长清县学文庙大成殿","370112","考古挖掘工","卜广豪","10年","2014/6/8","劳动用工","男","810115197009139127","13402925353","香港市东直门内大街10号楼-3号"
"56","大珠山遗址","370211","监区巡视员","孔信","6年","2015/10/9","劳务用工","男","370124199807047642","15108858932","山东省济宁市回龙观西大街9号 东亚上北 北侧底商16-10"
"57","经四路基督教堂","370104","监区巡视员","余翠欢","14年","2011/10/28","劳动用工","男","650426198704213732","15304165899","新疆市双榆树北里榆苑公寓"
"58","栈桥及回澜阁","370202","监区巡视员","毛达","12年","2009/6/24","劳务用工","女","431020197407219031","13305731212","湖南省长沙市建国路93号万达广场16号楼103室"
"59","万德西南遗址","370112","监区巡视员","乔锦露","9年","2015/1/5","劳动用工","男","520709197209148050","15103134585","贵州省贵阳市欣宁街15号荟聚购物中心2楼"
"60","孟庄汉墓群","370124","监区巡视员","乔峰","10年","2013/6/26","劳动用工","女","360811198203014332","13803704020","江西省上饶市朝阳北路青年汇104号楼底商102"
"61","城子遗址","370214","文物修复工","任进海","12年","2010/4/4","劳动用工","男","510215198804178957","13805177253","四川省成都市文慧园西路内100米"
"62","湛山炮台旧址","370202","文物修复工","梁柔琬","13年","2006/11/8","劳动用工","男","441106197407268770","13808793686","广东省佛山市华远好天地商业中心37号楼3层301室"
"63","济南府学文庙","370102","文物修复工","郝颖贞","13年","2008/10/19","劳动用工","男","131214197001094696","15805290922","河北省邯郸市马连洼北路15号"
"64","水族馆","370202","监区巡视员","喻朗翔","9年","2013/4/25","劳务用工","女","451602199604032878","13308776207","广西市百子湾路16号"
"65","东峪南崖建筑群","370124","监区巡视员","李言","15年","2008/2/9","劳务用工","女","540621198905107995","13805074642","西藏市北青云路青云小区对面"
"66","东皂户遗址","370211","监区巡视员","万琳","11年","2010/12/27","劳动用工","男","611523197606047529","15307084248","陕西省宝鸡市砖厂南里33号楼3层"
"67","小屯遗址","370112","考古挖掘工","谭艺","6年","2016/3/23","劳务用工","男","361503198311151410","13804114688","江西省吉安市北京朝阳区光华路soho219"
"68","天后宫","370202","考古挖掘工","曹轮","15年","2011/2/3","劳动用工","女","340219199802283951","13901611421","安徽省阜阳市十八里店周庄嘉园C区4号院西门北200米"
"69","河头遗址","370211","文物修复工","梁安良","12年","2010/10/3","劳动用工","女","530821197207181457","13102521542","云南省昆明市魏公村路近北京理工大学中央民族大学国家图书馆"
"70","太甲山摩崖造像","370106","监区巡视员","毛梅","8年","2011/12/31","劳动用工","男","420103199003286144","15504688364","湖北省襄樊市北京丰台区临泓路1号"
"71","贤子峪建筑群","370124","监区巡视员","郭珠秀","6年","2013/8/26","劳动用工","女","710125197012194493","15305476194","台湾市北京丰台区临泓路1号"
"72","浮山驿遗址","370303","监区巡视员","屈刚","15年","2010/8/28","劳务用工","男","421124197112153456","13508855852","湖北省武汉市马连洼北路15号"
"73","毛主席视察省农科院纪念地","370106","监区巡视员","阮绍雄","6年","2016/7/5","劳动用工","女","311315198003025430","15506196310","上海市盘营沟路首城国际22号楼"
"74","黑铁山起义指挥部旧址","370303","监区巡视员","钟顺","8年","2012/9/20","劳务用工","男","210817197909282487","13500176241","辽宁省锦州市成寿寺路136号中海城7号楼101-7室"
"75","奎虚书藏","370102","文物修复工","诸宜姣","9年","2013/10/29","劳务用工","男","211825197605243445","13305697475","辽宁省丹东市窦店镇瓦窑头夹克的虾房山店"
"76","董家城子遗址","370106","考古挖掘工","侯昭琳","8年","2011/10/26","劳动用工","女","631126198704242114","15708647209","青海市陆港城商业步行街内104-105号"
"77","淄博市展览馆旧址","370303","考古挖掘工","陆乐坚","7年","2016/3/3","劳务用工","女","521014197702027337","15705884438","贵州省六盘水市双花园南里三区23号楼103室"
"78","解家遗址","370303","文物修复工","梁勇","7年","2015/3/23","劳务用工","女","541813197311183388","13707698040","西藏市朝阳公园路好运街B12商铺"
"79","老舍旧居","370102","考古挖掘工","葛岚晓","11年","2013/8/21","劳务用工","女","500901198704102202","15105423512","重庆市国贸附近"
"80","奎虚书藏","370102","文物修复工","马辰绍","11年","2008/8/18","劳务用工","女","611707198311076438","15601962732","陕西省咸阳市万寿路君安写字楼"
"81","长清县学文庙大成殿","370112","文物修复工","龚薇","11年","2013/7/8","劳务用工","男","141112198212263786","13004074948","山西省长治市王府井大街277号平房30,31,32栋"
"82","五峰山洞真观","370112","监区巡视员","程舒荷","13年","2007/9/12","劳务用工","男","410505198902143927","15105020494","河南省三门峡市北京朝阳区光华路soho219"
"83","经三路日本总领事馆旧址","370104","文物修复工","戴仁振","7年","2013/7/2","劳务用工","男","631622199510202277","15906707145","青海市立汤路186号龙德广场5层"
"84","常道观","370113","考古挖掘工","秦凝艺","15年","2005/3/9","劳动用工","女","341405198506219438","15903054005","安徽省合肥市朝阳公园路好运街B12商铺"
"85","三德范玄帝阁.禹王庙","370113","监区巡视员","傅馨怡","10年","2012/7/15","劳务用工","女","520923199202295519","13707283884","贵州省遵义市北洼西里48号宝联体育公园院内手抓龙虾"
"86","宁海恭和王墓","370106","考古挖掘工","诸心","15年","2009/12/3","劳动用工","女","220619198004206389","13508027674","吉林省长春市亮甲店桥头亮甲店路美怡汽车服务有限公司亮甲店分公司隔壁"
"87","东峪南崖建筑群","370124","考古挖掘工","丁茜惠","13年","2008/6/4","劳动用工","女","150124199205045279","13303608723","内蒙古市马连洼北路15号"
"88","青岛馆陶路近代建筑群","370203","文物修复工","姚光清","6年","2015/2/20","劳动用工","男","610105199905134807","15206953125","陕西省咸阳市望京商业中心中庭广场F座109"
"89","毛主席视察省农科院纪念地","370106","监区巡视员","郑发盛","8年","2014/4/28","劳动用工","男","621118198109257543","15608071925","甘肃省兰州市陈家林2号盈实大厦向西150米"
"90","中共青岛地方支部旧址","370203","考古挖掘工","石健","11年","2013/6/5","劳动用工","女","460711198206052973","15006555865","海南省海口市百子湾路易构空间对面"
"91","王官遗址","370113","文物修复工","郭露","12年","2013/2/2","劳务用工","女","230717197905041124","13408564636","黑龙江省鹤岗市望京小街望京商业中心F座"
"92","昌国遗址","370303","监区巡视员","杨馥琴","6年","2014/11/10","劳务用工","女","131123197111132288","15207146497","河北省石家庄市长辛店东三坡三里58号"
"93","水族馆","370202","监区巡视员","方刚","14年","2009/3/15","劳动用工","男","650123199112118516","15706371065","新疆市春泽路与临泓路交叉口南行80米路西"
"94","宁海恭和王墓","370106","监区巡视员","童君琬","12年","2008/1/17","劳务用工","男","221104199005229710","13006703326","吉林省松原市运河西大街葛布店北里141号果园环岛东侧200米"
"95","毛主席作夏季形势报告纪念地","370202","监区巡视员","凌浩彪","13年","2008/10/12","劳务用工","女","461417198201018537","13008073880","海南省三亚市双榆树北里榆苑公寓"
"96","小寨清真寺","370105","监区巡视员","姚军亨","6年","2014/10/31","劳动用工","男","521620198512223671","13707704582","贵州省安顺市万寿路君安写字楼"
"97","扁鹊墓","370105","文物修复工","郭瑗娜","12年","2009/8/25","劳务用工","男","610417197211309044","15901593173","陕西省咸阳市大屯北路金泉美食宫一层大屯里312-8"
"98","老舍旧居","370102","监区巡视员","孟明榕","13年","2013/3/3","劳务用工","男","331511199503179275","15900946161","浙江省杭州市运河西大街葛布店北里141号果园环岛东侧200米"
"99","海云庵","370203","监区巡视员","彭影","6年","2014/8/10","劳务用工","女","320410198503289837","13301706850","江苏省连云港市前孙公园胡同11号"
"100","万竹园","370103","考古挖掘工","甄建风","11年","2011/9/5","劳动用工","女","331425197105054118","13703046635","浙江省绍兴市七星东街七星园11号"
"101","海云庵","370203","监区巡视员","谈娅苑","11年","2012/5/6","劳动用工","男","311505199606117528","15102037109","上海市魏公村路近北京理工大学中央民族大学国家图书馆"
"102","大河南汉墓","370303","文物修复工","魏榕","14年","2010/8/7","劳动用工","女","430307197410158937","13401009072","湖南省株洲市黄寺大街佰隆大厦4层"
"103","津浦铁路济南机器厂旧址","370104","文物修复工","严军鹏","12年","2013/5/8","劳务用工","男","311524197105118850","15000698519","上海市望京小街望京商业中心F座"
"104","杏园德式建筑","370303","文物修复工","谈厚","6年","2016/4/23","劳务用工","男","121004197008129853","15500666819","天津市来广营乡红军营村53号"
"105","财贝沟墓群","370214","文物修复工","皮纯君","7年","2012/8/31","劳动用工","女","510513197204142364","15702135605","四川省攀枝花市东北旺苗圃厂部一区平房23号"
"106","王士栋烈士纪念地","370105","考古挖掘工","柳爽宜","6年","2014/2/19","劳动用工","男","510803198203059638","15003652193","四川省广元市陈家林2号盈实大厦向西150米"
"107","大佛寺石刻造像","370106","文物修复工","苗胜","11年","2009/7/4","劳务用工","女","310303199110155587","15906878972","上海市百子湾后现代城门口环岛北50米"
"108","月庄遗址","370112","监区巡视员","尹乐振","6年","2014/9/27","劳动用工","男","520625199812076393","15303543066","贵州省六盘水市马连洼北路15号"
"109","熊善隆烈士墓","370124","文物修复工","闵弘","7年","2014/3/19","劳务用工","女","351718198501094235","15208396953","福建省泉州市复兴路五棵松乐视体育生态中心内华熙live097商铺"
"110","殷士儋墓","370103","文物修复工","水燕","14年","2005/9/16","劳务用工","女","421827197501218744","15707621292","湖北省襄樊市农业大学西校区"
"111","纬六路原山东丰大银行","370104","文物修复工","金瑶勤","14年","2008/7/27","劳务用工","女","440308198103254727","15801086135","广东省广州市开放路113号南四层609室"
"112","河头遗址","370211","监区巡视员","贺广","12年","2009/7/21","劳动用工","男","711412197302278216","13006253487","台湾市马连洼北路15号"
"113","张舜臣碑楼","370113","文物修复工","童雅","13年","2009/2/20","劳务用工","男","431314197908056332","15801414764","湖南省湘潭市陆港城商业步行街内104-105号"
"114","殷士儋墓","370103","文物修复工","胡广健","8年","2015/7/11","劳动用工","男","451105199510282923","13306625892","广西市东三环富力广场北天之骄子1-2-1002"
"115","老舍旧居","370102","监区巡视员","苏河","15年","2010/11/6","劳动用工","男","350225199403011509","15703516129","福建省泉州市广顺北大街六佰本商业街"
"116","平阴四山摩崖石刻","370124","考古挖掘工","盛莲","8年","2012/11/11","劳动用工","男","211215197708083530","15305253545","辽宁省阜新市四季青阜石路西山国际城甲69号11号楼107"
"117","毛主席视察北园公社纪念地","370105","监区巡视员","闵庆","6年","2013/11/11","劳务用工","女","611203199802113751","13606593048","陕西省渭南市二拨子工业园区中路102号"
"118","熊善隆烈士墓","370124","监区巡视员","夏咏","8年","2011/11/18","劳动用工","男","330910197308244436","13404884169","浙江省绍兴市国贸附近"
"119","毛主席视察省农科院纪念地","370106","文物修复工","柳婉","9年","2013/8/4","劳动用工","女","220824199404057679","15107410743","吉林省通化市吕家营餐饮街30号"
"120","东峪南崖建筑群","370124","监区巡视员","甘宏","6年","2014/4/30","劳动用工","男","641002198105168061","15702803903","宁夏市黄寺大街佰隆大厦4层"
"121","大柳行遗址","370112","监区巡视员","毕旭清","8年","2012/9/28","劳动用工","女","631223198103104739","15908160060","青海市吕家营餐饮街30号"
"122","中共青岛地方支部旧址","370203","监区巡视员","盛怡珠","6年","2014/3/23","劳动用工","男","611805198810198258","13702158645","陕西省铜川市回龙观镇北清路1号院8号楼底商"
"123","杏园德式建筑","370303","文物修复工","胡娣","10年","2011/1/19","劳动用工","男","631305198204248373","13705211712","青海市望京商业中心中庭广场F座109"
"124","青岛馆陶路近代建筑群","370203","文物修复工","成春悦","10年","2011/7/29","劳务用工","男","141014197502248539","13004801047","山西省太原市北七家镇燕城苑南区"
"125","经四路基督教堂","370104","监区巡视员","万春瑾","9年","2012/8/23","劳动用工","女","711526197506072698","13103778948","台湾市礼贤街西口往东100米路北"
"126","同仁会济南医院旧址","370104","考古挖掘工","许瑞","6年","2013/11/12","劳动用工","女","140910199710236712","15003621145","山西省晋城市悦邻生活服务广场幸福超市一层底商"
"127","康有为故居（胶澳总督府馆官邸旧址）","370202","文物修复工","包士彪","11年","2010/10/20","劳动用工","女","311507197101233267","13300803659","上海市东直门内大街10号楼-3号"
"128","张店侵华日军战俘集中营旧址","370303","考古挖掘工","蓝飞","10年","2010/1/20","劳务用工","女","340616197109141907","13700012790","安徽省合肥市黄寺大街佰隆大厦4层"
"129","梭庄古建筑群","370113","考古挖掘工","狄轮","11年","2014/2/11","劳动用工","男","350918197004128051","13705047109","福建省厦门市北洼西里48号宝联体育公园院内手抓龙虾"
"130","海云庵","370203","考古挖掘工","孔希","14年","2008/6/24","劳务用工","男","610707199008312833","15601735616","陕西省咸阳市河荫中路3号"
"131","毛主席视察北园公社纪念地","370105","考古挖掘工","狄坚发","9年","2013/7/13","劳动用工","女","451815197010121197","13300453793","广西市魏公村路近北京理工大学中央民族大学国家图书馆"
"132","解家遗址","370303","文物修复工","邬晨有","12年","2008/5/8","劳务用工","男","371305198008222579","15603016803","山东省济宁市盘营沟路首城国际22号楼"
"133","龙兴寺丈九佛","370112","文物修复工","樊嘉爱","6年","2016/5/20","劳动用工","男","421213197505299704","13001826613","湖北省武汉市丽园路彩虹新城小区北门东侧"
"134","隆祥布店西记","370103","监区巡视员","阮元林","9年","2011/12/29","劳务用工","男","440908198407031493","13708371227","广东省汕头市石景山路2号北京台湾街C01区3号楼首层"
"135","月庄遗址","370112","考古挖掘工","谭顺","14年","2006/8/16","劳动用工","女","111002197105277936","15001798401","北京市永旺国际商城"
"136","昌国遗址","370303","考古挖掘工","廉兴","11年","2013/12/7","劳动用工","女","140714197712147548","13902678276","山西省晋城市广安门外车站西街一号院底商"
"137","向阳遗址","370211","考古挖掘工","杜涛松","7年","2014/8/29","劳务用工","女","351124199603212527","15202686085","福建省漳州市砖厂南里33号楼3层"
"138","浮山驿遗址","370303","文物修复工","程福健","6年","2014/1/13","劳动用工","女","461626197912129882","13400961754","海南省三亚市大屯北路金泉美食宫一层大屯里312-8"
"139","方峪建筑群","370112","监区巡视员","章瑗","11年","2009/10/1","劳动用工","女","370916197503246811","15505904446","山东省威海市花园路8号"
"140","青岛馆陶路近代建筑群","370203","文物修复工","卞芬淑","12年","2008/4/18","劳务用工","女","220802199203236009","15604296062","吉林省四平市二拨子工业园区中路102号"
"141","中山路近代建筑","370202","监区巡视员","洪友俊","14年","2006/7/28","劳动用工","女","500716198601246490","15704157129","重庆市建国路京通大厦附近"
"142","浮山驿遗址","370303","考古挖掘工","童丽露","7年","2015/3/1","劳动用工","女","610727197301111424","15101665596","陕西省渭南市昌崔路北邵洼地铁"
"143","长清县学文庙大成殿","370112","考古挖掘工","段才盛","10年","2011/10/15","劳动用工","女","120528199410094002","15602568690","天津市东三环富力广场北天之骄子1-2-1002"
"144","洛庄汉墓","370113","文物修复工","韦瑾纨","9年","2013/11/12","劳动用工","女","640116197602226224","15208243395","宁夏市望京商业中心中庭广场F座109"
"145","隆祥布店西记","370103","文物修复工","白瑾惠","12年","2010/10/16","劳务用工","男","440915199201273360","13303752579","广东省广州市长辛店东三坡三里58号"
"146","危山汉墓","370113","考古挖掘工","马蓓","15年","2007/7/12","劳动用工","男","611814198709183372","13908535874","陕西省铜川市望京商业中心中庭广场F座109"
"147","王统照墓","370105","监区巡视员","邵育霞","9年","2013/3/2","劳务用工","女","541815197501113745","15302728649","西藏市毛纺西小区旁"
"148","大河南汉墓","370303","文物修复工","邓瑶","8年","2015/5/19","劳务用工","男","520326198212052593","15107527453","贵州省安顺市青年路27号院华纺新天地底商3-3"
"149","高戈庄遗址","370211","文物修复工","席怡茗","10年","2013/5/9","劳务用工","女","810606198109092225","15605406256","香港市陆港城商业步行街内104-105号"
"150","大柳行遗址","370112","监区巡视员","傅贵朋","14年","2007/5/15","劳动用工","男","460921198312051574","15208111950","海南省三亚市朝阳北路青年汇104号楼底商102"
"151","高戈庄遗址","370211","监区巡视员","甘娟","14年","2007/3/26","劳动用工","女","340109198812247137","13607025398","安徽省芜湖市垂杨柳中街6号楼西侧平房"
"152","李开先墓","370113","监区巡视员","黄致","7年","2015/1/8","劳动用工","男","151304199009234055","15600846828","内蒙古市百子湾路16号"
"153","贤子峪建筑群","370124","监区巡视员","毛伦朗","11年","2012/2/11","劳务用工","女","411108199804215039","15803225795","河南省漯河市南环路53号悦荟万科广场B1"
"154","毛主席视察北园公社纪念地","370105","文物修复工","宁环","12年","2008/9/13","劳务用工","女","501118198110042801","15908475561","重庆市大栅栏西街88号"
"155","毛主席视察北园公社纪念地","370105","文物修复工","卓广宁","15年","2006/10/18","劳务用工","男","540225197911206789","13506440669","西藏市吕家营餐饮街30号"
"156","解家遗址","370303","文物修复工","任希茗","14年","2006/5/12","劳务用工","女","501214199712056172","13003634759","重庆市垂杨柳中街6号楼西侧平房"
"157","毛主席视察省农科院纪念地","370106","文物修复工","皮兴辉","13年","2013/2/3","劳务用工","女","340405199403069535","13400196419","安徽省淮南市亮甲店桥头亮甲店路美怡汽车服务有限公司亮甲店分公司隔壁"
"158","闵子骞墓","370106","文物修复工","柏珊琳","7年","2013/6/20","劳务用工","女","110724198202053973","15903415805","北京市健安东路安贞西里二区3号楼"
"159","房彦谦墓","370106","文物修复工","萧裕","7年","2015/4/3","劳务用工","男","311718198303119701","13000113508","上海市悦邻生活服务广场幸福超市一层底商"
"160","东皂户遗址","370211","考古挖掘工","皮琳枝","14年","2011/7/6","劳动用工","女","441609197306257711","15805246396","广东省广州市十八里店周庄嘉园C区4号院西门北200米"
"161","宁海恭和王墓","370106","考古挖掘工","庞启梁","10年","2009/8/6","劳务用工","女","120921198205192372","15107866606","天津市春泽路与临泓路交叉口南行80米路西"
"162","经四路英美烟草公司旧址","370103","文物修复工","卢磊信","11年","2013/1/10","劳动用工","男","360310198906288129","13705706313","江西省南昌市大栅栏西街88号"
"163","新屯汉墓群","370124","文物修复工","宁海","13年","2010/5/18","劳务用工","女","620504197608028418","13707785292","甘肃省天水市昌崔路北邵洼地铁"
"164","青岛馆陶路近代建筑群","370203","监区巡视员","俞卿瑗","7年","2013/5/21","劳动用工","女","530503198610171952","13501752207","云南省昭通市望京商业中心中庭广场F座109"
"165","青岛馆陶路近代建筑群","370203","监区巡视员","苏天军","7年","2015/7/20","劳动用工","男","540913198402191992","15208454568","西藏市来广营乡红军营村53号"
"166","湛山炮台旧址","370202","考古挖掘工","祁育","15年","2010/2/1","劳动用工","男","640424199709193561","15908448985","宁夏市百子湾路16号"
"167","经二路阜成信东记","370104","文物修复工","祝彪","12年","2012/1/12","劳务用工","女","540623197006223050","15006042672","西藏市国贸附近"
"168","梭庄古建筑群","370113","考古挖掘工","李辰风","10年","2012/2/12","劳务用工","女","410514199103216854","15100466127","河南省焦作市王府井大街277号平房30,31,32栋"
"169","浮山驿遗址","370303","监区巡视员","钟 兰","15年","2011/4/7","劳动用工","男","520707197705112333","13308338583","贵州省安顺市双榆树北里榆苑公寓"
"170","经三路日本总领事馆旧址","370104","文物修复工","柯冠谦","13年","2013/1/15","劳务用工","男","530623198811204154","13503928062","云南省曲靖市朝阳路八里庄东里1号莱锦a区3号楼03a"
"171","东皂户遗址","370211","文物修复工","吉凤澜","7年","2012/8/21","劳务用工","女","130401197011253272","13905160565","河北省秦皇岛市青年路27号院华纺新天地底商3-3"
