"杭州金匀盛科技有限公司","国有企业","杭州萧山临江工业园区经四路3668号","杭州金匀盛科技有限公司","陈凤英","15847905122","1235","992","53","0"
"金昊建设有限公司","合资企业","浙江省德清县武康镇曲园路38号","金昊建设有限公司","甘瑞","18704839750","1149","787","133","1"
"江山康宝行汽车有限公司","国有企业","江山市双塔街道塔东村百廿秤自然村113号","江山康宝行汽车有限公司","王洁","18271166397","514","485","93","0"
"杭州萧山三利纺织有限公司","国有控股企业","萧山区临浦镇上戴村","杭州萧山三利纺织有限公司","罗丹","14737204940","1049","933","339","0"
"浙江华越律师事务所","私营企业","胜利西路660号","浙江华越律师事务所","敖勇","18997833293","1505","1200","203","0"
"杭州桑叶纺织有限公司","国有控股企业","杭州余杭区运河街道宏达路28号","杭州桑叶纺织有限公司","沈建华","15373935179","962","952","16","0"
"金华市东润工具有限公司","国有控股企业","金华市金东综合开发园","金华市东润工具有限公司","孙秀兰","13387623161","1929","1743","775","1"
"台州宏达轻纺有限公司","国有企业","台州市椒江经济开发区枫南东路","台州宏达轻纺有限公司","路秀英","18589852552","1933","1448","697","0"
"嘉兴市今顶电器科技有限公司","国有企业","嘉兴市秀洲区王店镇小家电工业园区友谊路南侧","嘉兴市今顶电器科技有限公司","鲍霞","13700937103","784","402","240","1"
"德清县白兔节能材料有限公司","外资企业","德清县钟管镇干山西潘湾69号","德清县白兔节能材料有限公司","何秀英","14760074729","1462","1403","564","0"
"杭州多瑙河置业有限公司","国有企业","萧山区宁围街道市心北路857号109-1室","杭州多瑙河置业有限公司","金兵","15940814018","1499","791","475","0"
"诸暨八达旺庄置业有限公司","私营企业","诸暨市暨阳街道友谊路138号","诸暨八达旺庄置业有限公司","梁桂芳","18950593551","1528","1204","749","1"
"浙江绍兴昕欣纺织有限公司","合资企业","绍兴市柯桥区安昌镇大和村","浙江绍兴昕欣纺织有限公司","刘凯","15136008551","1164","1134","298","1"
"嘉兴市江南名庄餐饮有限公司","合资企业","嘉兴市老鱼行街秀城桥-秀州桥沿河段","嘉兴市江南名庄餐饮有限公司","刘桂兰","15175046923","1200","661","429","0"
"江浦不锈钢制造有限公司","国有企业","嘉兴市港区外环西路458号","江浦不锈钢制造有限公司","刘桂英","13971044656","636","447","76","1"
"温州万洋中强开发有限公司","外资企业","温州经济技术开发区滨海园区明珠路管委会办公楼5108室","温州万洋中强开发有限公司","葛丽华","15380483472","1897","1552","643","0"
"浙江伊思佳体育旅行装备有限公司","外资企业","平湖经济开发区兴工路2558号","浙江伊思佳体育旅行装备有限公司","丁欢","13436009527","563","535","106","0"
"金华市江晨房地产有限公司","合资企业","金华市金东区多湖街道东湄工业园","金华市江晨房地产有限公司","王建平","15853802245","1116","623","45","0"
"永嘉县地方建筑工程有限公司","私营企业","永嘉县上塘镇永兴路建设大厦","永嘉县地方建筑工程有限公司","张龙","18977029489","1289","937","439","1"
"浙江景加源机械有限公司","国有企业","新昌县澄潭镇工业区","浙江景加源机械有限公司","田兵","15590911317","1527","825","756","0"
"浙江华夏置业有限公司","国有控股企业","绍兴市陶堰镇工业园区","浙江华夏置业有限公司","吕小红","15274763071","634","454","165","1"
"杭州肯德基有限公司长兴分店","外资企业","长兴县雉城街道金陵中路268号","杭州肯德基有限公司长兴分店","程静","18999011301","1839","1381","188","0"
"诸暨市新城金鹰房地产开发有限公司","合资企业","诸暨市陶朱街道望云西路68号精英名城B区2幢","诸暨市新城金鹰房地产开发有限公司","李利","13592768792","1415","1265","342","1"
"温州市正发食品有限公司","国有控股企业","温州市鹿城区藤桥镇潮济村","温州市正发食品有限公司","秦志强","14548116498","1021","689","407","1"
"浙江红五环掘进机械股份有限公司","外资企业","衢州市经济开发区白沙工业园区D－30－2号","浙江红五环掘进机械股份有限公司","杨浩","15279383240","929","673","459","1"
"永嘉保罗袋鼠鞋业有限公司","国有控股企业","永嘉县江北街道塘头工业区","永嘉保罗袋鼠鞋业有限公司","黄宇","15208856775","957","569","386","0"
"青田县总工会","国有控股企业","青田县鹤城镇临江东路46号","青田县总工会","杜丹丹","14750474332","1530","771","131","0"
"杭州富阳金源置业有限公司","外资企业","杭州富阳区富春街道桂花路40号4楼","杭州富阳金源置业有限公司","刘瑞","18804920939","1293","978","585","1"
"杭州阿拉丁信息科技股份有限公司","国有企业","浙江省杭州市滨江区西兴街道江陵路2028号星耀城1幢2305室","杭州阿拉丁信息科技股份有限公司","杨秀英","15830300258","1955","1329","114","0"
"诸暨市光耀弹簧有限公司","国有企业","诸暨市陶朱街道陶朱村","诸暨市光耀弹簧有限公司","陈帅","15626556204","1584","1029","513","1"
"杭州西环建设工程有限公司","国有控股企业","西湖区留下镇留下街128号","杭州西环建设工程有限公司","张金凤","15376481530","1966","1586","762","1"
"绍兴万盛精密机械有限公司","国有控股企业","绍兴市柯桥区柯桥经济开发区柯北大道961号","绍兴万盛精密机械有限公司","赵凤兰","13311611529","1009","952","53","0"
"浙江兴信非融资性担保有限公司","国有企业","温州市黎明西路温州国际贸易中心大楼1202室","浙江兴信非融资性担保有限公司","廖军","13703898679","1340","991","142","1"
"长兴绿宇房地产开发有限公司","外资企业","长兴县雉城镇长海路333号1101-03号","长兴绿宇房地产开发有限公司","戴瑞","13622529775","1866","1577","80","1"
"浙江通达服饰有限公司","国有控股企业","浙江省瑞安市莘塍工业园区C-14段","浙江通达服饰有限公司","李强","13185115522","1942","1084","45","0"
"开化森禾园林绿化工程有限公司","国有控股企业","开化县华埠镇解放路96号","开化森禾园林绿化工程有限公司","赵琴","15323283347","1820","1014","797","1"
"乐清市良烨建设有限公司","私营企业","乐清市城东街道双雁路508号（乐清市东方园林市政建设有限公司内）","乐清市良烨建设有限公司","王建华","18162279653","666","665","94","1"
"温州金榜建筑安装工程有限公司","国有控股企业","温州经济技术开发区滨海园区香樟路11号望海公寓22幢203室","温州金榜建筑安装工程有限公司","程辉","18590914155","665","379","124","1"
"浙江申佰利袜业有限公司","外资企业","诸暨市大唐镇工业园区","浙江申佰利袜业有限公司","张桂珍","18983798218","1740","1403","555","1"
"绍兴市金丰印染有限公司","合资企业","绍兴市孙端镇许家桥村","绍兴市金丰印染有限公司","孙娜","15610363545","698","401","320","0"
"诸暨市光裕竹业有限公司","国有企业","诸暨市璜山镇齐村","诸暨市光裕竹业有限公司","朱超","13354082758","1926","1846","930","0"
"绍兴柯桥和兴印染有限公司","私营企业","绍兴市柯桥区滨海工业区北七路","绍兴柯桥和兴印染有限公司","申雷","18529077787","1283","1152","546","0"
"浙江华夏置业有限公司","外资企业","绍兴市陶堰镇工业园区","浙江华夏置业有限公司","李飞","15737758384","1181","1059","101","1"
"杭州白鹭房地产开发有限公司","国有控股企业","浙江省杭州市萧山区钱江农场鸿达路71号101室","杭州白鹭房地产开发有限公司","王波","15813184382","1049","724","417","1"
"安吉腾飞电子有限公司","国有控股企业","安吉县阳光工业园区二区","安吉腾飞电子有限公司","杨秀云","14583834475","1343","911","425","1"
"浙江友强实业有限公司","合资企业","浙江省磐安新城区塘坞工业区金仙路58号","浙江友强实业有限公司","胡晨","18557881870","688","473","48","0"
"浙江世绅皮业有限公司","合资企业","海宁经济开发区双联路西侧","浙江世绅皮业有限公司","郭超","18622577594","779","731","190","0"
"浙江维力塑胶有限公司","私营企业","浙江省金华市婺城区工贸区八号地块","浙江维力塑胶有限公司","颜健","13517227092","1420","1218","378","1"
"浙江荣亿精密机械股份有限公司","国有控股企业","海盐县元通街道元通工业园区","浙江荣亿精密机械股份有限公司","曹建国","15543418818","1734","934","759","1"
"浙江艺能传媒股份有限公司","国有控股企业","杭州市西湖区文三西路428号518室","浙江艺能传媒股份有限公司","卢博","13630055824","857","608","278","0"
"浙商金汇信托股份有限公司","合资企业","杭州市庆春路199号6-8楼","浙商金汇信托股份有限公司","胡萍","13950213929","1800","1076","339","0"
"中聚（杭州）新能源科技有限公司","私营企业","杭州市余杭区余杭经济技术开发区昌达路108号1号厂房1-3层","中聚（杭州）新能源科技有限公司","冯芳","15325799079","800","635","233","0"
"回音必集团浙江亚东制药有限公司","私营企业","浙江省","回音必集团浙江亚东制药有限公司","杨东","13859328894","1324","993","592","0"
"新昌县维雅达轴承有限公司","合资企业","新昌县羽林街道新昌大道东路568号2幢","新昌县维雅达轴承有限公司","彭涛","15389513866","994","871","356","1"
"仙居县中天橡塑有限公司","私营企业","仙居县安洲街道工艺品城工艺一路","仙居县中天橡塑有限公司","叶利","13147576653","864","811","65","1"
"嵊州市秋益电器有限公司","国有企业","嵊州市三界镇工业园区","嵊州市秋益电器有限公司","张桂英","18584805569","686","510","177","0"
"嘉视年华影视制作有限公司","私营企业","杭州市江干区富春路188号市民中心F座26层","嘉视年华影视制作有限公司","李芳","18008860321","1253","683","607","0"
"浙江九天科技有限公司","国有控股企业","衢州经济开发区江湾路10号","浙江九天科技有限公司","包秀芳","14598404946","840","609","273","1"
"绍兴柯桥彩虹印花有限公司","外资企业","浙江省绍兴市柯桥区柯岩街道梅墅村1幢","绍兴柯桥彩虹印花有限公司","杨阳","15625848940","870","582","413","1"
"杭州汽轮动力科技有限公司","国有控股企业","杭州市下城区环城北路141号西楼2101室","杭州汽轮动力科技有限公司","吴畅","13536184509","745","731","215","0"
"舟山远诚置业有限公司","外资企业","舟山市普陀区朱家尖街道凤凰城4幢105室","舟山远诚置业有限公司","李彬","13128456431","1089","580","27","1"
"浙江建豪机车有限公司","国有控股企业","台州经济开发区滨海工业区块F区块","浙江建豪机车有限公司","彭淑珍","15819189577","1048","985","39","0"
"浙江万向精工有限公司","合资企业","杭州萧山区经济技术开发区","浙江万向精工有限公司","任静","13864303256","1439","1256","494","1"
"浙江华联制药机械股份有限公司","国有企业","经济开发区南拓展区","浙江华联制药机械股份有限公司","赵俊","15193299517","581","490","30","0"
"玉环亚兴水暖器材有限公司","外资企业","玉环市龙溪镇马头山村","玉环亚兴水暖器材有限公司","武桂英","18525561417","1996","1863","62","0"
"玉环县康明眼镜实业有限公司","外资企业","玉环市城关镇桃花岭村","玉环县康明眼镜实业有限公司","王玉珍","18546845587","1600","1521","517","1"
"温岭市星朝置业有限公司","外资企业","温岭市新河镇市民大道89号","温岭市星朝置业有限公司","李晶","15523660224","672","471","207","0"
"杭州天送物流有限公司","私营企业","浙江省杭州市江干区沁园雅舍生活馆1001室","杭州天送物流有限公司","熊林","13111922759","1222","875","146","0"
"金华豪庭家具有限公司","国有控股企业","浙江省金华市婺城区临江工业区马徐路288号","金华豪庭家具有限公司","张桂荣","13529750154","1087","972","44","1"
"绍兴市文化旅游集团有限公司","国有企业","绍兴市鲁迅中路348号1-3号楼","绍兴市文化旅游集团有限公司","彭东","18548649323","864","704","367","1"
"浙江中泰景观工程有限公司","合资企业","诸暨市陶朱街道祥云路6号华阳大厦001706号","浙江中泰景观工程有限公司","王秀荣","18693378946","1134","767","12","0"
"浙江逸龙文化创意发展有限公司","私营企业","建德市洋溪街道朝阳路239号","浙江逸龙文化创意发展有限公司","傅帅","15911671396","1522","1490","670","1"
"浙江安华消防安全工程有限公司杭州余杭分公司","国有控股企业","杭州市余杭区南苑街道九悦印象公寓4幢1302室-2","浙江安华消防安全工程有限公司杭州余杭分公司","姜坤","14771361516","1456","782","577","1"
"浙江金美太电器有限公司","国有控股企业","嵊州市经济开发区（浦口）浦南大道389号","浙江金美太电器有限公司","陈丽娟","13588358505","1039","998","372","0"
"舟山市迪翔建设有限公司","外资企业","浙江省舟山市定海区双桥街道浬溪社区畈潮村146号","舟山市迪翔建设有限公司","朱建平","13244992814","1361","1339","489","0"
"杭州创举建设有限公司","外资企业","萧山区楼塔镇管村村","杭州创举建设有限公司","梁博","18694758093","1063","599","397","0"
"浙江新大众房地产开发有限公司","外资企业","台州市椒江区江滨西路江南绿洲2号楼四层","浙江新大众房地产开发有限公司","周红霞","13810702877","1135","612","179","0"
"温州市博商机电设备有限公司","国有企业","温州经济技术开发区滨海五道696号第18幢103、601室","温州市博商机电设备有限公司","聂霞","15142002408","1367","1309","586","0"
"浙江克罗托纺织有限公司","国有控股企业","浙江省兰溪市诸葛镇长乐村","浙江克罗托纺织有限公司","沈莉","13639172848","1648","1331","68","1"
"诸暨振凯纺织有限公司","国有控股企业","诸暨市应店街镇应镇南路79号","诸暨振凯纺织有限公司","刘璐","14541330031","998","758","80","1"
"新昌县昆城置业有限公司","合资企业","浙江省新昌县七星街道南岩路428号（尚品国际花园1幢）","新昌县昆城置业有限公司","于燕","13922160050","506","461","116","1"
"温州建设集团有限公司","外资企业","温州市飞霞南路918弄3号","温州建设集团有限公司","韩艳","15976464166","1172","821","413","0"
"沃尔玛华东百货有限公司杭州东新分店","合资企业","杭州市下城区香积寺东路58号","沃尔玛华东百货有限公司杭州东新分店","和秀云","13387523672","1675","1250","273","0"
"浙江广亿置业有限公司","国有企业","绍兴经济开发区浦江路2号四楼","浙江广亿置业有限公司","单佳","15195030678","909","909","334","0"
"浙江省三门新城投资开发有限公司","国有企业","三门县海润街道滨海新城泰和路8-26号","浙江省三门新城投资开发有限公司","刘晶","18079631875","1626","1311","484","1"
"浙江亿丰置业有限公司","国有企业","杭州余杭区良渚街道勾庄路218号","浙江亿丰置业有限公司","王敏","18057186970","1866","1792","87","0"
"广大建设集团有限公司","合资企业","浙江省诸暨市王家井镇市南路148-1号","广大建设集团有限公司","顾淑英","18716882770","1758","1417","506","1"
"杭州伟东实业有限公司","国有企业","杭州市江干区九堡镇九和路8号3幢","杭州伟东实业有限公司","张洋","14551407058","796","605","296","1"
"杭州汇维仕永盛化纤有限公司","国有企业","萧山区靖江街道义南村","杭州汇维仕永盛化纤有限公司","蒙红霞","13867186898","1173","855","122","1"
"台州锦江商业发展有限公司","外资企业","台州市椒江区解放南路251－253号","台州锦江商业发展有限公司","赵桂珍","13769183895","752","667","138","1"
"浙江侨福置业有限公司","合资企业","浙江省海宁市农发区聆涛路188号","浙江侨福置业有限公司","吴俊","18159637155","947","693","47","1"
"杭州恒达环保实业有限公司","私营企业","萧山区新街街道三号桥南(同兴村)","杭州恒达环保实业有限公司","崔晨","18583555074","1546","1438","22","1"
"六石建设集团有限公司","合资企业","浙江省东阳市六石街道中学路8号","六石建设集团有限公司","黄玉华","18160401147","1005","994","383","0"
"杭州东箭建筑劳务有限公司","国有企业","浙江省杭州市余杭区南苑街道新城路46号","杭州东箭建筑劳务有限公司","潘桂芳","15647485114","1151","810","307","1"
"东阳市鸿盛针织厂","私营企业","浙江省东阳市江北街道北鹿西街209号","东阳市鸿盛针织厂","罗亮","15531250062","1316","852","374","1"
"杭州富阳江南国际商城有限公司","国有企业","浙江省杭州市富阳区春江街道大桥南路288号","杭州富阳江南国际商城有限公司","张秀荣","13936284277","1325","727","51","1"
"永康市物华回收有限公司","私营企业","浙江省永康市芝英镇（永康市废旧金属材料市场内）","永康市物华回收有限公司","雷兰英","15728838919","1467","814","470","0"
"浙江恒稳工贸有限公司","合资企业","浙江省永康市经济开发区金山东路26号","浙江恒稳工贸有限公司","粟凤兰","18783236643","1810","1568","397","1"
"杭州贵和汽车销售服务有限公司","私营企业","杭州余杭区星桥街道枉山村","杭州贵和汽车销售服务有限公司","许雪梅","18207030595","1960","1515","75","1"
"浙江华重担保有限公司","私营企业","杭州市拱墅区上塘路908号111-112室","浙江华重担保有限公司","夏倩","14780072291","1254","1173","291","1"
"台州建筑安装工程公司","外资企业","临海市古城街道文庆街16号","台州建筑安装工程公司","李帆","15283270111","1022","578","37","0"
"浙江龙港坚果炒货食品城开发有限公司","外资企业","临安市龙岗镇兴龙村","浙江龙港坚果炒货食品城开发有限公司","孙凯","15067759052","1188","738","307","1"
"绍兴富得利橡木生活贸易有限公司","国有控股企业","绍兴袍江启圣路以北4幢5楼","绍兴富得利橡木生活贸易有限公司","王瑜","14559660802","1842","1191","143","0"
"浙江华庆元生物科技有限公司","外资企业","浙江省嘉兴市平湖市经济开发区新群路1918号第一号楼","浙江华庆元生物科技有限公司","李婷婷","14564264558","1656","1341","405","1"
"浙江华狮箱包有限公司","外资企业","瑞安市仙降街道埭头村","浙江华狮箱包有限公司","李娟","13592826500","1919","1266","104","1"
"海盐港龙紧固件五金城投资有限公司","合资企业","海盐县武原镇盐北路333号","海盐港龙紧固件五金城投资有限公司","张瑞","13187441732","615","564","81","1"
"绍兴茂盛化纤纺织印染有限公司","国有控股企业","浙江省绍兴市柯桥区马鞍镇环山西路","绍兴茂盛化纤纺织印染有限公司","曹海燕","13667601472","876","759","175","0"
"杭州中科赛思伺服电机有限公司","国有控股企业","桐庐县桐庐经济开发区滩头路73号","杭州中科赛思伺服电机有限公司","陈云","18685317262","1665","1498","90","1"
"湖州港口船业有限公司","国有控股企业","浙江省长兴县和平镇和平大桥北侧","湖州港口船业有限公司","詹瑞","18807946480","1008","560","50","1"
"绍兴红都房地产开发有限公司","私营企业","绍兴市越城区金时代广场102室","绍兴红都房地产开发有限公司","王晨","15013993475","1101","969","344","0"
