"凌兆新村第十三居委会","彭思","公民身份证","151628199712201702","外交部南街8号京华豪园1楼","13407295304","家庭作坊","招商银行","6895543563163147836","半年"
"浦东新区洋泾街道永安居委会","蓝翰","公民身份证","210405199503165393","圆明园东门","15604315044","自由职业","中国农业发展银行","6502563563163149250","五年"
"周浦镇幸福居民委员会","谢韵融","公民身份证","210601199411034607","地安门西大街49号","13503278169","歌手","中国民生银行","6965585563163148487","五个月"
"金樟居民委员会","雷学祥","公民身份证","210605199503272255","月坛西街甲2号","13908844302","街头小贩","中国工商银行","6672579563163148503","五年"
"曹路镇佳伟景苑居委会","施蓓","公民身份证","211313199708201560","渤海镇苇店村","15807375202","自由职业","招商银行","6174302563163145526","一年"
"鹏欣居委会","项维启","公民身份证","221626199805151075","农光里36楼南侧劲松农光里农贸市场一层3034","13501951024","家庭小时工","中国建设银行","6929448563163145361","三年"
"泉东第2居民委员会","花进","公民身份证","221828199511223086","复兴门外大街15号长安商场5层","13601944178","小型企业","中国人民银行","6836384563163152741","五个月"
"办公室敬老居委会","喻乐","公民身份证","230510199806297828","西山美庐","13104390786","家庭小时工","交通银行","6556049563163147692","半年"
"明月居委会","鲁钧冠","公民身份证","231809199512184821","东四五条139号","15901931684","律师","中信银行","6474147563163149539","四年"
"曹路镇佳伟景苑居委会","魏江超","公民身份证","310402199501058754","三丰北里2号悠唐购物中心5楼","15508861789","律师","中国光大银行","6731294563163145374","四年"
"浦东区张家浜居民委员会","伍发","公民身份证","310605199608114237","白家庄东里甲4号","13402712681","模特","中信银行","6493622563163146521","半年"
"凌兆第10居民委员会","潘祥","公民身份证","310810199704148258","体育馆路1号幸福大街南口天坛饭店一层","15701974747","微型企业","中国邮政储蓄银行","6806122563163149135","五年"
"金杨新村街道东方知音居民委员会","罗斌","公民身份证","311115199611164992","湖景东路新奥购物中心东A口","15702082643","家庭小时工","中国农业银行","6123991563163148861","一年"
"浦东新区高东镇高东新村第二居民委员会","陈学祥","公民身份证","311201199601229223","月坛西街1号","15002093842","小型企业","中国光大银行","6839083563163153416","三年"
"上海市浦东新区沪东新村街道办事处沪新居民委员会","孙瑗琰","公民身份证","311604199505304004","王府井大街138号北京apm5层","15904175655","律师","中国建设银行","6375860563163147677","五年"
"上海市浦东新区沪东新村街道办事处沪新居民委员会","贝行时","公民身份证","320209199710234688","康健胡同2号","13705234326","小型企业","中国建设银行","6559925563163149261","五个月"
"花木镇培花新村第八居民委员会","宋融","公民身份证","320312199710154546","纪家庙路与丰台东路交叉口","13002147574","家庭作坊","中国工商银行","6926274563163147164","三个月"
"长德居民委员会","闵婉娴","公民身份证","320627199710278185","太仆寺街48号","13408657558","家庭小时工","华夏银行","6433429563163148999","四年"
"凌兆第13居民委员会","葛琦","公民身份证","320807199803099812","石门村东路12号","13101086822","律师","中国邮政储蓄银行","6772681563163152243","半年"
"上海市浦东新区沪东新村街道办事处璞爱居民委员会","贺顺","公民身份证","321327199607221329","安德路甲10号","15805531711","家庭小时工","华夏银行","6808592563163146765","一年"
"济中居民委员会","卞茜秋","公民身份证","330314199509061120","康庄镇一街晨光南街2巷5号","15108345272","歌手","交通银行","6489294563163152086","两年"
"长德居民委员会","薛广志","公民身份证","331310199408217124","地坛医院南门对面","13107566573","自雇型就业","中信银行","6869545563163145965","四个月"
"金桥镇张桥居民委员会","孙文","公民身份证","331604199608278133","长兴路12号中体奥园一区","13303032801","街头小贩","华夏银行","6252306563163153389","三个月"
"潍坊新村街道朱家滩居民委员会","孟达安","公民身份证","340323199410287370","鲁谷路台湾街2号","15103481583","家庭作坊","中国人民银行","6356194563163149274","两年"
"乳山四村居民委员会","苗钧冠","公民身份证","340607199612313214","王四营桥南西门面20号","13408026328","家庭作坊","中国民生银行","6935258563163151605","五个月"
"桃林第1居民委员会","孙鹏泽","公民身份证","340704199706231170","人大西门小南庄","15801547221","其他类型的打零工者","中国邮政储蓄银行","6905517563163152637","四个月"
"上海市浦东新区科普居委三林镇杨南居民委员会","朱江超","公民身份证","340724199412233680","宣武门西大街甲87号","13903822407","中介服务","交通银行","6624317563163146364","两年"
"塘桥街道南泉路居民委员会","屈亨奇","公民身份证","341305199506181580","晓月中路晓月苑一里宛平办事处一层","13608197053","自由职业","中国银行","6577175563163150201","两年"
"岭南花苑居民委员会","明冠","公民身份证","350724199609287027","北三环中路36号,双福家园边(金凤呈祥)","13800797464","家庭作坊","中国人民银行","6387962563163148115","一年"
"潍坊五村居民委员会","唐楠榕","公民身份证","351322199512208688","前进花园石门苑甲13号国泰宏城购物广场4楼","13301195403","街头小贩","交通银行","6811709563163148070","四年"
"御庭居委会","祁雄琛","公民身份证","351408199801303038","左家庄东街静安里45号底商","15708507825","自雇型就业","中国农业发展银行","6852252563163150337","三个月"
"上海市浦东新区上钢新村街道德州四村居民委员会","何发","公民身份证","351412199411123639","龙兴南二路5号院1号楼201室","15803070092","自雇型就业","中信银行","6502290563163152627","一年"
"花木街道联洋第四居委会","杜娟","公民身份证","351414199609177668","四支路与马驹桥中学路交叉口南150米","15308173966","自由职业","中国建设银行","6156339563163150173","三年"
"岭南花苑居民委员会","安静淑","公民身份证","351703199503086129","金台里甲15号万惠商场3楼","15306692676","街头小贩","中国民生银行","6516542563163152359","四年"
"潍坊五村居民委员会","邵爽","公民身份证","351812199512212053","霍营洋辣椒羊蝎子火锅对面","13406553345","自由职业","中国民生银行","6314352563163146632","四个月"
"周浦镇沣溪居民委员会","方羽希","公民身份证","360127199804309966","百子湾西里403号楼负一层","15901035324","中介服务","中国人民银行","6548181563163152093","五个月"
"川沙新镇北市居民委员会","章国胜","公民身份证","360128199503123638","双清路85号","15100681254","家庭小时工","中信银行","6276879563163150738","半年"
"沙新镇园西居民委员会","费毓","公民身份证","360128199510135430","西六环出口","15007492944","家庭小时工","中国建设银行","6704239563163146922","四年"
"上海市浦东新区科普居委三林镇杨南居民委员会","彭固之","公民身份证","360503199607217618","清河营东路2号院2号楼乐想汇","13805405709","微型企业","中国建设银行","6583086563163149407","半年"
"济中居民委员会","戚才发","公民身份证","360514199708263356","恒惠路建外SOHO西区11号楼1109室","13104666156","歌手","中国邮政储蓄银行","6603380563163145487","三年"
"潼港六村居民委员会","鲍河哲","公民身份证","360727199409173768","恒惠路建外SOHO西区11号楼1109室","15800386138","小型企业","中国人民银行","6187116563163147272","半年"
"乳山四村居民委员会","康青倩","公民身份证","360919199409077002","团河路盛家华苑3号楼3层","15507047215","其他类型的打零工者","中国建设银行","6963365563163151235","半年"
"北蔡绿川第二居委会","屈芝玉","公民身份证","360927199801013355","小黄庄北街环贸新生活斜对面","13902273191","自雇型就业","中国邮政储蓄银行","6239795563163150562","两年"
"桃林第1居民委员会","酆欣","公民身份证","361512199708241365","西什库大街31-42号","13408523892","家庭作坊","中国银行","6478958563163146492","五个月"
"高桥镇街西居民委员会","施霭","公民身份证","361611199708222611","温都水城商业街北京银行对面与食聚进地下一层煮公面圣","13603708198","小型企业","国家开发银行","6201810563163145977","三年"
"(环林西路)盛源居民委员会","阮蕊薇","公民身份证","361806199705126497","恒富中街1号院恒富花园小区2号楼","13204666401","歌手","中国农业发展银行","6279362563163147963","五个月"
"浦东新区东明路街道安居苑第一居民委员会","陶平保","公民身份证","361809199801195315","刘林池北京世博贸易有限公司","13901196326","律师","中国农业发展银行","6298664563163148743","五年"
"合庆镇合庆居民委员会","尤茜秋","公民身份证","361811199711013401","大角生活广场《瑞成广场》南门一层","13305027743","自由撰稿人","中国民生银行","6354160563163146481","四个月"
"凌兆第五居民委员会","喻兰凤","公民身份证","370223199608054099","花园路甲2号院4号楼","15307258053","自由撰稿人","中国人民银行","6133010563163147281","半年"
"连城居委会","梁思","公民身份证","370501199806233116","良乡长虹东路大学城购物中心3层","13304136789","街头小贩","中国银行","6813023563163148877","五年"
"上海市浦东新区大团镇东大居委社区居民委员会","顾有","公民身份证","371108199608106042","左家庄静安里45号康菲特酒店1楼","15704331905","自由职业","中国农业银行","6873110563163150574","五个月"
"潼港四村居民委员会","尹宏言","公民身份证","371318199711295933","复兴路69号五棵松华熙LIVE商区东区B1层","13301808944","家庭作坊","中国银行","6553367563163148758","四个月"
"沪东新村街道办事处博兴路第三居委会","彭鹏泽","公民身份证","371319199504035621","丰科路与五圈路交叉口丰台万达广场5FA-B","13703401692","律师","中国民生银行","6868068563163147705","两年"
"明月居委会","窦泰盛","公民身份证","410212199709307252","和敬路4号院20-5","15507073319","中介服务","中国农业发展银行","6712788563163145401","四个月"
"陈家宅居民委员会","熊仁","公民身份证","410602199607042861","永外路果园8号合生广场4层","13605828142","中介服务","中国银行","6757389563163151720","四年"
"由由八村居委会","施力","公民身份证","410724199601317229","中关村大街15-3号","13807421395","歌手","中国建设银行","6285085563163145010","五个月"
"连城居委会","黄宁","公民身份证","410820199712272174","平房乡黄渠村甲106号","13703511719","街头小贩","中国民生银行","6536856563163147449","三个月"
"浦兴路第2居民委员会","计惠珠","公民身份证","411003199607259371","富力又一城黄厂南里3号院8号楼1至2层08室","15106880789","中介服务","交通银行","6402742563163147681","三年"
"桃林第2居民委员会","魏信子","公民身份证","411107199410185571","宋庄镇小堡村北街18号","13803573607","模特","中国农业发展银行","6726864563163150580","两年"
"凌兆第五居民委员会","计海","公民身份证","411421199603087629","李桥镇右堤路明利平价超市对面","15005851320","微型企业","中国邮政储蓄银行","6293363563163151833","三个月"
"潍坊十村二居民委员会","成朗伯","公民身份证","411613199605249302","呼家楼街道金汇路世界城","15703214978","律师","中国建设银行","6803325563163150721","两年"
"残疾人协会","祝淑","公民身份证","411627199411013766","新桥南大街49号","13705157203","其他类型的打零工者","中国工商银行","6795695563163149145","三个月"
"永泰路第三居委会","常彬","公民身份证","420206199704109620","冯村华润置地puls365二楼207室","15600528152","微型企业","中国人民银行","6848103563163151847","三个月"
"乳山四村居民委员会","梁宏言","公民身份证","420823199512023078","太阳宫中路12号凯德MALL4层","13402920635","模特","中国民生银行","6255382563163150609","半年"
"明月居委会","彭庆","公民身份证","421126199703244495","太师屯镇光明村一号","13005565603","家庭作坊","中国工商银行","6740127563163147556","五年"
"塘桥街道南泉路居民委员会","齐爽","公民身份证","421618199502208065","东四十条王家园胡同西口","15904462551","其他类型的打零工者","招商银行","6500478563163146759","一年"
"浦东新区耀华居民委员会","湛彩","公民身份证","421811199502175584","惠新西街4号","13608173595","中介服务","中国人民银行","6859658563163148229","五年"
"济中居民委员会","茅伦","公民身份证","430620199610208081","管庄路京客隆北200米红路灯西40米","13700028882","中介服务","中国银行","6618319563163147156","四年"
"三航居民委员会","魏荔","公民身份证","430816199803025214","大望路东郎创意产业园","13608297615","街头小贩","国家开发银行","6944763563163145631","半年"
"连城居委会","周诚先","公民身份证","431415199702043755","南新园16楼","15705988943","自由撰稿人","中国工商银行","6567842563163151096","一年"
"浦东新区花木街道东城第一居民委员会","雷榕","公民身份证","431501199711084835","芳草地西街11号小白楼","15508176566","自由撰稿人","中国民生银行","6934167563163153794","半年"
"凌兆新村第三居委会","朱钧冠","公民身份证","431624199502269574","中绦胡同甲2号","15800891905","小型企业","华夏银行","6687361563163145251","五年"
"高桥镇上炼新村第二居民委员会","汪浩亮","公民身份证","431824199608151228","青塔小区秀园2号楼","13102720727","家庭小时工","中国农业发展银行","6803827563163151458","五个月"
"花木街道联洋第四居委会","余会思","公民身份证","431827199707149511","劲松八区805号","15703205197","自由撰稿人","中国光大银行","6508582563163145856","四个月"
"三林镇北街居民委员会","任莲","公民身份证","440120199712052894","三丰北里2号悠唐购物中心5楼","15008418707","自由撰稿人","招商银行","6316455563163146252","一年"
"长德居民委员会","毕盛","公民身份证","440223199603034904","紫金庄园9号楼一层","13504868191","家庭作坊","中国民生银行","6777515563163149661","四个月"
"浦东新区花木街道培花新村第四居民委员会","滕伦","公民身份证","440513199609012803","甜水园北里1号楼东半侧的西侧一层","13606846649","自由职业","中信银行","6740797563163148363","半年"
"周浦镇幸福居民委员会","毕康星","公民身份证","440519199710138199","怀北镇椴树岭村黄土梁10号云蒙山附近","15006118261","其他类型的打零工者","中国邮政储蓄银行","6566211563163149780","半年"
"沔北居委明德居民委员会","金霞香","公民身份证","440616199703048702","马池口亭子庄村亭百路北口","13603456448","自由撰稿人","交通银行","6244989563163151343","三年"
"浦东新区东明路街道安居苑第一居民委员会","纪琼勤","公民身份证","440706199805029001","酒仙桥北路2号","13307544962","歌手","中国民生银行","6497687563163153140","五年"
"花木镇培花新村第八居民委员会","鲍世","公民身份证","440827199605133062","清河营东路2号院2号楼乐想汇","15107800562","街头小贩","中国邮政储蓄银行","6148797563163146918","四个月"
"长德居民委员会","柳菁梦","公民身份证","450317199806263774","幸福大街57号","13401162002","歌手","中国银行","6374667563163148103","五年"
"浦东新区花木街道东城第一居民委员会","元泽","公民身份证","450420199503107386","王府井大街255号北京市百货大楼6楼","15304611654","其他类型的打零工者","中国银行","6175461563163149936","五年"
"北蔡绿川第二居委会","姜琛","公民身份证","450711199712178175","东亿国际传媒产业园8号西区演播大厅A座二楼","13002122318","自雇型就业","中国工商银行","6172676563163153803","四个月"
"金鹏居委金口路第二居民委员会","廉翰","公民身份证","451021199503192287","月坛北街和三里河东路路口西北角","13707227886","歌手","华夏银行","6620717563163150972","两年"
"海尚东苑居民委员会","范林有","公民身份证","451305199505294264","山湖路青龙湖公园","13600926828","街头小贩","华夏银行","6442440563163152112","半年"
"杨思镇新华居民委员会","鲍秋","公民身份证","451515199511243487","慈云寺住邦2000二号楼湘彤美食城","15304884105","其他类型的打零工者","中国光大银行","6143825563163149810","一年"
"长德居民委员会","费辰","公民身份证","451524199612293996","双兴东区甲一号","13000804495","律师","中国光大银行","6597510563163151573","三个月"
"金杨新村街道金口路第一居民委员会","戚春菊","公民身份证","451703199412162814","日坛路日坛公园北门内北天门东侧","13607858996","歌手","国家开发银行","6694653563163149025","五个月"
"张江镇江益居民委员会","于东文","公民身份证","451720199505259380","建外街道SOHO现代城A座1楼","15808077382","律师","中国人民银行","6758407563163147302","五个月"
"明月居委会","臧福","公民身份证","451803199610149720","十八里店南桥全聚德向西200米","13801654779","律师","交通银行","6893432563163149393","两年"
"	北蔡镇龙港居民委员会","黄健世","公民身份证","460112199610117705","阜石路当代商城北侧停车场104号","15100133315","自由职业","交通银行","6193142563163150850","五年"
"高桥镇街西居民委员会","席志","公民身份证","460311199803178271","望京旺角购物广场负一层","13107957587","自由职业","交通银行","6700180563163148982","三年"
"上海市浦东新区祝桥镇邓镇第二居委会","殷策腾","公民身份证","460527199701271639","回龙观新龙城公交站旁","15907926056","中介服务","中国银行","6355709563163148359","四年"
"浦东新区浦兴路街道凌河路第一居民委员会","成育","公民身份证","460716199606196992","七圣中街12号院爱琴海购物中心五层","15702123365","其他类型的打零工者","中国农业银行","6869993563163149386","一年"
"三林镇久丰村居民委员会","席伟刚","公民身份证","461211199511124706","望京街道广顺北大街望京西园4区熊家城烤肉旁边","13205028031","家庭小时工","中国银行","6698156563163150182","四个月"
"上海市浦东新区敬老居委会","穆璐","公民身份证","461506199702284232","玉渊潭南路专家公寓院","13501591935","小型企业","中国人民银行","6528188563163146090","三年"
"上海市浦东新区祝桥镇邓镇第二居委会","奚峰","公民身份证","461528199603159159","西泗上村口徽派古建","15900558698","家庭小时工","中国农业发展银行","6974406563163148346","五个月"
"合庆镇合庆居民委员会","傅龙","公民身份证","500128199507235935","十八里店老君堂老君堂中街甲5号","13305207881","歌手","中国农业银行","6313080563163145239","四年"
"上海市浦东新区上钢新村街道德州四村居民委员会","卞彬","公民身份证","500405199801291568","大栅栏商业街32号","13808883762","家庭小时工","中国农业银行","6949884563163148471","两年"
"滩坊街道滩坊六","赵庆","公民身份证","500410199609101379","金台里甲15号万惠商场3楼","15202040338","家庭作坊","中信银行","6646436563163149805","两年"
"上海市浦东新区祝桥镇邓镇第二居委会","方菁梦","公民身份证","501307199707308660","月坛南街30号万方西单商场3楼","15804788413","自由撰稿人","中国农业银行","6234040563163152489","三个月"
"上海市浦东新区沪东新村街道办事处沪新居民委员会","齐凡","公民身份证","511107199710063364","北海公园北门内九龙壁前","13005930057","律师","中国工商银行","6403151563163149416","两年"
"周浦镇沣溪居民委员会","任娥玲","公民身份证","511202199502223414","七圣中街12号院爱琴海购物中心五层","15207927265","其他类型的打零工者","中国民生银行","6794016563163146237","半年"
"济中居民委员会","舒勤","公民身份证","511322199805029649","怡馨家园南门5号楼底商","15605863156","微型企业","华夏银行","6885772563163148613","一年"
"济中居民委员会","朱若鸣","公民身份证","511714199603169250","西四环北路117号","15106044649","其他类型的打零工者","中国民生银行","6124831563163145125","一年"
"桃林第1居民委员会","鲍心邦","公民身份证","520209199703245732","平房乡黄渠村甲106号","15701760601","模特","华夏银行","6110984563163152364","半年"
"金桥新城居民委员会","孙栋","公民身份证","520305199712016946","东直门内大街144号","13605785965","自由职业","中国邮政储蓄银行","6432315563163147313","两年"
"康桥镇营房居民委员会","吕燕彩","公民身份证","520625199602035594","顺一条8号","13105691718","歌手","交通银行","6978207563163149007","半年"
"周浦镇沣溪居民委员会","奚鸣","公民身份证","520811199709273574","德胜门内大街羊房胡同23号","15807710174","家庭小时工","中国邮政储蓄银行","6612315563163148730","半年"
"新月第一居委会","常宏言","公民身份证","520904199806169627","北苑路甲78号北卫家园16号","13906536200","其他类型的打零工者","中国邮政储蓄银行","6784178563163148238","两年"
"招远居民委员会","酆子","公民身份证","520926199706189856","海淀四季青杏石口路36号（四博连院内）养生书画院","15500814606","歌手","中国人民银行","6236914563163149921","四个月"
"凌兆第六居民委员会","史乐","公民身份证","521023199511223510","中关村南大街甲12号寰太大厦1楼","15908664532","自由职业","中国邮政储蓄银行","6338107563163151084","一年"
"耀华路第1居民委员会","邹奇","公民身份证","521407199803089560","东亚五环国际地商4号","13904955188","家庭作坊","国家开发银行","6934706563163153396","四个月"
"康桥镇营房居民委员会","陈强军","公民身份证","521503199609246045","交大东路31号院6号楼西侧胡同里","13106223056","街头小贩","中国人民银行","6256275563163151969","三个月"
"浦东新区浦兴路街道凌河路第一居民委员会","项康星","公民身份证","521615199705275276","后海北沿51号","13803052343","歌手","中国银行","6239274563163149010","三年"
"塘桥街道南泉路居民委员会","窦康星","公民身份证","521804199412258002","宋翟路","15006118654","小型企业","华夏银行","6404288563163153016","半年"
"三林镇三林村村民居民委员会","窦雄琛","公民身份证","530801199704027498","首都体院馆南路16号10号平房","15004328078","自由职业","中国邮政储蓄银行","6906785563163147044","一年"
"岭南花苑居民委员会","吴乐","公民身份证","530926199607066231","天坛路55-1号","13700677498","小型企业","中国工商银行","6827895563163151975","半年"
"张江镇江益居民委员会","昌博","公民身份证","531206199704285404","慈云寺北里209号楼远洋未来汇购物中心F座1层","15608860231","自由职业","中国邮政储蓄银行","6595591563163149797","一年"
"川沙新镇北市居民委员会","褚义兴","公民身份证","531415199609107658","太阳宫中路12号凯德MALL4层","15108760331","家庭小时工","中国银行","6509681563163146902","三年"
"上海市浦东新区沪东新村街道办事处东波苑第四居民委员会","郑俊峰","公民身份证","531513199702025128","金宝街东段路北小雅胡同62号","13505231838","家庭小时工","国家开发银行","6339438563163145241","三年"
"敬老居委会","昌伟刚","公民身份证","540212199502257183","香山一棵松29号","13202423529","微型企业","中国光大银行","6721793563163152757","四个月"
"张江镇江益居民委员会","倪馨","公民身份证","540223199502176416","鼓楼东大街311号","13003937216","自雇型就业","中国民生银行","6991181563163148192","三个月"
"塘桥街道南泉路居民委员会","伍生龙","公民身份证","540316199505208902","中关村北二条13号平房D-18号","13108157824","中介服务","招商银行","6416608563163153278","一年"
"周浦镇幸福居民委员会","顾先","公民身份证","540616199803305946","阳坊镇西贯市村后街4号","15506978740","街头小贩","中国民生银行","6881369563163146516","五个月"
"七村居民委员会","禹琦","公民身份证","540622199706049672","前门大街97号三层","15903655992","家庭作坊","交通银行","6793144563163152885","半年"
"凌兆新村第三居委会","项兴","公民身份证","540628199611124267","万盛北街万盛北里甲420号楼一层105室","15601686920","家庭小时工","中国农业银行","6620070563163146401","五个月"
"浦东新区洋泾街道永安居委会","任叶","公民身份证","541227199604207212","亦庄经济技术开发区天宝南街上海沙龙商业街","13408281769","模特","中国民生银行","6623610563163150693","两年"
"浦东新区花木街道培花新村第四居民委员会","廉凤","公民身份证","610114199807165217","广泽路望京花园小区214号","15304893122","中介服务","招商银行","6139691563163151955","五个月"
"浦东区张家浜居民委员会","朱康星","公民身份证","610424199512215236","增光路55号紫玉饭店1-2楼","13807688353","小型企业","招商银行","6758941563163150440","半年"
"浦东新区耀华居民委员会","毛维启","公民身份证","610520199805123933","南竹竿胡同2号","15301138281","其他类型的打零工者","中国农业发展银行","6794321563163146112","四个月"
"瑞阳苑居委会","汤博","公民身份证","610610199709043075","马家堡西路29号","15803051440","自由职业","中国工商银行","6248932563163147431","一年"
"潼港六村居民委员会","滕克伦","公民身份证","610801199801042377","崇文门外大街3-5号新世界百货青春馆3楼","13403182595","街头小贩","中国邮政储蓄银行","6196633563163153671","四个月"
"银山路第5居民委员会","魏羽希","公民身份证","610817199804204045","新天地31号楼底商","15208344522","中介服务","中国银行","6462619563163150713","三年"
"康桥镇营房居民委员会","殷龙","公民身份证","610908199512233811","十里堡北区18号楼南侧炫特区西门对面","15606851842","其他类型的打零工者","中国光大银行","6356434563163149654","三个月"
"金桥新城居民委员会","阮振壮","公民身份证","611114199503251312","石门村东路12号","13402255772","模特","交通银行","6206554563163152238","五个月"
"金杨新村街道金口路第一居民委员会","皮宁欣","公民身份证","611127199408229291","安四路黄花城村黄花城水长城旁","15801063063","歌手","国家开发银行","6307993563163153306","五个月"
"罗山新村第7居民委员会","尤心邦","公民身份证","611807199707262102","大华山镇李家峪村张家台18号","13405696818","自由撰稿人","中国邮政储蓄银行","6189835563163153540","半年"
"泉东第2居民委员会","唐妹","公民身份证","620206199607247333","新顺南大街8号BHGMall4层","15005791270","街头小贩","中国邮政储蓄银行","6146664563163153157","四个月"
"浦东新区浦兴路街道凌河路第一居民委员会","云婷姣","公民身份证","621619199501143079","东三环北路38号院4号楼2层2层商业L204","13004197716","街头小贩","中国邮政储蓄银行","6140812563163150199","两年"
"凌兆第六居民委员会","穆言","公民身份证","630304199710097063","朝阳北路青年汇三期102号楼301室","15903443628","自由撰稿人","中国邮政储蓄银行","6343451563163147845","三年"
"东三居委会","彭辉力","公民身份证","630420199603289046","闵庄路樱桃园内","13902291502","律师","中国农业发展银行","6396367563163149776","一年"
"三林镇久丰村居民委员会","项保","公民身份证","630909199605129303","咸宁候村启明星双语幼儿园对面","13504574876","中介服务","中国银行","6683666563163148629","三个月"
"曙光居民委员会","阮富顺","公民身份证","631007199412178742","物流01号","15101704239","微型企业","中国农业银行","6731854563163152901","四个月"
"沪东新村街道办事处博兴路第三居委会","阮安","公民身份证","631802199806256631","方庄南路方庄桥南侧","13802702181","自由撰稿人","中国农业银行","6140488563163145648","四年"
"上海市浦东新区上钢新村街道德州四村居民委员会","顾昭","公民身份证","640928199604126581","蒲黄榆路芳古园一区9号楼","13405845670","歌手","国家开发银行","6191412563163149941","五年"
"上海市浦东新区敬老居委会","奚鸣","公民身份证","641016199801089430","樊家村芳菲路8号商业楼","15704480611","其他类型的打零工者","中国农业发展银行","6693597563163147426","两年"
"张江镇古桐居民委员会","贝慧巧","公民身份证","641228199410157073","沿河景观路蔡家窝铺6队3-1","15200171728","街头小贩","中国银行","6185286563163150969","五个月"
