"伏彩","231512199802172811","大专","洛阳市旅游中等专业学校","文化艺术大类","2018-03-20","2018-08-30","13705593279","无","南大红门路临89号"
"毕鹏泽","231823199509128121","中专","北华航天工业学院","农林牧渔大类","2017-05-19","2018-10-03","15507540863","无","万达广场负一层家乐福出口处"
"蓝羽希","311007199408161473","中专","廊坊市工业学校","新闻传播大类","2018-07-12","2019-05-05","13703592661","无","永定门内大街1号天桥乐汇百货商场B1层"
"杜娴","311201199801191163","中专","廊坊市财贸学校","土木建筑大类","2017-04-28","2017-05-24","15702756138","无","南官房胡同5号"
"柳风航","311212199607308822","中专","廊坊东方职业技术学院","电子信息大类","2018-10-03","2019-02-11","15608354224","无","东四南大街111号"
"时茂进","311317199708131118","大专","湛江卫生学院","农林牧渔大类","2018-03-28","2018-05-01","13201293069","无","良乡西潞北大街28号"
"昌朗伯","311716199503286380","中专","洛阳理工学院","轻工纺织大类","2018-04-06","2018-05-22","15006060875","无","角门北路5号"
"王进","320114199703183126","中专","廊坊东方大学城北京经济技术职业学院","装备制造大类","2017-10-02","2019-05-18","13007672783","无","西三环南路201号"
"顾树","320317199504244241","大专","洛阳人民警察学校","土木建筑大类","2018-03-02","2019-03-19","13402606551","无","左家庄前街1号"
"金丹","320613199512077081","中专","廊坊东方大学城廊坊职业技术学院","生物与化工大类","2017-07-11","2019-03-29","13304066425","无","东直门内大街189号"
"郎功","320718199510306367","中专","北华航天工业学院","装备制造大类","2018-04-06","2019-02-09","13307810648","无","阳坊镇西贯市村后街4号"
"穆发","320803199508064489","中专","洛阳铁路信息工程学校","文化艺术大类","2017-04-12","2017-11-08","13502995851","无","育知东路回龙观龙腾苑六区10号楼"
"华顺","321814199706254762","大专","廊坊东方大学城北京中医药大学中专部","土木建筑大类","2017-11-11","2019-04-19","15705215573","无","永定路66号长峰假日酒店2楼"
"顾振壮","330503199604037108","中专","湛江财贸学院","旅游大类","2017-02-09","2017-07-20","15504016101","无","前门东大街北翔凤胡同11号"
"汪明永","330705199801099650","中专","廊坊市大城县教师进修学院","水利大类","2017-08-05","2017-12-03","13405101784","无","广渠门内东花市大街"
"许成","330726199411085879","中专","廊坊广播电视大学","食品药品与粮食大类","2018-03-29","2018-10-17","13402180848","无","苹果园南路东口乐活美食汇五层"
"鲍翰","331405199502133115","大专","廊坊东方大学城北京联合大学","装备制造大类","2018-03-08","2019-01-01","13202922577","无","渤海镇田仙峪村"
"鲍振壮","331707199410092202","大专","洛阳铁路信息工程学校","轻工纺织大类","2018-02-12","2018-12-04","13705197951","无","南长街38号"
"吴轮翰","331810199711257428","大专","洛阳市财经学校","交通运输大类","2017-03-26","2019-06-10","13508113709","无","珠江罗马嘉园57号楼702室"
"臧翔旭","340825199703178646","中专","洛阳师范学院","资源环境与安全大类","2018-03-24","2018-10-29","13000521936","无","十八里店乡老君堂村天宜公寓底商"
"邬伊亚","340903199706274112","中专","洛阳市卫生学校","文化艺术大类","2017-12-05","2019-06-04","13407604070","无","宜居南路2号楼四元桥家乐福3楼"
"项俊峰","340906199610278545","中专","廊坊东方大学城北京中医药大学中专部","财经商贸大类","2018-04-22","2018-12-04","15905643530","无","东四环中路37号"
"康盛","341108199609065652","大专","廊坊东方大学城北京经济技术职业学院","轻工纺织大类","2018-12-28","2019-02-03","13602695169","无","中关村大街15-3号"
"雷伟刚","341705199709235210","中专","廊坊东方大学城河北体育学院","旅游大类","2018-09-06","2018-11-22","13704363557","无","东直门内大街235号，簋街西边"
"戚若鸣","350325199803151456","大专","廊坊市高级技工学校","土木建筑大类","2018-04-10","2018-10-21","15704635660","无","前门大街30号"
"沈伯","350414199702185472","中专","廊坊燕京职业技术学院","食品药品与粮食大类","2018-10-18","2019-04-17","13208066189","无","团河路盛家华苑3号楼3层"
"施梁栋","350424199707198174","中专","廊坊市大城县教师进修学院","农林牧渔大类","2018-07-08","2018-12-27","13103358210","无","恒安大厦负一层"
"陈泰盛","350502199610156668","大专","湛江师范学院","公安与司法大类","2017-04-24","2019-02-02","13704421542","无","005乡道与平沿路交叉口旁"
"杜昌成","350920199611095053","大专","洛阳理工学院","旅游大类","2017-09-12","2018-03-20","15605645215","无","悦秀路物美大卖场二层"
"梁瑾颖","351004199606133907","中专","广东医学院","交通运输大类","2017-07-26","2018-11-18","15804500491","无","东升科技园西小口66号东升凯莱酒店"
"俞山仁","351617199512136984","大专","廊坊市电子信息工程学校","能源动力与材料大类","2017-02-19","2017-04-11","15608353450","无","金顶街街道模式口西里社区"
"潘思","360118199409206170","中专","广东医学院","食品药品与粮食大类","2017-06-10","2019-02-08","13700491281","无","北苑仰山路4号"
"苗茂进","360301199507086378","中专","廊坊东方大学城廊坊职业技术学院","交通运输大类","2018-01-10","2018-02-24","13205461651","无","百子湾巴音食坊旁边"
"杨波宁","360716199804074602","大专","廊坊燕京职业技术学院","交通运输大类","2017-01-05","2019-05-21","13606151919","无","东风南路"
"唐奇","360927199711054335","中专","洛阳幼儿师范学校","轻工纺织大类","2017-11-21","2018-01-20","13703727459","无","百子湾沿海赛洛城二条下沉街3-32号"
"陈超","361601199607027144","中专","	廊坊大学城北大方正软件学院","旅游大类","2017-05-21","2018-11-05","15906813671","无","永外安乐林路8号"
"祁枝思","361614199602034791","中专","广东海洋大学","医药卫生大类","2017-10-22","2018-04-14","15901860494","无","回龙观科星西路与龙跃街交叉口旁"
"鲁元全","370811199803071084","中专","洛阳铁路信息工程学校","生物与化工大类","2018-03-08","2018-08-26","13807152361","无","高塔路川北小区12号楼103号"
"顾琼勤","371109199803309071","大专","洛阳铁路信息工程学校","装备制造大类","2018-05-28","2019-06-12","15906886550","无","赵公口桥南光彩路慧时欣园10号楼如家酒店一层"
"施芬芳","371620199602081578","大专","廊坊师范","医药卫生大类","2017-08-22","2019-06-07","13302885564","无","劲松路1号"
"谢苑","410405199607119978","中专","广东医学院","能源动力与材料大类","2018-07-18","2018-07-23","13708643611","无","楼梓庄路87号附近"
"岑松善","410427199508282762","中专","洛阳市中医药学校","资源环境与安全大类","2017-08-11","2017-09-12","13002884299","无","梨园镇九棵树14号"
"元若鸣","411207199505233443","中专","廊坊师范","公共管理与服务大类","2017-02-28","2017-09-20","15204135803","无","东大街20号"
"赵朋斌","411210199610082941","中专","廊坊东方大学城北京财经学院","轻工纺织大类","2018-07-17","2019-01-01","13304977439","无","东三环北路38号院4号楼2层2层商业L204"
"蓝维启","411420199702058707","大专","洛阳市财会学校","资源环境与安全大类","2018-06-15","2019-03-08","15707723818","无","张郭庄17号"
"钱发","420307199507012238","中专","湛江教育学院","生物与化工大类","2018-08-30","2019-03-27","15003195345","无","石景山路22号"
"明言","421121199411288686","中专","北华航天工业学院","新闻传播大类","2018-11-30","2019-05-06","15300407352","无","沿河景观路76-1号"
"臧全","430405199711079047","大专","洛阳市财会学校","生物与化工大类","2018-08-01","2019-05-18","13607784017","无","黄松峪雕窝村逍遥居巷内50米"
"奚梅","430912199607319157","大专","洛阳市卫生学校","农林牧渔大类","2017-04-14","2018-03-06","15104620803","无","集美家居地下一层"
"邹希","430913199606098216","中专","第一拖拉机制造厂拖拉机学院","公安与司法大类","2018-01-19","2019-02-11","15707798923","无","东四环泛海国际"
"张震","431107199608137147","大专","湛江卫生学院","旅游大类","2018-12-17","2019-04-22","13001190746","无","东三环中路环球金融中地下M楼"
"柳岩中","431120199805078121","大专","洛阳幼儿师范学校","旅游大类","2017-08-19","2018-04-18","15506916602","无","崔各庄马泉营一区"
"邹茂进","431428199804016536","大专","湛江卫生学院","公安与司法大类","2017-08-10","2019-03-22","15607606208","无","顺源街牛王庙2号"
"何咏卿","431704199705312197","中专","洛阳理工学院","交通运输大类","2017-09-08","2018-04-01","15000100554","无","东兴隆街56号北京商界2楼西侧"
"雷岩中","431806199506135364","中专","廊坊东方大学城北京中医药大学中专部","能源动力与材料大类","2018-02-28","2018-07-19","13105253876","无","三里屯路19号三里屯太古里北区地下一层"
"魏诚先","431810199804028229","中专","湛江财贸学院","文化艺术大类","2018-04-13","2018-09-20","15005562004","无","白浮泉路48号"
"邹兴","440104199410082829","中专","洛阳经济学校","农林牧渔大类","2017-03-26","2018-08-07","15803886158","无","上地七街国际创业园1号楼101"
"华璐","440615199609275751","大专","廊坊市财贸学校","旅游大类","2017-12-31","2018-04-24","13400093755","无","二七厂路杜家坎4号院内"
"黄安","441204199708072185","大专","洛阳市中医药学校","新闻传播大类","2018-07-12","2019-02-26","13905915586","无","西红门嘉悦广场3号楼810室"
"禹德","441206199410307207","中专","洛阳人民警察学校","轻工纺织大类","2017-12-07","2018-12-05","15204889098","无","平房天主堂南门向西一百米"
"云华","441314199712052367","中专","广东海洋大学","装备制造大类","2017-06-11","2018-01-09","15301533006","无","华汇紫薇花园内"
"禹浩亮","441411199805017951","大专","廊坊东方大学城河北体育学院","土木建筑大类","2017-09-18","2018-10-07","15201204790","无","紫竹院路80号"
"齐峰","441502199803298461","中专","洛阳理工学院","医药卫生大类","2017-07-06","2018-08-24","13708776846","无","陶然亭路与黑窑厂路交叉口东北"
"周媛艳","450524199712173745","大专","洛阳经济学校","文化艺术大类","2017-12-05","2018-02-07","15903012606","无","李桥镇右堤路明利平价超市对面"
"谈莺","450924199503067314","中专","广东医学院","教育与体育大类","2018-03-24","2019-04-14","13504646179","无","苏家坨镇西埠头村"
"沈政谦","451307199605043188","大专","湛江财贸学院","交通运输大类","2017-10-23","2019-06-11","15102250561","无","大屯路慧忠里小区201号楼1层"
"冯婷姣","451314199703124623","大专","湛江财贸学院","资源环境与安全大类","2018-03-02","2018-07-07","15102680837","无","西三旗桥东新都东路1号"
"唐冰爽","451320199412026543","大专","洛阳市旅游中等专业学校","教育与体育大类","2017-06-08","2019-06-23","13602185808","无","广安门外南滨河路87号"
"何姣","451418199807199801","大专","洛阳幼儿师范学校","资源环境与安全大类","2018-12-14","2019-02-18","13708577437","无","黄徐路12号"
"水卿","451424199704144191","中专","廊坊东方大学城北京经济技术职业学院","公共管理与服务大类","2017-11-04","2018-05-06","15303716461","无","纪家庙路与丰台东路交叉口"
"彭明永","460307199804266264","中专","湛江财贸学院","财经商贸大类","2017-12-10","2018-12-04","15306801110","无","柳芳北里甲12号楼"
"黄志","460323199504157472","大专","廊坊市东方大学城民航管理干部学院","公共管理与服务大类","2018-10-02","2019-04-05","13504997469","无","二七厂路杜家坎4号院内"
"毛琛","460502199703282438","大专","廊坊东方大学城北京传媒学院","装备制造大类","2018-04-28","2018-08-18","13304294244","无","大灰厂东路西50米"
"姜纯毓","460606199511115170","大专","广东海洋大学寸金学院","土木建筑大类","2018-03-08","2019-04-10","13607687162","无","新光天地北侧华贸公寓19号会所二层"
"朱先","460610199410312260","大专","廊坊东方大学城北京财经学院","文化艺术大类","2018-11-01","2019-02-24","13406240111","无","古北口镇沙岭村44-1"
"萧琰","461007199702252754","中专","廊坊市高级技工学校","土木建筑大类","2017-10-07","2019-04-16","15808033098","无","北苑东路中国铁建广场B座105-106"
"彭兴","461113199607144016","大专","洛阳市旅游中等专业学校","教育与体育大类","2018-05-21","2019-05-23","13202622979","无","新光天地北侧华贸公寓19号会所二层"
"卫诚先","461226199505175645","大专","广东海洋大学寸金学院","交通运输大类","2018-10-02","2019-02-10","13903436160","无","广顺南大街望京园609号楼2层218-2室"
"祝翰","461504199412174671","中专","洛阳铁路信息工程学校","公共管理与服务大类","2017-07-21","2017-08-30","13803426962","无","百子湾西里403号楼负一层"
"鲍仁","500207199806046267","中专","北华航天工业学院","新闻传播大类","2017-11-25","2019-02-20","13000965531","无","西田各庄镇牛盆峪村村北200米"
"殷善","500301199410144250","大专","	廊坊大学城北大方正软件学院","教育与体育大类","2018-06-27","2018-12-17","15902441474","无","东大桥宫霄国际一层"
"许泽","500303199503152674","中专","洛阳市卫生学校","交通运输大类","2018-03-12","2018-07-14","13807638032","无","小黄庄北街环贸新生活斜对面"
"郎瑞凡","500423199507079456","中专","广东海洋大学","交通运输大类","2018-05-28","2019-02-22","13108207744","无","天通苑太平庄二街中富大厦"
"顾慧巧","500603199509207735","中专","第一拖拉机制造厂拖拉机学院","新闻传播大类","2018-08-02","2018-11-01","13204701251","无","岭南路36号广东大厦1-3楼"
"余盛","501023199707056991","大专","廊坊市大城县教师进修学院","交通运输大类","2018-03-08","2018-07-02","15500024989","无","西大望路北工大附近"
"计乐","511324199501061031","大专","洛阳幼儿师范学校","水利大类","2018-10-27","2019-04-11","13504454723","无","前门廊坊二条8号"
"谢信子","511411199602204156","大专","廊坊市高级技工学校","轻工纺织大类","2018-03-07","2019-05-01","15707351708","无","渤海镇六渡河村"
"褚翠雅","511615199710062487","大专","廊坊东方大学城北京传媒学院","公共管理与服务大类","2017-03-16","2018-08-12","15801516612","无","沿河景观路76-5号"
"殷时","511704199604274207","大专","洛阳经济学校","能源动力与材料大类","2017-05-14","2018-09-29","13401703216","无","龙兴南二路5号院1号楼201室"
"顾山仁","511809199504296290","中专","湛江教育学院","水利大类","2018-07-03","2019-02-11","15000314834","无","鲁谷南路半月园公园西侧"
"邵明永","520825199702121717","中专","廊坊东方大学城廊坊职业技术学院","农林牧渔大类","2018-11-07","2019-06-24","15807960813","无","亦庄经济技术开发区荣华南路9号院2号楼"
"蓝龙","520827199511051377","大专","洛阳人民警察学校","土木建筑大类","2017-04-06","2019-01-31","13303234685","无","南辛路153号"
"姜裕","520920199807186123","大专","洛阳市中医药学校","水利大类","2018-04-17","2018-10-19","15801568401","无","门城湖河堤路爱玛裕装饰城后门"
"彭松善","521027199605175752","中专","洛阳理工学院","公安与司法大类","2017-12-02","2018-05-04","15108774997","无","朝凤路243号"
"梁奇","521103199411285664","大专","廊坊东方职业技术学院","轻工纺织大类","2018-07-24","2019-01-01","13308355726","无","慧忠北路安慧北里雅园5号楼"
"史姬舒","521119199505309399","大专","第一拖拉机制造厂拖拉机学院","电子信息大类","2018-12-18","2019-04-16","15106068214","无","万寿路西街61号"
"屈承乐","521201199511276742","大专","洛阳铁路信息工程学校","旅游大类","2017-01-24","2018-03-05","15304400468","无","五彩城2楼315"
"常艺","521505199806278723","中专","湛江教育学院","电子信息大类","2017-08-05","2018-12-27","13901498382","无","科学院南路双榆树东里甲8号"
"廉进","521526199509238209","中专","廊坊东方职业技术学院","资源环境与安全大类","2017-01-29","2018-07-10","13603412271","无","展览馆路3号"
"禹光天","530520199610212065","大专","廊坊市职业技术学院","装备制造大类","2018-07-01","2019-01-16","15607113905","无","沙河镇老牛湾村口200米路西"
"米钧冠","530619199606141887","大专","洛阳市财经学校","生物与化工大类","2017-01-30","2017-07-17","13206017467","无","绿地缤纷城西斯莱公馆往北第一个红绿灯东侧100米"
"卞庆","530620199605013045","中专","廊坊东方大学城北京中医药大学中专部","交通运输大类","2017-06-17","2019-04-16","13502755229","无","沿河景观路76-5号"
"庞俊峰","530822199703275845","中专","廊坊东方大学城北京经济技术职业学院","新闻传播大类","2017-07-20","2017-10-30","15805270272","无","萊锦产业园西门cn-18号强视传媒一层北侧"
"杨毅","531219199604055120","大专","廊坊市大城县教师进修学院","资源环境与安全大类","2018-10-07","2019-04-07","15202909093","无","土桥中街"
"庞希","531628199608062388","中专","洛阳市财经学校","财经商贸大类","2017-07-28","2019-06-25","15704993059","无","朝阳红军营东路"
"时珠","531813199712035132","大专","	廊坊大学城北大方正软件学院","旅游大类","2017-01-10","2018-07-01","13107523539","无","梨园镇砖厂南里40号楼华远好天地商业区2楼"
"薛杰涛","540105199502289843","中专","湛江教育学院","公共管理与服务大类","2018-08-09","2019-06-09","13908224004","无","半步桥街14号"
"屈眉","540506199510317326","中专","廊坊东方大学城北京经济技术职业学院","土木建筑大类","2018-03-16","2019-03-20","15601715098","无","良乡西潞北大街28号"
"余静淑","541117199511011996","中专","洛阳市财会学校","水利大类","2018-03-04","2018-04-26","15304097872","无","王府井银泰in88五层"
"吴娥玲","541214199801133721","中专","湛江卫生学院","教育与体育大类","2018-06-25","2019-05-16","15703268837","无","沿河景观路76-5号"
"尹辰","541413199607061126","大专","廊坊东方大学城北京联合大学","公安与司法大类","2018-03-13","2019-03-23","13000686193","无","黄花城水长城景区九渡河村九渡河桥南"
"韩胜","541507199612105674","大专","廊坊东方大学城北京中医药大学中专部","装备制造大类","2018-01-05","2019-03-02","13305018725","无","前门大街东侧鲜鱼口老字号餐饮一条街"
"伏萍红","541721199511262323","大专","洛阳理工学院","装备制造大类","2017-08-07","2018-09-14","15501774560","无","大角生活广场《瑞成广场》南门一层"
"吕思","610123199506027224","大专","洛阳市旅游中等专业学校","能源动力与材料大类","2018-06-07","2018-12-03","15307990894","无","狼垡一村一条北口"
"阮峰","610425199408228613","大专","廊坊东方大学城北京财经学院","公安与司法大类","2018-08-04","2018-11-13","13306894257","无","香山买卖街东口"
"昌有","610701199603229488","中专","廊坊东方职业技术学院","水利大类","2018-04-29","2019-03-30","15205753647","无","古北口镇沙岭村44-1"
"杜世","610808199604244063","大专","洛阳师范学院","文化艺术大类","2018-03-11","2018-10-02","13802800441","无","宜兴路四条1号"
"郑敬震","610908199602164749","中专","洛阳理工学院","农林牧渔大类","2017-07-01","2019-01-05","13702225289","无","长阳镇长阳路中粮万科长阳半岛广场4层"
"陈伯","620715199705158965","大专","洛阳幼儿师范学校","文化艺术大类","2018-07-30","2018-11-12","13604767337","无","槐柏树街北里甲2-4"
"倪霄","620716199707184120","中专","洛阳理工学院","文化艺术大类","2017-09-24","2018-07-01","15805125324","无","亮马桥东方东路官舍南区二层F206"
"尹珍贞","620815199605207782","中专","广东海洋大学寸金学院","电子信息大类","2018-05-27","2019-06-18","13304271584","无","旧鼓楼大街51号"
"韩玉","620912199510082497","大专","洛阳人民警察学校","轻工纺织大类","2018-05-24","2019-01-21","15700928150","无","阜成路93号"
"滕娣叶","620919199610225538","大专","廊坊东方大学城北京财经学院","土木建筑大类","2018-06-25","2018-08-03","13107375757","无","朝阳门外大街甲6号万通中心商业2层国安家"
"葛永","621117199601204337","大专","洛阳经济学校","轻工纺织大类","2017-02-16","2017-02-23","13206701902","无","北总布胡同21-1号"
"谈磊民","621724199602158246","中专","廊坊市东方大学城民航管理干部学院","轻工纺织大类","2017-03-03","2017-05-15","13500770909","无","马甸西村甲16号"
"俞姣","630309199504169761","中专","廊坊市东方大学城民航管理干部学院","公共管理与服务大类","2017-05-20","2018-10-10","13405388013","无","温都水城商业街北京银行对面与食聚进地下一层煮公面圣"
"邵颖","630608199801262385","中专","廊坊市职业技术学院","土木建筑大类","2018-04-17","2019-01-26","13201516680","无","潘家园东路华威西里55号"
"郑洁梅","630626199505138084","中专","廊坊东方大学城廊坊职业技术学院","新闻传播大类","2017-03-19","2017-08-05","15901311017","无","洋桥北西罗园4区甲20号楼北"
"花清","630705199706109553","中专","廊坊东方职业技术学院","轻工纺织大类","2018-09-22","2019-03-04","15803542298","无","西安门大街75号"
"昌琰","630706199602245205","大专","第一拖拉机制造厂拖拉机学院","公共管理与服务大类","2017-01-05","2018-03-12","13001923716","无","雁栖镇北台上路边牌楼下"
"葛轮翰","630824199712105003","中专","广东医学院","土木建筑大类","2018-11-06","2018-12-03","15002481558","无","东四环南路9号 燕莎奥特莱斯购物中心C座-3024号"
"岑雅","631021199801022128","大专","洛阳市中医药学校","生物与化工大类","2017-11-13","2019-05-11","15108710716","无","什刹海野鸭岛码头"
"湛辰","631314199505147567","大专","廊坊广播电视大学","医药卫生大类","2018-11-12","2019-04-30","15304642149","无","京加路怀北庄村国科大学北门北行200米路东"
"唐清","640126199807142581","中专","廊坊师范","装备制造大类","2018-04-11","2018-05-31","15702896951","无","朝凤路243号"
"屈姬舒","640127199708016009","中专","洛阳铁路信息工程学校","土木建筑大类","2018-05-15","2019-06-25","15501020874","无","常营中路民族家园综合楼13号"
"纪鹏泽","640822199706029322","中专","洛阳经济学校","农林牧渔大类","2017-07-22","2017-12-27","13103438615","无","马池口亭子庄村亭百路北口"
"成岩中","640928199605302829","中专","廊坊东方大学城廊坊职业技术学院","农林牧渔大类","2018-05-21","2018-09-19","13504111115","无","百子湾西里403号楼负一层"
"沈山仁","641114199805059674","中专","洛阳幼儿师范学校","电子信息大类","2017-01-01","2017-06-08","13004534001","无","怀北镇河防口村青龙峡路口南200米路西"
"褚谦","641810199611025078","中专","廊坊市职业技术学院","水利大类","2018-01-05","2018-10-12","15804592546","无","玉带河东街西上园南门对面"
"禹善","650415199608215478","中专","湛江教育学院","公安与司法大类","2018-09-19","2018-09-30","13007506464","无","南四环中路城南嘉园14号楼华联公益西桥购物中心4层"
"闵天","650602199501218765","中专","广东海洋大学","医药卫生大类","2017-07-26","2019-06-27","13201690026","无","东北旺路二号西一"
"王中","651204199702078011","大专","廊坊东方职业技术学院","轻工纺织大类","2018-10-24","2019-01-27","13605861752","无","玉泉西里二区38号楼-1层D06商业"
"汤婷姣","651520199511117060","中专","洛阳幼儿师范学校","旅游大类","2018-07-27","2019-05-31","15003342099","无","复兴门内大街101号百盛购物中心北楼10层"
"尹爱妹","651623199601269258","大专","廊坊市电子信息工程学校","资源环境与安全大类","2018-02-18","2018-08-30","15108112348","无","七圣路光熙门北里20号"
"祁园艺","710507199705096163","中专","洛阳市中医药学校","电子信息大类","2017-05-22","2017-10-01","15604918787","无","小黄庄北街环贸新生活斜对面"
"和纯毓","710510199601087720","中专","洛阳市旅游中等专业学校","土木建筑大类","2018-03-17","2019-03-03","13403280309","无","紫金庄园9号楼一层"
