"42","张军伟","710211197002178064","13972713233","盗窃罪","应乐盈","浙江嘉瑞成律师事务所"
"43","陈隆海","460817197901077997","15076671363","盗窃罪","柯程程","浙江泽商律师事务所"
"44","翁金松","330314199007279762","13998574911","开设赌场罪","斯友全","浙江司正律师事务所"
"45","张孟","410923198408254085","13025478959","聚众斗殴罪","张锦灵","浙江文达律师事务所"
"46","张银峰","110108196807152546","18585988508","掩饰隐瞒犯罪所得犯罪所得收益罪","杜伟红","浙江晟耀律师事务所"
"47","杨旺","130411198111082719","15838283477","盗窃罪","洪旭明","浙江卓特律师事务所"
"48","娄荣羽","541816196309122720","15911645481","盗窃罪","王坤","浙江知仁律师事务所"
"49","朱泓达","320604196207074441","13062937984","寻衅滋事罪","沈晨翔","浙江震舟律师事务所"
"50","廖雨婷","420524196502069281","13763707362","强奸罪","周苗红","浙江义韬律师事务所"
"51","杨波","331809197302023405","13904895583","盗窃罪","应美珍","浙江玉海律师事务所"
"52","袁培君","441125199608139702","15091782887","贩卖毒品罪","潘伟娜","浙江左源律师事务所"
"53","李茂刚","630606198508254758","18979287440","盗窃罪","陈娣","浙江丹溪律师事务所"
"54","赵三","121507197503149965","13596151680","盗窃罪","陈胜春","浙江从周律师事务所"
"55","李芸","511302196206058784","13759975654","贩卖毒品罪","程福毅","浙江泽大新昌律师事务所"
"56","张瑞彪","371115196803241229","13993127776","诈骗罪","仝泽强","浙江绍明律师事务所"
"57","钱秀红","221408199103149831","15914882063","工伤赔偿纠纷","杜婧婧","浙江金元律师事务所"
"58","牛林","371423197201065505","15530563064","盗窃罪","陈建友","北京盈科温州律师事务所"
"59","李吉","540808196910266847","15572640644","盗窃罪","鲁雪君","浙江浙耀律师事务所"
"60","徐声慧","131004196906252612","18824783727","诈骗罪","樊秀伟","浙江宝国律师事务所"
"61","徐文庆","451202196108317968","15346761439","聚众斗殴罪","徐富","浙江慈益律师事务所"
"62","乐高富","111528196706235710","13143383031","行政处罚","龚闻芳","浙江青风律师事务所"
"63","侯文俊","520421198702226336","15067070929","追索劳动报酬纠纷","吴美丽","湖州市菰城法律服务所"
"64","杨贝","651318197503096398","13253624373","生命权健康权身体权纠纷","林均","浙江建策律师事务所"
"65","杨鑫","641221199204305640","13172660511","诈骗罪","强雅娟","北京盈科宁波律师事务所"
"66","李加祯","310213196606014642","18704658545","合同纠纷","刘毅","浙江越人律师事务所"
"67","陈秋兰","411127199803084756","14740388329","追索劳动报酬纠纷","毛晓颖","浙江越兴律师事务所"
"68","林金龙","131002197704049505","15953575477","聚众斗殴罪","何文捍","浙江兴衢律师事务所"
"69","罗成兵","511317196407011105","15791126185","诈骗罪","苏波","浙江九凰律师事务所"
"70","叶西卫","411215197007251299","13460763899","工伤赔偿纠纷","吴红叶","宁波市北仑区东港法律服务所"
"71","陈林进","331103198010309812","18878583284","引诱容留介绍卖淫罪","梅陈炎","浙江嘉瑞成律师事务所"
"72","泮佳乐","140110198806053218","15610526894","聚众斗殴罪","谷斐斐","浙江士勇律师事务所"
"73","徐金桂","310408197909273538","13407519558","劳动争议","蔡青","德清县永安法律服务所"
"74","吴新荣","410806199108281622","18775633556","诈骗罪","朱瑛","浙江水乡人律师事务所"
"75","沈立斌","361425197608096667","15122734198","信用卡诈骗罪","童静华","浙江乾盛律师事务所"
"76","张素红","110523199208245985","18101733703","盗窃罪","刘瀚中","浙江婺星律师事务所"
"77","王旭东检察院","341127198805036380","14740680571","盗窃罪","王晓敏","浙江天卓律师事务所"
"78","常波","360126197104036650","13890949653","盗窃罪","王涛","浙江远洋律师事务所"
"79","王秀荣","130911199312151121","13651222217","交通肇事罪","张昀","浙江慈中律师事务所"
"80","洪猛","530804198603179397","14533409171","经济补偿金纠纷","陈益平","浙江法君律师事务所"
"81","张奎贤","310419198108078745","15604790100","故意伤害罪","周利明","浙江正瑞律师事务所"
"82","周欣语","500425196703126069","15667556271","猥亵儿童罪","刘丽吉","海宁市法律援助中心"
"83","廖汉丁","651425196903056603","13895551971","贩卖毒品罪","周洋君","浙江万松律师事务所"
"84","郑杰","510907199206243250","18645309508","寻衅滋事罪","俞佳敏","浙江可道律师事务所"
"85","宋绪光","351116197509258441","15276004560","诈骗罪","丁丽玲","浙江乾盛律师事务所"
"86","李进成","450305196402088212","15385061644","盗窃罪","黄晓燕","浙江品和律师事务所"
"87","陈照锐","141416198202131161","13626054591","诈骗罪","徐丽霞","浙江泽大绍兴律师事务所"
"88","童凌","320401197411188495","15306669049","聚众斗殴罪","吴伟平","浙江吴伟平律师事务所"
"89","林佳","500522196707063363","18773785179","贩卖毒品罪","王婉华","浙江双塔律师事务所"
"90","周俊","541021198008311508","13803924006","销售假冒注册商标的商品罪","厉建卫","浙江援桥律师事务所"
"91","余海静","351818199505296865","15557969936","贩卖毒品罪","施园园","浙江联英律师事务所"
"92","何伟斌","321110199710292994","13616734816","受贿罪","章青","浙江凡心律师事务所"
"93","吴成洪","310325197403073560","14572589632","劳务合同纠纷","鲍祖湘","绍兴县钱清法律服务所"
"94","马梅叶","420316199205045267","13959806217","交通事故责任纠纷","章梅艺优","浙江华溪律师事务所"
"95","余冬华","411522198008226219","15519592297","追索劳动报酬纠纷","范珂娜","岱山县法律援助中心"
"96","朱红红","120701196906084197","13310106811","追索劳动报酬纠纷","潘松华","杭州市四海法律服务所"
"97","潘小龙","311814196805311911","15339104826","诈骗罪","诸葛莹","浙江一剑律师事务所"
"98","符军旗","320728196904293703","13729315657","赌博罪","仝泽强","浙江绍明律师事务所"
"99","裘亚能","640628197404063680","15370450190","人身损害赔偿","陈海明","浙江求是行律师事务所"
"100","龚斌超","450304196003041312","13849290824","聚众斗殴罪","吕惠","浙江博翔律师事务所"
"101","陈建星","310815196809146740","13324074877","追索劳动报酬纠纷","吴正","三门县海游法律服务所"
"102","方海波","521725199102234241","18825728321","故意伤害罪","张黎","浙江六和温州律师事务所"
"103","刘浩","441813198010159591","18159650743","诈骗罪","陶毅杰","浙江丽阳缙云律师事务所"
"104","楼亦飞","150207198503054199","15897703659","追索劳动报酬纠纷","罗赛君","三门县海游法律服务所"
"105","叶华姿吴菊等两人","811323198602274443","15717120921","经济补偿金纠纷","吕雨时","浙江博翔律师事务所"
"106","傅李帅","140328197211237472","15785213361","强奸罪","字云永","浙江宏驰律师事务所"
"107","张中银","460321197003282193","18770056667","强奸罪","孙民","浙江宇策律师事务所"
"108","陈桂兵","811810197508118790","15775888060","生命权健康权身体权纠纷","张威波","浙江昶日律师事务所"
"109","陈法平","541316198407247414","13604086639","盗窃罪","何姗","浙江智贤律师事务所"
"110","覃文强","640717196902041956","13681768326","盗窃罪","吴时嫦","浙江安瑞律师事务所"
"111","王莹莹","221616199512174021","18993416447","赌博罪","叶广","浙江正导律师事务所"
"112","邵代朋","221823199603138130","13020501364","抢劫罪","陈亚辉","浙江雄镇律师事务所"
"113","冉青腾","710521197404249177","15382321476","诈骗罪","杨建员","浙江知仁律师事务所"
"114","王莉芳","311811197112263260","13147223853","诈骗罪","郭静怡","浙江台温律师事务所"
"115","乔顺","541411197307085625","14529292917","寻衅滋事罪","康良","浙江瑞坤律师事务所"
"116","王小爱","431621198606065330","13466516894","贩卖毒品罪","苏波","浙江九凰律师事务所"
"117","金志军","150304196211015694","13775056511","盗窃罪","吴林平","浙江游龙律师事务所"
"118","苏云海","420110198406236515","14577207254","诈骗罪","徐海霞","浙江法君律师事务所"
"119","吉克陈刚","120710196205166678","18285997227","盗窃罪","严慧慧","浙江民邦律师事务所"
"120","徐周三","211101199511268022","15588215182","提供劳务者受害责任纠纷","陈雪芽","浙江光正大律师事务所"
"121","许玉柯","450826198712149844","15721112033","组织领导参加黑社会性质组织罪","石静","浙江杭天信律师事务所"
"122","李应红","420819199503157396","18878799636","贩卖毒品罪","王萍","浙江苕溪律师事务所"
"123","赖万国","341418198907316370","13715191967","盗窃罪","陆如莹","浙江仁联律师事务所"
"124","谢海燕","531805196206159764","18839458327","追索劳动报酬纠纷","卢静","浙江震瓯律师事务所"
"125","孔宁建","431407198505311418","13388520015","强制医疗","俞彬彬","浙江泰杭宁海律师事务所"
"126","王良玉","421025198708028492","14786033920","开设赌场罪","刘美州","浙江海威特律师事务所"
"127","周小波","120914197709203429","15369164227","开设赌场罪","杨璐","浙江良济律师事务所"
"128","张培蓓","710808199601128588","13164757120","寻衅滋事罪","黄林","浙江新希望律师事务所"
"129","毛北平","440125199005194220","15717573706","工伤赔偿纠纷","叶英立","景宁县新泰法律服务所"
"130","王德浪","540208199012147126","15361727451","聚众斗殴罪","张黎","浙江六和温州律师事务所"
"131","陈江广","711817199806306057","13520284862","聚众斗殴罪","郑凯","浙江丰畅律师事务所"
"132","杨国方","141111197702261742","15046634431","聚众斗殴罪","章青","浙江凡心律师事务所"
"133","俞凤高","520224198907233940","13345025102","诈骗罪","储慧涛","北京德恒宁波律师事务所"
"134","王恩秀","321406199610095220","13270658806","盗窃罪","吴莹","浙江震舟律师事务所"
"135","姚永芬","430404199509083311","15646594460","工伤保险待遇纠纷","申海洋","绍兴县齐贤法律服务所"
"136","朱仁爱","521416195912124607","15802678568","容留他人吸毒罪","王蒙蒙","浙江浙信律师事务所"
"137","李海瑞","140318198107167950","15622326639","劳动争议","陈乐娇","浙江润杭律师事务所"
"138","熊婷婷","370627196301222453","13655117865","猥亵儿童罪","杨帆","浙江海豪律师事务所"
"139","程科","410214198412131689","15383446685","聚众斗殴罪","周琳","浙江婺源律师事务所"
"140","李寿才","230824198908158377","15818809001","工伤赔偿纠纷","王培静","浙江五洲律师事务所"
"141","吴阿松","520209199512066975","15343426154","交通事故责任纠纷","姚培坤","浙江圣文律师事务所"
"142","黄建","440917198810215377","13858395637","交通事故责任纠纷","胡静","浙江三星律师事务所"
"143","刘晨","651005196704288283","15276049002","抢劫罪","陈磊","浙江护龙律师事务所"
"144","杜为群","810304197112014624","15911126094","盗窃罪","金光明","浙江良济律师事务所"
"145","罗斌","360326199701081039","15940193146","非法吸收公众存款罪","郭斯安","浙江咏法律师事务所"
"146","郑春华","441316198809125970","15316242731","贩卖毒品罪","王兴华","浙江达正律师事务所"
"147","袁各水","420807198808024405","13923361591","交通事故责任纠纷","黄烈萍","绍兴县平江法律服务所"
"148","张华芹","321211196709209272","18517228681","交通事故责任纠纷","钱雷岗","嵊州市甘霖法律服务所"
"149","孙洪亮","340607199108044166","15291717637","销售有毒有害食品罪","何金雨","浙江德凡律师事务所"
"150","叶承聪","230302198807074964","18726156487","盗窃罪","姚锦岳","浙江众安律师事务所"
"151","林翠花","651710199309265981","18806862978","生命权健康权身体权纠纷","舒春晓","浙江五洲律师事务所"
"152","张其华","230125196508258661","18948508983","组织领导参加黑社会性质组织罪","林京","浙江如鹰律师事务所"
"153","王开成","110215197109142708","13108024133","其他民事","钱跃庭","龙游县曙光法律服务所"
"154","李威","111626196806256405","18513601921","聚众斗殴罪","陈霞","浙江崇和律师事务所"
"155","李跃明","620609199706285637","15088690706","工伤赔偿纠纷","胡叶凤","浙江泽大平湖律师事务所"
"156","江双林","330810198606131399","15511858686","追索劳动报酬纠纷","王靖璨","浙江东瓯律师事务所"
"157","徐志雄","521407197111219952","15840567424","追索劳动报酬纠纷","毛祥明","岱山县法律援助中心"
"158","王刚","441608199202037091","15230385566","诈骗罪","郑志平","浙江援桥律师事务所"
"159","武蒙胧","620218199107107920","13156349594","强制猥亵侮辱罪","江优莉","浙江初九律师事务所"
"160","樊光亚","520605196304085490","18080695973","开设赌场罪","虞娟娟","浙江瑞越律师事务所"
"161","戚雪峰","410720199803141400","13358893230","民间借贷","童昀","浙江阡与陌律师事务所"
"162","周远成","431409199401095411","15600147794","交通肇事罪","沈鸿伟","浙江金鼎律师事务所"
"163","黄彬","220212197001117770","15751379443","诈骗罪","周思豪","浙江泽大乐清律师事务所"
"164","骆鸿飞","430520196411113853","15094334455","危险驾驶罪","章建萍","浙江婺星律师事务所"
"165","杨巨敬","361218199804306220","14506303162","开设赌场罪","孙凡","浙江正昌律师事务所"
"166","蒋文琼","211019198509269270","14506179361","盗窃罪","徐梦影","浙江万申佳律师事务所"
"167","钱翠莲","410604197608305617","14537267877","继承纠纷","任伟元","浙江省宁波市天一公证处"
"168","雷剑","431209197904121927","13730117553","生产销售伪劣产品罪","杨军军","浙江淼森律师事务所"
"169","张丽君","650806198105276371","13012489454","诈骗罪","钱明","浙江九州大众律师事务所"
"170","牙语权","451104199507208397","15122424422","盗窃罪","黄孝军","浙江东创律师事务所"
"171","崔杨","321211197512152147","15199012298","交通肇事罪","高阳","浙江三利律师事务所"
"172","付坤","511226199204229785","15099846747","组织领导参加黑社会性质组织罪","字云永","浙江宏驰律师事务所"
"173","周爱娣","610622198704309390","15087219771","其他民事","黄成","浙江金成太炎律师事务所"
"174","张艺淋","230110196710233867","15352991061","交通事故责任纠纷","朱敏霞","浙江康衢律师事务所"
"175","马天飞","350802199701161759","18267743077","诈骗罪","施卓锋","北京盈科慈溪律师事务所"
"176","林建敏","371517196905231637","13398302520","非国家工作人员受贿罪","林达","北京德恒温州律师事务所"
"177","吴佳奇","621527197409207821","15700491438","离婚纠纷","刘欣鑫","浙江共业律师事务所"
"178","李林","110916196112033422","15578464165","盗窃罪","南振安","浙江六和温州律师事务所"
"179","孙祥桂","220412198101296116","15834424206","抢劫罪","周辛艺","浙江泽大律师事务所"
"180","魏兴苗","141626199408119123","13773958420","盗窃罪","张晓琴","北京德恒温州律师事务所"
"181","陈志珍法院","411828196003306602","14557517882","贩卖毒品罪","王丽","浙江金品律师事务所"
"182","王培雪","611018197306278023","14505268121","劳务合同纠纷","郑国娣","浙江康城律师事务所"
"183","周丽","610919197705293244","18172033871","非法经营罪","沈荣","浙江中英律师事务所"
"184","俞苏笙","131424198005229016","14711022629","追索劳动报酬纠纷","张宏燕","新昌县城关法律服务所"
"185","李园园","461810196907198451","15709938028","盗窃罪","张飞赟","浙江浦阳律师事务所"
"186","钟少保","331624199208261491","13128481451","敲诈勒索罪","张水琴","浙江九凰律师事务所"
"187","肖原琼","620405197503252286","13394790450","劳动争议","陈之华","浙江六和湖州律师事务所"
"188","华斌","340424196105196517","18580547512","劳动争议","柴月锋","杭州市富阳区银湖法律服务所"
"189","赵金阳","541514199606193273","18996115673","聚众斗殴罪","钱嘉佳","浙江奇墨律师事务所"
"190","易洪春","650224198504244676","13574166280","工伤赔偿纠纷","金晶","浙江泽商律师事务所"
"191","周爱金等2人","121603197901036712","13029736051","赡养纠纷","沈学弟","浙江天卓律师事务所"
"192","潘昌正","121625196910286145","13006942008","追索劳动报酬纠纷","刘钢涛","绍兴县平水法律服务所"
"193","解玉芹","221709196212139557","18108016036","诈骗罪","钱晓怡","浙江峻德律师事务所"
"194","李乘宇","510919197410243144","14787564422","生命权健康权身体权纠纷","李肇基","缙云县政鼎法律服务所"
"195","琚亚君","221125198507054058","14526930774","保险诈骗罪","陈竞","浙江游龙律师事务所"
"196","叶法军","431528198509164517","18044391044","开设赌场罪","黄婷婷","浙江文达律师事务所"
"197","李晴","711503197503103862","13721666678","工伤赔偿纠纷","林斌斌","浙江豪江律师事务所"
"198","张灵丹","640505199511098562","14705607240","敲诈勒索罪","周丽清","浙江慈鼎律师事务所"
"199","叶建平","631401197011206544","15374366101","贩卖毒品罪","陈一铭","浙江万申佳律师事务所"
"200","蒋方健","220704199804034681","14572010282","开设赌场罪","马树鹏","浙江优飞律师事务所"
