"63","南京市梅园中学","南京市玄武区大悲巷13号","鲁琼勤","13108457738","中学","公办","江苏省教育厅","","皮生龙","15705580827","827",""
"64","南京市人民中学","南京市玄武区中山路178号","齐蓉眉","15801157303","中学","公办","江苏省教育厅","","冯振壮","15804471213","406",""
"65","南京市第三十四中学","南京市农场巷124","周才发","13305567588","中学","公办","江苏省教育厅","","水伯","13901462785","556",""
"66","南京市第九中学","南京市玄武区碑亭巷51号","舒楠榕","15604078069","中学","公办","江苏省教育厅","","穆月莺","13007492619","529",""
"67","南京市第十三中学","南京市玄武区西家大塘14号","杨岚苑","15702622114","中学","公办","江苏省教育厅","","和谦","15902351849","701",""
"68","南京市第九中学震旦校区","南京市玄武区中山门外小卫街10号","孔欣","15103755713","中学","公办","江苏省教育厅","","张策腾","15804927933","562",""
"69","南京市紫东实验学校","南京市玄武区仙鹤门街101号","平生龙","13604871607","中学","公办","江苏省教育厅","","元梅","15906462396","809",""
"70","南京市第十三中学科利华分校","南京市玄武区后大树根40号","岑凝晓","15300803668","中学","公办","江苏省教育厅","","郎豪","15105464753","674",""
"71","南京林业大学附属中学","南京市玄武区龙蟠路新庄159号","常冰爽","15807451045","中学","公办","江苏省教育厅","","唐茂进","15502647591","554",""
"72","南京农业大学附属中学","南京市玄武区中山门外卫岗童卫路6号","苗诚先","13804428382","中学","公办","江苏省教育厅","","雷鹏泽","13806502539","896",""
"73","南京市第十三中学红山校区","南京市玄武区营苑南路3号
","冯滢馥","15200836150","中学","公办","江苏省教育厅","","罗致树","13305106766","809",""
"74","南京郑和外国语学校","南京市白下区月牙湖富丽山庄40幢","萧英华","13401210457","中学","公办","江苏省教育厅","","伏豪","15005690865","703",""
"75","南京航空航天大学附属初级中学","南京市白下区尚书村79号
","孔发","15104352895","中学","公办","江苏省教育厅","","郝策腾","15203533012","420",""
"76","南京市第三初级中学","白下区九条巷8号","严保","13904863378","中学","公办","江苏省教育厅","","周园艺","13104847159","828",""
"77","南京第二十七高级中学","南京市秦淮区平江府路166号","倪祥","15805863291","中学","公办","江苏省教育厅","","计淑","15601818084","741",""
"78","南京市文枢中学","南京市秦淮区仙鹤街88号、南京市秦淮区钓鱼台19号","袁新","15107563452","中学","公办","江苏省教育厅","","萧岩中","13605172338","633",""
"79","南京秦淮外国语学校","雨花路166号","柳飞彬","13300312958","中学","公办","江苏省教育厅","","尤信子","13603062663","611",""
"80","民办中华中学","南京市秦淮区中华路369号","郑星","15906762090","中学","公办","江苏省教育厅","","伍胜","15508241769","699",""
"81","南京市第四十三中学","南京市秦淮区花露北岗21号","沈舒","13803085768","中学","公办","江苏省教育厅","","薛之","15805865794","466",""
"82","无锡南洋国际学校","江苏省无锡市滨湖区大浮镇军浮路99号
","唐蓓","13100881275","中学","公办","江苏省教育厅","","卜成","13902890707","702",""
"83","无锡市胡埭中学","无锡市滨湖区胡埭镇南新街32号","邬舒","15500971186","中学","公办","江苏省教育厅","","倪兴","15101536724","496",""
"84","无锡市梅梁中学","无锡市滨湖区马山梅梁路4号","酆松善","15204219001","中学","公办","江苏省教育厅","","赵飞彬","15308694156","557",""
"85","江苏省太湖高级中学","江苏省无锡市滨湖区太湖镇方桥","张维启","13907734861","中学","公办","江苏省教育厅","","常朋斌","15904997118","682",""
"86","无锡市华庄中学","无锡市滨湖区华庄镇育才路85号","舒平保","13906125298","中学","公办","江苏省教育厅","","计姬舒","13908683919","681",""
"87","无锡市滨湖中学","无锡市滨湖区滨湖镇南横街45号","项艳","13904340670","中学","公办","江苏省教育厅","","殷茂进","15800408312","786",""
"88","无锡市雪浪中学","无锡市滨湖区太湖镇雪浪育才路3号","史莺","13401382942","中学","公办","江苏省教育厅","","余莺","15907405427","634",""
"89","苏州市吴中区西山中学","苏州市吴中区西山镇东河新区二图里53号","施飘育","15305911304","中学","公办","江苏省教育厅","","孙朋斌","15800772371","810",""
"90","苏州市吴中区东山中学","苏州市吴中区东山镇人民街62号
","苗时","13207982242","中学","公办","江苏省教育厅","","朱利清","15503925832","692",""
"91","苏州蓝缨学校","苏州市吴中区越湖路1198号","纪彩","13407085994","中学","公办","江苏省教育厅","","黄子","13803364643","619",""
"92","苏州市吴中区长桥中学","苏州市吴中区长桥街道苏蠡路38号","秦珠","15900911932","中学","公办","江苏省教育厅","","俞士以","13005621214","884",""
"93","江苏省外国语学校","苏州市吴中区吴中大道圣陶路1号","狄敬震","15708800504","中学","公办","江苏省教育厅","","于云莲","13902343216","489",""
"94","苏州市吴中区木渎第二高级中学","苏州市吴中区木渎镇木东路21号","纪宁","15300874777","中学","公办","江苏省教育厅","","郝晓","13805088417","459",""
"95","苏州市吴中区苏苑高级中学","宝带东路331号","傅冠","15802377691","中学","公办","江苏省教育厅","","毕广志","15207907922","764",""
"96","苏州市吴中区郭巷中学","苏州市吴中区郭巷镇郭新东路40号","鲍保","13806617143","中学","公办","江苏省教育厅","","汤纯毓","15000261544","435",""
"97","苏州市吴中区浦庄中学","苏州市吴中区浦庄镇育才路5号","吴朗伯","15007116029","中学","公办","江苏省教育厅","","韦全","13302452692","446",""
"98","苏州市吴中区石公中学","苏州市吴中区西山镇镇夏街60号","戴盛","15803607222","中学","公办","江苏省教育厅","","酆娴","15802571499","787",""
"99","宜兴市周铁中学","宜兴市周铁镇周前路","齐蕊薇","13407805730","中学","公办","江苏省教育厅","","萧朗伯","13501187134","482",""
"100","宜兴市徐舍中学","徐舍镇人民路
","倪洁梅","15106650932","中学","公办","江苏省教育厅","","罗河哲","15100495449","463",""
"101","宜兴市铜峰中学","江苏省宜兴市环保科技工业园","杨军","13006890998","中学","公办","江苏省教育厅","","伍贵福","13800183745","816",""
"102","江阴市祝塘中学","江阴市祝塘镇镇北路177号","雷松善","15602030331","中学","公办","江苏省教育厅","","乐香","13405540625","552",""
"103","江阴市顾山中学","江阴市顾山镇香山北路108号","蓝信子","15008418220","中学","公办","江苏省教育厅","","戴良海","13403488855","489",""
"104","江阴市长泾中学","江阴市长泾镇学前街18号","钱可","15807658171","中学","公办","江苏省教育厅","","项军","15103407714","733",""
"105","江阴市南闸中学","江阴市南闸镇孙家村5号","闵宏言","15300452254","中学","公办","江苏省教育厅","","施致树","13805783544","490",""
"106","江阴市云亭中学","江阴市云亭镇环南路106号","喻宁欣","15502205424","中学","公办","江苏省教育厅","","曹爱妹","13306393378","522",""
"107","江阴市申港中学","江阴市申港镇人民北路145号","严之","15500835405","中学","公办","江苏省教育厅","","秦荔","15607751074","756",""
"108","溧水县第二高级中学","溧水县永阳镇毓秀路5号","安发","13303791581","中学","公办","江苏省教育厅","","姜安","13000350685","521",""
"109","溧水县东庐初级中学","江苏省南京市溧水县永阳镇东庐集镇","蓝惠珠","13508546629","中学","公办","江苏省教育厅","","和成","15905235842","467",""
"110","溧水县实验学校","溧水县永阳镇金蛙路88号","屈昌成","13000019019","中学","公办","江苏省教育厅","","史宏言","13001153866","454",""
"111","江苏第二师范学院","南京市北京西路77号","潘冠","15904098700","本科","公办","江苏省教育厅","","茅绍功","13606103709","765",""
"112","南京师范大学自考招生","苏省南京市宁海路122号","孙馥","13907924828","本科","公办","江苏省教育厅","","水朋斌","15704787981","3306",""
"113","南京森林警察学院","江苏省南京市仙林大学城文澜路28号","戴克伦","13204704930","本科","公办","国家林业局","","阮梅","13301587810","4500",""
"114","解放军南京政治学院","江苏省南京市中山北路254号","费伊亚","13605805768","本科","公办","江苏省教育厅","","湛江超","13303972928","2800",""
"115","南京师范大学泰州学院","江苏省泰州市东风南路518号","元健世","13800925276","本科","民办","江苏省教育厅","","潘心邦","15702500617","3100",""
"116","解放军理工大学","江苏省南京市白下区海福巷1号","邵振壮","15803121615","本科","公办","中国人民解放军总政治部","","窦庆","15101202293","3600",""
"117","南京财经大学红山学院","南京市鼓楼区铁路北街128号","庞露瑶","13502707231","本科","民办","江苏省教育厅","","赵保","13500368050","7000",""
"118","南京中医药大学翰林学院","南京市仙林大道138号","平和","13506887141","本科","民办","江苏省教育厅","","沈菲寒","15203075203","5100",""
"119","南京审计学院金审学院","江苏省南京市浦口区江浦街道雨山西路86","庞全","13405202159","本科","民办","江苏省教育厅","","汤翰","15207071274","7000",""
"120","南京邮电大学通达学院","南京市新模范马路66号","茅江超","13202076711","本科","民办","江苏省教育厅","","杜鹏泽","15004158153","6000",""
"121","南京医科大学康达学院","南京市汉中路140号南京医科大学康达学院","罗诚先","15907283439","本科","民办","江苏省教育厅","","酆福","13701208377","6000",""
"122","南京师范大学中北学院","江苏省南京市文苑路1号","李厚庆","13000811442","本科","民办","江苏省教育厅","","雷群豪","15304113070","6200",""
"123","南京工业大学浦江学院","南京市中山北路200号","穆鹏泽","15500590670","本科","民办","江苏省教育厅","","苏维启","15801328452","9800",""
"124","中国传媒大学南广学院","江苏省南京市江宁区科学园弘景大道3666号","金寒","13805531978","本科","民办","江苏省教育厅","","施谦","15102697144","11000",""
"125","南京航空航天大学金城学院","南京市江宁区禄口航金大道99号","和冠","15908733240","本科","民办","江苏省教育厅","","韩晶妍","13904956626","12000",""
"126","南京理工大学紫金学院","南京仙林大学城文澜路89号","唐伟刚","15901012573","本科","民办","江苏省教育厅","","顾超","13902692714","9000",""
"127","南京大学金陵学院","南京市浦口区沿江镇学府路8号","卜谦","15504298100","本科","民办","江苏省教育厅","","冯承乐","15805630453","12000",""
"128","金陵科技学院龙蟠学院","南京市江宁大学城弘景大道99号","鲍龙","13504537915","本科","民办","江苏省教育厅","","费国胜","15202974605","7000",""
"129","南京信息工程大学滨江学院","江苏南京浦口区龙山北路6号","何超","15004714048","本科","民办","江苏省教育厅","","马飘育","15802230858","12000",""
"130","南京林业大学南方学院","南京市龙蟠路159号","常芳","15803028931","本科","民办","江苏省教育厅","","周建家","13903383507","8000",""
"131","中国人民解放军理工大学","江苏省南京市白下区海福巷1号","穆仁","15807213098","本科","民办","江苏省教育厅","","魏天","15903377682","9000",""
"132","三江学院","南京市雨花台区铁心桥龙西路10号","平翔旭","15002601048","本科","民办","江苏省教育厅","","章姬舒","13701107961","18000",""
"133","东南大学成贤学院","南京市浦口区东大路6号","冯功","13708707457","本科","民办","江苏省教育厅","","孙壮","15800321665","4000",""
"134","南京理工大学泰州科技学院","江苏省泰州市迎春东路8号","雷伊亚","15803442051","本科","民办","江苏省教育厅","","倪红","13602168003","3800",""
"135","南京森林公安高等专科学校","江苏省南京市花园路11号","尤艳","13308587186","本科","公办","江苏省教育厅","","倪宏言","13901211111","4000",""
"136","金陵科技学院","南京市江宁区弘景大道99号","金鹏泽","15603112154","本科","公办","江苏省教育厅","","郎乐","15101800637","19000",""
"137","南京体育学院","南京市灵谷寺路8号","唐韵融","15204016515","本科","公办","江苏省教育厅","","罗龙","13305895883","8000",""
"138","南京工业大学","江苏省南京市中山北路200号","庞梁栋","13407770476","本科","公办","江苏省教育厅","","姜波宁","15106816591","30000",""
"139","南京林业大学","江苏省南京市龙蟠路159号","陈磊民","15603733147","本科","公办","江苏省教育厅","","卫全","15705686590","29000",""
"140","南京医科大学","南京市汉中路140号","时纨仪","15002251745","本科","公办","江苏省教育厅","","戚红","13201637075","13000",""
"141","南京信息工程大学","江苏省南京市宁六路219号","方文","13602387738","本科","公办","江苏省教育厅","","董善","13300474028","30000",""
"142","南京财经大学","江苏南京市仙林大学城文苑路3号","贝振壮","15002022890","本科","公办","江苏省教育厅","","郑娣叶","13901673198","15000",""
"143","南京中医药大学","南京仙林大学城仙林大道138号","伏奇","15103541742","本科","公办","江苏省教育厅","","花莺","15800972457","14000",""
"144","南京邮电大学","江苏省南京市新模范马路66号","雷固之","15702825568","本科","公办","江苏省教育厅","","邬彪博","13102886494","11000",""
"145","南京审计学院","江苏省南京市浦口区江浦街道雨山西路86号","马鹏泽","13202835357","本科","公办","江苏省教育厅","","茅芬芳","15803002119","4000",""
"146","南京艺术学院","南京市虎踞北路15号","施固之","15006366198","本科","公办","江苏省教育厅","","米磊民","15607207737","9000",""
"147","南京晓庄学院","南京市江宁区弘景大道3601号","戚福","13102137185","本科","公办","江苏省教育厅","","马琰","15803296176","8600",""
"148","南京工程学院","南京市江宁科学园弘景大道1号","黄宏言","15805928051","本科","公办","江苏省教育厅","","臧亚","13904693237","11000",""
"149","中国药科大学","江苏省南京市鼓楼区中央路童家巷24号","董叶","13808440475","本科","公办","江苏省教育厅","","纪钧冠","15008689068","8000",""
"150","河海大学","江苏省南京市西康路1号","姚生龙","15900944416","本科","公办","江苏省教育厅","","董哲","13700758681","44000",""
"151","泾县高级职业中学","泾县红星路49－1号","周栋","15303617662","中学","公办","安徽省教育厅","","伍胜","15705755588","538",""
"152","安徽省和县第二中学","和县历阳镇新生街","曹言","13507201163","中学","公办","安徽省教育厅","","王栋","15700376944","837",""
"153","安徽省南陵县第一中学","南陵县籍山镇陵阳路27号
","郝承乐","13303498507","中学","公办","安徽省教育厅","","俞丹","15907821020","665",""
"154","安徽省合肥市第二十四中学","郊区大兴镇兴集二十四中","周厚庆","13400930096","中学","公办","安徽省教育厅","","尹山仁","13207770358","404",""
"155","安徽省潛山中學","梅城西街路58號
","谈荔","15505730139","中学","公办","安徽省教育厅","","茅刚","15801228287","500",""
"156","安徽合肥中国科学技术大学附属中学","西市区金寨路96号
","褚星","13707607899","中学","公办","安徽省教育厅","","何盛","13702880214","852",""
"157","安徽合肥私立大志高级中学","中市区霍邱路180号","倪伯","15705876834","中学","公办","安徽省教育厅","","于春菊","15702425516","406",""
"158","安徽合肥私立大志高级中学","安徽合肥市寿春中学","郑强军","13104730258","中学","公办","安徽省教育厅","","傅利清","13302081428","457",""
"159","安徽合肥市第五十一中学","郊区义城镇1号","祝山仁","13707213993","中学","公办","安徽省教育厅","","李仪","15702092641","886",""
"160","安徽合肥市第五十五中学","郊区城东乡合肥合裕路1071号","柳超","15700113194","中学","公办","安徽省教育厅","","褚策腾","13404910908","432",""
"161","安徽合肥市第五十四中学","郊区常青镇十五里河村十四中","潘美娜","13603174657","中学","公办","安徽省教育厅","","凤广志","13808125216","659",""
"162","安徽合肥市第五十七中学","郊区大圩乡晓南五十七中","酆义兴","13705985415","中学","公办","安徽省教育厅","","杜庆","13706910244","559",""
"163","安徽合肥市第五十六中学","郊区义兴镇黄镇五十六中","韦霞香","13800657325","中学","公办","安徽省教育厅","","酆康星","13505052466","656",""
"164","安徽合肥市第五十九中学","郊区经济技术开发区合经区锦绣村五十九中","杨眉","15507825392","中学","公办","安徽省教育厅","","范星","15700956298","861",""
"165","安徽合肥钢铁公司中学","东市区采石路31号","吕光天","15807804152","中学","公办","安徽省教育厅","","郝嘉","13002588238","482",""
"166","安徽合肥华泰高级中学","郊区骆岗镇大墙中學","邹雅","13405825913","中学","公办","安徽省教育厅","","狄顺","13708358561","713",""
"167","安徽合肥市百花中学","中市区操兵巷12号","陶天","15604145247","中学","公办","安徽省教育厅","","倪榕","13007841028","671",""
"168","临安市昌北中学","浙江省临安市岛石镇昌北中学","韦敬震","13701765282","中学","公办","浙江省教育厅","","酆春菊","13200511453","400",""
"169","淳安县第二中学","淳安县第二中学
","张鹏泽","15102153922","中学","公办","浙江省教育厅","","汪军","15503704205","628",""
"170","余杭区杭州绿城育华桃花源学校","余杭区中泰乡桃源社区梅花山36--1号","姚清","15208581715","中学","公办","浙江省教育厅","","熊青倩","15607735616","793",""
"171","余杭区杭州二中树兰实验学校","杭州市余杭区临平星光街1号","安姬舒","15001052938","中学","公办","浙江省教育厅","","杜滢馥","15603068393","508",""
"172","杭州仁和外国语学校","浙江省杭州市梵村","郑成","13602153788","中学","公办","浙江省教育厅","","殷辉力","13802325184","652",""
"173","杭州西子实验学校","浙江省杭州市西湖区周浦乡湖埠村","卫以","15708597520","中学","公办","浙江省教育厅","","曹琬茗","13300825789","868",""
"174","杭州外语实验学校","杭州之江渡假区梵村外语实验学校","王安","13702205403","中学","公办","浙江省教育厅","","鲁婕馨","13105272253","712",""
"175","杭州民办东方中学","浙江省杭州市西湖区西溪路655—1号","苏成","13307915144","中学","公办","浙江省教育厅","","余波宁","13107966057","491",""
"176","杭州市保俶塔实验学校","杭州市体育场路金祝新村内","岑飘育","15100036036","中学","公办","浙江省教育厅","","章元全","13000325109","507",""
"177","杭州宋城华美学校","杭州市之江大道148号","酆壮","13903335796","中学","公办","浙江省教育厅","","平中","13206368586","442",""
"178","杭州文澜中学","杭印路文澜路1 号","薛维启","13504220918","中学","公办","浙江省教育厅","","屈亨奇","13302032441","602",""
"179","杭州北苑实验中学","杭州半山路兴学弄1号","皮枝思","15006796534","中学","公办","浙江省教育厅","","项厚庆","13208617398","534",""
"180","杭州市实验外国语学校","杭州经济技术开发区6号路","冯洁梅","15803586744","中学","公办","浙江省教育厅","","何旭","15705468408","682",""
"181","杭州国泰外语艺术学校","杭州市景芳五区景湘路8号","窦凤","13600751904","中学","公办","浙江省教育厅","","卜伦","13500707143","621",""
"182","杭州艮山中学","杭州体育场路1号
","席宁欣","15903323369","中学","公办","浙江省教育厅","","雷菁梦","13705487011","866",""
"183","英特外国语学校","杭州市小和山高教园区","成义兴","15507946901","中学","公办","浙江省教育厅","","姜竹霭","15001425863","624",""
"184","杭州绿城育华学校","杭州市文一西路532号","任友裕","15503997911","中学","公办","浙江省教育厅","","席婕馨","13506185382","835",""
"185","杭州外国语学校","杭州留下镇留和路299号","范舒","13505085387","中学","公办","浙江省教育厅","","酆艳","13900368064","523",""
"186","慈溪实验高级中学","浙江省慈溪市浒山金桥路418号","穆楠榕","13004866602","中学","公办","浙江省教育厅","","卞志","15704818566","856",""
"187","重庆市女子职业高级中学","唐家沱高速公路出口处女职中B教学区
重庆市江北区郭家沱","禹轮翰","15300011356","中学","公办","重庆市教育厅","","熊军","15102858268","883",""
"188","重庆市望江中学","重庆市江北区五里店红土地特1号","董诚先","15900807497","中学","公办","重庆市教育厅","","蓝旭","13702501458","457",""
"189","重庆市字水中学","重庆市江北区鲤鱼池120号","花祥","13302530771","中学","公办","重庆市教育厅","","雷永","15604511140","530",""
"190","重庆市第十八中学","奉化三溪路128号","严建家","15701967268","中学","公办","重庆市教育厅","","宋凤","13400024559","666",""
"191","宁波东方外国语学校","慈溪龙山伏龙山
","明奇","15305262514","中学","公办","浙江省教育厅","","邬力","13900014802","889",""
"192","宁波光华学校","慈溪市新城大道南端","舒琳素","13607175635","中学","公办","浙江省教育厅","","阮璐","15507200234","658",""
"193","慈溪市慈吉中学","余姚市子陵路422号","鲍林有","15700565635","中学","公办","浙江省教育厅","","秦伯","15507094615","437",""
"194","余姚市高风中学","宁海县跃龙街道徐霞客大道对面","潘竹霭","15707440849","中学","公办","浙江省教育厅","","项辉力","15304606933","839",""
"195","宁波致远外国语学校","象山县西周镇嵩溪路226号","许婷姣","15003612192","中学","公办","浙江省教育厅","","吕勇毅","15101693472","511",""
