"10","1·27阻碍执行职务事件","","塔营北街北双桥村村委会西行10米","否","2014/1/27","甘先","15007323393","元薇蕊","13","大","否","否","阻碍执行职务","2014年1月27日在塔营北街北双桥村村委会西行10米发生了阻碍执行职务事件"
"11","8·5扰乱公共场所秩序事件","","石景山路2号北京台湾街C01区3号楼首层","否","2009/8/5","齐华蕊","13802301843","凌伟达","14","中","否","否","扰乱公共场所秩序","2009年8月5日在石景山路2号北京台湾街C01区3号楼首层发生了扰乱公共场所秩序事件"
"12","9·14盗窃、损毁公共设施事件","","广顺北大街六佰本商业街","否","2010/9/14","莫柔","13407851289","穆怡君","15","小","否","否","盗窃、损毁公共设施","2010年9月14日在广顺北大街六佰本商业街发生了盗窃、损毁公共设施事件"
"13","11·25寻衅滋事事件","","东直门内大街10号楼-3号","否","2007/11/25","陶琰","15006745400","贾柔爽","16","大","否","是","寻衅滋事","2007年11月25日在东直门内大街10号楼-3号发生了寻衅滋事事件"
"14","1·16违反危险物质管理规定事件","","古城小街8号","否","2009/1/16","金绍冠","13304382245","窦枫","5","小","否","否","违反危险物质管理规定","2009年1月16日在古城小街8号发生了违反危险物质管理规定事件"
"15","6·6寻衅滋事事件","","西六环路永安社区东门旁","否","2018/6/6","龚颖","15703220023","吴会","3","小","否","否","寻衅滋事","2018年6月6日在西六环路永安社区东门旁发生了寻衅滋事事件"
"16","1·15嫖娼事件","","砖厂南里33号楼3层","否","2007/1/15","纪柔","13601526514","徐纨瑗","11","中","否","否","嫖娼","2007年1月15日在砖厂南里33号楼3层发生了嫖娼事件"
"17","4·23敲诈勒索事件","","东直门内大街10号楼-3号","否","2007/4/23","尹翠","15305550946","胡进","3","中","否","否","敲诈勒索","2007年4月23日在东直门内大街10号楼-3号发生了敲诈勒索事件"
"18","9·2殴打他人事件","","青年路27号院华纺新天地底商3-3","否","2013/9/2","罗丽","13008755462","石健","10","小","否","否","殴打他人","2013年9月2日在青年路27号院华纺新天地底商3-3发生了殴打他人事件"
"19","8·22敲诈勒索事件","","北京朝阳区光华路soho219","否","2006/8/22","伏丹","15106450471","凌瑶","9","大","否","否","敲诈勒索","2006年8月22日在北京朝阳区光华路soho219发生了敲诈勒索事件"
"20","2·16抢夺事件","","运河西大街葛布店北里141号果园环岛东侧200米","否","2006/2/16","孙天磊","13600957696","成宏雄","5","小","否","否","抢夺","2006年2月16日在运河西大街葛布店北里141号果园环岛东侧200米发生了抢夺事件"
"21","4·12故意伤害事件","","青年路27号院华纺新天地底商3-3","否","2017/4/12","施倩","13604468046","朱彬","15","小","否","否","故意伤害","2017年4月12日在青年路27号院华纺新天地底商3-3发生了故意伤害事件"
"22","10·28殴打他人事件","","四季青阜石路西山国际城甲69号11号楼107","否","2013/10/28","毕欣","15608833321","严巧英","7","中","是","否","殴打他人","2013年10月28日在四季青阜石路西山国际城甲69号11号楼107发生了殴打他人事件"
"23","1·8盗窃、损毁公共设施事件","","前孙公园胡同11号","否","2013/1/8","盛航","15805336919","霍馥","11","大","否","否","盗窃、损毁公共设施","2013年1月8日在前孙公园胡同11号发生了盗窃、损毁公共设施事件"
"24","10·31抢夺事件","","十八里店周庄嘉园C区4号院西门北200米","否","2014/10/31","姜进","15105637372","华琼琳","11","大","否","否","抢夺","2014年10月31日在十八里店周庄嘉园C区4号院西门北200米发生了抢夺事件"
"25","11·25非法携带枪支、弹药、管制工具事件","","文华西路赵记蜜制烤翅旁","否","2016/11/25","汪玲","13600210645","彭心","2","大","否","否","非法携带枪支、弹药、管制工具","2016年11月25日在文华西路赵记蜜制烤翅旁发生了非法携带枪支、弹药、管制工具事件"
"26","8·12非法携带枪支、弹药、管制工具事件","","砖厂南里33号楼3层","否","2012/8/12","张瑾菊","13705460715","吕枫琬","6","小","否","否","非法携带枪支、弹药、管制工具","2012年8月12日在砖厂南里33号楼3层发生了非法携带枪支、弹药、管制工具事件"
"27","5·26扰乱公共场所秩序事件","","亮甲店桥头亮甲店路美怡汽车服务有限公司亮甲店分公司隔壁","否","2009/5/26","谭乐才","13006542213","邓奇","10","中","否","否","扰乱公共场所秩序","2009年5月26日在亮甲店桥头亮甲店路美怡汽车服务有限公司亮甲店分公司隔壁发生了扰乱公共场所秩序事件"
"28","8·29赌博事件","","东四北大街甲82-1号","否","2008/8/29","顾全善","15506012627","魏环秀","16","小","否","否","赌博","2008年8月29日在东四北大街甲82-1号发生了赌博事件"
"29","3·31诈骗事件","","双花园南里三区23号楼103室","否","2006/3/31","谈嘉","15305496839","董蕊","8","中","是","否","诈骗","2006年3月31日在双花园南里三区23号楼103室发生了诈骗事件"
"30","4·3嫖娼事件","","北洼西里48号宝联体育公园院内手抓龙虾","否","2013/4/3","谈香晶","13907061958","魏民","15","小","否","否","嫖娼","2013年4月3日在北洼西里48号宝联体育公园院内手抓龙虾发生了嫖娼事件"
"31","12·24非法携带枪支、弹药、管制工具事件","","望京商业中心中庭广场F座109","否","2014/12/24","蔡思克","15005582138","吴时","4","小","否","否","非法携带枪支、弹药、管制工具","2014年12月24日在望京商业中心中庭广场F座109发生了非法携带枪支、弹药、管制工具事件"
"32","2·18非法携带枪支、弹药、管制工具事件","","欣宁街15号荟聚购物中心2楼","否","2009/2/18","袁宜欣","13906242967","柳露莉","6","小","否","否","非法携带枪支、弹药、管制工具","2009年2月18日在欣宁街15号荟聚购物中心2楼发生了非法携带枪支、弹药、管制工具事件"
"33","9·30卖淫事件","","建国路93号万达广场16号楼103室","否","2018/9/30","郑世","13800135286","金炎","12","中","否","否","卖淫","2018年9月30日在建国路93号万达广场16号楼103室发生了卖淫事件"
"34","12·1赌博事件","","立汤路186号龙德广场5层","否","2009/12/1","谭慧","15108352279","云秋琳","8","中","否","否","赌博","2009年12月1日在立汤路186号龙德广场5层发生了赌博事件"
"35","7·15毒品违法活动事件","","东直门内大街15-7号","否","2014/7/15","柯英妍","15206368496","余凤","11","中","否","否","毒品违法活动","2014年7月15日在东直门内大街15-7号发生了毒品违法活动事件"
"36","3·26敲诈勒索事件","","青年路27号院华纺新天地底商3-3","否","2019/3/26","汤腾","15604272479","武希","15","大","否","否","敲诈勒索","2019年3月26日在青年路27号院华纺新天地底商3-3发生了敲诈勒索事件"
"37","5·14非法携带枪支、弹药、管制工具事件","","大栅栏西街88号","否","2009/5/14","乔娟亚","15707533727","侯艳聪","14","小","否","否","非法携带枪支、弹药、管制工具","2009年5月14日在大栅栏西街88号发生了非法携带枪支、弹药、管制工具事件"
"38","2·18诈骗事件","","民旺北胡同民旺园","是","2018/2/18","萧珊","15102122631","薛馥艺","13","小","否","否","诈骗","2018年2月18日在民旺北胡同民旺园发生了诈骗事件"
"39","12·21阻碍执行职务事件","","大屯北路金泉美食宫一层大屯里312-8","否","2005/12/21","云江","15604312546","戚策","11","小","否","否","阻碍执行职务","2005年12月21日在大屯北路金泉美食宫一层大屯里312-8发生了阻碍执行职务事件"
"40","8·16盗窃、损毁公共设施事件","","建国路93号万达广场16号楼103室","否","2004/8/16","奚娥","13800357586","魏欣凡","16","中","是","是","盗窃、损毁公共设施","2004年8月16日在建国路93号万达广场16号楼103室发生了盗窃、损毁公共设施事件"
"41","10·5敲诈勒索事件","","百子湾路29号","否","2005/10/5","翟枝欢","13702737113","葛新杰","10","中","否","否","敲诈勒索","2005年10月5日在百子湾路29号发生了敲诈勒索事件"
"42","5·10扰乱单位秩序事件","","礼贤街西口往东100米路北","否","2016/5/10","童雅聪","13305231393","殷飞航","4","大","否","是","扰乱单位秩序","2016年5月10日在礼贤街西口往东100米路北发生了扰乱单位秩序事件"
"43","11·22阻碍执行职务事件","","窦店镇瓦窑头夹克的虾房山店","否","2008/11/22","苏菊珠","13302220916","白伊菁","13","小","否","否","阻碍执行职务","2008年11月22日在窦店镇瓦窑头夹克的虾房山店发生了阻碍执行职务事件"
"44","6·14盗窃事件","","亚运村北苑路安慧里四区15号楼","否","2013/6/14","盛伊梦","15507776135","钟琰","11","小","否","否","盗窃","2013年6月14日在亚运村北苑路安慧里四区15号楼发生了盗窃事件"
"45","9·11扰乱公共场所秩序事件","","花园路8号","否","2008/9/11","娄茗欢","13402818191","卞清俊","13","小","否","否","扰乱公共场所秩序","2008年9月11日在花园路8号发生了扰乱公共场所秩序事件"
"46","6·1赌博事件","","二拨子工业园区中路102号","是","2011/6/1","冯兰珍","13604310693","祁风善","10","中","否","否","赌博","2011年6月1日在二拨子工业园区中路102号发生了赌博事件"
"47","8·19盗窃、损毁公共设施事件","","陈家林2号盈实大厦向西150米","否","2015/8/19","席凝","13302088356","乔馨荣","2","大","否","否","盗窃、损毁公共设施","2015年8月19日在陈家林2号盈实大厦向西150米发生了盗窃、损毁公共设施事件"
"48","2·5违反危险物质管理规定事件","","昌崔路北邵洼地铁","否","2018/2/5","刘学健","15608651111","娄霄","2","大","否","否","违反危险物质管理规定","2018年2月5日在昌崔路北邵洼地铁发生了违反危险物质管理规定事件"
"49","9·23诈骗事件","","亮甲店桥头亮甲店路美怡汽车服务有限公司亮甲店分公司隔壁","否","2011/9/23","冯园","13104312225","管纯柔","16","小","否","否","诈骗","2011年9月23日在亮甲店桥头亮甲店路美怡汽车服务有限公司亮甲店分公司隔壁发生了诈骗事件"
"50","5·27嫖娼事件","","亦庄荣昌东街地铁站旁","否","2012/5/27","熊龙朗","13504758779","沈政","12","中","否","否","嫖娼","2012年5月27日在亦庄荣昌东街地铁站旁发生了嫖娼事件"
"51","1·21毒品违法活动事件","","文华西路赵记蜜制烤翅旁","否","2007/1/21","卜茜","13906778876","顾琬","14","大","否","否","毒品违法活动","2007年1月21日在文华西路赵记蜜制烤翅旁发生了毒品违法活动事件"
"52","10·4违反危险物质管理规定事件","","百子湾路16号","否","2008/10/4","穆苑悦","15102053521","柳宁","7","中","否","否","违反危险物质管理规定","2008年10月4日在百子湾路16号发生了违反危险物质管理规定事件"
"53","10·20卖淫事件","","百子湾路易构空间对面","否","2007/10/20","段豪星","13506754276","尤伟","9","小","否","否","卖淫","2007年10月20日在百子湾路易构空间对面发生了卖淫事件"
"54","12·1盗窃事件","","东直门内大街15-7号","否","2005/12/1","章黛","15504915257","林楠","13","中","否","否","盗窃","2005年12月1日在东直门内大街15-7号发生了盗窃事件"
"55","8·7非法携带枪支、弹药、管制工具事件","","良乡镇北潞园小区","否","2016/8/7","宋河","15101818599","鲍武","6","中","否","否","非法携带枪支、弹药、管制工具","2016年8月7日在良乡镇北潞园小区发生了非法携带枪支、弹药、管制工具事件"
"56","9·2寻衅滋事事件","","望京商业中心中庭广场F座109","否","2017/9/2","席鹏致","13801395870","郑会","12","小","否","否","寻衅滋事","2017年9月2日在望京商业中心中庭广场F座109发生了寻衅滋事事件"
"57","11·13寻衅滋事事件","","北洼西里48号宝联体育公园院内手抓龙虾","否","2010/11/13","蒋进风","15306962143","戴荔","12","大","否","是","寻衅滋事","2010年11月13日在北洼西里48号宝联体育公园院内手抓龙虾发生了寻衅滋事事件"
"58","5·17故意伤害事件","","华远好天地商业中心37号楼3层301室","否","2019/5/17","唐羽环","15502485553","陶露","12","中","否","否","故意伤害","2019年5月17日在华远好天地商业中心37号楼3层301室发生了故意伤害事件"
"59","10·13盗窃、损毁公共设施事件","","双花园南里三区23号楼103室","否","2009/10/13","胡超武","15202198924","尤达启","3","小","否","否","盗窃、损毁公共设施","2009年10月13日在双花园南里三区23号楼103室发生了盗窃、损毁公共设施事件"
"60","12·17盗窃、损毁公共设施事件","","石景山路2号北京台湾街C01区3号楼首层","否","2012/12/17","齐梁","13105428182","徐翔","16","小","否","否","盗窃、损毁公共设施","2012年12月17日在石景山路2号北京台湾街C01区3号楼首层发生了盗窃、损毁公共设施事件"
"61","3·25故意伤害事件","","健安东路安贞西里二区3号楼","否","2013/3/25","祁彬德","13403200939","齐丽萍","7","小","否","否","故意伤害","2013年3月25日在健安东路安贞西里二区3号楼发生了故意伤害事件"
"62","2·12盗窃事件","","北洼西里48号宝联体育公园院内手抓龙虾","否","2007/2/12","樊航进","13901380467","车涛","2","小","否","否","盗窃","2007年2月12日在北洼西里48号宝联体育公园院内手抓龙虾发生了盗窃事件"
"63","10·3寻衅滋事事件","","窦店镇瓦窑头夹克的虾房山店","否","2014/10/3","姜全","15503194399","陈馨","3","中","否","否","寻衅滋事","2014年10月3日在窦店镇瓦窑头夹克的虾房山店发生了寻衅滋事事件"
"64","9·23故意伤害事件","","百子湾路易构空间对面","否","2005/9/23","汤东杰","15901525031","邬咏飘","11","中","否","是","故意伤害","2005年9月23日在百子湾路易构空间对面发生了故意伤害事件"
"65","1·6殴打他人事件","","吕家营餐饮街30号","否","2017/1/6","费安","15201263997","平雄仁","2","小","否","否","殴打他人","2017年1月6日在吕家营餐饮街30号发生了殴打他人事件"
"66","5·21扰乱单位秩序事件","","北青云路青云小区对面","否","2006/5/21","夏学","13508191467","罗哲固","4","小","否","否","扰乱单位秩序","2006年5月21日在北青云路青云小区对面发生了扰乱单位秩序事件"
"67","1·11诈骗事件","","王府井大街277号平房30,31,32栋","否","2018/1/11","庞澜","15701775538","苗琦","6","中","否","否","诈骗","2018年1月11日在王府井大街277号平房30,31,32栋发生了诈骗事件"
"68","9·19诈骗事件","","吕家营餐饮街30号","否","2014/9/19","李霄","15004526182","甄秋柔","11","中","否","否","诈骗","2014年9月19日在吕家营餐饮街30号发生了诈骗事件"
"69","7·27故意伤害事件","","北七家镇燕城苑南区","是","2011/7/27","罗富航","15707894104","严山","14","中","否","否","故意伤害","2011年7月27日在北七家镇燕城苑南区发生了故意伤害事件"
"70","8·28扰乱公共场所秩序事件","","甜水园东街道家园甲6号","否","2011/8/28","王凡","13902560683","姜杰","9","小","否","否","扰乱公共场所秩序","2011年8月28日在甜水园东街道家园甲6号发生了扰乱公共场所秩序事件"
"71","5·12扰乱单位秩序事件","","朝阳公园路好运街B12商铺","否","2012/5/12","苏莲芝","13807888364","洪颖","3","小","否","否","扰乱单位秩序","2012年5月12日在朝阳公园路好运街B12商铺发生了扰乱单位秩序事件"
"72","4·18违反危险物质管理规定事件","","北洼西里48号宝联体育公园院内手抓龙虾","否","2013/4/18","夏磊","13605073723","万诚承","12","小","否","否","违反危险物质管理规定","2013年4月18日在北洼西里48号宝联体育公园院内手抓龙虾发生了违反危险物质管理规定事件"
"73","4·18嫖娼事件","","广顺北大街六佰本商业街","否","2019/4/18","邵世元","13303341805","常莲","8","中","否","否","嫖娼","2019年4月18日在广顺北大街六佰本商业街发生了嫖娼事件"
"74","12·4阻碍执行职务事件","","北青云路青云小区对面","否","2013/12/4","吉怡伊","15302034601","祁言新","4","小","否","否","阻碍执行职务","2013年12月4日在北青云路青云小区对面发生了阻碍执行职务事件"
"75","2·14违反危险物质管理规定事件","","文慧园西路内100米","否","2019/2/14","华全之","15103266963","吉雪","2","小","是","否","违反危险物质管理规定","2019年2月14日在文慧园西路内100米发生了违反危险物质管理规定事件"
"76","9·24殴打他人事件","","建国路93号万达广场16号楼103室","否","2013/9/24","马勤","15007281697","严羽","12","中","否","否","殴打他人","2013年9月24日在建国路93号万达广场16号楼103室发生了殴打他人事件"
"77","1·7违反危险物质管理规定事件","","昌崔路北邵洼地铁","否","2016/1/7","卜茗","15602872036","娄言彬","4","小","否","否","违反危险物质管理规定","2016年1月7日在昌崔路北邵洼地铁发生了违反危险物质管理规定事件"
"78","10·21扰乱公共场所秩序事件","","东直门内大街5号楼（6）","否","2015/10/21","杨翰栋","15501300204","张朗鸣","8","中","是","否","扰乱公共场所秩序","2015年10月21日在东直门内大街5号楼（6）发生了扰乱公共场所秩序事件"
"79","11·27寻衅滋事事件","","健安东路安贞西里二区3号楼","否","2009/11/27","乔可","15007330931","冯希","3","大","否","否","寻衅滋事","2009年11月27日在健安东路安贞西里二区3号楼发生了寻衅滋事事件"
"80","8·14盗窃事件","","大屯北路金泉美食宫一层大屯里312-8","否","2010/8/14","姚昌学","15206604031","魏晨","7","小","否","否","盗窃","2010年8月14日在大屯北路金泉美食宫一层大屯里312-8发生了盗窃事件"
"81","2·17违反危险物质管理规定事件","","健安东路安贞西里二区3号楼","否","2011/2/17","狄信","15803137615","娄震波","14","中","否","否","违反危险物质管理规定","2011年2月17日在健安东路安贞西里二区3号楼发生了违反危险物质管理规定事件"
"82","12·3扰乱公共场所秩序事件","","盘营沟路首城国际22号楼","否","2011/12/3","皮融晶","15306960011","平彬以","16","中","否","否","扰乱公共场所秩序","2011年12月3日在盘营沟路首城国际22号楼发生了扰乱公共场所秩序事件"
"83","8·23扰乱单位秩序事件","","运河西大街葛布店北里141号果园环岛东侧200米","否","2014/8/23","傅政力","13406267577","金妍茗","6","小","否","否","扰乱单位秩序","2014年8月23日在运河西大街葛布店北里141号果园环岛东侧200米发生了扰乱单位秩序事件"
"84","5·3敲诈勒索事件","","广顺南大街悠乐汇610号楼107室","否","2014/5/3","汤琦","13100944185","薛亮宁","16","中","否","否","敲诈勒索","2014年5月3日在广顺南大街悠乐汇610号楼107室发生了敲诈勒索事件"
"85","8·15阻碍执行职务事件","","田村路京粮广场2楼","否","2013/8/15","邬伯武","13501201002","赵祥","14","小","否","否","阻碍执行职务","2013年8月15日在田村路京粮广场2楼发生了阻碍执行职务事件"
"86","8·1盗窃、损毁公共设施事件","","西六环路永安社区东门旁","否","2004/8/1","席峰辰","15602278356","伏辰政","6","中","否","否","盗窃、损毁公共设施","2004年8月1日在西六环路永安社区东门旁发生了盗窃、损毁公共设施事件"
"87","3·13卖淫事件","","北洼西里48号宝联体育公园院内手抓龙虾","否","2018/3/13","卜文树","15000467987","秦绍顺","13","中","否","否","卖淫","2018年3月13日在北洼西里48号宝联体育公园院内手抓龙虾发生了卖淫事件"
"88","1·8违反危险物质管理规定事件","","华远好天地商业中心37号楼3层301室","否","2016/1/8","章瑾","15802602018","纪晶茗","13","中","否","否","违反危险物质管理规定","2016年1月8日在华远好天地商业中心37号楼3层301室发生了违反危险物质管理规定事件"
"89","4·27赌博事件","","田村路京粮广场2楼","否","2012/4/27","戴风","15606728609","席泰仁","7","中","否","否","赌博","2012年4月27日在田村路京粮广场2楼发生了赌博事件"
"90","1·8赌博事件","","欣宁街15号荟聚购物中心2楼","否","2010/1/8","季欣雪","13605243395","严悦莎","9","中","否","否","赌博","2010年1月8日在欣宁街15号荟聚购物中心2楼发生了赌博事件"
"91","4·18扰乱单位秩序事件","","华远好天地商业中心37号楼3层301室","否","2019/4/18","管行楠","15503856517","傅维有","5","大","否","否","扰乱单位秩序","2019年4月18日在华远好天地商业中心37号楼3层301室发生了扰乱单位秩序事件"
"92","3·20敲诈勒索事件","","朝阳北路青年汇104号楼底商102","否","2017/3/20","司欢","13500458039","祝洁","2","小","否","否","敲诈勒索","2017年3月20日在朝阳北路青年汇104号楼底商102发生了敲诈勒索事件"
"93","3·8殴打他人事件","","百子湾桥西一百米路北","否","2014/3/8","崔霭纯","15200904866","常心志","9","中","否","否","殴打他人","2014年3月8日在百子湾桥西一百米路北发生了殴打他人事件"
"94","6·11故意伤害事件","","南环路53号悦荟万科广场B1","否","2007/6/11","郭聪慧","15804016517","霍纨亚","9","中","否","是","故意伤害","2007年6月11日在南环路53号悦荟万科广场B1发生了故意伤害事件"
"95","9·23故意伤害事件","","青年路27号院华纺新天地底商3-3","否","2006/9/23","霍楠","13108086710","邱颖婷","15","中","否","否","故意伤害","2006年9月23日在青年路27号院华纺新天地底商3-3发生了故意伤害事件"
"96","9·16盗窃、损毁公共设施事件","","双花园南里三区23号楼103室","否","2017/9/16","狄璧春","13608388456","凌炎元","11","大","否","否","盗窃、损毁公共设施","2017年9月16日在双花园南里三区23号楼103室发生了盗窃、损毁公共设施事件"
"97","3·31敲诈勒索事件","","广安门外车站西街一号院底商","否","2006/3/31","阮欣","13405541131","傅芝","6","小","否","否","敲诈勒索","2006年3月31日在广安门外车站西街一号院底商发生了敲诈勒索事件"
"98","12·1故意伤害事件","","望京小街望京商业中心F座","否","2012/12/1","祁轮弘","13408348975","林可","14","小","否","否","故意伤害","2012年12月1日在望京小街望京商业中心F座发生了故意伤害事件"
"99","12·4敲诈勒索事件","","西六环路永安社区东门旁","否","2004/12/4","卢薇","13503231841","甄力政","9","大","否","否","敲诈勒索","2004年12月4日在西六环路永安社区东门旁发生了敲诈勒索事件"
"100","10·11赌博事件","","北京朝阳区光华路soho219","否","2018/10/11","毕娴菊","15300514852","钟琰融","4","小","否","否","赌博","2018年10月11日在北京朝阳区光华路soho219发生了赌博事件"
"101","3·19阻碍执行职务事件","","毛纺西小区旁","否","2005/3/19","水翠","15503545359","盛彪发","5","小","否","否","阻碍执行职务","2005年3月19日在毛纺西小区旁发生了阻碍执行职务事件"
"102","10·6毒品违法活动事件","","站前北街","否","2005/10/6","卜波","15302583469","吕强家","7","中","否","否","毒品违法活动","2005年10月6日在站前北街发生了毒品违法活动事件"
"103","1·24故意伤害事件","","百子湾路16号","否","2011/1/24","成钧","13306466450","常婕芬","4","中","否","否","故意伤害","2011年1月24日在百子湾路16号发生了故意伤害事件"
"104","12·31阻碍执行职务事件","","横七条龙隆昌大厦底商","是","2010/12/31","娄进安","13305245690","白力","10","小","否","否","阻碍执行职务","2010年12月31日在横七条龙隆昌大厦底商发生了阻碍执行职务事件"
"105","10·5违反危险物质管理规定事件","","毛纺西小区旁","否","2017/10/5","邢维","13608692637","甘有","10","小","否","否","违反危险物质管理规定","2017年10月5日在毛纺西小区旁发生了违反危险物质管理规定事件"
"106","4·12盗窃事件","","朝阳路八里庄东里1号莱锦a区3号楼03a","否","2017/4/12","张娴燕","15805350071","于爱美","13","小","否","否","盗窃","2017年4月12日在朝阳路八里庄东里1号莱锦a区3号楼03a发生了盗窃事件"
"107","11·4殴打他人事件","","盘营沟路首城国际22号楼","否","2016/11/4","程羽","13608543939","施富","16","小","否","否","殴打他人","2016年11月4日在盘营沟路首城国际22号楼发生了殴打他人事件"
"108","12·24故意伤害事件","","石景山路2号北京台湾街C01区3号楼首层","否","2005/12/24","陶利昌","13402562299","陶寒","4","小","否","是","故意伤害","2005年12月24日在石景山路2号北京台湾街C01区3号楼首层发生了故意伤害事件"
"109","6·10毒品违法活动事件","","回龙观新龙城北街北区15号龙虾33私房菜","否","2008/6/10","廉奇进","15706644381","马伯良","3","小","否","否","毒品违法活动","2008年6月10日在回龙观新龙城北街北区15号龙虾33私房菜发生了毒品违法活动事件"
"110","3·5盗窃事件","","望京商业中心中庭广场F座109","否","2007/3/5","程琼希","13102373075","史栋","8","小","否","否","盗窃","2007年3月5日在望京商业中心中庭广场F座109发生了盗窃事件"
"111","6·18故意伤害事件","","前孙公园胡同11号","否","2006/6/18","汤瑾","13500825203","孟志","3","小","否","否","故意伤害","2006年6月18日在前孙公园胡同11号发生了故意伤害事件"
"112","3·16盗窃事件","","亚运村北苑路安慧里四区15号楼","否","2013/3/16","陶绍平","13300467855","柯心家","2","小","否","否","盗窃","2013年3月16日在亚运村北苑路安慧里四区15号楼发生了盗窃事件"
"113","12·31殴打他人事件","","东直门内大街5号楼（6）","否","2009/12/31","冯雪","13308565352","乐贞","11","中","否","否","殴打他人","2009年12月31日在东直门内大街5号楼（6）发生了殴打他人事件"
"114","11·20阻碍执行职务事件","","甜水园东街道家园甲6号","否","2017/11/20","毛群","13400497578","车荔","3","小","否","否","阻碍执行职务","2017年11月20日在甜水园东街道家园甲6号发生了阻碍执行职务事件"
"115","11·22故意伤害事件","","七星东街七星园11号","否","2008/11/22","卫清","13100458381","罗朋","12","小","否","否","故意伤害","2008年11月22日在七星东街七星园11号发生了故意伤害事件"
"116","11·19敲诈勒索事件","","万寿路君安写字楼","否","2006/11/19","郝仪妹","15001821752","成昭露","11","中","否","否","敲诈勒索","2006年11月19日在万寿路君安写字楼发生了敲诈勒索事件"
"117","12·25毒品违法活动事件","","悦邻生活服务广场幸福超市一层底商","否","2016/12/25","葛生","13904362227","司承","4","中","是","否","毒品违法活动","2016年12月25日在悦邻生活服务广场幸福超市一层底商发生了毒品违法活动事件"
"118","8·29敲诈勒索事件","","朝阳北路青年汇104号楼底商102","是","2013/8/29","颜倩","15507623226","平素璐","7","大","否","否","敲诈勒索","2013年8月29日在朝阳北路青年汇104号楼底商102发生了敲诈勒索事件"
"119","8·7盗窃事件","","石景山路2号北京台湾街C01区3号楼首层","否","2006/8/7","范雁","15604060344","路策","4","中","否","否","盗窃","2006年8月7日在石景山路2号北京台湾街C01区3号楼首层发生了盗窃事件"
"120","12·21嫖娼事件","","二拨子工业园区中路102号","否","2017/12/21","徐榕世","13702495444","朱炎","10","小","否","否","嫖娼","2017年12月21日在二拨子工业园区中路102号发生了嫖娼事件"
"121","10·5扰乱公共场所秩序事件","","春泽路与临泓路交叉口南行80米路西","否","2017/10/5","许素","13602962720","安天","4","大","否","否","扰乱公共场所秩序","2017年10月5日在春泽路与临泓路交叉口南行80米路西发生了扰乱公共场所秩序事件"
"122","10·25扰乱单位秩序事件","","万寿路君安写字楼","是","2016/10/25","袁芝","15806509038","喻琛","3","小","否","否","扰乱单位秩序","2016年10月25日在万寿路君安写字楼发生了扰乱单位秩序事件"
"123","9·27阻碍执行职务事件","","王府井大街277号平房30,31,32栋","是","2012/9/27","娄琴","13004867725","卢康贵","5","小","否","否","阻碍执行职务","2012年9月27日在王府井大街277号平房30,31,32栋发生了阻碍执行职务事件"
"124","7·17诈骗事件","","文慧园西路内100米","否","2010/7/17","姚浩","15800882381","胡裕全","9","小","是","是","诈骗","2010年7月17日在文慧园西路内100米发生了诈骗事件"
