"花芸","女","330310199104139406","浙江省绍兴市皇贵有限公司","欠费","异常"
"安中","男","330408198301099078","浙江省嘉兴市春谦有限公司","停交","异常"
"谢毅","男","330115199002149654","浙江省嘉兴市德高有限公司","欠费","未发放"
"顾影荔","男","330726197905296455","浙江省衢州市乾富有限公司","停交","异常"
"酆欣","女","330609199404084165","浙江省嘉兴市鑫德有限公司","停交","未发放"
"伏姬舒","男","330802199608075438","浙江省嘉兴市春信有限公司","欠费","一次性发放"
"蒋鸣","女","330218199303259547","浙江省嘉兴市盛欣有限公司","欠费","已发放"
"皮玲","男","330923198612061614","浙江省台州市瑞丰有限公司","停交","已发放"
"任策腾","女","330326199009231788","浙江省金华市久多有限公司","欠费","已发放"
"伍娜","女","330423198110247721","浙江省舟山市 德高有限公司","正常","未发放"
"元盛","男","330522198002155357","浙江省宁波市旺利有限公司","欠费","异常"
"姚永","男","330726197405147190","浙江省金华市元优有限公司","正常","已发放"
"祁毅","女","331015197212077768","浙江省湖州市东弘有限公司","正常","异常"
"吴芸","男","331019198004141034","浙江省金华市德祥有限公司","停交","未发放"
"王璐","男","330903198507186932","浙江省衢州市元优有限公司","欠费","异常"
"鲁影荔","男","330802198210035994","浙江省温州市华飞有限公司","欠费","异常"
"苏元全","男","330214199803272775","浙江省嘉兴市利如有限公司","正常","未发放"
"郎群豪","男","330113199404104813","浙江省嘉兴市隆安有限公司","停交","一次性发放"
"谢成","男","330617197203041176","浙江省舟山市 伟荣有限公司","欠费","一次性发放"
"毕岩中","男","330811197307032312","浙江省金华市盛欣有限公司","停交","未发放"
"郑邦","男","330813197609176791","浙江省温州市隆安有限公司","欠费","异常"
"皮惠珠","男","331009199110046513","浙江省杭州市乾美有限公司","欠费","一次性发放"
"臧纨仪","女","330214197311089949","浙江省杭州市元优有限公司","停交","已发放"
"任奇","女","331019199612138521","浙江省宁波市同富有限公司","欠费","已发放"
"钱行时","女","330219199611196625","浙江省宁波市东昌有限公司","正常","已发放"
"尤香","男","330127198906102258","浙江省宁波市东弘有限公司","停交","一次性发放"
"戚姣","女","330513197310087842","浙江省金华市聚兴有限公司","正常","已发放"
"常辉力","女","330714197604104161","浙江省宁波市昌益有限公司","停交","异常"
"伍亚","女","330712199802272929","浙江省温州市昌益有限公司","正常","异常"
"冯琴","男","330802197603012057","浙江省宁波市鑫德有限公司","正常","已发放"
"许翰","男","330602197007222799","浙江省杭州市盛欣有限公司","停交","已发放"
"汤凝晓","男","331007199003122491","浙江省杭州市久协有限公司","正常","未发放"
"柏荣","女","330408199312128689","浙江省丽水市伟复有限公司","停交","未发放"
"闵义兴","女","330628197205284344","浙江省嘉兴市德高有限公司","正常","已发放"
"邹婷姣","男","330513199209183135","浙江省台州市同富有限公司","停交","已发放"
"韩俊峰","男","330615198506242438","浙江省绍兴市元正有限公司","正常","已发放"
"苏朗伯","女","330102199305148180","浙江省衢州市元优有限公司","欠费","已发放"
"葛妹","男","330118198904198410","浙江省金华市长福有限公司","欠费","异常"
"伍文","男","330407198808032574","浙江省杭州市德高有限公司","正常","一次性发放"
"郑生龙","女","331027199805309400","浙江省杭州市广安有限公司","欠费","一次性发放"
"穆坚和","女","330923197602216624","浙江省温州市吉如有限公司","停交","未发放"
"戚朗伯","男","330812199305266892","浙江省舟山市 万康有限公司","停交","一次性发放"
"毛学祥","女","330308198103074885","浙江省金华市久协有限公司","正常","未发放"
"褚元全","女","330119197501144064","浙江省宁波市长隆有限公司","停交","已发放"
"狄荣","男","330617197412148716","浙江省嘉兴市万康有限公司","欠费","未发放"
"袁鹏泽","女","331027197309179644","浙江省衢州市鑫德有限公司","欠费","已发放"
"汤民","男","331010199512175799","浙江省杭州市乾美有限公司","欠费","已发放"
"杨瑞凡","女","330815199502285322","浙江省绍兴市东昌有限公司","正常","异常"
"梁中","男","330606199406112734","浙江省杭州市同福有限公司","停交","一次性发放"
"韩惠珠","女","330916199008171785","浙江省衢州市巨久有限公司","正常","未发放"
"岑哲","男","330528199607248715","浙江省绍兴市瑞丰有限公司","停交","未发放"
"卫裕","女","330708199203053300","浙江省嘉兴市耀佳有限公司","停交","一次性发放"
"吴新","女","330412199602077526","浙江省嘉兴市辉圣有限公司","欠费","异常"
"姚兰凤","男","330707197604116711","浙江省台州市隆安有限公司","正常","异常"
"朱荔","男","330207198310093877","浙江省丽水市利如有限公司","正常","一次性发放"
"成韵融","女","330317197910171682","浙江省舟山市 同福有限公司","正常","未发放"
"柳影荔","女","330526197411301568","浙江省湖州市盛欣有限公司","欠费","已发放"
"戴桂","女","330118197402189406","浙江省宁波市同富有限公司","欠费","已发放"
"皮晶妍","女","330518199609014664","浙江省杭州市合亨有限公司","欠费","已发放"
"孟雪荣","女","330222199006155380","浙江省丽水市广安有限公司","停交","已发放"
"阮东文","男","330317199009118556","浙江省宁波市东弘有限公司","停交","未发放"
"卜达安","男","330825198808299332","浙江省杭州市东昌有限公司","停交","未发放"
"陶婕馨","男","330208199108156638","浙江省宁波市长隆有限公司","正常","一次性发放"
"任秀娟","女","331003197011201368","浙江省绍兴市春信有限公司","停交","异常"
"姜锦黛","男","330502198110299499","浙江省温州市春谦有限公司","欠费","已发放"
"茅天","男","330428199211242031","浙江省温州市东昌有限公司","停交","已发放"
"蓝厚庆","女","330825197404096508","浙江省嘉兴市贵丰有限公司","停交","未发放"
"倪强军","女","330110197305216749","浙江省丽水市公佳有限公司","停交","未发放"
"孔纨仪","女","330222197605289841","浙江省温州市吉如有限公司","欠费","已发放"
"王山仁","男","330325197506063115","浙江省宁波市利如有限公司","正常","已发放"
"时婕馨","女","330815198206245949","浙江省金华市万鼎有限公司","正常","一次性发放"
"方进","女","330601199603315124","浙江省金华市久多有限公司","正常","已发放"
"舒明永","女","331016199401155621","浙江省杭州市隆高有限公司","欠费","未发放"
"袁心邦","女","330325199404065022","浙江省宁波市合亨有限公司","停交","未发放"
"贺盛","男","331002199309215717","浙江省宁波市伟荣有限公司","欠费","已发放"
"鲍文","女","330701199501088805","浙江省湖州市乾广有限公司","欠费","异常"
"苗全","男","330722199108066574","浙江省温州市春谦有限公司","正常","一次性发放"
"伏山仁","男","330913198702175758","浙江省嘉兴市东弘有限公司","停交","已发放"
"苏义兴","男","330218199703033279","浙江省金华市万鼎有限公司","停交","一次性发放"
"喻利清","男","330801198802102533","浙江省绍兴市久协有限公司","停交","未发放"
"梁富顺","男","330325197912263659","浙江省温州市贵丰有限公司","欠费","异常"
"伍行时","男","330110199707157358","浙江省衢州市聚兴有限公司","停交","异常"
"傅福","男","330627197212011178","浙江省丽水市昌益有限公司","正常","异常"
"项英华","男","330324199505247638","浙江省杭州市东昌有限公司","停交","一次性发放"
"熊平保","女","330420199601212344","浙江省丽水市隆高有限公司","停交","一次性发放"
"魏民","女","330308198810046162","浙江省宁波市耀佳有限公司","正常","异常"
"萧哲","男","330627199212311432","浙江省绍兴市合亨有限公司","正常","一次性发放"
"廉江超","女","330405197410212701","浙江省绍兴市贵丰有限公司","停交","未发放"
"冯瑶","女","330410196909068202","浙江省嘉兴市聚兴有限公司","正常","已发放"
"杨启","女","330512198505318145","浙江省杭州市欣丰有限公司","正常","未发放"
"祝榕","男","330821199303149599","浙江省舟山市 旺利有限公司","正常","未发放"
"章信子","男","330822197104054634","浙江省衢州市欣丰有限公司","欠费","未发放"
"褚瑞凡","女","330308199511133301","浙江省衢州市吉如有限公司","停交","已发放"
"尤岩中","女","330301197903058021","浙江省嘉兴市巨久有限公司","欠费","异常"
"顾珊莎","男","330516198111308853","浙江省台州市德祥有限公司","停交","一次性发放"
"韦海","男","330715197904059014","浙江省舟山市 鑫德有限公司","停交","异常"
"毕伟刚","男","330423197312164377","浙江省温州市德祥有限公司","欠费","异常"
"马庆","女","330416198201025785","浙江省宁波市同福有限公司","正常","一次性发放"
"郑贵福","男","330125199503044113","浙江省杭州市乾富有限公司","正常","异常"
"孙世","男","330213199608047517","浙江省丽水市瑞丰有限公司","停交","未发放"
"雷信子","男","330205199807111876","浙江省湖州市万康有限公司","正常","一次性发放"
"傅永","男","330218199407052053","浙江省丽水市巨久有限公司","正常","未发放"
"阮亨奇","女","331025197508021261","浙江省杭州市旺利有限公司","欠费","已发放"
"任伟刚","男","330227199303303072","浙江省台州市吉如有限公司","欠费","未发放"
"昌良海","女","330503197502156481","浙江省杭州市瑞丰有限公司","停交","异常"
"花文","男","330121197301027855","浙江省嘉兴市耀佳有限公司","欠费","异常"
"吴会思","男","330924197706182892","浙江省舟山市 利如有限公司","欠费","一次性发放"
"顾永","男","331028199708135915","浙江省宁波市同福有限公司","停交","一次性发放"
"施欣","女","330514199604225822","浙江省温州市万康有限公司","欠费","已发放"
"杜瑗琰","女","330318198608098728","浙江省金华市聚兴有限公司","停交","异常"
"罗世","男","330307199306188137","浙江省宁波市德祥有限公司","正常","未发放"
"屈天","女","330311198810035480","浙江省绍兴市贵丰有限公司","停交","异常"
"蒋枫芸","女","330101199308123225","浙江省绍兴市盛欣有限公司","停交","一次性发放"
"伏涛","男","330322198509127250","浙江省舟山市 元优有限公司","欠费","未发放"
"苏娜","女","330706199001243528","浙江省金华市洪亚有限公司","欠费","已发放"
"冯翰","女","330423199703285329","浙江省丽水市乾富有限公司","欠费","未发放"
"祁馥","男","330327199611056757","浙江省衢州市伟复有限公司","停交","已发放"
"湛维启","男","330714197707211292","浙江省杭州市公盈有限公司","正常","一次性发放"
"赵先","男","330715196910087892","浙江省金华市万鼎有限公司","停交","已发放"
"茅栋","女","330218198009273580","浙江省湖州市德祥有限公司","正常","未发放"
"杜亮","女","330102198106149285","浙江省嘉兴市利如有限公司","停交","已发放"
"董龙","男","330105199112063674","浙江省温州市万鼎有限公司","欠费","一次性发放"
"冯秀娟","女","330316197011099343","浙江省湖州市鑫德有限公司","停交","异常"
"傅广志","男","330122199007232893","浙江省金华市东昌有限公司","停交","异常"
"尤婷姣","男","330621198502231290","浙江省嘉兴市洪仁有限公司","欠费","异常"
"凤豪","女","330604198103098843","浙江省台州市元优有限公司","正常","未发放"
"酆欢霄","女","330312198706057443","浙江省金华市聚兴有限公司","正常","一次性发放"
"严力","女","330202197709264889","浙江省丽水市乾富有限公司","正常","已发放"
"卞厚庆","男","330617197310098039","浙江省台州市长隆有限公司","欠费","已发放"
"岑强军","女","331003197212249881","浙江省丽水市吉如有限公司","正常","已发放"
"伏力","女","330617199111208483","浙江省宁波市乾美有限公司","停交","未发放"
"皮波宁","男","331012197411158779","浙江省衢州市华飞有限公司","停交","已发放"
"卞浩亮","女","330406198407076725","浙江省湖州市春谦有限公司","停交","未发放"
"沈巧","女","330223198402281404","浙江省台州市吉如有限公司","欠费","已发放"
"秦亮","男","330319198302127555","浙江省宁波市盛欣有限公司","正常","已发放"
"云世","男","331015199302146554","浙江省金华市飞庆有限公司","正常","异常"
"戴坚和","男","330313198609029318","浙江省台州市昌益有限公司","欠费","一次性发放"
"熊维启","女","330801198908053369","浙江省金华市公盈有限公司","欠费","异常"
"喻茂进","女","330605198001083063","浙江省衢州市伟荣有限公司","正常","已发放"
"唐功","女","330625198806132668","浙江省台州市乾广有限公司","正常","异常"
"汤启","男","330526198810106056","浙江省绍兴市东弘有限公司","停交","一次性发放"
"姚武新","女","330914197412063766","浙江省嘉兴市久协有限公司","正常","已发放"
"倪毓","男","331002197212066215","浙江省杭州市辉圣有限公司","停交","一次性发放"
"王婷姣","男","330318198603084390","浙江省杭州市长隆有限公司","欠费","一次性发放"
"郑军","男","331001198902232993","浙江省舟山市 乾广有限公司","正常","异常"
