"佛山市国星光电股份有限公司","北京北京市丰台区宛平城
","堪界餐","15086490321","印铸刻字业","史药显","14765753354","京公特典字第7354号","819710217362927","2022/7/24","15515429257","031371815989","有隐患","未整改"
"信雅达系统工程股份有限公司","河北石家庄市行唐县龙州镇
","蒋心从","15590932533","信托寄卖业","毛言密","15078227098","闽公特收字第7202号","467715945309326","2020/6/25","14948954829","055144669162","有隐患","未整改"
"光明乳业股份有限公司","北京北京市西城区大栅栏街道
","倪拥琴","13993180959","旅馆业","喻伦首","14744059324","沪公特旧字第7105号","746448485199620","2022/4/14","15643537234","02874641885","有隐患","已整改"
"内蒙古西水创业股份有限公司","天津天津市宁河县宁河县贸易开发区
","乐换员","14975580433","印铸刻字业","庞送育","18584758576","冀公特拍字第8272号","437361294799288","2022/4/1","17655919977","041139786382","无隐患","无"
"内蒙古金宇集团股份有限公司","天津天津市宝坻区牛道口镇
","张开卫","13594590082","拍卖业","唐男不","18061982079","浙公特收字第6021号","129671828594815","2021/10/21","13682510767","01046054533","有隐患","未整改"
"凌云工业股份有限公司","北京北京市平谷区大华山镇
","魏较价","18399157111","信托寄卖业","贺疑色","13210673120","湘公特印字第9585号","107710548308128","2021/9/3","15239452314","02982817899","有隐患","未整改"
"利达光电股份有限公司","河北石家庄市平山县苏家庄乡
","钱不城","14978717620","旅馆业","米府目","13236324136","豫公特收字第5096号","195526163303496","2021/3/12","13558376117","031323835410","有隐患","未整改"
"包头铝业股份有限公司","河北石家庄市行唐县安香乡
","伏照算","15597657835","信托寄卖业","蒋据别","15184663401","新公特典字第6615号","535480548430444","2020/1/3","18633843949","031337342157","无隐患","无"
"北京东方园林股份有限公司","河北石家庄市鹿泉市上寨乡
","狄约游","13338379046","旅馆业","乐片百","17086594593","吉公特旅字第9891号","693590763669520","2022/9/19","13669166659","02211996451","无隐患","无"
"北京北陆药业股份有限公司","河北石家庄市藁城市九门回族乡
","花掉生","14537346453","拍卖业","熊冰寻","13295218789","渝公特旅字第6424号","229929036864623","2020/4/7","15164894420","02150341125","有隐患","未整改"
"北京华力创通科技股份有限公司","天津天津市红桥区芥园街道
","纪免怀","13595576062","旧货业","计屋权","13615651412","沪公特旅字第8203号","219100954676615","2021/9/26","18925932347","041173370235","有隐患","已整改"
"北京华环电子股份有限公司","天津天津市红桥区咸阳北路街道
","章毛顿","13368633481","旅馆业","卞联作","14792660398","鄂公特旧字第8740号","412494169772743","2020/9/5","17353058558","02248561872","无隐患","无"
"北京合纵科技股份有限公司","北京北京市平谷区兴谷街道
","吴穿讲","14541151280","拍卖业","施良感","17313651858","辽公特收字第3698号","592789415921655","2021/10/3","17080684451","02318571213","有隐患","未整改"
"北京同仁堂股份有限公司","河北石家庄市晋州市马于镇
","马界低","14969798680","典当业","水故忙","14919215111","琼公特拍字第3665号","258378184979447","2021/6/20","14728823058","031392510276","无隐患","无"
"北京启明星辰信息技术股份有限公司","北京北京市西城区西长安街街道
","项增师","14927422263","拍卖业","章治罪","13843389436","粤公特收字第8495号","353781127196868","2020/10/18","13898587690","02978445234","无隐患","无"
"北京嘉寓门窗幕墙股份有限公司","天津天津市河西区尖山街道
","元够委","15552507434","印铸刻字业","吴哪拿","14566137849","吉公特典字第8007号","294574127787790","2021/7/15","14770951787","02921455110","有隐患","已整改"
"北京四方继保自动化股份有限公司","北京北京市大兴区中关村国家自主创新示范区大兴生物医药产业基地
","纪持余","14986387196","拍卖业","戴者睡","15073225962","津公特印字第6519号","206667127586115","2021/8/17","15077019192","041180700866","无隐患","无"
"北京王府井百货(集团)股份有限公司","北京北京市西城区白纸坊街道
","伏发察","13851103113","典当业","毕顿五","15575446554","晋公特印字第4971号","176562378802108","2021/11/27","15048712236","02764078480","无隐患","无"
"北京电子城投资开发股份有限公司","天津天津市河东区东新街道
","花区欢","18614370236","印铸刻字业","张黑幸","13971149329","桂公特旅字第9289号","610967825538277","2020/7/16","15546693193","02266676035","无隐患","无"
"北京神州泰岳软件股份有限公司","北京北京市东城区前门街道
","赵左先","14551418520","出入境服务行业","邬外童","15974422752","津公特旧字第9299号","785569138145558","2020/7/5","15725390085","02716770173","有隐患","未整改"
"北京紫光华宇软件股份有限公司","河北石家庄市深泽县深泽镇
","苗六","13117075460","信托寄卖业","熊高","17856201278","吉公特印字第1809号","218570646536870","2022/3/18","13317389244","01031179452","无隐患","无"
"北京胜龙科技股份有限公司","天津天津市宁河县潘庄镇
","赵举端","15945529694","旧货业","严富纪","15635998751","鲁公特拍字第9610号","761620835961803","2021/10/5","14739028408","055134115791","无隐患","无"
"北京航天长峰股份有限公司","天津天津市武清区河西务镇
","倪臓套","18177490625","旅馆业","袁送衣","15894937078","鲁公特旧字第4498号","523862899788865","2020/2/9","18496989121","02124058843","无隐患","无"
"北京鹫峰科技开发股份有限公司","北京北京市海淀区燕园街道
","姜圣量","13095004956","旅馆业","杨端艺","18253228234","宁公特印字第5650号","303808530535372","2021/1/7","18245767878","02779314809","有隐患","已整改"
"北海国发海洋生物产业股份有限公司","河北石家庄市辛集市辛集镇
","方拉","14774047003","旧货业","梁东常","17162766265","京公特收字第8158号","114582226471083","2021/4/23","14941963191","031361487604","无隐患","无"
"华新水泥股份有限公司","河北石家庄市新乐市南大岳镇
","贝特骨","13631748024","典当业","严险化","14726969616","晋公特旅字第5919号","793205085671952","2020/2/13","15382439554","02956112848","无隐患","无"
"华润锦华股份有限公司","天津天津市蓟县别山镇
","和致到","17819481791","印铸刻字业","茅持须","13028397769","豫公特旧字第2363号","787963502961675","2021/9/5","17896012624","02939073535","无隐患","无"
"华纺股份有限公司","河北石家庄市井陉县南峪镇
","时悲份","15927811621","信托寄卖业","孟悲","15185950499","闽公特旧字第4798号","524836114212582","2020/8/31","13057712585","01088158435","无隐患","无"
"南京医药股份有限公司","北京北京市延庆县井庄镇
","廉近曾","13380179022","出入境服务行业","吕读戴","18763821164","鲁公特旅字第2101号","414289931749476","2020/12/9","18435950929","031318112893","无隐患","无"
"南宁百货大楼股份有限公司","天津天津市西青区辛口镇
","康席或","13735507207","旧货业","陶伴族","14992454567","津公特收字第5726号","298372620620718","2020/1/12","13563456595","02128964617","无隐患","无"
"原子高科股份有限公司","天津天津市蓟县孙各庄乡
","华达够","13344309542","典当业","汤喊南","17220789444","粤公特旅字第7879号","752655171511738","2022/6/21","14992393837","01014148985","无隐患","无"
"厦门三五互联科技股份有限公司","北京北京市石景山区苹果园街道
","喻顶著","14783564181","旧货业","明军救","14936580685","渝公特印字第6251号","889158346525291","2022/1/16","17155849683","02376429968","有隐患","未整改"
"吉林利源铝业股份有限公司","河北石家庄市长安区南村镇
","贝野自","14759932092","旅馆业","喻商幸","18172650428","鲁公特收字第5222号","255908586269326","2022/10/3","18337152118","02785905672","无隐患","无"
"名流置业集团股份有限公司","天津天津市宝坻区牛道口镇
","尹词规","18281064458","出入境服务行业","钱影们","13622188734","皖公特印字第5120号","871789164672580","2022/7/23","13533292259","02352393560","有隐患","已整改"
"哈飞航空工业股份有限公司","北京北京市顺义区旺泉街道
","堪数济","13598349355","旧货业","元赛","18014468009","桂公特印字第3490号","819462467505615","2022/6/23","15929203322","02129597045","有隐患","未整改"
"唐山晶源裕丰电子股份有限公司","北京北京市西城区广安门内街道
","姚默","17013684278","典当业","岑支计","17664639736","闽公特典字第6763号","288991211988752","2021/2/26","15929168588","01035773497","无隐患","无"
"四川中汇医药(集团)股份有限公司","北京北京市海淀区上庄
","任容挥","13220498993","印铸刻字业","薛守","18460346761","琼公特收字第1547号","305299411913216","2021/3/15","15795028021","031340416135","无隐患","无"
"四川成渝高速公路股份有限公司","天津天津市北辰区佳荣里街道
","臧索古","13016203092","信托寄卖业","邹顶写","18210971393","川公特印字第7343号","630599169326782","2020/11/7","14749410771","02219780996","有隐患","已整改"
"四川托普软件投资股份有限公司","天津天津市南开区鼓楼街道
","陶位顾","17518535357","旅馆业","屈理强","14949302591","豫公特旅字第4449号","593428521647416","2020/8/14","17554295060","041194112805","无隐患","无"
"四川水井坊股份有限公司","河北石家庄市高邑县高邑镇
","范前干","13692370112","旧货业","马思博","18420514767","渝公特旧字第5450号","179418908278859","2021/6/29","17292421349","02377368580","无隐患","无"
"四川沱牌曲酒股份有限公司","北京北京市密云县太师屯镇
","戚飞影","17684341068","信托寄卖业","鲁吉党","14742038459","桂公特拍字第1397号","677389505566411","2021/1/5","17899011160","02369994341","有隐患","已整改"
"四川金顶(集团)股份有限公司","河北石家庄市元氏县北褚乡
","陶罗谢","17361531250","信托寄卖业","熊花管","17517814743","豫公特拍字第3768号","896194929458145","2021/12/8","18395720808","02734753604","有隐患","已整改"
"四川雅化实业集团股份有限公司","天津天津市河北区建昌道街道
","魏器闻","18648873801","印铸刻字业","何上亚","15512183990","浙公特旅字第3448号","315744079965555","2021/6/30","13182207927","02381047659","无隐患","无"
"国兴融达地产股份有限公司","天津天津市津南区海河教育园区
","常风话","18810370532","出入境服务行业","彭妙习","15573387183","鲁公特收字第9935号","833224187020950","2021/11/7","14744726277","02884475587","有隐患","已整改"
"大恒新纪元科技股份有限公司","天津天津市河东区中山门街道
","谢便看","17242159059","印铸刻字业","雷娘言","18697943002","琼公特拍字第9985号","169276803886512","2020/2/9","18675904137","02935832804","无隐患","无"
"大连獐子岛渔业集团股份有限公司","天津天津市静海县静海镇
","史摇每","17661030920","旧货业","鲁付秘","17861310520","冀公特旧字第4558号","852816803768094","2020/3/27","15750744581","02848970270","有隐患","未整改"
"大连长兴实业股份有限公司","北京北京市延庆县大榆树镇
","时见莫","13729880225","拍卖业","安坏苏","18139719857","湘公特印字第3233号","838226927937492","2020/7/3","18616870795","01017400884","有隐患","未整改"
"天津一汽夏利汽车股份有限公司","北京北京市西城区展览路街道
","臧组諣","13262694218","信托寄卖业","贺比步","14931709905","苏公特旧字第1514号","885467663821390","2022/8/17","15712144235","055199627359","无隐患","无"
"天津九安医疗电子股份有限公司","河北石家庄市长安区南村镇
","费痛园","17392522503","信托寄卖业","倪革迹","17757688983","川公特旧字第7667号","629281027339554","2022/7/10","15098628633","031320275028","有隐患","未整改"
"太原天龙集团股份有限公司","北京北京市西城区金融街街道
","梁打怪","18658259864","拍卖业","孔史","17825715797","苏公特旅字第3911号","693869246131460","2022/12/18","17624995548","041162406061","无隐患","无"
"太原重工股份有限公司","北京北京市西城区陶然亭街道
","王某沙","13522944372","印铸刻字业","秦以留","13589447236","闽公特印字第8426号","491521100057644","2022/12/5","13111475573","02125584584","有隐患","已整改"
"太平洋证券股份有限公司","河北石家庄市平山县岗南镇
","王紧幸","14594288065","印铸刻字业","何藏半","17362156384","京公特拍字第6412号","769383089562400","2022/10/24","17634253272","02269898950","有隐患","未整改"
"宁波理工监测科技股份有限公司","河北石家庄市辛集市张古庄镇
","昌画恐","15171832858","信托寄卖业","宋戏架","13272111685","桂公特收字第2878号","426799473150925","2020/7/22","17039285022","02127198934","有隐患","已整改"
"安徽华茂纺织股份有限公司","天津天津市宁河县天津潘庄工业区
","方言","18878353249","印铸刻字业","柏句指","17646559529","琼公特收字第6734号","898748700319350","2020/8/7","18093601456","02837947953","无隐患","无"
"安徽恒源煤电股份有限公司","河北石家庄市长安区青园街道
","董祖闻","17290723810","信托寄卖业","屈忆化","17226224457","渝公特旅字第5371号","556634562112291","2022/9/9","13941595091","01012543582","无隐患","无"
"安徽皖通高速公路股份有限公司","天津天津市河东区唐家口街道
","奚顺任","17027266223","旧货业","时右间","14726912014","津公特旅字第3459号","285127450255003","2021/11/14","15548401227","02188700673","有隐患","未整改"
"安徽盛运机械股份有限公司","北京北京市怀柔区琉璃庙镇
","严势热","13597679420","印铸刻字业","贝叫嘴","14740243257","晋公特旧字第4921号","857450013432040","2022/2/26","15510988540","055144901525","无隐患","无"
"宏润建设集团股份有限公司","北京北京市东城区体育馆路街道
","萧权摇","15057053848","印铸刻字业","米富低","14551529009","桂公特印字第1136号","725091740795204","2020/10/8","14911491512","031365293398","无隐患","无"
"宜宾天原集团股份有限公司","天津天津市和平区南市街道
","施碃充","17182074703","拍卖业","薛旁专","17829636843","苏公特典字第5849号","279845119149815","2021/1/8","15763419529","01030647242","有隐患","已整改"
"宝诚投资股份有限公司","北京北京市大兴区旧宫
","金除便","15084559074","典当业","昌是定","15679103979","闽公特印字第9176号","266990005309183","2020/10/15","14718259775","01091474379","无隐患","无"
"山东江泉实业股份有限公司","天津天津市静海县团泊新城
","傅单红","15073353862","旧货业","贺命手","15936179489","藏公特旧字第6724号","211547930768258","2022/1/4","14967015668","02775950504","有隐患","已整改"
"山东省药用玻璃股份有限公司","天津天津市滨海新区汉沽街道
","柳境宝","18758053804","典当业","时信乡","14569105984","晋公特收字第3001号","487860575949984","2020/12/23","18663615914","02834013523","无隐患","无"
"山东鲁抗医药股份有限公司","河北石家庄市桥西区留营街道
","傅爱","15534053743","拍卖业","唐木束","18579859369","津公特旅字第2752号","215223850891986","2020/9/16","17028033268","02122672424","有隐患","未整改"
"广东广建集团股份有限公司","河北石家庄市赵县前大章乡
","曹睡世","13345442837","印铸刻字业","贺求静","14575537221","辽公特旅字第3821号","851284495775813","2021/2/3","17239891349","041178019686","有隐患","未整改"
"广东明珠集团股份有限公司","天津天津市宁河县大北涧沽镇
","酆联举","14710343340","印铸刻字业","傅旁春","14557732764","藏公特印字第9806号","369401448812073","2022/9/23","18738817533","055163041865","无隐患","无"
"广东盛润集团股份有限公司","天津天津市津南区铁路十八局
","戚音帮","14555524452","出入境服务行业","苗革","13291450393","宁公特收字第5325号","444612214923482","2021/12/13","13361024016","02381657757","有隐患","未整改"
"广东盛路通信科技股份有限公司","北京北京市西城区牛街街道
","金年敢","15164311881","旧货业","方兵","15641102500","皖公特收字第2600号","167677746300303","2020/10/12","15134837017","01055594718","有隐患","已整改"
"广东金马旅游集团股份有限公司","河北石家庄市元氏县南佐镇
","伏童想","15014013720","旧货业","唐去等","18965644170","鄂公特旧字第9015号","818739196815447","2022/6/24","14789934745","02828404411","无隐患","无"
"广州广电运通金融电子股份有限公司","河北石家庄市正定县南牛乡
","米睡","14511627544","旅馆业","祁围令","15769415933","宁公特拍字第5152号","356204426310776","2022/10/27","14773379764","02992635030","有隐患","未整改"
"广州智光电气股份有限公司","河北石家庄市长安区河东街道
","蒋易步","17814077770","印铸刻字业","罗吸编","18082211965","吉公特收字第4697号","630618946015492","2020/10/9","13164974228","02192824637","无隐患","无"
"广西五洲交通股份有限公司","河北石家庄市高邑县中韩乡
","贝怀夜","18173688446","印铸刻字业","傅除姑","18025860564","津公特旅字第3613号","796394092080350","2022/6/6","14919694949","02281997079","有隐患","未整改"
"广西桂冠电力股份有限公司","河北石家庄市长安区谈固街道
","明机制","15858636207","旧货业","计势子","17210443257","冀公特典字第7882号","355614609714724","2021/12/25","13732628850","041125282781","无隐患","无"
"成商集团股份有限公司","天津天津市宁河县板桥镇
","余放","17740920001","旧货业","柳雨山","18038821184","粤公特旅字第6085号","364825074094565","2021/5/29","14745039090","01037703011","有隐患","已整改"
"成都硅宝科技股份有限公司","北京北京市石景山区鲁谷街道
","范计究","15119400084","信托寄卖业","何尽出","17394930261","赣公特印字第3524号","240517237494708","2022/1/28","13281962941","02738898174","有隐患","未整改"
"承德大路股份有限公司","北京北京市丰台区云岗街道
","贝春难","13142702827","旅馆业","殷普","17226570485","冀公特旅字第9258号","858293242501882","2022/2/2","14517315777","02796915856","无隐患","无"
"攀钢集团钢铁钒钛股份有限公司","天津天津市南开区向阳路街道
","葛词压","18844336873","旧货业","禹星","13640651812","川公特收字第2987号","205093893671554","2022/4/2","14976837177","02949990610","有隐患","未整改"
"新余钢铁股份有限公司","北京北京市门头沟区龙泉
","韩狗挥","15116039656","旅馆业","袁密午","13369122173","京公特典字第9354号","794640933366431","2022/6/25","14936305124","01099304053","无隐患","无"
"新兴铸管股份有限公司","河北石家庄市灵寿县灵寿镇
","廉城取","13469785917","信托寄卖业","孟得米","15372410024","藏公特旅字第6414号","240214116718480","2022/3/22","15229750367","02855487641","无隐患","无"
"新疆众和股份有限公司","河北石家庄市井陉矿区横涧乡
","秦林事","15081090718","出入境服务行业","俞停授","17654693457","浙公特典字第4562号","704733747730759","2021/4/2","18586483781","01016206853","无隐患","无"
"新疆国际实业股份有限公司","天津天津市西青区开发区西青微电子小区
","钱钱拉","15212534722","旅馆业","彭差部","14783990143","鄂公特印字第6606号","287878070960291","2022/1/18","14554393000","02874983086","有隐患","已整改"
"新疆城建(集团)股份有限公司","北京北京市顺义区大孙各庄镇
","彭报型","13498434287","印铸刻字业","宋西可","14927107301","鲁公特旅字第9150号","530239554508918","2021/5/24","15873491947","02224522213","无隐患","无"
"新疆塔里木农业综合开发股份有限公司","河北石家庄市新乐市长寿街道
","戚园进","15764642053","出入境服务行业","赵学立","18320219326","黑公特收字第6142号","525217358724490","2021/4/27","15861995418","02183760497","无隐患","无"
"新疆机械研究院股份有限公司","天津天津市北辰区北仓镇
","任探弹","13243945300","旧货业","伍察长","18898106215","晋公特拍字第2828号","110413667415696","2020/8/9","18036166533","02972837189","无隐患","无"
"方大特钢科技股份有限公司","河北石家庄市晋州市晋州镇
","冯苏宫","18335083285","典当业","史士示","14921466590","鄂公特印字第4001号","479158018519182","2021/12/3","15783499277","02747242642","无隐患","无"
"方大集团股份有限公司","河北石家庄市灵寿县南燕川乡
","俞陈汉","15665239972","旧货业","喻待象","15981361927","黑公特旅字第2695号","869951269128280","2022/1/9","13136176415","031320895422","有隐患","已整改"
"无锡华光锅炉股份有限公司","天津天津市蓟县文昌街道
","狄诉收","13493325425","出入境服务行业","沈女顶","17785922682","津公特旅字第8851号","373003716020315","2020/1/26","17154480148","041113204221","有隐患","已整改"
"无锡小天鹅股份有限公司","北京北京市延庆县沈家营镇
","陶钱古","13959967799","出入境服务行业","许会船","14933028971","琼公特印字第2586号","508901599811689","2021/2/15","18487914979","01088414456","有隐患","未整改"
"无锡市太极实业股份有限公司","北京北京市延庆县张山营镇
","皮落显","18126454941","典当业","项慢美","17883901554","京公特拍字第1611号","843616788703921","2022/9/29","18032540078","041180276335","无隐患","无"
"昆明制药集团股份有限公司","河北石家庄市赞皇县南清河乡
","卫弟奥","13895827005","拍卖业","谢假巨","13540546536","赣公特收字第4522号","638609973791784","2020/11/29","13827941388","02990795799","无隐患","无"
"杭州中恒电气股份有限公司","天津天津市蓟县杨津庄镇
","王长终","15896322854","拍卖业","苗势助","13129355826","宁公特典字第2435号","680786259737732","2020/11/14","13271048903","02999270204","有隐患","未整改"
"杭州华星创业通信技术股份有限公司","河北石家庄市灵寿县岔头镇
","华追次","14520125653","印铸刻字业","苗则喝","14578354413","津公特印字第2676号","357569488474522","2022/12/17","13791973281","02296447889","无隐患","无"
"杭州解百集团股份有限公司","天津天津市河东区春华街道
","黄穿","15613603094","印铸刻字业","彭创腿","18198149130","琼公特旅字第5495号","714874696741906","2022/2/16","13029192013","02394199388","无隐患","无"
"桂林三金药业股份有限公司","北京北京市大兴区榆垡镇
","卜脱","13589881431","信托寄卖业","戚笑尼","18361896861","皖公特印字第6667号","547255339090797","2021/12/16","13060253866","031375331669","有隐患","未整改"
"桂林旅游股份有限公司","北京北京市海淀区四季青
","常机说","13866380855","旧货业","梁片亲","15190794497","豫公特收字第8137号","165521223985293","2021/8/19","13960882527","041193889560","有隐患","未整改"
"歌尔声学股份有限公司","天津天津市西青区开发区西青微电子小区
","罗毕园","17763101070","印铸刻字业","卞获语","13882736188","京公特拍字第7611号","353652250454700","2022/11/4","17338858231","041175369715","有隐患","未整改"
"武汉三特索道集团股份有限公司","河北石家庄市赵县前大章乡
","邬资故","14511536086","信托寄卖业","谈生露","14791648504","鄂公特拍字第6921号","693017992563105","2021/11/12","15941615358","01023319564","无隐患","无"
"武汉塑料工业集团股份有限公司","北京北京市门头沟区军庄镇
","黄火稜","13964730490","出入境服务行业","顾舞冷","14752349148","吉公特收字第9435号","854440747508487","2020/2/6","15662203193","02324448017","无隐患","无"
"武汉长江通信产业集团股份有限公司","天津天津市东丽区金钟街道
","李因杰","14515166945","信托寄卖业","苏道判","17779451254","藏公特旧字第2165号","368060866214043","2021/2/15","17318098171","02713420027","无隐患","无"
"永泰能源股份有限公司","北京北京市房山区西潞街道
","舒份并","13760465229","旅馆业","葛小离","15031269420","川公特旅字第1580号","840747004017275","2021/10/16","18281713459","031327808915","有隐患","未整改"
"江苏华昌化工股份有限公司","天津天津市南开区华苑街道
","柳各致","14982961592","信托寄卖业","邹该铁","13190811463","湘公特旅字第4394号","604574089395917","2022/11/26","13468831528","041188618117","有隐患","未整改"
"江苏宏图高科技股份有限公司","北京北京市海淀区清华园街道
","韦接已","18542914459","典当业","贝风是","17147179810","沪公特旅字第2647号","616023101093244","2022/7/4","18210773861","02264234273","无隐患","无"
"江苏宏宝五金股份有限公司","北京北京市顺义区赵全营镇
","余房白","14718431489","旧货业","常便","17851466406","沪公特旅字第6949号","788230865850056","2022/5/27","15910958973","055191043226","有隐患","未整改"
"江苏宝利沥青股份有限公司","河北石家庄市井陉县南陉乡
","苏眼卖","15660486011","信托寄卖业","乐顿觉","14740544608","渝公特典字第2681号","801075460986324","2020/9/13","17187676928","02389923297","无隐患","无"
"江苏琼花高科技股份有限公司","天津天津市和平区小白楼街道
","董儿诺","13296375615","旅馆业","唐板范","15190632396","苏公特旧字第3201号","185925692047079","2021/7/26","17691724265","02959071338","无隐患","无"
"江苏通鼎光电股份有限公司","北京北京市怀柔区汤河口镇
","褚拥午","14777622851","旅馆业","史吧树","18330033658","浙公特拍字第9599号","691194216126140","2021/9/11","18074044355","01032312030","无隐患","无"
"江西特种电机股份有限公司","河北石家庄市桥东区东风街道
","云懂建","18954771512","出入境服务行业","乐杂秋","17278419280","沪公特旅字第9470号","306428286144473","2022/9/13","15065763089","031321331367","无隐患","无"
"江西铜业股份有限公司","天津天津市河东区向阳楼街道
","袁到似","14991339090","拍卖业","严素跟","17298455874","赣公特拍字第4149号","805065649286098","2022/8/1","17789063467","02895727007","无隐患","无"
"江西长运股份有限公司","天津天津市西青区杨柳青镇
","宋村海","13397805864","印铸刻字业","卞钟脑","18169320726","粤公特拍字第9253号","424785767049538","2020/1/6","17595890156","02864757502","无隐患","无"
"沈阳化工股份有限公司","天津天津市蓟县下仓镇
","卞言底","13991077465","拍卖业","沈著忽","14563719958","湘公特典字第7713号","506070861158069","2020/6/2","18351477945","01058698953","有隐患","未整改"
"河南双汇投资发展股份有限公司","河北石家庄市灵寿县南寨乡
","奚型妙","15664364218","拍卖业","水烈千","18559538124","粤公特印字第5672号","313271162493725","2022/2/10","15782366754","02112317147","无隐患","无"
"河南瑞贝卡发制品股份有限公司","河北石家庄市井陉矿区横涧乡
","姜众门","17562445244","旅馆业","祁大平","18590225667","贵公特印字第6817号","794620582878684","2020/5/25","15783661007","031341457207","有隐患","已整改"
"河南神火煤电股份有限公司","天津天津市滨海新区河西街道
","薛运梦","13068280936","拍卖业","俞脱寻","18742325023","京公特拍字第2310号","185607035306734","2020/10/5","15810494482","02742461004","有隐患","已整改"
"河南莲花味精股份有限公司","天津天津市和平区体育馆街道
","冯待图","17228715991","信托寄卖业","孙索空","15729194501","渝公特旅字第5884号","267065780957189","2020/11/11","18432027661","02147635199","无隐患","无"
"泰豪科技股份有限公司","河北石家庄市井陉县南王庄乡
","曹禁旧","17833259296","拍卖业","史步静","13945752390","新公特旅字第3268号","517811863845040","2022/3/12","15291290248","02260494159","有隐患","已整改"
"洛阳轴研科技股份有限公司","北京北京市昌平区天通苑北街道
","邵约","13225798111","旅馆业","葛也阿","17748764057","吉公特收字第3447号","170582255023037","2021/12/16","18444071735","02737950553","有隐患","已整改"
