"江苏九鼎新材料股份有限公司","穆伦领","15860790637","体育场所","北京北京市房山区史家营乡
派出所","北京北京市西城区新街口街道
","无隐患","无"
"西藏珠峰工业股份有限公司","明缺群","15256333319","车站","河北石家庄市行唐县九口子乡
派出所","北京北京市西城区椿树街道
","无隐患","无"
"福建七匹狼实业股份有限公司","郑通是","18725373121","车站","天津天津市滨海新区南港工业区
派出所","北京北京市西城区白纸坊街道
","有隐患","已整改"
"上海界龙实业集团股份有限公司","苏野让","13250270600","影剧院","天津天津市红桥区双环村街道
派出所","北京北京市通州区新华街道
","有隐患","已整改"
"中华企业股份有限公司","康那运","14523628793","公共交通","北京北京市昌平区霍营街道
派出所","北京北京市通州区梨园
","有隐患","未整改"
"上海锐奇工具股份有限公司","邬地凡","15846309190","商场","北京北京市石景山区八宝山街道
派出所","北京北京市通州区潞城镇
","无隐患","无"
"沈阳特种环保设备制造股份有限公司","鲁修画","18861243093","影剧院","北京北京市海淀区东升
派出所","北京北京市门头沟区东辛房街道
","无隐患","无"
"湖北广济药业股份有限公司","周预含","14959393478","车站","天津天津市宝坻区王卜庄镇
派出所","北京北京市门头沟区城子街道
","无隐患","无"
"贵州长征电气股份有限公司","韦图","17564292586","其他","河北石家庄市桥东区中山东路街道
派出所","北京北京市门头沟区斋堂镇
","有隐患","已整改"
"中金黄金股份有限公司","于懂","13957367587","车站","河北石家庄市新华区石岗街道
派出所","北京北京市门头沟区潭柘寺镇
","有隐患","未整改"
"厦门港务发展股份有限公司","姜也友","18579488828","体育场所","北京北京市西城区陶然亭街道
派出所","北京北京市顺义区北务镇
","无隐患","无"
"珠海华发实业股份有限公司","严获睛","17262667303","其他","北京北京市丰台区花乡
派出所","北京北京市顺义区南法信
","无隐患","无"
"龙星化工股份有限公司","方刘养","17374058534","其他","河北石家庄市深泽县铁杆镇
派出所","北京北京市顺义区双丰街道
","有隐患","未整改"
"中国石化胜利油田大明(集团)股份有限公司","臧新左","17789507122","体育场所","河北石家庄市无极县东侯坊乡
派出所","北京北京市顺义区李遂镇
","无隐患","无"
"苏州东山精密制造股份有限公司","鲁向作","18843146881","影剧院","北京北京市怀柔区宝山镇
派出所","北京北京市顺义区高丽营镇
","无隐患","无"
"山东新华锦国际股份有限公司","禹部众","15123434499","旅游景点","天津天津市北辰区普东街道
派出所","天津天津市东丽区万新街道
","无隐患","无"
"浙江金洲管道科技股份有限公司","宋调追","14740989988","影剧院","天津天津市和平区南市街道
派出所","天津天津市东丽区丰年村街道
","有隐患","已整改"
"上海振华重工(集团)股份有限公司","余万路","18320235875","体育场所","北京北京市东城区永定门外街道
派出所","天津天津市东丽区保税区空港国际物流区
","有隐患","未整改"
"湖北中航精机科技股份有限公司","安生些","13468573768","其他","河北石家庄市新乐市东王镇
派出所","天津天津市东丽区华明街道
","有隐患","已整改"
"中航重机股份有限公司","金录共","14793296499","旅游景点","天津天津市西青区辛口镇
派出所","天津天津市东丽区张贵庄街道
","无隐患","无"
"山东蓝帆塑胶股份有限公司","俞纪","13323480584","旅游景点","天津天津市武清区武清京滨园
派出所","天津天津市东丽区航空新城
","有隐患","已整改"
"江苏高淳陶瓷股份有限公司","水标佛","15168063366","影剧院","河北石家庄市晋州市东里庄镇
派出所","天津天津市北辰区佳荣里街道
","有隐患","已整改"
"北京四维图新科技股份有限公司","袁慢仅","15570157013","影剧院","北京北京市门头沟区斋堂镇
派出所","天津天津市北辰区大张庄镇
","无隐患","无"
"中国化学工程股份有限公司","倪愿投","14977766054","体育场所","河北石家庄市新华区天苑街道
派出所","天津天津市北辰区宜兴埠镇
","有隐患","已整改"
"北京利尔高温材料股份有限公司","茅关知","15678555258","车站","河北石家庄市深泽县深泽镇
派出所","天津天津市北辰区普东街道
","有隐患","已整改"
"广东众生药业股份有限公司","任足九","18555685039","体育场所","北京北京市东城区建国门街道
派出所","天津天津市北辰区青光镇
","无隐患","无"
"天津经纬电材股份有限公司","屈令伙","15085133163","影剧院","天津天津市宁河县宁河县贸易开发区
派出所","天津天津市南开区万兴街道
","无隐患","无"
"成都华神集团股份有限公司","滕作","18924406780","影剧院","北京北京市石景山区古城街道
派出所","天津天津市南开区体育中心街道
","有隐患","已整改"
"江西黑猫炭黑股份有限公司","韩得受","15353671207","公共交通","北京北京市石景山区八角街道
派出所","天津天津市南开区华苑街道
","有隐患","已整改"
"星美联合股份有限公司","舒城坤","13256629606","旅游景点","河北石家庄市深泽县赵八镇
派出所","天津天津市南开区嘉陵道街道
","有隐患","已整改"
"云南旅游股份有限公司","郎浪念","18119440268","旅游景点","天津天津市宁河县俵口乡
派出所","天津天津市南开区鼓楼街道
","有隐患","未整改"
"云南绿大地生物科技股份有限公司","姚像教","13253557914","其他","河北石家庄市裕华区方村镇
派出所","天津天津市和平区劝业场街道
","无隐患","无"
"江苏国泰国际集团国贸股份有限公司","何里斗","13510196310","其他","河北石家庄市平山县古月镇
派出所","天津天津市和平区小白楼街道
","有隐患","已整改"
"南京红宝丽股份有限公司","祁章声","17684832281","旅游景点","北京北京市顺义区杨镇
派出所","天津天津市和平区新兴街道
","无隐患","无"
"河南森源电气股份有限公司","梁弄养","15349959516","体育场所","天津天津市武清区河北屯镇
派出所","天津天津市宁河县丰台镇
","无隐患","无"
"福耀玻璃工业集团股份有限公司","于狗口","13677746132","商场","北京北京市东城区朝阳门街道
派出所","天津天津市宁河县岳龙镇
","无隐患","无"
"江苏联发纺织股份有限公司","毕想停","13652046713","公共交通","天津天津市津南区双桥河镇
派出所","天津天津市宁河县板桥镇
","无隐患","无"
"内蒙古包钢稀土（集团）高科技股份有限公司","魏奖恩","14715259261","商场","天津天津市静海县沿庄镇
派出所","天津天津市宁河县苗庄镇
","无隐患","无"
"中纺投资发展股份有限公司","萧摇害","13236854421","影剧院","北京北京市门头沟区大台街道
派出所","天津天津市宝坻区周良庄镇
","无隐患","无"
"厦门市建筑科学研究院集团股份有限公司","沈伦望","18172907608","商场","河北石家庄市井陉县吴家窑乡
派出所","天津天津市宝坻区大白庄镇
","有隐患","已整改"
"海南正和实业集团股份有限公司","邵动","15731399611","体育场所","河北石家庄市新华区北苑街道
派出所","天津天津市宝坻区大钟农场
","有隐患","已整改"
"中国石油化工股份有限公司","米另艺","15970353232","商场","河北石家庄市新乐市协神乡
派出所","天津天津市宝坻区王卜庄镇
","有隐患","已整改"
"重庆桐君阁股份有限公司","顾空","17554409317","旅游景点","河北石家庄市井陉县吴家窑乡
派出所","天津天津市武清区梅厂镇
","无隐患","无"
"广西南方食品集团股份有限公司","窦忘","14930817566","车站","天津天津市静海县独流镇
派出所","天津天津市武清区武清区开发区
","有隐患","未整改"
"武汉凯迪电力股份有限公司","俞继出","14545113952","公共交通","天津天津市和平区新兴街道
派出所","天津天津市武清区王庆坨镇
","无隐患","无"
"承德新新钒钛股份有限公司","姜喝觉","14751214274","其他","天津天津市河东区上杭路街道
派出所","天津天津市武清区豆张庄镇
","有隐患","未整改"
"北京航天长峰股份有限公司","褚意块","18576767590","车站","河北石家庄市无极县大陈镇
派出所","天津天津市武清区运河西街道
","无隐患","无"
"东方财富信息股份有限公司","毕视格","13910952530","体育场所","天津天津市河西区东海街道
派出所","天津天津市武清区黄花店镇
","有隐患","未整改"
"远光软件股份有限公司","朱琴命","15872941822","旅游景点","河北石家庄市无极县郭庄镇
派出所","天津天津市河东区上杭路街道
","有隐患","已整改"
"山东鲁阳股份有限公司","宋招在","14770191998","其他","北京北京市密云县冯家峪镇
派出所","天津天津市河东区东新街道
","无隐患","无"
"武汉塑料工业集团股份有限公司","成七场","18153972094","公共交通","河北石家庄市辛集市位伯镇
派出所","天津天津市河东区大王庄街道
","有隐患","未整改"
"福建浔兴拉链科技股份有限公司","乐招","14977617996","公共交通","天津天津市西青区精武镇
派出所","天津天津市河东区大直沽街道
","无隐患","无"
"卧龙电气集团股份有限公司","庞叫犯","17320003839","车站","北京北京市丰台区卢沟桥
派出所","天津天津市河东区富民路街道
","无隐患","无"
"中材科技股份有限公司","卜复章","13143191944","影剧院","天津天津市东丽区保税区空港国际物流经济区
派出所","天津天津市河北区月牙河街道
","有隐患","未整改"
"深圳香江控股股份有限公司","郝自跑","13498732449","车站","天津天津市红桥区咸阳北路街道
派出所","天津天津市河北区望海楼街道
","有隐患","未整改"
"甘肃省敦煌种业股份有限公司","卞坦","17390665843","公共交通","河北石家庄市藁城市增村镇
派出所","天津天津市河北区王串场街道
","有隐患","未整改"
"江西万年青水泥股份有限公司","马医停","13963852094","商场","河北石家庄市辛集市新城镇
派出所","天津天津市河北区鸿顺里街道
","有隐患","未整改"
"广州东凌粮油股份有限公司","喻虽","15149078435","商场","天津天津市蓟县官庄镇
派出所","天津天津市河西区下瓦房街道
","有隐患","未整改"
"棕榈园林股份有限公司","禹委模","13592433291","其他","河北石家庄市赵县赵州镇
派出所","天津天津市河西区尖山街道
","无隐患","无"
"南京新街口百货商店股份有限公司","常元担","13286500262","旅游景点","天津天津市蓟县邦均镇
派出所","天津天津市河西区梅江街道
","有隐患","已整改"
"中国国旅股份有限公司","廉专索","18139212276","体育场所","北京北京市海淀区八里庄街道
派出所","天津天津市河西区陈塘庄街道
","无隐患","无"
"中海集装箱运输股份有限公司","孙喊千","17336688844","商场","北京北京市顺义区光明街道
派出所","天津天津市津南区双林农场
","无隐患","无"
"华谊兄弟传媒股份有限公司","李管今","17650278171","体育场所","北京北京市东城区交道口街道
派出所","天津天津市津南区咸水沽镇
","有隐患","未整改"
"广东水电二局股份有限公司","喻唱","15650331609","体育场所","北京北京市海淀区曙光街道
派出所","天津天津市津南区海河教育园区
","无隐患","无"
