"屈专忍","513425199111282411","1991/11/28","中国","雷放日","420683196309142402","1963/9/14","中国","J380268-2003-3221","2003/2/25","云南省保山市婚姻登记处","无"
"苗藸顿","36073419861218266X","1986/12/18","中国","滕暗流","34100419771213272X","1977/12/13","中国","J555761-2007-2763","2007/5/4","广西壮族自治区北海市婚姻登记处","无"
"鲁五","610330197611111625","1976/11/11","中国","马观利","410825198312191429","1983/12/19","中国","J320869-1970-1665","1970/1/7","江苏省苏州市婚姻登记处","无"
"韩前莱","542338198706181747","1987/6/18","中国","毛们作","340803198403121155","1984/3/12","中国","J622145-1959-3099","1959/6/11","新疆维吾尔自治区昌吉回族自治州婚姻登记处","无"
"毕剧底","440981195102222352","1951/2/22","中国","邹习牙","532925197703192170","1977/3/19","中国","J625601-2017-2747","2017/12/5","西藏自治区日喀则地区婚姻登记处","无"
"梁失右","53352219671005138X","1967/10/5","中国","舒布业","370103195409242235","1954/9/24","中国","J219558-1968-2966","1968/7/15","河南省济源市婚姻登记处","无"
"邬京编","120104196701232185","1967/1/23","中国","邵所三","622223195304092588","1953/4/9","中国","J228374-1962-2649","1962/11/27","陕西省西安市婚姻登记处","无"
"施语","622428196102251402","1961/2/25","中国","计口忽","360313199402142791","1994/2/14","中国","J313242-1999-2615","1999/8/5","西藏自治区林芝地区婚姻登记处","无"
"殷等环","130683195409261165","1954/9/26","中国","周毛基","14222819770129127X","1977/1/29","中国","J567533-1964-2490","1964/8/31","四川省宜宾市婚姻登记处","无"
"任诺视","612424199410312656","1994/10/31","中国","康放点","622126197707181561","1977/7/18","中国","J561594-1987-2469","1987/9/28","黑龙江省伊春市婚姻登记处","无"
"时归营","210703198512211155","1985/12/21","中国","花由杀","51332719640707261X","1964/7/7","中国","J112376-1981-2165","1981/10/19","宁夏回族自治区银川市婚姻登记处","无"
"蒋松章","513436197905021459","1979/5/2","中国","马跟修","623026196812041975","1968/12/4","中国","J329152-1948-1506","1948/1/27","山东省威海市婚姻登记处","无"
"苏克全","632821196905122646","1969/5/12","中国","伏究苦","320103198811152848","1988/11/15","中国","J524586-2006-2519","2006/2/13","山西省阳泉市婚姻登记处","无"
"舒张冲","15252419660416156X","1966/4/16","中国","茅电段","142601198403282152","1984/3/28","中国","J429782-2003-1335","2003/2/8","云南省怒江傈僳族自治州婚姻登记处","无"
"柳其窗","533422197309152343","1973/9/15","中国","岑冷念","54222319630414213X","1963/4/14","中国","J368344-1997-2038","1997/6/17","山东省潍坊市婚姻登记处","无"
"谢如路","341281199102251345","1991/2/25","中国","苗虽下","230704199108022912","1991/8/2","中国","J517690-1960-2919","1960/5/1","西藏自治区阿里地区婚姻登记处","无"
"钱子调","410305198102201059","1981/2/20","中国","姜例心","130523198405092175","1984/5/9","中国","J106517-1989-3053","1989/12/27","澳门特别行政区离岛婚姻登记处","无"
"范京以","35222719550805134X","1955/8/5","中国","花列是","511001197306131118","1973/6/13","中国","J322188-2013-2810","2013/7/26","香港特别行政区新界婚姻登记处","无"
"卞约思","230304196308252995","1963/8/25","中国","吴技面","342625196708241676","1967/8/24","中国","J506984-1981-1206","1981/5/4","陕西省铜川市婚姻登记处","无"
"云能德","362233196208291142","1962/8/29","中国","俞推南","410702198510172763","1985/10/17","中国","J409899-2003-2269","2003/3/11","青海省海南藏族自治州婚姻登记处","无"
"顾独复","330682196911242301","1969/11/24","中国","吕职妹","211005195510201335","1955/10/20","中国","J122927-1995-3370","1995/8/10","吉林省白山市婚姻登记处","无"
"范低鸟","513901195609031087","1956/9/3","中国","谈友权","450502196611032150","1966/11/3","中国","J125063-1985-2369","1985/4/21","辽宁省抚顺市婚姻登记处","无"
"倪考设","440681197006211745","1970/6/21","中国","傅害","210681196105171315","1961/5/17","中国","J493984-1981-2527","1981/12/13","宁夏回族自治区石嘴山市婚姻登记处","无"
"孔白温","610627195004182120","1950/4/18","中国","祁既师","152101196602072495","1966/2/7","中国","J513837-2012-2656","2012/3/21","四川省达州市婚姻登记处","无"
"葛懂袋","130705199110172875","1991/10/17","中国","禹儿价","522228197102162426","1971/2/16","中国","J319324-2006-2223","2006/9/20","内蒙古自治区通辽市婚姻登记处","无"
"茅雄夫","510722196703232849","1967/3/23","中国","谢继肉","370102195806052438","1958/6/5","中国","J251083-1972-3030","1972/8/26","江苏省盐城市婚姻登记处","无"
"傅委","42011219890707109X","1989/7/7","中国","孙恶","520101198406091492","1984/6/9","中国","J586190-1973-2868","1973/5/22","上海上海市婚姻登记处","无"
"元速律","441202199508261672","1995/8/26","中国","郑革未","654323198012212505","1980/12/21","中国","J325480-2004-1305","2004/11/17","重庆重庆市婚姻登记处","无"
"萧治初","513322198601301663","1986/1/30","中国","毛家根","542325197305082848","1973/5/8","中国","J589522-1952-3010","1952/9/1","重庆重庆市婚姻登记处","无"
"齐腿治","350881199302011025","1993/2/1","中国","薛下失","131128198901172335","1989/1/17","中国","J592277-1973-1875","1973/9/12","浙江省温州市婚姻登记处","无"
"邹盛的","370683196107061693","1961/7/6","中国","俞层惊","654325197508272761","1975/8/27","中国","J551605-2009-2598","2009/7/21","黑龙江省绥化市婚姻登记处","无"
"穆注突","542224195410161133","1954/10/16","中国","吕众岁","13043119881030122X","1988/10/30","中国","J539447-1954-1622","1954/4/5","浙江省绍兴市婚姻登记处","无"
"鲍古队","530427197711112410","1977/11/11","中国","禹求支","411321198606241865","1986/6/24","中国","J355495-1983-1294","1983/9/27","河北省唐山市婚姻登记处","无"
"葛江己","430321197905282090","1979/5/28","中国","戚舞兴","452228197704042555","1977/4/4","中国","J403135-1970-1003","1970/5/3","内蒙古自治区乌兰察布市婚姻登记处","无"
"昌智报","460026196310021349","1963/10/2","中国","康他统","50022219841212141X","1984/12/12","中国","J408255-1952-3455","1952/9/1","甘肃省陇南市婚姻登记处","无"
"苏穿福","43313019870303207X","1987/3/3","中国","雷雪戏","142325198102092705","1981/2/9","中国","J556158-1953-2033","1953/10/13","黑龙江省大兴安岭地区婚姻登记处","无"
"戴于调","54252719500406152X","1950/4/6","中国","纪安士","522723198501041031","1985/1/4","中国","J506978-1969-1489","1969/1/10","上海上海市婚姻登记处","无"
"伍致精","22042219670320202X","1967/3/20","中国","舒为本","34060419880731176X","1988/7/31","中国","J445599-1965-1963","1965/7/4","宁夏回族自治区石嘴山市婚姻登记处","无"
"邬耳商","542225197706131925","1977/6/13","中国","伏她委","370523195204272832","1952/4/27","中国","J334932-2005-2404","2005/10/28","新疆维吾尔自治区五家渠市婚姻登记处","无"
"廉要很","513327197310111437","1973/10/11","中国","和幸毕","500229197201282387","1972/1/28","中国","J528643-2010-3115","2010/4/14","重庆重庆市婚姻登记处","无"
"潘线悲","130924195704021128","1957/4/2","中国","成莱纳","510603198907292565","1989/7/29","中国","J145993-1999-2192","1999/2/26","山东省青岛市婚姻登记处","无"
"喻元次","652122195112081722","1951/12/8","中国","吕思戴","610521198301162177","1983/1/16","中国","J168415-1974-1555","1974/2/25","山东省莱芜市婚姻登记处","无"
"喻战李","429005197703181240","1977/3/18","中国","董接演","532701196401271475","1964/1/27","中国","J230249-1971-3491","1971/9/12","福建省三明市婚姻登记处","无"
"臧落木","131182196111052792","1961/11/5","中国","苗朝观","533224199202111366","1992/2/11","中国","J242172-2013-2780","2013/2/5","云南省普洱市婚姻登记处","无"
"萧拥好","652701198303171856","1983/3/17","中国","余靠能","522530197707311613","1977/7/31","中国","J317159-1984-2670","1984/10/23","海南省定安县婚姻登记处","无"
"倪烟许","210112195101122756","1951/1/12","中国","李午社","150121197112311615","1971/12/31","中国","J555584-1987-2201","1987/9/13","上海上海市婚姻登记处","无"
"柳村同","410305195005021319","1950/5/2","中国","于席足","43112419920410226X","1992/4/10","中国","J558887-1954-1899","1954/10/1","福建省漳州市婚姻登记处","无"
"何致算","522624197608132562","1976/8/13","中国","俞香恐","430781196305191818","1963/5/19","中国","J329855-2015-1885","2015/5/19","广东省汕尾市婚姻登记处","无"
"茅沉吸","130102198501191647","1985/1/19","中国","曹球加","350681199110022510","1991/10/2","中国","J392281-1956-2424","1956/1/22","江苏省泰州市婚姻登记处","无"
"冯期","210102198807281303","1988/7/28","中国","纪该月","612730195711012628","1957/11/1","中国","J213431-1996-1360","1996/1/20","宁夏回族自治区银川市婚姻登记处","无"
"华智琴","410404196706242871","1967/6/24","中国","祁命云","321203199608312712","1996/8/31","中国","J462766-1983-1445","1983/9/21","陕西省宝鸡市婚姻登记处","无"
"贝议指","330521195401121283","1954/1/12","中国","苗吸亡","460003197311262697","1973/11/26","中国","J649407-2000-2227","2000/3/14","江苏省无锡市婚姻登记处","无"
"苗夏人","622224199605191170","1996/5/19","中国","祝弹员","622322199411281111","1994/11/28","中国","J144466-1986-2399","1986/6/26","贵州省遵义市婚姻登记处","无"
"昌晚座","620403198701231710","1987/1/23","中国","舒易共","371525196205302093","1962/5/30","中国","J111155-1968-1677","1968/10/1","山西省晋城市婚姻登记处","无"
"袁秋皇","41140219891212147X","1989/12/12","中国","何洛电","320106195901141611","1959/1/14","中国","J382499-1997-2593","1997/5/2","陕西省延安市婚姻登记处","无"
"宋司演","411522195507161678","1955/7/16","中国","米响钟","620403197906141650","1979/6/14","中国","J547988-2018-1884","2018/12/24","江西省吉安市婚姻登记处","无"
"滕默巨","530325197406292138","1974/6/29","中国","元迹没","452128195004261015","1950/4/26","中国","J280135-2010-1783","2010/10/2","新疆维吾尔自治区阿克苏地区婚姻登记处","无"
"冯酒境","450702198503271445","1985/3/27","中国","邵森夏","522324195601302447","1956/1/30","中国","J491682-1961-1686","1961/9/14","新疆维吾尔自治区塔城地区婚姻登记处","无"
"谈今保","450501196401212528","1964/1/21","中国","贺场养","142623195402161548","1954/2/16","中国","J302337-1991-1392","1991/8/21","广西壮族自治区柳州市婚姻登记处","无"
"水见","612527196306182223","1963/6/18","中国","魏足渐","120105198704102155","1987/4/10","中国","J489199-1984-3014","1984/12/23","澳门特别行政区澳门半岛婚姻登记处","无"
"屈句广","142602198907172543","1989/7/17","中国","齐救犯","511681199312081982","1993/12/8","中国","J568637-1960-1301","1960/11/6","台湾嘉义县婚姻登记处","无"
"和坚亮","513435198802082943","1988/2/8","中国","禹课睡","513821197902051027","1979/2/5","中国","J228137-2002-3208","2002/4/26","甘肃省天水市婚姻登记处","无"
"奚到果","450203195801261283","1958/1/26","中国","郝景师","532701198705312475","1987/5/31","中国","J533765-1984-2126","1984/11/14","湖北省黄冈市婚姻登记处","无"
"韩式图","330184197903152349","1979/3/15","中国","卜药冷","230203196310231622","1963/10/23","中国","J433893-1965-2328","1965/10/17","江苏省南京市婚姻登记处","无"
"朱树艺","222424196403051228","1964/3/5","中国","吕便停","460025198103132698","1981/3/13","中国","J606976-1965-3169","1965/10/15","浙江省湖州市婚姻登记处","无"
"李州园","542329198608281588","1986/8/28","中国","明单争","429004197101232243","1971/1/23","中国","J355202-2011-1525","2011/5/30","河南省平顶山市婚姻登记处","无"
"花老牌","320601196804152810","1968/4/15","中国","毕场治","440523197305031576","1973/5/3","中国","J108211-1949-2126","1949/8/1","四川省雅安市婚姻登记处","无"
"黄加石","610631195105032409","1951/5/3","中国","明号走","610701196804171805","1968/4/17","中国","J314293-1997-1555","1997/2/12","台湾屏东县婚姻登记处","无"
"任适封","14031119901023145X","1990/10/23","中国","任严归","220722197711101756","1977/11/10","中国","J371078-1982-2843","1982/11/8","河南省南阳市婚姻登记处","无"
"余树换","210682198805222552","1988/5/22","中国","殷其店","130303197606091258","1976/6/9","中国","J219775-1993-1009","1993/5/16","贵州省贵阳市婚姻登记处","无"
"柳何米","522428197405161325","1974/5/16","中国","窦穿待","150123198409251446","1984/9/25","中国","J193216-1949-1860","1949/4/26","香港特别行政区九龙婚姻登记处","无"
"贝阳黑","610721197207171735","1972/7/17","中国","孟黄正","362323197705181857","1977/5/18","中国","J627657-1973-1369","1973/7/26","辽宁省阜新市婚姻登记处","无"
"皮类雨","620111195308071060","1953/8/7","中国","尤松三","110107197612032490","1976/12/3","中国","J322754-2008-1461","2008/8/29","云南省曲靖市婚姻登记处","无"
"计速烟","411403197302131197","1973/2/13","中国","韦狗身","130825195311301138","1953/11/30","中国","J585536-2012-2834","2012/8/30","新疆维吾尔自治区乌鲁木齐市婚姻登记处","无"
"沈汽非","420106196811131872","1968/11/13","中国","伍义恶","654323195705151959","1957/5/15","中国","J166096-1989-2160","1989/3/24","西藏自治区山南地区婚姻登记处","无"
"郑什目","612424196812122501","1968/12/12","中国","秦呼革","320682197105042500","1971/5/4","中国","J244148-1982-3125","1982/5/28","上海上海市婚姻登记处","无"
"魏赶外","452625198502242185","1985/2/24","中国","米深衣","612722197207241922","1972/7/24","中国","J619959-1982-1530","1982/4/10","甘肃省庆阳市婚姻登记处","无"
"毛拥善","150206197708152178","1977/8/15","中国","孙标肯","511381198209241027","1982/9/24","中国","J303585-2013-2418","2013/1/18","河南省商丘市婚姻登记处","无"
"岑图克","630102199207191235","1992/7/19","中国","葛六坤","522723197112172180","1971/12/17","中国","J518227-1993-3305","1993/10/11","广东省阳江市婚姻登记处","无"
"邹误","510801195612311890","1956/12/31","中国","朱间","371421195807222458","1958/7/22","中国","J384267-1949-1550","1949/6/13","宁夏回族自治区固原市婚姻登记处","无"
"平代特","130523197710132802","1977/10/13","中国","毛伴星","420702195103202097","1951/3/20","中国","J298465-1952-3175","1952/5/29","浙江省台州市婚姻登记处","无"
"华白证","520382196903221200","1969/3/22","中国","尤归諣","210103198407051396","1984/7/5","中国","J113065-1997-2465","1997/6/29","云南省文山壮族苗族自治州婚姻登记处","无"
"狄叫","420701197103172645","1971/3/17","中国","黄找担","210881195904252563","1959/4/25","中国","J506183-1975-1504","1975/10/14","浙江省丽水市婚姻登记处","无"
"郎给看","360426197703032738","1977/3/3","中国","黄艺告","230715195412262188","1954/12/26","中国","J493682-1992-3030","1992/6/5","香港特别行政区九龙婚姻登记处","无"
"成充定","610724198509211281","1985/9/21","中国","明草去","632802195212311272","1952/12/31","中国","J385322-1959-3254","1959/12/26","内蒙古自治区锡林郭勒盟婚姻登记处","无"
"殷画","320621196702141411","1967/2/14","中国","明记奇","632622196212251870","1962/12/25","中国","J423885-1977-2023","1977/7/17","海南省儋州市婚姻登记处","无"
"葛步具","532524199009271145","1990/9/27","中国","华恋庭","13073219860914160X","1986/9/14","中国","J591619-2009-2072","2009/1/21","澳门特别行政区离岛婚姻登记处","无"
"花巴收","510801199009011007","1990/9/1","中国","伍呀银","612430195505311049","1955/5/31","中国","J289546-1965-1779","1965/8/23","内蒙古自治区赤峰市婚姻登记处","无"
"昌存及","653101196310141793","1963/10/14","中国","酆遇巴","140302195401051902","1954/1/5","中国","J181210-1950-2839","1950/6/5","海南省陵水黎族自治县婚姻登记处","无"
"郑还四","410328196204191248","1962/4/19","中国","郝旅等","43010519541008261X","1954/10/8","中国","J486455-1955-1118","1955/4/5","云南省曲靖市婚姻登记处","无"
"任贝大","500238196603312122","1966/3/31","中国","米始线","610428197102262372","1971/2/26","中国","J618679-1986-1375","1986/2/4","江苏省淮安市婚姻登记处","无"
"元追套","340828198301311182","1983/1/31","中国","潘制号","430621195607111418","1956/7/11","中国","J284020-2002-3483","2002/11/28","宁夏回族自治区吴忠市婚姻登记处","无"
"皮术极","360281197310301240","1973/10/30","中国","邹永程","230184197507312837","1975/7/31","中国","J412240-1998-2798","1998/9/27","重庆重庆市婚姻登记处","无"
"姚灯承","360321197411292127","1974/11/29","中国","俞蜖招","410922199506052807","1995/6/5","中国","J459995-1984-1970","1984/10/3","青海省海西蒙古族藏族自治州婚姻登记处","无"
"尤选听","220723198311231545","1983/11/23","中国","袁越身","230224196901211406","1969/1/21","中国","J479116-1947-2435","1947/3/15","福建省宁德市婚姻登记处","无"
"米奥月","220724197612242572","1976/12/24","中国","郎口往","441421196801122950","1968/1/12","中国","J644649-1954-2672","1954/10/29","辽宁省丹东市婚姻登记处","无"
"薛质复","430682195506122508","1955/6/12","中国","计层元","450512197409272721","1974/9/27","中国","J339455-1971-1241","1971/4/3","辽宁省盘锦市婚姻登记处","无"
"潘靠秘","220822198512201623","1985/12/20","中国","谈子存","130322195106062901","1951/6/6","中国","J365740-2004-1777","2004/9/10","辽宁省营口市婚姻登记处","无"
"倪托路","513336197405231067","1974/5/23","中国","戴尔纪","152105195904241830","1959/4/24","中国","J367632-1986-1363","1986/7/18","广东省清远市婚姻登记处","无"
"郝始处","152824199207182930","1992/7/18","中国","屈迷细","34022319740718272X","1974/7/18","中国","J538847-1967-2260","1967/9/20","上海上海市婚姻登记处","无"
"马阵旧","220724195009272073","1950/9/27","中国","米菜复","45263119870106164X","1987/1/6","中国","J208512-1961-2344","1961/9/23","上海上海市婚姻登记处","无"
"邵几阵","410883197006222556","1970/6/22","中国","邵汉极","510724198802072483","1988/2/7","中国","J173980-1995-2857","1995/6/21","山西省大同市婚姻登记处","无"
"何极北","622126196410162525","1964/10/16","中国","康遗压","330211198101081405","1981/1/8","中国","J140946-1959-1740","1959/12/13","天津天津市婚姻登记处","无"
"伍琴朝","533224197003142478","1970/3/14","中国","袁也顾","450603198605181433","1986/5/18","中国","J431550-1966-1298","1966/8/4","台湾连江县婚姻登记处","无"
"彭望乎","310230195408021978","1954/8/2","中国","余气","370283199301302368","1993/1/30","中国","J630759-1951-2986","1951/12/12","天津天津市婚姻登记处","无"
"孟响单","632621198007102000","1980/7/10","中国","金贝摇","630121195210052472","1952/10/5","中国","J266242-1946-3076","1946/9/24","新疆维吾尔自治区伊犁哈萨克自治州婚姻登记处","无"
"陈案第","421124199302241499","1993/2/24","中国","奚父易","33020119560606142X","1956/6/6","中国","J601059-1955-2300","1955/9/4","广东省茂名市婚姻登记处","无"
"俞体他","410511196607052095","1966/7/5","中国","潘默治","42112319570607109X","1957/6/7","中国","J618755-1987-1503","1987/4/4","吉林省四平市婚姻登记处","无"
"尹提奇","150122199110142965","1991/10/14","中国","章日良","130626195412052869","1954/12/5","中国","J545118-2018-2654","2018/6/5","安徽省六安市婚姻登记处","无"
"和妻教","441901195505191190","1955/5/19","中国","卫德因","362202197902101193","1979/2/10","中国","J257069-2007-1873","2007/1/10","福建省南平市婚姻登记处","无"
"项巨准","43112519880526125X","1988/5/26","中国","舒整写","410323195401282273","1954/1/28","中国","J518145-2006-2671","2006/7/31","福建省漳州市婚姻登记处","无"
"倪奥沉","513226198604261521","1986/4/26","中国","于慢相","310114198402112199","1984/2/11","中国","J602072-1951-1662","1951/2/28","青海省玉树藏族自治州婚姻登记处","无"
"卞野急","32011419650801168X","1965/8/1","中国","贺尔童","230506197812022257","1978/12/2","中国","J191242-1954-1661","1954/11/25","江苏省盐城市婚姻登记处","无"
"伏样红","43072619840630138X","1984/6/30","中国","邵脚希","440507196811182365","1968/11/18","中国","J402715-2004-1597","2004/1/5","安徽省池州市婚姻登记处","无"
"计三容","654201196209051685","1962/9/5","中国","梁料楼","610427198812221290","1988/12/22","中国","J372312-1974-2036","1974/11/4","四川省宜宾市婚姻登记处","无"
"费面被","450981196802012221","1968/2/1","中国","云相半","513425199103122573","1991/3/12","中国","J467901-1987-2246","1987/10/27","陕西省商洛市婚姻登记处","无"
"平馆乡","360322196402131761","1964/2/13","中国","杨晚产","230302196811031433","1968/11/3","中国","J264493-1964-2168","1964/12/25","江苏省苏州市婚姻登记处","无"
"倪授项","53213019670403218X","1967/4/3","中国","孟赛山","500224198204082245","1982/4/8","中国","J140043-2015-2728","2015/3/1","西藏自治区拉萨市婚姻登记处","无"
"谢案承","622723195808282615","1958/8/28","中国","汪那考","220721196309021386","1963/9/2","中国","J147618-2016-3097","2016/7/6","吉林省延边朝鲜族自治州婚姻登记处","无"
"薛牛介","130523197504082517","1975/4/8","中国","魏帝飞","150304198206131382","1982/6/13","中国","J163602-1989-3315","1989/7/5","江西省九江市婚姻登记处","无"
"梁票究","370112197909202155","1979/9/20","中国","韦商米","130982195610232681","1956/10/23","中国","J488032-2006-1974","2006/5/19","河南省鹤壁市婚姻登记处","无"
"鲍莫吗","130801198806221271","1988/6/22","中国","郝心馆","220601196106212229","1961/6/21","中国","J631785-1973-2919","1973/10/23","宁夏回族自治区石嘴山市婚姻登记处","无"
"纪显保","450111199304171538","1993/4/17","中国","顾且器","522229195311061776","1953/11/6","中国","J639094-2011-1206","2011/2/28","广西壮族自治区玉林市婚姻登记处","无"
"费阿劳","422828195906091432","1959/6/9","中国","曹牌农","420624196109162847","1961/9/16","中国","J232522-2006-1703","2006/4/14","江西省鹰潭市婚姻登记处","无"
"穆分白","320584198201171735","1982/1/17","中国","蒋工","522526198604051927","1986/4/5","中国","J162083-1980-1584","1980/8/19","吉林省延边朝鲜族自治州婚姻登记处","无"
"元目吉","370181196101061051","1961/1/6","中国","薛正山","420203195709071617","1957/9/7","中国","J158904-1980-1361","1980/2/27","北京北京市婚姻登记处","无"
"吕雨英","220101198511252146","1985/11/25","中国","曹技冷","131126195607141929","1956/7/14","中国","J416909-1954-2392","1954/5/16","陕西省西安市婚姻登记处","无"
"尤院办","33072119870618110X","1987/6/18","中国","岑字乡","420981195406131122","1954/6/13","中国","J591583-2018-2101","2018/6/9","广西壮族自治区百色市婚姻登记处","无"
"狄神飞","32058119560224257X","1956/2/24","中国","伍府紶","45272319870322185X","1987/3/22","中国","J542619-1960-1865","1960/2/5","安徽省芜湖市婚姻登记处","无"
"鲁浪通","450205199407062025","1994/7/6","中国","穆最","32118219640529125X","1964/5/29","中国","J350226-2010-2975","2010/3/10","湖南省娄底市婚姻登记处","无"
"柏副前","211221197701071798","1977/1/7","中国","纪把所","350102198805181175","1988/5/18","中国","J427798-1955-3306","1955/11/4","山东省滨州市婚姻登记处","无"
"舒认","652828195108152301","1951/8/15","中国","柳吧战","230781199408162653","1994/8/16","中国","J199266-1999-1329","1999/1/25","北京北京市婚姻登记处","无"
"臧广舞","130630196406252361","1964/6/25","中国","余不沙","232304199603241653","1996/3/24","中国","J104304-1990-2386","1990/2/16","辽宁省鞍山市婚姻登记处","无"
"禹异热","371203196504031989","1965/4/3","中国","时采语","321011196708192231","1967/8/19","中国","J382714-1952-1622","1952/2/23","山东省滨州市婚姻登记处","无"
"张清球","452622196909241580","1969/9/24","中国","祝树酒","411403196706202321","1967/6/20","中国","J171252-1972-2368","1972/12/13","陕西省渭南市婚姻登记处","无"
"严别速","542430199508292613","1995/8/29","中国","陈神加","522225197103131980","1971/3/13","中国","J225946-1956-3012","1956/10/31","澳门特别行政区澳门半岛婚姻登记处","无"
"孙阿洗","152131196602102920","1966/2/10","中国","苏败跟","23020419660424146X","1966/4/24","中国","J309445-2018-3367","2018/9/9","台湾高雄市婚姻登记处","无"
"计婚环","142225195207061913","1952/7/6","中国","鲍写博","340401199103021611","1991/3/2","中国","J560032-1975-1045","1975/9/19","江西省吉安市婚姻登记处","无"
"时调候","410923199402252035","1994/2/25","中国","董友盛","340403198705171383","1987/5/17","中国","J317751-1959-1912","1959/12/25","吉林省长春市婚姻登记处","无"
"任约","13042719670924161X","1967/9/24","中国","许富际","35078119900410143X","1990/4/10","中国","J148851-1957-2674","1957/8/16","西藏自治区山南地区婚姻登记处","无"
"梁升自","653226197703102100","1977/3/10","中国","冯群否","420703196304241931","1963/4/24","中国","J371282-1987-3086","1987/6/5","新疆维吾尔自治区喀什地区婚姻登记处","无"
"葛失某","152127199108311443","1991/8/31","中国","毕年满","330205199009262112","1990/9/26","中国","J239239-2012-3119","2012/2/23","云南省丽江市婚姻登记处","无"
"岑藸儿","232721195612132855","1956/12/13","中国","狄书风","42900119950428278X","1995/4/28","中国","J138948-2011-2157","2011/5/18","江西省宜春市婚姻登记处","无"
