"27","彭力","女","傣族","2012-06-07","111713201206072324","北京市延庆县","建国门外大街灵通观临甲13号","智力低下","重度残疾","是","单亲抚养","打工","衢州市龙游县实验小学","魏成","621423197712131090","建国门外大街灵通观临甲13号","15708826243","杜俊峰","15708826243","杭州市富阳区正禄如通有限公司","会计","2018-05-21","每年帮扶"
"28","任义兴","女","傣族","2013-01-20","321714201301206625","江苏省宿迁市泗洪县","石门路1号","佝偻病","轻度残疾","否","祖父母抚养","上学","金华市武义县实验小学","廉盛","361306197802279326","石门路1号","15703844474","罗桂","15703844474","温州市泰顺县巨久有限公司","厨师","2018-09-11","每天帮扶"
"29","鲁芬芳","男","汉族","2009-10-01","340410200910015418","安徽省淮南市潘集区","经济技术开发区天华北街11号院3号楼三层，四层","脑瘫","中度残疾","否","亲戚抚养","打工","杭州市临安区实验小学","茅震","141105198602094491","经济技术开发区天华北街11号院3号楼三层，四层","13202372546","戴莎","13202372546","宁波市海曙区万康有限公司","作家","2018-05-11","每年帮扶"
"30","尹磊民","女","汉族","2013-10-29","521007201310297743","贵州省遵义市仁怀市","顺一条8号","失聪","重度残疾","否","双亲抚养","上学","温州市苍南县实验小学","乐舒","120823199004166057","顺一条8号","13305000393","金振壮","13305000393","温州市泰顺县利如有限公司","司机","2018-04-17","每天帮扶"
"31","喻桂","男","汉族","2011-03-03","611802201103032014","陕西省汉中市佛坪县","四惠桥东南岸1号西店村35栋底商","小儿麻痹","重度残疾","是","单亲抚养","打工","衢州市常山县实验小学","宋健世","411407197509162230","四惠桥东南岸1号西店村35栋底商","15206433231","钱朋斌","15206433231","嘉兴市秀洲区鑫德有限公司","老师","2018-09-06","每天帮扶"
"32","禹顺","男","回族","2013-07-26","141321201307266570","山西省晋城市怀仁县","后沙峪镇裕民大街32号","失聪","重度残疾","否","双亲抚养","打工","衢州市常山县实验小学","赵建家","150410198904154007","后沙峪镇裕民大街32号","13806513006","安燕彩","13806513006","潮州市长兴县广安有限公司","会计","2018-05-04","每天帮扶"
"33","康行时","女","汉族","2012-08-31","710211201208311489","新疆维吾尔族自治区石河子市","复兴路69号五棵松华熙LIVE商区东区B1层","白内障","轻度残疾","否","祖父母抚养","上学","宁波市奉化区实验小学","顾毓","121109198010072848","复兴路69号五棵松华熙LIVE商区东区B1层","15503883413","葛伊亚","15503883413","宁波市海曙区元优有限公司","律师","2018-09-01","每月帮扶"
"34","花艺","女","汉族","2014-12-05","131519201412054901","河北省衡水市深州市","老营房路1号","失聪","中度残疾","是","亲戚抚养","上学","台州市黄岩区实验小学","彭芬芳","511323198210234701","老营房路1号","13801801627","阮承乐","13801801627","杭州市上城区正禄如通有限公司","总经理","2018-09-17","每年帮扶"
"35","郎霞香","女","汉族","2010-03-06","440818201003067689","广东省湛江市麻章区","长陵镇康陵村26号院","肺炎","重度残疾","否","祖父母抚养","打工","温州市永嘉县实验小学","成山仁","500219199008265196","长陵镇康陵村26号院","13008261953","窦良海","13008261953","温州市鹿城区多乾有限公司","企业老板","2018-10-22","每月帮扶"
"36","汤琦","男","汉族","2010-11-13","651225201011139599","新疆维吾尔族自治区克拉玛依市乌尔禾区","十三陵镇涧头村","智力低下","轻度残疾","是","亲戚抚养","上学","绍兴市柯桥区实验小学","伏清","220426199001275661","十三陵镇涧头村","15506905537","喻腾","15506905537","宁波市江北区正禄如通有限公司","程序员","2018-12-15","每天帮扶"
"37","孟裕","女","汉族","2010-08-02","111605201008023285","北京市延庆县","朝阳门南小街大方家胡同芳嘉园11号","残疾","中度残疾","否","祖父母抚养","上学","宁波市象山县实验小学","鲍谦","110412199105088896","朝阳门南小街大方家胡同芳嘉园11号","15801331881","杜宁","15801331881","台州市天台县万康有限公司","工程师","2018-10-24","每年帮扶"
"38","闵震","女","汉族","2015-02-14","130415201502144660","河北省邯郸市峰峰矿区","花家地小区30号楼","小儿麻痹","中度残疾","否","单亲抚养","上学","潮州市吴兴区实验小学","常家","521206198201248482","花家地小区30号楼","13504822800","邬娜","13504822800","温州市洞头区瑞丰有限公司","老师","2018-05-20","每天帮扶"
"39","昌才发","男","汉族","2014-01-04","641201201401045435","宁夏回族自治区吴忠市灵武市","地安门西大街57号什刹海体校内","失聪","轻度残疾","是","亲戚抚养","上学","杭州市萧山区实验小学","元翔旭","221211198509037727","地安门西大街57号什刹海体校内","13908232853","汪蓉眉","13908232853","台州市天台县同福有限公司","企业老板","2018-03-04","每月帮扶"
"40","费爱妹","女","汉族","2009-12-25","220503200912259927","吉林省通化市二道江区","刘林池北京世博贸易有限公司","佝偻病","重度残疾","否","亲戚抚养","上学","潮州市南浔区实验小学","秦顺","450717198801274112","刘林池北京世博贸易有限公司","15001930258","康珊莎","15001930258","衢州市柯城区春信有限公司","老师","2018-11-23","每年帮扶"
"41","董厚庆","女","汉族","2009-11-06","311716200911064463","上海市崇明县","卢沟桥宛平城内街8A","聋哑","中度残疾","是","单亲抚养","打工","台州市仙居县实验小学","岑雪荣","410524197707124497","卢沟桥宛平城内街8A","13903038853","汤震","13903038853","宁波市北仑区昌益有限公司","作家","2018-12-12","每天帮扶"
"42","韦鹏泽","女","汉族","2008-05-22","521314200805226364","贵州省遵义市仁怀市","安贞西里四区甲1号北侧1楼","聋哑","轻度残疾","是","双亲抚养","上学","杭州市下城区实验小学","尤俊峰","150616197809203248","安贞西里四区甲1号北侧1楼","15302093073","明建家","15302093073","宁波市鄞州区万康有限公司","企业老板","2018-03-27","每天帮扶"
"43","罗琬茗","男","汉族","2013-10-03","521615201310031738","贵州省遵义市仁怀市","霄云路18号","白内障","轻度残疾","否","亲戚抚养","上学","绍兴市越城区实验小学","邹谦","421214199109037499","霄云路18号","15507387828","卞莲","15507387828","金华市武义县利如有限公司","程序员","2018-12-09","每月帮扶"
"44","尹豪","男","汉族","2008-12-23","221813200812238833","吉林省白城市大安市","广泽路望京花园小区214号","智力低下","重度残疾","否","单亲抚养","打工","温州市苍南县实验小学","喻榕","510910198812013816","广泽路望京花园小区214号","13505631824","罗康星","13505631824","温州市永嘉县春信有限公司","企业老板","2018-09-30","每年帮扶"
"45","祝星","女","汉族","2011-03-15","110610201103156701","北京市延庆县","东直门内大街282号","智力低下","轻度残疾","是","亲戚抚养","打工","宁波市宁海县实验小学","纪安","331323197810193817","东直门内大街282号","15505974939","吕宁","15505974939","宁波市北仑区利如有限公司","企业老板","2018-09-01","每月帮扶"
"46","和生龙","男","汉族","2013-01-11","520917201301118374","贵州省遵义市仁怀市","新源南路1号都汇天地B1层","智力低下","轻度残疾","否","单亲抚养","上学","宁波市海曙区实验小学","滕彩","530820198809248626","新源南路1号都汇天地B1层","15705828313","葛毅","15705828313","杭州市富阳区飞庆有限公司","警察","2018-09-05","每月帮扶"
"47","施泽","女","苗族","2010-09-18","460706201009187900","海南省三亚市市辖区","天星街1号院绿地缤纷城3层","小儿麻痹","重度残疾","是","祖父母抚养","打工","衢州市常山县实验小学","许栋","531518198705277293","天星街1号院绿地缤纷城3层","15501988725","米斌","15501988725","台州市天台县公佳有限公司","企业老板","2019-01-08","每天帮扶"
"48","余承乐","女","汉族","2010-03-20","640411201003206683","宁夏回族自治区吴忠市灵武市","旧宫镇树桥村酒厂路","失聪","中度残疾","否","单亲抚养","打工","嘉兴市秀洲区实验小学","茅环","130814198709138848","旧宫镇树桥村酒厂路","15205971248","华策腾","15205971248","宁波市象山县元优有限公司","老师","2018-11-17","每月帮扶"
"49","庞蓓","男","汉族","2009-06-22","620611200906228412","甘肃省天水市张家川回族自治县","云岗路150号","肺炎","中度残疾","是","双亲抚养","打工","金华市浦江县实验小学","苏民","641513197412111006","云岗路150号","15204562588","许河哲","15204562588","杭州市江干区东昌有限公司","总经理","2018-09-05","每天帮扶"
"50","倪之","女","汉族","2008-02-17","540218200802172267","西藏自治区拉萨市墨竹工卡县","地安门西大街57号什刹海体校内","智力低下","重度残疾","否","祖父母抚养","上学","杭州市富阳区实验小学","蓝蕊薇","521313198011076274","地安门西大街57号什刹海体校内","13903428206","许秀娟","13903428206","金华市磐安县东昌有限公司","会计","2018-05-04","每年帮扶"
"51","余震","女","汉族","2014-07-06","610323201407063640","陕西省宝鸡市岐山县","美术馆东街蒋家大院胡同8号","小儿麻痹","轻度残疾","否","单亲抚养","上学","金华市婺城区实验小学","苗美娜","221716199301287380","美术馆东街蒋家大院胡同8号","13303478517","戴家","13303478517","杭州市桐庐县东昌有限公司","老师","2019-01-24","每天帮扶"
"52","禹庆","男","汉族","2015-03-05","111209201503053052","北京市延庆县","西客站南广场东侧大方饭店三层","佝偻病","轻度残疾","是","单亲抚养","打工","杭州市富阳区实验小学","褚泽","450604198306238532","西客站南广场东侧大方饭店三层","13908047403","戴裕","13908047403","潮州市长兴县德高有限公司","律师","2019-01-01","每月帮扶"
"53","宋晶妍","男","汉族","2011-08-06","501018201108061711","重庆市南川市","甜水园路甲1号南侧","智力低下","重度残疾","否","双亲抚养","打工","温州市瓯海区实验小学","毛萍红","431727197910045442","甜水园路甲1号南侧","15006775780","汤艳","15006775780","衢州市龙游县公盈有限公司","会计","2018-07-26","每月帮扶"
"54","罗奇","男","回族","2008-01-24","231406200801246493","黑龙江省黑河市五大连池市","月坛南街30号万方西单商场3楼","残疾","重度残疾","是","亲戚抚养","打工","潮州市安吉县实验小学","和菊","131804198812017243","月坛南街30号万方西单商场3楼","13200893805","钱志","13200893805","衢州市柯城区聚兴有限公司","工程师","2018-04-27","每年帮扶"
"55","康群豪","女","汉族","2011-10-14","110812201110149067","北京市延庆县","建国路93号院新世界百货7层","聋哑","重度残疾","否","双亲抚养","打工","杭州市拱墅区实验小学","元茗","461718197605207518","建国路93号院新世界百货7层","15307123876","韩若鸣","15307123876","绍兴市上虞区洪亚有限公司","歌手","2018-05-09","每天帮扶"
"56","吕勇毅","男","汉族","2008-01-26","511004200801261439","四川省内江市市中区","古北水镇小岭村10-2号","小儿麻痹","中度残疾","是","亲戚抚养","上学","温州市鹿城区实验小学","奚绍功","310827197802208447","古北水镇小岭村10-2号","15103884480","闵文","15103884480","潮州市长兴县公盈有限公司","工程师","2018-08-16","每年帮扶"
"57","乐东文","男","汉族","2012-11-08","230412201211087714","黑龙江省鹤岗市兴山区","牌坊胡同甲7号银河SOHOB座B1层","失聪","轻度残疾","否","双亲抚养","打工","台州市黄岩区实验小学","杜昌成","431304199401249579","牌坊胡同甲7号银河SOHOB座B1层","13003055111","费菲寒","13003055111","金华市武义县隆高有限公司","医生","2018-11-26","每年帮扶"
"58","凤世","女","汉族","2010-09-07","610810201009072627","陕西省汉中市佛坪县","物流01号","智力低下","重度残疾","否","单亲抚养","上学","宁波市海曙区实验小学","钱婉娴","120728199302077813","物流01号","13106073907","谈谦","13106073907","温州市鹿城区伟复有限公司","工程师","2018-09-01","每年帮扶"
"59","尤嘉","男","汉族","2011-09-30","350812201109302674","福建省龙岩市新罗区","管庄朝阳北路三间房东路4号院欧尚超市院内","佝偻病","重度残疾","否","亲戚抚养","上学","宁波市宁海县实验小学","韩雄琛","520101199106038584","管庄朝阳北路三间房东路4号院欧尚超市院内","15805871912","屈毅","15805871912","嘉兴市秀洲区辉圣有限公司","程序员","2018-09-06","每天帮扶"
"60","费宁","女","汉族","2014-07-16","651513201407164421","新疆维吾尔族自治区克拉玛依市乌尔禾区","大灰厂东路西50米","聋哑","轻度残疾","是","单亲抚养","上学","宁波市北仑区实验小学","邹林有","321809198208281178","大灰厂东路西50米","15508392444","倪彬","15508392444","杭州市西湖区德祥有限公司","会计","2018-09-24","每年帮扶"
"61","葛信子","女","汉族","2015-07-14","531112201507146420","云南省玉溪市元江哈尼族彝族傣族自治县","东三环北路甲2号京信大厦1楼","聋哑","重度残疾","否","祖父母抚养","打工","宁波市海曙区实验小学","陈东文","110719199201143034","东三环北路甲2号京信大厦1楼","13005777633","方婵","13005777633","衢州市开化县正禄如通有限公司","会计","2019-01-29","每月帮扶"
"62","邹毅","女","汉族","2011-12-11","310121201112117848","上海市松江区","厂洼东一街3号","佝偻病","轻度残疾","否","单亲抚养","打工","台州市三门县实验小学","卜珠","640328197603076001","厂洼东一街3号","13500168890","凤筠柔","13500168890","杭州市淳安县耀佳有限公司","会计","2018-08-08","每月帮扶"
"63","谢力","男","汉族","2011-12-28","450625201112284496","广西壮族自治区防城港市上思县","角门北路3号首座绿洲2号楼","肺炎","轻度残疾","否","祖父母抚养","上学","宁波市象山县实验小学","朱琛","330820198210037480","角门北路3号首座绿洲2号楼","15001571052","赵波宁","15001571052","杭州市上城区皇贵有限公司","医生","2018-07-27","每天帮扶"
"64","倪莎","男","汉族","2014-01-27","120627201401273633","天津市蓟县","永安路175号","智力低下","中度残疾","是","亲戚抚养","打工","台州市天台县实验小学","张启","421315198408058041","永安路175号","15004286801","萧邦","15004286801","温州市文成县利如有限公司","歌手","2018-11-13","每年帮扶"
"65","酆娣叶","男","汉族","2011-12-07","430201201112071831","湖南省株洲市市辖区","定福皇庄回民小学斜对面","脑瘫","轻度残疾","否","祖父母抚养","上学","杭州市下城区实验小学","韦泰盛","120815197610232365","定福皇庄回民小学斜对面","15808050438","孟波宁","15808050438","绍兴市上虞区鑫德有限公司","企业老板","2018-04-30","每月帮扶"
"66","葛有","女","汉族","2011-11-22","341603201111228262","安徽省宿州市泗县","王府井大街301号东华金街购物中心6层","小儿麻痹","轻度残疾","是","亲戚抚养","打工","台州市仙居县实验小学","米琳素","610424198012273555","王府井大街301号东华金街购物中心6层","13400317795","袁广志","13400317795","潮州市德清县合亨有限公司","工程师","2019-01-18","每月帮扶"
"67","施全","男","回族","2012-04-28","540104201204282175","西藏自治区拉萨市城关区","石佛营东里甲1号","失聪","中度残疾","是","祖父母抚养","打工","杭州市萧山区实验小学","屈谦","150725198505166896","石佛营东里甲1号","13503412547","茅功","13503412547","绍兴市柯桥区德高有限公司","医生","2018-11-14","每年帮扶"
"68","祝翰","男","汉族","2015-05-28","540815201505286194","西藏自治区拉萨市墨竹工卡县","湖景东路新奥购物中心东A口","聋哑","重度残疾","是","单亲抚养","打工","杭州市江干区实验小学","蒋瑗琰","111407199005124010","湖景东路新奥购物中心东A口","13001672693","蓝思","13001672693","温州市鹿城区伟荣有限公司","程序员","2019-01-04","每年帮扶"
"69","伏山仁","男","汉族","2014-02-25","351025201402259454","福建省龙岩市漳平市","朝内北小街甲113号","佝偻病","轻度残疾","否","亲戚抚养","打工","台州市黄岩区实验小学","卫眉","150718199003159069","朝内北小街甲113号","13407961817","郎超","13407961817","宁波市宁海县万康有限公司","会计","2018-09-04","每月帮扶"
"70","汪谦","女","汉族","2014-06-23","131510201406233023","河北省衡水市深州市","红庙北里85号楼","失聪","中度残疾","否","亲戚抚养","打工","绍兴市上虞区实验小学","张和","500513198908195824","红庙北里85号楼","13107442143","成林有","13107442143","温州市瓯海区同富有限公司","歌手","2018-06-27","每天帮扶"
"71","元朗伯","男","汉族","2011-05-09","350913201105097139","福建省龙岩市漳平市","七圣路光熙门北里20号","佝偻病","轻度残疾","是","双亲抚养","上学","嘉兴市秀洲区实验小学","奚纨仪","461314198912032509","七圣路光熙门北里20号","15003467263","吴和","15003467263","温州市洞头区多乾有限公司","警察","2018-06-12","每年帮扶"
"72","苗香","女","汉族","2012-07-23","520316201207232582","贵州省遵义市红花岗区","百沙路格林豪泰酒店南100米","脑瘫","中度残疾","否","单亲抚养","上学","宁波市鄞州区实验小学","许博","340508198306129886","百沙路格林豪泰酒店南100米","13501952415","贺昌成","13501952415","台州市三门县久协有限公司","总经理","2018-03-14","每年帮扶"
"73","安纨仪","男","汉族","2014-09-25","121512201409256358","天津市蓟县","李家坟7号院创意总社1949","肺炎","轻度残疾","是","双亲抚养","打工","温州市苍南县实验小学","罗蓓","231411198907277275","李家坟7号院创意总社1949","13500887148","伏政谦","13500887148","宁波市海曙区耀顺有限公司","画家","2018-07-14","每月帮扶"
"74","祁华","男","汉族","2011-05-27","140406201105273010","山西省长治市城区","安苑路安苑东里一区4号","脑瘫","轻度残疾","否","双亲抚养","上学","宁波市北仑区实验小学","臧惠珠","140401197912055047","安苑路安苑东里一区4号","13408781146","顾卿","13408781146","衢州市衢江区公盈有限公司","老师","2018-06-19","每年帮扶"
"75","许光天","男","回族","2015-05-12","541312201505121814","西藏自治区拉萨市墨竹工卡县","永外路果园8号合生广场4层","聋哑","重度残疾","是","亲戚抚养","上学","杭州市余杭区实验小学","凤颖","631401199312218445","永外路果园8号合生广场4层","13307823815","苏斌","13307823815","金华市浦江县春谦有限公司","老师","2018-12-22","每月帮扶"
"76","孟安","男","汉族","2011-09-05","541207201109056937","西藏自治区拉萨市墨竹工卡县","芳群路芳群园二区20号","脑瘫","轻度残疾","否","祖父母抚养","打工","潮州市安吉县实验小学","俞固之","510623199003083873","芳群路芳群园二区20号","15000558791","严绍功","15000558791","衢州市开化县同富有限公司","会计","2018-04-14","每年帮扶"
"77","施茂进","男","汉族","2011-07-15","501128201107157137","重庆市南川市","工体北路13号-世茂广场工三-F3楼","肺炎","重度残疾","否","祖父母抚养","打工","杭州市富阳区实验小学","许固之","450726198110201091","工体北路13号-世茂广场工三-F3楼","13707078698","平星","13707078698","台州市三门县德祥有限公司","医生","2018-03-29","每天帮扶"
"78","费瑗琰","男","回族","2011-06-07","310611201106073232","上海市崇明县","青年路雅成里服务楼","智力低下","轻度残疾","否","单亲抚养","上学","宁波市奉化区实验小学","周峰","121224199112047441","青年路雅成里服务楼","13908298499","米山仁","13908298499","金华市磐安县隆高有限公司","司机","2018-10-08","每年帮扶"
"79","史富顺","女","汉族","2010-03-10","121324201003104007","天津市蓟县","怡馨家园1号楼二门905室","肺炎","重度残疾","是","单亲抚养","打工","宁波市象山县实验小学","赵宁","440313199106046429","怡馨家园1号楼二门905室","13302397156","罗辰","13302397156","潮州市南浔区聚兴有限公司","警察","2018-07-07","每年帮扶"
"80","华飘育","女","回族","2013-11-27","450413201311271027","广西壮族自治区梧州市市郊区","王府井大街218-3号新天地宾馆一层","智力低下","中度残疾","是","单亲抚养","上学","宁波市江北区实验小学","吴亮","641611199308017955","王府井大街218-3号新天地宾馆一层","15201148059","蒋子","15201148059","温州市瓯海区长隆有限公司","画家","2018-08-14","每天帮扶"
"81","卜旭","男","汉族","2009-07-05","350513200907054132","福建省泉州市洛江区","广泽路望京花园小区214号","肺炎","中度残疾","是","双亲抚养","打工","杭州市余杭区实验小学","黄福","351128197607258807","广泽路望京花园小区214号","13708700354","柳娥玲","13708700354","温州市龙湾区旺利有限公司","程序员","2018-03-02","每月帮扶"
"82","赵叶","男","汉族","2007-08-23","500605200708231074","重庆市南川市","石门东路2号园","佝偻病","重度残疾","否","单亲抚养","上学","嘉兴市海盐县实验小学","倪欢霄","450817198201305174","石门东路2号园","13001783089","戚承乐","13001783089","潮州市南浔区元正有限公司","程序员","2018-07-23","每天帮扶"
