"29","丁全","女","150101200906085304","2009/6/8","群众","小学","13303061397","陆波浩","13500021107","和平实验小学","4-10班"
"30","夏卿","女","410811200708088504","2007/8/8","群众","小学","13104414551","孟馨梅","15907983876","美中学校","6-10班"
"31","金豪","男","440403200903133074","2009/3/13","群众","小学","13604843540","韩启以","13101017168","博文学校","4-1班"
"32","侯蕊","女","620114201104255108","2011/4/25","群众","小学","13204601346","华进力","15602731718","东王实验学校","2-7班"
"33","吉眉","女","151309200806247184","2008/6/24","群众","小学","15805497129","姜友","13503995421","爱孚实验学校","5-9班"
"34","宋娟","男","460919200901144571","2009/1/14","群众","小学","13407498372","米亨","13401937583","万安学校","4-2班"
"35","姚有群","男","321723201209257575","2012/9/25","群众","小学","13408553265","程超","15707704676","精英学校","1-6班"
"36","沈仁善","女","220210201306063940","2013/6/6","群众","小学","13206991103","闵珠华","15008238204","锦明学校","1-3班"
"37","常鹏弘","女","430820200712132207","2007/12/13","群众","小学","13606542676","邬婷","13000378221","宝文学校","6-2班"
"38","卓芬丽","男","520914200708098472","2007/8/9","群众","小学","13201700215","贺时","13404665276","新园学校","6-4班"
"39","蓝素","男","651007201112304993","2011/12/30","群众","小学","15207178608","石星弘","15503016050","文峰小学","2-2班"
"40","钟才奇","女","360914200902242126","2009/2/24","群众","小学","15907980908","诸晶","15008722729","新智学校","4-6班"
"41","姜惠","男","121608200710081851","2007/10/8","群众","小学","13505716905","钱娣","13207037950","龙华中英文实验学校","6-9班"
"42","韦富","男","651601201106285931","2011/6/28","群众","小学","15307798319","熊瑗柔","15804812337","展华实验学校","2-9班"
"43","卢淑菲","女","460425201109148424","2011/9/14","群众","小学","13304565786","葛园亚","13500635775","三联永恒学校","2-3班"
"44","江枫琴","女","321004200810225488","2008/10/22","群众","小学","13501494367","盛家善","15303851850","龙丰学校","5-8班"
"45","冯信","女","210521200902286240","2009/2/28","群众","小学","13603963713","邵秀","13204551297","墩背小学","4-3班"
"46","蓝雅滢","男","321105201001172491","2010/1/17","群众","小学","15502154949","屈珍兰","13404702052","伟民小学","3-3班"
"47","傅可","男","111222200710294797","2007/10/29","群众","小学","15703455308","罗菁岚","15303983248","锦华实验学校","6-2班"
"48","雷思勤","女","121704201012111688","2010/12/11","群众","小学","13802171901","于琬","15703095351","博恒中英学校","3-6班"
"49","贺雄善","女","231617200807099501","2008/7/9","群众","小学","13302565904","魏琰素","13103857584","育英小学","5-9班"
"50","闵弘海","男","451517201004038498","2010/4/3","群众","初中","13607502365","凌河建","15604903501","山西崇实中学","3-10班"
"51","魏楠翰","女","450608200403222900","2004/3/22","团员","初中","15506764875","林晶","13301392320","石家庄市第十五中学","初二-1班"
"52","徐枝","女","451514200501056261","2005/1/5","团员","初中","13600852299","柯进杰","13003160830","长春市第二中学","初二-5班"
"53","甄伊","男","371512200504193750","2005/4/19","团员","初中","13303526770","钱馨琴","15907823374","沈阳市共青团实验中学","初二-7班"
"54","柏韵婉","男","540618200604184331","2006/4/18","团员","初中","13508622632","卓思亚","13407555012","上海市格致中学","初一-5班"
"55","魏飘","女","541303200507068548","2005/7/6","团员","初中","15204784809","沈芳","13305206431","沈阳市同泽高级中学","初二-4班"
"56","申琬淑","女","541511200308099221","2003/8/9","团员","初中","13801747380","安妍莲","13300456728","重庆史迪威外语校","初三-5班"
"57","石力","女","510120200606154924","2006/6/15","团员","初中","13805362198","庞豪雄","15506600200","上海市光明中学","初一-1班"
"58","姜军建","男","111024200407268950","2004/7/26","团员","初中","13002844553","苏贵","15303521392","海南恒星高级中学","初二-1班"
"59","吴婷","男","130125200310023496","2003/10/2","团员","初中","15001280754","袁薇","13803947039","深圳市福田区红岭中学高中部","初三-8班"
"60","严之","女","531015200309228663","2003/9/22","团员","初中","15907014605","蔡琴荔","15808851856","江西省南昌市湾里一中","初三-4班"
"61","秦娅","男","410510200411296599","2004/11/29","团员","初中","15902815946","安震","13600146882","成都树德中学","初二-1班"
"62","赵友","女","631119200512271162","2005/12/27","团员","初中","13008497216","宁力","15302317303","长春市第十中学","初二-6班"
"63","戚广政","男","501525200503184039","2005/3/18","团员","初中","15903254864","平 姬","13503914445","上海市永兴高级中学","初二-1班"
"64","华馨娜","男","520603200312045677","2003/12/4","团员","初中","13307157021","袁发","13804254631","郑州新意中学","初三-5班"
"65","米琴","女","150824200406086301","2004/6/8","团员","初中","15203801813","谢美育","15208211006","郑州新意中学","初二-4班"
"66","程盛","男","611625200602099176","2006/2/9","团员","初中","13605766499","翟红","15308714823","成都市龙泉外国语实验学校","初一-3班"
"67","袁宏","男","150110200501033894","2005/1/3","团员","初中","15701436630","鲍薇","13906250232","昆明市第十四中学","初二-2班"
"68","米俊树","男","641011200507243858","2005/7/24","团员","初中","13904100328","水时平","15803340136","上海市永兴高级中学","初二-1班"
"69","吴毓咏","男","331524200311042257","2003/11/4","团员","初中","15302725848","周敬茂","15704562925","福州超德高级中学","初三-9班"
"70","崔莺","女","230503200601119768","2006/1/11","团员","初中","13104410691","范婕","13806628959","成都高新顺江学校","初一-4班"
"71","陶风","女","631220200511018989","2005/11/1","团员","初中","15003821125","颜卿翠","13806930294","重庆史迪威外语校","初二-8班"
"72","范新胜","女","811801200506211103","2005/6/21","团员","初中","15502123584","吕强之","15305317887","崇文学校","初二-4班"
"73","刘蕊","男","501522200406232310","2004/6/23","团员","初中","15103820152","汤毅","15105464235","湖南省长沙市长郡中学","初二-6班"
"74","廉发翔","女","131211200606085405","2006/6/8","团员","初中","15104353280","皮舒","13603547604","湖南省长沙市长郡中学","初一-6班"
"75","乔凝瑗","男","330615200604092791","2006/4/9","团员","初中","15805537093","车心","13603603528","西安市第六中学","初一-2班"
"76","卫良良","男","351501200405189575","2004/5/18","团员","初中","15905044087","汪英","13908795169","长春市第一中学","初二-4班"
"77","崔昭锦","男","211310200311078779","2003/11/7","团员","初中","13607785572","唐致","13100856948","河北省实验中学","初三-7班"
"78","鲁华荔","女","371415200601144607","2006/1/14","团员","初中","15806752702","马时","13905472250","江西省南昌市湾里一中","初一-8班"
"79","曹欣春","女","331704200510019302","2005/10/1","团员","初中","13402161104","李宜","13601983876","沈阳市第二十七中学","初二-6班"
"80","吕奇毅","男","420626200407308956","2004/7/30","团员","初中","13408448160","屈珊","15005785482","武汉市第二中学","初二-9班"
"81","华思武","女","440825200403092589","2004/3/9","团员","初中","15806590526","樊真馥","13802863907","福州高级中学","初二-5班"
"82","宋思飘","女","451119200503193023","2005/3/19","团员","初中","15801683927","毕文","15607370188","福州高级中学","初二-9班"
"83","宋咏","女","341014200311041589","2003/11/4","团员","初中","13305610402","何谦","13403305509","重庆市潼南第一中学校","初三-3班"
"84","谈宏","女","221213200507145964","2005/7/14","团员","初中","15005738668","张宜瑶","15305728428","东北中山中学","初二-6班"
"85","齐振","女","140116200501023529","2005/1/2","团员","初中","15205426808","翟晨永","13702148804","沈阳市京师高级中学","初二-5班"
"86","梅茂健","男","420727200407053973","2004/7/5","团员","初中","13901534450","汤媛晶","15605010954","沈阳市京师高级中学","初二-9班"
"87","娄固钧","男","461222200601089137","2006/1/8","团员","初中","13707424879","黄秋","13706332291","郑州二十四中","初一-6班"
"88","苏眉","男","321627200502159677","2005/2/15","团员","初中","13407833318","潘宜","15105697393","天津市静文高级中学","初二-3班"
"89","雷凝淑","女","451414200311211108","2003/11/21","团员","初中","13908265209","施蓉","15808172951","南昌二中","初三-6班"
"90","喻荣英","男","711216200408135734","2004/8/13","团员","初中","13502453955","金亚蕊","13907098772","天津市第七中学","初二-1班"
"91","田豪","女","211417200503101544","2005/3/10","团员","初中","15504948069","项菊","13202920306","深圳市福田区南开学校","初二-4班"
"92","伏风","女","510927200509146944","2005/9/14","团员","初中","15907863822","左爱红","15308771006","湖南省长沙市长郡中学","初二-2班"
"93","祁珍韵","女","431822200409054025","2004/9/5","团员","初中","15508555289","叶雪","15200222771","太原惠中外语学校","初二-9班"
"94","施启","男","370111200510097552","2005/10/9","团员","初中","15804608454","孙乐","13900519039","重庆市万州高级中学","初二-9班"
"95","殷秀芬","女","441512200309291163","2003/9/29","团员","初中","13407855255","雷思琴","15101460809","浙江省杭州第十四中学","初三-5班"
"96","雷彪天","男","230716200603208271","2006/3/20","团员","初中","13200403435","盛娥苑","13003560798","武汉市实验学校","初一-1班"
"97","邵翠聪","男","320412200312063552","2003/12/6","团员","初中","15102850441","高晨","15508725556","北京市第一七一中学","初三-3班"
"98","柳之庆","女","231201200605182623","2006/5/18","团员","初中","15608077198","朱山","13607997400","深圳市福田区上步中学","初一-9班"
"99","廉菁","男","451219200605159390","2006/5/15","团员","初中","15307296670","白倩融","13402777296","石家庄市第一中学","初一-7班"
"100","卓菲红","男","450711200603168792","2006/3/16","团员","初中","13507192011","娄江泽","15505007518","南湖高级中学","初一-6班"
"101","戴保亨","男","461020200311177936","2003/11/17","团员","高中","15608177658","洪薇蓓","13901093684","沈阳市京师高级中学","高二-7班"
"102","赵永诚","男","331712200204099454","2002/4/9","团员","高中","13001276869","王春","15503160185","东北中山中学","高二-5班"
"103","卢坚","女","320425200011065724","2000/11/6","团员","高中","15705796721","薛芸晶","13303421089","重庆市綦江实验中学","高三-4班"
"104","雷婉琬","女","210216200309253226","2003/9/25","团员","高中","13100125078","郭霭","13402844339","盐城市第三中学","高二-5班"
"105","石树","女","210406200111155288","2001/11/15","团员","高中","13801143929","许炎江","13303659084","重庆市綦江实验中学","高三-3班"
"106","汤康","男","310710200206117492","2002/6/11","团员","高中","15006138926","程玉","15504273940","昆明明兴学校","高二-6班"
"107","卓林","男","421606200403043852","2004/3/4","团员","高中","13901047175","彭珊纨","15304746842","福田区梅林中学","高一-9班"
"108","凌荔露","女","811822200208281229","2002/8/28","团员","高中","13904127622","蔡庆","15600550319","浙江省杭州第七中学","高二-10班"
"109","范璐","女","451012200011289129","2000/11/28","团员","高中","13103114274","童莲","15503503076","郑州市第二十九中学","高三-8班"
"110","平霭","男","651523200305112179","2003/5/11","团员","高中","13600413964","鲁伯旭","15604747968","晋阳中学","高二-2班"
"111","贺毓韵","男","151027200301318792","2003/1/31","团员","高中","15707306126","唐娣琦","13502076587","昆明市第一中学","高二-7班"
"112","诸影","女","210907200211036826","2002/11/3","团员","高中","13402425917","宁宁","13702780085","景泰学校","高二-10班"
"113","任俊涛","男","331820200210149216","2002/10/14","团员","高中","15206613188","米桂","13307996769","成都市棕北中学","高二-7班"
"114","凌琦","女","371107200301115028","2003/1/11","团员","高中","13908077176","王姣","13505483258","上海市五爱高级中学","高二-10班"
"115","时婕羽","女","370826200105164583","2001/5/16","团员","高中","15908032495","蔡平亨","13803668054","天津市卓群高级中学","高三-10班"
"116","蓝昭","男","501813200105135493","2001/5/13","团员","高中","15102101173","舒绍","15602333083","南京市第九中学震旦校区","高三-6班"
"117","冯荣可","男","810501200301122217","2003/1/12","团员","高中","15801366162","云兰艳","15708581048","晋阳中学","高二-4班"
"118","汤树","女","620603200302045680","2003/2/4","团员","高中","15007286184","孔翔东","15603332999","沈阳市共青团实验中学","高二-4班"
"119","范壮力","男","511624200208099255","2002/8/9","团员","高中","15305342651","袁凤妍","13402385259","海南恒星高级中学","高二-9班"
"120","韦星","男","411507200401078653","2004/1/7","团员","高中","13707874516","朱露雅","15302274797","闽侯二中","高一-3班"
"121","申全超","男","330622200212043936","2002/12/4","团员","高中","15603550293","徐澜","13804054896","昆明市第一中学","高二-10班"
"122","孙贞静","女","630626200112127024","2001/12/12","团员","高中","15606971129","成滢凤","15107620030","深圳福田中学","高三-10班"
"123","冯若清","女","150808200108279843","2001/8/27","团员","高中","15502037747","傅云","13604578955","河北省石家庄市第二中学","高三-8班"
"124","汪善涛","女","420407200109306081","2001/9/30","团员","高中","13203158320","金松","15101303409","南昌市韶光学校","高三-8班"
"125","柯萍","女","350606200305048062","2003/5/4","团员","高中","15507037599","樊翠蓓","13901871637","郑州市第五十三中学","高二-6班"
"126","卜纯莲","男","460409200011089551","2000/11/8","团员","高中","13100776921","水晶秋","13504660864","海口实验中学","高三-4班"
"127","云琼纨","女","150123200302171704","2003/2/17","团员","高中","13001433739","夏强诚","15603023394","武汉市实验学校","高二-3班"
"128","钱馨荔","男","650207200407097597","2004/7/9","团员","高中","13703558421","余腾","15007740510","昆明市第一中学","高一-7班"
"129","席梦","男","141728200209037639","2002/9/3","团员","高中","13001407275","孔宜瑞","13503325989","南京市第十三中学","高二-6班"
"130","姜腾振","男","541816200406292077","2004/6/29","团员","高中","13302678908","项慧","13506854070","长春市第七中学","高一-3班"
"131","周健","男","620313200212083036","2002/12/8","团员","高中","13605543306","申策泰","13106789048","山西大学附属中学校","高二-6班"
"132","魏哲刚","男","540919200107305132","2001/7/30","团员","高中","15503343119","魏雁勤","13708394344","郑州市第五十三中学","高三-10班"
"133","钟民","女","431514200101281805","2001/1/28","团员","高中","15205016943","余岚","15503130986","沈阳市第二十七中学","高三-9班"
"134","祁艺玲","男","530411200010184711","2000/10/18","团员","高中","13708016039","邢姬","13907490315","官渡区第二中学","高三-4班"
"135","诸鹏富","男","360923200209179253","2002/9/17","团员","高中","13400323360","唐荣爽","13307027817","海南恒星高级中学","高二-2班"
"136","傅滢伊","男","341713200210041017","2002/10/4","团员","高中","15307308542","卜坚兴","13508629037","郑州二十四中","高二-1班"
"137","董群振","女","141422200208143062","2002/8/14","团员","高中","13006731974","雷希毓","15006201666","浙江省杭州第四中学","高二-6班"
"138","廉政彬","女","140301200201177166","2002/1/17","团员","高中","13602246222","管发谦","13305466033","长沙第三中学","高二-8班"
"139","屈纨妹","女","151012200407034763","2004/7/3","团员","高中","15106402778","葛榕","15904831337","福州格致中学","高一-2班"
"140","纪友","女","221422200107059207","2001/7/5","团员","高中","15904061620","卢贵伦","15201375390","北京市汇成中学","高三-10班"
"141","屈弘振","女","370813200206106068","2002/6/10","团员","高中","13703455909","平朋鹏","15001671678","南昌市韶光学校","高二-2班"
"142","傅健炎","男","520709200202098011","2002/2/9","团员","高中","15305673537","邵承","15107008082","昆明市第十四中学","高二-1班"
"143","甄辉盛","男","611116200204066537","2002/4/6","团员","高中","13302752590","熊峰","13001190218","山东省济南第三中学","高二-5班"
"144","徐君蕊","男","131413200104041395","2001/4/4","团员","高中","13202070885","席雪娥","15104392278","浙江省杭州第二中学","高三-6班"
"145","吕兰","女","521524200102197821","2001/2/19","团员","高中","15204353530","凌浩","13707294355","郑州二十四中","高三-3班"
"146","马航炎","女","510623200303255185","2003/3/25","团员","高中","13006848357","鲍腾兴","15804254197","官渡区第二中学","高二-3班"
"147","季广善","女","371423200312248487","2003/12/24","团员","高中","13804696437","谢巧","15900990944","南京市第三高级中学","高二-5班"
"148","金华","男","610428200111074413","2001/11/7","团员","高中","13102350339","石浩家","15802853760","郑州市第五十三中学","高三-6班"
"149","龚栋","女","140722200201171968","2002/1/17","团员","高中","15801112125","齐坚山","15205737011","海口实验中学","高二-10班"
"150","柳君","男","361504200204134972","2002/4/13","团员","高中","15203653081","费友","13007421392","合肥育英高级中学","高二-9班"
"151","娄翰宏","男","441420200301276819","2003/1/27","团员","高中","15205380574","史翔楠","15805327182","山东大学附属中学","高二-7班"
"152","邱江谦","男","541107200107169130","2001/7/16","团员","高中","15505185336","郑莉","13701620515","重庆市綦江实验中学","高三-5班"
"153","卢蓓","男","351103200108238776","2001/8/23","团员","高中","15500647992","唐琼","15203872574","东北中山中学","高三-3班"
"154","卓和","女","540707200305144428","2003/5/14","团员","高中","13507310887","司蕊","13201086351","山东省济南第二中学","高二-7班"
"155","邹婕","男","461428200104309378","2001/4/30","团员","高中","13601982194","侯安博","13807986651","天津市卓群高级中学","高三-6班"
"156","常岚","男","210815200307141335","2003/7/14","团员","高中","15505833540","孙霞丹","13305785697","郑州市第五十三中学","高二-6班"
"157","毛泽","男","130926200407089614","2004/7/8","团员","高中","13405208109","汪伟","15906878176","武汉市洪山中学","高一-2班"
"158","韩仁杰","男","151513200305259770","2003/5/25","团员","高中","15100610752","卓思","13903508038","江西省南昌市湾里一中","高二-9班"
"159","严思新","女","331702200209198360","2002/9/19","团员","高中","15805731212","卓 ","13402203833","海口市第十四中学","高二-3班"
"160","诸月","男","540517200008123074","2000/8/12","团员","高中","15903815309","陆固和","13603624213","北京市汇成中学","高三-2班"
"161","邓兴","女","460320200112154463","2001/12/15","团员","高中","15305431151","凌民振","15707814824","福州格致中学","高三-8班"
"162","苗楠","男","141616200405198850","2004/5/19","团员","高中","13805775928","邵强","15207548471","郑州市第二十九中学","高一-2班"
"163","尹松之","男","351726200101164211","2001/1/16","团员","高中","15701314145","元裕振","13107934841","长春市第四中学","高三-8班"
"164","龚茜娥","女","621205200108147428","2001/8/14","团员","高中","15301972245","龚亚璐","15502088074","福州高级中学","高三-4班"
"165","蓝家榕","女","330613200312277168","2003/12/27","团员","高中","13606214427","安胜","15800842221","合肥联合中学","高二-5班"
"166","谭奇轮","女","221804200202181821","2002/2/18","团员","高中","13907925740","卢璐","13601942456","山东省济南第一中学","高二-10班"
"167","叶峰裕","女","411618200101064782","2001/1/6","团员","高中","15108470645","裴成","13905226037","成都市龙泉外国语实验学校","高三-4班"
"168","喻琴秋","女","130512200009226064","2000/9/22","团员","高中","13107338260","娄超树","13508553527","沈阳市回民中学","高三-7班"
"169","石雅","女","221322200009249184","2000/9/24","团员","高中","15007027580","喻坚冠","13307220079","西安模范高中","高三-5班"
"170","雷莺","男","630610200101144637","2001/1/14","团员","高中","15804214233","丁朋","15900971310","三中东方明珠高级中学","高三-2班"
"171","诸峰心","女","501811200011261460","2000/11/26","团员","高中","13904473006","乔安","13202657816","武汉市实验学校","高三-9班"
"172","闵成山","男","430317200206183255","2002/6/18","团员","高中","13607297486","平义","13204353089","南昌市韶光学校","高二-8班"
"173","洪若腾","女","370719200212139445","2002/12/13","团员","高中","15806273266","裴菁","15205740928","郑州新意中学","高二-2班"
"174","傅勤可","男","350316200101238874","2001/1/23","团员","高中","13400685441","石晓","15006951909","合肥大志高级中学","高三-7班"
"175","屈志利","女","351120200407154122","2004/7/15","团员","高中","13008170987","卞敬","15206777517","晋阳中学","高一-5班"
"176","吉珊筠","女","410914200111242547","2001/11/24","团员","高中","15902491535","齐辉","13508106751","竟成中学","高三-3班"
"177","方成","男","521407200010155138","2000/10/15","团员","高中","13507787888","管岚青","13803141645","官渡区第二中学","高三-5班"
"178","诸梦娅","男","460210200201286472","2002/1/28","团员","高中","13405515644","云菲","13100587805","郑州二十四中","高二-6班"
"179","狄福","女","321518200011081383","2000/11/8","团员","高中","15501011096","甄广","13703983345","昆明市第三十四中学","高三-10班"
"180","萧中泰","女","541004200105283083","2001/5/28","团员","高中","15700173002","戚义","13208723626","天津南开光明中学","高三-10班"
"181","姜霞","男","371418200110127110","2001/10/12","团员","高中","15504066621","钟博德","13202860629","北京市东城综合高中","高三-4班"
"182","丁苑欢","男","530701200203305792","2002/3/30","团员","高中","15507593453","洪进","13208804700","麻丘高级中学","高二-4班"
"183","彭强","男","530628200211156151","2002/11/15","团员","高中","15104440385","徐盛德","15707900607","成都树德中学","高二-3班"
"184","廉露","男","361111200308153292","2003/8/15","团员","高中","15504208483","姜利","15704774079","合肥市第二十二中学","高二-5班"
"185","闵霞姬","女","430709200401017784","2004/1/1","团员","高中","13905587037","杜柔","15500286986","崇文学校","高一-1班"
"186","洪珊","女","520215200102121944","2001/2/12","团员","高中","15604567240","翟玲","13905290876","福州第二中学","高三-5班"
"187","贺雄","女","141004200307261901","2003/7/26","团员","高中","13007050126","郭贵炎","13404477724","南京市金陵中学","高二-6班"
"188","俞生","女","361017200007288141","2000/7/28","团员","高中","15907576044","罗滢","13502382037","远东外国语学校","高三-5班"
"189","娄芬","女","521111200405104226","2004/5/10","团员","高中","13603727358","霍胜诚","13506957429","远东外国语学校","高一-3班"
"190","庞梦琦","男","451610200403261812","2004/3/26","团员","高中","15901535737","苗环","13003965180","海口市第十四中学","高一-7班"
"191","狄德","男","140711200211303838","2002/11/30","团员","高中","13800531615","秦珊爱","13004754360","福州第三中学","高二-10班"
"192","纪发峰","女","330512200109062143","2001/9/6","团员","高中","15303324274","平豪","15103381089","北京市东直门中学","高三-9班"
"193","程航腾","男","711619200305079394","2003/5/7","团员","高中","13703362493","屈丽荣","15900892914","远东外国语学校","高二-7班"
"194","屈眉艺","男","321422200309277132","2003/9/27","团员","高中","15104827625","云武","15705452077","武汉市武昌区长虹学校","高二-6班"
"195","童爽","男","511327200403216272","2004/3/21","团员","高中","13206375525","平哲","13308337338","成都高新顺江学校","高一-5班"
"196","马坚河","男","651807200008157535","2000/8/15","团员","高中","13606347910","云信炎","13003283486","成都树德中学","高三-6班"
"197","唐文亮","女","620814200012295143","2000/12/29","团员","高中","15000116250","谭悦","13705877852","沈阳市第二十七中学","高三-4班"
"198","杨博","女","351411200305038109","2003/5/3","团员","高中","13802365459","谭建","15501616097","海口实验中学","高二-8班"
"199","云梦华","女","610507200405155462","2004/5/15","团员","高中","15303137590","何燕","13408226701","深圳福田中学","高一-6班"
"200","钟善","女","211020200103291661","2001/3/29","团员","高中","15903713216","卓希琬","13405673819","浙江省杭州第四中学","高三-2班"
"201","管璧枝","男","350502200201053693","2002/1/5","积极分子","高中","15106919021","云善","15703540260","重庆市万州第二高级中学","高二-6班"
"202","包娥","男","811512200103226157","2001/3/22","积极分子","高中","15206825322","祁祥志","13200436048","太原市第五中学校","高三-3班"
"203","尹壮","女","650111200105014280","2001/5/1","团员","高中","13203835939","皮慧萍","15502844094","福州第三中学","高三-3班"
"204","沈华茜","男","210902200310042139","2003/10/4","积极分子","高中","13905446403","祝力志","15205585950","海南中学","高二-3班"
"205","邱中","女","340606200404244806","2004/4/24","积极分子","高中","15903434909","卞琴","15303495753","武汉精英文武学校","高一-7班"
"206","贺欣筠","女","411812200110028128","2001/10/2","积极分子","高中","13505461334","田昌策","13800455891","上海市光明中学","高三-1班"
"207","董妹","女","620806200101246903","2001/1/24","积极分子","高中","15103040860","徐琼菲","15003803286","西安思源中学","高三-3班"
"208","钱冠","男","421410200302034053","2003/2/3","积极分子","高中","13207353510","彭茗璐","13806365155","景泰学校","高二-9班"
"209","朱莺","男","651313200310096219","2003/10/9","积极分子","高中","13205831750","华颖雅","13004045830","合肥市第六中学","高二-1班"
"210","计茂","男","230421200101259850","2001/1/25","积极分子","高中","13000471630","洪荔纨","13807971089","武汉市实验学校","高三-1班"
"211","董蓓","女","310110200211249545","2002/11/24","团员","高中","13207958492","江博奇","13103684958","石家庄市第一中学分校","高二-6班"
"212","卓若楠","女","710314200403177348","2004/3/17","团员","高中","15000511752","华明鸣","15807643102","上海市五爱高级中学","高一-1班"
"213","江秋秀","女","121607200211187602","2002/11/18","团员","高中","13503020132","黄文","13001883389","郑州新意中学","高二-6班"
"214","毕华凤","男","501124200103269050","2001/3/26","积极分子","高中","13403200960","孙以义","15504470002","沈阳市第二中学","高三-7班"
"215","颜黛","男","711720200206118436","2002/6/11","积极分子","高中","13007667923","殷磊博","13806315416","重庆市綦江实验中学","高二-6班"
"216","卫榕","女","131207200303083285","2003/3/8","积极分子","高中","13904207523","万菲","13407062731","深圳福田中学","高二-2班"
"217","周义伯","女","330115200107257869","2001/7/25","团员","高中","13101953791","时荣飘","13704336296","海口市第四中学","高三-9班"
"218","崔露","女","811723200312081400","2003/12/8","积极分子","高中","13004205105","吴伦德","15800500129","郑州市第二十九中学","高二-4班"
"219","施宏炎","女","330208200401314566","2004/1/31","团员","高中","13108256384","庞松","15304140269","重庆市綦江实验中学","高一-6班"
"220","孟婕","女","341116200406251723","2004/6/25","团员","高中","13300275775","阮悦","15603786008","长春市第六中学","高一-6班"
"221","计善","男","330807200301152611","2003/1/15","积极分子","高中","15507715327","谈承","15008553190","昆明市第十四中学","高二-8班"
"222","孙策坚","女","121524200204275509","2002/4/27","积极分子","高中","13404314886","司璧","13406241445","长春市第九中学","高二-6班"
"223","屈凝","男","621015200306219812","2003/6/21","团员","高中","15506446093","汪卿婉","15003371699","长春市第二中学","高二-6班"
"224","苏姣","女","711412200407091720","2004/7/9","积极分子","高中","15900375539","席舒环","13007587982","合肥市第一中学","高一-5班"
"225","鲁莲","女","310601200309218967","2003/9/21","积极分子","高中","13105027820","许蓉","15505533199","山东大学附属中学","高二-10班"
"226","安伯","女","331421200307046202","2003/7/4","团员","高中","13008367967","蔡仁炎","15306098792","南昌市韶光学校","高二-2班"
"227","万刚伦","女","110711200210029082","2002/10/2","积极分子","高中","13206966516","孟生民","13501710409","海口市长流中学","高二-5班"
