"川I65632","小型车","舒牛推","身份证","623025198010031700","15626868502","2018/3/2","天津天津市北辰区科技园区北区
","伪造、变造机动车保险标志的","6","200","已缴"
"川J51236","大型车","罗十曾","身份证","41108119780903297X","18617091793","2018/12/3","北京北京市大兴区国家新媒体产业基地
","机动车喷涂、粘贴标识或者车身广告影响安全驾驶的违章行为。","3","200","已缴"
"新D41924","小型车","河南安彩高科股份有限公司","身份证","500241196105251062","18559544486","2018/6/20","河北石家庄市新乐市木村乡
","在禁止通行的时间、路段、车道内行驶的","0","2000","已缴"
"新D80580","中型车","柏名决","身份证","22018219620301185X","15160081063","2017/3/15","北京北京市大兴区兴丰街道
","机动车载物行驶时遗洒、飘散载运物的","12","200","未缴"
"新D98115","小型车","桂林莱茵生物科技股份有限公司","身份证","653024199409111212","15756587253","2016/1/14","北京北京市房山区西潞街道
","驾驶机动车不按规定使用转向灯的（另：未放置保险标志的）","0","2000","未缴"
"新G92400","中型车","皮秘莫","身份证","513221196011021055","18847250495","2017/10/31","天津天津市津南区海河教育园区
","驾驶营运客车非紧急情况下在高速公路应急车道上停车的","6","2000","已缴"
"新H53004","大型车","卞军饭","身份证","220724198507232051","13141464116","2017/8/25","北京北京市大兴区林校路街道
","在高速公路上逆行的","1","100","已缴"
"新J16486","小型车","中国海诚工程科技股份有限公司","身份证","530322196403142923","17390654697","2018/3/30","北京北京市丰台区卢沟桥街道
","驾驶机动车超过限定时速50%以上不足70%的","2","50","未缴"
"新K59042","中型车","尹副态","身份证","410329198711011200","13840330428","2017/9/18","北京北京市丰台区西罗园街道
","机动车未按规定鸣喇叭示意的","3","200","已缴"
"新M26733","中型车","周这如","身份证","46000419740321199X","15844683574","2017/4/21","河北石家庄市赞皇县嶂石岩乡
","驾驶中型以上载客汽车在高速公路上行驶超过规定时速20％以上未达50%的","3","1000","已缴"
"新N62676","中型车","韩窢早","身份证","352231198712272551","14964472880","2017/2/19","北京北京市东城区北新桥街道
","变造机动车登记证书的","6","500","未缴"
"晋G27485","大型车","陶万济","身份证","13012819690312285X","13786943107","2016/7/17","北京北京市石景山区八角街道
","驾驶公路客运车辆、公共汽车以外的其他营运客车载人超过核定人数20％以上的","12","1000","未缴"
"晋G96659","小型车","倪树金","身份证","610528197004012666","15294121253","2016/5/2","河北石家庄市无极县北苏镇
","驾驶非机动车牵引车辆的","12","1000","未缴"
"晋H67238","小型车","许联","身份证","513335196001011999","14934707193","2018/5/11","天津天津市东丽区军粮城街道
","运载超限物品时不按规定的速度行驶的","9","100","已缴"
"晋J26136","大型车","舒武父","身份证","61012519581027103X","15829621822","2017/11/18","北京北京市丰台区王佐镇
","在高速公路上的车道内停车的","1","500","未缴"
"晋K60249","大型车","苏讲秋","身份证","210604196901112735","14934153731","2016/4/9","河北石家庄市新乐市东王镇
","机动车在发生故障或事故后，不按规定使用灯光的 ","6","2000","未缴"
"桂A33181","小型车","舒态头","身份证","410404198401011027","17893470865","2018/6/14","河北石家庄市鹿泉市获鹿镇
","驾驶中型以上载货汽车在高速公路上行驶超过规定时速50%的","12","500","已缴"
"桂D59710","大型车","方虽称","身份证","340103195101101691","13164123527","2017/6/12","北京北京市顺义区胜利街道
","机动车不避让盲人的","12","2000","未缴"
"桂E98467","大型车","时宝江","身份证","231123195202021050","17823998791","2016/5/9","北京北京市昌平区流村镇
","发生交通事故后，应当自行撤离现场而未撤离，造成交通堵塞的","9","50","未缴"
"桂J23926","中型车","平证妇","身份证","320582199109091435","15595086829","2017/3/7","天津天津市河东区二号桥街道
","行经无灯控、交警指挥或标志、标线控制的路口，无交通标志标线，不让右方道路的来车先行的","12","100","未缴"
"桂L55073","小型车","贵州航天电器股份有限公司","身份证","130304195808091181","15856829496","2017/1/1","河北石家庄市行唐县上方乡
","驾驶畜力车横过道路时，驾驭人未下车牵引牲畜的","1","2000","已缴"
"桂M24228","中型车","凤视幸","身份证","142421199004141415","14950683738","2018/11/26","河北石家庄市高邑县高邑镇
","机动车行经渡口，不服从渡口管理人员指挥，不依次待渡的","0","200","已缴"
"桂N62550","中型车","褚观言","身份证","220403195403172902","14775333825","2016/4/10","北京北京市丰台区右安门街道
","伪造机动车号牌的","3","50","未缴"
"沪B40288","大型车","方情快","身份证","420701195806051225","17618223621","2016/7/13","天津天津市东丽区万新街道
","牵引故障机动车时，被牵引的机动车除驾驶人外载人的","9","1000","已缴"
"沪D40491","中型车","熊含","身份证","640204195201241811","14561873235","2017/2/13","天津天津市宝坻区黄庄镇
","进出停车场妨碍其他行人正常通行的","1","200","已缴"
"沪F20328","大型车","袁药百","身份证","110109196401181275","14560592525","2016/4/29","北京北京市房山区大石窝镇
","机动车违反规定会车的","9","50","已缴"
"沪F87426","中型车","茅跳上","身份证","622123197708242259","13245146853","2018/6/18","天津天津市南开区嘉陵道街道
","机动车行驶超过规定时速50%的 B:超过规定时速100%以上","1","100","未缴"
"沪G65798","大型车","梁困姆","身份证","430681197601251669","15661362231","2017/6/25","河北石家庄市新华区五七街道
","驾驶中型以上载客汽车在高速公路以外的道路上行驶超过规定时速50%的","3","2000","已缴"
"沪I77805","小型车","计赶陈","身份证","350624199008131537","15385036111","2016/12/14","天津天津市津南区葛沽镇
","通过无管理人员的铁路道口未停车确认安全的","0","2000","已缴"
"沪L72219","小型车","贝话营","身份证","211103198808131056","15156507447","2017/4/6","北京北京市东城区永定门外街道
","故意遮挡、污损机动车号牌导致号牌辨认不清的","9","50","未缴"
"津A65712","大型车","常洗统","身份证","15282519730723271X","14936049782","2016/3/18","北京北京市石景山区广宁街道
","在驾驶证暂扣期间仍驾驶机动车的","12","500","已缴"
"津C96234","中型车","无锡威孚高科技集团股份有限公司","身份证","220821197908091677","18682266448","2018/8/12","河北石家庄市赞皇县西龙门乡
","行人有追车妨碍道路交通安全的行为的","0","200","已缴"
"津F74112","大型车","中国医药保健品股份有限公司","身份证","362233196805232335","15192066645","2018/4/4","天津天津市河东区大王庄街道
","机动车违反规定使用专用车道的","9","100","已缴"
"津G15805","中型车","卜打验","身份证","412724199605231767","17363600885","2016/6/15","天津天津市南开区长虹街道
","在没有划分中心线和机非分道的道路上不按规定行驶的","1","200","未缴"
"津G99724","小型车","柳消作","身份证","440303200001072350","14511369864","2016/2/4","河北石家庄市鹿泉市上庄镇
","掉头时妨碍正常行驶的行人通行的","0","500","已缴"
"津J35265","大型车","卞运了","身份证","510503195101312652","14981830608","2017/3/3","北京北京市西城区椿树街道
","在高速公路上骑、轧车行道分界线的","2","50","未缴"
"津K54261","小型车","冯罪父","身份证","430412195802012178","18615077466","2018/5/7","河北石家庄市赵县王西章乡
","机动车违反禁令标志指示的","0","500","已缴"
"津M88863","小型车","华锐风电科技（集团）股份有限公司","身份证","522428199804171837","17669576185","2017/5/26","天津天津市宁河县宁河县现代产业园区
","连续驾驶危险物品运输车辆超过4小时未停车休息或者停车休息时间少于20分钟的","12","500","已缴"
"浙E71296","中型车","哈尔滨九洲电气股份有限公司","身份证","150103195904192229","15067746700","2018/4/6","河北石家庄市深泽县铁杆镇
","故意移动交通设施，造成危害后果，尚不构成犯罪的","12","500","未缴"
"浙F43038","中型车","伏白马","身份证","500235199806011885","14779016790","2016/12/20","河北石家庄市赵县前大章乡
","前车超车时超车的","1","500","未缴"
"浙F89308","大型车","河南东方银星投资股份有限公司","身份证","210804197506161750","15093129781","2016/4/20","北京北京市房山区星城街道
","机动车违反禁令标志指示的","2","1000","已缴"
"浙F94630","中型车","廉令科","身份证","420683196604121233","18419488209","2016/2/7","河北石家庄市深泽县赵八镇
","在高速公路或城市快速路以外的道路上行驶时，驾驶人未按规定使用安全带的","2","100","已缴"
"浙G59653","小型车","袁店归","身份证","230715195805262402","18923047973","2018/1/1","北京北京市平谷区熊儿寨乡
","超过规定时速不足50%的","12","1000","已缴"
"浙H65001","小型车","余看老","身份证","340203197205032373","14958987831","2016/1/14","河北石家庄市新华区赵陵铺镇
","饮酒后驾驶机动车的","6","2000","已缴"
"浙N73862","小型车","周初方","身份证","430503197011151903","13883057880","2018/4/11","河北石家庄市晋州市周家庄乡
","醉酒后驾驶营运机动车的","6","200","未缴"
"渝D12886","中型车","平草悲","身份证","430511198211031038","17798129795","2016/11/7","北京北京市门头沟区东辛房街道
","公路客运车辆载客超过额定乘员20%的 A:超过额定乘员20%以上不足50%的","1","2000","未缴"
"渝G16252","大型车","葛工风","身份证","350426197601242548","18361655532","2016/2/5","北京北京市门头沟区王平
","驾驶营运客车以外的机动车在高速公路行车道上停车的","6","500","未缴"
"渝H40679","小型车","萧童黑","身份证","410203197505032075","14761077516","2016/12/24","河北石家庄市新乐市马头铺镇
","非机动车不在规定地点停放的","9","2000","未缴"
"渝J16449","大型车","平包皮","身份证","632127196105042621","17074397181","2016/3/19","河北石家庄市藁城市增村镇
","在高速公路上驾驶机动车超过限定时速20%以上不足50%的","1","500","已缴"
"渝J92606","小型车","广东塔牌集团股份有限公司","身份证","330185199707252380","13489838062","2017/3/25","天津天津市河东区上杭路街道
","在快速路上减速车道超车的","3","1000","未缴"
"渝L20625","中型车","安徽泰尔重工股份有限公司","身份证","230605196301142673","18151226582","2017/10/23","河北石家庄市晋州市总十庄镇
","驾驶拼装的机动车上道路行驶的。 A:驾驶拼装的非汽车类机动车上道路行驶的。","3","50","未缴"
"渝N93798","小型车","鲁兰专","身份证","511601195504192660","15048152371","2017/4/4","北京北京市大兴区采育镇
","未配备反光的故障车警告的","9","1000","已缴"
"湘C83098","小型车","郝痛想","身份证","522222195909022056","13882097100","2016/5/22","河北石家庄市高邑县中韩乡
","非机动车造成交通事故后逃逸，尚不构成犯罪的","6","50","已缴"
"湘D56837","大型车","福建南纺股份有限公司","身份证","610527199501022681","14589780352","2016/7/10","河北石家庄市裕华区裕华路街道
","遇行人正在通过人行横道时未停车让行的","0","500","未缴"
"湘E90821","中型车","严陈切","身份证","632221199008072775","18410480692","2017/12/30","天津天津市武清区梅厂镇
","遇前方机动车停车排队等候时，在人行横道区域内停车等候的","9","1000","未缴"
"湘G88160","小型车","米段把","身份证","511011195904281769","17858662900","2017/1/13","北京北京市昌平区十三陵镇
","重型、中型载货汽车及其挂车的车身或者车厢后部未按照规定喷涂放大的牌号或者放大的牌号不清晰的","2","2000","未缴"
"湘H13443","小型车","江西长运股份有限公司","身份证","210113196609141553","18341756417","2017/11/20","天津天津市宝坻区天宝工业园区
","违反交通信号灯指示的","9","100","未缴"
"湘H69429","小型车","安徽雷鸣科化股份有限公司","身份证","630121196912101608","18943485748","2018/3/8","天津天津市武清区河西务镇
","驾驶校车在高速公路上行驶超过规定时速50%的","0","1000","已缴"
"湘N34846","大型车","皮过思","身份证","612701199211022869","14713033634","2018/7/12","河北石家庄市行唐县玉亭乡
","机动车行驶超过规定时速50%的","6","2000","已缴"
"琼A54140","小型车","朱强练","身份证","371521198610232352","14992204295","2016/2/24","河北石家庄市新乐市马头铺镇
","在高速公路上驾驶二轮摩托车载人的","3","1000","已缴"
"琼F39110","小型车","卫巨语","身份证","22240219710508225X","14537092385","2018/10/3","天津天津市蓟县别山镇
","醉酒后驾驶营运机动车的","2","2000","已缴"
"琼F57818","小型车","喻唱证","身份证","622124198404272716","13222070959","2017/1/11","河北石家庄市赵县南柏舍镇
","遇前方机动车停车排队等候或者缓慢行驶时，驾驶机动车从前方车辆两侧穿插行驶的","2","200","已缴"
"琼F73540","大型车","浙江报喜鸟服饰股份有限公司","身份证","513434195902201348","13452201048","2016/1/2","北京北京市石景山区广宁街道
","违反禁令标志指示","1","50","已缴"
"琼F84508","中型车","鲍抱钟","身份证","320122196908231278","18571314592","2016/2/5","北京北京市大兴区旧宫
","驾驶拼装的机动车上道路行驶的。 A:驾驶拼装的非汽车类机动车上道路行驶的。","0","200","未缴"
"琼H30741","小型车","上海爱使股份有限公司","身份证","150124197105232096","13840362511","2016/5/15","河北石家庄市平山县下槐镇
","机动车在高速公路上倒车的","3","50","已缴"
"琼K16259","小型车","项直","身份证","510107195308042198","15572447249","2016/5/29","北京北京市顺义区马坡
","行人实施其它妨碍交通安全的行为的","6","200","未缴"
"皖A88056","大型车","吴获床","身份证","43122519581025198X","14915925521","2016/11/16","天津天津市和平区体育馆街道
","驾驶校车在高速公路上行驶超过规定时速30％以上未达50%的","2","2000","已缴"
"皖B89650","大型车","魏维戴","身份证","371102198605092729","15770548020","2018/12/18","河北石家庄市辛集市小辛庄乡
","机动车逆向行驶","2","50","已缴"
"皖C89417","小型车","贝变商","身份证","530127197004062702","17071320937","2017/11/17","河北石家庄市深泽县深泽镇
","驾驶机动车违反规定占用专用车道行驶的","3","200","已缴"
"皖D88768","大型车","茅活戴","身份证","210181196312242536","14976344258","2018/7/12","北京北京市海淀区曙光街道
","驾驶人未按规定使用安全带的","2","100","未缴"
"皖E61229","中型车","沈康街","身份证","21068219730409130X","14747981542","2016/3/23","北京北京市海淀区羊坊店街道
","挂车的灯光信号、制动、连接、安全防护等装置不符合国家标准的","9","2000","未缴"
"皖E88931","大型车","严法伤","身份证","513433196904143005","13751356995","2018/6/8","河北石家庄市长安区建北街道
","驾驶证被依法扣留期间仍驾驶机动车的。","12","2000","未缴"
"皖H67164","中型车","孟买","身份证","310108197806041452","15283440103","2018/5/3","河北石家庄市长安区谈固街道
","机动车发生故障或者交通事故后，妨碍交通又难以移动，未按规定设置警告标志或者使用警示灯光的","1","200","已缴"
"皖K88613","大型车","皮望势","身份证","140431197706221295","15119930171","2018/5/27","河北石家庄市正定县南楼乡
","伪造、变造机动车保险标志的","0","1000","已缴"
"皖L58223","大型车","贝舞急","身份证","350204198008132087","13389914086","2018/4/7","河北石家庄市辛集市辛集镇
","在高速公路上骑、轧车行道分界线的","12","200","未缴"
"粤D13208","中型车","赵戏征","身份证","652328195707122685","18293909834","2016/6/26","天津天津市滨海新区保税区
","饮酒后驾驶机动车的","0","2000","未缴"
"粤D79051","中型车","茅桌仍","身份证","430105195110251709","15743371775","2017/11/3","天津天津市红桥区三条石街道
","驾驶证损毁期间仍驾驶机动车的","6","2000","已缴"
"粤G13689","中型车","平竟挥","身份证","330902199707142897","17829105763","2016/6/29","天津天津市津南区铁路十八局
","救援车、清障车在高速公路上执行救援、清障任务时，未开启危险报警闪光灯的","3","2000","未缴"
"粤G59217","中型车","水健市","身份证","460004197106142895","17683690374","2017/11/27","天津天津市河北区光复道街道
","以欺骗、贿赂手段取得驾驶证的","6","100","未缴"
"粤I52388","大型车","成哪","身份证","532122200006052182","13822016693","2017/4/9","河北石家庄市晋州市马于镇
","遇前方车辆缓慢行驶时占用对面车道的","3","200","已缴"
"苏A74356","大型车","大连壹桥海洋苗业股份有限公司","身份证","542121197201182899","18164923300","2018/12/10","北京北京市西城区椿树街道
","货运机动车驾驶室载人超过核定人数的","0","50","已缴"
"苏G59212","大型车","汤此爸","身份证","430529199503222918","17516816535","2018/8/1","河北石家庄市井陉县苍岩山镇
","外地机动车不熟悉路况,驶入禁行区域,经指出后及时改进的违法行为","6","2000","已缴"
"苏H57998","大型车","周恶杀","身份证","130281199501301477","13952076940","2018/7/6","北京北京市朝阳区大屯街道
","驾驶与驾驶证载明的准驾车型不相符合的车辆的","3","100","已缴"
"苏J25665","中型车","山东海龙股份有限公司","身份证","210881198910182817","17175285503","2018/11/6","河北石家庄市新乐市彭家庄回族乡
","使用伪造、变造的机动车保险标志的","1","2000","已缴"
"苏K57073","大型车","花吸烟","身份证","412822198108061419","13163633605","2017/11/29","北京北京市顺义区后沙峪
","使用汽车吊车牵引车辆的","2","100","已缴"
"苏K79846","大型车","纪河性","身份证","642223197302112509","14934589139","2017/9/19","北京北京市通州区北苑街道
","在高速公路上驾驶载货汽车车厢载人的","12","2000","已缴"
"苏K81707","中型车","薛放小","身份证","370124197203172091","15525510830","2017/6/9","天津天津市和平区南营门街道
","驾驶非机动车时双手离把的","9","2000","未缴"
"苏N22978","小型车","平美书","身份证","350723197210302125","13297862294","2017/12/17","北京北京市通州区潞城镇
","故意涂改交通设施，造成危害后果，尚不构成犯罪的","9","100","未缴"
"藏B79595","小型车","计些财","身份证","53262419971128141X","15089643403","2017/8/1","天津天津市东丽区保税区空港国际物流经济区
","驾驶与驾驶证载明的准驾车型不相符合的车辆的","9","100","已缴"
"藏D42477","中型车","马丈洲","身份证","222426199708101122","18415458570","2017/1/9","天津天津市静海县梁头镇
","转弯的机动车未让直行的车辆、行人先行的 ","9","1000","已缴"
"藏D46256","小型车","苏打高","身份证","460005196603141553","18124321036","2016/12/9","北京北京市延庆县百泉街道
","遇前方车辆缓慢行驶时占用对面车道的","1","1000","已缴"
"藏D92377","大型车","韦块财","身份证","530112198206081557","14931106875","2016/8/20","北京北京市石景山区古城街道
","上道路行驶的机动车未放置检验合格标志的","1","2000","未缴"
"藏F56396","大型车","中国振华(集团)科技股份有限公司","身份证","610323198604041083","15899336636","2017/9/16","河北石家庄市晋州市槐树镇
","不按规定倒车的，","12","100","已缴"
"藏F64081","中型车","梁谁片","身份证","320924199902112219","15188614555","2017/1/18","河北石家庄市正定县三里屯街道
","非机动车违反道路交通禁止通行措施规定的","9","50","已缴"
"藏G27323","小型车","黄破油","身份证","433126197008152193","13410114274","2017/11/13","天津天津市武清区武清科技谷
","非机动车违反道路交通限制通行措施规定的","3","1000","未缴"
"藏G42033","大型车","华常马","身份证","37131219670928210X","14768983659","2018/1/1","天津天津市和平区体育馆街道
","在铁路道口、路口、窄桥、弯道、陡坡、隧道、人行横道、交通流量大的路段等地点超车的","1","500","未缴"
"藏I76924","大型车","罗宝","身份证","142634195308311481","18319265329","2016/3/30","河北石家庄市赵县韩村镇
","车辆在道路上发生事故不按规定设置警告标志的","0","50","未缴"
"藏I96849","大型车","章伤先","身份证","420525197907111126","13429206273","2017/10/9","天津天津市蓟县尤古庄镇
","拖拉机牵引多辆挂车的","2","2000","已缴"
"藏L27642","大型车","中国国际贸易中心股份有限公司","身份证","360102197508252375","18840442343","2016/10/19","天津天津市津南区津南开发区东区
","驾驶机件不符合技术标准的机动车的","3","100","已缴"
"藏M75500","大型车","邹拿心","身份证","642226197107141477","15940703654","2017/10/18","北京北京市朝阳区八里庄街道
","使用教练车时有与教学无关的人员乘坐的","6","100","未缴"
"豫A21772","中型车","河南思达高科技股份有限公司","身份证","513721196512231452","13372665901","2017/2/25","北京北京市怀柔区喇叭沟门满族乡
","摩托车后座乘坐不满十二周岁未成年人的","12","2000","未缴"
"豫D81859","小型车","米取","身份证","130582195210312146","17825192679","2018/7/14","河北石家庄市长安区育才街道
","在车门没有关好时行车的","6","200","已缴"
"豫D90703","小型车","柏济活","身份证","230722196012142935","14731026010","2017/8/14","北京北京市石景山区鲁谷街道
","实习期内未粘贴或悬挂实习标志的","1","500","已缴"
"豫E11438","中型车","福建三农集团股份有限公司","身份证","332529199310201510","15852698944","2018/12/22","河北石家庄市藁城市兴安镇
","机动车违反禁止标线指示的","2","100","未缴"
"豫F25710","大型车","花断初","身份证","120101196403101890","13517887237","2018/3/6","北京北京市密云县密云镇
","驾驶机动车运载超限的不可解体的物品，未按指定的时间、路线、速度行驶的","9","100","已缴"
"豫G93549","大型车","张汉巴","身份证","622224198710232806","15878394172","2016/9/26","北京北京市房山区河北镇
","在高速公路上倒车的","12","50","已缴"
"豫H22929","中型车","浙江东南网架股份有限公司","身份证","640223195002112370","18759553697","2016/4/12","北京北京市东城区交道口街道
","不按交通信号灯规定通行的","0","1000","未缴"
"豫I12286","大型车","上海锦江国际实业投资股份有限公司","身份证","230181198003121477","17153731408","2017/3/24","天津天津市宝坻区牛道口镇
","驾驶中型以上载客汽车在城市快速路上行驶超过规定时速20％以上未达50%的","12","500","已缴"
"豫K50596","中型车","屈经良","身份证","21072619611104139X","13953569341","2016/4/24","河北石家庄市辛集市天宫营乡
","机动车违反警告标志指示","6","1000","已缴"
"豫L28953","大型车","狄结未","身份证","44042119501127265X","15145446531","2018/9/20","天津天津市西青区西青区开发区
","机动车载人超过核定人数未达20%的","12","2000","未缴"
"豫M49322","中型车","云拥亮","身份证","532524195212151051","17744670583","2016/5/31","北京北京市怀柔区龙山街道
","把机动车交给机动车驾驶证被暂扣的人驾驶的。","2","200","未缴"
"豫M50321","中型车","黄看欧","身份证","130921195607172312","14799205952","2016/7/21","天津天津市滨海新区迎宾街道
","黄标车违规通行","6","200","未缴"
"豫N47222","中型车","范育惊","身份证","372321197407282827","13461110509","2018/6/9","天津天津市武清区武清地毯园
","前车左转弯时超车的","12","1000","未缴"
"豫N49537","小型车","方王节","身份证","142601198312271829","18591005505","2018/8/15","天津天津市河东区常州道街道
","故意损毁交通设施，造成危害后果，尚不构成犯罪的","12","500","已缴"
"贵A58832","大型车","烟台万华聚氨酯股份有限公司","身份证","440510195301042840","14561669934","2016/5/8","天津天津市红桥区丁字沽街道
","机动车载物行驶时遗洒载运物的","2","500","已缴"
"贵B36289","小型车","柏喊牌","身份证","340825198002161971","15891971418","2017/10/3","天津天津市西青区精武镇
","机动车驾驶人身体条件发生变化不适合驾驶机动车，仍驾驶机动车的","6","500","未缴"
"贵C30537","小型车","明百味","身份证","230129199808221159","15042982018","2018/12/14","河北石家庄市无极县里城道乡
","超越执行紧急任务的消防车的","2","500","已缴"
"贵D51462","中型车","禹呼烈","身份证","620121195708042122","17324425575","2018/11/7","河北石家庄市藁城市南董镇
","特种车辆违反规定使用标志灯具的","9","200","已缴"
"贵G52285","中型车","葛浪初","身份证","341122196803291738","13572473804","2016/2/4","天津天津市河东区富民路街道
","驾驶机动车在限速低于60公里/小时的公路上超过规定车速50%以下的","12","1000","已缴"
"贵H18973","小型车","卞忙兴","身份证","131028195401011640","14945168891","2017/2/8","河北石家庄市鹿泉市白鹿泉乡
","驾驶中型以上载客汽车在高速公路、城市快速路以外的道路上行驶超过规定时速20%以上未达到50%的","2","1000","未缴"
"贵J82105","小型车","戚平音","身份证","152501199804232958","17830799733","2016/6/11","河北石家庄市高邑县高邑镇
","未随车携带行驶证的","6","500","已缴"
"贵J91218","中型车","鲍河姐","身份证","411002196310031708","15013155935","2018/4/26","北京北京市东城区前门街道
","在道路上使用滑板的","12","1000","未缴"
"贵K84239","大型车","萧钟病","身份证","610429195110171099","15533851310","2016/2/19","河北石家庄市栾城县窦妪镇
","使用伪造、变造的机动车行驶证的","1","100","未缴"
"贵M46429","大型车","庞袋充","身份证","530401195005072180","17633847959","2016/8/3","北京北京市平谷区滨河街道
","饮酒后驾驶营运机动车的","1","500","已缴"
"贵M86110","小型车","杨智近","身份证","522702196210011923","17292367201","2017/10/6","天津天津市津南区双林农场
","发生交通事故后，应当自行撤离现场而未撤离，造成交通堵塞的","9","100","未缴"
"赣C22459","大型车","金术资","身份证","411202197709152849","15323261332","2018/9/9","天津天津市西青区李七庄街道
","使用伪造的机动车登记证书的","1","2000","已缴"
"赣C66251","小型车","韦校耳","身份证","511602196208161713","18242341923","2016/10/16","河北石家庄市栾城县南高乡
","驾驶校车在高速公路上行驶超过规定时速50%的","9","200","未缴"
"赣C82308","小型车","杨拉中","身份证","522326198105222356","15717299368","2016/2/16","北京北京市海淀区香山街道
","机动车驾驶人在实习期内驾驶机动车上高速公路行驶，无相应或者更高准驾车型驾驶证三年以上的驾驶人陪同的","12","1000","未缴"
"赣D83707","大型车","云波农","身份证","210101198007252786","18126792406","2016/10/7","天津天津市宁河县造甲城镇
","遇行人正在通过人行横道时未停车让行的","6","500","未缴"
"赣G60524","小型车","狄舞紶","身份证","610626199601291239","18433861856","2018/7/3","河北石家庄市栾城县窦妪镇
","相对方向行驶的右转弯机动车不让左转弯车辆先行的","12","100","已缴"
"赣K91068","大型车","和击演","身份证","52262919780221183X","15349361994","2016/3/29","河北石家庄市藁城市增村镇
","驾驶更换发动机未办理变更登记的机动车的","6","500","未缴"
"辽A41688","中型车","曹具落","身份证","421001195605271013","17082387743","2016/6/30","河北石家庄市赞皇县黄北坪乡
","遇前方道路受阻时，进入路口的","1","50","已缴"
"辽A46027","中型车","凤毫简","身份证","652701198104262931","15821395248","2017/1/3","天津天津市津南区咸水沽镇
","机动车在高速公路上，穿越中央隔离带掉头的","3","100","未缴"
"辽J14519","小型车","罗摇孩","身份证","452128198306221310","18414115675","2018/4/3","北京北京市昌平区小汤山镇
","机动车通过有灯控路口时,不按所需行进方向驶入导向车道的","1","2000","未缴"
"辽J24870","小型车","李容答","身份证","500111195101232843","13254692237","2016/2/5","北京北京市西城区白纸坊街道
","机动车驾驶人违反禁止标线指示 ","0","100","未缴"
"辽M34261","小型车","余计笑","身份证","310107198901282447","18426740315","2016/11/4","北京北京市延庆县四海镇
","在禁止鸣喇叭的路段鸣喇叭的","3","500","未缴"
