"常束孩","530425195203222291","18812945756","广西梧州中恒集团股份有限公司","2016/8/11"
"平战康","231102195201302748","15857557979","青海明胶股份有限公司","2017/7/20"
"平细查","620103196205041533","14576441098","蓝星化工新材料股份有限公司","2018/4/25"
"平跟产","440421198510301076","13686243617","新疆天山水泥股份有限公司","2018/2/7"
"庞肯娘","370826197602272381","17114765927","重庆渝开发股份有限公司","2017/2/1"
"庞难吗","53042619631124187X","15312750263","江苏红豆实业股份有限公司","2018/4/12"
"康喜型","140426198403251051","17787352236","长白计算机股份有限公司","2015/11/7"
"康座朋","230802198703282629","14988473046","华域汽车系统股份有限公司","2015/4/2"
"康早不","640103196603282539","18092155192","深圳市实益达科技股份有限公司","2018/2/4"
"康歌甚","542322199012291507","14945958785","佛山电器照明股份有限公司","2018/5/15"
"康疑通","360102197711021230","13183700484","上海复星医药(集团)股份有限公司","2016/6/1"
"廉几李","360481196405122460","17273112901","苏州宝馨科技实业股份有限公司","2015/5/17"
"廉队北","320683198910131225","17391801550","上海置信电气股份有限公司","2017/12/27"
"张来团","152103199006041656","17621874089","马鞍山鼎泰稀土新材料股份有限公司","2017/2/21"
"彭师令","130981197702251540","17372716073","湖南天一科技股份有限公司","2015/1/19"
"彭许岛","341126199310032219","18728006411","林州重机集团股份有限公司","2018/5/15"
"成斗走","410224197801221920","14768724801","芜湖长信科技股份有限公司","2018/8/22"
"成通但","450311195711051173","13115298782","江苏四环生物股份有限公司","2015/7/18"
"戚力贵","231025197809152862","15031048013","上海航空股份有限公司","2017/9/9"
"戚如列","371322195304182336","14535471446","北京首钢股份有限公司","2016/10/5"
"施证号","610425200007082512","17353575945","湖北楚天高速公路股份有限公司","2016/4/9"
"时毕写","320981199511202927","15073985192","上海物资贸易股份有限公司","2016/5/22"
"昌诺切","130603196205281271","13682961332","乐山电力股份有限公司","2018/9/2"
"明香结","445301199409232422","13068618382","东方集团股份有限公司","2017/1/27"
"曹且今","231003195112012600","14541514786","江苏恒瑞医药股份有限公司","2018/10/1"
"曹两确","371481196108251840","14773852861","宁夏英力特化工股份有限公司","2018/1/6"
"曹富等","431224198306212487","14558582541","中外运空运发展股份有限公司","2018/7/18"
"朱卡腿","441502195702102761","13888611650","海洋石油工程股份有限公司","2016/6/21"
"李单近","36032219850107284X","13951338565","浙江新和成股份有限公司","2018/3/28"
"李而言","330182195904102975","17031059840","哈尔滨工大高新技术产业开发股份有限公司","2018/5/21"
"柏德平","610423195207182909","17774871791","厦门乾照光电股份有限公司","2017/5/2"
"柏普言","13010519620609182X","17220253151","上海永生投资管理股份有限公司","2018/5/14"
"柏班圣","460102198305211707","18743403396","西藏矿业发展股份有限公司","2015/6/14"
"柏运包","352203199909021296","17611655011","兴业银行股份有限公司","2016/3/11"
"梁响规","130481195808011435","18943584136","新疆城建(集团)股份有限公司","2018/6/17"
"殷主判","440804197903162945","18290328978","北京华联商厦股份有限公司","2018/5/10"
"毕奶皇","412724196304052809","14549045561","浙江航民股份有限公司","2017/7/24"
"毕理这","371523195809011628","15989563495","衡阳市金荔科技农业股份有限公司","2015/7/16"
"毛副银","210682195206271770","17789422709","杭州华星创业通信技术股份有限公司","2017/11/25"
"毛复市","110103198910231390","15646236823","莱芜钢铁股份有限公司","2016/12/3"
"毛惊营","542222195812231955","18688460671","浙江信联股份有限公司","2018/3/8"
"毛摇","332527196508252341","18454681638","东方金钰股份有限公司","2015/5/13"
"毛船电","652701199104112452","17643441068","东莞宏远工业区股份有限公司","2017/11/27"
"汪沙平","341226196310182375","18934787841","海南海德实业股份有限公司","2016/12/25"
"汪王州","632322195410091926","15716097915","上海飞乐音响股份有限公司","2015/5/6"
"沈汽适","152825196504101191","18054885552","东方国际创业股份有限公司","2017/8/17"
"沈碃","450202195208121929","17672177628","重庆智飞生物制品股份有限公司","2015/3/25"
"滕建座","441323199412271355","17786050241","金陵药业股份有限公司","2016/1/7"
"滕找李","63252119590626248X","15511644890","海通食品集团股份有限公司","2018/11/17"
"潘他","36072319590630181X","14958116619","河南神火煤电股份有限公司","2018/5/24"
"潘古高","452223197602252292","13077378326","青海华鼎实业股份有限公司","2017/9/29"
"皮便","500221199602141575","13048338198","安徽泰尔重工股份有限公司","2015/12/17"
"皮雨程","14270119520417138X","13865744252","石家庄宝石电子玻璃股份有限公司","2018/12/1"
"祁准孤","412728196508061577","18032532319","兰州民百(集团)股份有限公司","2018/6/22"
"祁月洋","420201199302172032","13694613347","云南绿大地生物科技股份有限公司","2018/10/3"
"禹段决","210212198504171252","18435819836","深圳中冠纺织印染股份有限公司","2018/2/8"
"禹耳学","131182197902022295","15049314362","上海机电股份有限公司","2016/9/11"
"秦介怪","422822195407171106","17795451664","焦作万方铝业股份有限公司","2015/3/26"
"穆未绝","150201198809291380","13845755983","新疆广汇实业股份有限公司","2015/10/25"
"窦兰总","230304199808312775","17689109328","永泰能源股份有限公司","2017/10/31"
"窦年术","371082199301292036","17247869962","山东金晶科技股份有限公司","2015/12/18"
"米山除","152822196008032976","18037348066","金田实业(集团)股份有限公司","2018/2/5"
"纪弄","441601196812021253","17642213694","东华能源股份有限公司","2016/4/5"
"纪拍食","370701197209131918","15654178057","广东金马旅游集团股份有限公司","2017/8/7"
"罗上角","370724199311091733","15998567879","新疆塔里木农业综合开发股份有限公司","2017/10/4"
"舒叶博","230128198003122785","13618978545","衡阳市金荔科技农业股份有限公司","2016/5/14"
"舒步苦","513334195705281225","14953009286","江苏宏宝五金股份有限公司","2016/4/3"
"舒毫令","510106198311021256","15638221035","贵研铂业股份有限公司","2016/1/5"
"花静慢","653222196004032473","17699566763","泰亚鞋业股份有限公司","2016/11/18"
"苏主士","23071319771114126X","17864882553","南京熊猫电子股份有限公司","2018/5/15"
"苗方想","510703195501182035","14718482823","永泰能源股份有限公司","2018/7/31"
"苗春字","32058219560920197X","15527248878","河南天方药业股份有限公司","2015/7/10"
"范平守","513434195208131298","17768335290","浙江永强集团股份有限公司","2015/9/17"
"茅分信","330185197312241346","14536936118","深圳广田装饰集团股份有限公司","2016/3/30"
"茅桌妈","612426196104282451","13493150609","山东新能泰山发电股份有限公司","2015/5/21"
"葛升口","510626198204182479","17826129544","长春燃气股份有限公司","2015/3/2"
"葛礼呢","450323200007151110","14723272683","上海宝信软件股份有限公司","2018/6/1"
"葛老待","360121198207272106","15039554587","上海浦东发展银行股份有限公司","2018/11/27"
"董奇建","500228197212301743","13043711703","东北电气发展股份有限公司","2016/11/12"
"董问也","370403195205121075","14765960051","福建圣农发展股份有限公司","2015/10/12"
"蒋紶进","370683197009242875","15893502153","北京绵世投资集团股份有限公司","2017/8/19"
"蒋超王","430725197302152411","17570256596","上海金丰投资股份有限公司","2015/1/27"
"薛容压","150402199811031088","18078638487","浙江双环传动机械股份有限公司","2018/3/16"
"薛山纪","23012819781023296X","17542609399","风神轮胎股份有限公司","2018/9/2"
"薛脸口","230822196505202022","13768538137","青海明胶股份有限公司","2016/2/16"
"薛鲜么","37292819830508176X","17635219580","河南汉威电子股份有限公司","2017/12/26"
"袁夏说","532924197311201860","14549651067","上海复旦复华科技股份有限公司","2018/9/1"
"袁风警","411323195201201900","15552126344","浙江东南网架股份有限公司","2017/5/9"
"褚财年","632523196801082818","13790640385","上海锦江国际实业投资股份有限公司","2015/1/25"
"计余胡","341224195612262938","14539133695","北京彩讯科技股份有限公司","2017/12/10"
"许含愿","230709199705191548","14952399088","山东新能泰山发电股份有限公司","2017/4/6"
"谈或常","441203198903241462","13174036781","广汽长丰汽车股份有限公司","2016/4/11"
"谢兴上","51050319560719223X","14979294568","攀钢集团钢铁钒钛股份有限公司","2015/8/21"
"谢获营","32030319730908134X","17522591505","淄博齐翔腾达化工股份有限公司","2016/3/15"
"贝风治","513231195501232303","14529124632","重庆智飞生物制品股份有限公司","2017/3/18"
"费云图","120104196703131951","17856211213","合肥百货大楼集团股份有限公司","2015/6/9"
"贺学友","632621196806122755","13012449887","比特科技控股股份有限公司","2017/12/27"
"赵基任","452625196302281841","17164650402","上海现代制药股份有限公司","2018/12/21"
"赵实如","320701199306131012","17860844785","江苏银河电子股份有限公司","2016/2/19"
"赵标容","513229197011202002","18679764540","广州恒运企业集团股份有限公司","2015/12/12"
"邬地此","542422198501292465","15597741433","宁夏恒力钢丝绳股份有限公司","2015/5/6"
"邬清板","452427197103172455","14778238228","中路股份有限公司","2017/2/13"
"邬热缺","230121199709172266","13868865168","湖南国光瓷业集团股份有限公司","2017/9/9"
"邵塞陈","612430199709101295","17293692061","郑州煤电股份有限公司","2015/12/24"
"邵诗具","362424197001232400","15964566405","中山公用事业集团股份有限公司","2016/5/10"
"邹东洛","230129196703151795","17078631827","中国铝业股份有限公司","2015/11/22"
"邹各","340701197903011996","14988086865","成都卫士通信息产业股份有限公司","2017/9/11"
"邹忍及","622824199105221153","18193313486","安徽恒源煤电股份有限公司","2017/9/3"
"郎他吃","130324199002042210","13477329555","抚顺特殊钢股份有限公司","2016/8/15"
"郎官堂","131101197307011251","14547612117","山西焦化股份有限公司","2017/2/4"
"郝歌","411023200012161310","14577430652","湘潭电化科技股份有限公司","2018/2/16"
"酆而森","362334199409072996","13561620778","信雅达系统工程股份有限公司","2018/2/17"
"金杂高","450327196612192398","15652723664","深圳南山热电股份有限公司","2016/2/13"
"钱倒外","230303197805142998","13687282349","广东世荣兆业股份有限公司","2015/6/20"
"钱即完","654323198203122828","17338600909","重庆路桥股份有限公司","2016/6/16"
"钱官的","610401196011221407","14986640987","山西焦化股份有限公司","2018/10/29"
"陈票美","622924198407192328","13399356311","山东南山铝业股份有限公司","2016/11/23"
"陶钱光","612732195912071571","15590889178","苏州恒久光电科技股份有限公司","2016/11/18"
"韦比烟","152122197604161439","15731858636","冠城大通股份有限公司","2017/7/31"
"韦目候","440104198604271397","17733393278","潍坊北大青鸟华光科技股份有限公司","2017/11/22"
"韦路之","140212195911092867","14961329268","海南华凯实业股份有限公司","2016/3/26"
"韩存态","340111198604152662","17887143444","无锡威孚高科技集团股份有限公司","2018/2/20"
"项很担","130281195001011299","15024310330","湖北江湖生态农业股份有限公司","2017/11/30"
"项需忘","340827199505152775","17322378605","华新水泥股份有限公司","2017/8/12"
"顾按色","150102199303291901","14717803752","江苏旷达汽车织物集团股份有限公司","2018/10/10"
"魏取进","440182197509152715","13738037689","路桥集团国际建设股份有限公司","2017/11/18"
"鲁刚指","450403196311272786","18549381881","北京数码视讯科技股份有限公司","2015/4/20"
"鲁讲终","51343419940330165X","17087104336","浙江报喜鸟服饰股份有限公司","2017/2/6"
"鲍开既","530402198708052020","13760040298","中山达华智能科技股份有限公司","2015/5/8"
"鲍联吃","130521197706152429","18236537268","山西国阳新能股份有限公司","2015/5/13"
"黄称","440801197308072655","14721483634","中国国际航空股份有限公司","2018/9/10"
"齐学置","612424199309182869","14731602091","神州学人集团股份有限公司","2015/7/25"
