"11325","陈冬富","330817199807180992","男","康健胡同2号","浙江省衢州市","13856590891","2014-11-17","未取得《医疗机构执业许可证》开展诊疗活动的"
"11326","傅慧娣","330409197410286976","女","新顺南大街8号华联顺义金街购物中心5层","浙江省嘉兴市","13403437420","2018-07-10","未取得《医疗机构执业许可证》开展诊疗活动的"
"11327","陈彬","330301197401164032","男","新中街甲2号","浙江省温州市","13333347802","2015-06-09","未取得《医疗机构执业许可证》开展诊疗活动的"
"11328","逯玉锋","330904198710148992","男","七圣中街12号院爱琴海购物公园4层","浙江省舟山市","13611663633","2018-08-22","未取得《医疗机构执业许可证》开展诊疗活动的"
"11329","赖正森","330807197202291968","男","广顺北大街33号凯德MALL3楼","浙江省衢州市","13911612160","2017-10-23","未取得《医疗机构执业许可证》开展诊疗活动的"
"11330","刘瑞涛","330818199103064000","男","华源1街4号楼","浙江省衢州市","13797919909","2015-09-30","①未取得或者以非法手段取得医师资格从事医疗活动的"
"11331","胡卫国","330104197610131968","男","良乡拱辰南大街5号","浙江省杭州市","13908108371","2015-08-11","①未取得或者以非法手段取得医师资格从事医疗活动的"
"11332","韩永光","330805198204198016","男","阳坊镇后白虎涧后二路摩崖石刻旁","浙江省衢州市","13341652464","2016-09-09","未取得《医疗机构执业许可证》开展诊疗活动的 ①未取得或者以非法手段取得医师资格从事医疗活动的"
"11333","戚伟相","330902197301132992","男","延庆柳沟70号（北城门楼正南）柳沟冰雪节南100米","浙江省舟山市","15673712719","2016-08-16","未取得《医疗机构执业许可证》开展诊疗活动的"
"11334","郑昌慧","330720198802265024","男","学清路甲18号中关村东升科技园一层B区103室","浙江省金华市","15438044643","2015-05-22","未取得《医疗机构执业许可证》开展诊疗活动的"
"11335","赵成平","330507198606172992","男","文华胡同51号","浙江省湖州市","15452797771","2014-12-10","未取得《医疗机构执业许可证》开展诊疗活动的"
"11336","李挣","330906198609086016","男","五道营胡同29号","浙江省舟山市","15298501214","2016-07-13","未取得《医疗机构执业许可证》开展诊疗活动的 ①未取得或者以非法手段取得医师资格从事医疗活动的 ②个人未取得《医疗机构执业许可证》开办医疗机构的"
"11337","汪会聚","330303199311201984","男","北土城西路牡丹园小区对面","浙江省温州市","15359167476","2019-04-02","未取得《医疗机构执业许可证》开展诊疗活动的"
"11338","杭州余杭区南苑街道夏琴美甲店","330123199008048000","男","青年路7号院达美中心5号楼3层","浙江省杭州市","15471868355","2019-04-01","未取得《医疗机构执业许可证》开展诊疗活动的"
"11339","陈中环","331018199707206016","男","玉带河东街西上园南门对面","浙江省台州市","15739352235","2017-03-17","未取得《医疗机构执业许可证》开展诊疗活动的"
"11340","路振峰","330801199601201024","男","西二旗唐家岭北路东口","浙江省衢州市","15482407965","2014-10-27","未取得《医疗机构执业许可证》开展诊疗活动的"
"11341","薛学德","330913198107139008","男","雍和宫戏楼胡同二巷甲1号","浙江省舟山市","15797203101","2019-01-28","未取得《医疗机构执业许可证》开展诊疗活动的"
"11342","占太先","330720198508318016","男","槐房西路槐房万达广场四层","浙江省金华市","15501907266","2019-07-02","未取得《医疗机构执业许可证》开展诊疗活动的 "
"11343","陈敬满","331003198505156992","男","朝阳公园路蓝色港湾1号楼","浙江省台州市","13650734479","2015-01-26","未取得《医疗机构执业许可证》开展诊疗活动的 ①未取得或者以非法手段取得医师资格从事医疗活动的 ②个人未取得《医疗机构执业许可证》开办医疗机构的"
"11344","蓝玉生","330812196912180992","男","北京市建国门外大街1号国贸商城北区3B1-9","浙江省衢州市","13877428915","2015-11-23","未取得《医疗机构执业许可证》开展诊疗活动的"
"11345","李玲","330906197707020992","女","朝阳门南小街391号","浙江省舟山市","13863769558","2015-01-30","未取得《医疗机构执业许可证》开展诊疗活动的"
"11346","谢炳仁","330724197112276992","男","朝阳北路陆港城一楼","浙江省金华市","13302880047","2019-07-02","①未取得或者以非法手段取得医师资格从事医疗活动的 "
"11347","邓昭雷","330504197701121984","男","乐多港奥特莱斯三层","浙江省湖州市","13132011874","2019-07-02","①未取得或以非法手段取得医师资格从事医疗活动的 其他"
"11348","聂明素","330925199301134976","男","西四环南路资和信百货B1层","浙江省舟山市","13569879944","2014-11-05","未取得《医疗机构执业许可证》开展诊疗活动的 ①未取得或者以非法手段取得医师资格从事医疗活动的 ②个人未取得《医疗机构执业许可证》开办医疗机构的"
"11349","姜松","330415197812238976","男","政府路6号","浙江省嘉兴市","13555856228","2016-12-23","未取得《医疗机构执业许可证》开展诊疗活动的"
"11350","许林娣","330625199206166016","女","故宫博物院","浙江省绍兴市","13788811431","2015-05-28","未取得《医疗机构执业许可证》开展诊疗活动的 ②个人未取得《医疗机构执业许可证》开办医疗机构的"
"11351","黄小建","330607198611168000","男","新源里中街12号5号楼","浙江省绍兴市","13347333008","2017-08-04","①未取得或者以非法手段取得医师资格从事医疗活动的"
"11352","胡显静","330111199903243008","女","朝阳常营","浙江省杭州市","13369536042","2016-12-22","未取得《医疗机构执业许可证》开展诊疗活动的"
"11353","陈悦","330626197602086976","女","复兴门内大街101号百盛购物中心北楼10层","浙江省绍兴市","13993835110","2018-08-02","未取得《医疗机构执业许可证》开展诊疗活动的"
"11354","邹文华","330703199602217984","男","055乡道附近","浙江省金华市","13154690827","2014-08-29","未取得《医疗机构执业许可证》开展诊疗活动的"
"11355","陈在图","330612198102201024","男","东高地","浙江省绍兴市","13575626277","2015-08-14","未取得《医疗机构执业许可证》开展诊疗活动的"
"11356","徐小青","330113199303064000","女","地安门西大街103号","浙江省杭州市","13676756428","2019-05-08","未取得《医疗机构执业许可证》开展诊疗活动的"
"11357","叶美钗","331015197912214016","女","中关村北二条12号","浙江省台州市","13466828220","2015-07-15","①未取得或者以非法手段取得医师资格从事医疗活动的"
"11358","张立","331028198110070976","男","王四营地区观音惠园入口铁道附近","浙江省台州市","13806865245","2014-11-24","未取得《医疗机构执业许可证》开展诊疗活动的"
"11359","张文伟","330912197012067008","男","团结湖南区东路3号楼南侧平房","浙江省舟山市","13241820317","2015-07-15","未取得《医疗机构执业许可证》开展诊疗活动的"
"11360","孙佳璇","330303199311294976","男","宏福大道戏剧学院","浙江省温州市","13620153397","2017-11-22","①未取得或者以非法手段取得医师资格从事医疗活动的"
"11361","陈小利","330226199407272000","男","科学园南里东街2号","浙江省宁波市","13486800276","2019-06-20","未取得《医疗机构执业许可证》开展诊疗活动的"
"11362","蒋群慧","330513197309067008","女","成府路29号（国际食尚苑）一期地下一层","浙江省湖州市","13890963689","2015-07-15","未取得《医疗机构执业许可证》开展诊疗活动的"
"11363","王晓梅","331007198008182016","女","顺密路与202乡道交叉口东150米","浙江省台州市","13132076040","2019-04-17","未取得《医疗机构执业许可证》开展诊疗活动的"
"11364","范彩侠","330614199808147008","女","芳园西路6号院1号楼","浙江省绍兴市","13418273400","2014-12-16","未取得《医疗机构执业许可证》开展诊疗活动的"
"11365","占美斌","331013197612300992","女","雁栖经济开发区雁栖大街53号","浙江省台州市","13890903651","2016-03-24","未取得《医疗机构执业许可证》开展诊疗活动的"
"11366","陈琴","330722197101249024","女","远洋新干线美食街6号","浙江省金华市","13945041014","2017-11-30","未取得《医疗机构执业许可证》开展诊疗活动的"
"11367","占洋生","330308199602275968","男","槐房西路槐房万达广场四层","浙江省温州市","13642217372","2017-01-16","未取得《医疗机构执业许可证》开展诊疗活动的"
"11368","王修虎","330803198112192000","男","十里堡地铁站西南口西行300米路南八里庄南里小区","浙江省衢州市","13294399899","2018-04-08","未取得《医疗机构执业许可证》开展诊疗活动的"
"11369","周鸳鸯","330925198602064000","男","大山子北里社区9号楼","浙江省舟山市","13536669783","2018-09-12","未取得《医疗机构执业许可证》开展诊疗活动的"
"11370","屠红梅","330401199005238976","女","惠新西里一区2号楼瑞尔利宾馆1层","浙江省嘉兴市","13974058413","2017-05-08","未取得《医疗机构执业许可证》开展诊疗活动的"
"11371","占太豹","330702197911177024","男","工体北路29号楼","浙江省金华市","13843404627","2017-05-19","未取得《医疗机构执业许可证》开展诊疗活动的"
"11372","丁伟民","330205198805024000","男","七圣中街12号院爱琴海购物中心4层","浙江省宁波市","13994677595","2016-09-23","未取得《医疗机构执业许可证》开展诊疗活动的"
"11373","安书宽","330921198103065024","男","神路街39号风情酒吧街三层106室","浙江省舟山市","13499542149","2016-09-29","未取得《医疗机构执业许可证》开展诊疗活动的"
"11374","杨家清","330906197301019008","男","北京市建国门外大街1号国贸商城南区SB128","浙江省舟山市","13560461418","2015-03-22","未取得《医疗机构执业许可证》开展诊疗活动的"
"11375","童宏龙","330622197609123008","男","南湖南路15号院5号楼1-3层","浙江省绍兴市","13688319162","2014-10-14","未取得《医疗机构执业许可证》开展诊疗活动的"
"11376","刘国云","330214198110180992","男","安苑路安苑东里1区2号楼","浙江省宁波市","13880637302","2017-08-02","未取得《医疗机构执业许可证》开展诊疗活动的"
"11377","沈宗色","330912198911073024","男","新中街甲1号","浙江省舟山市","13957035297","2014-09-09","未取得《医疗机构执业许可证》开展诊疗活动的"
"11378","章圣马","330809198911193984","男","朝外大街朝外209东岳庙西墙外","浙江省衢州市","13141967584","2016-11-17","未取得《医疗机构执业许可证》开展诊疗活动的"
"11379","谢爽爽","330103199510300992","男","金盏家园","浙江省杭州市","13991284377","2018-06-05","未取得《医疗机构执业许可证》开展诊疗活动的"
"11380","黄进勇","330809199706115968","男","小营西路24号","浙江省衢州市","13320522566","2015-10-22","未取得《医疗机构执业许可证》开展诊疗活动的"
"11381","李红增","330627199410014016","男","槐柏树街西口","浙江省绍兴市","13734823266","2019-03-16","未取得《医疗机构执业许可证》开展诊疗活动的"
"11382","包顺利","330523199512169024","男","小郊亭如家公寓底商","浙江省湖州市","13444849365","2015-07-15","未取得《医疗机构执业许可证》开展诊疗活动的"
"11383","尤茂新","330918197502265024","男","天通苑东一区33号楼底商","浙江省舟山市","13819379907","2018-03-26","未取得《医疗机构执业许可证》开展诊疗活动的"
"11384","许海林","330604198607153024","男","十八里店乡吕营嘉园A区后门向东50米","浙江省绍兴市","13500408775","2017-01-25","未取得《医疗机构执业许可证》开展诊疗活动的"
"11385","陶洪川","330216198601113984","男","黎各庄村","浙江省宁波市","13542561581","2015-09-16","未取得《医疗机构执业许可证》开展诊疗活动的"
"11386","阙尚兵","330728198311070976","男","黑桥村","浙江省金华市","13495812262","2017-06-09","未取得《医疗机构执业许可证》开展诊疗活动的"
"11387","王小斌","330904198404214976","男","北京通州马驹桥镇","浙江省舟山市","13437435898","2014-11-17","未取得《医疗机构执业许可证》开展诊疗活动的"
"11388","潘爱花","330824198011067008","女","黄岗村东圆通快递公司北58米","浙江省衢州市","13694128174","2012-10-09","未取得《医疗机构执业许可证》开展诊疗活动的"
"11389","占桂荣","330327198006278016","男","朝阳公园南路8号棕榈泉生活广场1层","浙江省温州市","13868796048","2015-04-30","未取得《医疗机构执业许可证》开展诊疗活动的"
"11390","张皊","330923197405049024","女","方家胡同34号方家小学对面","浙江省舟山市","13336011473","2016-03-17","未取得《医疗机构执业许可证》开展诊疗活动的"
"11391","范明亮","330707197104230976","男","西四北三条2号","浙江省金华市","13526801095","2019-05-24","未取得《医疗机构执业许可证》开展诊疗活动的"
"11392","杭州市拱墅区杨曼玲美甲店","330702197202243008","男","小关西后街与公园东路交叉口","浙江省金华市","13589866688","2018-08-08","未取得《医疗机构执业许可证》开展诊疗活动的"
"11393","绍兴市越城区遇尚美妆美容店","330817199006238976","男","广安门外大街238号","浙江省衢州市","15557439453","2018-07-25","未取得《医疗机构执业许可证》开展诊疗活动的"
"11394","陆士安","330520197306304000","男","朝阳门内大街79号-2","浙江省湖州市","15578748103","2015-02-04","未取得《医疗机构执业许可证》开展诊疗活动的"
"11395","江新五","330818198007132032","男","朝阳门外大街38号保罗大厦1层","浙江省衢州市","15882310893","2016-03-29","未取得《医疗机构执业许可证》开展诊疗活动的"
"11396","宁波市北仑区新碶饰你饰我饰品店","330403199211272000","男","望京国际商业中心A座东侧二层","浙江省嘉兴市","15333992621","2017-09-26","未取得《医疗机构执业许可证》开展诊疗活动的"
"11397","薛友全","330311198007142976","男","紫竹院路80号","浙江省温州市","15352710809","2018-03-08","未取得《医疗机构执业许可证》开展诊疗活动的"
"11398","李幸福","330105198401089024","男","建国路88号现代城停车楼一层","浙江省杭州市","15609627544","2014-02-20","未取得《医疗机构执业许可证》开展诊疗活动的"
"11399","陈钦","330226197708216000","男","朝阳北路17号华联购物中心（常营店）3楼","浙江省宁波市","15568338852","2019-05-05","未取得《医疗机构执业许可证》开展诊疗活动的"
"11400","张鹏","330414197902075008","男","工体东门正对面中国红街","浙江省嘉兴市","15264542027","2014-05-22","未取得《医疗机构执业许可证》开展诊疗活动的"
"11401","周家付","330707198809177984","男","百子湾路15号永辉超市西侧","浙江省金华市","15416359048","2018-04-18","未取得《医疗机构执业许可证》开展诊疗活动的"
"11402","江民香","330512197706252992","男","中关村南大街甲18号","浙江省湖州市","15394163274","2015-09-09","未取得《医疗机构执业许可证》开展诊疗活动的"
"11403","吴新","330213197503198016","男","政达路万达广场2层","浙江省宁波市","15244741588","2019-04-01","未取得《医疗机构执业许可证》开展诊疗活动的"
"11404","周云录","330117196912137024","男","南三环西路16号凯德mall.大峡谷4层","浙江省杭州市","15385963453","2015-04-27","未取得《医疗机构执业许可证》开展诊疗活动的"
"11405","胡碧光","330912198006291968","男","八里庄东里莱锦创意园CN17号楼","浙江省舟山市","15273169059","2014-12-26","未取得《医疗机构执业许可证》开展诊疗活动的"
"11406","朱国军","330415197205313024","男","东直门内大街265号","浙江省嘉兴市","15294620082","2012-05-11","未取得《医疗机构执业许可证》开展诊疗活动的"
"11407","虞选斋","330918197309273984","男","方庄路2号","浙江省舟山市","15440428973","2019-05-20","未取得《医疗机构执业许可证》开展诊疗活动的"
"11408","应建成","330604197710083008","男","王府井大街301号新燕莎金街购物广场7层-MF704","浙江省绍兴市","15922838749","2016-08-19","未取得《医疗机构执业许可证》开展诊疗活动的"
"11409","李建林","330709199409206016","男","开阳里三街7号","浙江省金华市","15488028623","2016-08-17","未取得《医疗机构执业许可证》开展诊疗活动的"
"11410","于建武","330111199609177024","男","曙光花园中路9号院","浙江省杭州市","15120119904","2014-09-17","未取得《医疗机构执业许可证》开展诊疗活动的"
"11411","慈溪市浒山百生康保健食品店（经营者：周海荣）","330815198704212992","男","黄村兴华大街中段","浙江省衢州市","15873368506","2018-08-06","未取得《医疗机构执业许可证》开展诊疗活动的"
"11412","杨增君","330117198106088000","男","朝阳路管庄路口西北角","浙江省杭州市","15694620091","2018-12-27","未取得《医疗机构执业许可证》开展诊疗活动的"
"11413","魏永文","330428199609088000","男","亚运村慧忠里19号国玉大酒店内","浙江省嘉兴市","15998972840","2017-09-14","未取得《医疗机构执业许可证》开展诊疗活动的"
"11414","杨廷件","330523197201244032","男","羊坊店路1号","浙江省湖州市","15992789922","2014-07-22","未取得《医疗机构执业许可证》开展诊疗活动的"
"11415","朱武","330905198406038976","男","西红门宏康路消防中队马路对面","浙江省舟山市","15554530934","2015-01-15","未取得《医疗机构执业许可证》开展诊疗活动的"
"11416","孔奇","330909199206076032","男","华严北里北四环中路8号院北京外国专家大厦1层","浙江省舟山市","15231324757","2017-09-19","未取得《医疗机构执业许可证》开展诊疗活动的"
"11417","贺超","331021197012035968","男","三里河北街甲5号","浙江省台州市","15705369401","2018-06-28","未取得《医疗机构执业许可证》开展诊疗活动的"
"11418","王昌丰","330804197412148992","男","南彩镇十五号地铁终点站东南","浙江省衢州市","15289249728","2015-03-13","未取得《医疗机构执业许可证》开展诊疗活动的"
"11419","施华芬","330608198512220992","女","杨庄东街21号院地税局北侧","浙江省绍兴市","15513265732","2019-05-24","未取得《医疗机构执业许可证》开展诊疗活动的"
"11420","杭州余杭区临平金娥美容护肤室","330828198501244992","男","和平西桥西行40米路北胜古庄社区往北200米路西","浙江省衢州市","15278164922","2018-06-12","未取得《医疗机构执业许可证》开展诊疗活动的"
"11421","徐林溪","330716199701195008","女","南四环西路188号负一层","浙江省金华市","15265451393","2018-10-22","未取得《医疗机构执业许可证》开展诊疗活动的"
"11422","许蓉","330928198012158976","女","益泽路","浙江省舟山市","15697300513","2019-05-22","未取得《医疗机构执业许可证》开展诊疗活动的"
"11423","骆春斌","330101197212225984","男","西关大街","浙江省杭州市","15270000800","2019-01-23","未取得《医疗机构执业许可证》开展诊疗活动的"
"11424","潘世玉","330902198206188032","男","中国北京市北京市海淀区首都师范大学院内平房一品香黄焖鸡","浙江省舟山市","15420940785","2014-09-02","未取得《医疗机构执业许可证》开展诊疗活动的"
"11425","林立生","330215198605244032","男","田村北路一田村路388号","浙江省宁波市","15855919394","2014-10-10","未取得《医疗机构执业许可证》开展诊疗活动的"
"11426","义乌市阿慧化妆品商行","330907199807081024","男","安家楼村路京润水上花园别墅附近","浙江省舟山市","15252130792","2017-10-18","未取得《医疗机构执业许可证》开展诊疗活动的"
"11427","张永举","330701199211067008","男","行宫街92号","浙江省金华市","15684503545","2014-07-31","未取得《医疗机构执业许可证》开展诊疗活动的"
"11428","李承瑞","330521199603156992","男","仁和地区河南村河南村村委会南侧500米","浙江省湖州市","15642444624","2019-07-02","未取得《医疗机构执业许可证》开展诊疗活动的"
"11429","罗先锋","330110199603032000","男","西柏店村内","浙江省杭州市","15655717575","2015-09-09","未取得《医疗机构执业许可证》开展诊疗活动的"
"11430","王洪军","331005199507046016","男","020县道","浙江省台州市","15622301115","2010-11-29","未取得《医疗机构执业许可证》开展诊疗活动的"
"11431","沈孝祖","330313198504118016","男","航空桥附近","浙江省温州市","15323862366","2019-04-01","未取得《医疗机构执业许可证》开展诊疗活动的"
"11432","李见方","330820197703254016","男","张家湾镇","浙江省衢州市","15724376980","2017-12-15","未取得《医疗机构执业许可证》开展诊疗活动的"
"11433","吕衍斐","330301198703313984","男","朝外大街26号地下一层","浙江省温州市","15596825087","2014-11-14","未取得《医疗机构执业许可证》开展诊疗活动的"
"11434","高福初","330804197805190976","男","四支路北段南100米","浙江省衢州市","15419687451","2015-07-31","未取得《医疗机构执业许可证》开展诊疗活动的"
"11435","石磊","331019199710308992","男","小汤山镇汤尚路汤临2000-61号","浙江省台州市","15985536606","2015-04-03","未取得《医疗机构执业许可证》开展诊疗活动的"
"11436","董双友","330312198607292032","男","通马路超群人力服务旁","浙江省温州市","15196775966","2019-01-17","未取得《医疗机构执业许可证》开展诊疗活动的"
"11437","江红","330221199407286016","女","张仪村路","浙江省宁波市","15325266855","2018-08-17","未取得《医疗机构执业许可证》开展诊疗活动的"
"11438","吴长申","330923198111246976","男","十里堡地铁站西南口西行300米路南八里庄南里小区","浙江省舟山市","15250816508","2013-12-16","未取得《医疗机构执业许可证》开展诊疗活动的"
"11439","董松标","330103197204118976","男","西大望路建国医院斜对面","浙江省杭州市","15457081228","2015-01-09","未取得《医疗机构执业许可证》开展诊疗活动的"
"11440","邱传水","330621197409294976","男","东四环中路58号远洋未来汇B1层","浙江省绍兴市","15321836776","2019-05-08","未取得《医疗机构执业许可证》开展诊疗活动的"
"11441","张玉昭","330811199205206016","男","中关村大街59号中国人民大学南区食堂集天餐厅","浙江省衢州市","15464325031","2015-10-27","未取得《医疗机构执业许可证》开展诊疗活动的"
"11442","傅陈业","330901196912094016","男","六里桥莲怡园东路风荷曲苑小区东门","浙江省舟山市","15276746917","2019-06-13","未取得《医疗机构执业许可证》开展诊疗活动的"
"11443","虞则丰","330616198008182016","男","光华西里9号楼底商","浙江省绍兴市","15816164400","2018-06-27","未取得《医疗机构执业许可证》开展诊疗活动的"
"11444","王文元","330619197404118016","男","右安门内大街59号","浙江省绍兴市","15881963013","2018-05-21","未取得《医疗机构执业许可证》开展诊疗活动的"
"11445","朱双玉","330906197602220992","女","朝阳北路103号金泰国益大厦2层","浙江省舟山市","15641563947","2019-07-02","未取得《医疗机构执业许可证》开展诊疗活动的"
"11446","朱江红","331019197707025024","女","牡丹园甲2号院 同观商业楼1层","浙江省台州市","15935220160","2015-09-21","未取得《医疗机构执业许可证》开展诊疗活动的"
"11447","陆新海","330125199204163008","男","朝阳北路101号朝阳大悦城8层","浙江省杭州市","15950031123","2015-10-08","未取得《医疗机构执业许可证》开展诊疗活动的"
"11448","王士芳","330719197505241024","女","华声天桥民俗文化街华膳园温泉饭店向北200米","浙江省金华市","15380009820","2016-05-06","未取得《医疗机构执业许可证》开展诊疗活动的"
"11449","王顺荣","330717199604307008","男","学院南路68号","浙江省金华市","15602236821","2018-05-25","未取得《医疗机构执业许可证》开展诊疗活动的"
"11450","郭传侠","330308197609048000","男","万泉河路小南庄400号龙都宾馆院内","浙江省温州市","15960435729","2014-03-05","未取得《医疗机构执业许可证》开展诊疗活动的"
"11451","徐欢欢","330626197803177024","男","梨园南路与九棵树东路交口东北角","浙江省绍兴市","15234108528","2017-01-19","未取得《医疗机构执业许可证》开展诊疗活动的"
"11452","丁侠","330608198502164992","男","光彩路京港城生活广场5层","浙江省绍兴市","13900507177","2017-04-19","未取得《医疗机构执业许可证》开展诊疗活动的"
"11453","毛乾根","330903199205308992","男","新街口外大街3号院内7号楼2门101","浙江省舟山市","13849460373","2017-10-10","未取得《医疗机构执业许可证》开展诊疗活动的"
"11454","张荣仁","330101197312185984","男","北土城东路53号","浙江省杭州市","13975459640","2014-11-03","未取得《医疗机构执业许可证》开展诊疗活动的"
"11455","邹香妹","330324198502033984","女","鼓楼东大街311号","浙江省温州市","13927359575","2016-01-26","未取得《医疗机构执业许可证》开展诊疗活动的"
"11456","崔裕国","330425198607052992","男","建国门内大街18号恒基中心商场2楼23号商铺","浙江省嘉兴市","13997633349","2016-12-16","未取得《医疗机构执业许可证》开展诊疗活动的"
"11457","章华锋","331002199201214016","男","木樨园桥北百荣世贸一期A座四楼东方美食港内","浙江省台州市","13892722862","2016-11-22","未取得《医疗机构执业许可证》开展诊疗活动的"
"11458","温岭市松门镇南塘五村卫生室","330418199806262016","男","东兴隆街58号","浙江省嘉兴市","13666328674","2018-12-24","未取得《医疗机构执业许可证》开展诊疗活动的"
"11459","刘喜生无证诊所","330210198608281024","男","台湖镇定海园三里10号楼","浙江省宁波市","13153335070","2014-08-04","未取得《医疗机构执业许可证》开展诊疗活动的"
"11460","陈洋","330801197703017024","男","中关村南大街28号","浙江省衢州市","13805526977","2018-11-23","未取得《医疗机构执业许可证》开展诊疗活动的"
"11461","永康市象珠镇韦小四养生馆（经营者：韦德平）","330103197904227968","男","政馨园一区2号楼","浙江省杭州市","13455249763","2018-03-22","未取得《医疗机构执业许可证》开展诊疗活动的"
"11462","周宏亮","330822197709038016","男","长辛店镇长辛店乡太子峪村西北庄子长兴路21号","浙江省衢州市","13208923015","2015-01-16","未取得《医疗机构执业许可证》开展诊疗活动的"
"11463","温岭市康都医疗器械有限公司","330116196908089024","男","建国门外大街1号国贸商城北区NL5008","浙江省杭州市","13164168894","2015-01-23","未取得《医疗机构执业许可证》开展诊疗活动的"
"11464","占上生","330124198903091968","男","光华东里2号楼","浙江省杭州市","13408771010","2019-06-03","未取得《医疗机构执业许可证》开展诊疗活动的"
"11465","陈明夫","330206197710161984","男","鲁谷大街33号","浙江省宁波市","13837424173","2019-02-11","未取得《医疗机构执业许可证》开展诊疗活动的"
"11466","杨金海","330420198002145984","男","广安门内大街临时57号","浙江省嘉兴市","13795224929","2014-12-09","未取得《医疗机构执业许可证》开展诊疗活动的"
"11467","李建军","330425197001318016","男","当代商城一层北出口","浙江省嘉兴市","13606183023","2015-09-09","未取得《医疗机构执业许可证》开展诊疗活动的"
"11468","陆钰楠","330221197004024000","女","望京西路北小河公园东门北侧","浙江省宁波市","13749976657","2016-04-28","未取得《医疗机构执业许可证》开展诊疗活动的"
"11469","梁艳红","330310198905238016","女","司水路司马小烧酒坊旁","浙江省温州市","13588923057","2015-09-09","未取得《医疗机构执业许可证》开展诊疗活动的"
"11470","罗琼","330702198908264000","女","永兴路七号院龙湖大兴天街购物中心4层","浙江省金华市","13970995634","2015-07-10","未取得《医疗机构执业许可证》开展诊疗活动的"
"11471","牛文超","330223199212161024","男","东四南大街礼士胡同159号","浙江省宁波市","13484039331","2017-09-29","未取得《医疗机构执业许可证》开展诊疗活动的"
"11472","温岭市康康医药连锁有限公司","330711199109102016","男","三元东桥三源里小区21号楼","浙江省金华市","13182098085","2013-09-30","未取得《医疗机构执业许可证》开展诊疗活动的"
