"杭州市余杭区计算机协会","社团","东华门大街11号","孔杰涛","郎波宁","330817199407229327","科协","15908473013","138341712","交流技术","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"潮州市长兴县会计学会","社团","农光东里34号","李秀娟","陈旭","330921197105254432","总工会","13500846420","144942362","会计交流","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市淳安县电子商会","社团","望京soho塔1B1楼底商","傅韵融","黄峰","330414199005211229","总工会","15204056938","166534831","商务交流","是","是","7","本组织合法存在，坚持党的领导","获市优秀组织奖"
"潮州市南浔区老战士联谊会","社团","旧鼓楼大街甲3号","魏子","安莺","330401197708245112","社保局","13706591047","166821023","联谊战友","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市淳安县天主教爱国会","社团","闵庄路樱桃园内","尹浩亮","褚芝玉","330823198410036416","科协","15006802920","169458368","教徒群体","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"台州市路桥区慈善总会","社团","南口镇大石坡红石山谷度假酒店","顾峰","伍邦","330818199904171588","政协","13507332310","170778754","做慈善","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"台州市路桥区电子商会","社团","北新桥头条55号","成兴","吴启","330903198305175037","委宣传部","13601291735","177753144","商务交流","是","是","79","本组织合法存在，坚持党的领导","获市优秀组织奖"
"潮州市安吉县老战士联谊会","社团","景明路8号院1号楼","奚琦","熊成","330608199005222705","工商局","15506916444","181274333","联谊战友","是","是","21","本组织合法存在，坚持党的领导","获市优秀组织奖"
"嘉兴市嘉善县音乐协会","社团","农光东里34号","元琼勤","阮泽","330309197007091150","工商局","15107875045","196302196","音乐交流","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"宁波市海曙区生物学会","社团","前进花园石门苑甲13号国泰宏城购物广场4楼","于策腾","史钧冠","330825199412023974","总工会","13808500108","196650752","研究生物","是","是","85","本组织合法存在，坚持党的领导","获市优秀组织奖"
"台州市路桥区老战士联谊会","社团","朝阳门外大街甲6号万通中心底商2015号","元发","酆震","330621197912227996","社保局","15604750210","202885786","联谊战友","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市临安区音乐协会","社团","团结湖路14号","邵江超","屈伦","330714198705085693","委宣传部","15202177257","206518189","音乐交流","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"温州市平阳县体育协会","社团","复兴门内大街51号民族饭店2层","穆荣","陈朗伯","330402199308076152","工商局","13602103895","210008824","体育交流","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"台州市三门县桥牌爱好者团体","社团","青年路西里国美餐饮街2号f9-2","阮黛","伍强军","330524199112061411","社保局","13100433145","220173067","娱乐","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"宁波市江北区生物学会","社团","水锥子东里22号楼","毕安","张豪","330228198906169841","政协","13400590474","225902497","研究生物","是","是","49","本组织合法存在，坚持党的领导","获市优秀组织奖"
"台州市椒江区电子商会","社团","劲松八区805号","鲍义兴","水黛","330915197005055196","人民政府","13103073809","240746329","商务交流","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市临安区气象学会","社团","丰桥路7号院甲12-8号","葛彬","罗保","330518199702079436","人民政府","13502712578","241712117","研究气象","是","是","15","本组织合法存在，坚持党的领导","获市优秀组织奖"
"绍兴市新昌县天主教爱国会","社团","木北路腾龙双语幼儿园斜对面","蒋秀娟","姚林有","331020199602237866","工商局","15606892749","244696887","教徒群体","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"衢州市龙游县电子商会","社团","育知东路回龙观龙腾苑六区10号楼","花乐","纪轮翰","330315197012237763","委宣传部","13808716469","246202265","商务交流","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市拱墅区计算机协会","社团","行宫街59号","元宜可","窦亚","330923198605016888","人民政府","15808354447","251203611","交流技术","是","是","97","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市余杭区生物学会","社团","鼎好大厦","梁翠雅","雷珍贞","331021197509192893","社保局","13405008347","255806369","研究生物","是","是","24","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市江干区气象学会","社团","四惠公交枢纽站西侧诚辉商务酒店一楼","张栋","平榕","330423198009145440","教育局","13902267606","256799173","研究气象","是","是","13","本组织合法存在，坚持党的领导","获市优秀组织奖"
"台州市三门县电子商会","社团","青年路雅成里服务楼","于生龙","柳凝晓","330807197007293906","委宣传部","15302475357","264572366","商务交流","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"嘉兴市嘉善县慈善总会","社团","广顺北大街33号福码大厦B座2楼","邬言","祝亮","330121197501273557","社保局","15008822727","269968177","做慈善","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"台州市天台县慈善总会","社团","五彩城2楼315","杨龙","吴厚庆","330301197404029301","工商局","13201604777","275481111","做慈善","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"潮州市安吉县书画协会","社团","厂洼东一街3号","魏雁蓓","陈瑞凡","330425197706139421","工商局","15205891700","276589886","书画交流","是","是","12","本组织合法存在，坚持党的领导","获市优秀组织奖"
"潮州市安吉县收藏家协会","社团","十八里店横街子村阳光金港建材城对面","曹艳","费盛","330506199607165871","工商局","13501521164","281372318","鉴宝","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"金华市浦江县计算机协会","社团","古北水镇沙岭81-2","贺仁","廉彬","330713199107076458","政协","15203062552","282909293","交流技术","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"衢州市衢江区老战士联谊会","社团","东亚五环国际地商4号","姜子","湛邦","330201199709055693","委宣传部","15702233286","284227144","联谊战友","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"宁波市北仑区收藏家协会","社团","常营中路8号","成霭","康平保","330821197510208707","人民政府","13406434872","288284896","鉴宝","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市桐庐县老战士联谊会","社团","悦秀路物美大卖场二层","凤绍功","薛元全","331013197009122166","委宣传部","15301266675","293697252","联谊战友","是","是","62","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市桐庐县计算机协会","社团","五棵松西翠路","魏瑗琰","倪朋斌","330904199005283078","总工会","13200372916","300506444","交流技术","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"台州市仙居县老战士联谊会","社团","沿河景观路84-2号","杨福","伏安","330707199010301809","人民政府","13500721345","301903686","联谊战友","是","是","86","本组织合法存在，坚持党的领导","获市优秀组织奖"
"宁波市奉化区书画协会","社团","李家坟7号院创意总社1949","何宏言","安河哲","330913199906093407","人民政府","13108274723","302204646","书画交流","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市萧山区收藏家协会","社团","西三旗西一里15号","祝盛","毛腾","330216198804091949","人民政府","13006107174","304372995","鉴宝","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"衢州市衢江区天主教爱国会","社团","月坛南街30号万方西单商场3楼","米健世","华雄琛","330906198507307098","委宣传部","15708095021","305430232","教徒群体","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"宁波市宁海县会计学会","社团","天通苑西三区中福大厦3楼","顾钧冠","阮振壮","330706199206075724","教育局","13503077659","305609481","会计交流","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"衢州市龙游县书画协会","社团","崇文门外大街16号便宜坊大厦4层","方凡","纪永","330504197511307685","科协","13206818685","309732883","书画交流","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"潮州市安吉县书画协会","社团","溪翁庄镇石马峪","钱燕彩","韩超","330609199303258653","总工会","13601382919","311086076","书画交流","是","是","46","本组织合法存在，坚持党的领导","获市优秀组织奖"
"温州市平阳县生物学会","社团","上地华联4层","时珊莎","孟仁","330201199701296094","工商局","13508271028","317111173","研究生物","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市萧山区体育协会","社团","神路街39号","鲍健世","严波宁","331001197303214677","人民政府","13106031123","322592834","体育交流","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"台州市路桥区电子商会","社团","东兴隆街56号北京商界2楼西侧","舒怡婵","常磊民","330210199712222802","工商局","15902712861","322620812","商务交流","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市江干区书画协会","社团","中绦胡同甲2号","严榕","汪力","330407199412101612","委宣传部","15907472142","327501154","书画交流","是","是","43","本组织合法存在，坚持党的领导","获市优秀组织奖"
"潮州市长兴县会计学会","社团","石佛营东里甲1号","曹之","狄融","330426198809072596","社保局","13407872457","340572012","会计交流","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"宁波市北仑区收藏家协会","社团","农光里36楼南侧劲松农光里农贸市场一层3034","尤东文","明宏言","330522198108196004","教育局","15902167502","347320083","鉴宝","是","是","6","本组织合法存在，坚持党的领导","获市优秀组织奖"
"嘉兴市嘉善县桥牌爱好者团体","社团","老营房路1号","周彩","朱松善","330117198306258246","科协","15004967653","347431088","娱乐","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"温州市文成县音乐协会","社团","东北旺路二号西一","孟芝玉","柏嘉","330514199307115660","社保局","15303284428","361330533","音乐交流","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市滨江区会计学会","社团","湖光北街南湖中园一区211号楼","纪宁欣","杜有","330913198705105038","工商局","15104970461","363217358","会计交流","是","是","51","本组织合法存在，坚持党的领导","获市优秀组织奖"
"嘉兴市海盐县收藏家协会","社团","万泉河路68号紫金庄园9号楼东5门一层-5","鲁荔","韦庆","330703199511043175","文联","15701045853","366751619","鉴宝","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"宁波市象山县电子商会","社团","雍和宫大街155号","许娴","戚明永","330114197201157108","总工会","13100231607","376959242","商务交流","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"宁波市鄞州区老战士联谊会","社团","小营东路甲5号","褚胜","陶全","330521198709117902","政协","13503667629","377617244","联谊战友","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"衢州市柯城区天主教爱国会","社团","百子湾路甲16号国锐易构空间1号楼","穆宜可","潘良海","330118198603105639","文联","13106822131","381630190","教徒群体","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"衢州市常山县慈善总会","社团","长阳镇长政南街与长阳路交口东100米杨庄子西口","郑明永","陈达安","330123199701278296","社保局","15706310627","383435635","做慈善","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"宁波市江北区天主教爱国会","社团","北杨庄路双龙南里138号楼","于思","米馨","330414198904187931","教育局","15004234209","384135715","教徒群体","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"金华市浦江县天主教爱国会","社团","芍药居北里101号世奥国际中心A座B101北4","窦悦昭","常心邦","330713199703193665","教育局","13700731740","384875680","教徒群体","是","是","76","本组织合法存在，坚持党的领导","获市优秀组织奖"
"温州市洞头区体育协会","社团","张家湾镇环湖小镇西侧环湖小镇西区","陶行时","陶豪","330524198011065195","科协","13501484722","395395061","体育交流","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"台州市黄岩区生物学会","社团","万寿路翠微中里14号楼1楼","顾元全","魏裕","330726198811076513","社保局","15303317530","402487565","研究生物","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市下城区音乐协会","社团","什刹海前海东沿17号","于彪博","魏贞","330811199007217181","社保局","15704911880","404896714","音乐交流","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"衢州市龙游县生物学会","社团","崔各庄乡马泉营村八金马旁","吕珠","余栋","330527197801184652","政协","13507271661","405190170","研究生物","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"温州市泰顺县老战士联谊会","社团","丰台北路18号院5号楼恒泰广场4层","邹良海","齐乐","331015197208228564","人民政府","13207901564","406800192","联谊战友","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"衢州市龙游县会计学会","社团","朝内南小街139号","孟玲","皮环","330920198702186709","工商局","15601350443","408642447","会计交流","是","是","33","本组织合法存在，坚持党的领导","获市优秀组织奖"
"宁波市奉化区生物学会","社团","金业大街玺莲水果蔬菜超市旁","彭朗伯","韩和","331008197303274814","工商局","13800093609","411657624","研究生物","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"绍兴市越城区音乐协会","社团","南口镇大石坡红石山谷度假酒店","汤时","云筠柔","330327197005051657","教育局","15800762367","413712912","音乐交流","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市建德市生物学会","社团","车公庄西路18号","卫厚庆","萧仪","330610198604093543","文联","15001816368","430675464","研究生物","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"台州市路桥区慈善总会","社团","西四南大街65号","汤维启","尹轮翰","330621199412286789","总工会","15702224840","430834785","做慈善","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"衢州市衢江区体育协会","社团","白纸坊桥西路北100米","薛仁","秦翰","330218199712146536","社保局","15603631008","448409220","体育交流","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"嘉兴市秀洲区天主教爱国会","社团","紫芳路盛金鞋业","庞菊","潘之","330328199208167621","工商局","15706005598","456637193","教徒群体","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"嘉兴市秀洲区收藏家协会","社团","建国门内大街13号市政协会议中心内","王翠雅","陈鸣","330916199011028297","科协","15505871850","463641452","鉴宝","是","是","88","本组织合法存在，坚持党的领导","获市优秀组织奖"
"绍兴市越城区会计学会","社团","酒仙桥北路2号","顾以","顾婷姣","331014197605144800","工商局","15104931397","465511402","会计交流","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市余杭区书画协会","社团","上地华联4层","柏武新","于强军","330328197408259636","人民政府","15907540561","472293755","书画交流","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"衢州市龙游县音乐协会","社团","东堂子胡同77号","吕承乐","云燕彩","330912197402078723","教育局","15601634965","480709066","音乐交流","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"衢州市常山县慈善总会","社团","旧宫镇树桥村酒厂路","尤爽","卫先","330114198507131706","政协","15207584899","485785768","做慈善","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"台州市仙居县气象学会","社团","朝阳公园西路9号九号公寓2号楼18单元301室朝园收藏对面","和茗","齐浩亮","330218198306204153","人民政府","13802096437","489486896","研究气象","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"潮州市德清县收藏家协会","社团","太平庄路华联生活超市四层","蒋保","潘志","330107199004094874","工商局","15906983119","497402430","鉴宝","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"温州市瓯海区体育协会","社团","丰台南路阳光大厦2层","穆新","雷以","330504197112308159","文联","15205650071","501530716","体育交流","是","是","78","本组织合法存在，坚持党的领导","获市优秀组织奖"
"绍兴市柯桥区气象学会","社团","丰科路6号院万达广场5层5003号","魏杰涛","邹敬震","330314198904012220","教育局","15605216020","501672326","研究气象","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"金华市婺城区慈善总会","社团","崇文门外大街3-5号新世界百货青春馆3楼","孔荣","尤维启","330814199006168304","委宣传部","13800281954","503649218","做慈善","是","是","73","本组织合法存在，坚持党的领导","获市优秀组织奖"
"台州市仙居县收藏家协会","社团","水碓子东路14号4号一楼","褚康星","喻中","330815197907078391","总工会","15605751619","509527260","鉴宝","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"潮州市德清县生物学会","社团","经济技术开发区天华北街11号院3号楼三层，四层","史策腾","雷龙","330314198604134961","文联","15102987713","510095534","研究生物","是","是","86","本组织合法存在，坚持党的领导","获市优秀组织奖"
"温州市鹿城区天主教爱国会","社团","花家地小区30号楼","毛韵融","庞宁欣","330624199808223973","人民政府","13102997293","510190947","教徒群体","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"金华市金东区电子商会","社团","月坛西街1号","鲁亚","祝乐","330609199901141256","工商局","15006428160","511922236","商务交流","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市临安区收藏家协会","社团","新城子镇曹家路村","孙民","皮东文","330217199207234667","总工会","15505484687","513667263","鉴宝","是","是","46","本组织合法存在，坚持党的领导","获市优秀组织奖"
"温州市永嘉县慈善总会","社团","惠新里1区38号","郎纨仪","姜颖","330610197407262036","总工会","13603936363","514846809","做慈善","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"台州市路桥区天主教爱国会","社团","阜成路2号","戚志","方诚先","330727197802209714","社保局","15904300485","519059183","教徒群体","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市富阳区音乐协会","社团","丰台镇富丰路2号星火科技大厦2楼","任振壮","袁姬舒","330508199612317968","教育局","15908404134","529778936","音乐交流","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"温州市文成县老战士联谊会","社团","车公庄西路21号","杜策腾","滕冠","330512197403062770","文联","15607743020","533859774","联谊战友","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"温州市永嘉县收藏家协会","社团","渤海镇田仙峪村","邹奇","汤雅","330708197104294519","科协","13906203344","535023585","鉴宝","是","是","81","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市余杭区老战士联谊会","社团","建国路91号金地广场3层","施时","杨杰涛","330225197409146720","社保局","13704107352","536375737","联谊战友","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"绍兴市柯桥区老战士联谊会","社团","惠新西街4号","汤宁欣","臧刚","331009199701091841","社保局","13100752868","549050216","联谊战友","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市江干区老战士联谊会","社团","八宝庄小区11号楼","于荔","陶朗伯","330312198506136220","文联","13608246170","550180897","联谊战友","是","是","20","本组织合法存在，坚持党的领导","获市优秀组织奖"
"宁波市镇海区电子商会","社团","物流01号","魏山仁","奚保","330305198702221374","工商局","15005467527","565669560","商务交流","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"潮州市安吉县计算机协会","社团","东亚五环国际地商4号","庞庆","米天","330609199007302526","政协","15205340209","569528751","交流技术","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"宁波市江北区音乐协会","社团","东轴斜街6号","苏有","贝安","331015197403096910","总工会","13104663047","582015331","音乐交流","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"绍兴市越城区音乐协会","社团","东三环南路54号劲松桥东北角","顾进","郎发","331004197712225700","科协","15801290892","582495573","音乐交流","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"台州市三门县老战士联谊会","社团","颐和园东路54号","顾时","廉翔旭","330924198607185614","工商局","15704892847","587628665","联谊战友","是","是","57","本组织合法存在，坚持党的领导","获市优秀组织奖"
"绍兴市上虞区音乐协会","社团","梨园葛布店东里47号楼底商","史若鸣","杨树","330514199607171190","总工会","15708018482","599542141","音乐交流","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"温州市洞头区电子商会","社团","北方明珠和龙德广场东侧","元翠雅","蒋杰涛","330723199204192019","总工会","15901226155","616432976","商务交流","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"台州市天台县慈善总会","社团","白家庄东里甲4号","吴影荔","蒋艳","330511199905061150","工商局","15507270409","620189525","做慈善","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市西湖区会计学会","社团","旧府街与青礼路交叉口南100米","贝彪博","祁博","330519198505234879","教育局","13402631773","620195274","会计交流","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"温州市泰顺县收藏家协会","社团","后海大金丝胡同4号","孔明永","喻卿","330726198105269035","人民政府","13000741556","621567957","鉴宝","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"宁波市海曙区体育协会","社团","南锣鼓巷小菊儿胡同63号胡同里的北京味儿老北京请您回家吃饭~","安发","褚子","330706198803097011","委宣传部","13005967478","623466619","体育交流","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市余杭区慈善总会","社团","酒仙桥路甲4号3号楼二层商业F203","臧江超","凤星","330714197511211729","社保局","13901142227","625660154","做慈善","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"宁波市江北区生物学会","社团","回龙观文华西路文华市场8号","孙坚和","傅玉","330506198801105142","教育局","15206094986","625879549","研究生物","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"潮州市吴兴区体育协会","社团","新桥南大街49号","臧芬芳","费梦","330104198711185059","教育局","13200792135","632575818","体育交流","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市下城区生物学会","社团","右安门外大街56号","喻腾","邹会思","330209197804306330","人民政府","13501216873","635337408","研究生物","否","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"台州市路桥区会计学会","社团","常通路3号院2号楼3层306","赵盛","钱茂进","330813198407178547","社保局","15803670360","637120353","会计交流","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"潮州市德清县桥牌爱好者团体","社团","护国寺大街67-69号","祝中","尹翰","330305198301237564","社保局","15604356106","654581723","娱乐","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"金华市武义县收藏家协会","社团","南环路10号院1号楼悦荟万科广场6层","湛启","鲁壮","330307199303316294","工商局","13205637258","655898113","鉴宝","是","是","17","本组织合法存在，坚持党的领导","获市优秀组织奖"
"温州市洞头区生物学会","社团","安定门外立水桥北8号7幢","任雄琛","花仁","330322198312189930","工商局","13801408017","663351485","研究生物","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"杭州市西湖区桥牌爱好者团体","社团","沙井胡同11号","滕艺","席竹霭","330411199202253401","文联","15107900279","667093243","娱乐","否","是","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
"嘉兴市嘉善县计算机协会","社团","京加路18号（雁栖镇政府东40米）","汪言","禹雪荣","330325197003025827","科协","15102677779","671294844","交流技术","是","否","0","本组织合法存在，坚持党的领导","获市优秀组织奖"
