"74","严亨奇","女","420217195604022429","浙江省嘉兴市伟复有限公司","暂停缴费","退休"
"75","马绍功","男","620628195408263690","浙江省湖州市元优有限公司","暂停缴费","离休"
"76","唐义兴","女","500403194307088227","浙江省湖州市正禄如通有限公司","冻结状态","退休"
"77","潘华","男","461527195203144396","浙江省宁波市东昌有限公司","冻结状态","离休"
"78","邵山仁","男","610128193803079759","浙江省嘉兴市洪仁有限公司","冻结状态","离休"
"79","岑钧冠","女","711020194306227940","浙江省金华市同福有限公司","冻结状态","离休"
"80","米会思","男","430624194512166155","浙江省舟山市 长福有限公司","参保缴费","退休"
"81","郝坚和","女","610614194309277589","浙江省丽水市贵丰有限公司","暂停缴费","退休"
"82","纪宜可","女","501308195505263301","浙江省台州市正禄如通有限公司","暂停缴费","离休"
"83","成振壮","男","440915195212128854","浙江省湖州市耀佳有限公司","冻结状态","退休"
"84","禹霄","男","231814194809079815","浙江省宁波市春谦有限公司","冻结状态","退休"
"85","安霄","男","620204193609032490","浙江省湖州市旺利有限公司","冻结状态","退休"
"86","伏波宁","女","431416195808187203","浙江省丽水市正禄如通有限公司","参保缴费","离休"
"87","舒东文","女","450706193411054365","浙江省衢州市洪亚有限公司","冻结状态","退休"
"88","罗欣","男","311617194403018071","浙江省台州市辉圣有限公司","参保缴费","退休"
"89","柏发","男","310128194607154795","浙江省丽水市耀佳有限公司","冻结状态","离休"
"90","黄凤","男","320921195403189395","浙江省舟山市 德祥有限公司","冻结状态","退休"
"91","秦栋","女","220802194206126849","浙江省舟山市 洪亚有限公司","冻结状态","离休"
"92","凤树","男","210301194406165092","浙江省舟山市 乾美有限公司","冻结状态","退休"
"93","梁志","男","710212194609281556","浙江省舟山市 吉如有限公司","冻结状态","退休"
"94","董芳","女","370309195810077266","浙江省丽水市耀顺有限公司","参保缴费","离休"
"95","贺翔旭","男","461110193502164775","浙江省温州市盛欣有限公司","暂停缴费","退休"
"96","皮国胜","男","410302195202292095","浙江省丽水市公佳有限公司","冻结状态","离休"
"97","郑瑶","女","610113194107031929","浙江省舟山市 久多有限公司","暂停缴费","离休"
"98","窦厚庆","男","430425194008227979","浙江省杭州市华飞有限公司","冻结状态","退休"
"99","金震","男","230310195011305270","浙江省宁波市贵丰有限公司","暂停缴费","离休"
"100","朱育","女","371108194410037049","浙江省绍兴市多乾有限公司","暂停缴费","离休"
"101","奚婉娴","女","360116193904266565","浙江省绍兴市耀顺有限公司","冻结状态","离休"
"102","任仪","男","451511194106159390","浙江省宁波市合亨有限公司","暂停缴费","退休"
"103","施胜","男","310217195006178997","浙江省金华市皇贵有限公司","冻结状态","退休"
"104","赵以","女","521614194709242382","浙江省温州市德高有限公司","暂停缴费","离休"
"105","费璐","女","111724193011083427","浙江省衢州市伟荣有限公司","暂停缴费","退休"
"106","舒文","女","420606195902132665","浙江省舟山市 德高有限公司","参保缴费","退休"
"107","郑承乐","男","520420193212145851","浙江省嘉兴市同富有限公司","暂停缴费","退休"
"108","纪友裕","男","530114195812234831","浙江省台州市长隆有限公司","暂停缴费","退休"
"109","邬建家","女","541305193710084987","浙江省宁波市同富有限公司","参保缴费","离休"
"110","蒋茗","女","501507195311032503","浙江省丽水市广安有限公司","参保缴费","退休"
"111","吴志","男","440725193003309590","浙江省宁波市久协有限公司","参保缴费","退休"
"112","尤诚先","男","140121194704304877","浙江省丽水市隆安有限公司","暂停缴费","退休"
"113","齐奇","男","151405195505175554","浙江省绍兴市鑫德有限公司","冻结状态","离休"
"114","苏松善","男","610502195907214715","浙江省丽水市万康有限公司","暂停缴费","退休"
"115","李宜可","女","610108195204156324","浙江省湖州市飞庆有限公司","冻结状态","退休"
"116","卞亨奇","男","341010194910137474","浙江省金华市春谦有限公司","参保缴费","退休"
"117","元世","女","341628193904078404","浙江省舟山市 长隆有限公司","冻结状态","离休"
"118","许会思","男","650127194909048612","浙江省衢州市隆高有限公司","暂停缴费","离休"
"119","和德","女","410513194004255260","浙江省杭州市公盈有限公司","冻结状态","退休"
"120","和成","女","410203193610297625","浙江省衢州市欣丰有限公司","暂停缴费","退休"
"121","雷奇","女","711824195812146367","浙江省温州市洪仁有限公司","暂停缴费","离休"
"122","阮思","女","341211194010116088","浙江省宁波市乾广有限公司","暂停缴费","离休"
"123","凤彬","男","461419195112086757","浙江省杭州市隆安有限公司","暂停缴费","退休"
"124","米有","男","421624195812057472","浙江省杭州市万鼎有限公司","暂停缴费","离休"
"125","董桂","女","451828193203294844","浙江省台州市万康有限公司","参保缴费","离休"
"126","花美娜","男","440720193105244755","浙江省宁波市东弘有限公司","参保缴费","退休"
"127","伍秋","女","211522194011182606","浙江省衢州市久协有限公司","参保缴费","退休"
"128","齐天","男","610816193711168997","浙江省温州市伟复有限公司","参保缴费","离休"
"129","余顺","女","420621194707126643","浙江省衢州市乾广有限公司","暂停缴费","退休"
"130","李菊","女","421011194311156848","浙江省嘉兴市利如有限公司","暂停缴费","离休"
"131","卜霞香","男","340727194005112491","浙江省舟山市 久协有限公司","冻结状态","离休"
"132","何谦","男","500420192911047057","浙江省台州市德高有限公司","参保缴费","退休"
"133","黄轮翰","男","420821195501057950","浙江省台州市公佳有限公司","参保缴费","退休"
"134","卫思","女","340219195105208646","浙江省金华市乾广有限公司","冻结状态","退休"
"135","秦昭","女","151309193408293649","浙江省温州市欣丰有限公司","冻结状态","退休"
"136","狄香","女","410816193005081129","浙江省金华市合亨有限公司","冻结状态","离休"
"137","毕羽希","男","221101194904227059","浙江省金华市巨久有限公司","参保缴费","离休"
"138","褚诚先","男","451418194705063233","浙江省杭州市昌益有限公司","冻结状态","退休"
"139","薛宁","男","450408195011054356","浙江省湖州市春信有限公司","参保缴费","退休"
"140","彭亨奇","女","140124195709285647","浙江省绍兴市同福有限公司","参保缴费","离休"
"141","贺苑","男","530805195004099711","浙江省杭州市巨久有限公司","暂停缴费","退休"
"142","计毅","女","351013195101192041","浙江省丽水市元优有限公司","冻结状态","离休"
"143","穆文","女","511104194401067840","浙江省绍兴市元优有限公司","参保缴费","退休"
"144","禹时","男","450519193609225453","浙江省宁波市鑫德有限公司","参保缴费","退休"
"145","苏敬震","女","430225195306157582","浙江省温州市吉如有限公司","冻结状态","退休"
"146","禹峰","男","510921194311281017","浙江省杭州市隆高有限公司","参保缴费","离休"
"147","韦娥玲","女","510901195902014289","浙江省绍兴市春谦有限公司","参保缴费","退休"
"148","穆成","男","441727195211183014","浙江省舟山市 旺利有限公司","暂停缴费","退休"
"149","明有","女","371409193712205664","浙江省金华市元正有限公司","冻结状态","退休"
"150","明广志","男","620728195008313199","浙江省衢州市皇贵有限公司","暂停缴费","离休"
"151","狄亨奇","女","650120194804203424","浙江省丽水市华飞有限公司","暂停缴费","退休"
"152","潘翰","男","221404195207255312","浙江省绍兴市万鼎有限公司","冻结状态","退休"
"153","汤玲","女","640217194904043860","浙江省衢州市瑞丰有限公司","暂停缴费","退休"
"154","安卿","男","321701192912193436","浙江省台州市乾富有限公司","暂停缴费","退休"
"155","秦洁梅","女","650713194002075667","浙江省台州市元优有限公司","暂停缴费","退休"
"156","花怡婵","女","131016195810131086","浙江省台州市元优有限公司","暂停缴费","退休"
"157","梁博","女","211007193711032084","浙江省嘉兴市伟荣有限公司","参保缴费","退休"
"158","苏健世","女","430627195906235489","浙江省杭州市东弘有限公司","参保缴费","离休"
"159","云邦","女","410913194704173762","浙江省台州市久多有限公司","参保缴费","离休"
"160","岑刚","男","211107195111242615","浙江省湖州市长隆有限公司","冻结状态","退休"
"161","尹明永","男","521709195102029659","浙江省衢州市乾美有限公司","参保缴费","离休"
"162","傅行时","男","441825193810062677","浙江省舟山市 聚兴有限公司","暂停缴费","退休"
"163","殷兰凤","女","120221195003235308","浙江省丽水市辉圣有限公司","参保缴费","退休"
"164","狄滢馥","女","460927193412031167","浙江省杭州市贵丰有限公司","参保缴费","退休"
"165","廉诚先","男","341814195205068052","浙江省温州市乾广有限公司","暂停缴费","退休"
"166","纪保","女","370627193909014923","浙江省杭州市东昌有限公司","参保缴费","离休"
"167","姚芸","女","111501193707095562","浙江省绍兴市万康有限公司","参保缴费","退休"
"168","王娅琦","男","341218193908257033","浙江省丽水市公盈有限公司","暂停缴费","退休"
"169","凤德","女","120923194302271146","浙江省温州市皇贵有限公司","冻结状态","退休"
"170","朱伦","男","420425194008269194","浙江省宁波市巨久有限公司","暂停缴费","离休"
"171","窦善","女","710906194307043962","浙江省宁波市吉如有限公司","冻结状态","离休"
"172","奚珠","女","431713195405284328","浙江省绍兴市隆安有限公司","参保缴费","离休"
"173","姜国胜","男","611101193705087094","浙江省宁波市欣丰有限公司","冻结状态","退休"
"174","李露瑶","女","141121194807071166","浙江省丽水市乾富有限公司","冻结状态","退休"
"175","和思","男","131621193403025578","浙江省嘉兴市同富有限公司","参保缴费","离休"
"176","孔言","女","451602195411234383","浙江省温州市利如有限公司","参保缴费","退休"
"177","尤雅","女","141604194510315363","浙江省金华市昌益有限公司","冻结状态","离休"
"178","傅超","男","431725193811219551","浙江省杭州市多乾有限公司","冻结状态","退休"
"179","湛涛","男","141525195704183439","浙江省衢州市吉如有限公司","暂停缴费","退休"
"180","任琬茗","男","121208194402114436","浙江省金华市欣丰有限公司","冻结状态","退休"
"181","袁腾","男","430312194810086618","浙江省衢州市东昌有限公司","参保缴费","退休"
"182","计宁","女","231011195005197922","浙江省台州市盛欣有限公司","暂停缴费","退休"
"183","喻炎德","男","521007193407045350","浙江省温州市同富有限公司","冻结状态","退休"
"184","卞惠珠","男","521623194811025370","浙江省湖州市飞庆有限公司","参保缴费","退休"
"185","俞素","男","211027193604262632","浙江省衢州市德祥有限公司","暂停缴费","退休"
"186","齐朗伯","女","540626195507058763","浙江省嘉兴市正禄如通有限公司","参保缴费","离休"
"187","安承乐","女","620722195803156208","浙江省宁波市德祥有限公司","参保缴费","退休"
"188","戴士以","女","530312194611295105","浙江省绍兴市万康有限公司","冻结状态","退休"
"189","施群豪","女","630521193210182440","浙江省湖州市耀顺有限公司","冻结状态","退休"
"190","贝芳","女","811413193908017422","浙江省舟山市 久协有限公司","参保缴费","退休"
"191","董山仁","女","440508193804179380","浙江省台州市长福有限公司","参保缴费","离休"
"192","安龙","女","641703193005095741","浙江省绍兴市公盈有限公司","参保缴费","退休"
"193","卜鸣","男","210126194802076738","浙江省湖州市公佳有限公司","暂停缴费","退休"
"194","史进","男","500707193104107318","浙江省宁波市昌益有限公司","冻结状态","退休"
"195","任咏卿","女","410215192911183881","浙江省金华市贵丰有限公司","暂停缴费","退休"
"196","陶致树","女","531216194106249401","浙江省舟山市 同富有限公司","暂停缴费","退休"
"197","狄群豪","男","111128195209163651","浙江省丽水市多乾有限公司","冻结状态","离休"
"198","葛进","女","230426194108288389","浙江省衢州市合亨有限公司","暂停缴费","离休"
"199","闵达安","女","350502192909073161","浙江省丽水市万鼎有限公司","暂停缴费","离休"
"200","秦克伦","男","641328193602165879","浙江省衢州市隆高有限公司","暂停缴费","离休"
"201","于启","男","331015199203173614","浙江省嘉兴市长隆有限公司","冻结状态","退休"
"202","黄保","男","331017197012315593","浙江省杭州市广安有限公司","冻结状态","退休"
"203","元园艺","男","331017198308292232","浙江省温州市乾美有限公司","冻结状态","离休"
"204","朱茜秋","女","331019198706291401","浙江省嘉兴市久多有限公司","暂停缴费","离休"
"205","毛星","男","331019199808094830","浙江省台州市春信有限公司","冻结状态","离休"
"206","孟广志","女","331021198812206626","浙江省宁波市皇贵有限公司","暂停缴费","退休"
"207","廉辰","女","331024198302282006","浙江省宁波市元正有限公司","参保缴费","退休"
"208","史力","男","331025198205136856","浙江省杭州市元正有限公司","冻结状态","退休"
"209","邬世","女","331027197511257161","浙江省宁波市贵丰有限公司","冻结状态","退休"
"210","尤奇","男","331027198104167919","浙江省嘉兴市长福有限公司","冻结状态","退休"
"211","殷思","女","331027199712152983","浙江省丽水市正禄如通有限公司","冻结状态","离休"
