"61","周利明","321825198410145863","广告创意总监"
"62","陈之华","221808199105257339","废气处理工程师"
"63","吴红叶","420924198112044437","医疗器械销售经理/主管"
"64","刘丽吉","441222198205012458","会计经理/会计主管"
"65","张宏燕","461115197203317709","汽车项目管理"
"66","周苗红","371320196311054357","抛光工"
"67","陈一铭","521710195912185316","化学分析测试员"
"68","南振安","640824199504205299","电子工程师/技术员"
"69","叶英立","351201198210279177","生产/营运"
"70","刘美州","150706198201056018","电声/音响工程师/技术员"
"71","涂玉梅","340407197807181595","其他"
"72","仝泽强","131608199204248238","工程造价师/预结算经理"
"73","字云永","621001197005055949","团购业务员"
"74","高阳","441006196403278267","办事处首席代表"
"75","蔡青","130416196706293369","麻醉医生"
"76","沈荣","230921198212174151","企业秘书/董事会秘书"
"77","申海洋","330722196907214622","会计经理/会计主管"
"78","李肇基","631313198409092593","企业文化/员工关系/工会管理"
"79","徐丽霞","311603198104078566","工艺品/珠宝设计鉴定"
"80","谷斐斐","530113199005095302","其他"
"81","卢静","501808199804213035","造纸研发"
"82","汤小东","320312198307168979","供应链总监"
"83","吕惠","211710199807238822","洗车工"
"84","陈胜春","140402197304283548","工业/产品设计"
"85","王培静","420620198611194286","广告创意/设计主管/专员"
"86","郑志平","350220198605161488","网店模特"
"87","徐富","371611199103081195","音效设计师"
"88","王丽","210319197504198889","农艺师"
"89","杜伟红","650514196207242092","场长(农/林/牧/渔业)"
"90","童昀","500702195908246265","医疗器械生产/质量管理"
"91","吕雨时","500903196011275495","收银员"
"92","应乐盈","611420198109184841","硫化工"
"93","陈乐娇","350504197505105770","安防系统工程师"
"94","奚静","360927197110031781","咨询热线/呼叫中心服务人员"
"95","周思豪","630428199309078259","平面设计师"
"96","宋颖莹","811628197009069287","医院管理人员"
"97","吴伟平","540903197902216473","其他"
"98","何姗","330617197411016382","法务主管/专员"
"99","周辛艺","621404197408049927","策略发展总监"
"100","陈竞","521720196803191277","模特"
"101","施卓锋","111504197508233435","行政专员/助理"
"102","沈学弟","121625199505049275","促销主管/督导"
"103","陈剑影","411312198011183891","运输经理/主管"
"104","金晶","310603199202031397","化验员"
"105","刘瀚中","211815196505206832","钳工"
"106","孙民","141628198108167824","系统管理员/网络管理员"
"107","仝泽强","141404199305279120","其他"
"108","王靖璨","330105199302205710","店铺推广"
"109","张飞赟","221412196401208964","文档工程师"
"110","周琳","640310199710193014","冲压工"
"111","王蒙蒙","500725196205044996","物业机电工程师"
"112","徐梦影","131502199610014125","质量管理/测试主管(QA/QC主管)"
"113","张水琴","510413198311071987","光伏系统工程师"
"114","吴时嫦","311820198806297664","电路工程师/技术员(模拟/数字)"
"115","王云龙","231005198509154524","科研人员"
"116","周洋君","420515199707101651","数据通信工程师"
"117","王萍","501024197105254668","证券/期货/外汇经纪人"
"118","刘欣鑫","140625197912114552","公路/桥梁/港口/隧道工程"
"119","邹慧聪","321708198704196093","空调工"
"120","钱嘉佳","461116196904147368","投资/理财顾问"
"121","胡静","111213196310227444","育婴师/保育员"
"122","诸葛莹","530627199704053333","会计"
"123","吴正","210704197603266740","网络信息安全工程师"
"124","陆如莹","521707199311014819","产品/品牌经理"
"125","郎嘉","310213198402249804","韩语/朝鲜语翻译"
"126","斯友全","610323196002219453","工程/设备经理"
"127","宋卓艺","360715196903066467","行长/副行长"
"128","程福毅","120311196710104428","保镖"
"129","张晓芳","520906197112115708","渠道/分销主管"
"130","徐海霞","140425196001123994","仿真应用工程师"
"131","洪旭明","640605196907199739","审计经理/主管"
"132","杨璐","140124198510072118","飞机维修机械师"
"133","黄晓燕","111119197210122820","贸易"
"134","张晓琴","410607198304295593","销售行政及商务"
"135","沈鸿伟","620506197806158360","西班牙语翻译"
"136","毛林辉","310319196710091700","汽车安全性能工程师"
"137","黄烈萍","431808197311089251","品类经理"
"138","鲍祖湘","451515197410048331","飞机机长/副机长"
"139","连静蓉","411319197404183093","项目执行/协调人员"
"140","杨钰","220322199304188142","其他"
"141","竺旦颖","620427198705149117","摄影师/摄像师"
"142","徐兆红","310512198807176511","市场分析/调研人员"
"143","陈益平","461711199412265011","加油站工作员"
"144","徐建宏","120803198906119356","班车司机"
"145","陈亚辉","460217197712162303","飞行器设计与制造"
"146","虞娟娟","461006198711016998","开发报建"
"147","胡海娟","140913199702069968","放映经理/主管"
"148","杨军军","811720197708307680","运输经理/主管"
"149","何文捍","140617199106128209","化工实验室研究员/技术员"
"150","王涛","211002196502205028","信用卡销售"
"151","杨建员","510111198111278053","人力资源"
"152","杜婧婧","361202197102122231","网店淘宝"
"153","贾爱仁","611517197107213528","测试工程师"
"154","陈娣","450520198105126935","质量安全"
"155","康良","420926196801141784","安检员"
"156","王婉华","350625196311292116","焊接工程师/技师"
"157","应美珍","150514199104301800","工程造价师/预结算经理"
"158","丁丽玲","141306197910219463","生物工程/生物制药"
"159","俞剑飞","341618199308052571","房地产店长/经理"
"160","周丽清","360906196007012984","销售行政经理/主管"
"161","舒春晓","811605196508169010","产品专员"
"162","钱跃庭","360505197812199355","系统分析员"
"163","张锦灵","431511199103231030","调墨技师"
"164","龚闻芳","311127196201295064","进出口/信用证结算"
"165","吴美丽","610419196609086356","园艺/园林/景观设计"
"166","张威波","230101197602233909","材料工程师"
"167","刘毅","450913198608113750","食品/饮料研发"
"168","胡叶凤","541314198706303317","休闲娱乐"
"169","戴潮龙","710913196709164403","前台迎宾"
"170","林京","540416196104172066","硬件工程师"
"171","卢静","371114196311098177","实习生"
"172","严丽华","530503197008127328","农/林/牧/渔"
"173","黄达","411216197105313670","收货员"
"174","鲁雪君","440510198702257534","咨询总监"
"175","屠骏蔚","520401197204144791","化妆品研发"
"176","潘松华","650220197712256644","区域销售经理"
"177","严慧慧","441024196810194857","软件工程师"
"178","陈霞","231328199807149628","采购员"
"179","吴林平","410311197807295055","销售助理"
"180","钱明","441514196107058065","停车管理员"
"181","罗赛君","711426198001299607","绘画"
"182","刘樟龙","411108196309094701","家具/家居用品设计"
"183","张婧","130704197709076588","传菜主管"
"184","王素花","421616199108293717","信贷管理"
"185","周国平","131628199804022257","高尔夫教练"
"186","曾清","710705197405123398","需求工程师"
"187","章青","461002199411041058","市场企划专员"
"188","郑国娣","121320196406048366","企业/业务发展经理"
"189","朱敏霞","450411196406088188","品质经理"
"190","王坤","711412196109062018","投资银行业务"
"191","钱雷岗","421211197601081357","磨工"
"192","字云永","621818198902033493","药品注册"
"193","周燕青","530702197409026184","智能大厦/综合布线/安防/弱电"
"194","姚培坤","220609197007171685","代驾"
"195","黄婷婷","330912197909302268","电子软件开发(ARM/MCU...)"
"196","厉建卫","360101197612024148","熟食加工"
"197","任伟元","461027196307188130","家政服务/保姆"
"198","潘伟娜","230203197605252271","监察人员"
"199","朱瑛","140505196207164268","旋压工"
"200","陈倩","540218199804278523","房地产内勤"
