"北京北京市延庆县八达岭镇
","新虹桥捷运大厦 ","住宅","南京建基物业管理有限公司","熊天农","532125195510202536","14786350894","跃层户型","2007/10/19","76.00","钢架结构","住宅","继承","房屋所有权证","权767313312","2018/8/27","土地使用权证","青国用201412175","2014/2/3","企业法人","孔散写","身份证","632128196908012326","13339145759"
"北京北京市延庆县四海镇
","京泰大厦 ","商业","南京顺诚物业管理有限公司","金忘安","513825198805272370","18623368635","错层户型","2001/4/17","62.00","钢架结构","住宅","析产","房屋所有权证","权637395458","2016/6/21","土地使用权证","新国用201334300","2013/6/27","企业法人","凤送争","身份证","513335196602111995","14915365586"
"北京北京市延庆县张山营镇
","凯阳大厦","住宅","江苏爱涛物业管理有限公司","姚育紶","610329199401062215","18788152664","平层户型","2009/12/30","82.00","钢架结构","住宅","购买","房屋所有权证","权575747514","2013/9/16","土地使用权证","苏国用201216456","2012/10/5","企业法人","滕模","身份证","140430198407271863","17140479806"
"北京北京市延庆县旧县镇
","乐凯大厦","商业","郑州宾至新世纪物业服务有限公司南京分公司","邵角深","513922199102142992","17838581700","跃层户型","2003/1/12","131.00","框架-剪力墙","办公室","变更","房屋所有权证","权201048146","2013/4/5","土地使用权证","晋国用201715041","2017/1/23","个人","许藸忙","身份证","370303196301061883","18855760707"
"北京北京市延庆县永宁镇
","新恒基大厦及二期","住宅","南京康竹物业管理有限公司","傅包合","540127196001282512","15572282982","复式户型","2009/10/12","144.00","砖混结构","住宅","变更","房屋所有权证","权712541300","2012/9/14","土地使用权证","黑国用201530320","2015/9/28","个人","吕物推","身份证","370285198212302305","14585396773"
"北京北京市延庆县沈家营镇
","四川大厦 ","住宅","南京银都物业有限公司","秦席冷","500238196603011098","14998049213","平层户型","2004/12/23","79.00","木质结构","文化用房","分割","房屋所有权证","权700810213","2012/1/15","土地使用权证","冀国用201340787","2013/9/14","企业法人","任顶包","身份证","452725198803211950","17756190699"
"北京北京市怀柔区北房镇
","宜安广场","办公","南京子瑜物业管理有限公司","谈优旁","431028196007282229","14736467159","错层户型","2008/6/29","86.00","框架-剪力墙","厂房","继承","房屋所有权证","权403614866","2014/10/10","土地使用权证","桂国用201440150","2014/2/23","个人","奚跳刘","身份证","350501195001221815","17330617162"
"北京北京市怀柔区杨宋镇
","浦发大厦","办公","南京江宁科学园高校物业有限公司","堪八党","370323195602201335","18212424684","平层户型","2000/12/28","143.00","框架-剪力墙","厂房","析产","房屋所有权证","权602169943","2013/5/22","土地使用权证","藏国用201823848","2018/11/18","个人","熊即兰","身份证","500226196507102585","18518709569"
"北京北京市怀柔区桥梓镇
","申华金融大厦","办公","南京乐美家物业管理有限公司","水东","341324198504182745","13512457138","复式户型","2002/6/26","128.00","框架-剪力墙","住宅","交换","房屋所有权证","权216592145","2011/12/27","土地使用权证","辽国用201725378","2017/9/7","企业法人","邬五确","身份证","310107195007252610","18774156766"
"北京北京市怀柔区汤河口镇
","中信泰富广场","办公","南京福瑞物业管理有限公司","姚用","230121197408041386","18920156447","错层户型","2010/5/18","83.00","砖混结构","仓库","交换","房屋所有权证","权469934386","2013/10/5","土地使用权证","渝国用201649661","2016/11/1","企业法人","计欢房","身份证","42032519501108185X","13197982036"
"北京北京市怀柔区泉河街道
","中旅大厦","办公","江苏长江物业","许改师","352231197007082950","15786597234","跃层户型","2001/9/7","135.00","框架-剪力墙","医疗用房","购买","房屋所有权证","权403755487","2016/12/11","土地使用权证","京国用201713764","2017/11/10","个人","傅平","身份证","452231198302042669","15673827890"
"北京北京市房山区史家营乡
","嘉汇国际广场","商业","南京广厦物业服务有限公司","屈会放","142634198307252911","14797532392","错层户型","2006/7/11","103.00","砖混结构","住宅","析产","房屋所有权证","权931930496","2014/11/13","土地使用权证","桂国用201247857","2012/8/8","个人","费岁合","身份证","410511198908202673","17556506469"
"北京北京市房山区周口店
","中银大厦","住宅","江苏普捷物业有限公司","臧赶编","152723196401281769","14520844749","平层户型","2010/10/14","122.00","框架-剪力墙","医疗用房","变更","房屋所有权证","权755716196","2013/9/13","土地使用权证","吉国用201116306","2011/3/15","个人","严底明","身份证","130430195911062053","13740634820"
"北京北京市房山区城关街道
","华能联合大厦","商业","南京金世达物业管理有限公司","倪举展","21010619920515231X","17757608366","错层户型","2002/3/10","132.00","木质结构","办公室","析产","房屋所有权证","权863439838","2016/7/31","土地使用权证","贵国用201415446","2014/9/11","个人","韩物病","身份证","532122196012192553","15572809251"
"北京北京市房山区拱辰街道
","嘉汇广场","住宅","南京邦盛物业管理有限公司","华千州","130107198612281559","17393924530","平层户型","2007/9/9","138.00","砖混结构","商业用房","分割","房屋所有权证","权162153930","2017/1/17","土地使用权证","粤国用201539959","2015/11/19","个人","何党","身份证","542124196702042856","13052699799"
"北京北京市房山区石楼镇
","龙之梦购物中心","办公","南京昊海物业管理有限公司","谢十像","330721198306042143","14574260687","平层户型","2001/4/30","134.00","框架-剪力墙","厂房","析产","房屋所有权证","权219771812","2012/5/7","土地使用权证","京国用201341855","2013/12/11","个人","谢姆呼","身份证","341324197510131625","18593427153"
"北京北京市房山区西潞街道
","中环广场","商业","南京康宏物业管理有限公司","时承演","33068319841208122X","15363572410","跃层户型","2002/5/23","85.00","钢架结构","办公室","分割","房屋所有权证","权594395371","2015/6/28","土地使用权证","青国用201336971","2013/7/17","个人","钱草装","身份证","142727197312141500","15068704095"
"北京北京市房山区长沟镇
","富华大厦","办公","南京鸿盛物业服务有限公司","孟野几","110104196103042558","15113834778","平层户型","2001/1/18","66.00","砖混结构","医疗用房","交换","房屋所有权证","权957102088","2011/8/23","土地使用权证","沪国用201522979","2015/2/6","企业法人","唐玩信","身份证","513331198202101135","18112919722"
"北京北京市昌平区东小口
","工商联大厦","办公","江苏腾虹物业经营管理有限公司","卜喊各","130581195801011613","17297638724","复式户型","2001/4/9","110.00","钢架结构","仓库","析产","房屋所有权证","权965039818","2016/1/24","土地使用权证","闽国用201510062","2015/11/16","企业法人","吴持鲜","身份证","142627196209182451","14742563080"
"北京北京市昌平区城南街道
","旺角广场","商业","南京锦昌物业管理有限公司","禹他劳","653223195504212456","14983077671","复式户型","2001/6/22","61.00","砖混结构","住宅","购买","房屋所有权证","权489506712","2017/3/3","土地使用权证","藏国用201710597","2017/9/9","企业法人","毛计商","身份证","460201196208232506","15852104336"
"北京北京市朝阳区东风
","汇亚大厦","住宅","南京元祥物业管理有限责任公司","范升趣","450512196410061097","15574917472","错层户型","2010/12/27","89.00","钢架结构","办公室","继承","房屋所有权证","权925850809","2012/6/18","土地使用权证","京国用201321593","2013/11/13","个人","韩往走","身份证","350125199106151768","17593119890"
"北京北京市朝阳区八里庄街道
","申华金融大厦","住宅","南京广厦物业服务有限公司","凤必又","35062719650712154X","14975081013","跃层户型","2007/6/23","73.00","砖混结构","文化用房","继承","房屋所有权证","权882288188","2018/5/13","土地使用权证","琼国用201626104","2016/2/18","个人","周部所","身份证","410581198109291779","15147585810"
"北京北京市朝阳区潘家园街道
","协和大厦","住宅","南京辉燕物业管理有限公司","伏可条","440232197406282577","18872739026","平层户型","2005/1/1","61.00","框架结构","厂房","赠与","房屋所有权证","权863959117","2017/1/23","土地使用权证","渝国用201344603","2013/12/24","企业法人","贝公萨","身份证","370105196810271178","17831601055"
"北京北京市海淀区万柳
","金陵海欣大厦","住宅","江苏同达物业管理有限公司","张臓球","653131198809072309","17567487941","复式户型","2002/8/14","117.00","框架-剪力墙","办公室","购买","房屋所有权证","权685588621","2014/1/4","土地使用权证","京国用201442975","2014/5/6","个人","戴连衣","身份证","542129195309111226","14972934543"
"北京北京市海淀区温泉
","企业天地","商业","南京中天物业管理有限公司","狄技低","411303198412121458","15125302125","错层户型","2007/1/13","141.00","砖混结构","住宅","赠与","房屋所有权证","权707140390","2016/3/6","土地使用权证","浙国用201827995","2018/10/27","个人","彭农况","身份证","410328196503272815","13329599406"
"北京北京市石景山区五里坨街道
","华普国际广场","住宅","南京鹏基物业管理服务有限公司、","秦彩","210111197410152601","15848123279","错层户型","2006/5/1","143.00","砖混结构","仓库","分割","房屋所有权证","权415005697","2016/1/22","土地使用权证","藏国用201417129","2014/6/7","企业法人","喻团翻","身份证","610101196311051706","17564240045"
"北京北京市石景山区八宝山街道
","富群商务大厦","商业","南京市秦淮区商业网点物业管理有限公司","昌奇势","610422197304192669","17024156403","跃层户型","2002/5/12","130.00","框架-剪力墙","其他","分割","房屋所有权证","权788151434","2018/3/18","土地使用权证","晋国用201128773","2011/9/6","个人","邵汽吧","身份证","510902198004162700","17596282473"
"北京北京市石景山区广宁街道
","久和信谊大楼","商业","南京万达物业管理有限公司","罗呀各","341221195103291213","14515881670","错层户型","2000/8/13","128.00","砖混结构","厂房","购买","房屋所有权证","权828508696","2013/7/12","土地使用权证","辽国用201345242","2013/1/30","企业法人","许唱眼","身份证","370701199404101932","14550936499"
"北京北京市石景山区金顶街街道
","永新坊","办公","南京鸿昊物业有限公司","酆个命","510522197808112636","18627796865","平层户型","2006/7/17","84.00","框架-剪力墙","其他","购买","房屋所有权证","权919484897","2018/2/4","土地使用权证","黑国用201216542","2012/2/25","企业法人","韩船","身份证","530325195910212660","17511049436"
"北京北京市西城区天桥街道
","联谊大厦","商业","江苏商茂物业管理有限公司","韩默肉","120224197308122073","14539373758","复式户型","2004/10/6","135.00","框架-剪力墙","住宅","合并","房屋所有权证","权554543177","2011/3/4","土地使用权证","浙国用201614177","2016/9/9","企业法人","苏责采","身份证","230107195807132772","17174828624"
"北京北京市西城区展览路街道
","三元大厦","商业","南京海能物业管理有限公司、","余确是","330328195804231528","14999404191","错层户型","2005/4/28","76.00","框架-剪力墙","其他","变更","房屋所有权证","权120896860","2011/11/16","土地使用权证","津国用201530173","2015/9/29","个人","熊忍油","身份证","230102199408122696","14584292741"
"北京北京市西城区广安门内街道
","美罗城","商业","南京旭元物业管理有限公司","舒礼楼","330721196602182870","17688620535","跃层户型","2010/11/7","65.00","框架结构","办公室","分割","房屋所有权证","权541072267","2017/7/9","土地使用权证","黑国用201424397","2014/1/28","个人","窦渐黑","身份证","231002198212291173","13253874886"
"北京北京市西城区月坛街道
","鼎园","办公","南京金钥匙物业管理服务咨询有限公司","卜病","522401196910022575","17071375223","平层户型","2009/4/17","94.00","木质结构","办公室","析产","房屋所有权证","权265439388","2018/6/2","土地使用权证","豫国用201117946","2011/7/20","企业法人","吕考性","身份证","420702198611231955","13925392073"
"北京北京市西城区陶然亭街道
","南证大厦","办公","南京天安港力物业管理有限公司","傅副","41130319671227123X","14739273570","复式户型","2006/11/27","130.00","钢架结构","文化用房","交换","房屋所有权证","权275074907","2014/8/1","土地使用权证","赣国用201544442","2015/4/19","企业法人","唐两微","身份证","410804200005202595","18746583629"
"北京北京市通州区于家务回族乡
","嘉汇国际广场","办公","南京乐群物业管理有限公司","陶怕证","230401195706121466","14523832589","错层户型","2008/6/2","66.00","框架结构","住宅","析产","房屋所有权证","权461001897","2017/2/8","土地使用权证","豫国用201824745","2018/8/11","个人","李乐己","身份证","441421197906171025","14982038521"
"北京北京市通州区台湖镇
","远洋大厦 ","办公","南京悦恒物业管理有限公司","钱可微","11010819651007136X","18868414548","平层户型","2009/2/23","149.00","框架-剪力墙","医疗用房","继承","房屋所有权证","权431436203","2012/6/19","土地使用权证","桂国用201515359","2015/4/7","企业法人","葛德老","身份证","352202196105251563","18772189321"
"北京北京市通州区张家湾镇
","荣轩大厦","办公","南京江南中鑫物业管理有限公司","鲁坦张","412727198602102999","14765528119","平层户型","2007/9/13","70.00","木质结构","住宅","合并","房屋所有权证","权474522771","2013/7/27","土地使用权证","鄂国用201237616","2012/9/12","企业法人","时走罪","身份证","441402195210132855","18798841002"
"北京北京市通州区永顺
","盛福大厦","住宅","南京振东物业管理有限公司","岑静赛","330901199405122093","13840192705","平层户型","2008/7/25","81.00","木质结构","文化用房","合并","房屋所有权证","权507807990","2015/10/3","土地使用权证","津国用201148442","2011/7/1","企业法人","伍城凡","身份证","21050519780227205X","18542817746"
"北京北京市通州区漷县镇
","银海大厦","办公","江苏紫金物业管理有限公司","祁句别","533122195503291632","15290828209","错层户型","2002/7/25","65.00","钢架结构","办公室","合并","房屋所有权证","权481369897","2016/8/16","土地使用权证","藏国用201519219","2015/11/23","个人","舒别平","身份证","511025198004152795","13545886321"
"北京北京市门头沟区清水镇
","凯威大厦","住宅","南京润居物业管理有限公司","魏汉差","360427197001282050","18774712510","跃层户型","2009/1/27","133.00","砖混结构","其他","赠与","房屋所有权证","权541866617","2016/12/24","土地使用权证","藏国用201430028","2014/1/10","企业法人","顾向项","身份证","130804198712142301","18028747307"
"北京北京市顺义区李遂镇
","久和信谊大楼","商业","","元释州","520113198101061183","17864628199","复式户型","2008/7/8","118.00","框架结构","办公室","继承","房屋所有权证","权990348261","2017/1/7","土地使用权证","津国用201623556","2016/4/21","企业法人","伏财斗","身份证","640381196110112065","14583874535"
"北京北京市顺义区空港街道
","上海久光百货","商业","南京白下区物业管理有限责任公司","黄儿列","520322197705312230","14760562457","平层户型","2007/8/11","65.00","砖混结构","住宅","分割","房屋所有权证","权578026519","2012/3/21","土地使用权证","川国用201647883","2016/9/13","企业法人","花表","身份证","210701195705292805","14781750747"
"北京北京市顺义区胜利街道
","现代交通商务大厦","办公","南京百家湖物业管理有限公司","施善员","430403195210041518","18142986475","平层户型","2004/8/14","126.00","钢架结构","其他","购买","房屋所有权证","权645124676","2012/6/23","土地使用权证","皖国用201223806","2012/10/23","企业法人","孔排仅","身份证","372922199304241203","18358981545"
"北京北京市顺义区赵全营镇
","绿地和创大厦","办公","","蒋独玛","412829197905111255","18574829086","错层户型","2004/9/15","86.00","木质结构","住宅","交换","房屋所有权证","权366167669","2011/12/4","土地使用权证","川国用201446870","2014/5/18","企业法人","孙内令","身份证","130183196403222402","18110995427"
"北京北京市顺义区龙湾屯镇
","通泰大厦  ","办公","秦淮区商业网点物业管理有限公司","贝轻杂","331022197908101010","15881290393","平层户型","2010/10/10","130.00","框架-剪力墙","住宅","赠与","房屋所有权证","权648817975","2011/4/4","土地使用权证","贵国用201813324","2018/2/20","个人","费让闻","身份证","431230196208271756","13823192708"
"天津天津市东丽区丰年村街道
","东方众鑫大厦","办公","江苏爱涛物业管理有限公司","钱求候","130105199110101126","14590896753","平层户型","2009/1/6","125.00","木质结构","住宅","购买","房屋所有权证","权870687485","2016/6/27","土地使用权证","闽国用201845944","2018/9/11","个人","李刻留","身份证","500238199107162309","18210757277"
"天津天津市东丽区保税区空港国际物流区
","上海文化大厦","办公","南京宣和物业管理有限公司","谢看放","420526198105212129","18939583490","复式户型","2010/6/10","88.00","框架-剪力墙","住宅","变更","房屋所有权证","权653633615","2016/9/15","土地使用权证","辽国用201621381","2016/9/29","企业法人","谈流性","身份证","320204195910311152","17135403639"
"天津天津市东丽区张贵庄街道
","金桥大厦","办公","江苏钟山宾馆集团物业管理有限公司","罗孤著","510302199601041482","17530826856","平层户型","2002/7/27","123.00","框架结构","住宅","购买","房屋所有权证","权894813279","2014/1/8","土地使用权证","沪国用201720677","2017/10/20","个人","云步头","身份证","500108198006141295","13336581402"
"天津天津市东丽区综合保税区
","北京国际金融中心 ","商业","南京爱侬物业管理有限公司","齐床肉","150123195612292355","17525519685","跃层户型","2001/4/7","67.00","钢架结构","仓库","赠与","房屋所有权证","权795490912","2018/7/19","土地使用权证","新国用201649791","2016/12/28","企业法人","凤已","身份证","222404195209101658","13231774524"
"天津天津市东丽区金钟街道
","岭南大厦","商业","南京润宁物业有限公司","伍戏低","210624196907172047","13480398930","错层户型","2003/1/2","77.00","钢架结构","住宅","变更","房屋所有权证","权113828077","2012/4/1","土地使用权证","赣国用201235589","2012/12/27","个人","谈空体","身份证","140202197708171160","17076225964"
"天津天津市北辰区佳荣里街道
","来福士广场","住宅","南京弘景物业管理有限公司","韦回然","412724198211081343","18999016027","平层户型","2006/1/28","104.00","砖混结构","其他","析产","房屋所有权证","权990711586","2012/10/17","土地使用权证","晋国用201225445","2012/8/2","个人","项着确","身份证","13052919611112226X","18928171887"
"天津天津市北辰区北仓镇
","华联发展大厦","住宅","南京永一物业管理有限公司","堪端","360428200006212917","17847334927","复式户型","2002/5/27","115.00","钢架结构","住宅","变更","房屋所有权证","权510292397","2014/9/3","土地使用权证","琼国用201433047","2014/6/29","企业法人","史江仅","身份证","62282619910530164X","14976109082"
"天津天津市北辰区天津风电产业园
","东海中心","住宅","","谈每静","220822195808151086","13742626907","复式户型","2010/9/28","81.00","砖混结构","住宅","继承","房屋所有权证","权598234578","2018/8/8","土地使用权证","豫国用201314090","2013/1/8","个人","姜打口","身份证","320511199911152622","15679305358"
"天津天津市北辰区天穆镇
","东银大厦","商业","江苏饭店物业管理有限公司","王翻莱","330105199509161216","14522117317","错层户型","2001/11/19","69.00","木质结构","住宅","变更","房屋所有权证","权999205967","2015/1/7","土地使用权证","渝国用201135773","2011/3/2","企业法人","戴冲房","身份证","320203197507121888","14917819592"
"天津天津市北辰区宜兴埠镇
","亚太企业大楼","办公","核工业南京建设集团有限公司","雷钟微","532626196004072976","15317258173","复式户型","2006/11/4","124.00","框架结构","医疗用房","分割","房屋所有权证","权520863841","2014/2/6","土地使用权证","鲁国用201616496","2016/6/18","企业法人","云条冰","身份证","130724199405241881","13960399152"
"天津天津市北辰区小淀镇
","富华大厦","住宅","南京心贴心物业管理有限公司","吕艺母","32011219921113281X","14537663978","跃层户型","2008/1/29","121.00","木质结构","教育用房","购买","房屋所有权证","权231311170","2015/7/30","土地使用权证","豫国用201538999","2015/4/8","企业法人","冯房般","身份证","330281195404292345","17886430042"
"天津天津市北辰区科技园区北区
","和平花苑 ","商业","南京荣程物业管理有限公司","明四想","140212199208112721","18747227115","平层户型","2001/5/31","63.00","框架-剪力墙","住宅","继承","房屋所有权证","权599620619","2013/9/9","土地使用权证","渝国用201334706","2013/2/6","企业法人","华与天","身份证","622322195711121330","14744175675"
"天津天津市北辰区科技园区南区
","亚太企业大楼","商业","南京瑞昊物业管理有限公司","乐萨救","411221195201152945","17173711265","平层户型","2004/9/13","66.00","钢架结构","医疗用房","继承","房屋所有权证","权113545619","2014/7/23","土地使用权证","青国用201233969","2012/5/26","企业法人","曹越做","身份证","654001198111282299","17164088160"
"天津天津市南开区华苑街道
","腾飞大厦","商业","南京民浩物业管理有限公司","计证情","352203198109301156","18388862124","平层户型","2005/5/7","85.00","钢架结构","住宅","分割","房屋所有权证","权500276159","2012/10/1","土地使用权证","鄂国用201718567","2017/10/19","企业法人","董会球","身份证","232304196406061852","17596405374"
"天津天津市南开区向阳路街道
","华富大厦","商业","南京鑫都市房产咨询服务有限公司","臧字准","513335195909141676","13159367600","跃层户型","2003/8/15","109.00","框架结构","厂房","分割","房屋所有权证","权852140924","2014/1/10","土地使用权证","桂国用201716801","2017/1/20","企业法人","臧歌藸","身份证","142427199904102102","17655455712"
"天津天津市南开区学府街道
","嘉汇国际广场","住宅","江苏爱特科技有限公司","汪众优","130729198211291263","14530401833","跃层户型","2000/2/12","124.00","木质结构","住宅","合并","房屋所有权证","权992916176","2017/12/31","土地使用权证","浙国用201141757","2011/2/22","企业法人","郝属共","身份证","652101195712131269","13630988789"
"天津天津市南开区王顶堤街道
","金中环商务大厦","住宅","南京清风物业管理有限公司","孙内电","653222198004182729","14749383368","跃层户型","2004/7/27","119.00","框架-剪力墙","医疗用房","变更","房屋所有权证","权528802377","2014/6/25","土地使用权证","皖国用201549167","2015/8/24","个人","臧好铁","身份证","520382198108291875","18524089081"
"天津天津市和平区劝业场街道
","金桥大厦","住宅","南京市江宁城建物业管理有限公司","褚议你","430724199406011501","14577470664","平层户型","2005/8/4","104.00","砖混结构","医疗用房","购买","房屋所有权证","权845780272","2012/10/22","土地使用权证","渝国用201143742","2011/4/10","企业法人","常或落","身份证","360121198107311358","15777985046"
"天津天津市和平区南市街道
","虹桥上海城","办公","南京云顺物业管理有限责任公司","伍臓设","652302196105132309","13717267245","错层户型","2001/2/27","91.00","框架-剪力墙","办公室","析产","房屋所有权证","权783028378","2011/7/27","土地使用权证","冀国用201842963","2018/2/20","个人","常暗富","身份证","522526197206251013","17711886019"
"天津天津市和平区新兴街道
","数码时代大厦","商业","南京亚东物业管理有限公司","倪但某","610401195411022170","13878498035","复式户型","2007/11/28","115.00","框架-剪力墙","医疗用房","继承","房屋所有权证","权840069487","2013/10/20","土地使用权证","宁国用201319039","2013/1/20","个人","苏赶准","身份证","34292319670925160X","14988761614"
"天津天津市宁河县俵口乡
","白玉兰环保广场","办公","南京乐业物业管理有限公司","奚气食","420222199305311079","14786884369","复式户型","2009/12/9","105.00","钢架结构","住宅","交换","房屋所有权证","权693099050","2012/10/11","土地使用权证","吉国用201715208","2017/5/1","企业法人","臧以乱","身份证","652222197311021743","13456983020"
"天津天津市宁河县北淮淀乡
","泛利大厦","住宅","南京鹏盛物业管理服务有限公司","岑克状","350103200001071718","15781827896","跃层户型","2006/8/26","102.00","框架-剪力墙","文化用房","赠与","房屋所有权证","权207253457","2018/8/8","土地使用权证","赣国用201223132","2012/12/17","企业法人","李程艺","身份证","430521197304281341","15754847170"
"天津天津市宁河县大北涧沽镇
","晶采世纪大厦","办公","江苏爱特科技有限公司","贝责艺","622825197012091845","17166531958","平层户型","2007/12/25","87.00","框架结构","住宅","合并","房屋所有权证","权497334135","2013/4/15","土地使用权证","宁国用201244777","2012/10/14","企业法人","倪困平","身份证","232326195307222116","13443884538"
"天津天津市宁河县天津潘庄工业区
","鹏润大厦","办公","南京凯协物业管理有限公司","许战书","152101196102072923","14917867105","跃层户型","2009/11/2","94.00","木质结构","住宅","合并","房屋所有权证","权476566048","2014/9/1","土地使用权证","冀国用201217072","2012/6/1","企业法人","伏刘技","身份证","350101195201231230","18697536679"
"天津天津市宁河县宁河县现代产业园区
","上海康城","商业","南京青松物业管理有限公司","堪军据","36222719560201140X","17759347507","复式户型","2006/11/14","138.00","框架结构","厂房","析产","房屋所有权证","权517631891","2014/10/17","土地使用权证","川国用201329796","2013/12/24","个人","黄盖要","身份证","410501196903241022","17591827886"
"天津天津市宁河县廉庄子乡
","都市总部大楼","商业","南京北辰物业管理咨询有限公司","祝级","522327196205012548","17745699828","错层户型","2009/9/15","96.00","木质结构","仓库","交换","房屋所有权证","权540117437","2014/12/23","土地使用权证","贵国用201720817","2017/3/27","企业法人","余看言","身份证","623024195401081756","14510292800"
"天津天津市宁河县板桥镇
","华侨大厦","商业","南京名盛物业管理有限公司","彭严香","513127196102282789","14577457832","跃层户型","2002/5/12","71.00","框架结构","医疗用房","继承","房屋所有权证","权434318799","2017/8/18","土地使用权证","鲁国用201630332","2016/12/17","企业法人","严忍","身份证","510183197611052125","17768361818"
"天津天津市宁河县潘庄农场
","银海大厦 ","住宅","南京民竹聚物业管理有限公司","尤诉走","452228196005051000","18126230952","错层户型","2010/10/15","63.00","钢架结构","厂房","继承","房屋所有权证","权250057089","2016/5/27","土地使用权证","藏国用201636734","2016/7/14","个人","严战耳","身份证","422802198301262753","14968797741"
"天津天津市宁河县芦台镇
","加华商务广场","商业","南京真诚物业管理有限责任公司","余往责","533521197102231342","17228729640","平层户型","2009/9/27","71.00","框架-剪力墙","住宅","分割","房屋所有权证","权701153933","2016/8/15","土地使用权证","津国用201636759","2016/12/26","个人","罗拥","身份证","371425196403141512","15186405304"
"天津天津市宝坻区史各庄镇
","申通信息广场","办公","北京瑞赢酒店物业管理有限公司南京分公司","孙令","320706199312252840","14516129218","跃层户型","2010/11/5","120.00","框架-剪力墙","住宅","析产","房屋所有权证","权491154191","2018/8/14","土地使用权证","鲁国用201247175","2012/9/9","企业法人","姚坦南","身份证","37131119581214103X","14958651371"
"天津天津市宝坻区大唐庄镇
","虹桥上海城","住宅","南京恒业物业管理有限公司","姜联叫","130101197407141968","14918536019","复式户型","2001/9/22","128.00","木质结构","其他","购买","房屋所有权证","权835393334","2018/3/5","土地使用权证","鄂国用201723038","2017/12/28","个人","谢是因","身份证","320283195905262785","13458455660"
"天津天津市宝坻区新安镇
","东海商业中心","办公","南京开元物业服务有限公司","安鞋","422801196512162378","14584330261","错层户型","2009/5/9","103.00","砖混结构","住宅","赠与","房屋所有权证","权584457380","2018/9/25","土地使用权证","鲁国用201649649","2016/9/27","企业法人","顾油布","身份证","360781196808142025","18678238203"
"天津天津市宝坻区牛道口镇
","联合广场 ","商业","南京银都物业有限公司","计窢识","330329195901291115","18940897247","错层户型","2005/10/29","123.00","钢架结构","住宅","购买","房屋所有权证","权170006602","2013/1/22","土地使用权证","贵国用201745484","2017/10/26","企业法人","祁梦加","身份证","430111198205152149","13082110934"
