"航天信息股份有限公司","北京市土桥中街","顾例步","影剧院","17352488357","无隐患","金融安全隐患","无"
"深圳本鲁克斯实业股份有限公司","北京市地安门西大街119号","孟耳音","其他","14563677502","无隐患","危爆物品管理隐患","无"
"金山开发建设股份有限公司","北京市垡头翠城馨园224号楼","邵打己","影剧院","13488029184","无隐患","寄递物流安全隐患","无"
"广州珠江啤酒股份有限公司","北京市城关街道农林路4号院8号楼底商良工佳苑附近","倪觉里","影剧院","13962074608","无隐患","网络安全隐患","无"
"湖北台基半导体股份有限公司","北京市城铁龙泽站后侧","薛米懂","其他","13583797209","有隐患","金融安全隐患","未整改"
"中山达华智能科技股份有限公司","北京市复兴路69号五棵松华熙LIVE商区东区B1层","周米元","车站","13042897808","有隐患","危爆物品管理隐患","已整改"
"中文天地出版传媒股份有限公司","北京市复兴路69号院2号华熙LIVE.hi-up东区B1层","熊恋克","旅游景点","17823188931","有隐患","消防安全隐患","已整改"
"中海油田服务股份有限公司","北京市复兴门内大街51号民族饭店2层","黄笔置","商场","15093264692","无隐患","金融安全隐患","无"
"珠海恒基达鑫国际化工仓储股份有限公司","北京市外交部南街8号京华豪园1楼","殷京嘴","商场","18432076124","无隐患","网络安全隐患","无"
"福建漳州发展股份有限公司","北京市大华山镇李家峪村张家台18号","曹知范","旅游景点","15823920816","无隐患","金融安全隐患","无"
"深圳劲嘉彩印集团股份有限公司","北京市大山子酒仙桥北路1号院北侧","冯索伴","商场","15744625364","有隐患","食药安全隐患","已整改"
"北京佳讯飞鸿电气股份有限公司","北京市大黄庄222号","何局随","影剧院","15616786242","无隐患","金融安全隐患","无"
"安徽国风塑业股份有限公司","北京市太平桥路44号中青旅山水酒店1楼","庞制试","影剧院","13112838530","无隐患","寄递物流安全隐患","无"
"天津劝业场(集团)股份有限公司","北京市安宁庄村南河大楼东2幢2号平房","余草戴","车站","18365833682","有隐患","消防安全隐患","已整改"
"杭州海康威视数字技术股份有限公司","北京市安定门内大街252号","毕钱术","体育场所","14544631518","有隐患","消防安全隐患","未整改"
"现代农装科技股份有限公司","北京市安德路甲10号","韩退","体育场所","18778009940","无隐患","金融安全隐患","无"
"北京天坛生物制品股份有限公司","北京市安苑路安苑东里一区4号","吕经趣","车站","15824444886","有隐患","寄递物流安全隐患","已整改"
"安徽古井贡酒股份有限公司","北京市宋庄镇小堡文化广场旁徐宋路东","华朋伤","影剧院","17872171768","无隐患","食药安全隐患","无"
"山东丽鹏股份有限公司","北京市宣武门外大街甲1号环球财讯中心A座B1楼","余财唱","旅游景点","17579881442","有隐患","寄递物流安全隐患","未整改"
"大连大显控股股份有限公司","北京市密三路8号","汤易","体育场所","17066763069","无隐患","危爆物品管理隐患","无"
"云南盐化股份有限公司","北京市富生路10号","赵角客","车站","18918596585","有隐患","寄递物流安全隐患","未整改"
"西藏诺迪康药业股份有限公司","北京市小汤山镇大柳树村153号","戚希","公共交通","13893972934","无隐患","消防安全隐患","无"
"浙江嘉欣丝绸股份有限公司","北京市展春园西路2号院蓟鑫大厦南侧2-3层","唐收味","公共交通","18159977468","无隐患","寄递物流安全隐患","无"
"东莞市方达再生资源产业股份有限公司","北京市岭南路36号广东大厦1-3楼","禹从床","其他","17748010284","无隐患","金融安全隐患","无"
"山东益生种畜禽股份有限公司","北京市崇文门外大街3-5号新世界百货青春馆3楼","于福士","其他","18872781200","有隐患","网络安全隐患","未整改"
"新疆金风科技股份有限公司","北京市工体北路13号-世茂广场工三-F3楼","昌脚下","公共交通","18999614076","无隐患","交通安全隐患","无"
"保利房地产(集团)股份有限公司","北京市左家庄前街1号","汪洲才","其他","13118267229","无隐患","交通安全隐患","无"
"深圳市飞马国际供应链股份有限公司","北京市巴沟路2号BHGMall北京华联万柳购物中心4楼","成内建","公共交通","17766923323","无隐患","金融安全隐患","无"
"北大国际医院集团西南合成制药股份有限公司","北京市常营中路民族家园综合楼13号","邵至州","影剧院","13236972572","有隐患","交通安全隐患","已整改"
"山西焦化股份有限公司","北京市常通路3号院2号楼3层306","郎到","其他","14572868702","无隐患","消防安全隐患","无"
"广深铁路股份有限公司","北京市干二路70号","堪痛恐","体育场所","13075459073","无隐患","危爆物品管理隐患","无"
"江苏中天科技股份有限公司","北京市广安门外南滨河路87号","祝骨小","其他","15637511498","无隐患","食药安全隐患","无"
"泛海建设集团股份有限公司","北京市广泽路望京花园小区214号","苏部","商场","18019247361","有隐患","网络安全隐患","未整改"
"广东东方锆业科技股份有限公司","北京市广渠路c号","罗向架","体育场所","13653599823","有隐患","交通安全隐患","未整改"
"南方风机股份有限公司","北京市广顺北大街16号望京华彩商业中心4层","魏元最","旅游景点","14745057098","有隐患","金融安全隐患","已整改"
"香溢融通控股集团股份有限公司","北京市延静里中街京师律师大厦南门","滕村命","旅游景点","15090662795","有隐患","食药安全隐患","未整改"
"北亚实业(集团)股份有限公司","北京市建国门内大街18号恒基中心商场2楼23号商铺","任克园","商场","18466137862","无隐患","交通安全隐患","无"
"浙江苏泊尔股份有限公司","北京市徐宋东四街小堡环岛向东100米","苏愿烧","体育场所","17536193395","有隐患","网络安全隐患","未整改"
"东方通信股份有限公司","北京市德胜门内大街羊房胡同23号","谢餐令","其他","13073738992","无隐患","网络安全隐患","无"
"沈阳新松机器人自动化股份有限公司","北京市恒安大厦负一层","舒急组","体育场所","17278139922","有隐患","食药安全隐患","已整改"
"重庆百货大楼股份有限公司","北京市惠新东街6号","任持资","旅游景点","17086530862","有隐患","食药安全隐患","已整改"
"武汉三特索道集团股份有限公司","北京市慈云寺住邦2000二号楼湘彤美食城","乐录置","公共交通","17835626322","有隐患","消防安全隐患","未整改"
"广东华圣科技投资股份有限公司","北京市慧忠路亚运村安慧里2区4号楼","毛它味","车站","18253920564","有隐患","寄递物流安全隐患","未整改"
"浙江富润股份有限公司","北京市文水家园6幢1至2层1—22","柏天越","旅游景点","14742977311","有隐患","金融安全隐患","已整改"
"上海普天邮通科技股份有限公司","北京市新中街13号","王守精","商场","17744891276","有隐患","食药安全隐患","已整改"
"广东梅雁水电股份有限公司","北京市新光天地北侧华贸公寓19号会所二层","马阳玛","车站","13127237532","有隐患","食药安全隐患","已整改"
"东睦新材料集团股份有限公司","北京市新华西街60号院，万达金街A区A3-111","华候造","商场","13920404640","有隐患","寄递物流安全隐患","未整改"
"天地科技股份有限公司","北京市新城子镇曹家路村","常同之","车站","17822500750","有隐患","交通安全隐患","未整改"
"北京纬纶华业环保科技股份有限公司","北京市新天地31号楼底商","萧病亚","商场","18038451911","无隐患","消防安全隐患","无"
"宁波宜科科技实业股份有限公司","北京市新源南路1号都汇天地B1层","朱丈展","体育场所","14977911142","有隐患","消防安全隐患","未整改"
"山东晨鸣纸业集团股份有限公司","北京市新街口东街西口新百商场北侧","茅套远","其他","15293371041","有隐患","交通安全隐患","未整改"
"昆山金利表面材料应用科技股份有限公司","北京市方庄南路方庄桥南侧","谈懂便","其他","17177151699","有隐患","食药安全隐患","已整改"
"湖北美尔雅股份有限公司","北京市日坛路日坛公园北门内北天门东侧","钱六党","商场","14930425807","有隐患","寄递物流安全隐患","未整改"
"联化科技股份有限公司","北京市旧府街与青礼路交叉口南100米","范误纳","商场","13493413888","无隐患","网络安全隐患","无"
"江门甘蔗化工厂(集团)股份有限公司","北京市景东路14-2号时尚街区东区底商","贝性初","公共交通","17222486373","有隐患","寄递物流安全隐患","已整改"
"四川金顶(集团)股份有限公司","北京市月坛北街和三里河东路路口西北角","于不三","商场","17793817272","无隐患","交通安全隐患","无"
"河南安彩高科股份有限公司","北京市月坛西街1号","余丈并","其他","18323716427","有隐患","寄递物流安全隐患","未整改"
"上海佳豪船舶工程设计股份有限公司","北京市月坛西街甲2号","皮做确","体育场所","15341965999","无隐患","金融安全隐患","无"
"浙江方正电机股份有限公司","北京市望京soho塔1B1楼底商","陈格合","体育场所","14566660376","有隐患","网络安全隐患","未整改"
"深圳长城开发科技股份有限公司","北京市朝阳亚运村慧忠路9号","冯质列","车站","15869868306","无隐患","消防安全隐患","无"
"北人印刷机械股份有限公司","北京市朝阳南三里屯路16号一层","鲁候痛","影剧院","18334613555","无隐患","食药安全隐患","无"
"西安格力地产股份有限公司","北京市李桥镇右堤路东方太阳城南门南70米","滕按午","其他","17189829037","有隐患","食药安全隐患","已整改"
"南京医药股份有限公司","北京市李桥镇右堤路明利平价超市对面","蒋去责","其他","15766240394","无隐患","食药安全隐患","无"
"山东新华锦国际股份有限公司","北京市杨镇汉石桥湿地停车场向北800米","和戴指","其他","14599600422","有隐患","寄递物流安全隐患","未整改"
"上海锦江国际实业投资股份有限公司","北京市松曹路","齐属九","影剧院","13386832166","有隐患","危爆物品管理隐患","已整改"
"晨光生物科技集团股份有限公司","北京市板井路金源不夜城地下","成杂另","体育场所","15094383050","有隐患","消防安全隐患","未整改"
"长沙通程控股股份有限公司","北京市梨园南路与九棵树东路交口东北角","花土六","体育场所","18423471679","有隐患","交通安全隐患","已整改"
"浙江刚泰控股（集团）股份有限公司","北京市梨园镇九棵树14号","倪盖古","旅游景点","14920492850","无隐患","网络安全隐患","无"
"航天晨光股份有限公司","北京市梨园镇砖厂南里40号楼华远好天地商业区2楼","柏来营","体育场所","14592198396","有隐患","金融安全隐患","未整改"
"顺发恒业股份公司","北京市永外路果园8号合生广场4层","尹拍低","其他","14595827145","有隐患","食药安全隐患","已整改"
"新疆友好(集团)股份有限公司","北京市永安东里1号楼底商，近双子座东塔南侧","狄背议","影剧院","14755373921","无隐患","网络安全隐患","无"
"沈阳菲菲澳家现代农业股份有限公司","北京市永定门内大街1号天桥乐汇百货商场B1层","韩睡忍","其他","17844870603","有隐患","寄递物流安全隐患","未整改"
"中核苏阀科技实业股份有限公司","北京市沙土山街70号","赵动务","旅游景点","14784801935","无隐患","交通安全隐患","无"
"甘肃省敦煌种业股份有限公司","北京市沿河景观路76-1号","邵但剧","公共交通","17582380932","有隐患","交通安全隐患","未整改"
"金融街控股股份有限公司","北京市清河中街68号华润五彩城购物中心西区4层","严居影","商场","13816863984","有隐患","寄递物流安全隐患","已整改"
"广州阳普医疗科技股份有限公司","北京市清河营东路2号院2号楼乐想汇","祁线藏","旅游景点","13759942319","有隐患","金融安全隐患","未整改"
"武汉凯迪电力股份有限公司","北京市渤海镇田仙峪村","郝痛水","商场","14718034206","有隐患","网络安全隐患","已整改"
"京能置业股份有限公司","北京市渤海镇苇店村","尹勒","公共交通","15542909310","无隐患","寄递物流安全隐患","无"
"湖北能源集团股份有限公司","北京市温都水城商业街北京银行对面与食聚进地下一层煮公面圣","臧当旅","旅游景点","13999267817","无隐患","食药安全隐患","无"
"宁波东力传动设备股份有限公司","北京市物流01号","蒋州居","影剧院","15689218635","无隐患","消防安全隐患","无"
"新疆赛里木现代农业股份有限公司","北京市物流单","伍底","公共交通","17088312886","有隐患","网络安全隐患","未整改"
"上海中科合臣股份有限公司","北京市狼垡一村一条北口","郎有则","体育场所","14592874858","无隐患","金融安全隐患","无"
"南方科学城发展股份有限公司","北京市玉桥中路106号","凤呼弄","体育场所","15389831610","有隐患","危爆物品管理隐患","已整改"
"哈尔滨东安汽车动力股份有限公司","北京市玉桥街道潞阳桥西路花石匠东区旁","邹机速","影剧院","15550199362","无隐患","消防安全隐患","无"
"浙江银轮机械股份有限公司","北京市王府井大街138号北京apm5层","蒋利","其他","14753699356","有隐患","金融安全隐患","未整改"
"宁波维科精华集团股份有限公司","北京市王府井大街255号北京市百货大楼6楼","狄弟家","体育场所","14764256352","无隐患","消防安全隐患","无"
"江苏阳光股份有限公司","北京市王府井大街301号新燕莎金街购物广场7层MF705-706","卜定如","影剧院","18734841907","有隐患","寄递物流安全隐患","已整改"
"上海鼎立科技发展(集团)股份有限公司","北京市王府井大街帅府园胡同9号","萧选换","体育场所","15922716522","无隐患","食药安全隐患","无"
"安徽国风塑业股份有限公司","北京市王府井步行街澳门中心3楼apm东面","邹什指","其他","15071195003","有隐患","金融安全隐患","未整改"
"北京首都开发股份有限公司","北京市珠江罗马嘉园57号楼702室","金很挥","车站","14531527676","有隐患","危爆物品管理隐患","已整改"
"浙江古越龙山绍兴酒股份有限公司","北京市甘露园南里25号尚街购物中心3层","茅假暗","旅游景点","13053694961","有隐患","金融安全隐患","已整改"
"长春百货大楼集团股份有限公司","北京市甘露园南里一区","秦公探","影剧院","14726177063","有隐患","金融安全隐患","已整改"
"山东金岭矿业股份有限公司","北京市甜水园东街7号","成请最","车站","15199077049","有隐患","网络安全隐患","已整改"
"北京北陆药业股份有限公司","北京市田村路43号京粮广场南3层","杨怪言","旅游景点","18616094782","有隐患","寄递物流安全隐患","已整改"
"成都天兴仪表股份有限公司","北京市白浮泉路48号","宋维沙","影剧院","15156612449","有隐患","寄递物流安全隐患","已整改"
"山东登海种业股份有限公司","北京市百子湾南二路百子园后现代城D区16号楼底商","傅修决","商场","15870700162","有隐患","食药安全隐患","未整改"
"长春燃气股份有限公司","北京市百子湾西里403号楼负一层","顾旅事","车站","13793188549","无隐患","交通安全隐患","无"
"西北轴承股份有限公司","北京市百子湾路16号后现代城14号楼A座404室","于翻和","商场","14726616576","无隐患","网络安全隐患","无"
"张家港保税科技股份有限公司","北京市百子湾路甲16号国锐易构空间1号楼","韩战右","旅游景点","14572544181","无隐患","食药安全隐患","无"
"河北恒信移动商务股份有限公司","北京市百沙路格林豪泰酒店南100米","谢牛术","商场","15839504152","有隐患","消防安全隐患","已整改"
"成都卫士通信息产业股份有限公司","北京市知春路城铁站对面","祁闻重","商场","13388181407","有隐患","寄递物流安全隐患","未整改"
"四川丹甫制冷压缩机股份有限公司","北京市石门村东路12号","柏新词","其他","17564864448","有隐患","金融安全隐患","已整改"
"北京金山顶尖科技股份有限公司","北京市管庄乡杨闸环岛路北300米","酆将练","公共交通","18066655102","无隐患","危爆物品管理隐患","无"
"北京鼎普科技股份有限公司","北京市管庄朝阳北路三间房东路4号院欧尚超市院内","庞家紧","其他","18814783905","无隐患","危爆物品管理隐患","无"
"航天信息股份有限公司","北京市管庄西里21号楼","苗相最","商场","17085754348","有隐患","寄递物流安全隐患","未整改"
"金杯电工股份有限公司","北京市紫竹桥紫竹院路","邬最奇","旅游景点","13389197080","有隐患","交通安全隐患","已整改"
"中金黄金股份有限公司","北京市红坊路","喻早","车站","17641269342","无隐患","网络安全隐患","无"
"广东榕泰实业股份有限公司","北京市纪家庙路与丰台东路交叉口","酆洋顺","其他","14530178873","无隐患","网络安全隐患","无"
"上海普天邮通科技股份有限公司","北京市罗马湖左堤路1号","汤兴出","公共交通","15321860517","有隐患","寄递物流安全隐患","已整改"
"广东伊立浦电器股份有限公司","北京市翠花胡同43号","严床晚","其他","15762730535","有隐患","食药安全隐患","已整改"
"北京中长石基信息技术股份有限公司","北京市良乡西潞北大街28号","朱怪对","影剧院","15055116579","无隐患","金融安全隐患","无"
"鸿基地产集团股份有限公司","北京市良乡镇拱辰大街12号蓝帆美容美发院内","屈良员","旅游景点","14746680855","有隐患","网络安全隐患","未整改"
"西安开元控股集团股份有限公司","北京市芍药居对外经贸大学东门向北100米","汤光离","车站","15034448036","有隐患","金融安全隐患","未整改"
"广东东方锆业科技股份有限公司","北京市芍药居育慧南路对外经贸大学东门神州商旅酒店大堂内一层","汤百族","影剧院","15039184635","无隐患","消防安全隐患","无"
"浙江银轮机械股份有限公司","北京市花园路甲2号院4号楼","汪料革","体育场所","17812088965","无隐患","交通安全隐患","无"
"一汽轿车股份有限公司","北京市苏家坨镇西埠头村","俞印演","旅游景点","15833899154","无隐患","网络安全隐患","无"
"河南森源电气股份有限公司","北京市莲花池东路51号","禹皇立","体育场所","17342165587","无隐患","网络安全隐患","无"
"宁波韵升股份有限公司","北京市蒲方路18号","唐姑顶","公共交通","18298053185","有隐患","危爆物品管理隐患","已整改"
"东方通信股份有限公司","北京市西三旗桥东新都东路1号","褚下","公共交通","15023267144","无隐患","危爆物品管理隐患","无"
"厦门乾照光电股份有限公司","北京市西便门西里3号楼","冯碃皮","影剧院","17126968459","有隐患","交通安全隐患","已整改"
"新疆冠农果茸集团股份有限公司","北京市西八里庄路恩济里小区27号楼底商","赵肉已","影剧院","14981643031","有隐患","食药安全隐患","已整改"
"北京钢研高纳科技股份有限公司","北京市西六环出口","韩想洛","其他","13751719622","有隐患","网络安全隐患","已整改"
"深圳华强实业股份有限公司","北京市西四环北路117号","毛端坚","其他","18069240506","无隐患","消防安全隐患","无"
"永辉超市股份有限公司","北京市西大望路北工大附近","褚没子","旅游景点","14798120338","有隐患","消防安全隐患","已整改"
"福建省南纸股份有限公司","北京市西客站南路东局乙8号","伏行","车站","14975191757","无隐患","金融安全隐患","无"
"山东兴民钢圈股份有限公司","北京市西山口地铁站南行200米（北大分校南行50米）","许多持","体育场所","13135030443","有隐患","寄递物流安全隐患","已整改"
"山东九发食用菌股份有限公司","北京市西牛角胡同1号","殷河藏","其他","14561886547","无隐患","金融安全隐患","无"
"湖南友谊阿波罗商业股份有限公司","北京市西直门内大街冠英园西区6号楼1门","史死宝","旅游景点","14787164287","有隐患","寄递物流安全隐患","未整改"
"天津百利特精电气股份有限公司","北京市角门北路3号首座绿洲2号楼","苗既复","商场","14985921045","无隐患","危爆物品管理隐患","无"
"深圳市新纶科技股份有限公司","北京市赵公口桥南光彩路慧时欣园10号楼如家酒店一层","平水","体育场所","17222082269","无隐患","食药安全隐患","无"
"株洲千金药业股份有限公司","北京市车站路37号","郝手标","旅游景点","14510358440","无隐患","交通安全隐患","无"
"厦门旭飞投资股份有限公司","北京市迎风北路迎风六里2区南门对面","马杀倒","体育场所","15654705442","无隐患","金融安全隐患","无"
"桂林三金药业股份有限公司","北京市通胡大街48号","马蜖洗","车站","18885351537","有隐患","网络安全隐患","未整改"
"北大国际医院集团西南合成制药股份有限公司","北京市酒仙桥路18号颐堤港1楼50号","贝错代","体育场所","14950976523","无隐患","食药安全隐患","无"
"长春燃气股份有限公司","北京市金业大街玺莲水果蔬菜超市旁","赵发己","车站","18522214116","有隐患","网络安全隐患","未整改"
"中油龙昌(集团)股份有限公司","北京市金城坊街1号2层-6室","安儿号","体育场所","18858714336","有隐患","食药安全隐患","未整改"
"黄山永新股份有限公司","北京市金宝街东段路北小雅胡同62号","计担立","车站","13990843799","无隐患","寄递物流安全隐患","无"
"福建龙溪轴承(集团)股份有限公司","北京市长兴路12号中体奥园一区","王纳己","旅游景点","15728656200","无隐患","寄递物流安全隐患","无"
"甘肃兰光科技股份有限公司","北京市长阳镇长阳路中粮万科长阳半岛广场4层","秦拍群","商场","15541139056","无隐患","消防安全隐患","无"
"二重集团(德阳)重型装备股份有限公司","北京市门头沟冯村商业街2068号","傅假未","公共交通","14535054837","有隐患","网络安全隐患","已整改"
"深圳市深信泰丰(集团)股份有限公司","北京市阜成门内大街97号","许前难","影剧院","18463641444","无隐患","食药安全隐患","无"
"紫光股份有限公司","北京市雁栖镇范各庄村北顶秀美泉家园丙2号楼","傅屋沙","体育场所","18773848118","有隐患","网络安全隐患","已整改"
"深圳日海通讯技术股份有限公司","北京市集美家居地下一层","喻等园","其他","18848225583","无隐患","危爆物品管理隐患","无"
"鞍山合成(集团)股份有限公司","北京市雍和宫大街155号","沈家秋","公共交通","15655463646","有隐患","金融安全隐患","已整改"
"兴业证券股份有限公司","北京市青东商务区青竹宾馆一楼","云毫遗","其他","13237030062","无隐患","消防安全隐患","无"
"山东威达机械股份有限公司","北京市青塔小区秀园2号楼","施暗碃","车站","13092117241","有隐患","网络安全隐患","已整改"
"TCL集团股份有限公司","北京市青年路西里国美餐饮街2号f9-2","堪烈苦","旅游景点","13123367166","无隐患","危爆物品管理隐患","无"
"浙江京新药业股份有限公司","北京市韩村河镇下中院村玉珠谷","鲁青纸","旅游景点","18058138519","无隐患","金融安全隐患","无"
"中航三鑫股份有限公司","北京市顺一条8号","凤求禁","影剧院","15790263396","无隐患","危爆物品管理隐患","无"
"江苏澄星磷化工股份有限公司","北京市顺沙路京汉美食街南口赏时南侧","姚以","旅游景点","14969259592","有隐患","食药安全隐患","已整改"
"深圳赛格股份有限公司","北京市颐和园路8号畅春园美食街A20A号","云承视","商场","15855762105","无隐患","消防安全隐患","无"
"方大特钢科技股份有限公司","北京市食寶街美食城","许亚父","旅游景点","13954444868","有隐患","金融安全隐患","已整改"
"远东实业股份有限公司","北京市首都体院馆南路16号10号平房","姜塞标","公共交通","18998116075","无隐患","网络安全隐患","无"
"福建南平太阳电缆股份有限公司","北京市马家堡东路106号院1号楼","谢住暗","体育场所","18240864751","无隐患","食药安全隐患","无"
"山西通宝能源股份有限公司","北京市马家堡东路蝎老金旁边","明么乾","商场","17093555557","有隐患","寄递物流安全隐患","已整改"
"广东华圣科技投资股份有限公司","北京市马甸西村甲16号","喻夫船","体育场所","13456531220","无隐患","交通安全隐患","无"
"数源科技股份有限公司","北京市高丽营镇","谢满尔","车站","15659551078","有隐患","交通安全隐患","未整改"
"东方锅炉(集团)股份有限公司","北京市魏公村军艺附近","吴纳动","影剧院","15884994180","无隐患","寄递物流安全隐患","无"
"重庆建峰化工股份有限公司","北京市鲁谷南路半月园公园西侧","凤整带","车站","13428054450","有隐患","交通安全隐患","已整改"
"广东科达机电股份有限公司","北京市鲁谷建材市场","喻城","旅游景点","15174654652","无隐患","食药安全隐患","无"
"湖南金健米业股份有限公司","北京市黄徐路12号","成右科","其他","15035647848","有隐患","金融安全隐患","已整改"
"深圳中华自行车(集团)股份有限公司","北京市黄村镇双河南路6号","屈张联","体育场所","18635826505","有隐患","寄递物流安全隐患","未整改"
